key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
70514.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43893,0,0,0,0,0,0,0
70515.6,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43909,0,0,0,0,0,0,0
70516.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43894,0,0,0,0,0,0,0
70517.2,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43910,0,0,0,0,0,0,0
70519.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43895,0,0,0,0,0,0,0
70520.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43896,0,0,0,0,0,0,0
70521.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43897,0,0,0,0,0,0,0
70522.6,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43911,0,0,0,0,0,0,0
70523.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43898,0,0,0,0,0,0,0
70524.1,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43912,0,0,0,0,0,0,0
70563.1,0,0,255,255,255,255,255,255,2,2,0,0,0,0,0,0,35,35,0,0,0,0,0,0
70578.255,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
70584.1,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
70602.2,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
70659.1,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
70663.3,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
70664.2,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0
70676.255,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0
70678.2,1,1,1,255,255,255,255,255,2,2,2,0,0,0,0,0,11,11,11,0,0,0,0,0
70688.2,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
70688.3,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
70688.4,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
70693.1,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
70701.3,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
70706.3,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
70719.1,0,0,255,255,255,255,255,255,2,2,0,0,0,0,0,0,278,278,0,0,0,0,0,0
70720.3,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
