key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
61,4551,6,12,5471,3,15,4856,6,14,4555,6,15,7016,1,20,7015,1,11,5483,3,19,7013,3,18
62,5512,3,28,5472,3,30,4566,6,22,4552,6,25,5484,3,26,5505,3,30,5522,3,25,5485,3,29
63,4615,6,34,4619,6,34,4616,6,34,4618,6,34,4617,6,34,7014,1,39,4602,6,32,4614,6,34
64,7017,1,41,4604,6,45,2174,1,42,4608,6,44,5486,3,41,4553,6,43,4607,6,45,2185,1,45
65,2047,1,50,4622,6,50,4623,6,50,4625,6,50,4559,6,50,4624,6,50,4620,6,50,4621,6,50
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4826,3,7,4825,6,4,4848,6,2,4850,6,4,4853,10,7,2588,10,5,2589,10,10,7767,12,5
71,4859,5,16,4735,3,12,4861,6,14,4754,3,17,4736,3,12,4863,5,14,2593,10,20,6142,3,20
72,4652,3,22,4699,3,23,4668,3,27,4676,3,28,4684,3,22,4723,3,27,4722,3,21,4643,3,21
73,4685,3,31,4692,3,39,4687,3,39,4756,6,36,6143,3,40,4719,3,35,4654,3,34,4691,3,32
74,4703,3,45,4671,3,42,4646,3,41,4757,6,43,4727,3,45,4720,3,43,4679,3,44,4693,3,44
75,6144,3,50,4678,3,50,4750,3,47,4655,3,46,4694,3,49,4647,3,50,4713,1,48,4715,3,50
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
