key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
8,"Shot",False,405,1,0,0,0,-2,1876,0,0,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,0,0,-1,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
9,"Fast Blade",False,158,3,0,0,0,310,1875,0,1,0,1,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,0,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
10,"Rampart",False,152,4,0,0,0,369,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
11,"Savage Blade",False,157,3,0,0,0,311,1875,0,1,0,4,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,9,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
12,"Convalescence",False,162,4,0,0,0,370,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
13,"Awareness",False,163,4,0,0,0,371,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
14,"Flash",False,159,2,0,29,3,441,1875,0,1,0,6,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,3,8,0,0,0,True,0,25,58,5,7,0,0,0,38,1,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
15,"Riot Blade",False,156,3,0,0,0,317,1875,0,1,0,10,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,9,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
16,"Shield Bash",False,154,3,0,0,0,315,1875,0,1,0,18,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,120,39,0,0,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
17,"Sentinel",False,151,4,0,0,0,372,1875,0,1,0,38,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1800,10,0,0,0,0,0,38,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
18,"Provoke",False,165,4,0,0,0,373,1875,0,-1,0,0,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,400,0,0,0,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
19,"Tempered Will",False,153,4,0,0,0,374,1875,0,1,0,42,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1800,11,0,0,0,0,0,38,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
20,"Fight or Flight",False,166,4,0,0,0,376,1875,0,1,0,2,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,600,6,0,0,0,0,0,38,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
21,"Rage of Halone",False,155,3,0,0,0,312,1875,0,1,0,26,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,11,False,0,25,58,-1,7,0,0,0,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
22,"Bulwark",False,167,4,0,0,0,377,1875,0,1,0,46,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1800,12,0,0,0,0,0,38,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
23,"Circle of Scorn",False,161,4,0,0,0,313,1892,0,1,0,50,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,0,0,0,0,0,True,0,250,3,-1,7,0,0,0,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
24,"Shield Lob",False,164,3,0,0,0,316,1875,0,1,0,15,False,15,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,120,39,0,0,False,0,25,58,-1,7,0,0,65798,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
25,"Shield Swipe",False,160,4,0,0,0,318,1875,0,1,0,30,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,2,0,0,True,0,150,15,-1,7,0,0,65801,38,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
26,"Sword Oath",False,2504,2,0,29,4,442,1875,0,19,0,35,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,3,10,0,0,0,True,0,25,58,0,0,0,381,32,20,1,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
27,"Cover",False,2501,4,0,0,0,375,1887,0,19,0,40,False,10,False,True,False,False,False,False,False,False,False,0,True,False,1,0,0,False,0,0,0,0,0,True,0,1200,9,0,0,0,0,33,20,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
28,"Shield Oath",False,2505,2,0,29,4,443,1875,0,19,0,30,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,3,10,0,0,0,True,0,25,58,0,0,0,79,31,20,1,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
29,"Spirits Within",False,2503,4,0,0,0,314,1875,0,19,0,45,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,300,2,-1,7,0,0,34,20,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
30,"Hallowed Ground",False,2502,4,0,0,0,378,1875,0,19,0,50,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,4200,25,0,0,0,0,35,20,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
31,"Heavy Swing",False,260,3,0,0,0,319,1875,0,3,0,1,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,0,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
32,"Foresight",False,252,4,0,0,0,379,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
33,"Fracture",False,256,3,0,0,0,321,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,80,0,0,0,False,0,25,58,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
34,"Bloodbath",False,251,4,0,0,0,380,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
35,"Skull Sunder",False,257,3,0,0,0,320,1875,0,3,0,4,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,31,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
36,"Mercy Stroke",False,265,4,0,0,0,381,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,6,0,0,True,0,900,0,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
37,"Maim",False,255,3,0,0,0,322,1875,0,3,0,18,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,31,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
38,"Berserk",False,259,4,0,0,0,382,1875,0,3,0,6,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,7,0,0,0,0,0,44,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
39,"Brutal Swing",False,253,4,0,0,0,324,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,200,0,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
40,"Thrill of Battle",False,263,4,0,0,0,383,1875,0,3,0,26,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,9,0,0,0,0,0,44,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
41,"Overpower",False,254,3,0,0,0,309,1940,0,3,0,10,False,8,False,False,False,True,False,False,False,False,False,0,True,True,3,8,0,True,5,120,0,0,0,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
42,"Storm's Path",False,258,3,0,0,0,323,1875,0,3,0,38,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,37,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
43,"Holmgang",False,266,4,0,0,0,385,1875,0,3,0,42,False,6,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,1800,12,0,0,0,0,0,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
44,"Vengeance",False,267,4,0,0,0,388,1875,0,3,0,46,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,10,0,0,0,0,0,44,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
45,"Storm's Eye",False,264,3,0,0,0,329,1875,0,3,0,50,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,37,False,0,25,58,-1,7,0,0,0,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
46,"Tomahawk",False,261,3,0,0,0,328,1875,0,3,0,15,False,15,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,120,0,0,0,False,0,25,58,-1,7,0,0,65852,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
47,"Butcher's Block",False,262,3,0,0,0,325,1875,0,3,0,30,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,35,False,0,25,58,-1,7,0,0,65855,44,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
48,"Defiance",False,2551,4,0,0,0,384,1875,0,21,0,30,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,100,1,0,0,0,91,41,22,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
49,"Inner Beast",False,2553,3,0,0,0,330,1875,0,21,0,35,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,22,50,32,91,0,True,0,25,58,-1,7,0,0,42,22,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
50,"Unchained",False,2554,4,0,0,0,386,1875,0,21,0,40,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,32,91,0,True,0,900,8,0,0,0,0,43,22,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
51,"Steel Cyclone",False,2552,3,0,0,0,327,1916,0,21,0,45,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,22,50,32,91,0,True,0,25,58,-1,7,0,0,44,22,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
52,"Infuriate",False,2555,4,0,0,0,387,1875,0,21,0,50,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,57,0,0,True,0,600,4,0,0,0,0,45,22,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
53,"Bootshine",False,208,3,0,0,0,333,1875,0,2,0,1,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,0,0,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
54,"True Strike",False,209,3,0,0,0,334,1875,0,2,0,4,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,32,108,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
55,"Featherfoot",False,202,4,0,0,0,389,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
56,"Snap Punch",False,210,3,0,0,0,336,1875,0,2,0,6,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,40,32,109,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
57,"Second Wind",False,201,4,2,0,0,390,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
58,"Haymaker",False,203,3,0,0,0,331,1875,207,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,40,4,0,0,True,0,25,58,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
59,"Internal Release",False,212,4,0,0,0,391,1875,0,2,0,10,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,600,5,0,0,0,0,0,41,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
60,"Fists of Earth",False,206,4,0,0,0,392,1875,0,2,0,15,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,30,1,0,0,0,104,66094,41,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
61,"Twin Snakes",False,213,3,0,0,0,337,1875,0,2,0,18,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,32,108,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
62,"Arm of the Destroyer",False,215,3,0,0,0,395,1875,0,2,0,26,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,5,130,0,0,0,False,0,25,58,-1,7,0,0,0,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
63,"Fists of Fire",False,205,4,0,0,0,393,1875,0,20,0,40,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,30,1,0,0,0,103,38,21,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
64,"Steel Peak",False,2530,4,0,0,0,341,1888,0,2,0,38,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,400,4,-1,7,0,0,0,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
65,"Mantra",False,216,4,0,0,0,396,1922,0,2,0,42,False,0,True,False,False,False,False,False,False,False,False,0,True,False,2,7,0,False,0,0,0,0,0,True,0,900,10,0,0,0,0,0,41,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
66,"Demolish",False,204,3,0,0,0,342,1875,0,2,0,30,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,40,32,109,0,False,0,25,58,-1,7,0,0,66103,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
67,"Howling Fist",False,207,4,0,0,0,398,1889,0,2,0,46,False,10,False,False,False,True,False,False,False,False,False,0,True,True,4,10,2,True,0,0,0,0,0,True,0,600,6,-1,7,0,0,0,41,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
68,"Touch of Death",False,211,3,0,0,0,338,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,80,0,0,0,False,0,25,58,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
69,"Perfect Balance",False,217,4,0,0,0,399,1875,0,2,0,50,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,600,11,0,0,0,0,0,41,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
70,"Rockbreaker",False,2529,3,0,0,0,340,1875,0,20,0,30,False,5,False,False,False,True,False,False,False,False,False,0,True,True,3,5,0,True,5,120,32,109,0,False,0,25,58,-1,7,0,0,36,21,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
71,"Shoulder Tackle",False,2526,4,0,0,0,394,1875,0,20,1,35,False,20,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,300,3,-1,7,0,0,37,21,2,False,True,0,False,False,True,False,True,True,False,False,True,0,False,False,True
72,"One Ilm Punch",False,214,3,0,0,0,339,1875,0,20,0,45,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,120,32,108,0,False,0,25,58,-1,7,0,0,39,21,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
73,"Fists of Wind",False,2527,4,0,0,0,397,1875,0,2,0,34,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,30,1,0,0,0,105,0,41,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
74,"Dragon Kick",False,2528,3,0,0,0,335,1875,0,20,0,50,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,0,0,0,False,0,25,58,-1,7,0,0,40,21,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
75,"True Thrust",False,310,3,0,0,0,343,1875,193,4,0,1,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,0,False,0,25,58,-1,7,0,0,0,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
76,"Feint",False,307,3,0,0,0,344,1875,205,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,80,0,0,0,False,0,25,58,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
77,"Keen Flurry",False,301,4,0,0,0,400,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,900,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
78,"Vorpal Thrust",False,312,3,0,0,0,345,1875,0,4,0,4,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,0,0,75,False,0,25,58,-1,7,0,0,0,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
79,"Heavy Thrust",False,311,3,0,0,0,346,1875,0,4,0,10,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,0,False,0,25,58,-1,7,0,0,0,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
80,"Invigorate",False,302,4,0,0,0,401,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,1200,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
81,"Impulse Drive",False,313,3,0,0,0,347,1875,0,4,0,6,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,60,0,0,0,False,0,25,58,-1,7,0,0,0,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
82,"Leg Sweep",False,305,4,0,0,0,348,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,300,0,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
83,"Life Surge",False,304,4,0,0,0,402,1875,0,4,0,18,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,500,8,0,0,0,0,0,47,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
84,"Full Thrust",False,314,3,0,0,0,354,1875,0,4,0,26,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,0,0,78,False,0,25,58,-1,7,0,0,0,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
85,"Blood for Blood",False,309,4,0,0,0,404,1875,0,4,0,30,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,800,6,0,0,0,0,65975,47,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
86,"Doom Spike",False,306,3,0,0,0,349,1896,0,22,0,40,False,10,False,False,False,True,False,False,False,False,False,0,True,True,4,10,4,True,5,120,0,0,0,False,0,25,58,-1,7,0,0,48,23,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
87,"Disembowel",False,317,3,0,0,0,355,1875,0,4,0,38,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,0,0,81,False,0,25,58,-1,7,0,0,0,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
88,"Chaos Thrust",False,308,3,0,0,0,350,1875,0,4,0,50,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,50,0,0,87,False,0,25,58,-1,7,0,0,0,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
89,"Ring of Thorns",False,2579,3,0,0,0,351,1897,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,5,120,0,0,79,False,0,25,58,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
90,"Piercing Talon",False,315,3,0,0,0,352,1875,0,4,0,15,False,15,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,130,0,0,0,False,0,25,58,-1,7,0,0,65591,47,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
91,"Phlebotomize",False,316,3,0,0,0,353,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,90,0,0,0,False,0,25,58,-1,7,0,0,0,0,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
92,"Jump",False,2576,4,0,0,0,403,1875,0,22,1,30,False,20,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,300,3,-1,7,0,0,46,23,2,False,True,0,False,False,True,False,True,True,False,False,True,0,False,False,True
93,"Power Surge",False,303,4,0,0,0,405,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,600,0,0,0,0,0,0,0,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
94,"Elusive Jump",False,2577,4,0,0,0,406,1875,0,22,4,35,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,300,11,0,0,0,0,47,23,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,True
95,"Spineshatter Dive",False,2580,4,0,0,0,407,1875,0,22,1,45,False,20,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,600,5,-1,7,0,0,49,23,2,False,True,0,False,False,True,False,True,True,False,False,True,0,False,False,True
