key,0,1,2,3,4,5,6,7,8,9,10,11,12
55,196054,0,1,0,0,0,768,0,0,0,9,1020,"Heavens' Orthodoxy"
56,196072,0,1,0,0,0,769,0,0,0,9,1021,"Heavens' Heresy"
57,196055,0,2,0,0,0,770,0,0,0,9,1022,"Idyll Wisdom"
58,196073,0,1,0,0,0,771,0,0,0,9,1023,"Idyll Industry"
59,196056,0,1,0,0,0,772,0,0,0,9,1024,"Kugane Commerce"
60,196068,0,2,0,0,0,773,0,0,0,9,1025,"Kugane Leisure"
61,196057,0,1,0,0,0,774,0,0,0,9,1026,"Western Reach"
62,196069,0,1,0,0,0,775,0,0,0,9,1027,"Eastern Reach"
63,196058,0,1,0,0,0,776,0,0,0,9,1028,"Exarchic Dome"
64,196070,0,1,0,0,0,777,0,0,0,9,1029,"Exarchic Tower"
65,196059,0,1,0,0,0,778,0,0,0,9,1030,"Eulmoran Comfort"
66,196071,0,1,0,0,0,779,0,0,0,9,1031,"Eulmoran Glory"
67,196060,0,1,0,0,0,780,0,0,0,9,1032,"Sharlayan Stoa"
68,196066,0,2,0,0,0,781,0,0,0,9,1033,"Sharlayan Agora"
69,196061,0,1,0,0,0,782,0,0,0,9,1034,"Hannish Radiance"
70,196067,0,1,0,0,0,783,0,0,0,9,1035,"Hannish Wonders"
71,196118,0,1,0,0,0,872,0,0,0,4,2505,"Futures Rewritten"
72,0,0,0,0,0,0,0,0,0,0,0,0,""
73,0,0,0,0,0,0,0,0,0,0,0,0,""
74,196120,0,1,0,0,0,878,0,0,0,8,2342,"Cosmic Exploration"
