key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
41,1,7,False,42,0,0,False,0,0,0,0,0,0,0,0,0,0,"The winning number for the Jumbo Cactpot will be drawn every <If(NotEqual(PlayerParameter(83),0))><Switch(PlayerParameter(83))><Case(1)><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(2)><ResetTime>0C01</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(3)><ResetTime>0501</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case></Switch><Else/><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></If> (Earth time).","","","","","","","","","",""
42,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"After the drawing, you will have until the following <If(NotEqual(PlayerParameter(83),0))><Switch(PlayerParameter(83))><Case(1)><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(2)><ResetTime>0C01</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(3)><ResetTime>0501</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case></Switch><Else/><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></If> (Earth time) to claim your prize.","","","","","","","","","",""
43,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"The winning number for the Jumbo Cactpot will be drawn every <If(NotEqual(PlayerParameter(83),0))><Switch(PlayerParameter(83))><Case(1)><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(2)><ResetTime>0C01</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(3)><ResetTime>0501</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case></Switch><Else/><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></If> (Earth time).","","","","","","","","","",""
44,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"<Format(IntegerParameter(1),FF022C)/> MGP is required to purchase a Mini Cactpot ticket.","","","","","","","","","",""
45,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Eligibility to purchase Mini Cactpot tickets resets daily at <ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If> (Earth time).","","","","","","","","","",""
46,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"<If(Equal(IntegerParameter(1),5))>I am sorry, but please accept this consolation prize<Else/>Congratulations! You have won <If(LessThan(IntegerParameter(1),4))><Switch(IntegerParameter(1))><Case(1)>1st</Case><Case(2)>2nd</Case><Case(3)>3rd</Case></Switch><Else/><Value>IntegerParameter(1)</Value>th</If> prize</If>, <If(PlayerParameter(4))>miss<Else/>sir</If>─along with the extra points for the Early Bird Bonus.","","","","","","","","","",""
47,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"My gods─you have hit the Cactpot! Allow me the honor of presenting you with first prize, your extravagant <SheetEn(Item,3,IntegerParameter(1),1,1)/>, <Emphasis>and</Emphasis> the bonus MGP for being an early bird!","","","","","","","","","",""
48,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"I am terribly sorry, <If(PlayerParameter(4))>miss<Else/>sir</If>, but you can no longer claim prizes for that ticket. Allow me to take it off your hands, and offer my condolences for your missed fortune.","","","","","","","","","",""
49,2,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
50,1,0,False,51,2,764,False,0,0,0,0,0,0,0,0,0,0,"I don't know if you've heard, but there's an imp flittering about, stealing people's skins and making them look the fool. And now he's taken mine! Can you help me catch the fiend?","","","","","","","","","",""
51,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"You'll know him by his impeccable disguise, right down to the fine details. Take a good look at what I'm wearing, then find the man wearing the same and douse him with this brightash!","","","","","","","","","",""
52,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
53,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Thank heavens, you did it! Now I can rest easy...though that imp is still free to cause mischief, isn't he?","","","","","","","","","",""
54,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"You failed!? Nooo! Now everyone will think <Emphasis>I</Emphasis> was the one dancing on a table in my smallclothes, propositioning every Sea Wolf as they passed by...","","","","","","","","","",""
55,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Bah! How in the hells did ya know it was me!? Well, I guess ya got me─have a little somethin' and be on your way.","","","","","","","","","",""
56,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"I won't try foolin' people again, I promise! If I'm lyin', then may the gods twist me into a gangly bug-eyed flyin' beastie.","","","","","","","","","",""
57,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Ugh! But what's worse than being stared at is being doused with gods-know-what!","","","","","","","","","",""
58,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Ugh, my eyes! Gods, that stings...","","","","","","","","","",""
59,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Thal's balls, that burns!
Why in the hells are ye trying to stop me fun!?","","","","","","","","","",""
60,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"What is the—<cough><cough> meaning of this!? How many times must I endure this insufferable treatment?","","","","","","","","","",""
61,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Oh, the pain! And the physicker told me not to get any brightash in my eyes for at least another week!","","","","","","","","","",""
62,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"That is <Emphasis>not</Emphasis> the punishment I had in mind, thank you very much!","","","","","","","","","",""
63,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"What...!? What did you do that for!?","","","","","","","","","",""
64,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"<cough> Wh-What in the hells are you doin'!? Right bleedin' unpleasant, that was!","","","","","","","","","",""
65,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Aaahhh! My eyes! <cough> <wheeze>Just what do you think you're doing!?","","","","","","","","","",""
66,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"My clothes! They're ruined! Gold Saucer management will be hearing of this!","","","","","","","","","",""
67,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Wh-What mummery is this!? Are you a trouper? I want no part of it!","","","","","","","","","",""
68,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"H-Hey now! If I've outstayed my welcome, you might've simply asked me to leave!","","","","","","","","","",""
69,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Help! Help! I'm blind!","","","","","","","","","",""
70,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"What the— <cough> Is this how they...<cough>...welcome guests to the Gold Saucer?","","","","","","","","","",""
71,1,0,False,72,2,764,False,0,0,0,0,0,0,0,0,0,0,"I carry with me a special delivery for one Godbert Manderville. It appears the man has a deep interest in Thorne Dynasty crockery, and is buying up all that he can find. This endeavor, however, has drawn the attention of some unsavory characters.","","","","","","","","","",""
72,1,0,False,80,2,0,False,0,0,0,0,0,0,0,0,0,0,"Now, the Jolly Raptor doesn't pay me enough to fend off brutish brigands, so I seek someone with the savvy to steal by these scoundrels and spirit the ceramics to the attendant awaiting their arrival. Just make certain you stay out of their sight!","","","","","","","","","",""
73,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"That was quite the display of stealth! I reckon even a snake could learn a thing or three from a <If(PlayerParameter(4))>woman<Else/>man</If> of your cunning.","","","","","","","","","",""
74,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Whatever you do, <Emphasis>don't</Emphasis> let the thieving thieves see you with that vase! And if they do? Why, drop the package and run. It matters not if it shatters, as long as it doesn't fall into the highwaymen's hands. The last thing my client wants is to repurchase something that is already his.","","","","","","","","","",""
75,1,0,False,76,2,0,False,0,0,0,0,0,0,0,0,0,0,"The conniving crooks! And to think you were so close! Fortunately, Lord Manderville was quite aware of the dangers of shipping such sought-after cargo, and the Jolly Raptor is exempt from any financial responsibility in the event of theft or damage. Now, I <Emphasis>do</Emphasis> happen to have several more packages here if you seek a chance at redemption?","","","","","","","","","",""
76,2,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Re-don the delivery cap?","Yes","No","","","","","","","",""
77,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Ah, Lord Manderville will be quite pleased with this fine addition to his collection. Your assistance is appreciated.","","","","","","","","","",""
78,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Another vase? I only think Lord Manderville purchases these things because he <Emphasis>can</Emphasis>. I don't even think he minds when one is dropped because that simply means no one else can have it either. Anyroad, you've done the Saucer a great service. I'll prepare your reward so you can be on your way.","","","","","","","","","",""
79,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Ah, Lord Manderville has been expecting this delivery for some time now. He will be very pleased to find it has arrived unscathed. You have my thanks.","","","","","","","","","",""
80,2,0,False,97,2,764,False,0,0,0,0,0,0,0,0,0,0,"Don the delivery cap?","Yes","No","","","","","","","",""
81,1,0,False,82,2,0,False,0,0,0,0,0,0,0,0,0,0,"It'll be well worth your while, since there is an extra bonus for those who claim their winnings quickly!","","","","","","","","","",""
