key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
56,10065,1,19,2549,1,5057,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
57,10062,1,19,2420,1,5057,1,5364,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
58,10064,1,19,2536,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
59,10066,1,20,1609,1,1603,1,5063,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
60,10071,1,20,2523,1,5057,1,5325,1,5364,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
61,10069,1,20,2318,1,5057,1,5092,1,5364,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
62,10070,1,20,2331,1,5057,1,5367,1,5483,1,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
63,10067,1,20,1611,1,1607,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
64,10077,1,21,2510,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
65,10078,1,21,2562,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
66,10076,1,21,2484,1,5057,2,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
67,10072,1,21,1758,1,1754,1,5057,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
68,10073,1,21,2345,1,5057,1,5325,1,5368,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
69,10075,1,21,2396,1,5057,1,5092,1,5368,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
70,10074,1,21,2371,1,5057,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
71,10081,1,22,2358,1,5057,2,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
72,10082,1,22,2383,1,5057,1,5092,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
73,10083,1,22,2524,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
74,10079,1,22,1614,1,5057,2,5367,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
75,10086,1,23,2537,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
76,10085,1,23,2434,1,5057,1,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
77,10084,1,23,1694,1,5072,1,5057,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
78,10087,1,24,1764,1,5057,2,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
79,10091,1,24,2550,1,2549,1,5063,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
80,10088,1,24,2319,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
81,10089,1,24,2332,1,5057,1,5368,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
82,10090,1,24,2485,1,5057,2,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
83,10093,1,25,2421,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
84,10092,1,25,1622,1,5057,1,5277,1,5435,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
85,10094,1,25,2511,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
86,10095,1,25,2563,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
87,10096,1,26,5058,1,5528,1,5111,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,False,0,50,80,58,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
88,10101,1,26,2397,1,2396,1,5092,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
89,10100,1,26,2372,1,5057,1,5072,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
90,10099,1,26,2346,1,5057,1,5325,1,5371,1,4856,1,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
91,10097,1,26,1766,1,1758,1,5057,1,5064,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
92,10103,1,27,2359,1,5057,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
93,10104,1,27,2384,1,5057,1,5092,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
94,10105,1,27,2525,1,5057,1,5072,1,5371,1,5277,1,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
95,10106,1,28,1625,1,5058,1,5371,1,5444,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
96,10108,1,28,2320,1,5057,1,5092,1,5371,1,5063,1,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
97,10107,1,28,1769,1,5058,3,5371,1,5280,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
98,10109,1,29,5093,1,5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,False,50,50,80,58,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
99,10113,1,29,2422,1,5057,1,5371,1,5259,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
100,10114,1,29,2551,1,5057,1,5371,1,5359,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
101,10111,1,29,2347,1,2346,1,5057,1,4856,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
102,10110,1,29,1699,1,5073,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
103,10112,1,29,2373,1,2372,1,5371,1,5280,1,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
104,10117,1,30,2398,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
105,10119,1,30,2526,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
106,10120,1,30,2539,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
107,10118,1,30,2423,1,2422,1,5259,1,5064,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
108,10116,1,30,2321,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
109,10123,1,31,2436,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
110,10122,1,31,2334,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
111,10121,1,31,1633,1,5058,2,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
112,10128,1,32,2513,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
113,10124,1,32,1776,1,5058,2,5405,1,5444,1,5504,1,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
114,10127,1,32,2487,1,5058,2,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
115,10125,1,32,2348,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
116,10126,1,32,2399,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
117,10132,1,33,2565,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
118,10130,1,33,2540,1,2539,1,5504,1,5282,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0,65535,0
119,10144,1,35,2553,1,5058,1,5368,1,5359,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
120,10129,1,33,2527,1,5058,1,5073,1,5373,1,5326,1,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
121,10137,1,34,2361,1,5058,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
122,10138,1,34,2374,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
123,10136,1,34,2349,1,5058,1,5326,1,5373,1,5485,1,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
124,10131,1,33,2552,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
125,10141,1,35,2386,1,5058,1,5093,1,5485,1,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
