key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
20,"black coeurl",0,"black coeurls",0,0,1,0,0,438,75,10,10,0,0,2,0,8,13,True,False,True,False,True,35,True,True,4614,1010,True,0,15,380,31,0,30,3,620,1
21,"wind-up gentleman",0,"wind-up gentlemen",0,0,1,0,0,882,100,10,0,0,0,1,0,8,268,False,True,False,False,False,0,False,True,4615,9014,True,0,30,400,16,360,60,2,630,3
22,"gravel golem",0,"gravel golems",0,0,1,0,0,440,100,20,10,0,0,1,0,8,202,False,True,False,True,False,0,False,True,4519,1011,True,0,20,480,10,0,20,2,620,2
23,"wind-up tonberry",0,"wind-up tonberries",0,0,1,0,0,441,100,30,0,0,0,1,0,8,203,False,True,False,True,False,0,True,True,4553,1012,True,0,20,470,16,360,60,1,630,2
24,"tiny tortoise",0,"tiny tortoises",0,0,1,0,0,442,100,10,10,0,0,2,0,8,18,True,False,False,False,True,0,False,True,4520,1013,True,0,20,480,14,120,20,2,622,2
25,"baby raptor",0,"baby raptors",0,0,1,0,0,443,100,20,20,0,0,2,0,8,19,True,False,False,False,True,0,False,True,4521,1014,True,0,10,400,21,0,20,2,620,2
26,"baby bat",0,"baby bats",0,0,1,0,0,444,100,30,0,0,0,2,0,8,20,True,False,False,False,False,0,False,True,4522,1015,True,0,10,420,20,120,20,1,631,2
27,"tiny bulb",0,"tiny bulbs",0,0,1,0,0,445,100,30,0,0,0,2,0,8,21,True,False,False,False,False,0,False,True,4523,1016,True,0,25,480,35,360,25,1,634,2
28,"dust bunny",0,"dust bunnies",0,0,1,0,0,446,100,10,10,0,30,2,0,8,22,True,False,False,True,False,0,False,True,4524,1017,True,0,10,340,1,120,20,2,609,1
29,"wind-up dullahan",0,"wind-up dullahans",0,0,1,0,0,447,100,30,0,0,0,1,0,8,204,False,True,True,False,False,0,False,True,4525,1018,True,0,20,445,35,360,30,1,634,2
30,"gigantpole",0,"gigantpoles",0,0,1,0,0,448,100,30,0,0,0,2,0,8,24,True,False,False,False,False,0,False,True,4526,1019,True,0,20,495,13,30,20,1,607,2
31,"pudgy puk",0,"pudgy puks",0,0,1,0,0,449,100,20,10,0,0,2,0,8,25,True,False,False,False,True,0,False,True,4527,1020,True,0,15,460,23,30,20,2,606,2
32,"buffalo calf",0,"buffalo calves",0,0,1,0,0,450,100,30,0,0,0,2,0,8,26,True,False,True,False,True,0,False,True,4528,1021,True,0,10,440,9,0,20,1,620,2
33,"cactuar cutting",0,"cactuar cuttings",0,0,1,0,0,451,100,20,0,0,20,2,0,3,27,True,False,True,False,False,0,False,True,4529,1022,True,0,10,380,17,0,30,1,620,2
34,"smallshell",0,"smallshells",0,0,1,0,0,452,100,30,0,0,0,2,0,8,28,True,False,True,False,False,0,False,True,4530,1023,True,0,10,420,28,120,20,1,605,2
35,"wolf pup",0,"wolf pups",0,0,1,0,0,453,100,10,10,0,0,2,0,8,29,True,False,True,True,True,19,True,True,4550,1024,True,0,15,385,11,360,20,3,617,1
36,"beady eye",0,"beady eyes",0,0,1,0,0,454,100,30,0,0,0,2,0,8,30,True,False,False,True,True,0,False,True,4531,1024,True,0,10,440,1,30,20,1,613,2
37,"fledgling dodo",0,"fledgling dodos",0,0,1,0,0,455,100,20,10,0,30,2,0,8,31,True,False,False,False,True,0,False,True,4532,1025,True,0,25,500,39,0,20,2,620,2
38,"coblyn larva",0,"coblyn larvae",0,0,1,0,0,456,100,20,10,0,0,2,0,8,32,True,False,False,False,False,0,False,True,4533,1026,True,0,15,400,12,360,20,2,626,2
39,"wind-up aldgoat",0,"wind-up aldgoats",0,0,1,0,0,457,85,30,0,0,0,1,0,8,205,False,True,True,False,False,0,False,True,4534,1027,True,0,10,340,29,360,20,1,623,1
40,"fledgling apkallu",0,"fledgling apkallus",0,0,1,0,0,458,100,20,10,0,0,2,0,8,34,True,False,True,False,True,0,False,True,4535,1028,True,0,30,510,41,0,20,2,620,1
41,"goobbue sproutling",0,"goobbue sproutlings",0,0,1,0,0,459,100,10,0,0,0,2,0,8,35,True,False,False,False,False,0,False,True,4536,1029,True,0,20,410,37,0,20,1,620,2
42,"bite-sized pudding",0,"bite-sized puddings",0,0,1,0,0,460,100,30,0,0,0,2,0,8,36,True,False,False,True,False,0,False,True,4537,1030,True,0,10,400,21,0,20,1,620,2
43,"model vanguard",0,"model vanguards",0,0,1,0,0,461,100,30,0,0,0,1,0,8,221,False,True,False,True,False,0,False,True,4538,11003,True,0,10,340,25,360,20,1,625,2
44,"demon brick",0,"demon bricks",0,0,1,0,0,462,100,10,5,0,30,2,0,8,38,True,False,False,True,False,0,False,True,4539,1031,True,0,15,390,38,120,20,2,609,2
45,"mini mole",0,"mini moles",0,0,1,0,0,463,100,20,10,0,0,2,0,8,39,True,False,False,False,True,0,False,True,4540,1032,True,0,25,430,9,0,20,2,620,1
46,"tender lamb",0,"tender lambs",0,0,1,0,0,464,100,30,0,0,0,2,0,10,40,True,False,True,False,True,0,False,True,4541,1033,True,0,20,680,10,0,20,1,620,1
47,"slime puddle",0,"slime puddles",0,0,1,0,0,465,100,30,0,0,0,2,0,8,41,True,False,False,True,False,0,False,True,4551,1034,True,0,10,430,23,30,20,1,606,2
48,"kidragora",0,"kidragoras",0,0,1,0,0,466,90,10,10,30,0,2,0,8,42,True,False,True,False,True,0,False,True,4542,1025,True,0,15,360,1,120,20,2,609,1
49,"wind-up goblin",0,"wind-up goblins",0,0,1,0,0,467,100,10,5,0,0,1,0,8,207,False,True,False,True,False,0,False,True,4543,7001,True,0,15,435,26,120,20,2,622,3
50,"wind-up sylph",0,"wind-up sylphs",0,0,1,0,0,468,100,30,0,0,0,1,0,8,208,False,True,True,False,False,0,False,True,4549,7002,True,0,15,490,13,30,20,1,621,3
51,"wind-up cursor",0,"wind-up cursors",0,0,1,0,0,469,100,20,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4544,11008,True,0,15,400,14,30,20,2,621,4
52,"wind-up airship",0,"wind-up airships",0,0,1,0,0,470,100,30,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4545,11001,True,0,25,465,11,360,20,2,617,4
53,"wind-up Qiqirn",0,"wind-up Qiqirn",0,0,1,0,0,471,90,30,0,0,0,1,0,8,206,False,True,True,False,False,0,False,True,4546,6001,True,0,15,380,44,0,30,1,620,3
54,"black chocobo chick",0,"black chocobo chicks",0,0,1,1,0,505,100,30,0,30,0,2,0,8,3,True,False,True,False,True,0,False,True,4548,5,True,0,25,450,35,360,25,1,634,1
55,"wind-up Dalamud",0,"wind-up Dalamuds",0,0,1,0,0,472,100,30,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4547,11004,True,0,20,520,17,0,30,1,620,4
56,"minute mindflayer",0,"minute mindflayers",0,0,1,0,0,578,100,30,0,0,0,2,0,8,49,True,False,False,False,True,0,False,True,4561,1035,True,0,25,455,13,120,20,2,616,2
57,"tight-beaked parrot",0,"tight-beaked parrots",0,0,1,0,0,579,55,30,0,0,0,2,3,8,50,True,False,True,False,True,0,False,True,4562,1036,True,0,10,365,40,0,30,1,631,1
58,"wind-up Amalj'aa",0,"wind-up Amalj'aa",0,0,1,0,0,580,100,30,0,0,0,1,0,8,213,False,True,False,True,False,0,False,True,4554,7003,True,0,10,465,12,360,20,2,626,3
59,"wind-up Ixal",0,"wind-up Ixal",0,0,1,0,0,581,100,30,0,30,0,1,0,8,214,False,True,False,True,False,0,False,True,4574,7005,True,0,10,390,10,0,20,1,620,3
60,"wind-up kobold",0,"wind-up kobolds",0,0,1,0,0,699,100,30,0,0,0,1,0,8,215,False,True,False,True,False,0,False,True,4563,7006,True,0,10,440,13,120,20,1,622,3
61,"wind-up Sahagin",0,"wind-up Sahagin",0,0,1,0,0,700,100,30,0,0,0,1,0,8,216,False,True,False,True,False,0,False,True,4564,7007,True,0,15,435,28,120,20,1,605,3
62,"wind-up brickman",0,"wind-up brickmen",0,0,1,0,0,577,100,30,0,0,0,2,0,8,51,True,False,False,False,True,0,False,True,4555,13001,True,0,10,410,10,0,20,1,620,2
63,"wind-up Shantotto",0,"wind-up Shantottos",0,0,1,1,0,527,100,20,0,0,0,1,0,8,358,False,True,False,False,False,0,False,True,4556,12111,True,0,25,525,9,0,20,1,620,3
64,"wind-up Edvya",0,"wind-up Edvyas",0,0,1,1,0,584,100,30,0,0,0,1,0,8,219,False,True,False,False,False,0,False,True,4557,10007,True,0,15,360,23,120,30,1,622,3
65,"wind-up sun",0,"wind-up suns",0,0,1,0,0,585,100,0,0,0,0,3,8,8,0,False,False,False,False,False,0,False,True,4565,11009,True,0,15,440,10,0,20,1,620,4
66,"plush cushion",0,"plush cushions",0,0,1,0,0,586,100,30,0,0,0,3,12,8,0,False,False,False,False,False,0,False,True,4566,11010,True,80,10,390,30,360,20,1,623,4
67,"Minion of Light",0,"Minions of Light",0,0,1,0,0,0,100,0,0,0,0,1,0,8,0,False,True,False,False,False,0,False,True,4558,12011,False,0,10,100,0,0,20,1,0,3
68,"Minion of Light",0,"Minions of Light",0,0,1,0,0,587,100,10,0,70,0,1,0,8,223,False,True,False,False,False,0,False,True,4650,12011,True,0,10,430,13,30,20,1,604,3
69,"Minion of Light",0,"Minions of Light",0,0,1,0,0,623,100,10,0,70,0,1,0,8,223,False,True,False,False,False,0,False,True,4651,12011,True,0,10,420,27,360,30,1,615,3
70,"Minion of Light",0,"Minions of Light",0,0,1,0,0,624,100,10,0,70,0,1,0,8,223,False,True,False,False,False,0,False,True,4652,12011,True,0,10,395,23,120,30,1,610,3
71,"wind-up leader",0,"wind-up leaders",0,0,1,0,0,0,100,0,0,0,0,1,0,8,0,False,True,False,False,False,0,False,True,4559,9015,False,0,20,100,0,0,20,1,0,3
72,"wind-up Merlwyb",0,"wind-up Merlwybs",0,0,1,1,0,626,100,10,0,0,0,1,0,8,224,False,True,False,True,False,0,False,True,4654,9016,True,0,20,470,43,0,20,1,620,3
73,"wind-up Kan-E",0,"wind-up Kan-Es",0,0,1,1,0,627,100,10,0,0,0,1,0,8,224,False,True,False,True,False,0,False,True,4653,9017,True,0,20,430,29,360,30,1,623,3
74,"wind-up Raubahn",0,"wind-up Raubahns",0,0,1,0,0,625,100,10,0,0,0,1,0,8,224,False,True,False,True,False,0,False,True,4655,9018,True,0,20,470,19,120,30,1,609,3
75,"princely hatchling",0,"princely hatchlings",0,0,1,0,0,634,100,30,0,30,0,2,0,8,3,True,False,True,False,True,0,False,True,4560,6,True,0,10,365,14,30,20,1,621,1
76,"wind-up Odin",0,"wind-up Odins",0,0,1,0,0,683,90,5,10,0,0,2,0,8,230,False,True,False,True,False,0,False,True,4568,8007,True,80,30,500,1,120,20,2,605,2
77,"wind-up Warrior of Light",0,"wind-up Warriors of Light",0,0,1,0,0,684,80,10,0,0,0,1,0,8,235,False,True,False,True,False,0,False,True,4567,12012,True,0,15,380,1,30,20,1,604,3
78,"wind-up Bahamut",0,"wind-up Bahamuts",0,0,1,0,0,685,100,10,0,0,0,2,0,8,0,True,False,False,False,False,118,False,True,4569,2002,True,0,25,410,1,120,20,3,636,2
79,"wind-up moogle",0,"wind-up moogles",0,0,1,0,0,688,100,10,0,0,0,1,4,8,233,False,True,False,False,False,0,False,True,4572,10,True,0,20,470,1,120,20,1,614,3
80,"baby opo-opo",0,"baby opo-opos",0,0,1,0,0,686,60,30,0,0,0,2,1,8,52,True,False,True,False,False,0,False,True,4570,1037,True,0,10,420,23,120,30,1,605,1
81,"magic broom",0,"magic brooms",0,0,1,0,0,687,100,10,0,0,80,2,0,5,0,False,False,False,False,False,0,False,True,4571,11011,True,0,25,420,30,360,20,1,623,4
82,"wind-up succubus",0,"wind-up succubi",0,0,1,1,0,748,80,10,0,0,0,1,2,8,231,False,True,False,True,False,0,False,True,4575,1038,True,0,10,340,11,360,30,1,617,2
83,"zu hatchling",0,"zu hatchlings",0,0,1,0,0,682,100,30,0,0,0,2,0,8,54,True,False,False,False,True,0,False,True,4573,1039,True,0,10,450,9,0,20,1,620,2
84,"wind-up Nanamo",0,"wind-up Nanamos",0,0,1,1,0,751,80,10,0,0,0,1,1,8,266,False,True,True,False,False,0,False,True,4599,9019,True,0,20,490,15,0,20,1,620,3
85,"wind-up Gilgamesh",0,"wind-up Gilgameshes",0,0,1,0,0,756,100,10,0,0,0,1,0,8,68,False,True,False,True,False,0,False,True,4576,9501,True,0,25,485,5,360,30,2,600,3
86,"Onion Prince",0,"Onion Princes",0,1,1,0,0,742,100,10,20,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4577,1025,True,0,15,440,31,0,30,1,620,1
87,"Eggplant Knight",0,"Eggplant Knights",0,1,1,0,0,743,100,15,10,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4578,1025,True,0,15,415,12,360,20,1,626,1
88,"Garlic Jester",0,"Garlic Jesters",0,0,1,0,0,744,100,15,10,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4579,1025,True,0,15,435,11,360,20,1,617,1
89,"Tomato King",0,"Tomato Kings",0,0,1,0,0,745,100,10,10,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4580,1025,True,0,20,355,9,0,20,1,620,1
90,"Mandragora Queen",0,"Mandragora Queens",0,0,1,1,0,746,100,25,5,0,0,2,0,8,42,True,False,True,False,True,0,False,True,4581,1025,True,0,30,560,27,360,30,1,615,1
91,"wind-up Y'shtola",0,"wind-up Y'shtolas",0,0,1,1,0,750,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4600,9001,True,0,25,435,12,360,20,1,618,3
92,"wind-up onion knight",0,"wind-up onion knights",0,0,1,0,0,749,100,10,0,0,0,1,0,8,240,False,True,False,True,False,0,False,True,4582,12031,True,90,15,430,21,0,20,1,620,3
93,"treasure box",0,"treasure boxes",0,0,1,0,0,747,100,5,10,0,0,2,0,8,56,True,False,True,False,False,0,False,True,4583,1040,True,0,15,390,8,30,20,1,621,2
94,"tiny tapir",0,"tiny tapirs",0,0,1,0,0,754,80,30,0,0,0,2,0,8,57,True,False,True,False,True,0,False,True,4584,3001,True,0,10,390,23,120,30,1,631,1
95,"Nana bear",0,"Nana bears",0,0,1,0,0,752,100,20,0,0,0,1,0,8,238,False,True,False,True,False,0,False,True,4585,3002,True,0,10,380,1,30,20,1,604,1
96,"miniature minecart",0,"miniature minecarts",0,0,1,0,0,753,100,10,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4586,11012,True,0,15,415,25,360,20,1,625,4
97,"nutkin",0,"nutkins",0,0,1,0,0,755,100,10,0,0,30,2,1,8,59,True,False,True,False,True,0,False,True,4587,3003,True,0,30,450,36,360,30,1,634,1
98,"wind-up Minfilia",0,"wind-up Minfiliae",0,0,1,1,0,797,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4588,9002,True,0,20,400,1,30,20,1,604,3
99,"wind-up Thancred",0,"wind-up Thancreds",0,0,1,0,0,796,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4589,9003,True,0,20,450,35,360,30,1,634,3
100,"model magitek bit",0,"model magitek bits",0,0,1,0,0,1016,100,10,0,0,0,2,0,8,0,False,False,False,False,False,0,True,True,4616,11005,True,0,30,455,1,30,20,1,612,2
101,"puff of darkness",0,"puffs of darkness",0,0,1,0,0,1017,80,10,0,0,0,1,2,8,232,False,True,False,True,False,0,False,True,4617,2101,True,0,30,540,4,30,20,2,612,2
102,"naughty nanka",0,"naughty nankas",0,0,1,0,0,808,100,30,0,0,0,2,0,8,60,True,False,True,False,False,0,False,True,4590,1041,True,0,15,415,11,360,20,1,617,2
103,"panda cub",0,"panda cubs",0,0,1,0,0,816,100,20,0,0,0,1,0,8,241,False,True,True,False,False,0,False,True,4591,3004,True,0,15,450,35,360,30,1,634,1
104,"wind-up Ultros",0,"wind-up Ultroses",0,0,1,0,0,799,100,30,0,0,0,1,11,8,237,False,True,True,True,False,0,False,True,4604,9503,True,0,20,395,18,360,30,1,624,2
105,"Hoary the Snowman",0,"Hoary the Snowmen",0,0,1,0,0,803,100,20,0,0,0,1,0,8,220,False,True,False,True,False,0,False,True,4605,11014,True,0,15,420,44,0,30,1,620,3
106,"heavy hatchling",0,"heavy hatchlings",0,0,1,0,0,800,100,1,0,0,0,1,0,8,0,False,False,False,False,True,0,False,True,4606,7,True,90,15,360,42,0,20,1,620,1
107,"wind-up Yda",0,"wind-up Ydas",0,0,1,1,0,878,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4601,9004,True,0,25,460,1,30,20,1,606,3
108,"wind-up Papalymo",0,"wind-up Papalymos",0,0,1,0,0,879,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4602,9005,True,0,20,420,20,120,20,1,633,3
109,"wind-up Urianger",0,"wind-up Uriangers",0,0,1,0,0,880,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4603,9006,True,0,20,435,1,120,20,1,616,3
110,"fat cat",0,"fat catz",0,0,1,0,0,802,100,10,0,0,0,1,0,8,61,True,False,False,False,True,0,False,True,4607,3005,True,0,10,380,12,360,20,2,626,1
111,"Littlefoot",0,"Littlefeet",0,0,1,0,0,801,100,10,0,0,0,2,0,8,62,True,False,True,False,True,0,False,True,4608,1042,True,0,15,410,1,30,20,1,611,2
112,"mummy's little mummy",0,"mummy's little mummies",0,0,1,0,0,798,100,5,10,0,0,2,0,8,63,True,False,False,True,False,0,False,True,4609,1043,True,0,15,475,23,30,20,2,613,2
113,"model Enterprise",0,"model Enterprises",0,0,1,1,0,887,100,10,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4597,11002,True,0,20,460,1,120,20,2,629,4
114,"wind-up delivery moogle",0,"wind-up delivery moogles",0,0,1,0,0,809,100,5,10,0,0,1,4,8,233,False,True,False,False,False,0,False,True,4598,11,True,0,20,370,14,120,20,1,614,3
115,"assassin fry",0,"assassin fry",0,1,1,0,0,807,100,10,5,0,0,2,5,8,64,True,False,False,True,True,0,False,True,4610,4002,True,0,10,425,2,30,20,2,603,1
116,"demon box",0,"demon boxes",0,0,1,0,0,805,100,10,10,0,0,2,0,8,65,True,False,False,True,False,0,False,True,4613,11015,True,0,30,530,37,0,20,2,620,1
117,"water imp",0,"water imps",0,0,1,0,0,886,60,10,0,0,0,2,0,8,66,True,False,False,False,True,0,False,True,4611,12901,True,0,20,430,13,120,20,1,605,1
118,"wind-up Louisoix",0,"wind-up Louisoixs",0,0,1,0,0,881,100,10,0,0,0,1,0,8,267,False,True,False,True,False,78,False,True,4612,9007,True,0,15,410,27,360,30,2,615,3
119,"Midgardsormr",0,"Midgardsormrs",0,0,1,0,0,883,100,10,0,0,0,2,2,8,0,False,False,False,False,True,0,False,True,4618,9504,True,0,25,435,33,0,20,1,620,1
120,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,0,0,False,0,0,0,0,0,0,0,0,0
121,"Doman magpie",0,"Doman magpies",0,0,1,0,0,1337,80,30,0,0,0,2,0,8,10,True,False,True,False,True,0,False,True,4656,5002,True,0,15,310,10,0,20,1,620,1
122,"Enkidu",0,"Enkidu",0,0,1,0,1,888,100,10,0,0,0,2,0,8,68,True,False,False,False,False,0,False,True,4621,9502,True,0,20,480,28,120,20,1,605,1
123,"wind-up Violet",0,"wind-up Violets",0,0,1,1,0,901,100,30,0,0,0,1,0,8,208,False,True,False,True,False,0,False,True,4593,7002,True,0,15,480,22,360,20,1,632,3
124,"wind-up founder",0,"wind-up founders",0,0,1,0,0,902,100,30,0,0,0,1,0,8,213,False,True,False,True,False,0,False,True,4592,7003,True,0,15,440,10,0,20,1,620,3
125,"wind-up Dezul Qualan",0,"wind-up Dezul Qualan",0,0,1,0,0,903,100,30,0,30,0,1,0,8,214,False,True,False,True,False,0,False,True,4594,7004,True,0,15,460,31,0,30,1,620,3
126,"wind-up kobolder",0,"wind-up kobolders",0,0,1,0,0,582,100,30,0,0,0,1,0,8,215,False,True,False,True,False,0,False,True,4595,7006,True,0,10,440,5,360,30,1,600,3
127,"wind-up Sea Devil",0,"wind-up Sea Devils",0,0,1,0,0,583,100,30,0,0,0,1,0,8,216,False,True,False,True,False,0,False,True,4596,7007,True,0,25,500,9,0,20,1,620,3
128,"chocobo chick courier",0,"chocobo chick couriers",0,0,1,1,0,990,100,10,0,0,0,2,0,8,3,True,False,True,False,True,0,False,True,4624,5,True,0,20,405,35,360,30,1,634,1
129,"wind-up Kain",0,"wind-up Kains",0,0,1,0,0,989,80,10,0,0,0,1,0,8,242,False,True,False,True,False,0,True,True,4625,12041,True,0,30,440,46,0,20,1,620,3
130,"wind-up Alphinaud",0,"wind-up Alphinauds",0,0,1,0,0,884,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4619,9008,True,0,10,420,4,120,20,1,633,3
131,"wind-up Alisaie",0,"wind-up Alisaies",0,0,1,1,0,885,100,10,0,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4620,9009,True,0,15,460,1,120,20,2,616,3
132,"wind-up Tataru",0,"wind-up Tatarus",0,0,1,1,0,892,100,5,5,0,0,1,0,8,262,False,True,False,True,False,0,False,True,4626,9010,True,0,10,440,12,360,20,2,626,3
133,"wind-up Cid",0,"wind-up Cids",0,0,1,0,0,891,100,10,5,0,0,1,0,8,263,False,True,False,True,False,0,False,True,4627,9011,True,0,30,500,35,360,20,2,634,3
134,"unicolt",0,"unicolts",0,0,1,1,0,890,100,10,0,0,0,2,0,8,43,True,False,True,False,True,0,False,True,4628,3006,True,0,10,415,18,360,30,1,624,1
135,"wind-up Gundu warrior",0,"wind-up Gundu warriors",0,0,1,0,0,889,100,10,0,0,0,1,0,8,87,False,True,True,False,False,0,False,True,4657,7010,True,0,10,420,9,0,20,1,620,3
136,"atrophied Atomos",0,"atrophied Atomoses",0,1,1,0,0,894,100,10,0,0,0,2,0,8,69,True,False,False,False,False,0,False,True,4629,1044,True,0,25,460,22,360,20,1,632,2
137,"owlet",0,"owlets",0,1,1,0,0,893,100,0,0,0,0,2,2,8,70,True,False,False,False,True,0,False,True,4630,5003,True,0,25,540,43,0,20,1,620,1
138,"ugly duckling",0,"ugly ducklings",0,1,1,0,0,899,90,20,0,0,0,2,0,8,71,True,False,True,False,True,0,False,True,4631,5004,True,0,20,480,1,30,20,1,601,1
139,"gaelikitten",0,"gaelikittens",0,0,1,0,0,988,100,10,5,0,0,2,2,8,72,True,False,False,False,True,0,False,True,4632,1045,True,0,15,490,6,30,30,2,606,1
140,"clockwork barrow",0,"clockwork barrow",0,0,1,1,0,896,100,10,0,0,0,1,0,8,0,False,False,False,False,False,0,False,True,4633,11013,True,0,10,395,12,360,20,1,626,4
141,"lesser panda",0,"lesser pandas",0,0,1,0,0,895,70,10,0,0,0,2,1,8,73,True,False,False,False,True,0,False,True,4634,3007,True,0,25,405,34,0,30,1,620,1
142,"page 63",0,"page 63s",0,0,1,0,0,900,100,10,0,0,0,2,0,8,74,True,False,False,False,False,0,False,True,4635,1046,True,0,10,415,1,120,20,1,605,2
143,"iron dwarf",0,"iron dwarves",0,1,1,0,0,898,100,10,0,0,0,1,0,8,243,False,True,False,True,False,0,False,True,4636,1047,True,0,10,360,9,0,20,1,620,2
