key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
34,217900,6,6,215,10000,202,202,39,907,0,0,34,8,10009,34
35,232320,7,6,220,10000,209,209,41,937,0,0,35,9,10011,35
36,249900,7,7,225,10000,215,215,42,977,0,0,36,9,10011,36
37,267800,7,7,230,10000,223,223,42,1015,0,0,37,9,10011,37
38,286200,7,7,235,10000,229,229,43,1052,0,0,38,12,10011,38
39,304900,7,7,240,10000,236,236,45,1087,0,0,39,12,10011,39
40,324000,8,8,245,10000,244,244,46,1121,40000,0,40,12,10013,40
41,340200,8,8,250,10000,253,253,46,1144,0,0,41,11,10013,41
42,356800,8,8,255,10000,263,263,46,1166,0,0,42,11,10013,42
43,373700,8,8,260,10000,272,272,46,1187,0,0,43,11,10013,43
44,390800,8,9,265,10000,283,283,46,1207,0,0,44,13,10013,44
45,408200,9,9,270,10000,292,292,46,1226,0,0,45,13,10013,45
46,437600,9,9,275,10000,302,302,47,1279,0,0,46,13,10013,46
47,467500,9,9,280,10000,311,311,47,1331,0,0,47,5,10013,47
48,498000,9,10,285,10000,322,322,49,1381,0,0,48,5,10013,48
49,529000,9,10,290,10000,331,331,49,1429,0,0,49,5,10013,49
50,864000,10,10,300,10000,341,341,80,1525,0,0,130,10,10013,50
51,1058400,10,10,315,10000,342,393,80,1577,0,0,130,36,10013,120
52,1267200,10,10,330,10000,344,444,80,1629,0,0,130,36,10013,125
53,1555200,10,10,360,10000,345,496,80,1682,0,0,130,37,10013,130
54,1872000,10,10,390,10000,346,548,80,1734,0,0,133,37,10013,133
55,2217600,10,10,420,10000,347,600,80,1787,0,0,136,39,10013,136
56,2592000,10,10,450,10000,349,651,80,1839,0,0,139,39,10013,139
57,2995200,10,10,480,10000,350,703,80,1892,0,0,142,34,10013,142
58,3427200,10,10,510,10000,351,755,80,1945,0,0,145,34,10013,145
59,3888000,10,10,540,10000,352,806,80,1998,0,0,148,31,10013,148
60,4470000,10,10,620,10000,354,858,135,2050,0,0,270,33,10013,150
61,4873000,10,10,650,10000,355,941,135,2104,0,0,270,52,10013,260
62,5316000,10,10,680,10000,356,1032,135,2157,0,0,270,52,10013,265
63,5809000,10,10,710,10000,357,1133,135,2210,0,0,270,50,10013,270
64,6364000,10,10,740,10000,358,1243,135,2263,0,0,273,50,10013,273
65,6995000,10,10,770,10000,359,1364,135,2316,0,0,276,53,10013,276
66,7722000,10,10,800,10000,360,1497,135,2369,0,0,279,53,10013,279
67,8575000,10,10,830,10000,361,1643,135,2423,0,0,282,54,10013,282
68,9593000,10,10,860,10000,362,1802,135,2476,0,0,285,54,10013,285
69,10826000,10,10,890,10000,363,1978,135,2530,0,0,288,55,10013,288
70,12449000,10,10,1150,10000,364,2170,200,2583,0,0,400,51,10013,290
71,13881000,10,10,1250,10000,365,2263,200,2637,0,0,400,72,10013,390
72,15556000,10,10,1350,10000,366,2360,200,2690,0,0,400,72,10013,395
73,17498600,10,10,1450,10000,367,2461,200,2744,0,0,400,65,10013,400
74,19750000,10,10,1550,10000,368,2566,200,2798,0,0,403,65,10013,403
75,22330000,10,10,1650,10000,370,2676,200,2851,0,0,406,66,10013,406
76,25340000,10,10,1750,10000,372,2790,200,2905,0,0,409,66,10013,409
77,28650000,10,10,1850,10000,374,2910,200,2959,0,0,412,69,10013,412
78,32750000,10,10,1950,10000,376,3034,200,3013,0,0,415,69,10013,415
79,37650000,10,10,2050,10000,378,3164,200,3067,0,0,418,70,10013,418
80,43300000,10,10,2150,10000,380,3300,200,3121,0,0,430,70,10013,420
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,100,100,100,1,0,0,0,0,0,0,0
