key,0,1,2,3,4,5,6,7,8,9,10,11,12
140,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
141,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
142,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
143,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
144,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
145,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
146,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
147,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
148,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
149,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
150,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
151,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
152,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
153,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
154,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
155,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
156,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
157,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
158,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
159,1,26798,False,1,0,1,22444,False,1,1,16784,False,2
160,1,26799,False,1,0,1,22444,False,1,1,26819,False,12
161,1,23036,False,1,0,1,22444,False,1,2,2,False,500
162,1,17979,False,1,0,1,22444,False,1,1,26820,False,6
163,1,26798,False,1,0,1,22444,False,1,2,2,False,500
164,1,26799,False,1,0,1,22444,False,1,1,16784,False,2
165,1,23036,False,1,0,1,22444,False,1,1,26819,False,12
166,1,17979,False,1,0,1,22444,False,1,1,26820,False,6
167,1,26798,False,1,0,1,22444,False,1,2,2,False,500
168,1,26799,False,1,0,1,22444,False,1,1,16784,False,2
169,1,23036,False,1,0,1,22444,False,1,1,26819,False,12
170,1,17979,False,1,0,1,22444,False,1,1,26820,False,6
171,1,26798,False,1,0,1,22444,False,1,2,2,False,500
172,1,26799,False,1,0,1,22444,False,1,1,16784,False,2
173,1,23036,False,1,0,1,22444,False,1,1,26819,False,12
174,1,17979,False,1,0,1,22444,False,1,1,26820,False,6
175,1,26798,False,1,0,1,22444,False,1,2,2,False,500
176,1,26799,False,1,0,1,22444,False,1,1,16784,False,2
177,1,23036,False,1,0,1,22444,False,1,1,26819,False,12
178,1,17979,False,1,0,1,22444,False,1,1,26820,False,6
179,1,26798,False,1,0,1,22444,False,1,2,2,False,500
180,1,14971,False,1,0,1,15110,False,8,1,18030,False,4
181,1,20544,False,1,0,1,26823,False,1,1,26821,False,2
182,1,21055,False,1,0,1,26823,False,1,1,26822,False,1
183,1,14971,False,1,0,1,26823,False,1,1,26821,False,2
184,1,16570,False,1,0,1,26823,False,1,1,26819,False,4
185,1,16568,False,1,0,1,26823,False,1,2,3,False,50
186,1,17527,False,1,0,1,26823,False,1,1,26819,False,4
187,1,14971,False,1,0,1,26823,False,1,1,26820,False,2
188,1,20544,False,1,0,1,26823,False,1,2,3,False,50
189,1,21055,False,1,0,1,26823,False,1,1,26819,False,4
190,1,14971,False,1,0,1,26823,False,1,1,26820,False,2
191,1,16570,False,1,0,1,26823,False,1,2,3,False,50
192,1,16568,False,1,0,1,26823,False,1,1,26819,False,4
193,1,17527,False,1,0,1,26823,False,1,1,26820,False,2
194,1,14971,False,1,0,1,26823,False,1,2,3,False,50
195,1,20544,False,1,0,1,26823,False,1,1,26819,False,4
196,1,21055,False,1,0,1,26823,False,1,1,26820,False,2
197,1,14971,False,1,0,1,26823,False,1,2,3,False,50
198,1,16570,False,1,0,1,26823,False,1,1,26819,False,4
199,1,16568,False,1,0,1,26823,False,1,1,26820,False,2
200,1,17527,False,1,0,1,26823,False,1,2,3,False,50
201,1,14971,False,1,0,1,26823,False,1,1,26819,False,4
202,0,0,False,0,0,0,0,False,0,0,0,False,0
203,0,0,False,0,0,0,0,False,0,0,0,False,0
204,0,0,False,0,0,0,0,False,0,0,0,False,0
205,0,0,False,0,0,0,0,False,0,0,0,False,0
206,0,0,False,0,0,0,0,False,0,0,0,False,0
207,0,0,False,0,0,0,0,False,0,0,0,False,0
208,0,0,False,0,0,0,0,False,0,0,0,False,0
209,0,0,False,0,0,0,0,False,0,0,0,False,0
210,0,0,False,0,0,0,0,False,0,0,0,False,0
211,0,0,False,0,0,0,0,False,0,0,0,False,0
212,0,0,False,0,0,0,0,False,0,0,0,False,0
213,0,0,False,0,0,0,0,False,0,0,0,False,0
214,0,0,False,0,0,0,0,False,0,0,0,False,0
215,0,0,False,0,0,0,0,False,0,0,0,False,0
216,0,0,False,0,0,0,0,False,0,0,0,False,0
217,0,0,False,0,0,0,0,False,0,0,0,False,0
218,0,0,False,0,0,0,0,False,0,0,0,False,0
219,0,0,False,0,0,0,0,False,0,0,0,False,0
220,0,0,False,0,0,0,0,False,0,0,0,False,0
221,0,0,False,0,0,0,0,False,0,0,0,False,0
222,0,0,False,0,0,0,0,False,0,0,0,False,0
223,0,0,False,0,0,0,0,False,0,0,0,False,0
224,0,0,False,0,0,0,0,False,0,0,0,False,0
225,0,0,False,0,0,0,0,False,0,0,0,False,0
226,0,0,False,0,0,0,0,False,0,0,0,False,0
227,0,0,False,0,0,0,0,False,0,0,0,False,0
228,0,0,False,0,0,0,0,False,0,0,0,False,0
229,0,0,False,0,0,0,0,False,0,0,0,False,0
230,0,0,False,0,0,0,0,False,0,0,0,False,0
231,0,0,False,0,0,0,0,False,0,0,0,False,0
232,0,0,False,0,0,0,0,False,0,0,0,False,0
233,0,0,False,0,0,0,0,False,0,0,0,False,0
234,0,0,False,0,0,0,0,False,0,0,0,False,0
235,0,0,False,0,0,0,0,False,0,0,0,False,0
236,0,0,False,0,0,0,0,False,0,0,0,False,0
237,0,0,False,0,0,0,0,False,0,0,0,False,0
238,0,0,False,0,0,0,0,False,0,0,0,False,0
239,0,0,False,0,0,0,0,False,0,0,0,False,0
240,0,0,False,0,0,0,0,False,0,0,0,False,0
241,0,0,False,0,0,0,0,False,0,0,0,False,0
242,0,0,False,0,0,0,0,False,0,0,0,False,0
243,0,0,False,0,0,0,0,False,0,0,0,False,0
244,0,0,False,0,0,0,0,False,0,0,0,False,0
245,0,0,False,0,0,0,0,False,0,0,0,False,0
246,0,0,False,0,0,0,0,False,0,0,0,False,0
247,0,0,False,0,0,0,0,False,0,0,0,False,0
248,0,0,False,0,0,0,0,False,0,0,0,False,0
249,0,0,False,0,0,0,0,False,0,0,0,False,0
250,0,0,False,0,0,0,0,False,0,0,0,False,0
251,0,0,False,0,0,0,0,False,0,0,0,False,0
252,0,0,False,0,0,0,0,False,0,0,0,False,0
253,0,0,False,0,0,0,0,False,0,0,0,False,0
254,0,0,False,0,0,0,0,False,0,0,0,False,0
255,0,0,False,0,0,0,0,False,0,0,0,False,0
