key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
14,"",0,"",0,0,1,0,0,223,0,138,3965420,3965421,3965422,3965423,True,"Aetheryte",0,False,0,18,540,1100,7
15,"",0,"",0,0,1,0,0,239,0,139,4142002,4142044,4142045,4142046,True,"Aetheryte",0,False,0,19,760,1000,8
16,"",0,"",0,0,1,0,0,237,0,180,4142062,4142063,4142064,4142065,True,"Aetheryte",0,False,0,30,680,960,9
17,"",0,"",0,0,1,0,0,271,0,140,3965476,3965481,3965483,3965484,True,"Aetheryte",0,False,0,20,1120,1260,22
18,"",0,"",0,0,1,0,0,300,0,145,3965498,3965499,3965501,3965503,True,"Aetheryte",0,False,0,22,1360,1210,24
19,"",0,"",0,0,1,0,0,313,0,146,3965549,3965550,3965551,3965553,True,"Aetheryte",0,False,0,23,1360,1340,25
20,"",0,"",0,0,1,0,0,323,0,146,3965584,3965587,3965589,3965590,True,"Aetheryte",0,False,0,23,1360,1440,26
21,"",0,"",0,0,1,0,0,325,0,147,3965676,3965684,3965688,3965690,True,"Aetheryte",0,False,0,24,1280,1160,27
22,"",0,"",0,0,1,0,0,331,0,147,3965709,3965711,3965712,3965713,True,"Aetheryte",0,False,0,24,1260,1100,28
23,"",0,"",0,0,1,0,0,388,0,155,3965792,3965794,3965796,3965797,True,"Aetheryte",0,False,0,53,1180,580,32
24,"",0,"",0,0,1,0,0,411,0,156,3965896,3965898,3965899,3965900,True,"Aetheryte",0,False,0,25,1240,860,201
25,"",0,"",0,0,1,0,0,0,782,132,2563653,0,0,0,False,"Aetheryte",2,False,0,0,0,0,0
26,"",0,"",0,0,1,0,0,0,783,133,2563690,0,0,0,False,"Aetheryte",2,False,0,0,0,0,0
27,"",0,"",0,0,1,0,0,0,784,133,2563700,0,0,0,False,"Aetheryte",2,False,0,0,0,0,0
28,"",0,"",0,0,1,0,0,0,785,133,2563702,0,0,0,False,"Aetheryte",2,False,0,0,0,0,0
29,"",0,"",0,0,1,0,0,0,786,133,2563740,0,0,0,False,"Aetheryte",2,False,0,0,0,0,0
30,"",0,"",0,0,1,0,0,0,787,133,2563748,0,0,0,False,"Aetheryte",2,False,0,0,0,0,0
31,"",0,"",0,0,1,0,0,0,597,148,2563810,0,0,0,False,"Aetheryte",2,True,0,0,0,0,0
32,"",0,"",0,0,1,0,0,0,598,154,2563828,0,0,0,False,"Aetheryte",2,True,0,0,0,0,0
33,"",0,"",0,0,1,0,0,0,772,130,4168380,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
34,"",0,"",0,0,1,0,0,0,773,130,4168385,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
35,"",0,"",0,0,1,0,0,0,774,131,4169078,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
36,"",0,"",0,0,1,0,0,0,775,131,4169094,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
37,"",0,"",0,0,1,0,0,0,776,131,4169099,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
38,"",0,"",0,0,1,0,0,0,779,140,4169491,0,0,0,False,"Aetheryte",3,True,0,0,0,0,0
39,"",0,"",0,0,1,0,0,0,780,141,4169494,0,0,0,False,"Aetheryte",3,True,0,0,0,0,0
40,"",0,"",0,0,1,0,0,0,781,141,4169496,0,0,0,False,"Aetheryte",3,True,0,0,0,0,0
41,"",0,"",0,0,1,0,0,0,764,128,4170478,0,0,0,False,"Aetheryte",1,False,0,0,0,0,0
42,"",0,"",0,0,1,0,0,0,765,128,4170467,0,0,0,False,"Aetheryte",1,False,0,0,0,0,0
43,"",0,"",0,0,1,0,0,0,769,129,4170361,0,0,0,False,"Aetheryte",1,False,0,0,0,0,0
44,"",0,"",0,0,1,0,0,0,768,129,4170387,0,0,0,False,"Aetheryte",1,False,0,0,0,0,0
45,"",0,"",0,0,1,0,0,0,770,134,4170499,0,0,0,False,"Aetheryte",1,True,0,0,0,0,0
46,"",0,"",0,0,1,0,0,0,771,135,4170784,0,0,0,False,"Aetheryte",1,True,0,0,0,0,0
47,"",0,"",0,0,1,0,0,0,777,131,4194547,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
48,"",0,"",0,0,1,0,0,0,766,128,4203091,0,0,0,False,"Aetheryte",1,False,0,0,0,0,0
49,"",0,"",0,0,1,0,0,0,767,129,4203092,0,0,0,False,"Aetheryte",1,False,0,0,0,0,0
50,"",0,"",0,0,1,0,0,0,788,131,4203093,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
51,"",0,"",0,0,1,0,0,0,778,131,4203094,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
52,"",0,"",0,0,1,0,0,184,0,134,4205005,4205006,4205007,4205008,True,"Aetheryte",0,False,0,15,700,1170,2
53,"",0,"",0,0,1,0,0,290,0,141,4205026,4205028,4205029,4205031,True,"Aetheryte",0,False,0,21,1290,1230,23
54,"",0,"",0,0,1,0,0,0,408,148,4251958,0,0,0,False,"Aetheryte",2,True,66338,0,0,0,0
55,"",0,"",0,0,1,0,0,358,0,250,4265667,4265670,4265671,4265672,True,"Aetheryte",0,False,0,51,600,1240,10
56,"",0,"",0,0,1,0,0,1145,0,339,0,0,0,0,False,"Aetheryte",0,False,0,72,640,1200,0
57,"",0,"",0,0,1,0,0,1145,0,340,0,0,0,0,False,"Aetheryte",0,False,0,82,1560,720,0
58,"",0,"",0,0,1,0,0,1145,0,341,0,0,0,0,False,"Aetheryte",0,False,0,83,1260,1380,0
59,"",0,"",0,0,1,0,0,1160,0,339,0,0,0,0,False,"Aetheryte",0,False,0,72,640,1200,0
60,"",0,"",0,0,1,0,0,1160,0,340,0,0,0,0,False,"Aetheryte",0,False,0,82,1560,720,0
61,"",0,"",0,0,1,0,0,1160,0,341,0,0,0,0,False,"Aetheryte",0,False,0,83,1260,1380,0
62,"",0,"",0,0,1,0,0,1484,1517,144,5668783,5668784,5668785,5668786,True,"Aetheryte",5,False,0,196,1320,1480,29
63,"",0,"",0,0,1,0,0,0,1518,144,5669847,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
64,"",0,"",0,0,1,0,0,0,1519,144,5669865,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
65,"",0,"",0,0,1,0,0,0,1520,144,5669869,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
66,"",0,"",0,0,1,0,0,0,1521,144,5669903,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
67,"",0,"",0,0,1,0,0,0,1522,144,5669975,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
68,"",0,"",0,0,1,0,0,0,1523,144,5673521,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
69,"",0,"",0,0,1,0,0,0,1524,388,5673526,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
70,"",0,"",0,0,1,0,0,2300,1650,418,5877389,5877391,5877419,5877420,True,"AetheryteIshgard",4,False,0,218,1150,450,31
71,"",0,"",0,0,1,0,0,2204,0,397,5877470,5877473,5877474,5877475,True,"Aetheryte",0,False,0,211,1000,400,33
72,"",0,"",0,0,1,0,0,2116,0,401,5877548,5877549,5877550,5877551,True,"Aetheryte",0,False,0,215,1450,300,41
73,"",0,"",0,0,1,0,0,2123,0,401,5877554,5877556,5877557,5877558,True,"Aetheryte",0,False,0,215,1450,260,42
74,"",0,"",0,0,1,0,0,2131,0,402,5877573,5877575,5877576,5877577,True,"Aetheryte",0,False,0,216,1300,230,43
75,"",0,"",0,0,1,0,0,2082,1680,478,5877684,5877692,5877694,5877695,True,"Aetheryte",6,False,0,257,550,430,44
76,"",0,"",0,0,1,0,0,2018,0,398,5877731,5877733,5877734,5877735,True,"Aetheryte",0,False,0,212,700,400,45
77,"",0,"",0,0,1,0,0,2025,0,398,5877743,5877744,5877745,5877746,True,"Aetheryte",0,False,0,212,650,400,46
78,"",0,"",0,0,1,0,0,2042,0,400,5877767,5877768,5877770,5877771,True,"Aetheryte",0,False,0,214,600,350,47
79,"",0,"",0,0,1,0,0,2046,0,400,5877776,5877777,5877778,5877779,True,"Aetheryte",0,False,0,214,580,340,48
80,"",0,"",0,0,1,0,0,0,1651,418,5916705,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
81,"",0,"",0,0,1,0,0,0,1652,418,5916706,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
82,"",0,"",0,0,1,0,0,0,1653,418,5916704,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
83,"",0,"",0,0,1,0,0,0,1654,419,5916716,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
84,"",0,"",0,0,1,0,0,0,1655,419,5916717,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
85,"",0,"",0,0,1,0,0,0,1656,419,5916722,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
86,"",0,"",0,0,1,0,0,0,1657,419,5916724,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
87,"",0,"",0,0,1,0,0,0,1658,419,5916708,0,0,0,False,"Aetheryte",4,False,0,0,0,0,0
88,"",0,"",0,0,1,0,0,0,1659,155,5916727,0,0,0,False,"Aetheryte",4,True,0,0,0,0,0
89,"",0,"",0,0,1,0,0,0,1646,388,6099359,0,0,0,False,"Aetheryte",5,False,0,0,0,0,0
90,"",0,"",0,0,1,0,0,0,1681,478,6100648,0,0,0,False,"Aetheryte",6,False,0,0,0,0,0
91,"",0,"",0,0,1,0,0,0,1682,399,5865604,0,0,0,False,"Aetheryte",6,True,67194,0,0,0,0
92,"",0,"",0,0,1,0,0,0,1683,399,5865598,0,0,0,False,"Aetheryte",6,True,0,0,0,0,0
93,"",0,"",0,0,1,0,0,0,725,128,6390356,0,0,0,False,"Aetheryte",1,True,0,0,0,0,0
94,"",0,"",0,0,1,0,0,0,549,132,6390357,0,0,0,False,"Aetheryte",2,True,0,0,0,0,0
95,"",0,"",0,0,1,0,0,0,654,130,6390350,0,0,0,False,"Aetheryte",3,True,0,0,0,0,0
96,"",0,"",0,0,1,0,0,1145,0,641,0,0,0,0,False,"Aetheryte",0,False,0,364,10900,675,0
97,"",0,"",0,0,1,0,0,1160,0,641,0,0,0,0,False,"Aetheryte",0,False,0,364,10900,675,0
98,"",0,"",0,0,1,0,0,2613,0,612,6905243,6905246,6905249,6905250,True,"Aetheryte",0,False,0,367,1984,777,52
99,"",0,"",0,0,1,0,0,2634,0,612,6905262,6905264,6905265,6905266,True,"Aetheryte",0,False,0,367,2116,870,53
100,"",0,"",0,0,1,0,0,2646,0,620,6905281,6905282,6905283,6905284,True,"Aetheryte",0,False,0,368,2323,768,54
101,"",0,"",0,0,1,0,0,2660,0,620,6905290,6905291,6905292,6905293,True,"Aetheryte",0,False,0,368,2270,952,55
102,"",0,"",0,0,1,0,0,2670,0,621,6905383,6905386,6905389,6905390,True,"Aetheryte",0,False,0,369,2459,829,56
103,"",0,"",0,0,1,0,0,2693,0,621,6905404,6905408,6905409,6905410,True,"Aetheryte",0,False,0,369,2632,925,57
104,"",0,"",0,0,1,0,0,2403,1955,635,6905480,6905482,6905483,6905484,True,"Aetheryte",8,False,0,366,2171,745,51
105,"",0,"",0,0,1,0,0,2769,0,613,6905517,6905518,6905519,6905520,True,"Aetheryte",0,False,0,371,10501,388,62
106,"",0,"",0,0,1,0,0,2773,0,613,6905556,6905557,6905558,6905559,True,"Aetheryte",0,False,0,371,10463,358,63
107,"",0,"",0,0,1,0,0,2793,0,614,6905594,6905595,6905596,6905597,True,"Aetheryte",0,False,0,354,10231,460,64
108,"",0,"",0,0,1,0,0,2805,0,614,6905606,6905609,6905610,6905611,True,"Aetheryte",0,False,0,354,10207,420,65
109,"",0,"",0,0,1,0,0,2814,0,622,6905720,6905723,6905724,6905726,True,"Aetheryte",0,False,0,372,10357,234,66
110,"",0,"",0,0,1,0,0,2822,0,622,6905736,6905737,6905738,6905739,True,"Aetheryte",0,False,0,372,10291,174,67
111,"",0,"",0,0,1,0,0,2404,1945,628,6905785,6905786,6905787,6905788,True,"Aetheryte",7,False,0,370,10900,630,61
112,"",0,"",0,0,1,0,0,0,1946,628,6906716,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
113,"",0,"",0,0,1,0,0,0,1947,628,6906508,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
114,"",0,"",0,0,1,0,0,0,1948,628,6906515,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
115,"",0,"",0,0,1,0,0,0,1949,628,6906711,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
116,"",0,"",0,0,1,0,0,0,1950,628,6906751,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
117,"",0,"",0,0,1,0,0,0,1951,628,6906756,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
118,"",0,"",0,0,1,0,0,0,1952,628,6906768,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
119,"",0,"",0,0,1,0,0,0,1953,628,6906764,0,0,0,False,"Aetheryte",7,False,0,0,0,0,0
120,"",0,"",0,0,1,0,0,0,1954,613,6905563,0,0,0,False,"Aetheryte",7,True,68012,0,0,0,0
121,"",0,"",0,0,1,0,0,0,1956,635,6906489,0,0,0,False,"Aetheryte",8,False,0,0,0,0,0
122,"",0,"",0,0,1,0,0,0,1957,635,6906492,0,0,0,False,"Aetheryte",8,False,0,0,0,0,0
123,"",0,"",0,0,1,0,0,0,1958,612,6905273,0,0,0,False,"Aetheryte",8,True,0,0,0,0,0
124,"",0,"",0,0,1,0,0,0,1959,620,6905297,0,0,0,False,"Aetheryte",8,True,67991,0,0,0,0
125,"",0,"",0,0,1,0,0,0,2283,131,6953712,0,0,0,False,"Aetheryte",3,False,0,0,0,0,0
126,"",0,"",0,0,1,0,0,0,2353,628,7142917,0,0,0,False,"Aetheryte",7,True,0,0,0,0,0
127,"",0,"",0,0,1,0,0,2813,2849,759,7284353,7284355,7284357,7284360,True,"Aetheryte",9,False,0,463,10231,460,69
128,"",0,"",0,0,1,0,0,2850,0,622,7419064,7419066,7419067,7419069,True,"Aetheryte",0,False,0,372,10291,174,68
129,"",0,"",0,0,1,0,0,0,2860,759,7688369,0,0,0,False,"Aetheryte",9,False,0,0,0,0,0
130,"",0,"",0,0,1,0,0,0,2859,759,7688366,0,0,0,False,"Aetheryte",9,False,0,0,0,0,0
131,"",0,"",0,0,1,0,0,0,2861,614,7688379,0,0,0,False,"Aetheryte",9,True,0,0,0,0,0
132,"",0,"",0,0,1,0,0,3044,0,813,7857539,7857542,7857546,7857550,True,"AetheryteLakeland",0,False,0,491,554,10487,73
133,"",0,"",0,0,1,0,0,2951,3327,819,7857661,7857662,7857665,7857666,True,"AetheryteCrystarium",10,False,0,497,623,10560,71
134,"",0,"",0,0,1,0,0,2952,3336,820,7857730,7857732,7857733,7857734,True,"AetheryteEulmore",11,False,0,555,170,10562,72
135,"",0,"",0,0,1,0,0,0,3337,820,7857752,0,0,0,False,"AetheryteEulmore",11,False,0,498,0,0,0
136,"",0,"",0,0,1,0,0,3057,0,813,7981061,7981063,7981064,7981065,True,"AetheryteLakeland",0,False,0,491,347,10462,74
137,"",0,"",0,0,1,0,0,3075,0,814,7981255,7981256,7981257,7981258,True,"Aetheryte",0,False,0,492,254,10430,75
138,"",0,"",0,0,1,0,0,3094,0,814,7981273,7981274,7981275,7981276,True,"Aetheryte",0,False,0,492,126,10440,76
139,"",0,"",0,0,1,0,0,3105,0,814,7981278,7981279,7981280,7981281,True,"Aetheryte",0,False,0,492,100,10303,77
140,"",0,"",0,0,1,0,0,3122,0,815,7981395,7981396,7981397,7981398,True,"Aetheryte",0,False,0,493,696,10737,78
141,"",0,"",0,0,1,0,0,3135,0,815,7981400,7981401,7981402,7981403,True,"Aetheryte",0,False,0,493,589,10740,80
142,"",0,"",0,0,1,0,0,3170,0,817,7981410,7981411,7981412,7981413,True,"Aetheryte",0,False,0,495,475,10224,84
143,"",0,"",0,0,1,0,0,3179,0,817,7981421,7981422,7981423,7981424,True,"Aetheryte",0,False,0,495,544,10157,85
144,"",0,"",0,0,1,0,0,3147,0,816,7981444,7981445,7981446,7981447,True,"Aetheryte",0,False,0,494,717,10344,81
145,"",0,"",0,0,1,0,0,3156,0,816,7981451,7981452,7981453,7981454,True,"Aetheryte",0,False,0,494,755,10152,82
146,"",0,"",0,0,1,0,0,3157,0,816,7981456,7981457,7981458,7981459,True,"Aetheryte",0,False,0,494,818,10176,83
147,"",0,"",0,0,1,0,0,3195,0,818,7981461,7981462,7981463,7981464,True,"Aetheryte",0,False,0,496,333,10723,86
148,"",0,"",0,0,1,0,0,3205,0,818,7981484,7981485,7981486,7981487,True,"Aetheryte",0,False,0,496,202,10776,87
149,"",0,"",0,0,1,0,0,0,3328,819,8018447,0,0,0,False,"AetheryteCrystarium",10,False,0,0,0,0,0
150,"",0,"",0,0,1,0,0,0,3329,819,8018448,0,0,0,False,"AetheryteCrystarium",10,False,0,0,0,0,0
151,"",0,"",0,0,1,0,0,0,3330,819,8018449,0,0,0,False,"AetheryteCrystarium",10,False,0,0,0,0,0
152,"",0,"",0,0,1,0,0,0,3331,819,8018450,0,0,0,False,"AetheryteCrystarium",10,False,0,0,0,0,0
153,"",0,"",0,0,1,0,0,0,3332,819,8018451,0,0,0,False,"AetheryteCrystarium",10,False,0,0,0,0,0
154,"",0,"",0,0,1,0,0,0,3333,819,8018452,0,0,0,False,"AetheryteCrystarium",10,False,0,0,0,0,0
155,"",0,"",0,0,1,0,0,0,3334,819,8018453,0,0,0,False,"AetheryteCrystarium",10,False,0,0,0,0,0
156,"",0,"",0,0,1,0,0,0,3335,813,8024098,0,0,0,False,"AetheryteCrystarium",10,True,0,0,0,0,0
157,"",0,"",0,0,1,0,0,0,3338,820,8025300,0,0,0,False,"AetheryteEulmore",11,False,0,0,0,0,0
158,"",0,"",0,0,1,0,0,0,3339,820,8025303,0,0,0,False,"AetheryteEulmore",11,False,0,0,0,0,0
159,"",0,"",0,0,1,0,0,0,3340,820,8025301,0,0,0,False,"AetheryteEulmore",11,False,0,0,0,0,0
160,"",0,"",0,0,1,0,0,0,3351,814,8024146,0,0,0,False,"AetheryteEulmore",11,True,0,0,0,0,0
161,"",0,"",0,0,1,0,0,3129,0,815,8044006,8044007,8044008,8044009,True,"Aetheryte",0,False,0,493,713,10772,79
162,"",0,"",0,0,1,0,0,0,0,0,0,0,0,0,False,"Aetheryte",0,False,0,0,0,0,0
