key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
17,1825,1,0,1,0,1,4674,3,4683,3,4717,3,4595,3,0,1,0,1,2236,1,0,1,0,1,2672,1,3774,1,4099,1,2109,1,4311,1,4205,1,3332,1,3036,1,3038,1,1754,1,2548,1,1756,1,5132,10,0,1,0,1,4811,10,4820,10,0,1,4944,3,0,1,0,1
18,2000,1,0,1,0,1,4697,3,4709,3,0,1,4596,3,0,1,0,1,2497,1,2471,1,0,1,3549,1,3552,1,1688,1,2685,1,2687,1,2693,1,3041,1,3064,1,0,1,2370,1,2395,1,2344,1,5129,10,0,1,0,1,4786,10,5541,10,4787,10,4946,3,4882,3,0,1
19,1897,1,2459,1,2002,1,4667,3,0,1,0,1,4594,3,0,1,0,1,3985,1,2708,1,3793,1,3784,1,3982,1,2697,1,2691,1,2689,1,2695,1,3039,1,2699,1,2700,1,2549,1,2433,1,2536,1,5524,10,5465,10,0,1,5386,10,4796,10,0,1,4947,3,4883,3,0,1
20,2703,1,1827,1,2575,1,4690,3,4675,3,0,1,2149,1,4598,3,0,1,3563,1,2712,1,3045,1,4435,1,3562,1,0,1,2061,1,4430,1,4431,1,3341,1,3339,1,3561,1,1609,1,2318,1,2523,1,5229,10,0,1,0,1,5405,10,5563,10,0,1,4949,3,0,1,0,1
21,1899,1,2004,1,0,1,4722,3,4746,3,4643,3,1963,1,4574,3,4575,3,3557,1,2241,1,0,1,3788,1,3790,1,3795,1,4433,1,4313,1,4209,1,3568,1,3987,1,0,1,1758,1,2484,1,2562,1,5155,10,0,1,0,1,4806,10,4812,10,0,1,4950,3,4951,3,0,1
22,2408,1,1833,1,0,1,4730,3,4684,3,4652,3,2151,1,4566,3,4576,3,3802,1,2723,1,0,1,3559,1,2714,1,3337,1,2446,1,2111,1,0,1,3050,1,3343,1,3800,1,2358,1,2383,1,1614,1,5270,10,0,1,0,1,4797,10,6145,10,0,1,4886,2,4953,2,0,1
23,2460,1,0,1,0,1,4710,3,4699,3,4662,3,0,1,0,1,0,1,2498,1,3057,1,2472,1,2710,1,3791,1,3983,1,2063,1,0,1,0,1,3053,1,3052,1,2719,1,2537,1,2434,1,1694,1,5153,10,5152,10,0,1,4835,10,5535,10,0,1,4954,3,4955,3,0,1
24,1905,1,3805,1,2011,1,4749,3,0,1,0,1,2156,1,0,1,0,1,2725,1,2242,1,3998,1,3991,1,3989,1,3347,1,2447,1,4211,1,2728,1,3345,1,3348,1,3575,1,2550,1,1764,1,2319,1,5156,10,5154,10,0,1,5388,10,4836,10,0,1,4956,3,4957,3,4887,3
25,2576,1,2409,1,0,1,4711,3,0,1,0,1,4552,3,0,1,0,1,3352,1,3579,1,3068,1,3799,1,3576,1,3578,1,2731,1,2118,1,2066,1,2727,1,3349,1,3351,1,2563,1,2511,1,1622,1,5157,10,0,1,0,1,4819,10,4821,10,0,1,4888,1,4885,1,0,1
26,2246,1,1908,1,0,1,4731,3,4718,3,4644,3,0,1,0,1,0,1,2473,1,0,1,0,1,4314,1,3808,1,0,1,4317,1,4439,1,4440,1,2729,1,3066,1,3996,1,2397,1,2372,1,2346,1,5528,10,0,1,0,1,4822,10,0,1,0,1,4960,3,4889,3,4890,3
27,1836,1,0,1,0,1,4723,3,4668,3,4653,3,1965,1,0,1,0,1,2248,1,2499,1,0,1,3810,1,3581,1,3821,1,4320,1,4322,1,4109,1,4001,1,3355,1,3090,1,2359,1,2525,1,2384,1,5523,10,0,1,0,1,4788,10,0,1,0,1,4962,3,4963,1,4891,3
28,1627,1,0,1,0,1,4732,3,4676,3,0,1,1967,1,0,1,0,1,4007,1,3096,1,0,1,1697,1,4003,1,0,1,4328,1,4330,1,4117,1,3092,1,2734,1,4006,1,1625,1,2320,1,1769,1,5125,10,0,1,0,1,4789,10,0,1,0,1,0,1,0,1,0,1
29,2577,1,1838,1,2015,1,4827,1,0,1,0,1,2160,1,0,1,0,1,2753,1,2474,1,2500,1,4106,1,2250,1,3367,1,4326,1,4115,1,4448,1,3077,1,3583,1,2750,1,2422,1,1699,1,2551,1,5527,10,0,1,0,1,5359,10,0,1,0,1,4965,1,4966,3,0,1
30,1845,1,2021,1,0,1,4669,3,0,1,0,1,4568,3,0,1,0,1,3599,1,3825,1,2755,1,3099,1,3597,1,3100,1,4324,1,4113,1,4446,1,3363,1,3601,1,3104,1,2398,1,2526,1,2539,1,5231,10,0,1,0,1,5559,10,0,1,0,1,4968,3,0,1,0,1
31,1915,1,0,1,0,1,4700,3,4685,3,0,1,4603,3,4600,3,0,1,3586,1,2257,1,2765,1,4011,1,3827,1,3369,1,4332,1,4121,1,4454,1,3603,1,4013,1,3372,1,1633,1,2436,1,2334,1,5134,10,0,1,0,1,5409,10,5346,10,0,1,0,1,0,1,0,1
32,2578,1,0,1,0,1,4691,3,4645,3,0,1,4601,3,4602,3,0,1,3605,1,3835,1,3118,1,4456,1,3377,1,4016,1,2449,1,0,1,0,1,2763,1,3120,1,0,1,2487,1,2513,1,1776,1,5137,10,0,1,0,1,4790,10,4837,10,0,1,4969,3,4970,3,0,1
33,2462,1,3837,1,0,1,4712,3,4670,3,0,1,4599,3,0,1,0,1,2260,1,2501,1,0,1,2767,1,4022,1,3611,1,2745,1,2743,1,2735,1,3121,1,3379,1,3607,1,2565,1,2540,1,2527,1,5135,10,5136,10,5271,10,4798,10,5543,10,0,1,4971,3,4972,3,4975,1
34,2411,1,1637,1,0,1,4701,3,4654,3,0,1,1969,1,2166,1,0,1,2475,1,3614,1,4024,1,4333,1,3613,1,0,1,2071,1,2758,1,1706,1,2776,1,3125,1,3383,1,2361,1,2374,1,2349,1,5114,10,0,1,0,1,5360,10,4791,10,0,1,4973,3,4974,3,4899,3
35,2023,1,1847,1,0,1,4719,3,0,1,0,1,4556,3,4579,3,4583,3,3386,1,3619,1,2786,1,3844,1,3841,1,3843,1,2123,1,4231,1,2078,1,3397,1,3131,1,2779,1,2552,1,2386,1,1778,1,5139,10,0,1,0,1,5562,10,4838,10,4843,10,4977,3,0,1,0,1
36,1920,1,1850,1,0,1,4686,3,4724,3,0,1,4580,3,4582,3,4581,3,2502,1,0,1,0,1,3616,1,4130,1,4132,1,4337,1,4465,1,4349,1,2778,1,3140,1,4030,1,2335,1,2437,1,0,1,5142,10,0,1,0,1,4807,10,4814,10,0,1,4978,3,4979,3,5032,3
37,2026,1,2579,1,0,1,4677,3,0,1,0,1,2169,1,0,1,0,1,2268,1,0,1,0,1,3402,1,2788,1,4032,1,4349,1,4339,1,4343,1,2804,1,3849,1,3404,1,1639,1,0,1,0,1,5144,10,0,1,0,1,4840,10,0,1,0,1,4980,3,5033,3,4902,3
38,1855,1,0,1,0,1,4663,3,4702,3,0,1,1971,1,0,1,0,1,3622,1,2812,1,4034,1,3851,1,3625,1,3405,1,4143,1,4135,1,4145,1,2805,1,3144,1,3621,1,2528,1,1643,1,2554,1,5141,10,0,1,0,1,4793,10,0,1,0,1,4982,3,4983,3,5034,3
39,3870,1,0,1,0,1,4687,3,4692,3,0,1,1976,1,1974,1,1978,1,3628,1,3149,1,3854,1,3860,1,3165,1,4482,1,4243,1,4241,1,4468,1,2806,1,2810,1,3411,1,1781,1,1711,1,2425,1,5168,10,0,1,0,1,4844,10,4841,10,0,1,5035,2,4985,2,0,1
40,1925,1,2464,1,2580,1,4747,3,4733,3,6143,3,4567,3,0,1,0,1,3142,1,2802,1,2476,1,3639,1,4039,1,4044,1,4239,1,4472,1,4147,1,2808,1,3408,1,2814,1,2400,1,1786,1,2439,1,5525,10,5526,10,0,1,4842,10,0,1,0,1,4987,3,5036,3,0,1
41,1650,1,0,1,0,1,4646,3,0,1,0,1,0,1,0,1,0,1,3858,1,2817,1,3623,1,3416,1,3426,1,3423,1,2125,1,4480,1,4247,1,3413,1,3162,1,3640,1,2516,1,2490,1,0,1,5145,10,0,1,0,1,4845,10,0,1,0,1,5037,1,4903,1,0,1
42,2030,1,0,1,0,1,4671,3,0,1,0,1,2174,1,0,1,0,1,3861,1,2819,1,2827,1,3871,1,2270,1,0,1,2798,1,2790,1,1716,1,3415,1,3425,1,3176,1,2388,1,1723,1,2426,1,5272,10,0,1,0,1,6146,10,5564,10,0,1,4990,3,4991,2,0,1
43,2413,1,2581,1,0,1,4720,3,0,1,0,1,4553,3,0,1,0,1,3642,1,4047,1,3431,1,3177,1,4360,1,3660,1,2452,1,2094,1,4255,1,3647,1,3427,1,2835,1,1659,1,2555,1,2529,1,5115,10,0,1,0,1,4815,10,0,1,0,1,4992,1,4993,3,4904,1
44,1862,1,2039,1,0,1,4693,3,4679,3,0,1,4608,3,0,1,0,1,2830,1,2279,1,3180,1,3653,1,4051,1,3668,1,4497,1,2834,1,2130,1,3187,1,2852,1,3442,1,2440,1,2543,1,2338,1,5143,10,0,1,0,1,5536,10,0,1,0,1,4994,2,4995,3,0,1
45,2287,1,1932,1,2465,1,4664,3,4703,3,0,1,1983,1,4604,3,4607,3,3883,1,3183,1,3669,1,2862,1,3457,1,3909,1,4363,1,2878,1,4501,1,3456,1,2882,1,3454,1,1801,1,2364,1,2491,1,5140,10,0,1,0,1,5054,10,0,1,0,1,4996,3,4999,2,5038,3
46,1937,1,0,1,0,1,4655,3,0,1,0,1,4606,3,4605,3,4569,3,2859,1,3887,1,0,1,3885,1,3471,1,0,1,2870,1,4367,1,0,1,2886,1,3681,1,3914,1,2325,1,2427,1,2402,1,5263,10,0,1,0,1,5393,10,0,1,0,1,5000,1,5001,3,4907,3
47,1867,1,2414,1,0,1,4750,3,0,1,0,1,4584,3,4588,3,0,1,2504,1,0,1,0,1,3904,1,3206,1,0,1,4162,1,4164,1,4508,1,3467,1,2891,1,3469,1,2377,1,0,1,0,1,5116,10,0,1,0,1,5414,10,0,1,0,1,5002,1,5039,3,4908,3
48,3908,1,2582,1,0,1,4713,1,0,1,0,1,4587,3,2189,1,1987,1,3670,1,0,1,0,1,4516,1,2298,1,0,1,4369,1,4168,1,4156,1,3211,1,3473,1,3696,1,2530,1,2556,1,0,1,0,1,0,1,0,1,4846,10,0,1,0,1,5005,1,5041,1,4909,3
49,1942,1,0,1,0,1,4694,3,0,1,0,1,4585,3,0,1,0,1,2861,1,2893,1,2296,1,3213,1,4061,1,0,1,4510,1,4272,1,2097,1,2895,1,3698,1,0,1,1663,1,1733,1,0,1,5458,10,0,1,0,1,5055,10,0,1,0,1,5007,2,5008,3,5042,3
50,1872,1,0,1,0,1,4647,3,4678,3,4721,3,2047,1,0,1,0,1,3203,1,0,1,0,1,3916,1,0,1,0,1,2133,1,4266,1,4262,1,3918,1,3215,1,3475,1,1803,1,0,1,0,1,5439,10,5126,10,0,1,5403,10,5384,10,0,1,5009,1,5043,1,5044,1
51,10604,1,10610,1,10634,1,12845,3,0,1,0,1,10646,1,10652,1,0,1,10684,1,10691,1,10719,1,10740,1,10775,1,11965,1,10640,1,11018,1,11955,1,10782,1,10859,1,10929,1,10598,1,10622,1,10628,1,12531,10,12553,10,0,1,12597,10,0,1,0,1,12714,3,12715,3,12716,3
52,10605,1,10611,1,11911,1,12861,3,12866,3,0,1,10647,1,10653,1,10635,1,11895,1,11899,1,0,1,11988,1,10818,1,10937,1,10971,1,11891,1,12017,1,10699,1,10797,1,10909,1,11875,1,11887,1,11903,1,12552,10,0,1,0,1,12883,10,0,1,0,1,12719,1,12721,3,12726,2
53,11927,1,11935,1,12014,1,12850,3,12853,3,0,1,12612,3,12613,3,0,1,10665,1,0,1,0,1,10671,1,10916,1,12026,1,10641,1,10989,1,11055,1,10720,1,10762,1,11994,1,10587,1,10593,1,10617,1,12551,10,0,1,0,1,12880,10,0,1,0,1,12728,2,12737,2,12753,3
54,10606,1,10612,1,12011,1,12867,3,0,1,0,1,12614,3,12616,3,0,1,10693,1,10714,1,11896,1,10854,1,10945,1,11989,1,10642,1,10984,1,11892,1,10938,1,10966,1,11970,1,10600,1,10624,1,10630,1,12631,10,12559,10,0,1,12598,10,12578,10,0,1,12738,2,12739,2,12743,2
55,11912,1,0,1,0,1,12890,1,0,1,0,1,10648,1,10654,1,0,1,10666,1,10679,1,10749,1,10763,1,10833,1,11967,1,10660,1,11002,1,11020,1,10868,1,10889,1,11957,1,11872,1,11884,1,11908,1,12555,10,12554,10,0,1,12585,10,12885,10,0,1,12750,3,12760,3,12765,1
56,10613,1,10883,1,11936,1,12863,3,0,1,0,1,10649,1,10655,1,0,1,10694,1,10729,1,10841,1,10736,1,10897,1,12008,1,11057,1,11069,1,12018,1,10820,1,11962,1,12003,1,11924,1,11932,1,11948,1,12532,10,0,1,0,1,12638,10,0,1,0,1,12769,1,12770,1,12771,2
57,11913,1,12021,1,0,1,12859,3,12869,3,0,1,10637,1,0,1,0,1,10708,1,10764,1,11901,1,10701,1,10869,1,10960,1,10661,1,10967,1,12030,1,10806,1,10911,1,10932,1,10625,1,10631,1,11889,1,12556,10,12632,10,0,1,12887,10,12639,10,0,1,12781,1,12787,1,12790,2
58,10608,1,10614,1,10638,1,12843,3,12856,3,0,1,10650,1,10656,1,12623,3,10688,1,10716,1,10751,1,10772,1,10926,1,11971,1,11022,1,11052,1,12706,1,10758,1,10898,1,10947,1,10590,1,10602,1,10620,1,12539,10,12560,10,0,1,12586,10,12642,10,0,1,12793,1,12805,2,12811,3
59,11929,1,11937,1,12012,1,12851,3,0,1,0,1,12624,3,12625,3,12626,3,10668,1,10681,1,10744,1,10919,1,10738,1,11997,1,10644,1,11082,1,10993,1,10807,1,10870,1,10891,1,11941,1,11945,1,11953,1,12557,10,12533,10,0,1,12643,10,12640,10,12891,10,12813,1,12817,1,12822,1
60,10615,1,10639,1,11914,1,12864,3,12868,3,0,1,10657,1,0,1,0,1,10689,1,10724,1,10920,1,10871,1,10962,1,11992,1,12707,1,10885,1,11047,1,10766,1,10927,1,11977,1,10597,1,10627,1,11906,1,12558,10,5127,10,0,1,12641,10,0,1,0,1,12819,1,12826,1,12834,1
61,18036,1,18037,1,19516,1,19808,3,19811,3,0,1,18043,1,18044,1,0,1,18049,1,18057,1,19513,1,18052,1,18072,1,19614,1,18045,1,18096,1,18103,1,18080,1,19612,1,19620,1,18040,1,19506,1,19507,1,19871,10,5232,10,19950,10,19851,10,19930,10,0,1,20058,1,0,1,0,1
62,18197,1,19520,1,19522,1,19809,3,19828,3,19838,3,18199,1,18200,1,19885,3,18204,1,18210,1,18211,1,18223,1,18237,1,19732,1,18258,1,18262,1,18266,1,18229,1,18243,1,19727,1,19519,1,19523,1,19526,1,19969,10,20007,10,0,1,19850,10,19861,10,19881,10,20095,1,0,1,0,1
63,19728,1,19729,1,19731,1,19816,3,19822,3,0,1,19892,3,19893,3,19895,3,18206,1,18207,1,18215,1,18233,1,19628,1,19734,1,18198,1,18203,1,18249,1,18226,1,18236,1,19622,1,18195,1,18196,1,18202,1,19951,10,20006,10,0,1,19931,10,19917,10,19979,10,20106,3,20166,4,0,1
64,18348,1,18349,1,18353,1,19833,3,19834,3,0,1,19882,3,19906,1,0,1,18365,1,18369,1,18372,1,18378,1,18381,1,18399,1,18414,1,18415,1,18421,1,18370,1,18396,1,18397,1,18345,1,19529,1,19535,1,19872,10,0,1,0,1,19908,10,19856,10,19879,10,20118,3,20177,4,0,1
65,19537,1,19541,1,19543,1,19817,3,19825,3,19831,3,18355,1,18356,1,19883,3,18360,1,18362,1,19533,1,18385,1,18395,1,19639,1,18357,1,18361,1,18403,1,18376,1,19635,1,19638,1,18350,1,19538,1,19545,1,19953,10,0,1,0,1,19863,10,19853,10,19864,10,20130,3,20182,4,0,1
66,18505,1,18509,1,19558,1,19826,3,19832,3,19837,3,19905,1,0,1,0,1,18525,1,18533,1,18543,1,18528,1,18529,1,18555,1,18572,1,18576,1,19553,1,18534,1,18547,1,19737,1,18503,1,19552,1,19556,1,19952,10,0,1,0,1,19870,10,19855,10,19867,10,20134,3,20188,4,0,1
67,19562,1,19564,1,19739,1,19813,3,19820,3,19835,3,18511,1,18512,1,19884,3,18518,1,18523,1,19555,1,18520,1,19648,1,19743,1,18412,1,18510,1,18515,1,18536,1,18556,1,19647,1,18508,1,19560,1,19565,1,19955,10,0,1,0,1,19869,10,19932,10,19880,10,20116,3,20202,4,0,1
68,18660,1,18661,1,18665,1,19807,3,19821,3,19823,3,18667,1,18668,1,0,1,18673,1,18678,1,18684,1,18683,1,18696,1,18705,1,18718,1,18725,1,18731,1,18685,1,18697,1,18708,1,18657,1,18662,1,18670,1,19954,10,0,1,0,1,19911,10,19913,10,19914,10,20076,3,20216,4,0,1
69,19748,1,19750,1,19751,1,19814,3,19819,3,19829,3,19888,3,19890,3,0,1,18672,1,18677,1,18699,1,18674,1,18688,1,18711,1,18666,1,18671,1,18963,1,18676,1,18692,1,18948,1,19570,1,19572,1,19578,1,19956,10,0,1,0,1,19854,10,19989,10,0,1,20073,3,20217,4,0,1
70,19579,1,19583,1,19585,1,19824,3,19827,3,19830,3,19886,3,19887,3,19889,3,18918,1,19575,1,19576,1,18936,1,19656,1,19756,1,18953,1,18956,1,18957,1,19655,1,19658,1,19659,1,19582,1,19586,1,19588,1,19957,10,0,1,0,1,19933,10,0,1,0,1,20035,3,20231,4,0,1
