key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
23,1,0,1,0,1,2,1,0,1,0,1,0,2,0,2,0,2,2,2,0,2,0,2,0,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0
24,2,2,2,0,7,1,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0,1,2,1,0,4,0,4,0,4,0,4,1,4,0,4,0,4,0
25,3,2,3,0,7,1,4,2,4,0,1,1,2,1,5,0,5,0,5,2,5,0,5,0,5,0,6,0,6,0,6,0,6,1,6,0,6,0,6,0
26,1,0,1,1,1,0,2,0,2,1,2,0,3,0,3,2,3,0,3,0,7,0,7,1,7,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0
27,1,0,1,2,1,0,1,0,3,0,3,0,3,2,3,0,3,0,3,0,7,2,7,0,2,0,2,2,2,0,2,0,3,0,3,2,3,0,3,0
28,1,0,1,0,1,1,1,0,1,0,2,0,2,0,2,1,2,0,2,0,1,0,1,0,1,1,1,0,1,0,2,0,2,0,2,1,2,0,2,0
29,1,0,1,0,1,1,1,0,1,0,7,0,7,0,7,1,7,0,7,0,2,0,2,0,2,1,2,0,2,0,7,0,7,0,7,1,7,0,7,0
30,1,0,1,2,1,0,1,0,7,0,7,0,7,2,7,0,7,0,7,0,1,0,1,2,1,0,1,0,7,0,7,0,7,2,7,0,7,0,7,0
31,1,0,1,1,1,0,2,0,2,0,2,0,2,1,2,0,2,0,2,0,7,2,7,0,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,0
32,1,1,2,0,2,1,2,0,3,0,3,0,3,2,3,0,3,0,3,0,1,1,2,2,2,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0
33,1,1,2,0,2,1,2,0,3,0,3,0,3,2,3,0,3,0,3,0,1,1,2,2,2,0,4,0,4,0,4,0,4,1,4,0,4,0,4,0
34,5,0,5,2,5,0,5,0,2,2,2,0,7,1,5,0,5,2,5,0,5,0,4,0,4,2,4,0,4,0,1,1,7,1,3,0,3,1,3,0
35,6,0,6,2,6,0,6,0,5,0,5,2,5,0,5,0,7,1,4,2,4,0,6,0,6,1,6,0,3,2,3,0,7,2,7,0,1,1,2,1
36,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0,7,1,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0,2,1,1,2,1,0
37,4,0,4,0,4,1,4,0,4,0,3,2,3,0,2,2,2,0,7,1,4,0,4,2,4,0,4,0,3,2,3,0,1,1,7,0,7,1,7,0
38,4,2,4,0,7,0,7,1,7,0,3,0,3,2,3,0,3,0,2,2,2,0,4,0,4,1,4,0,1,1,7,0,7,0,7,1,7,0,7,0
39,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
40,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,2,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
41,1,1,2,2,2,0,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0,7,1,4,0,4,0,4,0,4,1,4,0,4,0,4,0
42,1,1,2,0,2,1,2,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,7,1,4,0,4,0,4,0,4,2,4,0,4,0,4,0,4,0
43,1,1,2,1,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0,7,1,4,0,4,0,4,0,4,0,4,1,4,0,4,0,4,0,4,0
44,1,1,2,2,2,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,7,1,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0
45,1,1,7,1,2,2,2,0,3,0,3,0,3,2,3,0,3,0,3,0,7,1,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0
46,1,1,2,0,2,1,2,0,3,0,3,0,3,2,3,0,3,0,3,0,7,1,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0
47,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
48,1,2,1,0,2,2,2,0,4,0,4,0,4,2,4,0,4,0,4,0,3,2,3,0,7,2,7,0,4,0,4,0,4,2,4,0,4,0,4,0
49,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,0,2,0
50,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
51,2,2,2,0,7,1,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0,1,2,1,0,4,0,4,0,4,2,4,0,4,0,4,0
52,2,0,2,1,2,0,1,1,3,0,3,0,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0,3,0,3,0,4,0,4,2,4,0,4,0
53,7,1,2,2,2,0,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0,1,1,4,0,4,0,4,0,4,1,4,0,4,0,4,0
54,4,0,4,2,4,0,4,0,1,1,3,1,5,0,5,2,5,0,5,0,7,1,2,1,6,0,6,0,6,0,6,2,6,0,6,0,6,0,6,0
55,2,1,7,1,3,0,3,2,3,0,3,0,4,0,4,2,4,0,4,0,1,1,5,0,5,0,5,0,5,0,5,1,5,0,5,0,5,0,5,0
56,1,0,1,0,1,2,1,0,1,0,1,0,2,0,2,0,2,2,2,0,2,0,2,0,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0
57,2,2,2,0,7,1,3,0,3,0,3,0,3,2,3,0,3,0,3,0,3,0,1,2,1,0,4,0,4,0,4,0,4,1,4,0,4,0,4,0
58,3,2,3,0,7,1,4,2,4,0,1,1,2,1,5,0,5,0,5,2,5,0,5,0,5,0,6,0,6,0,6,0,6,1,6,0,6,0,6,0
59,1,0,1,1,1,0,2,0,2,1,2,0,3,0,3,2,3,0,3,0,7,0,7,1,7,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0
60,1,0,1,2,1,0,1,0,3,0,3,0,3,2,3,0,3,0,3,0,7,2,7,0,2,0,2,2,2,0,2,0,3,0,3,2,3,0,3,0
61,1,0,1,0,1,1,1,0,1,0,2,0,2,0,2,1,2,0,2,0,1,0,1,0,1,1,1,0,1,0,2,0,2,0,2,1,2,0,2,0
62,1,0,1,0,1,1,1,0,1,0,7,0,7,0,7,1,7,0,7,0,2,0,2,0,2,1,2,0,2,0,7,0,7,0,7,1,7,0,7,0
63,1,0,1,2,1,0,1,0,7,0,7,0,7,2,7,0,7,0,7,0,1,0,1,2,1,0,1,0,7,0,7,0,7,2,7,0,7,0,7,0
64,1,0,1,1,1,0,2,0,2,0,2,0,2,1,2,0,2,0,2,0,7,2,7,0,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,0
65,1,1,2,0,2,1,2,0,3,0,3,0,3,2,3,0,3,0,3,0,1,1,2,2,2,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0
66,1,1,2,0,2,1,2,0,3,0,3,0,3,2,3,0,3,0,3,0,1,1,2,2,2,0,4,0,4,0,4,0,4,1,4,0,4,0,4,0
