key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
55,"set of blissful barding",0,"sets of blissful barding",0,0,1,0,0,"Blissful Barding",65587,65587,65587,0,49166,49168,49167,136
56,"set of Hingan barding",0,"sets of Hingan barding",0,0,1,0,0,"Hingan Barding",65588,65588,65588,0,49169,49171,49170,68
57,"set of Oriental barding",0,"sets of Oriental barding",0,0,1,0,0,"Oriental Barding",131124,131124,131124,0,49172,49174,49173,69
58,"set of Nezha barding",0,"sets of Nezha barding",0,0,1,0,0,"Nezha Barding",65589,65589,65589,0,49175,49177,49176,70
59,"set of Shinryu barding",0,"sets of Shinryu barding",0,0,1,0,0,"Shinryu Barding",65590,65590,65590,0,49178,49180,49179,137
60,"set of Ixion barding",0,"sets of Ixion barding",0,0,1,0,0,"Ixion Barding",65591,65591,65591,0,49181,49183,49182,173
61,"set of red mage barding",0,"sets of red mage barding",0,0,1,0,0,"Red Mage Barding",65592,65592,65592,0,49184,49186,49185,22
62,"set of Byakko barding",0,"sets of Byakko barding",0,0,1,0,0,"Byakko Barding",65593,65593,65593,0,49187,49189,49188,138
63,"chocobo raincoat",0,"chocobo raincoats",0,0,1,0,0,"Chocobo Raincoat",65594,65594,65594,0,49190,49192,49191,71
64,"set of lunar barding",0,"sets of lunar barding",0,0,1,0,0,"Lunar Barding",65595,65595,65595,0,49193,49195,49194,139
65,"set of Suzaku barding",0,"sets of Suzaku barding",0,0,1,0,0,"Suzaku Barding",65596,65596,65596,0,49196,49198,49197,140
66,"set of samurai barding",0,"sets of samurai barding",0,0,1,0,0,"Samurai Barding",65597,65597,65597,0,49199,49201,49200,23
67,"set of Seiryu barding",0,"sets of Seiryu barding",0,0,1,0,0,"Seiryu Barding",65598,65598,65598,0,49202,49204,49203,141
68,"set of Yojimbo barding",0,"sets of Yojimbo barding",0,0,1,0,0,"Yojimbo Barding",65599,65599,65599,0,49205,49207,49206,174
69,"set of Titania barding",0,"sets of Titania barding",0,0,1,0,0,"Titania Barding",65600,65600,65600,0,49208,49210,49209,142
70,"set of Innocence barding",0,"sets of Innocence barding",0,0,1,0,0,"Innocence Barding",65601,65601,65601,0,49211,49213,49212,143
71,"set of dancer barding",0,"sets of dancer barding",0,0,1,0,0,"Dancer Barding",65602,65602,65602,0,49214,49216,49215,24
72,"set of deepshadow barding",0,"sets of deepshadow barding",0,0,1,0,0,"Deepshadow Barding",65603,65603,65603,0,49217,49219,49218,72
73,"set of Hades barding",0,"sets of Hades barding",0,0,1,0,0,"Hades Barding",65604,65604,65604,0,49220,49222,49221,144
74,"set of saintly barding",0,"sets of saintly barding",0,0,1,0,0,"Saintly Barding",65605,65605,65605,0,49223,49225,49224,106
75,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
76,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
77,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
78,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
79,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
