key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
12,2002059,2002060,0,0,48,6710333,3,0,0,49,6710286,3,0,0,50,6710324,1,0,0,6710323,111101,"Operation Lethal Attraction","During our explorations throughout the Diadem, we have discovered that the scents emitted by certain species are effective in attracting many of the isles' predators. House Haillenarte's alchemists believe that they can mix these scents to concoct an all-purpose lure, and thus greatly improve the efficiency of our hunting parties. Track down two of the more potent-smelling examples, and harvest from them the substances our alchemists require.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
13,0,0,0,0,40,6710303,3,0,0,45,6710337,3,0,0,47,6710337,2,6798627,5,6798626,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
14,0,0,0,0,43,6710325,3,0,0,45,6710311,3,0,0,47,6710311,2,6798619,5,6798618,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
15,2002061,0,2745,0,51,6710324,1,0,0,55,6710289,3,0,0,58,6710306,3,0,0,6887967,111101,"Operation Defang","The beasts of the Diadem pose the greatest obstacle to its exploration, and thus House Haillenarte has devised an alchemical solution. This enfeebling agent is designed to weaken the isles' denizens, but more experimentation is needed. Enter our adventurer allies! We will provide you with a supply of the elixir, as well as the targets upon which we wish the agent to be tested.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We've confirmed the results of the field test. Fine work.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
17,2002043,2002046,0,0,15,6798648,4,0,0,23,6798628,4,0,0,25,6710324,1,0,0,6710323,111101,"Operation Crystal Boon","Elemental upheaval throughout the Diadem continues to produce crystallized aether of astounding properties.

House Haillenarte would claim this unique resource. Gather armfuls of over-aspected crystals and deliver them to the pilot at the <Emphasis>Bounty</Emphasis>.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
18,0,0,0,0,78,6710295,3,0,0,65,6788805,3,0,0,93,6788805,2,0,0,6887984,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
The menace which interrupted your mission has been confirmed slain.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
19,0,0,0,0,75,6710340,3,0,0,83,6710314,3,0,0,90,6710314,2,0,0,6887969,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
The menace which interrupted your mission has been confirmed slain.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
20,0,0,0,0,80,6710307,3,0,0,85,6710345,3,0,0,72,6710286,3,0,0,6887958,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
21,2002064,2002062,0,0,29,6710306,3,0,0,32,6710321,3,0,0,36,6710324,1,0,0,6710323,111101,"Operation Bloody Harvest","The Diadem is a world of its own, and the fantastical creatures found here are prime examples of the effects of prolonged isolation. Strange as they are, certain of these denizens have been rendered even stranger by the prevailing tempest of unstable aether...

House Haillenarte naturalists are eager to examine the effects of elemental destabilization on the wildlife, and it falls to you to procure suitable samples for research. Make use of the traps provided, lure your prey, and obtain the requested specimens.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
22,2002059,2002060,0,0,48,6710336,3,0,0,49,6710298,3,0,0,50,6710324,1,0,0,6710323,111101,"Operation Lethal Attraction","During our explorations throughout the Diadem, we have discovered that the scents emitted by certain species are effective in attracting many of the isles' predators. House Haillenarte's alchemists believe that they can mix these scents to concoct an all-purpose lure, and thus greatly improve the efficiency of our hunting parties. Track down two of the more potent-smelling examples, and harvest from them the substances our alchemists require.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
23,0,0,0,0,38,6710317,3,0,0,44,6710329,3,0,0,47,6710329,2,6798623,5,6798622,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
24,0,0,0,0,40,6710289,3,0,0,46,6710320,3,0,0,47,6710320,2,6798621,5,6798620,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
25,2002061,0,2745,0,51,6710324,1,0,0,53,6710299,3,0,0,57,6710285,3,0,0,6887957,111101,"Operation Defang","The beasts of the Diadem pose the greatest obstacle to its exploration, and thus House Haillenarte has devised an alchemical solution. This enfeebling agent is designed to weaken the isles' denizens, but more experimentation is needed. Enter our adventurer allies! We will provide you with a supply of the elixir, as well as the targets upon which we wish the agent to be tested.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We've confirmed the results of the field test. Fine work.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
27,2002044,2002041,0,0,16,6798651,4,0,0,24,6798659,4,0,0,25,6710324,1,0,0,6710323,111101,"Operation Crystal Boon","Elemental upheaval throughout the Diadem continues to produce crystallized aether of astounding properties.

House Haillenarte would claim this unique resource. Gather armfuls of over-aspected crystals and deliver them to the pilot at the <Emphasis>Bounty</Emphasis>.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
28,0,0,0,0,63,6710316,3,0,0,66,6710341,3,0,0,74,6788805,3,0,0,6887984,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
29,0,0,0,0,76,6710285,3,0,0,88,6710328,3,0,0,93,6710328,3,0,0,6887975,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
The menace which interrupted your mission has been confirmed slain.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
30,0,0,0,0,79,6710320,3,0,0,84,6710306,3,0,0,71,6710291,3,0,0,6887960,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
31,2002064,2002062,0,0,28,6710303,3,0,0,33,6710333,3,0,0,36,6710324,1,0,0,6710323,111101,"Operation Bloody Harvest","The Diadem is a world of its own, and the fantastical creatures found here are prime examples of the effects of prolonged isolation. Strange as they are, certain of these denizens have been rendered even stranger by the prevailing tempest of unstable aether...

House Haillenarte naturalists are eager to examine the effects of elemental destabilization on the wildlife, and it falls to you to procure suitable samples for research. Make use of the traps provided, lure your prey, and obtain the requested specimens.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
32,2002059,2002060,0,0,48,6710337,3,0,0,49,6782944,3,0,0,50,6710324,1,0,0,6710323,111101,"Operation Lethal Attraction","During our explorations throughout the Diadem, we have discovered that the scents emitted by certain species are effective in attracting many of the isles' predators. House Haillenarte's alchemists believe that they can mix these scents to concoct an all-purpose lure, and thus greatly improve the efficiency of our hunting parties. Track down two of the more potent-smelling examples, and harvest from them the substances our alchemists require.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
33,0,0,0,0,43,6710294,3,0,0,44,6710329,3,0,0,47,6710329,2,6798623,5,6798622,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
34,0,0,0,0,39,6710332,3,0,0,45,6710311,3,0,0,47,6710311,2,6798619,5,6798618,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
35,2002061,0,2745,0,51,6710324,1,0,0,55,6710302,3,0,0,60,6710289,3,0,0,6887959,111101,"Operation Defang","The beasts of the Diadem pose the greatest obstacle to its exploration, and thus House Haillenarte has devised an alchemical solution. This enfeebling agent is designed to weaken the isles' denizens, but more experimentation is needed. Enter our adventurer allies! We will provide you with a supply of the elixir, as well as the targets upon which we wish the agent to be tested.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We've confirmed the results of the field test. Fine work.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
37,2002044,2002041,0,0,16,6798630,4,0,0,24,6798638,4,0,0,25,6710324,1,0,0,6710323,111101,"Operation Crystal Boon","Elemental upheaval throughout the Diadem continues to produce crystallized aether of astounding properties.

House Haillenarte would claim this unique resource. Gather armfuls of over-aspected crystals and deliver them to the pilot at the <Emphasis>Bounty</Emphasis>.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
38,0,0,0,0,64,6710310,3,0,0,96,6710299,3,0,0,90,6710289,3,0,0,6887959,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
39,0,0,0,0,62,6710286,3,0,0,89,6710325,3,0,0,91,6710325,3,0,0,6887974,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
The menace which interrupted your mission has been confirmed slain.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
40,0,0,0,0,75,6710340,3,0,0,83,6710314,3,0,0,71,6788805,2,0,0,6887984,111101,"Operation Depopulate","The dense aetherial concentration of the Diadem seems to attract the deadliest of creatures. Needless to say, these oft-hostile denizens significantly impede our efforts to explore the isles.

Thus we turn to you─to battle-hardened adventurers─to cull their numbers. Make use of the traps provided, lure forth your prey, and slay without mercy.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
41,2002064,2002062,0,0,31,6710329,3,0,0,33,6710295,3,0,0,36,6710324,1,0,0,6710323,111101,"Operation Bloody Harvest","The Diadem is a world of its own, and the fantastical creatures found here are prime examples of the effects of prolonged isolation. Strange as they are, certain of these denizens have been rendered even stranger by the prevailing tempest of unstable aether...

House Haillenarte naturalists are eager to examine the effects of elemental destabilization on the wildlife, and it falls to you to procure suitable samples for research. Make use of the traps provided, lure your prey, and obtain the requested specimens.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
42,2002059,2002060,0,0,48,6710336,3,0,0,49,6710317,3,0,0,50,6710324,1,0,0,6710323,111101,"Operation Lethal Attraction","During our explorations throughout the Diadem, we have discovered that the scents emitted by certain species are effective in attracting many of the isles' predators. House Haillenarte's alchemists believe that they can mix these scents to concoct an all-purpose lure, and thus greatly improve the efficiency of our hunting parties. Track down two of the more potent-smelling examples, and harvest from them the substances our alchemists require.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We have received your report and confirm that all mission objectives have been fulfilled.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
43,0,0,0,0,38,6710328,3,0,0,46,6710321,3,0,0,47,6710321,2,6798621,5,6798620,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
44,0,0,0,0,40,6710311,3,0,0,45,6710337,3,0,0,47,6710337,2,6798627,5,6798626,111101,"Operation Egg Hunt","As part of House Haillenarte's ongoing naturalist research, we require an intrepid party to procure one of those fiendishly well-hidden dinosaur eggs. Rather than point you in a direction and hope for the best, however, our strategy relies upon the discerning appetite of the region's yolk mice.

We ask that you begin with the usual business of hunting the isles' denizens. But should the egg-devouring rodents surface, pray make haste to their location─the prize we seek cannot be far away. Slay the mice, secure the egg, then convey it to the designated collection point.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","That's far enough for a House Haillenarte agent to effect a safe retrieval.
Nicely done!","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
45,2002061,0,2745,0,51,6710324,1,0,0,52,6782944,3,0,0,59,6710341,3,0,0,6887979,111101,"Operation Defang","The beasts of the Diadem pose the greatest obstacle to its exploration, and thus House Haillenarte has devised an alchemical solution. This enfeebling agent is designed to weaken the isles' denizens, but more experimentation is needed. Enter our adventurer allies! We will provide you with a supply of the elixir, as well as the targets upon which we wish the agent to be tested.

Evaluation of your success will also hinge upon the extent of your explorations.

※Fill the evaluation gauge by participating in FATEs.","Operation Command here.
We've confirmed the results of the field test. Fine work.","A fitting reward has been prepared in recognition of your efforts.","You are otherwise free to enter aetherial gaps, cross through the Grounding Gale, and explore the Diadem as you desire. The unknown awaits!"
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
