key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,4,4536,1,3,4530,2,1,0,6,2,0,7,16,0,8,16,0
102,1,4,4536,1,3,4531,4,8,0,5,1,0,8,16,0,9,8,0
103,1,4,4536,1,3,4535,3,2,0,6,2,0,9,8,0,7,16,0
104,1,4,4538,1,2,4528,4,8,0,5,1,0,7,16,0,8,16,0
105,1,4,4536,1,3,4529,4,8,0,6,2,0,8,16,0,9,8,0
106,1,4,4536,1,3,4534,3,2,0,5,1,0,9,8,0,7,16,0
107,1,4,4538,1,2,4525,2,1,0,6,2,0,7,16,0,8,16,0
108,1,4,4536,1,2,4527,4,8,0,5,1,0,8,16,0,9,8,0
109,1,4,4537,1,2,4524,3,2,0,6,2,0,7,16,0,8,16,0
110,1,4,4540,1,2,4527,2,1,0,5,1,0,8,16,0,9,8,0
111,1,3,4531,1,2,4525,4,8,0,6,2,0,9,8,0,7,16,0
112,1,3,4530,1,3,4529,3,2,0,5,1,0,7,16,0,8,16,0
113,1,3,4531,1,2,4528,4,8,0,6,2,0,8,16,0,9,8,0
114,1,3,4530,1,3,4534,4,8,0,5,1,0,9,8,0,7,16,0
115,1,4,4537,1,2,4522,3,2,0,6,2,0,7,16,0,8,16,0
116,1,4,4540,1,2,4528,2,1,0,5,1,0,8,16,0,9,8,0
117,1,4,4537,1,2,4525,4,8,0,6,2,0,7,16,0,8,16,0
118,1,4,4540,1,3,4532,3,2,0,5,1,0,8,16,0,9,8,0
119,1,3,4531,1,2,4527,2,1,0,6,2,0,9,8,0,7,16,0
120,1,3,4530,1,3,4534,4,8,0,5,1,0,7,16,0,8,16,0
121,1,3,4531,1,3,4532,3,2,0,6,2,0,8,16,0,9,8,0
122,1,4,4540,1,2,4528,2,1,0,5,1,0,9,8,0,7,16,0
123,1,4,4537,1,3,4533,4,8,0,6,2,0,7,16,0,8,16,0
124,1,4,4540,1,2,4522,3,2,0,5,1,0,8,16,0,9,8,0
125,1,3,4535,1,2,4527,2,1,0,6,2,0,7,16,0,8,16,0
126,1,4,4540,1,2,4526,4,8,0,5,1,0,8,16,0,9,8,0
127,1,3,4535,1,2,4524,3,2,0,6,2,0,9,8,0,7,16,0
128,1,3,4531,1,2,4528,4,8,0,5,1,0,7,16,0,8,16,0
129,1,3,4531,1,3,4534,4,8,0,6,2,0,8,16,0,9,8,0
130,1,3,4535,1,3,4529,3,2,0,5,1,0,9,8,0,7,16,0
131,1,4,4540,1,2,4525,2,1,0,6,2,0,7,16,0,8,16,0
132,1,4,4540,1,3,4532,4,8,0,5,1,0,8,16,0,9,8,0
133,1,4,4541,1,3,4534,3,2,0,6,2,0,7,16,0,8,16,0
134,1,4,4541,1,3,4529,4,8,0,5,1,0,8,16,0,9,8,0
135,1,3,4535,1,2,4525,4,8,0,6,2,0,9,8,0,7,16,0
136,1,3,4535,1,2,4522,3,2,0,5,1,0,7,16,0,8,16,0
137,1,4,4538,1,2,4528,2,1,0,6,2,0,8,16,0,9,8,0
138,1,4,4541,1,3,4533,4,8,0,5,1,0,9,8,0,7,16,0
139,1,4,4541,1,2,4524,3,2,0,6,2,0,7,16,0,8,16,0
140,1,3,4535,1,2,4526,2,1,0,5,1,0,8,16,0,9,8,0
141,1,4,4542,1,3,4529,4,8,0,6,2,0,7,16,0,8,16,0
142,1,3,4531,1,3,4534,3,2,0,5,1,0,8,16,0,9,8,0
143,1,3,4531,1,2,4522,2,1,0,6,2,0,9,8,0,7,16,0
144,1,4,4542,1,2,4525,4,8,0,5,1,0,7,16,0,8,16,0
145,1,4,4542,1,3,4532,3,2,0,6,2,0,8,16,0,9,8,0
146,1,4,4542,1,2,4526,2,1,0,5,1,0,9,8,0,7,16,0
147,1,3,4531,1,2,4527,4,8,0,6,2,0,7,16,0,8,16,0
148,1,3,4531,1,2,4524,3,2,0,5,1,0,8,16,0,9,8,0
149,1,4,4537,1,3,4529,2,1,0,6,2,0,7,16,0,8,16,0
150,1,4,4540,1,3,4530,4,8,0,5,1,0,8,16,0,9,8,0
151,1,4,4537,1,2,4524,3,2,0,6,2,0,9,8,0,7,16,0
152,1,3,4531,1,2,4526,2,1,0,5,1,0,7,16,0,8,16,0
153,1,3,4535,1,3,4533,4,8,0,6,2,0,8,16,0,9,8,0
154,1,4,4538,1,2,4527,3,2,0,5,1,0,9,8,0,7,16,0
155,1,4,4537,1,2,4528,4,8,0,6,2,0,7,16,0,8,16,0
156,1,4,4540,1,2,4521,4,8,0,5,1,0,8,16,0,9,8,0
157,1,4,4538,1,3,4534,3,2,0,6,2,0,7,16,0,8,16,0
158,1,4,4540,1,3,4534,2,1,0,5,1,0,8,16,0,9,8,0
159,1,3,4535,1,2,4528,4,8,0,6,2,0,9,8,0,7,16,0
160,1,3,4535,1,3,4529,3,2,0,5,1,0,7,16,0,8,16,0
161,1,3,4535,1,2,4527,4,8,0,6,2,0,8,16,0,9,8,0
162,1,4,4540,1,2,4526,4,8,0,5,1,0,9,8,0,7,16,0
163,1,4,4540,1,2,4521,3,2,0,6,2,0,7,16,0,8,16,0
164,1,4,4540,1,3,4533,2,1,0,5,1,0,8,16,0,9,8,0
165,1,4,4541,1,2,4526,4,8,0,6,2,0,7,16,0,8,16,0
166,1,4,4540,1,3,4529,3,2,0,5,1,0,8,16,0,9,8,0
167,1,4,4541,1,3,4532,2,1,0,6,2,0,9,8,0,7,16,0
168,1,4,4538,1,3,4533,4,8,0,5,1,0,7,16,0,8,16,0
169,1,3,4530,1,2,4521,3,2,0,6,2,0,8,16,0,9,8,0
170,1,3,4530,1,2,4525,2,1,0,5,1,0,9,8,0,7,16,0
171,1,4,4540,1,2,4524,4,8,0,6,2,0,7,16,0,8,16,0
172,1,4,4541,1,2,4527,3,2,0,5,1,0,8,16,0,9,8,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,3,4533,1,2,4524,2,1,0,6,2,0,7,16,0,8,16,0
201,1,3,4529,1,1,4518,4,8,0,5,1,0,8,16,0,9,8,0
202,1,2,4527,1,2,4525,3,2,0,6,2,0,9,8,0,7,16,0
203,1,3,4533,1,2,4521,4,8,0,5,1,0,7,16,0,8,16,0
204,1,3,4529,1,1,4517,4,8,0,6,2,0,8,16,0,9,8,0
205,1,2,4527,1,2,4523,3,2,0,5,1,0,9,8,0,7,16,0
206,1,3,4533,1,2,4525,2,1,0,6,2,0,7,16,0,8,16,0
207,1,3,4529,1,2,4524,4,8,0,5,1,0,8,16,0,9,8,0
208,1,2,4523,1,2,4524,3,2,0,6,2,0,7,16,0,8,16,0
209,1,3,4531,1,1,4518,2,1,0,5,1,0,8,16,0,9,8,0
210,1,3,4531,1,1,4517,4,8,0,6,2,0,9,8,0,7,16,0
211,1,2,4523,1,2,4522,3,2,0,5,1,0,7,16,0,8,16,0
212,1,3,4535,1,1,4519,4,8,0,6,2,0,8,16,0,9,8,0
213,1,3,4535,1,2,4527,4,8,0,5,1,0,9,8,0,7,16,0
214,1,2,4521,1,3,4534,3,2,0,6,2,0,7,16,0,8,16,0
215,1,2,4523,1,2,4527,2,1,0,5,1,0,8,16,0,9,8,0
216,1,3,4528,1,2,4525,4,8,0,6,2,0,7,16,0,8,16,0
217,1,3,4528,1,2,4524,3,2,0,5,1,0,8,16,0,9,8,0
218,1,3,4535,1,2,4527,2,1,0,6,2,0,9,8,0,7,16,0
219,1,2,4526,1,1,4519,4,8,0,5,1,0,7,16,0,8,16,0
220,1,3,4535,1,1,4518,3,2,0,6,2,0,8,16,0,9,8,0
221,1,3,4535,1,2,4524,2,1,0,5,1,0,9,8,0,7,16,0
222,1,2,4521,1,2,4522,4,8,0,6,2,0,7,16,0,8,16,0
223,1,2,4521,1,2,4524,3,2,0,5,1,0,8,16,0,9,8,0
224,1,3,4528,1,2,4527,4,8,0,6,2,0,7,16,0,8,16,0
225,1,3,4528,1,2,4523,4,8,0,5,1,0,8,16,0,9,8,0
226,1,3,4528,1,3,4534,3,2,0,6,2,0,9,8,0,7,16,0
227,1,3,4535,1,1,4519,2,1,0,5,1,0,7,16,0,8,16,0
228,1,2,4526,1,1,4517,4,8,0,6,2,0,8,16,0,9,8,0
229,1,3,4535,1,2,4525,3,2,0,5,1,0,9,8,0,7,16,0
230,1,2,4521,1,1,4517,2,1,0,6,2,0,7,16,0,8,16,0
231,1,3,4535,1,2,4522,4,8,0,5,1,0,8,16,0,9,8,0
232,1,3,4528,1,2,4522,3,2,0,6,2,0,7,16,0,8,16,0
233,1,3,4528,1,1,4519,2,1,0,5,1,0,8,16,0,9,8,0
234,1,3,4530,1,3,4532,4,8,0,6,2,0,9,8,0,7,16,0
235,1,3,4530,1,2,4522,3,2,0,5,1,0,7,16,0,8,16,0
236,1,3,4530,1,1,4518,2,1,0,6,2,0,8,16,0,9,8,0
237,1,2,4526,1,2,4524,4,8,0,5,1,0,9,8,0,7,16,0
238,1,3,4528,1,1,4519,3,2,0,6,2,0,7,16,0,8,16,0
239,1,2,4526,1,2,4523,4,8,0,5,1,0,8,16,0,9,8,0
240,1,3,4528,1,1,4517,4,8,0,6,2,0,7,16,0,8,16,0
241,1,3,4528,1,1,4518,3,2,0,5,1,0,8,16,0,9,8,0
242,1,3,4530,1,2,4525,2,1,0,6,2,0,9,8,0,7,16,0
243,1,3,4530,1,2,4527,4,8,0,5,1,0,7,16,0,8,16,0
244,1,3,4530,1,1,4517,3,2,0,6,2,0,8,16,0,9,8,0
245,1,3,4528,1,2,4523,2,1,0,5,1,0,9,8,0,7,16,0
246,1,3,4528,1,3,4532,4,8,0,6,2,0,7,16,0,8,16,0
247,1,2,4521,1,1,4518,3,2,0,5,1,0,8,16,0,9,8,0
248,1,3,4531,1,3,4534,2,1,0,6,2,0,7,16,0,8,16,0
249,1,3,4531,1,2,4523,4,8,0,5,1,0,8,16,0,9,8,0
250,1,3,4532,1,2,4523,3,2,0,6,2,0,9,8,0,7,16,0
251,1,3,4532,1,2,4522,4,8,0,5,1,0,7,16,0,8,16,0
252,1,3,4532,1,2,4525,4,8,0,6,2,0,8,16,0,9,8,0
253,1,3,4531,1,1,4518,3,2,0,5,1,0,9,8,0,7,16,0
254,1,2,4521,1,1,4517,2,1,0,6,2,0,7,16,0,8,16,0
255,1,2,4521,1,2,4524,4,8,0,5,1,0,8,16,0,9,8,0
256,1,3,4535,1,2,4525,3,2,0,6,2,0,7,16,0,8,16,0
257,1,3,4535,1,2,4524,4,8,0,5,1,0,8,16,0,9,8,0
258,1,3,4535,1,1,4517,4,8,0,6,2,0,9,8,0,7,16,0
259,1,2,4526,1,2,4527,3,2,0,5,1,0,7,16,0,8,16,0
260,1,2,4526,1,1,4519,2,1,0,6,2,0,8,16,0,9,8,0
261,1,2,4526,1,2,4525,4,8,0,5,1,0,9,8,0,7,16,0
262,1,3,4535,1,2,4522,3,2,0,6,2,0,7,16,0,8,16,0
263,1,2,4526,1,2,4525,2,1,0,5,1,0,8,16,0,9,8,0
264,1,3,4530,1,2,4522,4,8,0,6,2,0,7,16,0,8,16,0
265,1,3,4530,1,1,4519,3,2,0,5,1,0,8,16,0,9,8,0
266,1,3,4530,1,2,4524,2,1,0,6,2,0,9,8,0,7,16,0
267,1,2,4523,1,1,4518,4,8,0,5,1,0,7,16,0,8,16,0
268,1,2,4523,1,3,4534,3,2,0,6,2,0,8,16,0,9,8,0
269,1,3,4530,1,2,4527,2,1,0,5,1,0,9,8,0,7,16,0
270,1,3,4535,1,1,4518,4,8,0,6,2,0,7,16,0,8,16,0
271,1,2,4523,1,2,4527,3,2,0,5,1,0,8,16,0,9,8,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1,1,4528,1,1,4532,4,1,0,6,1,0,8,1,0,9,1,0
299,1,5,4533,1,3,4522,2,1,0,6,1,0,8,1,0,9,1,0
