key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
26,2,0,90,False,234,18,650,4877226,26,0,False,0,0,0,6500,6507,28,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,75,60,0,0,True,0,-1,0,0,0,0,False,0,0,0,39,0,False
27,2,0,90,False,233,18,647,4725496,27,0,False,0,0,0,6800,6804,26,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,74,60,0,0,True,0,-1,0,0,0,0,False,0,0,0,40,0,False
28,2,0,90,False,235,18,653,4878743,28,0,False,0,0,0,6600,6617,27,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,7,60,0,0,True,0,-1,0,0,0,0,False,0,0,0,41,0,False
29,2,0,90,False,246,18,738,5018469,29,0,False,0,0,0,7300,7309,31,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,10,65,0,0,True,0,-1,0,0,0,0,False,0,0,0,42,0,False
30,2,0,90,False,245,18,742,4898011,30,0,False,0,0,0,6700,6719,30,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,3,65,0,0,True,0,-1,0,0,0,0,False,0,0,0,43,0,False
31,2,0,90,False,303,18,923,5330512,31,0,False,0,0,3930,7700,7704,44,6000,15900,0,0,79920,355200,0,0,0,35520,62160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177600,3600,46,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,44,0,False
32,2,0,90,False,243,18,736,5073636,32,0,False,0,0,0,7500,7509,29,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,101,65,0,0,True,0,-1,0,0,0,0,False,0,0,0,45,0,False
33,2,0,90,False,300,18,928,5614685,33,0,False,0,0,3740,9100,9107,46,0,0,30,0,34520,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,85,40,0,0,True,0,-1,0,0,0,0,False,0,0,0,46,0,False
34,2,0,90,False,0,18,920,5578485,34,0,False,0,0,3642,8200,8208,43,6000,15400,0,0,77180,343000,0,0,0,34300,60030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171500,3480,51,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,47,0,False
35,2,0,90,False,308,18,931,5615552,35,0,False,0,0,3434,8300,8309,47,0,0,30,0,34520,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,84,40,0,0,True,0,-1,0,0,0,0,False,0,0,0,48,0,False
36,2,0,90,False,299,18,912,5653695,36,0,False,0,0,3409,8100,8104,40,6000,13600,0,0,68450,304200,0,0,0,30420,53240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152100,3120,47,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,49,0,False
37,2,0,90,False,301,18,915,5777405,37,0,False,0,0,3798,8700,8705,41,6000,14200,0,0,71420,317400,0,0,0,31740,55550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158700,3240,48,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,50,0,False
38,2,0,90,False,304,18,926,5783033,38,0,False,0,0,3823,8600,8621,45,0,0,100,0,43160,0,60,0,0,9590,14390,28770,0,0,15,30,45,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,70,50,0,0,True,0,-1,0,0,0,0,False,0,0,0,51,0,False
39,2,0,90,False,302,18,837,5724514,39,0,False,0,0,3458,8500,8518,42,6000,14800,0,0,74390,330600,0,0,0,33060,57860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165300,3360,49,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,52,0,False
40,2,0,90,False,346,18,1069,5963638,40,0,False,0,0,4576,9500,9507,49,0,0,40,0,34520,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,52,40,0,0,True,0,-1,0,0,0,0,False,0,0,0,53,0,False
41,2,0,90,False,345,18,1066,6034561,41,0,False,0,0,4658,9700,9704,48,0,0,40,0,34520,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,53,40,0,0,True,0,-1,0,0,0,0,False,0,0,0,54,0,False
42,2,0,90,False,368,18,1115,6159126,140,0,False,0,0,4747,10000,10011,51,0,0,50,0,38840,0,20,0,0,17260,30210,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,72,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,55,0,False
43,2,0,90,False,361,18,1112,6168797,141,0,False,0,0,0,9800,9806,50,0,0,50,0,38840,0,20,0,0,17260,30210,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,71,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,56,0,False
44,2,0,90,False,386,18,1238,6258659,171,0,False,0,0,4954,12400,12414,52,0,0,60,0,38840,0,25,0,0,17260,30210,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,83,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,57,0,False
45,2,0,90,False,387,18,1241,6245779,172,0,False,0,0,0,12300,12350,53,0,0,60,0,38840,0,25,0,0,17260,30210,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,82,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,58,0,False
46,2,0,90,False,405,18,1330,6399476,182,0,False,0,0,5272,13000,13016,54,0,0,70,0,38840,0,35,0,0,17260,30210,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,91,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,59,0,False
47,2,0,90,False,407,18,1333,6331749,196,0,False,0,0,5219,13800,13816,55,0,0,70,0,38840,0,35,0,0,17260,30210,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,90,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,60,0,False
48,2,0,90,False,420,18,1370,6562680,219,0,False,0,0,5564,14000,14008,56,0,0,80,0,43160,0,50,0,0,19180,33570,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,104,50,0,0,True,0,-1,0,0,0,0,False,0,0,0,61,0,False
49,2,0,90,False,421,18,1373,6610258,221,0,False,0,0,5531,14400,14404,57,0,0,80,0,43160,0,50,0,0,19180,33570,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,103,50,0,0,True,0,-1,0,0,0,0,False,0,0,0,62,0,False
50,2,0,90,False,472,18,1544,6526606,235,0,False,0,0,6243,14900,14914,0,6000,25400,0,0,127490,566600,0,0,0,56660,99160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283300,3840,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,63,0,False
51,2,0,90,False,477,18,1559,6797021,236,0,False,0,0,6117,14600,14623,0,0,0,30,0,75060,0,10,0,0,33360,58380,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,0,40,0,0,True,0,-1,0,0,0,0,False,0,0,0,64,0,False
52,2,0,90,False,471,18,1541,6793825,238,0,False,0,0,6074,14500,14513,0,6000,22500,0,0,112500,500000,0,0,0,50000,87500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,3720,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,65,0,False
53,2,0,90,False,473,18,1547,6797773,240,0,False,0,0,6155,14700,14722,0,6000,28500,0,0,142920,635200,0,0,0,63520,111160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317600,3960,0,100,0,0,True,0,-1,0,0,2,0,False,0,0,0,66,0,False
54,2,0,90,False,474,18,1550,6881322,241,0,False,0,0,6205,16100,16111,0,6000,31700,0,0,158900,706200,0,0,0,70620,123590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353100,4080,120,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,67,0,False
55,2,0,90,False,475,18,1553,6828756,242,0,False,0,0,6268,15500,15516,0,6000,35000,0,0,175370,779400,0,0,0,77940,136400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389700,4200,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,68,0,False
56,2,0,90,False,476,18,1556,6879598,247,0,False,0,0,6039,17300,17317,0,0,0,30,0,75060,0,10,0,0,33360,58380,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,121,40,0,0,True,0,-1,0,0,4,0,False,0,0,0,69,0,False
57,2,0,90,False,478,18,1562,6881036,262,0,False,0,0,6089,16200,16230,0,0,0,30,0,75060,0,10,0,0,33360,58380,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,0,40,0,0,True,0,-1,0,0,6,0,False,0,0,0,70,0,False
58,2,0,90,False,504,18,1643,7042419,279,0,False,0,0,6910,17900,17908,0,0,0,40,0,75060,0,15,0,0,33360,58380,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,125,40,0,0,True,0,-1,0,0,0,6,False,0,0,0,71,0,False
59,2,0,90,False,526,18,1711,7167447,284,0,False,0,0,6996,18400,18411,0,0,0,50,0,84440,0,20,0,0,37530,65680,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,138,45,0,0,True,0,-1,0,0,14,0,False,0,0,0,72,0,False
60,2,0,90,False,527,18,1714,7170996,285,0,False,0,0,7058,18500,18516,0,0,0,50,0,84440,0,20,0,0,37530,65680,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,139,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,73,0,False
61,2,0,90,False,551,18,1794,7335267,536,0,False,0,0,7203,19200,19230,0,0,0,60,0,84440,0,25,0,0,37530,65680,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,142,45,0,0,True,0,-1,0,0,18,0,False,0,0,0,74,0,False
62,2,0,90,False,584,18,1828,7403523,584,0,False,0,0,7662,19800,19804,0,0,0,70,0,84440,0,35,0,0,37530,65680,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,149,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,75,0,False
63,2,0,90,False,583,18,1825,7558761,585,0,False,0,0,7672,19700,19714,0,0,0,70,0,84440,0,35,0,0,37530,65680,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,150,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,76,0,False
64,2,0,90,False,639,18,1921,7705971,611,0,False,0,0,7859,20800,20819,0,0,0,80,0,93830,0,50,0,0,41700,72980,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,162,50,0,0,True,0,-1,0,0,0,0,False,0,0,0,12,0,False
65,2,0,90,False,688,18,2127,7814768,649,0,False,0,0,8146,21300,21323,0,6000,54500,0,0,272700,1212000,0,0,0,121200,212100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606000,4380,0,100,0,0,True,0,-1,0,0,0,18,False,10,0,0,2,0,False
66,2,0,90,False,689,18,2130,7881156,651,0,False,0,0,8233,21800,21808,0,6000,60100,0,0,300920,1337400,0,0,0,133740,234050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668700,4500,166,100,0,0,True,0,-1,0,0,0,0,False,5,3,0,3,0,False
67,2,0,90,False,692,18,2139,7886218,652,0,False,0,0,8210,21400,21426,0,0,0,30,0,153900,0,10,0,0,68400,119700,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,40,0,0,True,0,-1,0,0,0,16,False,3,5,0,6,0,False
68,2,0,90,False,694,18,2142,7917862,655,0,False,0,0,8167,21600,21609,0,0,0,30,0,153900,0,10,0,0,68400,119700,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,40,0,0,True,0,-1,0,0,0,0,False,11,0,0,7,0,False
69,2,0,90,False,690,18,2133,7903197,656,0,False,0,0,257,21500,21505,0,6000,66100,0,0,330660,1469600,0,0,0,146960,257180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734800,4620,167,100,0,0,True,0,-1,0,0,0,0,False,7,2,0,4,0,False
70,2,0,90,False,691,18,2136,7926262,659,0,False,0,0,8262,20400,20414,0,6000,72100,0,0,360590,1602600,0,0,0,160260,280460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801300,4740,0,100,0,0,True,0,-1,0,0,0,0,False,6,4,0,5,0,False
71,2,0,90,False,693,18,2145,7923123,661,0,False,0,0,8273,21700,21707,0,0,0,30,0,153900,0,10,0,0,68400,119700,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,40,0,0,True,0,-1,0,0,0,0,False,4,1,0,8,0,False
72,2,0,90,False,687,18,2124,7919152,676,0,False,0,0,0,22100,22107,0,6000,48900,0,0,244580,1087000,0,0,0,108700,190230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543500,4260,165,100,0,0,True,0,-1,0,0,0,0,False,9,6,0,1,0,False
73,2,0,90,False,727,18,2220,8101435,692,0,False,0,0,9046,23400,23440,0,0,0,40,0,153900,0,15,0,0,68400,119700,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,181,40,0,0,True,0,-1,0,0,0,0,False,12,0,0,9,0,False
74,2,0,90,False,749,18,2294,8241592,714,0,False,0,0,9264,24100,24117,0,0,0,50,0,173137,0,20,0,0,76950,134662,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,190,45,0,0,True,0,-1,0,0,0,0,False,17,14,0,10,0,False
75,2,0,90,False,777,18,2341,8366253,737,0,False,0,0,0,25000,25042,0,0,0,60,0,173137,0,25,0,0,76950,134662,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,45,0,0,True,0,-1,0,0,0,31,False,33,18,0,11,0,False
76,2,0,90,False,798,18,2445,8532638,746,0,False,0,0,0,25900,25943,0,0,0,70,0,173137,0,35,0,0,76950,134662,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,226,45,0,0,True,0,-1,0,0,42,37,False,38,20,0,13,0,False
77,2,0,90,False,810,18,2549,8638193,777,0,False,0,0,0,25100,25129,0,0,0,80,0,192375,0,50,0,0,85500,149625,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,230,50,0,0,True,0,-1,0,0,0,0,False,48,28,0,77,0,False
78,2,0,90,False,874,18,2732,8860015,783,0,False,0,0,0,27100,27129,0,6000,153600,0,0,768487,1707740,0,0,0,341550,597712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707750,4800,259,100,0,0,False,0,-1,0,0,0,0,False,53,35,0,79,0,False
79,2,0,90,False,881,18,2753,8805121,784,0,False,0,0,0,27000,27032,0,0,0,0,40,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,4800,0,100,0,0,False,0,-1,0,0,0,0,False,55,29,0,85,0,False
80,2,0,90,False,875,18,2735,8864036,785,0,False,0,0,0,30500,30536,0,6000,173900,0,0,869838,1932970,0,0,0,386595,676541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932975,4800,260,100,0,0,False,0,-1,0,0,46,0,False,52,32,0,78,0,False
81,2,0,90,False,878,18,2744,8870225,786,0,False,0,0,0,30100,30127,0,6000,240100,0,0,1200622,2668040,0,0,0,533610,933817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668050,4800,262,100,0,0,False,0,-1,0,0,0,0,False,58,31,0,83,0,False
82,2,0,90,False,877,18,2741,8868570,787,0,False,0,0,0,30300,30316,0,6000,217100,0,0,1085906,2413120,0,0,0,482625,844593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413125,4800,261,100,0,0,False,0,-1,0,0,0,0,False,54,30,0,81,0,False
83,2,0,90,False,876,18,2738,8804064,789,0,False,0,0,0,30200,30212,0,6000,195100,0,0,975645,2168100,0,0,0,433620,758835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168100,4800,0,100,0,0,False,0,-1,0,0,0,0,False,56,33,0,80,0,False
84,2,0,90,False,879,18,2747,8880083,792,0,False,0,0,0,30800,30830,0,0,0,0,40,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,4800,0,100,0,0,False,0,-1,0,0,0,0,False,59,34,0,82,0,False
85,2,0,90,False,880,18,2750,8872210,794,0,False,0,0,0,30600,30611,0,0,0,0,40,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,4800,0,100,0,0,False,0,-1,0,0,0,0,False,61,36,0,84,0,False
86,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,False
87,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,False
