key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
27,False,0.75,0.75,0.75,0.75,0.65,0.65,0.75,0.75,0.83,0.8,0.75,0.75,100,100,100,100,100,100,100,100,100,100,100,100
28,False,1,0.9,1.05,1,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,100,100,100,100,100,100,100,100,100,100,100,100
29,False,0.8,0.78,0.85,0.8,0.5,0.5,0.75,0.7,1,0.9,0.98,0.68,100,100,100,100,100,100,100,100,100,100,100,100
30,False,1,0.9,1,0.98,0.55,0.55,0.9,0.85,1.1,1,1,0.82,100,100,100,100,100,100,100,100,100,100,100,100
31,False,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,100,100,100,100,100,100,100,100,100,100,100,100
32,False,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,100,100,100,100,100,100,100,100,100,100,100,100
33,False,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,100,100,100,100,100,100,100,100,100,100,100,100
34,False,1,0.9,1.1,1.05,0.6,0.6,0.9,0.85,1.2,1.1,1.15,0.82,80,80,80,80,100,100,80,80,100,80,80,80
35,False,0.25,0.22,0.26,0.25,0.15,0.15,0.22,0.21,0.275,0.275,0.27,0.2,80,80,80,80,100,100,90,90,100,90,80,90
36,False,1,0.95,1.13,1.1,0.6,0.6,0.97,0.9,1.2,1.2,1.2,0.87,100,100,100,100,100,100,100,100,100,100,100,100
37,False,1,0.9,1.05,1,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,100,100,100,100,100,100,100,100,100,100,100,100
38,False,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,100,100,100,100,100,100,100,100,100,100,100,100
39,False,1.1,1.045,1.243,1.21,0.66,0.66,1.067,0.99,1.32,1.32,1.32,0.957,100,100,100,100,100,100,100,100,100,100,100,100
40,False,0.5,0.45,0.52,0.5,0.3,0.3,0.45,0.42,0.55,0.55,0.54,0.41,100,100,100,100,100,100,100,100,100,100,100,100
41,False,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,100,100,100,100,100,100,100,100,100,100,100,100
42,False,1,0.9,1.05,1,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,100,100,100,100,100,100,100,100,100,100,100,100
43,False,1.05,0.9,1.25,1.05,0.525,0.525,1,0.8,1.35,1.1,1.25,0.8,100,100,100,100,150,150,100,100,100,100,100,100
44,False,1,0.9,1.04,1,0.6,0.6,0.9,0.84,1.1,1.1,1.08,0.82,100,100,100,100,100,100,100,100,100,100,100,100
45,False,0.7,0.63,0.735,0.7,0.42,0.42,0.63,0.595,0.77,0.77,0.756,0.574,100,100,100,100,100,100,100,100,100,100,100,100
46,False,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,100,100,100,100,100,100,100,100,100,100,100,100
47,False,0.35,0.315,0.3675,0.35,0.21,0.21,0.315,0.2975,0.385,0.385,0.378,0.287,100,100,100,100,100,100,100,100,100,100,100,100
48,False,0.75,0.675,0.7875,0.75,0.45,0.45,0.675,0.6375,0.825,0.825,0.81,0.615,100,100,100,100,100,100,100,100,100,100,100,100
49,False,0.4,0.36,0.42,0.4,0.24,0.24,0.36,0.34,0.44,0.44,0.44,0.328,100,100,100,100,100,100,100,100,100,100,100,100
50,False,1,0.9,1.15,1.1,0.6,0.6,0.9,0.85,1.3,1.1,1.17,0.9,100,100,100,100,100,100,100,100,100,100,100,100
51,False,2.5,2.25,2.625,2.5,1.9,1.9,2.25,2.125,3.5,3,2.7,2.05,100,100,100,100,100,100,100,100,100,100,100,100
52,False,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,100,100,100,100,100,100,100,100,100,100,100,100
53,False,0.8,0.72,0.84,0.8,0.5,0.5,0.72,0.68,0.88,0.88,0.86,0.66,100,100,100,100,100,100,100,100,100,100,100,100
54,False,1.6,1.44,1.68,1.6,0.96,0.96,1.44,1.36,1.76,1.76,1.728,1.312,100,100,100,100,100,100,100,100,100,100,100,100
55,False,1.1,0.99,1.23,1.1,0.726,0.726,0.99,0.935,1.34,1.21,1.27,0.902,100,100,100,100,100,100,100,100,100,100,100,100
56,False,0.8,0.72,0.84,0.8,0.48,0.48,0.72,0.68,0.88,0.88,0.864,0.656,100,100,100,100,100,100,100,100,100,100,100,100
57,False,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,100,100,100,100,100,100,100,100,100,100,100,100
58,False,1,0.9,1.05,1,0.6,0.6,0.9,0.85,1.25,1.1,1.08,0.82,100,100,100,100,100,100,100,100,100,100,100,100
59,False,1.05,0.85,1.19,1,0.6,0.6,0.95,0.8,1.4,1.05,1.15,0.77,100,100,100,100,125,125,100,100,100,100,100,100
60,False,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.8,0.8,0.8,100,100,100,100,100,100,100,100,100,100,100,100
61,False,1.2,1.08,1.26,1.2,0.72,0.72,1.08,1.02,1.5,1.32,1.296,0.984,100,100,100,100,100,100,100,100,100,100,100,100
62,False,0.5,0.45,0.52,0.5,0.36,0.36,0.45,0.42,0.55,0.55,0.54,0.41,100,100,100,100,100,100,100,100,100,100,100,100
63,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100,100,100,100,100,100,100,100,100,100,100,100
64,False,0.95,0.86,1.05,0.95,0.62,0.62,0.85,0.8,1.16,1.04,1.1,0.77,100,100,100,100,100,100,100,100,100,100,100,100
65,True,0.99,0.89,1.12,1.03,0.47,0.47,1,0.84,1.3,1.018,1,0.84,100,100,100,100,150,150,100,100,100,100,100,100
66,False,1.1,0.95,1.15,1.1,0.65,0.65,1,0.92,1.3,1.22,1.15,0.9,100,100,100,100,100,100,100,100,100,100,100,100
67,False,0.3,0.27,0.315,0.3,0.18,0.18,0.27,0.255,0.36,0.33,0.324,0.246,100,100,100,100,100,100,100,100,100,100,100,100
68,False,1,0.9,1.13,1,0.6,0.6,0.9,0.85,1.2,1.1,1.16,0.82,100,100,100,100,100,100,100,100,100,100,100,100
69,False,0.8,0.68,0.88,0.76,0.6,0.6,0.68,0.656,0.96,0.84,0.92,0.624,100,100,100,100,100,100,100,100,100,100,100,100
70,True,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100
71,False,0.5,0.45,0.55,0.5,0.3,0.3,0.45,0.4,0.6,0.6,0.58,0.42,100,100,100,100,100,100,100,100,100,100,100,100
72,False,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,100,100,100,100,100,100,100,100,100,100,100,100
73,False,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,100,100,100,100,100,100,100,100,100,100,100,100
