key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
36,8120,63636,63736,False,12,20,21,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False
37,8121,63637,63737,False,13,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,True,True
38,8129,63638,63738,True,14,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
39,8122,63639,63739,False,12,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,False
40,8112,63640,63740,False,12,0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,True,False,True,False,True
41,8113,63641,63741,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
42,8104,63642,63742,False,12,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
43,8105,63643,63743,False,12,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
44,8107,63644,63744,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
45,8109,63645,63745,False,14,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,True,True,True,True
46,8123,63646,63746,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
47,8117,63647,63747,False,13,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,True,True
48,8102,63648,63748,False,14,0,0,0,21,0,20,0,0,0,0,True,True,True,False,False,False,True,True,True,True
49,8101,63651,63751,False,12,21,0,20,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
50,8108,63650,63750,False,12,0,0,0,0,0,0,0,0,21,0,True,True,True,True,True,True,True,True,True,True
51,8103,63649,63749,False,10,20,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,False
52,8115,63635,63735,False,12,0,0,0,0,20,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
53,8140,63614,63714,False,10,21,0,20,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
