key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
34,9786,0,False,False,False,False,0,2.8,5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
35,10514,0,False,False,False,False,0,3.2,1.4,0,0.4,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
36,10515,0,False,False,False,False,0,3.2,1.4,0,0.4,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
37,10697,0,False,False,False,False,-1.56667,1.76667,2,0,4.5,10698,0,False,False,False,False,1.86667,1.4,0.433333,0,4.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
38,10699,0,False,False,False,False,-1.56667,1.76667,2,0,4.5,10700,0,False,False,False,False,1.86667,1.4,0.433333,0,4.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
39,10712,0,False,False,False,False,11.222,7.6,1.027,0,1,10713,0,False,False,False,False,18.458,3.396,11.596,0,1,10714,0,False,False,False,False,-11.222,7.6,1.027,0,1,10715,0,False,False,False,False,-18.458,3.396,11.596,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
40,3939,0,False,False,False,False,0,1.5,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
41,11379,0,False,False,False,False,2,0,0,0,1,11379,0,False,False,False,False,2,0,0,0,1,11379,0,False,False,False,False,2,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
42,11343,0,False,False,True,False,-0.361,6,5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
43,11295,0,False,False,False,False,11.222,7.6,1.027,0,1,11296,0,False,False,False,False,18.458,3.396,11.596,0,1,11297,0,False,False,False,False,-11.222,7.6,1.027,0,1,11298,0,False,False,False,False,-18.458,3.396,11.596,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
44,11641,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
45,11579,0,False,False,False,False,0,0,0,0,1,11579,0,False,False,False,False,0,0,0,0,1,11578,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
46,11759,0,False,False,False,False,0,0,0,0,1,11759,0,False,False,False,False,0,0,0,0,1,11758,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
47,12186,0,False,False,False,False,0,7,-3,0,10,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
48,12501,1,False,False,True,False,0.067,3.514,1.531,0,3.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
49,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
50,13604,0,False,False,False,False,0,0,0,0,1,13603,0,False,False,False,False,0,0,0,0,1,13605,0,False,False,False,False,0,0,0,0,1,13604,0,False,False,False,False,0,0,0,0,1,13603,0,False,False,False,False,0,0,0,0,1,13605,0,False,False,False,False,0,0,0,0,1
51,14335,0,False,False,False,False,0,0,0,0,1,14335,0,False,False,False,False,0,0,0,0,1,14335,0,False,False,False,False,0,0,0,0,1,14335,0,False,False,False,False,-1,1.5,3,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
52,14336,0,False,False,False,False,0,0,0,0,1,14336,0,False,False,False,False,0,0,0,0,1,14336,0,False,False,False,False,0,0,0,0,1,14336,0,False,False,False,False,-1,1.5,3,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
53,14597,0,False,False,False,False,0,2,0,0,1,14598,0,False,False,False,False,0,2,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
54,15046,0,False,False,False,False,0,0,0,0,0,15047,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
55,15050,0,False,False,False,False,0,0,0,0,0,15051,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
56,16459,0,False,False,False,False,1.25,1.75,0,0,1,16458,0,False,False,False,False,-1.25,1.75,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
57,16761,0,False,False,False,False,6.4,2,-6,0,0,16762,0,False,False,False,False,-6.4,2,-6,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
58,16763,0,False,False,False,False,6.4,2,-6,0,0,16764,0,False,False,False,False,-6.4,2,-6,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
59,17376,0,False,False,False,False,0,4,0,0,2,17377,0,False,False,False,False,0,4,0,0,2,17378,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
60,17379,0,False,False,False,False,0,4,0,0,5.4,17380,0,False,False,False,False,0,4,0,0,5.4,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
61,17444,0,False,False,False,False,2.5,2,0,0,1,17443,0,False,False,False,False,-2.5,2,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
62,17527,0,False,False,False,True,0,3,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
63,17992,0,False,False,False,False,0,1,0,0,3.5,0,0,False,False,True,False,0,2,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
64,18000,0,False,False,False,False,0,0,0,0,0,18000,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
65,18041,0,False,False,False,True,2,3,0,0,1,18041,0,False,False,False,True,-2,3,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
66,18042,0,False,False,False,True,2,0.5,0,0,1,18042,0,False,False,False,True,-2,0.5,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
67,17834,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
68,18260,0,False,True,True,False,0,1.3,0.75,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
69,18301,3,True,False,True,False,0.069,2.013,0.79,0,1.1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
70,18227,0,False,False,False,False,0,0,0,0,0,18227,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
71,18459,0,False,False,False,True,0,7.5,14,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
72,18460,0,False,False,False,True,0,7.5,14,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
73,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
74,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
75,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
76,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
77,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
78,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
79,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
80,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
