key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2000048,"bomb digit",0,"bomb digits",0,0,1,0,0,False,"Bomb Digit",30201,1,5,1,66701,3,0,0
2000049,"warding lantern",0,"warding lantern",0,0,1,0,0,False,"Warding Lantern",24153,1,1,1,66702,5,0,0
2000050,"bomb digit",0,"bomb digits",0,0,1,0,0,False,"Bomb Digit",30201,1,1,1,66702,3,0,0
2000051,"spooky sparkler",0,"spooky sparkler",0,0,1,0,0,False,"Spooky Sparkler",22646,1,1,1,66702,3,0,0
2000052,"fire candy",0,"fire candies",0,0,1,0,0,False,"Fire Candy",22624,1,1,1,66708,3,0,0
2000053,"wind candy",0,"wind candies",0,0,1,0,0,False,"Wind Candy",22625,1,1,1,66708,3,0,0
2000054,"earth candy",0,"earth candies",0,1,1,0,0,False,"Earth Candy",22626,1,1,1,66708,3,0,0
2000055,"bomb digit",0,"bomb digits",0,0,1,0,0,False,"Bomb Digit",30201,1,5,1,66709,3,0,0
2000056,"warding lantern",0,"warding lantern",0,0,1,0,0,False,"Warding Lantern",24153,1,1,1,66710,5,0,0
2000057,"bomb digit",0,"bomb digits",0,0,1,0,0,False,"Bomb Digit",30201,1,1,1,66710,3,0,0
2000058,"spooky sparkler",0,"spooky sparkler",0,0,1,0,0,False,"Spooky Sparkler",22645,1,1,1,66710,3,0,0
2000061,"pot of amber unguent",0,"pots of amber unguent",0,0,1,0,0,False,"Amber Unguent",20661,1,3,1,65663,3,0,0
2000062,"chigoe egg sac",0,"chigoe egg sacs",0,0,1,0,0,False,"Chigoe Egg Sac",22623,1,8,1,65664,3,0,0
2000071,"anole egg",0,"anole eggs",0,1,1,0,0,False,"Anole Egg",25251,1,4,1,65661,3,0,0
2000074,"handmade eel pie",0,"handmade eel pies",0,0,1,0,0,False,"Handmade Eel Pie",24305,1,1,1,65621,3,0,0
2000075,"bag of stolen Mun-Tuy beans",0,"bags of stolen Mun-Tuy beans",0,0,1,0,0,False,"Stolen Mun-Tuy Beans",22623,1,6,1,65639,3,0,0
2000076,"scented letter",0,"scented letters",0,0,1,0,0,False,"Scented Letter",26151,1,1,1,65635,3,0,0
2000077,"microchu leaflet",0,"microchu leaflets",0,0,1,0,0,False,"Microchu Leaflet",25201,1,4,1,65634,0,0,0
2000079,"F'mibhas's sealed message",0,"F'mibhas's sealed messages",0,0,1,0,1,False,"F'mibhas's Sealed Message",25918,0,1,1,65560,0,0,0
2000080,"bag of basic provisions",0,"bags of basic provisions",0,0,1,0,0,False,"Basic Provisions",22623,0,1,1,65570,0,0,0
2000081,"bone spearhead",0,"bone spearheads",0,0,1,0,0,False,"Bone Spearhead",22303,0,1,1,65574,0,0,0
2000082,"pot of beeswax oil",0,"pots of beeswax oil",0,0,1,0,0,False,"Beeswax Oil",22636,0,1,1,65574,0,0,0
2000083,"length of brambleweed rope",0,"lengths of brambleweed rope",0,0,1,0,0,False,"Brambleweed Rope",26103,0,1,1,65574,0,0,0
2000084,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,False,"Azeyma Rose Hip",25302,1,6,1,65577,0,0,0
2000085,"fresh bunch of gysahl greens",0,"fresh bunches of gysahl greens",0,0,1,0,0,False,"Fresh Gysahl Greens",25218,1,1,1,66698,3,0,0
2000092,"roselet seed",0,"roselet seeds",0,0,1,0,0,False,"Roselet Seed",22623,1,6,1,65692,3,0,0
2000093,"strand of newly spun diremite webbing",0,"strands of newly spun diremite webbing",0,0,1,0,0,False,"Newly Spun Diremite Web",21664,1,6,1,65693,3,0,0
2000094,"bottle of stingbrew",0,"bottles of stingbrew",0,0,1,0,0,False,"Stingbrew",24403,1,1,1,65694,3,0,0
2000095,"smoldering coal",0,"smoldering coals",0,0,1,0,0,False,"Smoldering Coal",30202,1,1,1,65695,3,0,0
2000096,"Leia's egg",0,"Leia's eggs",0,0,1,0,1,False,"Leia's Egg",25252,1,1,1,65697,3,0,0
2000097,"Keitha's letter",0,"Keitha's letters",0,0,1,0,1,False,"Keitha's Letter",25918,1,1,1,0,3,0,0
2000098,"phial of scarlet oil",0,"phials of scarlet oil",0,0,1,0,0,False,"Scarlet Oil",20641,1,6,1,65567,0,0,0
2000099,"bag of dead hornets",0,"bags of dead hornets",0,0,1,0,0,False,"Dead Hornets",22623,1,4,1,65694,3,0,0
2000100,"bottle of flat ale",0,"bottles of flat ale",0,0,1,0,0,False,"Flat Ale",20643,1,3,1,65696,3,0,0
2000101,"phial of Azeyma rose oil",0,"phials of Azeyma rose oil",0,0,1,0,0,False,"Azeyma Rose Oil",20663,1,2,1,65556,3,0,0
2000102,"Stone of Courage",0,"Stones of Courage",0,0,1,0,0,False,"Stone of Courage",21451,1,1,1,65571,0,0,0
2000103,"flask of humus oil",0,"flasks of humus oil",0,0,1,0,0,False,"Humus Oil",22636,1,1,1,0,3,0,0
2000104,"rusted octant",0,"rusted octants",0,0,1,0,0,False,"Rusted Octant",21002,1,1,1,65644,3,0,0
2000105,"rusted octant",0,"rusted octants",0,0,1,0,0,False,"Rusted Octant",21002,1,1,1,65645,3,0,0
2000119,"handmade eel pie",0,"handmade eel pies",0,0,1,0,0,False,"Handmade Eel Pie",24305,1,1,1,65659,3,0,0
2000120,"handmade eel pie",0,"handmade eel pies",0,0,1,0,0,False,"Handmade Eel Pie",24305,1,1,1,65660,3,0,0
2000121,"flask of pristine water",0,"flasks of pristine water",0,0,1,0,0,False,"Pristine Water",22614,1,1,1,65628,3,0,0
2000122,"Stone of Courage",0,"Stones of Courage",0,0,1,0,0,False,"Stone of Courage",21451,1,1,1,65679,0,0,0
2000123,"magitek photocell",0,"magitek photocells",0,0,1,0,0,False,"Magitek Photocell",22625,1,99,1,0,0,0,0
2000124,"carrion chigoe egg sac",0,"carrion chigoe egg sacs",0,0,1,0,0,False,"Carrion Chigoe Egg Sac",22623,0,99,1,0,0,0,0
2000125,"tattered uniform",0,"tattered uniforms",0,0,1,0,0,False,"Tattered Uniform",22623,0,99,1,0,0,0,0
2000126,"plump honeybee",0,"plump honeybees",0,0,1,0,0,False,"Plump Honeybee",27002,0,99,1,0,0,0,0
2000127,"sticky leaf",0,"sticky leaves",0,0,1,0,0,False,"Sticky Leaf",25201,0,99,1,0,0,0,0
2000128,"poached pelt",0,"poached pelts",0,0,1,0,0,False,"Poached Pelt",21002,0,99,1,0,0,0,0
2000136,"sealed envelope",0,"sealed envelopes",0,0,1,0,0,False,"Sealed Envelope",25918,1,1,1,65685,3,0,0
2000137,"Franz the Fair flyer",0,"Franz the Fair flyers",0,0,1,0,0,False,"Franz the Fair Flyer",25906,1,3,1,65689,3,1,1
2000138,"shrew pelt",0,"shrew pelts",0,0,1,0,0,False,"Shrew Pelt",21809,1,5,1,65699,3,0,0
2000140,"burlap sack",0,"burlap sacks",0,0,1,0,0,False,"Burlap Sack",22628,1,1,1,65709,3,0,0
2000141,"set of survey records",0,"sets of survey records",0,0,1,0,0,False,"Survey Records",26151,1,1,1,65711,3,0,0
2000142,"bog yarzon shell",0,"bog yarzon shells",0,0,1,0,0,False,"Bog Yarzon Shell",22252,1,4,1,65733,0,0,0
2000143,"glimshroom",0,"glimshrooms",0,0,1,0,0,False,"Glimshroom",25402,1,1,1,65731,3,0,0
2000144,"basketful of aphids",0,"basketfuls of aphids",0,0,1,0,0,False,"Aphids",27003,1,1,1,65707,3,0,0
2000146,"box of surveyor's instruments",0,"boxes of surveyor's instruments",0,0,1,0,0,False,"Surveyor's Instruments",21002,1,2,1,65711,3,0,0
2000147,"surveyor's rope",0,"surveyor's ropes",0,0,1,0,0,False,"Surveyor's Rope",26103,1,1,1,65711,3,0,0
2000148,"East Aldenard Trading Company cargo crate",0,"East Aldenard Trading Company cargo crates",0,1,1,0,0,False,"East Aldenard Trading Company Cargo",21003,1,3,1,65758,3,0,0
2000149,"bottle of cactuar blood",0,"bottles of cactuar blood",0,0,1,0,0,False,"Cactuar Blood",20642,1,4,1,65759,3,0,0
2000150,"piece of Fafafono's baggage",0,"pieces of Fafafono's baggage",0,0,1,0,0,False,"Fafafono's Baggage",21003,1,3,1,65761,3,0,0
2000151,"slice of funguar gills",0,"slices of funguar gills",0,0,1,0,0,False,"Funguar Gills",25403,0,99,1,0,0,0,0
2000152,"microchu vine",0,"microchu vines",0,0,1,0,0,False,"Microchu Vine",26103,0,99,1,0,0,0,0
2000153,"chunk of magnetite",0,"chunks of magnetite",0,0,1,0,0,False,"Magnetite",21209,1,3,1,65764,3,0,0
2000154,"copper lure",0,"copper lures",0,0,1,0,0,False,"Copper Lure",27055,1,2,1,65765,3,0,0
2000164,"bottle of coblyn grease",0,"bottles of coblyn grease",0,0,1,0,0,False,"Coblyn Grease",20663,1,4,1,65763,3,0,0
2000165,"letter to Momodi",0,"letters to Momodi",0,0,1,0,0,False,"Letter to Momodi",25918,1,1,1,65766,3,0,0
2000168,"antling mandible",0,"antling mandibles",0,1,1,0,0,False,"Antling Mandible",22205,1,5,1,65841,3,0,0
2000169,"hammer beak rib",0,"hammer beak ribs",0,0,1,0,0,False,"Hammer Beak Rib",22202,1,1,1,0,3,0,0
2000170,"silver ore cluster",0,"silver ore clusters",0,0,1,0,0,False,"Silver Ore Cluster",21211,1,1,1,0,3,0,0
2000177,"hammer beak rib",0,"hammer beak ribs",0,0,1,0,0,False,"Hammer Beak Rib",22202,1,8,1,65862,3,0,0
2000185,"well-worn fishing rod",0,"well-worn fishing rods",0,0,1,0,0,False,"Well-worn Fishing Rod",38201,1,1,1,65921,3,0,0
2000186,"Roseline's missive",0,"Roseline's missives",0,0,1,0,1,False,"Roseline's Missive",26151,1,1,1,65916,3,0,0
2000187,"Roseline's missive",0,"Roseline's missives",0,0,1,0,1,False,"Roseline's Missive",26151,1,1,1,65916,3,0,0
2000188,"Roseline's missive",0,"Roseline's missives",0,0,1,0,1,False,"Roseline's Missive",26151,1,1,1,65916,3,0,0
2000189,"clay krater",0,"clay kraters",0,0,1,0,0,False,"Clay Krater",25055,1,1,1,0,3,0,0
2000191,"worn leather bag",0,"worn leather bags",0,0,1,0,0,False,"Leather Bag",25919,1,1,1,65915,3,0,0
2000192,"bouquet of Nymeia lilies",0,"bouquets of Nymeia lilies",0,0,1,0,0,False,"Nymeia Lilies",22627,1,3,1,65919,3,0,0
2000193,"thousand-year plum",0,"thousand-year plums",0,0,1,0,0,False,"Thousand-year Plum",25308,0,99,1,0,0,0,0
2000196,"bottle of deep-green tonic",0,"bottles of deep-green tonic",0,0,1,0,0,False,"Deep-green Tonic",20661,1,1,1,65930,3,0,0
2000197,"cracked vase",0,"cracked vases",0,0,1,0,0,False,"Cracked Vase",25055,1,1,1,65931,3,0,0
2000198,"handful of dropped gil",0,"handfuls of dropped gil",0,0,1,0,0,False,"Dropped Gil",25919,1,5,1,65932,3,0,0
2000199,"receipt of purchase",0,"receipts of purchase",0,0,1,0,0,False,"Receipt of Purchase",25906,1,1,1,65839,3,0,0
2000200,"slice of salt-cured antelope",0,"slices of salt-cured antelope",0,0,1,0,0,False,"Salt-cured Antelope",24353,1,1,1,0,3,0,0
2000201,"order slip",0,"order slips",0,1,1,0,0,False,"Order Slip",26151,1,1,1,65701,3,0,0
2000203,"box of dried Mun-Tuy beans",0,"boxes of dried Mun-Tuy beans",0,0,1,0,0,False,"Mun-Tuy Bean Box",21003,1,1,1,0,3,0,0
2000204,"small cane",0,"small canes",0,0,1,0,0,False,"Small Cane",32412,1,1,1,0,3,0,0
2000205,"small cane",0,"small canes",0,0,1,0,0,False,"Small Cane",32412,1,1,1,0,3,0,0
2000206,"box of hunting tools",0,"boxes of hunting tools",0,0,1,0,0,False,"Hunting Tools",21002,1,3,1,0,3,0,0
2000209,"pile of antelope umbles",0,"piles of antelope umbles",0,0,1,0,0,False,"Antelope Umbles",29002,1,4,1,0,3,0,0
2000210,"ochu leaflet",0,"ochu leaflets",0,1,1,0,0,False,"Ochu Leaflet",25201,1,4,1,0,3,0,0
2000211,"cut of fresh shrew meat",0,"cuts of fresh shrew meat",0,0,1,0,0,False,"Fresh Shrew Meat",25155,1,2,1,65840,3,0,0
2000212,"silver ore cluster",0,"silver ore clusters",0,0,1,0,0,False,"Silver Ore Cluster",21215,1,1,1,65843,3,0,0
2000214,"slice of fatty orobon",0,"slices of fatty orobon",0,0,1,0,0,False,"Fatty Orobon",29002,1,4,1,65858,3,0,0
2000215,"bottle of spoken blood",0,"bottles of spoken blood",0,0,1,0,0,False,"Spoken Blood",22601,1,4,1,0,3,0,0
2000216,"Amajina & Sons coffer",0,"Amajina & Sons coffers",0,1,1,0,0,False,"Amajina & Sons Coffer",21002,1,3,1,65844,3,0,0
2000217,"Naldiq & Vymelli missive",0,"Naldiq & Vymelli missives",0,0,1,0,0,False,"Naldiq & Vymelli Missive",25918,1,1,1,65942,3,0,0
2000218,"packed lunch",0,"packed lunches",0,0,1,0,0,False,"Packed Lunch",22641,1,4,1,65945,3,0,0
2000219,"lightning sprite core",0,"lightning sprite cores",0,0,1,0,0,False,"Lightning Sprite Core",21265,1,3,1,65946,3,0,0
2000220,"curved jackal fang",0,"curved jackal fangs",0,0,1,0,0,False,"Curved Jackal Fang",22303,1,4,1,65947,3,0,0
2000221,"lump of fetid dodo flesh",0,"lumps of fetid dodo flesh",0,0,1,0,0,False,"Fetid Dodo Flesh",24353,1,1,1,65952,3,0,0
2000222,"brass helm wheel",0,"brass helm wheels",0,0,1,0,0,False,"Brass Helm Wheel",21003,1,1,1,65951,3,0,0
2000223,"knot of tangled rigging",0,"knots of tangled rigging",0,0,1,0,0,False,"Tangled Rigging",20910,1,1,1,65951,3,0,0
2000224,"folded sailcloth",0,"folded sailcloths",0,0,1,0,0,False,"Folded Sailcloth",21602,1,1,1,65951,3,0,0
2000225,"La Noscean lilybell",0,"La Noscean lilybells",0,0,1,0,0,False,"La Noscean Lilybell",25022,1,1,1,65953,3,0,0
2000228,"muddy potsherd",0,"muddy potsherds",0,0,1,0,0,False,"Muddy Potsherd",25054,1,5,1,0,3,0,0
2000229,"magicked blade",0,"magicked blades",0,0,1,0,0,False,"Magicked Blade",30426,1,1,1,65981,3,0,0
2000230,"sack of foul-smelling bait",0,"sacks of foul-smelling bait",0,0,1,0,0,False,"Foul-smelling Bait",21005,1,2,1,65583,3,0,0
2000231,"bone whistle",0,"bone whistles",0,0,1,0,0,False,"Bone Whistle",25919,1,3,1,0,3,0,0
2000232,"bottle of Fullflower mead",0,"bottles of Fullflower mead",0,0,1,0,0,False,"Fullflower Mead",25057,1,1,1,65974,3,0,0
2000233,"balloon finger",0,"balloon fingers",0,0,1,0,0,False,"Balloon Finger",25911,1,6,1,65974,3,0,0
2000234,"oily order slip",0,"oily order slips",0,1,1,0,0,False,"Oily Order Slip",26153,1,4,1,65860,3,0,0
2000235,"alchemic potation",0,"alchemic potations",0,1,1,0,0,False,"Alchemic Potation",24403,1,1,1,65591,3,0,0
2000236,"bloody boar tusk",0,"bloody boar tusks",0,0,1,0,0,False,"Bloody Boar Tusk",22301,1,10,1,65592,3,0,0
2000237,"piece of fallen cargo",0,"pieces of fallen cargo",0,0,1,0,0,False,"Fallen Cargo",21003,1,2,1,65923,3,0,0
2000238,"plantation pumpkin",0,"plantation pumpkins",0,0,1,0,0,False,"Plantation Pumpkin",25210,1,1,1,65839,3,0,0
2000239,"crumbling ginger cookie",0,"crumbling ginger cookies",0,0,1,0,0,False,"Crumbling Ginger Cookie",24051,1,4,1,65856,3,0,0
2000240,"Luquelot's letter",0,"Luquelot's letters",0,0,1,0,1,False,"Luquelot's Letter",25918,1,1,1,65982,3,0,0
2000241,"torn timetable",0,"torn timetables",0,0,1,0,0,False,"Torn Timetable",26151,1,1,1,65925,3,0,0
2000242,"bunch of broad-leaf gysahl greens",0,"bunches of broad-leaf gysahl greens",0,0,1,0,0,False,"Broad-leaf Gysahl Greens",25218,1,3,1,65910,3,0,0
2000243,"bottle of spoken blood",0,"bottles of spoken blood",0,0,1,0,0,False,"Spoken Blood",22601,1,1,1,65974,3,0,0
2000244,"cultist rosary",0,"cultist rosaries",0,0,1,0,0,False,"Cultist Rosary",21265,1,99,1,0,0,0,0
2000245,"gaudy ring",0,"gaudy rings",0,0,1,0,0,False,"Gaudy Ring",48021,1,1,1,65687,3,0,0
2000246,"smoked crayfish balls",0,"smoked crayfish balls",0,0,1,0,0,False,"Smoked Crayfish Balls",21003,1,1,1,65922,3,0,0
2000247,"Mun-Tuy bean delivery",0,"Mun-Tuy bean deliveries",0,0,1,0,0,False,"Mun-Tuy Bean Delivery",22628,1,1,1,65922,3,0,0
2000248,"suit of unworn plate mail",0,"suits of unworn plate mail",0,0,1,0,0,False,"Unworn Plate Mail",42808,1,1,1,65922,3,0,0
2000249,"Miounne's letter",0,"Miounne's letters",0,0,1,0,1,False,"Miounne's Letter",25918,1,1,1,65983,3,0,0
2000250,"wooden lockbox",0,"wooden lockboxes",0,0,1,0,0,False,"Wooden Lockbox",21002,1,1,1,65984,3,0,0
2000251,"poached hide",0,"poached hides",0,0,1,0,0,False,"Poached Hide",23001,0,99,1,0,0,0,0
2000252,"stolen crate",0,"stolen crates",0,0,1,0,0,False,"Stolen Crate",21003,0,99,1,0,0,0,0
2000253,"golem fragment",0,"golem fragments",0,0,1,0,0,False,"Golem Fragment",21202,0,99,1,0,0,0,0
2000254,"earth sprite core",0,"earth sprite cores",0,1,1,0,0,False,"Earth Sprite Core",21202,0,99,1,0,0,0,0
2000255,"stolen shipping crate",0,"stolen shipping crates",0,0,1,0,0,False,"Stolen Shipping Crate",21003,0,99,1,0,0,0,0
2000256,"cactus leaf",0,"cactus leaves",0,0,1,0,0,False,"Cactus Leaf",23001,0,99,1,0,0,0,0
2000257,"golem soulstone",0,"golem soulstones",0,0,1,0,0,False,"Golem Soulstone",21202,0,99,1,0,0,0,0
2000258,"crate of contraband",0,"crates of contraband",0,0,1,0,0,False,"Contraband",23001,0,99,1,0,0,0,0
2000259,"slip of bloody parchment",0,"slips of bloody parchment",0,0,1,0,0,False,"Bloody Parchment",26151,1,99,1,0,0,0,0
2000260,"tiny key",0,"tiny keys",0,0,1,0,0,False,"Tiny Key",25904,1,99,1,0,0,0,0
2000261,"white key",0,"white keys",0,0,1,0,0,False,"White Key",25902,1,99,1,0,0,0,0
2000262,"red key",0,"red keys",0,0,1,0,0,False,"Red Key",25903,1,99,1,0,0,0,0
2000263,"green key",0,"green keys",0,0,1,0,0,False,"Green Key",25903,1,99,1,0,0,0,0
2000264,"yellow key",0,"yellow keys",0,0,1,0,0,False,"Yellow Key",25903,1,99,1,0,0,0,0
2000265,"throbbing maple log",0,"throbbing maple logs",0,0,1,0,0,False,"Throbbing Maple Log",22408,0,99,1,0,0,0,0
2000266,"twitching maple branch",0,"twitching maple branches",0,0,1,0,0,False,"Twitching Maple Branch",22416,0,99,1,0,0,0,0
2000267,"treant acorn",0,"treant acorns",0,0,1,0,0,False,"Treant Acorn",25304,0,99,1,0,0,0,0
2000268,"ash sapling",0,"ash saplings",0,1,1,0,0,False,"Ash Sapling",22407,0,99,1,0,0,0,0
2000269,"ash sapling branch",0,"ash sapling branches",0,1,1,0,0,False,"Ash Sapling Branch",22416,0,99,1,0,0,0,0
2000270,"sprig of east bank mistletoe",0,"sprigs of east bank mistletoe",0,0,1,0,0,False,"East Bank Mistletoe",25001,0,99,1,0,0,0,0
2000271,"bundle of chopped firewood",0,"bundles of chopped firewood",0,0,1,0,0,False,"Chopped Firewood",22407,0,99,1,0,0,0,0
2000272,"bundle of dry kindling",0,"bundles of dry kindling",0,0,1,0,0,False,"Dry Kindling",22418,0,99,1,0,0,0,0
2000273,"pot of pure latex",0,"pots of pure latex",0,0,1,0,0,False,"Pure Latex",22643,0,99,1,0,0,0,0
2000274,"pot of impure latex",0,"pots of impure latex",0,0,1,0,0,False,"Impure Latex",22643,0,99,1,0,0,0,0
2000275,"thinned ash log",0,"thinned ash logs",0,0,1,0,0,False,"Thinned Ash Log",22407,0,99,1,0,0,0,0
2000276,"thinned ash branch",0,"thinned ash branches",0,0,1,0,0,False,"Thinned Ash Branch",22416,0,99,1,0,0,0,0
2000277,"straight ash log",0,"straight ash logs",0,0,1,0,0,False,"Straight Ash Log",22407,0,99,1,0,0,0,0
2000278,"heavenspillar root",0,"heavenspillar roots",0,0,1,0,0,False,"Heavenspillar Root",25005,0,99,1,0,0,0,0
2000279,"piece of heavenspillar bark",0,"pieces of heavenspillar bark",0,0,1,0,0,False,"Heavenspillar Bark",22418,0,99,1,0,0,0,0
2000280,"thick heavenspillar root",0,"thick heavenspillar roots",0,0,1,0,0,False,"Thick Heavenspillar Root",25005,0,99,1,0,0,0,0
2000281,"ochu seed",0,"ochu seeds",0,1,1,0,0,False,"Ochu Seed",25314,0,99,1,0,0,0,0
2000282,"dried ochu leaf",0,"dried ochu leaves",0,0,1,0,0,False,"Dried Ochu Leaf",21662,0,99,1,0,0,0,0
2000283,"piece of spore-covered bark",0,"pieces of spore-covered bark",0,0,1,0,0,False,"Spore-covered Bark",22418,0,99,1,0,0,0,0
2000284,"piece of worm-eaten bark",0,"pieces of worm-eaten bark",0,0,1,0,0,False,"Worm-eaten Bark",22418,0,99,1,0,0,0,0
2000285,"large chestnut",0,"large chestnuts",0,0,1,0,0,False,"Large Chestnut",25302,0,99,1,0,0,0,0
2000286,"rotten chestnut",0,"rotten chestnuts",0,0,1,0,0,False,"Rotten Chestnut",25302,0,99,1,0,0,0,0
2000287,"golden chestnut",0,"golden chestnuts",0,0,1,0,0,False,"Golden Chestnut",25302,0,99,1,0,0,0,0
2000288,"sprig of west bank mistletoe",0,"sprigs of west bank mistletoe",0,0,1,0,0,False,"West Bank Mistletoe",25001,0,99,1,0,0,0,0
2000289,"long ash log",0,"long ash logs",0,0,1,0,0,False,"Long Ash Log",22407,0,99,1,0,0,0,0
2000290,"thin ash log",0,"thin ash logs",0,0,1,0,0,False,"Thin Ash Log",22407,0,99,1,0,0,0,0
2000291,"roselet seed",0,"roselet seeds",0,0,1,0,0,False,"Roselet Seed",25314,0,99,1,0,0,0,0
2000292,"withered roselet leaf",0,"withered roselet leaves",0,0,1,0,0,False,"Withered Roselet Leaf",25201,0,99,1,0,0,0,0
2000293,"sprouted roselet seed",0,"sprouted roselet seeds",0,0,1,0,0,False,"Sprouted Roselet Seed",25314,0,99,1,0,0,0,0
2000294,"sprig of quickweed",0,"sprigs of quickweed",0,0,1,0,0,False,"Quickweed",25008,0,99,1,0,0,0,0
2000295,"sprig of jessamine",0,"sprigs of jessamine",0,0,1,0,0,False,"Jessamine",25008,0,99,1,0,0,0,0
2000296,"pot of clear maple sap",0,"pots of clear maple sap",0,0,1,0,0,False,"Clear Maple Sap",22642,0,99,1,0,0,0,0
2000297,"pot of clouded maple sap",0,"pots of clouded maple sap",0,0,1,0,0,False,"Clouded Maple Sap",22642,0,99,1,0,0,0,0
2000298,"piece of branded bark",0,"pieces of branded bark",0,0,1,0,0,False,"Branded Bark",22418,0,99,1,0,0,0,0
2000299,"bed of green moss",0,"beds of green moss",0,0,1,0,0,False,"Green Moss Bed",22649,0,99,1,0,0,0,0
2000300,"pot of giant brambleweed sap",0,"pots of giant brambleweed sap",0,0,1,0,0,False,"Giant Brambleweed Sap",22642,0,99,1,0,0,0,0
2000301,"giant brambleweed thorn",0,"giant brambleweed thorns",0,0,1,0,0,False,"Giant Brambleweed Thorn",22304,0,99,1,0,0,0,0
2000302,"dried Mun-Tuy bean",0,"dried Mun-Tuy beans",0,0,1,0,0,False,"Dried Mun-Tuy Bean",25353,0,99,1,0,0,0,0
2000303,"Shroud iris",0,"Shroud irises",0,0,1,0,0,False,"Shroud Iris",21651,0,99,1,0,0,0,0
2000304,"exposed tree root",0,"exposed tree roots",0,1,1,0,0,False,"Exposed Tree Root",25005,0,99,1,0,0,0,0
2000305,"withered tree root",0,"withered tree roots",0,0,1,0,0,False,"Withered Tree Root",25005,0,99,1,0,0,0,0
2000306,"healthy tree root",0,"healthy tree roots",0,0,1,0,0,False,"Healthy Tree Root",25005,0,99,1,0,0,0,0
2000307,"sprig of young galago mint",0,"sprigs of young galago mint",0,0,1,0,0,False,"Young Galago Mint",25016,0,99,1,0,0,0,0
2000308,"sprig of mature galago mint",0,"sprigs of mature galago mint",0,0,1,0,0,False,"Mature Galago Mint",25016,0,99,1,0,0,0,0
2000309,"Gelmorran coin",0,"Gelmorran coins",0,0,1,0,0,False,"Gelmorran Coin",25916,0,99,1,0,0,0,0
2000310,"patinated metal shard",0,"patinated metal shards",0,0,1,0,0,False,"Patinated Metal Shard",20817,0,99,1,0,0,0,0
2000311,"two-yalm switch",0,"two-yalm switches",0,0,1,0,0,False,"Two-yalm Switch",22416,0,99,1,0,0,0,0
2000312,"rotting leaf",0,"rotting leaves",0,0,1,0,0,False,"Rotting Leaf",25217,0,99,1,0,0,0,0
2000313,"handful of soldier's sore berries",0,"handfuls of soldier's sore berries",0,0,1,0,0,False,"Soldier's Sore Berries",25023,0,99,1,0,0,0,0
2000314,"soldier's sore leaf",0,"soldier's sore leaves",0,0,1,0,0,False,"Soldier's Sore Leaf",25213,0,99,1,0,0,0,0
2000315,"sprite apple",0,"sprite apples",0,0,1,0,0,False,"Sprite Apple",25308,0,99,1,0,0,0,0
2000316,"hairy caterpillar",0,"hairy caterpillars",0,0,1,0,0,False,"Hairy Caterpillar",27004,0,99,1,0,0,0,0
2000317,"spotted mushroom",0,"spotted mushrooms",0,0,1,0,0,False,"Spotted Mushroom",25407,0,99,1,0,0,0,0
2000318,"spore-covered nail",0,"spore-covered nails",0,0,1,0,0,False,"Spore-covered Nail",22305,0,99,1,0,0,0,0
