key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
720907,0,0,"CmnDefRetainerRemove_00011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Release Retainer","",False,False,False,False,False,False,False,False,False,0,0,0,True
720908,0,0,"CmnDefRentalChocobo_00012","POP_RANGE","HOWTO_ABOUT_RENTAL_CHOCOBO","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2040811,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Rent a Chocobo","",False,False,False,False,False,False,False,False,False,0,0,0,True
720909,0,0,"CmnBhtEnterLv020St0003_00013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720910,0,0,"CmnDunEnterTamtara_00014","INSTANCE_CONTENT_ID","TERRITORY_TYPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720911,0,0,"JobDefNin_00015","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","","",65770,65771,67224,68484,68485,68488,68755,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720912,0,0,"RegFstEternalCeremonyGuideRoom_00016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720913,0,0,"RegFstEternalCeremonyGuideHall_00017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720914,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"","",False,False,False,False,False,False,False,False,False,0,0,0,False
720915,0,60434,"CmnDefNpcRepair_00019","QUEST_AMJ_OPEN","QUEST_KOB_OPEN","QUEST_SAH_OPEN","QUEST_IXA_OPEN","ENPC_AMJ_REPAIR","ENPC_KOB_REPAIR","ENPC_SAH_REPAIR","ENPC_IXA_REPAIR","MOT_EVENT_MENACE","ENPC_G3T1_REPAIR","ENPC_E3F3_REPAIR","ENPC_E3EC_REPAIR","ENPC_N4F2_REPAIR","ACTIONTIMELINE_HIHO_GREETING","ENPC_N4F6_REPAIR","ENPC_N4F1_DWA_REPAIR","QUEST_M5F2_TERTIUM_REPAIR_TALK_OPEN","ENPC_M5F2_TERTIUM_REPAIR","QUEST_M5F2_TERTIUM_REPAIR_FUNC_OPEN","ENPC_M5F1_ARKASODRA_REPAIR","","","","","","","","","","",66754,66857,66911,67023,1008910,1008908,1008906,1009206,946,1019444,1019384,1024869,1027298,5625,1027962,1033716,69924,1037726,69929,1042425,0,0,0,0,0,0,0,0,0,0,False,"Repair Gear","",False,False,False,False,False,False,False,False,False,0,0,0,True
720916,0,0,"CmnDefInnBed_00020","POS_S1TI_BED_FRONT","POS_W1TI_BED_FRONT","POS_F1TI_BED_FRONT","TERRITORY_TYPE_S1TI","TERRITORY_TYPE_W1TI","TERRITORY_TYPE_F1TI","SLEEP_ACTION","WAKEUP_DREAM_ACTION","WAKEUP_ACTION","POS_R2TI_BED_FRONT","TERRITORY_TYPE_R2TI","POS_E3TI_BED_FRONT","TERRITORY_TYPE_E3TI","POS_N4TI_BED_FRONT","TERRITORY_TYPE_N4TI","POS_K5TI_BED_FRONT","TERRITORY_TYPE_K5TI","FITTINGSHOP_BGM","INN_EVENT_BED_IN_LP","POS_Y6TI_BED_FRONT","TERRITORY_TYPE_Y6TI","","","","","","","","","",3972987,3972985,3972441,177,178,179,986,988,989,5878294,429,6654106,629,7964566,843,8918005,990,4,987,10811712,1205,0,0,0,0,0,0,0,0,0,False,"Small Talk","",True,False,False,False,False,False,True,False,False,0,0,0,True
720917,0,0,"CmnDefInnDoor_00021","POP_RANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2232680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720918,0,0,"RegFstInnInfo_00022","REWARD0","POP_RANGE","","","","","","","","","CONDITION_DEFAULT_TALK","HOWTO_MARKET","HOWTO_MARKET_GETITEM","","","","","","","","","","","","","","","","","",2,1359058,0,0,0,0,0,0,0,0,31,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720919,0,0,"RegFstCnjGuild_00023","CONTENT0","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QUEST8","QST_LUCKBC006","QST_AKTKMG115","","","","","","","","","","","","","","","","","","",22,65977,66620,66726,65964,66616,67168,68715,68817,69318,68751,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720920,0,0,"RegFstCnjPreach_00024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720921,0,0,"CmnBhtRewardLv020St0003_00025","REWARD_BEHEST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720922,0,0,"CmnDefWarpNpc_00026","ACTOR0","ACTOR1","POPRANGE0","POPRANGE1","QUEST01","QUEST02","QUEST03","","","","","","","","","","","","","","","","","","","","","","","",1001263,1000541,1381039,1381038,65621,65659,65660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720923,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"","",False,False,False,False,False,False,False,False,False,0,0,0,False
720924,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"","",False,False,False,False,False,False,False,False,False,0,0,0,False
720925,0,0,"RegFstWdkGuild_00029","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","",66075,65964,67533,67537,67168,67977,67980,67981,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720926,0,0,"RegFstTanGuild_00030","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","","",65602,65964,67611,67615,67168,68145,68151,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720927,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720928,0,0,"RegFstAetheryteGuid_00032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720929,0,0,"RegFstHrvGuild_00033","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","","",65549,65964,67584,67588,67168,68156,68160,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720930,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720931,0,0,"TstPlnCmpFCCounter_00035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720932,0,0,"TstPlnTest_00036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720933,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"","",False,False,False,False,False,False,False,False,False,0,0,0,False
720934,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"","",False,False,False,False,False,False,False,False,False,0,0,0,False
720935,0,0,"CmnDefMarketBoardGridania_00039","CONDITION_DEFAULT_TALK","EOBJ_TOWN50","QUEST_TOWN50","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,2010285,68817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,True,False,False,False,False,False,False,False,0,0,0,True
720936,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"","",False,False,False,False,False,False,False,False,False,0,0,0,False
720937,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"","",False,False,False,False,False,False,False,False,False,0,0,0,False
720938,0,0,"RegWilBlackBrash_00042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720939,0,0,"RegWilArrzanethOssuary_00043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720940,0,0,"RegSeaMorabyDrydocks_00044","QUEST0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720941,0,0,"RegFstMagicItemTips_00045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720942,0,0,"ComDefGrandCompany_00046","REWARD_GRAND_COMPANY","GRAND_COMPANY_INVALID","ORDER_OF_TWIN_ADDER","HOW_TO_GRANDCOMPANY","","","","","","","","","","","","","","","","","","","","","","","","","","",10,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Grand Company","",False,False,False,False,False,False,False,False,False,0,0,0,True
720943,0,0,"CmnDefF1e4Entrance_00047","POP_RANGE","QUEST","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3884000,65983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720944,0,0,"CmnDefF1e4Exit_00048","POP_RANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3884182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720945,0,0,"CmnDefF1e5Exit_00049","POP_RANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3878860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720946,0,0,"RegSeaAdvGuild_00050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720947,0,0,"RegSeaAetheGuid_00051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720948,0,0,"RegSeaInn_00052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720949,0,0,"RegSeaExcGuild_00053","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QST_LUCKBC003","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","",65855,66590,65964,66586,67168,68436,68438,68748,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720950,0,0,"RegSeaCulGuild_00054","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","","",65806,65964,67579,67583,67168,68140,68144,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720951,0,0,"RegSeaBsnGuild_00055","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","","",65838,65964,67543,67547,67168,68129,68155,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720952,0,0,"RegSeaArmGuild_00056","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","",65820,65964,67574,67578,67168,68130,68131,68134,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720953,0,0,"RegWilHorizon_00057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720954,0,0,"RegWilDrybone_00058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720955,0,0,"RegWikAdvGuild_00059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720956,0,0,"RegWilAetheGuid_00060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720957,0,0,"RegWilInn_00061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720958,0,0,"RegWilThmGuild_00062","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST_LUCKBC007","QUEST_LUCKMI112","QST_CLSTHM011","QST_CLSTHM020","QST_AKTKMB103","QST_AKTKMB116","QST_AKTKMG115","QUEST_SEQ_1","QUEST_SEQ_5","QUEST_SEQ_7","QUEST_SEQ_FINISH","","","","","","","","","","","","",65889,66614,65963,66610,67167,68715,68817,68752,69318,65880,65881,69918,69931,70000,1,5,7,255,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720959,0,0,"RegWilGlaGuild_00063","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QUEST8","QUEST9","QUEST_LUCKBC001","QST_AKTKMG115","","","","","","","","","","","","","","","","","","",65801,66596,65963,66592,67167,68107,68108,68109,68110,68111,68746,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720960,0,0,"RegWilPglGuild_00064","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QST_JOBMNK700","QST_LUCKBC002","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","","",66103,66602,65963,66598,67167,67966,68747,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720961,0,0,"RegWilMinGuild_00065","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","",66182,65963,67616,67620,67167,68090,68089,68094,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720962,0,0,"RegWilWvrGuild_00066","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QST_AKTKMG115","","","","","","","","","","","","","","","","","","","","","",66190,65963,67538,67542,67167,67967,67968,67971,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
720963,0,0,"RegWilAlcGuild_00067","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QUEST8","QUEST9","QUEST10","QST_AKTKMG115","","","","","","","","","","","","","","","","","","",66186,65963,67601,67605,67167,67972,67973,67976,68715,68817,69318,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,"Small Talk","",False,False,False,False,False,False,False,False,False,0,0,0,True
