Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0xc],3 [0x3][0x12],4 [0x3][0x13],5 [0x19][0x16],6 [0x3][0x14],7 [0x7][0x8],8 [0x4][0x10],9 [0x3][0x15]
21,"フラクチャー効果時間延長","フラクチャーの効果時間を30秒に延長する。",5256,3,28,false,0,0,0,44
22,"スリル・オブ・バトル効果アップ","スリル・オブ・バトルの最大ＨＰ上昇効果を20％に上昇する。",5258,3,44,false,0,0,0,44
23,"ＳＴＲアップ","ＳＴＲが2上昇する。",5110,2,8,false,0,0,2,41
24,"ＳＴＲアップII","ＳＴＲが4上昇する。",5111,2,16,false,0,0,4,41
25,"ＳＴＲアップIII","ＳＴＲが6上昇する。",5112,2,24,false,0,0,6,41
26,"疾風迅雷効果アップ","疾風迅雷が2つまでスタックするようになる。",5230,2,20,false,0,0,0,41
27,"発勁効果アップ","発勁のクリティカル発動率上昇効果を30％に上昇する。",5229,2,36,false,0,0,0,41
28,"フェザーステップ効果アップ","フェザーステップの回避率上昇効果を20％に上昇する。",5227,2,14,false,0,0,0,41
29,"内丹効果アップ","内丹の回復力を650に上昇する。",5226,2,32,false,0,0,0,41
30,"鉄山靠リキャストタイム短縮","鉄山靠のリキャストタイムを40秒に短縮する。",5232,2,44,false,0,0,0,41
31,"疾風迅雷効果アップII","疾風迅雷が3つまでスタックするようになる。",5231,2,40,false,0,0,0,41
32,"双掌打効果アップ","双掌打の与ダメージ上昇効果を10％に上昇する。",5228,2,28,false,0,0,0,41
33,"マントラ効果アップ","マントラの被ヒール量上昇効果を20％に上昇する。",5233,2,48,false,0,0,0,41
34,"ＳＴＲアップ","ＳＴＲが2上昇する。",5110,4,8,false,0,0,2,47
35,"キーンフラーリ効果アップ","キーンフラーリの受け流し発動率上昇効果を80％に上昇する。",5280,4,20,false,0,0,0,47
36,"フェイント効果時間延長","フェイントの効果時間を20秒に延長する。",5279,4,14,false,0,0,0,47
37,"ＳＴＲアップII","ＳＴＲが4上昇する。",5111,4,16,false,0,0,4,47
38,"ＳＴＲアップIII","ＳＴＲが6上昇する。",5112,4,24,false,0,0,6,47
39,"気合効果アップ","気合のＴＰ回復量を500に上昇する。",5276,4,36,false,0,0,0,47
40,"足払いリキャストタイム短縮","足払いのリキャストタイムを20秒に短縮する。",5282,4,28,false,0,0,0,47
41,"ライフサージリキャストタイム短縮","ライフサージのリキャストタイムを50秒に短縮する。",5277,4,32,false,0,0,0,47
42,"捨身効果アップ","捨身の与ダメージ上昇効果を30％に上昇し、かつ被ダメージ上昇効果を15％に軽減する。",5278,4,44,false,0,0,0,47
43,"ヘヴィスラスト効果時間延長","ヘヴィスラストの効果時間を24秒に延長する。",5281,4,40,false,0,0,0,47
44,"ディセムボウル効果時間延長","ディセムボウルの効果時間を30秒に延長する。",5283,4,48,false,0,0,0,47
45,"ＤＥＸアップ","ＤＥＸが2上昇する。",5120,5,14,false,0,0,2,50
46,"ＤＥＸアップII","ＤＥＸが4上昇する。",5121,5,16,false,0,0,4,50
47,"ヘヴィショット効果アップ","次に実行するストレートショットが必ずクリティカルヒットする<if:<if:。\nさらに、<color #FF7B1A>「旅神のメヌエット」</color>効果中の場合はストレートショットをキャストタイム無しで発動することができる。\n/\n>/\n>0秒\n<color?>発動条件：</color>ヘヴィショット実行時（発動確率20％）",5306,5,8,false,0,0,0,50
48,"アクションダメージアップ","自身のオートアタックを除くアクションによるダメージをベースダメージの1.1倍にする。",5302,5,20,false,0,0,10,50
49,"ベノムバイト効果時間延長","ベノムバイトの効果時間を18秒に延長する。",5305,5,24,false,0,0,0,50
50,"猛者の撃リキャストタイム短縮","猛者の撃のリキャストタイムを120秒に短縮する。",5307,5,28,false,0,0,0,50
51,"ＤＥＸアップIII","ＤＥＸが6上昇する。",5122,5,32,false,0,0,6,50
52,"クイックノック効果アップ","クイックノックの射程を12mに延ばす。",5304,5,36,false,0,0,12,50
53,"アクションダメージアップII","自身のオートアタックを除くアクションによるダメージをベースダメージの1.2倍にする。",5303,5,40,false,0,0,20,50
54,"乱れ撃ち効果アップ","乱れ撃ちの攻撃判定を3回に増加する。",5301,5,44,false,0,0,0,50
55,"継続ダメージ効果アップ","ブラッドレッターのリキャストタイムをリセットする。\n<color?>発動条件：</color>ベノムバイト、ウィンドバイトの継続ダメージクリティカルヒット時（発動確率50％）",5308,5,48,false,0,0,0,50
56,"ＭＮＤアップ","ＭＮＤが2上昇する。",5150,6,8,false,0,0,2,53
57,"ＭＮＤアップII","ＭＮＤが4上昇する。",5151,6,14,false,0,0,4,53
58,"メディカ効果アップ","メディカの消費ＭＰを半減する。\n<color?>発動条件：</color>メディカ実行時（発動確率20％）",5332,6,16,false,0,0,20,53
59,"アクションダメージ・回復量アップ","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.1倍にする。",5185,6,20,false,0,0,10,53
60,"ＭＮＤアップIII","ＭＮＤが6上昇する。",5152,6,24,false,0,0,6,53
61,"レイズ効果アップ","レイズを戦闘中にも実行することができるようにする。",5327,6,28,false,0,0,0,53
62,"ケアル効果アップ","次に詠唱するケアルラの消費ＭＰを0にする。\n<color?>効果時間：</color>15秒\n<color?>発動条件：</color>ケアル実行時（発動確率15％）",5330,6,32,false,0,0,0,53
63,"ケアルラ効果アップ","次に詠唱するケアルガの消費ＭＰを半減する。\n<color?>効果時間：</color>15秒\n<color?>発動条件：</color>ケアルラ実行時（発動確率15％）",5331,6,44,false,0,0,0,53
64,"アクションダメージ・回復量アップII","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.3倍にする。",5186,6,40,false,0,0,30,53
65,"ストンスキン詠唱時間短縮","ストンスキンの詠唱時間を2.5秒に短縮する。",5328,6,36,false,0,0,5,53
66,"女神の加護効果アップ","女神の加護によるＭＰ回復効果の効果量を80に上昇する。",5326,6,48,false,0,0,0,53
67,"ＩＮＴアップ","ＩＮＴが2上昇する。",5140,7,8,false,0,0,2,55
68,"ＩＮＴアップII","ＩＮＴが4上昇する。",5141,7,14,false,0,0,4,55
69,"堅実魔効果アップ","堅実魔のリキャストタイムをリセットする。\n<color?>発動条件：</color>堅実魔の実行時（発動確率15％）",5353,7,16,false,0,0,0,55
70,"アクションダメージ・回復量アップ","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.1倍にする。\nまた、アストラルファイアおよびアンブラルブリザードが2つまでスタックするようになる。",5185,7,20,false,0,0,10,55
71,"コラプス効果アップ","ダメージが2倍になる。\n<color?>発動条件：</color>コラプス実行時（発動確率20％）",5354,7,24,false,0,0,0,55
72,"スリプル効果アップ","スリプルを範囲化する。　<color?>範囲：</color>半径5m",5351,7,36,false,0,0,5,55
73,"ＩＮＴアップIII","ＩＮＴが6上昇する。",5142,7,32,false,0,0,6,55
74,"マバリア効果アップ","マバリアの効果量を最大ＨＰの30％分に上昇する。",5356,7,48,false,0,0,0,55
75,"アクションダメージ・回復量アップII","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.3倍にする。\nまた、アストラルファイアおよびアンブラルブリザードが3つまでスタックするようになる。",5186,7,40,false,0,0,30,55
76,"ファイア効果アップ","次に詠唱するファイガの詠唱時間と消費ＭＰを0にする。\n<color?>効果時間：</color>12秒\n<color?>発動条件：</color>ファイア実行時（発動確率40％）",5352,7,44,false,0,0,0,55
77,"サンダー系魔法効果アップ","次に詠唱するサンダー、サンダラ、サンダガの詠唱時間と消費ＭＰを0にし、かつヒット時に通常ダメージに加えて、継続ダメージの総量を一度に与える。\n<color?>効果時間：</color>12秒\n<color?>発動条件：</color>サンダー、サンダラ、サンダガの継続ダメージヒット時（発動確率10％）",5355,7,28,false,0,0,0,55
78,"オートトライアングレート","園芸師にクラスチェンジした際、自動でトライアングレートの効果を得る。",5451,17,2,false,0,0,0,18
79,"","",0,0,0,false,0,0,2,0
80,"ステルス効果アップ","「ステルス」効果が有効なモンスターの最大レベルを30にする。",5452,17,18,false,0,0,30,18
81,"ステルス効果アップII","「ステルス」効果が有効なモンスターの最大レベルを40にする。",5453,17,28,false,0,0,40,18
82,"","",0,0,0,false,0,0,30,0
83,"ステルス効果アップIII","「ステルス」効果が有効なモンスターの最大レベルを50にする。",5454,17,38,false,0,0,50,18
84,"","",0,0,0,false,0,0,40,0
85,"","",0,0,0,false,0,0,5,0
86,"オートプロスペクト","採掘師にクラスチェンジした際、自動でプロスペクトの効果を得る。",5426,16,2,false,0,0,0,17
87,"","",0,0,0,false,0,0,2,0
88,"ステルス効果アップ","「ステルス」効果が有効なモンスターの最大レベルを30にする。",5427,16,18,false,0,0,30,17
89,"ステルス効果アップII","「ステルス」効果が有効なモンスターの最大レベルを40にする。",5428,16,28,false,0,0,40,17
90,"","",0,0,0,false,0,0,30,0
91,"ステルス効果アップIII","「ステルス」効果が有効なモンスターの最大レベルを50にする。",5429,16,38,false,0,0,50,17
92,"","",0,0,0,false,0,0,40,0
93,"","",0,0,0,false,0,0,5,0
94,"ツリーウィスパラー","良木や草刈場が持つ獲得率に関する特殊な性質を発見できるようになる。",5455,17,11,false,0,0,0,18
95,"ツリーウィスパラーII","良木や草刈場が持つ獲得回数に関する特殊な性質を発見できるようになる。",5456,17,16,false,0,0,0,18
96,"ツリーウィスパラーIII","良木や草刈場が持つHQ獲得率に関する特殊な性質を発見できるようになる。",5457,17,21,false,0,0,0,18
97,"ツリーウィスパラーIV","良木や草刈場が持つ獲得個数に関する特殊な性質を発見できるようになる。",5458,17,26,false,0,0,0,18
98,"属性加護効果アップ","クリスタルを属性加護効果の対象にする。",5459,17,41,false,0,0,0,18
99,"属性加護効果アップII","クラスターを属性加護効果の対象にする。",5460,17,50,false,0,0,0,18
100,"ストーンウィスパラー","採掘場や岩場が持つ獲得率に関する特殊な性質を発見できるようになる。",5430,16,11,false,0,0,0,17
101,"ストーンウィスパラーII","採掘場や岩場が持つ獲得回数に関する特殊な性質を発見できるようになる。",5431,16,16,false,0,0,0,17
102,"ストーンウィスパラーIII","採掘場や岩場が持つHQ獲得率に関する特殊な性質を発見できるようになる。",5432,16,21,false,0,0,0,17
103,"ストーンウィスパラーIV","採掘場や岩場が持つ獲得個数に関する特殊な性質を発見できるようになる。",5433,16,26,false,0,0,0,17
104,"属性加護効果アップ","クリスタルを属性加護効果の対象にする。",5434,16,41,false,0,0,0,17
105,"属性加護効果アップII","クラスターを属性加護効果の対象にする。",5435,16,50,false,0,0,0,17
106,"砂海釣り","砂海を釣り場としてキャスト実行可能になる。",5483,18,35,false,0,0,0,19
107,"雲海釣り","雲海を釣り場としてキャスト実行可能になる。",5484,18,45,false,0,0,0,19
108,"ステルス効果アップ","「ステルス」効果が有効なモンスターの最大レベルを30にする。",5476,18,18,false,0,0,30,19
109,"ステルス効果アップII","「ステルス」効果が有効なモンスターの最大レベルを40にする。",5477,18,28,false,0,0,40,19
110,"ステルス効果アップIII","「ステルス」効果が有効なモンスターの最大レベルを50にする。",5478,18,38,false,0,0,50,19
111,"ガルアイ","LV15までの穴場を発見し釣りができるようになる",5479,18,15,false,0,0,15,19
112,"ガルアイII","LV35までの穴場を発見し釣りができるようになる",5480,18,35,false,0,0,35,19
113,"ガルアイIII","LV50までの穴場を発見し釣りができるようになる",5481,18,50,false,0,0,50,19
114,"泳がせ釣り効果アップ","泳がせ釣りで釣った魚をエサにして、キャスティングを実行可能になる",5482,18,40,false,0,0,0,19
115,"エーテルフロー効果アップ","エーテルフロー実行時に、自身に最大スタック数の<color #FF7B1A>「エーテルフロー」</color>を付与する。\n<color?>最大スタック数：</color>1",5384,26,8,false,0,0,0,68
116,"ＩＮＴアップ","ＩＮＴが2上昇する。",5140,26,14,false,0,0,2,68
117,"ＩＮＴアップII","ＩＮＴが4上昇する。",5141,26,16,false,0,0,4,68
118,"アクションダメージ・回復量アップ","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.1倍にする。\nまた、自身のペットによる、ダメージと回復量をベース値の1.1倍にする。",5185,26,20,false,0,0,10,68
119,"エーテルフロー効果アップII","<color #FF7B1A>「エーテルフロー」</color>の最大スタック数を2に増加する。",5385,26,20,false,0,0,0,68
120,"ペットアクション効果アップ","自身のスペルスピードを20％上昇する。　<color?>効果時間：</color>8秒\n<color?>発動条件：</color>ペットアクションのクリティカルヒット時（発動確率20％）",5387,26,24,false,0,0,20,68
121,"ウイルス効果アップ","ウイルスに、対象のＩＮＴとＭＮＤを15％減少させる効果を追加する。　<color?>効果時間：</color>10秒",5388,26,28,false,0,0,0,68
122,"ＩＮＴアップIII","ＩＮＴが6上昇する。",5142,26,32,false,0,0,6,68
123,"エナジードレイン効果アップ","エナジードレインによるＭＰ回復量を倍にする。",5389,26,36,false,0,0,0,68
124,"アクションダメージ・回復量アップII","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.3倍にする。\nまた、自身のペットによる、ダメージと回復量をベース値の1.3倍にする。",5186,26,40,false,0,0,30,68
125,"エーテルフロー効果アップIII","<color #FF7B1A>「エーテルフロー」</color>の最大スタック数を3に増加する。",5386,26,40,false,0,0,0,68
126,"アイ・フォー・アイリキャストタイム短縮","アイ・フォー・アイのリキャストタイムを120秒に短縮する。",5390,26,44,false,0,0,0,68
127,"ラウズリキャストタイム短縮","ラウズのリキャストタイムを60秒に短縮する。",5391,26,48,false,0,0,0,68
128,"ＳＴＲアップ","バディのＳＴＲを5％上昇する。",9004,0,2,false,0,0,5,0
129,"最大ＨＰアップ","バディの最大ＨＰを10％上昇する。",9001,0,3,false,0,0,10,0
130,"命中力アップ","バディの命中力を5％上昇する。",9010,0,5,false,0,0,5,0
131,"クリティカルアップ","バディのクリティカルを15％上昇する。",9012,0,6,false,0,0,15,0
132,"ＳＴＲアップ","バディのＳＴＲを5％上昇する。",9004,0,8,false,0,0,5,0
133,"最大ＨＰアップ","バディの最大ＨＰを10％上昇する。",9001,0,9,false,0,0,10,0
134,"ＳＴＲアップ","バディのＳＴＲを5％上昇する。",9004,0,2,false,0,0,5,0
135,"最大ＨＰアップ","バディの最大ＨＰを5％上昇する。",9001,0,3,false,0,0,5,0
136,"命中力アップ","バディの命中力を5％上昇する。",9010,0,5,false,0,0,5,0
137,"クリティカルアップ","バディのクリティカルを15％上昇する。",9012,0,6,false,0,0,15,0
138,"ＳＴＲアップ","バディのＳＴＲを10％上昇する。",9004,0,8,false,0,0,10,0
139,"攻撃速度アップ","バディの攻撃速度を10％上昇する。",9013,0,9,false,0,0,-10,0
140,"ＭＮＤアップ","バディのＭＮＤを10％上昇する。",9008,0,2,false,0,0,10,0
141,"最大ＨＰアップ","バディの最大ＨＰを5％上昇する。",9001,0,3,false,0,0,5,0
142,"命中力アップ","バディの命中力を5％上昇する。",9010,0,5,false,0,0,5,0
143,"クリティカルアップ","バディのクリティカルを15％上昇する。",9012,0,6,false,0,0,15,0
144,"ＭＮＤアップ","バディのＭＮＤを15％上昇する。",9008,0,8,false,0,0,15,0
145,"最大ＨＰアップ","バディの最大ＨＰを5％上昇する。",9001,0,9,false,0,0,5,0
146,"ＳＴＲアップ（ＰｖＰ専用）","ＳＴＲが2上昇する。\n<color #FFFF66>ＳＴＲアップII（ＰｖＰ専用）：</color>ＳＴＲがさらに4上昇する\n<color #FFFF66>ＳＴＲアップIII（ＰｖＰ専用）：</color>ＳＴＲがさらに6上昇する",9801,0,0,true,4,128,2,1
147,"ＳＴＲアップII（ＰｖＰ専用）","ＳＴＲが2上昇する。\n<color #FFFF66>ＳＴＲアップII（ＰｖＰ専用）：</color>ＳＴＲがさらに4上昇する\n<color #FFFF66>ＳＴＲアップIII（ＰｖＰ専用）：</color>ＳＴＲがさらに6上昇する",9802,0,0,true,4,129,4,1
148,"ＳＴＲアップIII（ＰｖＰ専用）","ＳＴＲが2上昇する。\n<color #FFFF66>ＳＴＲアップII（ＰｖＰ専用）：</color>ＳＴＲがさらに4上昇する\n<color #FFFF66>ＳＴＲアップIII（ＰｖＰ専用）：</color>ＳＴＲがさらに6上昇する",9803,0,0,true,4,130,6,1
149,"ＤＥＸアップ（ＰｖＰ専用）","DEXが2上昇する。\n<color #FFFF66>ＤＥＸアップII（ＰｖＰ専用）：</color>ＤＥＸがさらに4上昇する\n<color #FFFF66>ＤＥＸアップIII（ＰｖＰ専用）：</color>ＤＥＸがさらに6上昇する",9811,0,0,true,4,131,2,1
150,"ＤＥＸアップII（ＰｖＰ専用）","DEXが2上昇する。\n<color #FFFF66>ＤＥＸアップII（ＰｖＰ専用）：</color>ＤＥＸがさらに4上昇する\n<color #FFFF66>ＤＥＸアップIII（ＰｖＰ専用）：</color>ＤＥＸがさらに6上昇する",9812,0,0,true,4,132,4,1
151,"ＤＥＸアップIII（ＰｖＰ専用）","DEXが2上昇する。\n<color #FFFF66>ＤＥＸアップII（ＰｖＰ専用）：</color>ＤＥＸがさらに4上昇する\n<color #FFFF66>ＤＥＸアップIII（ＰｖＰ専用）：</color>ＤＥＸがさらに6上昇する",9813,0,0,true,4,133,6,1
152,"ＶＩＴアップ（ＰｖＰ専用）","ＶＩＴが2上昇する。\n<color #FFFF66>ＶＩＴアップII（ＰｖＰ専用）：</color>ＶＩＴがさらに4上昇する\n<color #FFFF66>ＶＩＴアップIII（ＰｖＰ専用）：</color>ＶＩＴがさらに6上昇する",9821,0,0,true,4,134,2,1
153,"ＶＩＴアップII（ＰｖＰ専用）","ＶＩＴが2上昇する。\n<color #FFFF66>ＶＩＴアップII（ＰｖＰ専用）：</color>ＶＩＴがさらに4上昇する\n<color #FFFF66>ＶＩＴアップIII（ＰｖＰ専用）：</color>ＶＩＴがさらに6上昇する",9822,0,0,true,4,135,4,1
154,"ＶＩＴアップIII（ＰｖＰ専用）","ＶＩＴが2上昇する。\n<color #FFFF66>ＶＩＴアップII（ＰｖＰ専用）：</color>ＶＩＴがさらに4上昇する\n<color #FFFF66>ＶＩＴアップIII（ＰｖＰ専用）：</color>ＶＩＴがさらに6上昇する",9823,0,0,true,4,136,6,1
155,"ＩＮＴアップ（ＰｖＰ専用）","ＩＮＴが2上昇する。\n<color #FFFF66>ＩＮＴアップII（ＰｖＰ専用）：</color>ＩＮＴがさらに4上昇する\n<color #FFFF66>ＩＮＴアップIII（ＰｖＰ専用）：</color>ＩＮＴがさらに6上昇する",9831,0,0,true,4,137,2,1
156,"ＩＮＴアップII（ＰｖＰ専用）","ＩＮＴが2上昇する。\n<color #FFFF66>ＩＮＴアップII（ＰｖＰ専用）：</color>ＩＮＴがさらに4上昇する\n<color #FFFF66>ＩＮＴアップIII（ＰｖＰ専用）：</color>ＩＮＴがさらに6上昇する",9832,0,0,true,4,138,4,1
157,"ＩＮＴアップIII（ＰｖＰ専用）","ＩＮＴが2上昇する。\n<color #FFFF66>ＩＮＴアップII（ＰｖＰ専用）：</color>ＩＮＴがさらに4上昇する\n<color #FFFF66>ＩＮＴアップIII（ＰｖＰ専用）：</color>ＩＮＴがさらに6上昇する",9833,0,0,true,4,139,6,1
158,"ＭＮＤアップ（ＰｖＰ専用）","ＭＮＤが2上昇する。\n<color #FFFF66>ＭＮＤアップII（ＰｖＰ専用）：</color>ＭＮＤがさらに4上昇する\n<color #FFFF66>ＭＮＤアップIII（ＰｖＰ専用）：</color>ＭＮＤがさらに6上昇する",9841,0,0,true,4,140,2,1
159,"ＭＮＤアップII（ＰｖＰ専用）","ＭＮＤが2上昇する。\n<color #FFFF66>ＭＮＤアップII（ＰｖＰ専用）：</color>ＭＮＤがさらに4上昇する\n<color #FFFF66>ＭＮＤアップIII（ＰｖＰ専用）：</color>ＭＮＤがさらに6上昇する",9842,0,0,true,4,141,4,1
160,"ＭＮＤアップIII（ＰｖＰ専用）","ＭＮＤが2上昇する。\n<color #FFFF66>ＭＮＤアップII（ＰｖＰ専用）：</color>ＭＮＤがさらに4上昇する\n<color #FFFF66>ＭＮＤアップIII（ＰｖＰ専用）：</color>ＭＮＤがさらに6上昇する",9843,0,0,true,4,142,6,1
161,"ＰＩＥアップ（ＰｖＰ専用）","ＰＩＥが2上昇する。\n<color #FFFF66>ＰＩＥアップII（ＰｖＰ専用）：</color>ＰＩＥがさらに4上昇する\n<color #FFFF66>ＰＩＥアップIII（ＰｖＰ専用）：</color>ＰＩＥがさらに6上昇する",9851,0,0,true,4,143,2,1
162,"ＰＩＥアップII（ＰｖＰ専用）","ＰＩＥが2上昇する。\n<color #FFFF66>ＰＩＥアップII（ＰｖＰ専用）：</color>ＰＩＥがさらに4上昇する\n<color #FFFF66>ＰＩＥアップIII（ＰｖＰ専用）：</color>ＰＩＥがさらに6上昇する",9852,0,0,true,4,144,4,1
163,"ＰＩＥアップIII（ＰｖＰ専用）","ＰＩＥが2上昇する。\n<color #FFFF66>ＰＩＥアップII（ＰｖＰ専用）：</color>ＰＩＥがさらに4上昇する\n<color #FFFF66>ＰＩＥアップIII（ＰｖＰ専用）：</color>ＰＩＥがさらに6上昇する",9853,0,0,true,4,145,6,1
164,"テストゥド効果アップ","",0,0,0,true,4,146,0,38
165,"テストゥド効果アップII","",0,0,0,true,4,147,5,38
166,"テストゥド効果アップIII","",0,0,0,true,4,148,-10,38
167,"グローリースラッシュ効果アップ","",0,0,0,true,4,149,0,38
168,"グローリースラッシュ効果アップII","",0,0,0,true,4,150,0,38
169,"ミスリルテンペスト効果アップ","",0,0,0,true,4,151,0,44
170,"ミスリルテンペスト効果アップII","",0,0,0,true,4,152,0,44
171,"ミスリルテンペスト効果アップIII","",0,0,0,true,4,153,1,44
172,"スリル・オブ・ウォー効果アップ","",0,0,0,true,4,154,0,44
173,"スリル・オブ・ウォー効果アップII","",0,0,0,true,4,155,5,44
174,"スリル・オブ・ウォー効果アップIII","",0,0,0,true,4,156,10,44
175,"フルスイング効果アップ","",0,0,0,true,4,157,0,85
176,"フルスイング効果アップII","",0,0,0,true,4,158,5,85
177,"フルスイング効果アップIII","",0,0,0,true,4,159,10,85
178,"かかと落とし効果アップ","",0,0,0,true,4,160,0,41
179,"かかと落とし効果アップII","",0,0,0,true,4,161,0,41
180,"かかと落とし効果アップIII","",0,0,0,true,4,162,2,41
181,"サマーソルト効果アップ","",0,0,0,true,4,163,0,41
182,"サマーソルト効果アップII","",0,0,0,true,4,164,3,41
183,"サマーソルト効果アップIII","",0,0,0,true,4,165,-20,41
184,"フェターウォード効果アップ","",0,0,0,true,4,166,0,86
185,"フェターウォード効果アップII","",0,0,0,true,4,167,3,86
186,"インパルスラッシュ効果アップ","",0,0,0,true,4,168,0,47
187,"インパルスラッシュ効果アップII","",0,0,0,true,4,169,5,47
188,"インパルスラッシュ効果アップIII","",0,0,0,true,4,170,0,47
189,"スキュアー効果アップ","",0,0,0,true,4,171,0,47
190,"スキュアー効果アップII","",0,0,0,true,4,172,5,47
191,"スキュアー効果アップIII","",0,0,0,true,4,173,-20,47
192,"マナソング効果アップ","",0,0,0,true,4,174,0,50
193,"マナソング効果アップII","",0,0,0,true,4,175,15,50
194,"ファーショット効果アップ","",0,0,0,true,4,176,0,50
195,"ファーショット効果アップII","",0,0,0,true,4,177,0,50
196,"ファーショット効果アップIII","",0,0,0,true,4,178,10,50
197,"ブラストショット効果アップ","",0,0,0,true,4,179,0,50
198,"ブラストショット効果アップII","",0,0,0,true,4,180,0,50
199,"ブラストショット効果アップIII","",0,0,0,true,4,181,5,50
200,"女神の慈悲効果アップ","",0,0,0,true,4,182,0,53
201,"女神の慈悲効果アップII","",0,0,0,true,4,183,6,53
202,"女神の慈悲効果アップIII","",0,0,0,true,4,184,30,53
203,"女神の息吹効果アップ","",0,0,0,true,4,185,0,73
204,"女神の息吹効果アップII","",0,0,0,true,4,186,20,73
205,"ナイトウィング効果アップ","",0,0,0,true,4,187,0,55
206,"ナイトウィング効果アップII","",0,0,0,true,4,188,5,55
207,"ファントムダート効果アップ","",0,0,0,true,4,189,0,55
208,"ファントムダート効果アップII","",0,0,0,true,4,190,0,55
209,"ファントムダート効果アップIII","",0,0,0,true,4,191,5,55
210,"ミスティヴェール効果アップ","",0,0,0,true,4,192,0,69
211,"ミスティヴェール効果アップII","",0,0,0,true,4,193,5,69
212,"ミスティヴェール効果アップIII","",0,0,0,true,4,194,10,69
213,"ウィザー効果アップ","",0,0,0,true,4,195,0,69
214,"","",0,0,0,false,0,0,0,0
215,"","",0,0,0,false,0,0,0,0
216,"生命波動法効果アップ","",0,0,0,true,4,198,0,29
217,"生命波動法効果アップII","",0,0,0,true,4,199,0,29
218,"生命波動法効果アップIII","",0,0,0,true,4,200,5,29
219,"精神統一の策効果アップ","",0,0,0,true,4,201,0,73
220,"精神統一の策効果アップII","",0,0,0,true,4,202,5,73
221,"精神統一の策効果アップIII","",0,0,0,true,4,203,10,73
222,"ウェポンスロー効果アップ","",0,0,0,true,4,204,0,87
223,"ウェポンスロー効果アップII","",0,0,0,true,4,205,3,87
224,"ウェポンスロー効果アップIII","",0,0,0,true,4,206,20,87
225,"奮起効果アップ","",0,0,0,true,4,207,0,88
226,"奮起効果アップII","",0,0,0,true,4,208,250,88
227,"エーテルバースト効果アップ","",0,0,0,true,4,209,0,89
228,"エーテルバースト効果アップII","",0,0,0,true,4,210,5,89
229,"エーテルバースト効果アップIII","",0,0,0,true,4,211,-20,89
230,"専心効果アップ","",0,0,0,true,4,212,0,89
231,"専心効果アップII","",0,0,0,true,4,213,5,89
