Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x6][0x58],12 [0x5][0x6c],13 [0x3][0x78],14 [0x3][0x79],15 [0x3][0x7a],16 [0x5][0x6e],17 [0x5][0x70],18 [0x9][0x28],19 [0x9][0x40],20 [0x9][0x2c],21 [0x9][0x44],22 [0x9][0x30],23 [0x9][0x48],24 [0x9][0x34],25 [0x9][0x4c],26 [0x9][0x38],27 [0x9][0x50],28 [0x9][0x3c],29 [0x9][0x54],30 [0x5][0x72],31 [0x0][0x1c],32 [0x0][0x20],33 [0x0][0x24],34 [0x3][0x7b],35 [0x3][0x7c],36 [0x19][0x83],37 [0x6][0x5c],38 [0x6][0x60],39 [0x6][0x64],40 [0x6][0x68],41 [0x2][0x82],42 [0x5][0x74],43 [0x3][0x7d],44 [0x3][0x7e],45 [0x3][0x7f],46 [0x3][0x80],47 [0x3][0x81],48 [0x5][0x76],49 [0x1a][0x83],50 [0x1b][0x83],51 [0x1c][0x83]
10,"",0,"",0,0,1,0,0,"","","",1,3,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"","","SE_Bt_Etc_ChocoboBye",20,20,true,65536,65536,65537,0,-1,0,0,100,0,0,0,0,false,false,false
11,"",0,"",0,0,1,0,0,"","","",1,3,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"","","SE_Bt_Etc_ChocoboBye",20,20,true,65538,65541,65537,65538,-1,0,0,100,0,0,0,0,false,false,false
12,"",0,"",0,0,1,0,0,"","","",1,3,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"","","SE_Bt_Etc_ChocoboBye",20,20,true,65538,131077,65537,65538,-1,0,0,100,0,0,0,0,false,false,false
13,"",0,"",0,0,1,0,0,"","","",1,3,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"","","SE_Bt_Etc_ChocoboBye",20,20,true,65538,196613,65537,65538,-1,0,0,100,0,0,0,0,false,false,false
14,"",0,"",0,0,1,0,0,"","","",2,2,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,true,0,65537,0,0,-1,0,0,77,0,0,0,0,false,false,false
15,"ユニコーン",0,"",0,0,1,0,0,"ユニコーンに騎乗する。\n黒衣森で出会った純白の一角獣","黒衣森で出会った純白の一角獣。ユニコーンは、原産地のクルザス地方でも滅多に目にしない珍しい獣だが、何らかの要因で山を下り、森に迷い込んでしまったらしい。怪我を治療したことで懐き、頼れる友となった","ブルルルル…",534,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,6,4407,200,65,0,0,0,0,false,false,false
16,"",0,"",0,0,1,0,0,"","","",2,2,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,true,0,196609,0,0,-1,0,0,77,0,0,0,0,false,false,false
17,"",0,"",0,0,1,0,0,"","","",2,2,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,true,0,131073,0,0,-1,0,0,77,0,0,0,3,false,false,false
18,"ベヒーモス",0,"",0,0,1,0,0,"ベヒーモスに騎乗する\n幼獣の頃から人の手で育てた若く堅強なベヒーモス","冒険者ギルドから贈られた屈強な騎獣。霊災直後にある冒険者が、クルザスの山奥で親獣から見捨てられたベヒーモスの幼獣を発見。これを手塩にかけて育てたところ、奇跡的に人に懐くようになったらしい","グガアァァッ！",588,2,0,45,15,0,0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,121,"SE_Bt_Etc_BehemothWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BehemothBye",20,10,true,0,1,0,0,7,4408,7,55,0,0,0,0,false,false,false
19,"キャバルリー・ドレイク",0,"",0,0,1,0,0,"キャバルリー・ドレイクに騎乗する\n灰の一党が育て上げた騎乗用バトルドレイク","灰の一党が育て上げた騎乗用バトルドレイク。幼き頃から、アマルジャ族の獣牧士が厳しい訓練を施し、かつ老成したバトルドレイクの火炎袋を食べさせて育てたため、従順さと野性味を併せ持つ騎獣となっている","フシュウウウウ…",592,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_TokageWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TokageBye",20,10,true,0,1,0,0,8,4409,8,100,0,0,0,4,false,true,false
20,"ローレル・グゥーブー",0,"",0,0,1,0,0,"ローレル・グゥーブーに騎乗する\n仮宿のシルフたちの大きなお友達","仮宿のシルフたちの大きなお友達。悪い子シルフが悪戯として植物を引っこ抜きまくったため、見事に頭頂部がハゲてしまった。これを哀れに思った長ちゃまが、草で編んだ冠をかぶせてあげたことで仲良くなったらしい","ンゴォォォ",593,4,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121,"SE_Bt_Etc_GuuBooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GuuBooBye",15,9,true,0,1,0,0,9,4410,4,100,0,0,0,5,false,true,false
21,"C式魔導アーマー",0,"",0,0,1,0,0,"C式魔導アーマーに騎乗する\n耐魔法コーティングを施した魔導リーパー","ガレマール帝国軍が密かに開発していた改良型「リーパー」。金色に輝く装甲は、新開発の特殊塗料によるもの。これはエオルゼア同盟軍が多用する魔法攻撃に備えた、耐魔法コーティングであるらしい","ウィーン、ガシャン！",2,2,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,262,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,true,0,262145,0,0,10,4411,3,77,0,0,0,0,false,false,false
22,"ナイトメア",0,"",0,0,1,0,0,"ナイトメアに騎乗する\n調教された妖馬。性格は非常に好戦的かつ執念深い","調教された妖馬「ナイトメア」。闇の勢力「アシエン」が、蛮族たちに与えた存在らしいが、詳細については明らかになっていない。その性格は非常に好戦的かつ執念深いが、魔法の笛の持ち主には絶対的に服従する","…………",594,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,11,4412,200,65,0,0,0,0,false,false,false
23,"",0,"",0,0,1,0,0,"","","",592,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_TokageWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TokageBye",20,10,true,0,1,0,0,-1,0,0,100,0,0,0,6,false,false,false
24,"",0,"",0,0,1,0,0,"","","",593,4,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121,"SE_Bt_Etc_GuuBooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GuuBooBye",15,9,true,0,1,0,0,-1,0,0,100,0,0,0,7,false,false,false
25,"でぶチョコボ",0,"",0,0,1,0,0,"でぶチョコボに騎乗する。\n食い意地の張ったチョコボの親分。こんなとこで笛吹くなよ","食い意地の張ったチョコボの親分。笛を吹いて呼び寄せても、「こんなとこで笛吹くなよ」と言わんばかりの態度で接してくる。しかし、目の前に大好物のギサールの野菜をつり下げると様子が一変。一心不乱に走り出す","うーん、もう食えない",643,2,2,45,0,374,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,false,0,1,0,0,12,4413,2,100,0,0,0,0,false,false,false
26,"キャバルリー・エルブスト",0,"",0,0,1,0,0,"キャバルリー・エルブストに騎乗する。\n海獣使いのパァアが育て上げた騎乗用エルブスト","ノォヴ一味の海獣使い、パァアが育て上げた騎乗用エルブスト。陸上歩行に邪魔となる水かきに切れ目を入れてあるため、チョコボに劣らぬ素早さで、地上を走ることができる。ただし、代償として海を泳ぐことはできない","キシャアァァ…",689,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_WaterRizardWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WaterRizardBye",20,10,true,0,1,0,0,13,4414,9,100,0,0,0,0,false,false,false
27,"ボムバルーン",0,"",0,0,1,0,0,"ボムバルーンに騎乗する。\nガス生物ボムに牽引させたゴンドラ。騎乗時は火気厳禁","アコライト789 バ・ゴが作ったボムのうち、イマイチ爆発力に優れなかった失敗作たちを集め、ゴンドラの牽引役として転用したもの。それでも元爆弾であることには変わらないため、騎乗時は火気厳禁である","ギギ、ギギギギ！",644,2,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121,"SE_Bt_Etc_BomKikyuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BomKikyuuBye",20,10,true,0,1,0,0,14,4415,10,100,0,0,0,0,true,false,false
28,"アイトーン",0,"",0,0,1,0,0,"アイトーンに騎乗する。\n焔神に祝福された妖馬。その息すらも熱気を放つ","焔神「イフリート」による祝福を受け、燃え盛る劫火をまとった妖馬。おそらくアマルジャ族が妖馬「ナイトメア」を蛮神に供物として捧げた結果、誕生したものと思われる。その息すらも、地獄の業火のような熱気を放つ","…………",713,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,269,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,15,4416,200,65,0,0,0,0,false,false,false
29,"クサントス",0,"",0,0,1,0,0,"クサントスに騎乗する。\n嵐神に祝福された妖馬。風に乗り舞うように駆ける","嵐神「ガルーダ」による祝福を受け、荒れ狂う烈風をまとった妖馬。おそらくイクサル族が妖馬「ナイトメア」を蛮神に供物として捧げた結果、誕生したものと思われる。一陣の風の如く、大地を疾走する","…………",714,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,268,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,16,4417,200,65,0,0,0,0,false,false,false
30,"グルファクシ",0,"",0,0,1,0,0,"グルファクシに騎乗する。\n岩神に祝福された妖馬。逞しき脚で大地を踏みしめる","岩神「タイタン」による祝福を受け、胎動する溶岩をまとった妖馬。おそらくコボルド族が妖馬「ナイトメア」を蛮神に供物として捧げた結果、誕生したものと思われる。たくましき脚が踏みしめるたび、大地が震え上がる","…………",715,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,267,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,17,4418,200,65,0,0,0,0,false,false,false
31,"エンバール",0,"",0,0,1,0,0,"エンバールに騎乗する。\n水神に祝福された妖馬。魔力の泡より産まれたという","水神「リヴァイアサン」による祝福を受け、渦巻く水流をまとった妖馬。おそらくサハギン族が妖馬「ナイトメア」を蛮神に供物として捧げた結果、誕生したものと思われる。魔力の泡より、生まれ出でたと伝えられる","…………",716,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,266,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,18,4419,200,65,0,0,0,0,false,false,false
32,"ウォーライオン",0,"",0,0,1,0,0,"ウォーライオンに騎乗する。\n戦闘用に調教された軍獅子。百獣の王の風格を持つ","戦闘用に調教された軍獅子。ザナラーンに野生のライオンは存在しないが、かつては交易を通じて近東から輸入されていたこともあり、近衛兵団「銀冑団」が騎獣としていたこともあった。近年では、珍しい存在といえる","グオオオーッ！",721,2,0,45,15,0,0,0.6,0.5,0.63,0.56,0.25,0.25,0.54,0.47,0.66,0.62,0.64,0.46,121,"SE_Bt_Etc_LionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LionBye",20,10,true,0,1,0,0,19,4420,11,45,13,4,0,0,false,false,false
33,"ウォーベアー",0,"",0,0,1,0,0,"ウォーベアーに騎乗する。\n戦闘用に調教された軍熊。数々の戦場を生き抜いてきた","戦闘用に調教された軍熊。北アバラシア山脈の奥地では、戦って打ち負かし力でねじ伏せた野生の熊を、騎獣とする風習があったという。それゆえ、戦場で勇名を馳せた古の戦士の武勇伝には、多くの軍熊が登場する","ガオォォォ！！",719,2,0,45,15,0,0,0.8,0.72,0.84,0.8,0.5,0.5,0.72,0.68,0.88,0.88,0.86,0.66,121,"SE_Bt_Etc_KumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KumaBye",20,10,true,0,1,0,0,20,4421,12,65,12,3,0,0,false,false,false
34,"グランチョコボ",0,"",0,0,1,0,0,"グランチョコボに騎乗する。\n体格に優れた大型チョコボ。2人乗りが可能","クルザス出身のチョコボハンターが、秘境「チョコボの森」で捕獲してきた野生種。牧場生まれのチョコボより体格に優れ、運搬能力も高いが、気性が荒く乗用には不向き。これを苦心の末に、2人乗り用に訓練したようだ","クエッ、クエーッ！",1,2,0,45,15,0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,65563,65563,65563,65563,21,4422,1,100,0,0,1,0,false,false,false
35,"ダイアウルフ",0,"",0,0,1,0,0,"ダイアウルフに騎乗する。\n古代種の血を引く軍狼。戦場でも動じない心を持つ","イクサル族の獣牧士が調教した軍狼。絶滅したと思われていた古代種「ダイアウルフ」を、ゼルファトルの奥地で発見したイクサル族が、苦心の末に家畜化したもの。人を乗せられるほど大きく、かつ主に従順である","ウォォォーン！",675,2,0,45,15,0,0,1.45,1.3,1.5,1.45,0.87,0.87,1.3,1.23,1.6,1.6,1.56,1.19,121,"SE_Bt_Etc_WolfWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WolfBye",20,10,true,0,1,0,0,22,4423,13,100,0,0,0,0,false,false,false
36,"ロミンサン・スティード",0,"",0,0,1,0,0,"ロミンサン・スティードに騎乗する。\nひんがしの国原産の軍馬。たくましい脚で大地を駆ける","黒渦団が試験的に採用した軍馬。ひんがしの国から渡来した「馬奉行」の売り込みが功を奏し、冒険者の間で「馬」が評価され始めたため、導入に踏み切ったようだ。エオルゼアの気候に合った品種が選ばれている","ヒヒィーン！",811,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.1,0.82,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,65537,65537,65537,0,23,4424,201,100,0,0,0,0,false,false,false
37,"グリダニアン・スティード",0,"",0,0,1,0,0,"グリダニアン・スティードに騎乗する。\nひんがしの国原産の軍馬。たくましい脚で大地を駆ける","双蛇党が試験的に採用した軍馬。ひんがしの国から渡来した「馬奉行」の売り込みが功を奏し、冒険者の間で「馬」が評価され始めたため、導入に踏み切ったようだ。エオルゼアの気候に合った品種が選ばれている","ヒヒィーン！",811,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.1,0.82,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,131073,131073,131073,0,24,4425,201,100,0,0,0,0,false,false,false
38,"ウルダハン・スティード",0,"",0,0,1,0,0,"ウルダハン・スティードに騎乗する。\nひんがしの国原産の軍馬。たくましい脚で大地を駆ける","不滅隊が試験的に採用した軍馬。ひんがしの国から渡来した「馬奉行」の売り込みが功を奏し、冒険者の間で「馬」が評価され始めたため、導入に踏み切ったようだ。エオルゼアの気候に合った品種が選ばれている","ヒヒィーン！",811,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.1,0.82,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,196609,196609,196609,0,25,4426,201,100,0,0,0,0,false,false,false
39,"",0,"",0,0,1,0,0,"","","",820,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_WaterRizardWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WaterRizardBye",20,10,true,0,1,0,0,-1,4414,0,100,0,0,0,8,false,false,false
40,"マルカブ",0,"",0,0,1,0,0,"マルカブに騎乗する。\n雷神に祝福された妖馬。そのいななきは雷気を発する","雷神「ラムウ」による祝福を受け、天を切り裂く稲妻をまとった妖馬。おそらくシルフ族が妖馬「ナイトメア」を蛮神に供物として捧げた結果、誕生したものと思われる。そのいななきは、空気を震わせ雷気を発する","…………",817,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,265,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,26,4427,200,65,0,0,0,0,false,false,false
41,"エターナルチョコボ",0,"",0,0,1,0,0,"エターナルチョコボに騎乗する。\nセレモニーの正装をした大型チョコボ。2人乗りが可能","イシュガルド産の儀式用チョコボ。美しさを追求した交配が重ねられた種で、生まれつき純白の羽根を持つ。特別な飼育と調教の結果、賢くて穏やかな性格と優れた体格に育っており、2人乗りにも対応できる","ク、ク、クエーッ！！",571,2,0,45,15,0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,65537,65537,65537,65537,27,4431,1,100,0,0,1,0,false,false,false
42,"スレイプニル",0,"",0,0,1,0,0,"スレイプニルに騎乗する。\n闘神に祝福された妖馬。魔力を帯びた眼が真紅に輝く","闘神「オーディン」による祝福を受け、闘気をまとった妖馬。鮮血の如き紅色に染まったタテガミをたなびかせ、力強く大地を疾駆する。噂によると、主と認めた者の体格に合わせ、自在に馬体の大きさを変化させるらしい","…………",866,5,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,263,"SE_Bt_Etc_SleipnilWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SleipnilBye",20,10,true,0,1,0,0,28,4428,202,100,0,0,0,0,false,false,false
43,"ボレアス",0,"",0,0,1,0,0,"ボレアスに騎乗する。\n氷神に祝福された妖馬。空気さえ凍て付かせる","氷神「シヴァ」による祝福を受け、寒々しい冷気をまとった妖馬。おそらく、クルザスに生息するユニコーンに対し、蛮神が祝福を与えたことで変容した存在だと思われる。空気さえ凍て付かせながら、大地を駆ける","…………",818,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,264,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,29,4429,200,65,0,0,0,0,false,false,false
