Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd],8 [0x3][0x16],9 [0x7][0x10],10 [0x3][0x17],11 [0x5][0x14],12 [0x19][0x19],13 [0x1a][0x19],14 [0x1b][0x19],15 [0x3][0x18]
2000020,"Bündel[p] verstreuten Wildgemüses",4,"Bündel[p] verstreuten Wildgemüses",2,0,1,2,0,3,65578,7,1856,true,false,true,0
2000021,"Bündel[p] verstreuten Wildgemüses",4,"Bündel[p] verstreuten Wildgemüses",2,0,1,2,0,3,65578,7,1858,true,false,true,0
2000022,"Bündel[p] verstreuten Wildgemüses",4,"Bündel[p] verstreuten Wildgemüses",2,0,1,2,0,3,65578,7,1856,true,false,true,0
2000023,"Bündel[p] verstreuten Wildgemüses",4,"Bündel[p] verstreuten Wildgemüses",2,0,1,2,0,3,65578,7,1858,true,false,true,0
2000024,"Bündel[p] verstreuten Wildgemüses",4,"Bündel[p] verstreuten Wildgemüses",2,0,1,2,0,3,65578,7,1856,true,false,true,0
2000025,"Bündel[p] verstreuten Wildgemüses",4,"Bündel[p] verstreuten Wildgemüses",2,0,1,2,0,3,65578,7,1858,true,false,true,0
2000026,"Samen[p] der Azeyma-Rose",4,"Samen[p] der Azeyma-Rose",1,0,1,0,0,3,65577,7,1844,true,false,true,0
2000027,"Samen[p] der Azeyma-Rose",4,"Samen[p] der Azeyma-Rose",1,0,1,0,0,3,65577,7,1844,true,false,true,0
2000028,"Samen[p] der Azeyma-Rose",4,"Samen[p] der Azeyma-Rose",1,0,1,0,0,3,65577,7,1844,true,false,true,0
2000029,"Samen[p] der Azeyma-Rose",4,"Samen[p] der Azeyma-Rose",1,0,1,0,0,3,65577,7,1844,true,false,true,0
2000030,"Samen[p] der Azeyma-Rose",4,"Samen[p] der Azeyma-Rose",1,0,1,0,0,3,65577,7,1844,true,false,true,0
2000031,"Samen[p] der Azeyma-Rose",4,"Samen[p] der Azeyma-Rose",1,0,1,0,0,3,65577,7,1844,true,false,true,0
2000032,"",0,"",0,0,1,0,0,3,720898,0,1624,true,false,true,0
2000033,"埋門",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000034,"巨大ウィスプの出現を待つ※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000035,"凶悪な魔物に挑む※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000036,"槍術士Aを追う※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000037,"Toto-Rak-Barriere",3,"Toto-Rak-Barrieren",1,0,1,1,0,1,0,0,1767,false,false,true,0
2000038,"Toto-Rak-Teleporter",4,"Toto-Rak-Teleporter",2,0,1,0,0,3,0,7,0,false,false,true,0
2000039,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983198,0,3203,true,false,true,0
2000040,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2000041,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000042,"Zielort",4,"Zielorte",2,0,1,0,0,3,65695,7,3308,true,false,true,0
2000043,"feucht[a] Grube",3,"feucht[a] Gruben",1,0,1,1,0,3,65696,7,1625,true,false,true,0
2000044,"feucht[a] Grube",3,"feucht[a] Gruben",1,0,1,1,0,3,65696,7,1625,true,false,true,0
2000045,"feucht[a] Grube",3,"feucht[a] Gruben",1,0,1,1,0,3,65696,7,1625,true,false,true,0
2000046,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000047,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000048,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000049,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000050,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000051,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000052,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000053,"warm[a] Ei",4,"warm[a] Eier",2,0,1,2,0,3,65697,7,1842,true,false,true,0
2000054,"",0,"",0,0,1,0,0,3,0,7,0,true,false,true,0
2000055,"Kleinod[p] des Ketzers",4,"Kleinodien[p] des Ketzers",1,0,1,2,0,1,983042,0,1109,true,false,true,0
2000056,"Kleinod[p] des Ketzers",4,"Kleinodien[p] des Ketzers",1,0,1,2,0,1,983043,0,1109,true,false,true,0
2000057,"Kleinod[p] des Ketzers",4,"Kleinodien[p] des Ketzers",1,0,1,2,0,1,983044,0,1109,true,false,true,0
2000058,"magisch[a] Barriere",3,"magisch[a] Barrieren",1,0,1,1,0,1,983186,0,0,true,false,true,0
2000059,"magisch[a] Barriere",3,"magisch[a] Barrieren",1,0,1,1,0,1,983187,0,0,true,false,true,0
2000060,"magisch[a] Barriere",3,"magisch[a] Barrieren",1,0,1,1,0,1,983188,0,0,true,false,true,0
2000061,"Sphärolith[p] des Ketzers",4,"Sphärolithen[p] des Ketzers",1,0,1,0,0,1,983178,0,0,true,true,true,0
2000062,"Sphärolith[p] des Ketzers",4,"Sphärolithen[p] des Ketzers",1,0,1,0,0,1,983179,0,0,true,true,true,0
2000063,"Sphärolith[p] des Ketzers",4,"Sphärolithen[p] des Ketzers",1,0,1,0,0,1,983180,0,0,true,true,true,0
2000064,"Kokon",4,"Kokons",1,0,1,0,0,1,0,0,1366,false,false,true,0
2000065,"Steinbrücke",3,"Steinbrücken",1,0,1,1,0,1,0,0,0,false,false,true,0
2000066,"Ausgang",4,"Ausgänge",2,0,1,0,0,1,0,0,0,false,false,true,0
2000067,"Sphärolith[p] des Ketzers",4,"Sphärolithen[p] des Ketzers",1,0,1,0,0,1,983181,0,0,true,true,true,0
2000068,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2000069,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2000070,"Duftlampe",3,"Duftlampen",1,0,1,1,0,3,65556,7,2076,true,false,true,0
2000071,"Duftlampe",3,"Duftlampen",1,0,1,1,0,3,65556,7,2076,true,false,true,0
2000072,"Krämerklingel",3,"Krämerklingeln",1,0,1,1,0,3,720906,0,1624,true,false,true,0
2000073,"Marktbrett",4,"Marktbretter",2,0,1,2,0,3,720935,0,1624,true,false,true,0
2000074,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000075,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000076,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000077,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000078,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000079,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000080,"Stein[p] der Resolution",4,"Steine[p] der Resolution",2,0,1,0,0,3,0,7,1853,true,false,true,0
2000081,"Weglicht",4,"Weglichter",2,0,1,2,0,3,0,7,1625,true,false,true,0
2000082,"Weglicht",4,"Weglichter",2,0,1,2,0,3,0,7,1625,true,false,true,0
2000083,"Weglicht",4,"Weglichter",2,0,1,2,0,3,0,7,1625,true,false,true,0
2000084,"Heulend[a] Pfad",4,"Heulend[a] Pfade",2,0,1,0,0,3,0,7,1625,true,false,true,0
2000085,"klar[a] Wasser",4,"klar[a] Wasser",1,0,0,2,0,3,0,7,1624,true,false,true,0
2000086,"beschädigt[a] Baum",4,"beschädigt[a] Bäume",2,0,1,0,0,3,0,7,1625,true,false,true,0
2000087,"Tür[p] des Gästezimmers",3,"Türen[p] des Gästezimmers",1,0,1,1,0,3,131083,0,0,true,false,true,0
2000088,"gemacht[a] Bett",4,"gemacht[a] Betten",1,0,1,2,0,3,720916,0,0,true,false,true,0
2000089,"zertrampelt[a] Pfad",4,"zertrampelt[a] Pfade",2,0,1,0,0,3,65592,7,2075,true,false,true,0
2000090,"Heulend[a] Pfad",4,"Heulend[a] Pfade",2,0,1,0,0,3,0,7,1625,true,false,true,0
2000091,"Heulend[a] Pfad",4,"Heulend[a] Pfade",2,0,1,0,0,3,0,7,1625,true,false,true,0
2000092,"Stein[p] der Resolution",4,"Steine[p] der Resolution",2,0,1,0,0,3,0,7,1853,true,false,true,0
2000093,"verwaschen[a] Notiz",3,"verwaschen[a] Notizen",1,0,1,1,0,1,1048578,0,3237,true,false,true,0
2000094,"verwaschen[a] Notiz",3,"verwaschen[a] Notizen",1,0,1,1,0,1,1048579,0,3237,true,false,true,0
2000095,"verwaschen[a] Notiz",3,"verwaschen[a] Notizen",1,0,1,1,0,1,1048580,0,3237,true,false,true,0
2000096,"verwaschen[a] Notiz",3,"verwaschen[a] Notizen",1,0,1,1,0,1,1048581,0,3237,true,false,true,0
2000097,"verwaschen[a] Notiz",3,"verwaschen[a] Notizen",1,0,1,1,0,3,1048582,0,0,true,false,true,0
2000098,"verwaschen[a] Notiz",3,"verwaschen[a] Notizen",1,0,1,1,0,1,1048583,0,3237,true,false,true,0
2000099,"verwaschen[a] Notiz",3,"verwaschen[a] Notizen",1,0,1,1,0,1,1048584,0,3237,true,false,true,0
2000100,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983152,0,3203,true,false,true,0
2000101,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983153,0,3203,true,false,true,0
2000102,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983154,0,3203,true,false,true,0
2000103,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983155,0,3203,true,false,true,0
2000104,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,2,983182,0,3203,true,false,true,0
2000105,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,2,983183,0,3203,true,false,true,0
2000106,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,2,983184,0,3203,true,false,true,0
2000107,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,2,983185,0,3203,true,false,true,0
2000108,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983199,0,3203,true,false,true,0
2000109,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983200,0,3203,true,false,true,0
2000110,"Magitek-Photozelle",3,"Magitek-Photozellen",1,0,1,1,0,1,983201,0,3203,true,false,true,0
2000111,"",0,"",0,0,1,0,0,1,1114145,7,0,false,false,true,0
2000112,"",0,"",0,0,1,0,0,1,1114146,7,0,false,false,true,0
2000113,"",0,"",0,0,1,0,0,1,1114147,7,0,false,false,true,0
2000114,"",0,"",0,0,1,0,0,1,1114148,7,0,false,false,true,0
2000115,"",0,"",0,0,1,0,0,1,1114149,7,0,false,false,true,0
2000116,"Magitek-Terminal",4,"Magitek-Terminals",1,0,1,2,0,1,983046,0,1621,true,false,true,0
2000117,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000118,"Magitek-Terminal",4,"Magitek-Terminals",1,0,1,2,0,1,983047,0,1621,true,false,true,0
2000119,"Magitek-Terminal",4,"Magitek-Terminals",1,0,1,2,0,1,0,0,1621,true,false,true,0
2000120,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000121,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000122,"Magitek-Terminal",4,"Magitek-Terminals",1,0,1,2,0,1,0,0,1621,true,false,true,0
2000123,"Magitek-Terminal",4,"Magitek-Terminals",1,0,1,2,0,1,0,0,1621,true,false,true,0
2000124,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000125,"Magitek-Teleporter",4,"Magitek-Teleporter",2,0,1,0,0,1,983190,0,1623,true,false,true,0
2000126,"Magitek-Teleporter",4,"Magitek-Teleporter",2,0,1,0,0,3,983045,0,0,true,false,true,0
2000127,"Magitek-Teleporter",4,"Magitek-Teleporter",2,0,1,0,0,3,983045,0,0,true,false,true,0
2000128,"Staubgefäß",2,"Staubgefäße",2,0,1,2,0,3,1114114,7,1625,true,false,true,0
2000129,"Staubgefäß",2,"Staubgefäße",2,0,1,2,0,1,1114114,7,1666,false,false,true,0
2000130,"Staubgefäß",2,"Staubgefäße",2,0,1,2,0,2,0,0,1666,false,false,true,0
2000131,"Staubgefäß",2,"Staubgefäße",2,0,1,2,0,1,0,0,0,false,false,true,0
2000132,"Staubgefäß",2,"Staubgefäße",2,0,1,2,0,1,0,0,0,false,false,true,0
2000133,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000134,"",0,"",0,0,1,0,0,3,0,7,1624,false,false,true,0
2000135,"",0,"",0,0,1,0,0,3,0,7,1624,false,false,true,0
2000136,"Spur[p] der Wilderer",3,"Spuren[p] der Wilderer",1,0,1,1,0,3,65606,7,1626,true,false,true,0
2000137,"Staubgefäß",2,"Staubgefäße",2,0,1,2,0,1,0,0,0,false,false,true,0
2000138,"Staubgefäß",2,"Staubgefäße",2,0,1,2,0,1,0,0,0,false,false,true,0
2000139,"Ausgang",4,"Ausgänge",2,0,1,0,0,1,983045,0,1629,true,false,true,0
2000140,"Gebüsch",2,"Gebüsche",2,0,1,2,0,3,65707,7,1625,true,false,true,0
2000141,"Messtabelle",3,"Messtabellen",1,0,1,1,0,3,65711,7,1848,true,false,true,0
2000142,"Gebüsch",2,"Gebüsche",2,0,1,2,0,3,65707,7,2075,true,false,true,0
2000143,"verdreckt[a] Wegweiser",4,"verdreckt[a] Wegweiser",2,0,1,0,0,3,65735,7,2076,true,false,true,0
2000144,"verdreckt[a] Wegweiser",4,"verdreckt[a] Wegweiser",2,0,1,0,0,3,65735,7,2076,true,false,true,0
2000145,"Leuchtpilz",2,"Leuchtpilze",1,0,1,0,0,3,65731,7,1852,true,false,true,0
2000146,"Leinenbeutel",4,"Leinenbeutel",1,0,1,0,0,3,65709,7,1851,true,false,true,0
2000147,"Messgerätekiste",4,"Messgerätekiste",1,0,1,1,0,3,65711,7,1850,true,false,true,0
2000148,"Messgerätekiste",4,"Messgerätekiste",1,0,1,1,0,3,65711,7,1850,true,false,true,0
2000149,"Messleine",3,"Messleinen",1,0,1,1,0,3,65711,7,1849,true,false,true,0
2000150,"Anolis-Ei",4,"Anolis-Eier",2,0,1,2,0,3,65661,7,1843,true,false,true,0
2000151,"Stadt-Ätheryt",6,"Stadt-Ätheryten",1,0,1,0,0,3,720924,0,1585,true,false,true,0
2000152,"klein[a] Schlüssel",4,"klein[a] Schlüssel",2,0,1,0,0,1,0,0,1651,true,false,true,0
2000153,"Stadt-Ätheryt",6,"Stadt-Ätheryten",1,0,1,0,0,3,720924,0,1585,true,false,true,0
2000154,"Stadt-Ätheryt",6,"Stadt-Ätheryten",1,0,1,0,0,3,720924,0,1585,true,false,true,0
2000155,"Stadt-Ätheryt",6,"Stadt-Ätheryten",1,0,1,0,0,3,720924,0,1585,true,false,true,0
2000156,"Stadt-Ätheryt",6,"Stadt-Ätheryten",1,0,1,0,0,3,720924,0,1585,true,false,true,0
2000157,"Stadt-Ätheryt",6,"Stadt-Ätheryten",1,0,1,0,0,3,720924,0,1585,true,false,true,0
2000158,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000159,"klein[a] Schlüssel",4,"klein[a] Schlüssel",2,0,1,0,0,2,983048,0,1651,true,false,false,5
2000160,"verschlossen[a] Tür",3,"verschlossen[a] Türen",1,0,1,1,0,1,983050,0,0,true,false,true,0
2000161,"",0,"",0,0,1,0,0,1,0,0,0,false,true,true,0
2000162,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983118,0,0,true,false,true,0
2000163,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983119,0,3317,true,false,true,0
2000164,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2000165,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983120,0,0,true,false,true,0
2000166,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983121,0,3317,true,false,true,0
2000167,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2000168,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000169,"Sprengstoffbündel[p] (6 Unzen)",4,"Sprengstoffbündel[p] (6 Unzen)",2,0,1,2,0,1,983052,0,2791,true,false,true,0
2000170,"Sprengvorrichtung",3,"Sprengvorrichtungen",1,0,1,1,0,1,983111,0,0,true,false,true,0
2000171,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000172,"Sprengstoffbündel[p] (6 Unzen)",4,"Sprengstoffbündel[p] (6 Unzen)",2,0,1,2,0,1,983053,0,2791,true,false,true,0
2000173,"verschlossen[a] Tür",3,"verschlossen[a] Türen",1,0,1,1,0,1,983051,0,0,true,false,true,0
2000174,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983146,0,0,true,false,true,0
2000175,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983147,0,3317,true,false,true,0
2000176,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983148,0,0,true,false,true,0
2000177,"Aufzugshebel",4,"Aufzugshebel",2,0,1,0,0,1,983149,0,3317,true,false,true,0
2000178,"klein[a] Schlüssel",4,"klein[a] Schlüssel",2,0,1,0,0,1,983049,0,1651,true,false,true,0
2000179,"Sprengstoffbündel[p] (6 Unzen)",4,"Sprengstoffbündel[p] (6 Unzen)",2,0,1,2,0,2,983054,0,2791,true,false,false,5
2000180,"Sprengvorrichtung",3,"Sprengvorrichtungen",1,0,1,1,0,1,983112,0,0,true,false,true,0
2000181,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000182,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000183,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2000184,"verbessert[a] Sprengvorrichtung",3,"verbessert[a] Sprengvorrichtungen",1,0,1,1,0,1,983081,0,0,true,false,true,0
2000185,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000186,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000187,"Ausgang",4,"Ausgänge",2,0,1,0,0,1,983045,0,1629,true,false,true,0
2000188,"",0,"",0,0,1,0,0,1,1114125,7,0,false,false,true,0
2000189,"",0,"",0,0,1,0,0,1,1114126,7,0,false,false,true,0
2000190,"",0,"",0,0,1,0,0,1,1114127,7,0,false,false,true,0
2000191,"",0,"",0,0,1,0,0,1,1114128,7,0,false,false,true,0
2000192,"",0,"",0,0,1,0,0,1,1114129,7,0,false,false,true,0
2000193,"",0,"",0,0,1,0,0,1,1114130,7,0,false,false,true,0
2000194,"",0,"",0,0,1,0,0,1,1114131,7,0,false,false,true,0
2000195,"",0,"",0,0,1,0,0,1,1114132,7,0,false,false,true,0
2000196,"",0,"",0,0,1,0,0,1,1114133,7,0,false,false,true,0
2000197,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000198,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000199,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000200,"",0,"",0,0,1,0,0,1,1114134,7,0,false,false,true,0
2000201,"",0,"",0,0,1,0,0,1,1114135,7,0,false,false,true,0
2000202,"",0,"",0,0,1,0,0,1,1114136,7,0,false,false,true,0
2000203,"",0,"",0,0,1,0,0,1,1114137,7,0,false,false,true,0
2000204,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000205,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000206,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000207,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000208,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000209,"eisern[a] Hebel",4,"eisern[a] Hebel",2,0,1,0,0,1,983061,0,2537,true,false,true,0
2000210,"",0,"",0,0,1,0,0,2,0,0,3134,false,false,true,0
2000211,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2000212,"blutig[a] Notiz",3,"blutig[a] Notizen",1,0,1,1,0,1,1048585,0,2221,true,false,true,0
2000213,"blau[a] Korallenformation",3,"blau[a] Korallenformationen",1,0,1,1,0,1,983063,0,0,true,false,true,0
2000214,"rot[a] Korallenformation",3,"rot[a] Korallenformationen",1,0,1,1,0,1,983064,0,0,true,false,true,0
2000215,"grün[a] Korallenformation",3,"grün[a] Korallenformationen",1,0,1,1,0,1,983065,0,0,true,false,true,0
2000216,"unauffällig[a] Schalter",4,"unauffällig[a] Schalter",2,0,1,0,0,1,983066,0,0,true,false,true,0
2000217,"Geheimtür",3,"Geheimtüren",1,0,1,1,0,1,0,0,0,false,false,true,0
2000218,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000219,"",0,"",0,0,1,0,0,1,0,0,1624,true,false,true,0
2000220,"",0,"",0,0,1,0,0,1,0,0,1712,true,false,true,0
2000221,"",0,"",0,0,1,0,0,1,983114,0,1624,true,false,true,0
2000222,"Riesenmuschel",3,"Riesenmuscheln",1,0,1,1,0,1,0,0,0,false,false,true,0
2000223,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000224,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000225,"Rambadentür",3,"Rambadentüren",1,0,1,1,0,1,0,0,0,false,false,true,0
2000226,"hölzern[a] Tür",3,"hölzern[a] Türen",1,0,1,1,0,1,983067,0,0,true,false,true,0
2000227,"Kapitänsstube",3,"Kapitänsstube",1,0,1,1,0,1,983068,0,0,true,false,true,0
2000228,"hölzern[a] Tür",3,"hölzern[a] Türen",1,0,1,1,0,1,983069,0,0,true,false,true,0
2000229,"hölzern[a] Tür",3,"hölzern[a] Türen",1,0,1,1,0,1,983070,0,0,true,false,true,0
2000230,"hölzern[a] Tür",3,"hölzern[a] Türen",1,0,1,1,0,1,983071,0,0,true,false,true,0
2000231,"Wellenfahrer-Tor",4,"Wellenfahrer-Tore",2,0,1,2,0,1,983072,0,0,true,false,true,0
2000232,"Kerkertür",3,"Kerkertüren",1,0,1,1,0,1,983073,0,0,true,false,true,0
2000233,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000234,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000235,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000236,"Rambadentür",3,"Rambadentüren",1,0,1,1,0,1,0,0,0,false,false,true,0
2000237,"",0,"",0,0,1,0,0,3,0,0,0,true,false,true,0
2000238,"",0,"",0,0,1,0,0,1,983045,0,1629,true,false,true,0
2000239,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000240,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000241,"×敵POPポイント２",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000242,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000243,"×敵POPポイント２",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000244,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000245,"×敵POPポイント２",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000246,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000247,"×敵POPポイント",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2000248,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000249,"",0,"",0,0,1,0,0,1,0,0,0,true,false,true,0
2000250,"Schlüssel[p] zur Kapitänsstube",4,"Schlüssel[p] zur Kapitänsstube",2,0,1,0,0,2,983074,0,1652,true,false,false,5
2000251,"Eisenschlüssel",4,"Eisenschlüssel",2,0,1,0,0,2,983075,0,1624,true,false,false,5
2000252,"Eisenschlüssel",4,"Eisenschlüssel",2,0,1,0,0,2,983076,0,1624,true,false,false,5
2000253,"Eisenschlüssel",4,"Eisenschlüssel",2,0,1,0,0,2,983077,0,1624,true,false,false,5
2000254,"Eisenschlüssel",4,"Eisenschlüssel",2,0,1,0,0,2,983078,0,1624,true,false,false,5
2000255,"Schlüssel[p] zum Wellenfahrer-Tor",4,"Schlüssel[p] zum Wellenfahrer-Tor",2,0,1,0,0,2,983079,0,1652,true,false,false,5
2000256,"Schlüssel[p] zur Kerkertür",4,"Schlüssel[p] zur Kerkertür",2,0,1,0,0,1,983080,0,1652,true,false,false,5
2000257,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000258,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000259,"",0,"",0,0,1,0,0,3,0,0,1624,true,false,true,0
2000260,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000261,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000262,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000263,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000264,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000265,"×長谷川テストオブジェクト",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2000266,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2000267,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
