Index,0 [0x5][0x8],1 [0x5][0xa],2 [0x5][0xc],3 [0x5][0xe],4 [0x3][0x10],5 [0x3][0x11],6 [0x3][0x12],7 [0x3][0x13],8 [0x7][0x4],9 [0x0][0x0]
30008,12,0,0,0,3,0,0,0,1300,"斧術士08"
30009,15,0,0,0,3,0,0,0,1600,"斧術士09"
30010,17,0,0,0,3,0,0,0,1700,"斧術士10"
30011,18,0,0,0,4,0,0,0,2300,"斧術士11"
30012,20,0,0,0,4,0,0,0,3200,"斧術士12"
30013,21,0,0,0,4,0,0,0,4000,"斧術士13"
30014,22,0,0,0,4,0,0,0,4500,"斧術士14"
30015,23,0,0,0,4,0,0,0,5000,"斧術士15"
30016,24,0,0,0,4,0,0,0,5300,"斧術士16"
30017,25,26,27,0,4,3,2,0,5500,"斧術士17"
30018,29,0,0,0,4,0,0,0,5700,"斧術士18"
30019,28,0,0,0,4,0,0,0,5900,"斧術士19"
30020,30,0,0,0,4,0,0,0,6100,"斧術士20"
30021,32,0,0,0,4,0,0,0,6300,"斧術士21"
30022,135,0,0,0,4,0,0,0,6500,"斧術士22"
30023,246,0,0,0,4,0,0,0,6700,"斧術士23"
30024,145,0,0,0,4,0,0,0,6900,"斧術士24"
30025,149,0,0,0,4,0,0,0,7100,"斧術士25"
30026,252,0,0,0,4,0,0,0,7600,"斧術士26"
30027,150,251,257,0,4,3,2,0,8600,"斧術士27"
30028,256,0,0,0,4,0,0,0,9400,"斧術士28"
30029,159,0,0,0,4,0,0,0,9700,"斧術士29"
30030,165,0,0,0,4,0,0,0,10000,"斧術士30"
30031,168,0,0,0,4,0,0,0,11000,"斧術士31"
30032,166,269,48,0,4,3,2,0,12000,"斧術士32"
30033,46,0,0,0,4,0,0,0,12500,"斧術士33"
30034,52,0,0,0,4,0,0,0,13000,"斧術士34"
30035,56,0,0,0,4,0,0,0,13500,"斧術士35"
30036,294,0,0,0,4,0,0,0,14000,"斧術士36"
30037,297,296,300,0,4,3,2,0,14500,"斧術士37"
30038,302,0,0,0,4,0,0,0,15000,"斧術士38"
30039,303,0,0,0,4,0,0,0,16000,"斧術士39"
30040,66,0,0,0,4,0,0,0,16500,"斧術士40"
30041,178,0,0,0,5,0,0,0,17000,"斧術士41"
30042,275,73,187,0,5,3,2,0,17500,"斧術士42"
30043,186,0,0,0,1,0,0,0,18000,"斧術士43"
30044,190,0,0,0,5,0,0,0,18500,"斧術士44"
30045,309,0,0,0,5,0,0,0,19000,"斧術士45"
30046,322,0,0,0,5,0,0,0,19500,"斧術士46"
30047,78,192,278,0,5,3,2,0,20000,"斧術士47"
30048,202,0,0,0,5,0,0,0,20500,"斧術士48"
30049,283,0,0,0,5,0,0,0,21000,"斧術士49"
30050,93,0,0,0,5,0,0,0,21500,"斧術士50"
40001,1,0,0,0,3,0,0,0,75,"槍術士01"
40002,95,0,0,0,3,0,0,0,180,"槍術士02"
40003,96,0,0,0,3,0,0,0,360,"槍術士03"
40004,97,0,0,0,3,0,0,0,410,"槍術士04"
40005,100,0,0,0,3,0,0,0,530,"槍術士05"
40006,102,0,0,0,3,0,0,0,980,"槍術士06"
40007,103,104,0,0,3,3,0,0,1100,"槍術士07"
40008,105,0,0,0,3,0,0,0,1300,"槍術士08"
40009,108,111,0,0,3,3,0,0,1600,"槍術士09"
40010,109,0,0,0,3,0,0,0,1700,"槍術士10"
40011,115,0,0,0,3,0,0,0,2300,"槍術士11"
40012,116,0,0,0,3,0,0,0,3200,"槍術士12"
40013,118,0,0,0,3,0,0,0,4000,"槍術士13"
40014,119,0,0,0,3,0,0,0,4500,"槍術士14"
40015,120,121,0,0,3,3,0,0,5000,"槍術士15"
40016,122,0,0,0,3,0,0,0,5300,"槍術士16"
40017,123,126,0,0,3,3,0,0,5500,"槍術士17"
40018,132,0,0,0,3,0,0,0,5700,"槍術士18"
40019,130,131,0,0,3,3,0,0,5900,"槍術士19"
40020,133,0,0,0,3,0,0,0,6100,"槍術士20"
40021,32,0,0,0,4,0,0,0,6300,"槍術士21"
40022,136,0,0,0,4,0,0,0,6500,"槍術士22"
40023,246,0,0,0,4,0,0,0,6700,"槍術士23"
40024,147,0,0,0,4,0,0,0,6900,"槍術士24"
40025,248,151,0,0,3,4,0,0,7100,"槍術士25"
40026,252,0,0,0,4,0,0,0,7600,"槍術士26"
40027,257,158,0,0,4,3,0,0,8600,"槍術士27"
40028,261,0,0,0,4,0,0,0,9400,"槍術士28"
40029,162,37,0,0,4,3,0,0,9700,"槍術士29"
40030,164,0,0,0,4,0,0,0,10000,"槍術士30"
40031,165,0,0,0,4,0,0,0,11000,"槍術士31"
40032,40,0,0,0,4,0,0,0,12000,"槍術士32"
40033,268,269,0,0,4,3,0,0,12500,"槍術士33"
40034,172,0,0,0,4,0,0,0,13000,"槍術士34"
40035,63,58,0,0,4,3,0,0,13500,"槍術士35"
40036,297,0,0,0,4,0,0,0,14000,"槍術士36"
40037,294,173,0,0,4,3,0,0,14500,"槍術士37"
40038,175,0,0,0,4,0,0,0,15000,"槍術士38"
40039,302,305,0,0,4,3,0,0,16000,"槍術士39"
40040,274,0,0,0,4,0,0,0,16500,"槍術士40"
40041,308,307,0,0,5,4,0,0,17000,"槍術士41"
40042,73,0,0,0,5,0,0,0,17500,"槍術士42"
40043,187,189,0,0,5,2,0,0,18000,"槍術士43"
40044,190,0,0,0,5,0,0,0,18500,"槍術士44"
40045,333,311,0,0,4,5,0,0,19000,"槍術士45"
40046,312,0,0,0,5,0,0,0,19500,"槍術士46"
40047,77,325,0,0,5,4,0,0,20000,"槍術士47"
40048,327,0,0,0,5,0,0,0,20500,"槍術士48"
40049,204,290,0,0,5,4,0,0,21000,"槍術士49"
40050,92,0,0,0,5,0,0,0,21500,"槍術士50"
50001,1,0,0,0,4,0,0,0,75,"弓術士01"
50002,95,0,0,0,4,0,0,0,180,"弓術士02"
50003,96,0,0,0,4,0,0,0,360,"弓術士03"
50004,97,0,0,0,4,0,0,0,410,"弓術士04"
50005,101,0,0,0,4,0,0,0,530,"弓術士05"
50006,98,0,0,0,4,0,0,0,980,"弓術士06"
50007,103,0,0,0,4,0,0,0,1100,"弓術士07"
50008,108,0,0,0,4,0,0,0,1300,"弓術士08"
50009,107,0,0,0,4,0,0,0,1600,"弓術士09"
50010,110,0,0,0,4,0,0,0,1700,"弓術士10"
50011,112,0,0,0,4,0,0,0,2300,"弓術士11"
50012,115,0,0,0,4,0,0,0,3200,"弓術士12"
50013,113,116,117,118,1,1,1,1,4000,"弓術士13"
50014,119,0,0,0,4,0,0,0,4500,"弓術士14"
50015,120,0,0,0,4,0,0,0,5000,"弓術士15"
50016,122,0,0,0,4,0,0,0,5300,"弓術士16"
50017,123,0,0,0,4,0,0,0,5500,"弓術士17"
50018,128,0,0,0,3,0,0,0,5700,"弓術士18"
50019,133,0,0,0,4,0,0,0,5900,"弓術士19"
50020,129,0,0,0,4,0,0,0,6100,"弓術士20"
50021,32,0,0,0,5,0,0,0,6300,"弓術士21"
50022,135,0,0,0,5,0,0,0,6500,"弓術士22"
50023,33,246,138,144,2,2,2,2,6700,"弓術士23"
50024,146,0,0,0,5,0,0,0,6900,"弓術士24"
50025,152,0,0,0,5,0,0,0,7100,"弓術士25"
50026,253,0,0,0,5,0,0,0,7600,"弓術士26"
50027,257,0,0,0,5,0,0,0,8600,"弓術士27"
50028,157,0,0,0,5,0,0,0,9400,"弓術士28"
50029,159,0,0,0,5,0,0,0,9700,"弓術士29"
50030,37,0,0,0,5,0,0,0,10000,"弓術士30"
50031,165,0,0,0,5,0,0,0,11000,"弓術士31"
50032,265,0,0,0,5,0,0,0,12000,"弓術士32"
50033,264,47,269,172,2,2,2,2,12500,"弓術士33"
50034,52,0,0,0,5,0,0,0,13000,"弓術士34"
50035,56,0,0,0,5,0,0,0,13500,"弓術士35"
50036,63,65,62,272,2,2,2,2,14000,"弓術士36"
50037,295,0,0,0,5,0,0,0,14500,"弓術士37"
50038,298,0,0,0,5,0,0,0,15000,"弓術士38"
50039,301,0,0,0,5,0,0,0,16000,"弓術士39"
50040,307,0,0,0,5,0,0,0,16500,"弓術士40"
50041,306,0,0,0,5,0,0,0,17000,"弓術士41"
50042,308,0,0,0,5,0,0,0,17500,"弓術士42"
50043,72,73,179,187,2,2,2,2,18000,"弓術士43"
50044,319,0,0,0,5,0,0,0,18500,"弓術士44"
50045,191,0,0,0,5,0,0,0,19000,"弓術士45"
50046,314,318,320,279,2,2,2,2,19500,"弓術士46"
50047,194,0,0,0,5,0,0,0,20000,"弓術士47"
50048,205,0,0,0,5,0,0,0,20500,"弓術士48"
50049,285,0,0,0,5,0,0,0,21000,"弓術士49"
50050,89,0,0,0,5,0,0,0,21500,"弓術士50"
60001,1,0,0,0,3,0,0,0,75,"幻術士01"
60002,95,0,0,0,3,0,0,0,180,"幻術士02"
60003,96,0,0,0,3,0,0,0,360,"幻術士03"
60004,97,0,0,0,3,0,0,0,410,"幻術士04"
60005,99,0,0,0,3,0,0,0,530,"幻術士05"
60006,98,0,0,0,3,0,0,0,980,"幻術士06"
60007,101,0,0,0,3,0,0,0,1100,"幻術士07"
60008,102,0,0,0,3,0,0,0,1300,"幻術士08"
60009,106,0,0,0,3,0,0,0,1600,"幻術士09"
60010,114,0,0,0,3,0,0,0,1700,"幻術士10"
60011,109,0,0,0,3,0,0,0,2300,"幻術士11"
60012,115,113,0,0,3,2,0,0,3200,"幻術士12"
60013,18,0,0,0,3,0,0,0,4000,"幻術士13"
60014,118,0,0,0,3,0,0,0,4500,"幻術士14"
60015,121,0,0,0,3,0,0,0,5000,"幻術士15"
60016,122,0,0,0,3,0,0,0,5300,"幻術士16"
60017,123,0,0,0,3,0,0,0,5500,"幻術士17"
60018,127,0,0,0,3,0,0,0,5700,"幻術士18"
60019,130,0,0,0,3,0,0,0,5900,"幻術士19"
60020,131,0,0,0,3,0,0,0,6100,"幻術士20"
60021,32,0,0,0,3,0,0,0,6300,"幻術士21"
60022,135,245,247,0,3,2,2,0,6500,"幻術士22"
60023,139,0,0,0,3,0,0,0,6700,"幻術士23"
60024,143,0,0,0,3,0,0,0,6900,"幻術士24"
60025,151,0,0,0,3,0,0,0,7100,"幻術士25"
60026,252,0,0,0,3,0,0,0,7600,"幻術士26"
60027,255,0,0,0,3,0,0,0,8600,"幻術士27"
60028,158,0,0,0,3,0,0,0,9400,"幻術士28"
60029,159,0,0,0,3,0,0,0,9700,"幻術士29"
60030,37,0,0,0,3,0,0,0,10000,"幻術士30"
60031,169,0,0,0,4,0,0,0,11000,"幻術士31"
60032,167,43,50,265,4,2,2,1,12000,"幻術士32"
60033,170,0,0,0,4,0,0,0,12500,"幻術士33"
60034,52,0,0,0,4,0,0,0,13000,"幻術士34"
60035,297,0,0,0,4,0,0,0,13500,"幻術士35"
60036,174,0,0,0,4,0,0,0,14000,"幻術士36"
60037,175,0,0,0,4,0,0,0,14500,"幻術士37"
60038,302,0,0,0,4,0,0,0,15000,"幻術士38"
60039,299,0,0,0,4,0,0,0,16000,"幻術士39"
60040,308,0,0,0,4,0,0,0,16500,"幻術士40"
60041,273,0,0,0,4,0,0,0,17000,"幻術士41"
60042,66,306,72,73,4,2,2,1,17500,"幻術士42"
60043,183,0,0,0,2,0,0,0,18000,"幻術士43"
60044,191,0,0,0,4,0,0,0,18500,"幻術士44"
60045,312,0,0,0,4,0,0,0,19000,"幻術士45"
60046,323,0,0,0,4,0,0,0,19500,"幻術士46"
60047,77,0,0,0,4,0,0,0,20000,"幻術士47"
60048,203,0,0,0,4,0,0,0,20500,"幻術士48"
60049,285,0,0,0,4,0,0,0,21000,"幻術士49"
60050,94,0,0,0,4,0,0,0,21500,"幻術士50"
70001,1,0,0,0,3,0,0,0,75,"呪術士01"
70002,207,0,0,0,3,0,0,0,180,"呪術士02"
70003,208,0,0,0,3,0,0,0,360,"呪術士03"
70004,209,0,0,0,3,0,0,0,410,"呪術士04"
70005,215,0,0,0,3,0,0,0,530,"呪術士05"
70006,212,0,0,0,3,0,0,0,980,"呪術士06"
70007,216,0,0,0,3,0,0,0,1100,"呪術士07"
70008,217,0,0,0,3,0,0,0,1300,"呪術士08"
70009,220,0,0,0,3,0,0,0,1600,"呪術士09"
70010,221,0,0,0,3,0,0,0,1700,"呪術士10"
70011,228,229,0,0,3,2,0,0,2300,"呪術士11"
70012,227,231,0,0,3,2,0,0,3200,"呪術士12"
70013,233,232,0,0,3,2,0,0,4000,"呪術士13"
70014,234,0,0,0,3,0,0,0,4500,"呪術士14"
70015,236,0,0,0,3,0,0,0,5000,"呪術士15"
70016,237,0,0,0,3,0,0,0,5300,"呪術士16"
70017,241,0,0,0,3,0,0,0,5500,"呪術士17"
70018,239,0,0,0,3,0,0,0,5700,"呪術士18"
70019,243,0,0,0,3,0,0,0,5900,"呪術士19"
70020,244,0,0,0,3,0,0,0,6100,"呪術士20"
70021,134,137,0,0,4,2,0,0,6300,"呪術士21"
70022,33,246,0,0,4,2,0,0,6500,"呪術士22"
70023,247,139,0,0,4,2,0,0,6700,"呪術士23"
70024,144,143,0,0,4,2,0,0,6900,"呪術士24"
70025,148,0,0,0,4,0,0,0,7100,"呪術士25"
70026,254,0,0,0,4,0,0,0,7600,"呪術士26"
70027,251,0,0,0,4,0,0,0,8600,"呪術士27"
70028,260,0,0,0,4,0,0,0,9400,"呪術士28"
70029,263,0,0,0,4,0,0,0,9700,"呪術士29"
70030,168,0,0,0,4,0,0,0,10000,"呪術士30"
70031,44,166,0,0,5,2,0,0,11000,"呪術士31"
70032,264,170,0,0,5,2,0,0,12000,"呪術士32"
70033,269,49,0,0,5,2,0,0,12500,"呪術士33"
70034,50,172,0,0,5,2,0,0,13000,"呪術士34"
70035,62,0,0,0,5,0,0,0,13500,"呪術士35"
70036,54,0,0,0,5,0,0,0,14000,"呪術士36"
70037,295,0,0,0,5,0,0,0,14500,"呪術士37"
70038,298,0,0,0,5,0,0,0,15000,"呪術士38"
70039,299,0,0,0,5,0,0,0,16000,"呪術士39"
70040,273,0,0,0,5,0,0,0,16500,"呪術士40"
70041,308,179,0,0,6,2,0,0,17000,"呪術士41"
70042,73,186,0,0,6,1,0,0,17500,"呪術士42"
70043,187,188,0,0,6,2,0,0,18000,"呪術士43"
70044,310,191,0,0,6,2,0,0,18500,"呪術士44"
70045,315,316,0,0,3,2,0,0,19000,"呪術士45"
70046,278,0,0,0,6,0,0,0,19500,"呪術士46"
70047,78,0,0,0,6,0,0,0,20000,"呪術士47"
70048,201,0,0,0,6,0,0,0,20500,"呪術士48"
70049,284,0,0,0,6,0,0,0,21000,"呪術士49"
70050,91,0,0,0,6,0,0,0,21500,"呪術士50"
260001,1,0,0,0,3,0,0,0,75,"巴術士01"
260002,2,0,0,0,3,0,0,0,180,"巴術士02"
260003,4,0,0,0,3,0,0,0,360,"巴術士03"
260004,5,0,0,0,3,0,0,0,410,"巴術士04"
260005,355,0,0,0,3,0,0,0,530,"巴術士05"
260006,9,0,0,0,3,0,0,0,980,"巴術士06"
260007,11,0,0,0,3,0,0,0,1100,"巴術士07"
260008,10,13,0,0,3,3,0,0,1300,"巴術士08"
260009,14,0,0,0,3,0,0,0,1600,"巴術士09"
260010,16,0,0,0,3,0,0,0,1700,"巴術士10"
260011,19,0,0,0,3,0,0,0,2300,"巴術士11"
260012,20,0,0,0,3,0,0,0,3200,"巴術士12"
260013,21,0,0,0,3,0,0,0,4000,"巴術士13"
260014,115,0,0,0,3,0,0,0,4500,"巴術士14"
260015,23,0,0,0,3,0,0,0,5000,"巴術士15"
260016,25,0,0,0,3,0,0,0,5300,"巴術士16"
260017,26,0,0,0,3,0,0,0,5500,"巴術士17"
260018,27,29,0,0,3,3,0,0,5700,"巴術士18"
260019,28,0,0,0,3,0,0,0,5900,"巴術士19"
260020,31,0,0,0,3,0,0,0,6100,"巴術士20"
260021,134,0,0,0,4,0,0,0,6300,"巴術士21"
260022,245,0,0,0,4,0,0,0,6500,"巴術士22"
260023,137,0,0,0,4,0,0,0,6700,"巴術士23"
260024,34,0,0,0,4,0,0,0,6900,"巴術士24"
260025,151,0,0,0,4,0,0,0,7100,"巴術士25"
260026,150,253,0,0,4,2,0,0,7600,"巴術士26"
260027,256,0,0,0,4,0,0,0,8600,"巴術士27"
260028,156,262,0,0,4,2,0,0,9400,"巴術士28"
260029,163,0,0,0,4,0,0,0,9700,"巴術士29"
260030,169,0,0,0,4,0,0,0,10000,"巴術士30"
260031,45,0,0,0,4,0,0,0,11000,"巴術士31"
260032,48,0,0,0,4,0,0,0,12000,"巴術士32"
260033,50,0,0,0,4,0,0,0,12500,"巴術士33"
260034,268,0,0,0,4,0,0,0,13000,"巴術士34"
260035,53,0,0,0,4,0,0,0,13500,"巴術士35"
260036,55,57,0,0,4,1,0,0,14000,"巴術士36"
260037,294,0,0,0,4,0,0,0,14500,"巴術士37"
260038,298,175,0,0,4,2,0,0,15000,"巴術士38"
260039,304,0,0,0,4,0,0,0,16000,"巴術士39"
260040,178,0,0,0,4,0,0,0,16500,"巴術士40"
260041,275,0,0,0,4,0,0,0,17000,"巴術士41"
260042,72,0,0,0,4,0,0,0,17500,"巴術士42"
260043,185,0,0,0,2,0,0,0,18000,"巴術士43"
260044,310,319,0,0,4,2,0,0,18500,"巴術士44"
260045,190,0,0,0,4,0,0,0,19000,"巴術士45"
260046,192,324,0,0,4,2,0,0,19500,"巴術士46"
260047,312,0,0,0,4,0,0,0,20000,"巴術士47"
260048,327,84,0,0,4,2,0,0,20500,"巴術士48"
260049,282,0,0,0,4,0,0,0,21000,"巴術士49"
260050,289,0,0,0,4,0,0,0,21500,"巴術士50"
290001,2,0,0,0,3,0,0,0,75,"双剣士01"
290002,4,0,0,0,3,0,0,0,180,"双剣士02"
290003,3,0,0,0,3,0,0,0,360,"双剣士03"
290004,6,0,0,0,3,0,0,0,410,"双剣士04"
290005,733,734,0,0,2,1,0,0,530,"双剣士05"
290006,8,0,0,0,3,0,0,0,980,"双剣士06"
290007,10,0,0,0,3,0,0,0,1100,"双剣士07"
290008,13,0,0,0,3,0,0,0,1300,"双剣士08"
290009,14,15,0,0,1,1,0,0,1600,"双剣士09"
290010,17,0,0,0,3,0,0,0,1700,"双剣士10"
290011,735,0,0,0,3,0,0,0,2300,"双剣士11"
290012,736,19,0,0,1,2,0,0,3200,"双剣士12"
290013,21,0,0,0,3,0,0,0,4000,"双剣士13"
290014,22,0,0,0,3,0,0,0,4500,"双剣士14"
290015,23,0,0,0,3,0,0,0,5000,"双剣士15"
290016,26,0,0,0,3,0,0,0,5300,"双剣士16"
290017,29,0,0,0,3,0,0,0,5500,"双剣士17"
290018,28,27,0,0,2,1,0,0,5700,"双剣士18"
290019,30,0,0,0,3,0,0,0,5900,"双剣士19"
290020,31,0,0,0,3,0,0,0,6100,"双剣士20"
290021,131,0,0,0,3,0,0,0,6300,"双剣士21"
290022,737,0,0,0,3,0,0,0,6500,"双剣士22"
290023,134,0,0,0,3,0,0,0,6700,"双剣士23"
290024,139,0,0,0,3,0,0,0,6900,"双剣士24"
290025,145,147,0,0,2,2,0,0,7100,"双剣士25"
290026,151,0,0,0,3,0,0,0,7600,"双剣士26"
290027,148,0,0,0,3,0,0,0,8600,"双剣士27"
290028,260,261,0,0,2,2,0,0,9400,"双剣士28"
290029,161,160,0,0,2,2,0,0,9700,"双剣士29"
290030,262,0,0,0,3,0,0,0,10000,"双剣士30"
290031,40,0,0,0,3,0,0,0,11000,"双剣士31"
290032,48,0,0,0,3,0,0,0,12000,"双剣士32"
290033,45,53,0,0,2,2,0,0,12500,"双剣士33"
290034,55,65,0,0,1,2,0,0,13000,"双剣士34"
290035,58,0,0,0,3,0,0,0,13500,"双剣士35"
290036,64,0,0,0,4,0,0,0,14000,"双剣士36"
290037,296,298,0,0,2,2,0,0,14500,"双剣士37"
290038,300,0,0,0,3,0,0,0,15000,"双剣士38"
290039,304,0,0,0,3,0,0,0,16000,"双剣士39"
290040,738,305,0,0,2,2,0,0,16500,"双剣士40"
290041,273,0,0,0,4,0,0,0,17000,"双剣士41"
290042,275,0,0,0,4,0,0,0,17500,"双剣士42"
290043,310,0,0,0,4,0,0,0,18000,"双剣士43"
290044,319,0,0,0,4,0,0,0,18500,"双剣士44"
290045,333,334,0,0,2,2,0,0,19000,"双剣士45"
290046,317,316,0,0,2,2,0,0,19500,"双剣士46"
290047,318,0,0,0,4,0,0,0,20000,"双剣士47"
290048,326,0,0,0,4,0,0,0,20500,"双剣士48"
290049,92,91,0,0,2,2,0,0,21000,"双剣士49"
290050,739,94,0,0,2,2,0,0,21500,"双剣士50"
1000001,124,0,0,0,3,0,0,0,240,"黒渦団01"
1000002,335,0,0,0,5,0,0,0,266,"黒渦団02"
1000003,336,0,0,0,3,0,0,0,287,"黒渦団03"
1000004,337,0,0,0,1,0,0,0,311,"黒渦団04"
1000005,142,0,0,0,3,0,0,0,345,"黒渦団05"
1000006,141,0,0,0,3,0,0,0,357,"黒渦団06"
1000007,36,0,0,0,3,0,0,0,388,"黒渦団07"
1000008,249,0,0,0,3,0,0,0,431,"黒渦団08"
1000009,154,0,0,0,3,0,0,0,441,"黒渦団09"
1000010,291,0,0,0,1,0,0,0,478,"黒渦団10"
