Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8],9 [0x3][0x14]
67,"Mor Dhona",1,"Mor Dhona",0,0,1,0,1,"",0
68,"Jadeite Thick",1,"Jadeite Thick",0,0,1,0,1,"",0
69,"Greentear",0,"Greentear",0,0,1,0,1,"",0
70,"Bentbranch",0,"Bentbranch",0,0,1,0,1,"",0
71,"Sorrel Haven",0,"Sorrel Haven",0,0,1,0,1,"",0
72,"The Standing Corses",0,"Standing Corses",0,0,1,0,0,"",0
73,"The Honey Yard",0,"Honey Yard",0,0,1,0,0,"",0
74,"Nine Ivies",1,"Nine Ivies",0,0,1,0,1,"",0
75,"The Bramble Patch",0,"Bramble Patch",0,0,1,0,0,"",0
76,"Larkscall",0,"Larkscall",0,0,1,0,1,"",0
77,"Sylphlands",0,"Sylphlands",0,0,1,0,0,"",0
78,"Upper Paths",2,"Upper Paths",0,0,1,0,0,"",0
79,"Lower Paths",2,"Lower Paths",0,0,1,0,0,"",0
80,"Snakemolt",0,"Snakemolt",0,0,1,0,1,"",0
81,"Silent Arbor",1,"Silent Arbor",0,0,1,0,1,"",0
82,"Urth's Gift",0,"Urth's Gift",0,0,1,0,1,"",0
83,"Treespeak",1,"Treespeak",0,0,1,0,1,"",0
84,"Peacegarden",1,"Peacegarden",0,0,1,0,1,"",0
85,"Alder Springs",0,"Alder Springs",0,0,1,0,1,"",0
86,"Proud Creek",0,"Proud Creek",0,0,1,0,1,"",0
87,"Blue Badger Gate",0,"Blue Badger Gate",0,0,1,0,0,"",0
88,"White Wolf Gate",0,"White Wolf Gate",0,0,1,0,0,"",0
89,"Gilbert's Spire",0,"Gilbert's Spire",0,0,1,0,1,"",0
90,"The Bannock",0,"Bannock",0,0,1,0,0,"",0
91,"Gabineaux's Bower",0,"Gabineaux's Bower",0,0,1,0,1,"",0
92,"Naked Rock",0,"Naked Rock",0,0,1,0,1,"",0
93,"Spirithold",0,"Spirithold",0,0,1,0,1,"",0
94,"Bentbranch Meadows",0,"Bentbranch Meadows",0,0,1,0,1,"",0
95,"Galvanth's Spire",0,"Galvanth's Spire",0,0,1,0,1,"",0
96,"The Matron's Lethe",0,"Matron's Lethe",0,0,1,0,0,"",0
97,"The Tam-Tara Deepcroft",0,"Tam-Tara Deepcroft",0,0,1,0,0,"",0
98,"The Mirror Planks",0,"Mirror Planks",0,0,1,0,0,"",0
99,"Lilystone",0,"Lilystone",0,0,1,0,1,"",0
100,"The Hedgetree",0,"Hedgetree",0,0,1,0,0,"",0
101,"Everschade",1,"Everschade",0,0,1,0,1,"",0
102,"Haukke Manor",0,"Haukke Manor",0,0,1,0,1,"",0
103,"Sanguine Perch",0,"Sanguine Perch",0,0,1,0,0,"",0
104,"Hopeseed Pond",0,"Hopeseed Pond",0,0,1,0,1,"",0
105,"Amberscale Rock",0,"Amberscale Rock",0,0,1,0,1,"",0
106,"Spriggan Dig",0,"Spriggan Dig",0,0,1,0,0,"",0
107,"The Hawthorne Hut",0,"Hawthorne Hut",0,0,1,0,0,"",0
108,"The Hedgetree",0,"Hedgetree",0,0,1,0,0,"",0
109,"",0,"",0,0,0,0,0,"",0
110,"Amarissaix's Spire",0,"Amarissaix's Spire",0,0,1,0,1,"",0
111,"Castrum Oriens",0,"Castrum Oriens",0,0,1,0,1,"",0
112,"Sanctum of the Twelve",0,"Sanctum of the Twelve",0,0,1,0,0,"",0
113,"Little Solace",1,"Little Solace",0,0,1,0,1,"",0
114,"Moonspore Grove",0,"Moonspore Grove",0,0,1,0,1,"",0
115,"The Seedbed",0,"Seedbed",0,0,1,0,0,"",0
116,"Goldleaf Dais",0,"Goldleaf Dais",0,0,1,0,0,"",0
117,"Hanging Barbs",0,"Hanging Barbs",0,0,1,0,0,"",0
118,"Buscarron's Scar",0,"Buscarron's Scar",0,0,1,0,1,"",0
119,"Buscarron's Druthers",0,"Buscarron's Druthers",0,0,1,0,1,"",0
120,"The Thousand Maws of Toto-Rak",0,"Thousand Maws of Toto-Rak",0,0,1,0,0,"",0
121,"Issom-Har",0,"Issom-Har",0,0,1,0,1,"",0
122,"No Man's Hovel",0,"No Man's Hovel",0,0,1,0,1,"",0
123,"Camp Tranquil",0,"Camp Tranquil",0,0,1,0,1,"",0
124,"",0,"",0,0,0,0,0,"",0
125,"The Lost City of Amdapor",0,"Lost City of Amdapor",0,0,1,0,0,"",0
126,"Rootslake",0,"Rootslake",0,0,1,0,1,"",0
127,"South Shroud Landing",0,"South Shroud landing",0,0,1,0,0,"",0
128,"Amdapor Keep",0,"Amdapor Keep",0,0,1,0,1,"",0
129,"Quarrymill",1,"Quarrymill",0,0,1,0,1,"",0
130,"Redbelly Hive",0,"Redbelly Hive",0,0,1,0,1,"",0
131,"Goblins' Meet",0,"Goblins' Meet",0,0,1,0,1,"",0
132,"Takers' Rot",0,"Takers' Rot",0,0,1,0,1,"",0
133,"Urth's Fount",0,"Urth's Fount",0,0,1,0,1,"",0
134,"",0,"",0,0,0,0,0,"",0
135,"Yellow Serpent Gate",0,"Yellow Serpent Gate",0,0,1,0,0,"",0
136,"Treespeak Stables",0,"Treespeak Stables",0,0,1,0,1,"",0
137,"E-Tatt's Spire",0,"E-Tatt's Spire",0,0,1,0,1,"",0
138,"The Hedgetree",0,"Hedgetree",0,0,1,0,0,"",0
139,"Hyrstmill",1,"Hyrstmill",0,0,1,0,1,"",0
140,"Fallgourd Float",0,"Fallgourd Float",0,0,1,0,1,"",0
141,"The Bobbing Cork",0,"Bobbing Cork",0,0,1,0,0,"",0
142,"Florentel's Spire",0,"Florentel's Spire",0,0,1,0,1,"",0
143,"Finders' Bluff",0,"Finders' Bluff",0,0,1,0,1,"",0
144,"Gelmorra Ruins",0,"Gelmorra Ruins",0,0,1,0,0,"",0
145,"Ixali Logging Grounds",0,"Ixali Logging Grounds",0,0,1,0,0,"",0
146,"Eugenia's Spire",0,"Eugenia's Spire",0,0,1,0,1,"",0
147,"",0,"",0,0,1,0,0,"",0
148,"",0,"",0,0,0,0,0,"",0
149,"",0,"",0,0,0,0,0,"",0
150,"",0,"",0,0,0,0,0,"",0
151,"The Roost",0,"Roost",0,0,1,0,0,"",0
152,"Eorzean Subterrane",1,"Eorzean Subterrane",0,0,1,0,0,"",0
153,"Mordion Gaol",1,"Mordion Gaol",0,0,1,0,0,"",0
154,"The Wolves' Den",0,"Wolves' Den",0,0,1,0,0,"",0
155,"Sweetbloom Pier",0,"Sweetbloom Pier",0,0,1,0,1,"",0
156,"West Vein",0,"West Vein",0,0,1,0,0,"",0
157,"East Vein",0,"East Vein",0,0,1,0,0,"",0
158,"Josselin's Spire",0,"Josselin's Spire",0,0,1,0,1,"",0
159,"Fullflower Comb",0,"Fullflower Comb",0,0,1,0,1,"",0
160,"Blessed Bud",0,"Blessed Bud",0,0,1,0,1,"",0
161,"Zephyr Drift",2,"Zephyr Drift",0,0,1,0,0,"",0
162,"Summerford",0,"Summerford",0,0,1,0,1,"",0
163,"Three-malm Bend",0,"Three-malm Bend",0,0,1,0,1,"",0
164,"Moraby Bay",0,"Moraby Bay",0,0,1,0,1,"",0
165,"Cedarwood",1,"Cedarwood",0,0,1,0,1,"",0
166,"The Gods' Grip",0,"Gods' Grip",0,0,1,0,0,"",0
167,"Bloodshore",0,"Bloodshore",0,0,1,0,1,"",0
168,"Raincatcher Gully",1,"Raincatcher Gully",0,0,1,0,1,"",0
169,"Agelyss Wise",0,"Agelyss Wise",0,0,1,0,0,"",0
170,"Quarterstone",0,"Quarterstone",0,0,1,0,1,"",0
171,"Skull Valley",1,"Skull Valley",0,0,1,0,1,"",0
172,"Halfstone",0,"Halfstone",0,0,1,0,1,"",0
173,"The Isles of Umbra",0,"Isles of Umbra",0,0,1,0,0,"",0
174,"Oakwood",1,"Oakwood",0,0,1,0,1,"",0
175,"The Long Climb",0,"Long Climb",0,0,1,0,0,"",0
176,"Iron Lake",0,"Iron Lake",0,0,1,0,1,"",0
177,"Bronze Lake",0,"Bronze Lake",0,0,1,0,1,"",0
178,"Zelma's Run",0,"Zelma's Run",0,0,1,0,1,"",0
179,"Zephyr Gate",0,"Zephyr Gate",0,0,1,0,0,"",0
180,"Galadion Bay",0,"Galadion Bay",0,0,1,0,1,"",0
181,"De Nevelle Westroad",2,"De Nevelle Westroad",0,0,1,0,0,"",0
182,"Rogue River",0,"Rogue River",0,0,1,0,0,"",0
183,"La Thagran Checkpoint",0,"La Thagran Checkpoint",0,0,1,0,0,"",0
184,"Summerford Farms",0,"Summerford Farms",0,0,1,0,1,"",0
185,"Seasong Grotto",1,"Seasong Grotto",0,0,1,0,1,"",0
186,"Agelyss River",0,"Agelyss River",0,0,1,0,0,"",0
187,"The Cookpot",0,"Cookpot",0,0,1,0,0,"",0
188,"Tiller's Rest",0,"Tiller's Rest",0,0,1,0,1,"",0
189,"The Descent",0,"Descent",0,0,1,0,0,"",0
190,"Skylift",0,"Skylift",0,0,1,0,0,"",0
191,"De Nevelle Checkpoint",0,"De Nevelle Checkpoint",0,0,1,0,0,"",0
192,"Woad Whisper Canyon",1,"Woad Whisper Canyon",0,0,1,0,1,"",0
193,"Nym River",0,"Nym River",0,0,1,0,0,"",0
194,"Foremast",0,"Foremast",0,0,1,0,0,"",0
195,"Madman Bridge",0,"Madman Bridge",0,0,1,0,1,"",0
196,"The Eyes",0,"Eyes",0,0,1,0,0,"",0
197,"The Mourning Widow",0,"Mourning Widow",0,0,1,0,0,"",0
198,"Tempest Gate",0,"Tempest Gate",0,0,1,0,0,"",0
199,"Oschon's Embrace",0,"Oschon's Embrace",0,0,1,0,1,"",0
200,"Red Rooster Stead",0,"Red Rooster Stead",0,0,1,0,0,"",0
201,"The Grey Fleet",0,"Grey Fleet",0,0,1,0,0,"",0
202,"Blind Iron Mines",0,"Blind Iron Mines",0,0,1,0,1,"",0
203,"La Thagran Eastroad",2,"La Thagran Eastroad",0,0,1,0,0,"",0
204,"House of Sticks",0,"House of Sticks",0,0,1,0,0,"",0
205,"Gullperch Tower",0,"Gullperch Tower",0,0,1,0,1,"",0
206,"Costa del Sol",1,"Costa del Sol",0,0,1,0,1,"",0
207,"Agelyss River",0,"Agelyss River",0,0,1,0,0,"",0
208,"Ferry Docks",0,"ferry docks",0,0,1,0,0,"",0
209,"The Garlok's Lair",0,"Garlok's Lair",0,0,1,0,0,"",0
210,"Hidden Falls Docks",0,"Hidden Falls docks",0,0,1,0,0,"",0
211,"Hidden Falls",0,"Hidden Falls",0,0,1,0,1,"",0
212,"Brayflox's Longstop",0,"Brayflox's Longstop",0,0,1,0,1,"",0
213,"The Severed String",0,"Severed String",0,0,1,0,0,"",0
214,"Red Mantis Falls",0,"Red Mantis Falls",0,0,1,0,1,"",0
215,"Raincatcher Gully Docks",0,"Raincatcher Gully docks",0,0,1,0,0,"",0
216,"Wineport",1,"Wineport",0,0,1,0,1,"",0
217,"Castrum Occidens",1,"Castrum Occidens",0,0,1,0,1,"",0
218,"Swiftperch",0,"Swiftperch",0,0,1,0,1,"",0
219,"The Flock",0,"Flock",0,0,1,0,0,"",0
220,"The Brewer's Beacon",0,"Brewer's Beacon",0,0,1,0,0,"",0
221,"De Nevelle Westroad",2,"De Nevelle Westroad",0,0,1,0,0,"",0
222,"Sastasha",0,"Sastasha",0,0,1,0,1,"",0
223,"Aleport",1,"Aleport",0,0,1,0,1,"",0
224,"Camp Skull Valley",1,"Camp Skull Valley",0,0,1,0,1,"",0
225,"The Founder's Crypt",0,"Founder's Crypt",0,0,1,0,0,"",0
226,"North Tidegate",0,"North Tidegate",0,0,1,0,1,"",0
227,"South Tidegate",0,"South Tidegate",0,0,1,0,1,"",0
228,"The Ship Graveyard",0,"Ship Graveyard",0,0,1,0,0,"",0
229,"",0,"",0,0,0,0,0,"",0
230,"Pharos Sirius",0,"Pharos Sirius",0,0,1,0,1,"",0
231,"Memeroon's Trading Post",0,"Memeroon's Trading Post",0,0,1,0,1,"",0
232,"Poor Maid's Mill",0,"Poor Maid's Mill",0,0,1,0,1,"",0
233,"Thalaos",0,"Thalaos",0,0,1,0,1,"",0
234,"Fool Falls",0,"Fool Falls",0,0,1,0,1,"",0
235,"The Hermit's Hovel",0,"Hermit's Hovel",0,0,1,0,0,"",0
236,"The Floating City of Nym",1,"Floating City of Nym",0,0,1,0,0,"",0
237,"Camp Overlook",1,"Camp Overlook",0,0,1,0,1,"",0
238,"U'Ghamaro Mines",1,"U'Ghamaro Mines",0,0,1,0,1,"",0
239,"Camp Bronze Lake",0,"Camp Bronze Lake",0,0,1,0,1,"",0
240,"The Wanderer's Palace",0,"Wanderer's Palace",0,0,1,0,0,"",0
241,"Jijiroon's Trading Post",0,"Jijiroon's Trading Post",0,0,1,0,1,"",0
242,"Kobold Dig",0,"Kobold Dig",0,0,1,0,0,"",0
243,"Hammerlea",1,"Hammerlea",0,0,1,0,1,"",0
244,"Horizon's Edge",1,"Horizon's Edge",0,0,1,0,1,"",0
245,"The Footfalls",1,"Footfalls",0,0,1,0,0,"",0
246,"Cape Westwind",1,"Cape Westwind",0,0,1,0,1,"",0
247,"Spineless Basin",1,"Spineless Basin",0,0,1,0,1,"",0
248,"Black Brush",1,"Black Brush",0,0,1,0,1,"",0
249,"The Clutch",0,"Clutch",0,0,1,0,0,"",0
250,"Drybone",1,"Drybone",0,0,1,0,1,"",0
251,"Sandgate",1,"Sandgate",0,0,1,0,1,"",0
252,"Wellwick Wood",1,"Wellwick Wood",0,0,1,0,1,"",0
253,"The Burning Wall",0,"Burning Wall",0,0,1,0,0,"",0
254,"Broken Water",1,"Broken Water",0,0,1,0,1,"",0
255,"Zanr'ak",1,"Zanr'ak",0,0,1,0,1,"",0
256,"The Red Labyrinth",1,"Red Labyrinth",0,0,1,0,0,"",0
257,"Sagolii Desert",1,"Sagolii Desert",0,0,1,0,0,"",0
258,"Bluefog",1,"Bluefog",0,0,1,0,1,"",0
259,"Raubahn's Push",0,"Raubahn's Push",0,0,1,0,1,"",0
260,"Castrum Meridianum",1,"Castrum Meridianum",0,0,1,0,1,"",0
261,"The Eighty Sins of Sasamo",0,"Eighty Sins of Sasamo",0,0,1,0,0,"",0
262,"Beaconhill Lighthouse",0,"Beaconhill Lighthouse",0,0,1,0,1,"",0
263,"Scorpion Crossing",1,"Scorpion Crossing",0,0,1,0,1,"",0
264,"Nophica's Wells",1,"Nophica's Wells",0,0,1,0,1,"",0
265,"The East Hammer",0,"East Hammer",0,0,1,0,0,"",0
266,"The Silver Bazaar",1,"Silver Bazaar",0,0,1,0,0,"",0
267,"Copperbell Mines",1,"Copperbell Mines",0,0,1,0,1,"",0
268,"Sunrise Gate",0,"Sunrise Gate",0,0,1,0,0,"",0
269,"Sunset Gate",0,"Sunset Gate",0,0,1,0,0,"",0
270,"Royal Allagan Sunway",2,"Royal Allagan Sunway",0,0,1,0,0,"",0
271,"Horizon",1,"Horizon",0,0,1,0,1,"",0
272,"Crescent Cove",1,"Crescent Cove",0,0,1,0,1,"",0
273,"The Silent King",0,"Silent King",0,0,1,0,0,"",0
274,"Vesper Bay",0,"Vesper Bay",0,0,1,0,1,"",0
275,"Moondrip",0,"Moondrip",0,0,1,0,1,"",0
276,"Parata's Peace",0,"Parata's Peace",0,0,1,0,1,"",0
277,"Imperial Outpost",0,"Imperial Outpost",0,0,1,0,0,"",0
278,"Stonesthrow",1,"Stonesthrow",0,0,1,0,1,"",0
279,"Fesca's Wash",1,"Fesca's Wash",0,0,1,0,1,"",0
280,"Four Sisters",0,"Four Sisters",0,0,1,0,0,"",0
281,"Soot Creek",0,"Soot Creek",0,0,1,0,1,"",0
282,"Royal Plantations",0,"Royal Plantations",0,0,1,0,0,"",0
283,"Ul'dah Dispatch Yard",0,"Ul'dah Dispatch Yard",0,0,1,0,0,"",0
284,"Royal Allagan Starway",2,"Royal Allagan Starway",0,0,1,0,0,"",0
285,"Fesca's Watch",0,"Fesca's Watch",0,0,1,0,1,"",0
286,"Sultantree",0,"Sultantree",0,0,1,0,0,"",0
287,"Sagolii Gate",0,"Sagolii Gate",0,0,1,0,0,"",0
288,"Royal Allagan Sunway",2,"Royal Allagan Sunway",0,0,1,0,0,"",0
289,"The Coffer & Coffin",0,"Coffer & Coffin",0,0,1,0,0,"",0
290,"Black Brush Station",0,"Black Brush Station",0,0,1,0,1,"",0
291,"Sil'dih Excavation Site",0,"Sil'dih Excavation Site",0,0,1,0,0,"",0
292,"The Rat's Nest",0,"Rat's Nest",0,0,1,0,0,"",0
293,"Hellsbrood Holes",0,"Hellsbrood Holes",0,0,1,0,1,"",0
294,"Lost Hope",1,"Lost Hope",0,0,1,0,1,"",0
295,"The Bonfire",0,"Bonfire",0,0,1,0,0,"",0
296,"Nanawa Mines",0,"Nanawa Mines",0,0,1,0,0,"",0
297,"The Unholy Heir",0,"Unholy Heir",0,0,1,0,0,"",0
298,"The Quiveron Manse",0,"Quiveron Manse",0,0,1,0,0,"",0
299,"Royal Allagan Sunway",2,"Royal Allagan Sunway",0,0,1,0,0,"",0
300,"Camp Drybone",1,"Camp Drybone",0,0,1,0,1,"",0
301,"The Invisible City",1,"Invisible City",0,0,1,0,0,"",0
302,"Church of Saint Adama Landama",0,"Church of Saint Adama Landama",0,0,1,0,0,"",0
303,"Sea of Spires",0,"Sea of Spires",0,0,1,0,0,"",0
304,"The Golden Bazaar",1,"Golden Bazaar",0,0,1,0,0,"",0
305,"Halatali",1,"Halatali",0,0,1,0,1,"",0
306,"Amalj'aa Encampment ",0,"Amalj'aa Encampment ",0,0,1,0,0,"",0
307,"Highbridge",0,"Highbridge",0,0,1,0,1,"",0
308,"Yugr'am River",0,"Yugr'am River",0,0,1,0,0,"",0
309,"Thal's Respite",0,"Thal's Respite",0,0,1,0,1,"",0
310,"Burgundy Falls",0,"Burgundy Falls",0,0,1,0,1,"",0
311,"Final Prayer",0,"Final Prayer",0,0,1,0,0,"",0
312,"The Sunken Temple of Qarn",0,"Sunken Temple of Qarn",0,0,1,0,0,"",0
313,"Little Ala Mhigo",1,"Little Ala Mhigo",0,0,1,0,1,"",0
314,"Burnt Lizard Creek",0,"Burnt Lizard Creek",0,0,1,0,1,"",0
315,"The Sepulchre",0,"Sepulchre",0,0,1,0,0,"",0
316,"Circle of the Tempered",0,"Circle of the Tempered",0,0,1,0,0,"",0
317,"Ghostlake",0,"Ghostlake",0,0,1,0,1,"",0
318,"Zanr'ak Encampment",0,"Zanr'ak Encampment",0,0,1,0,0,"",0
319,"Zanr'ak Altar",0,"Zanr'ak Altar",0,0,1,0,0,"",0
320,"Zahar'ak",1,"Zahar'ak",0,0,1,0,1,"",0
321,"Nald's Reflection",0,"Nald's Reflection",0,0,1,0,1,"",0
322,"Minotaur Malm",1,"Minotaur Malm",0,0,1,0,0,"",0
323,"Forgotten Springs",1,"Forgotten Springs",0,0,1,0,1,"",0
324,"Byregot's Strike",0,"Byregot's Strike",0,0,1,0,1,"",0
325,"Camp Bluefog",1,"Camp Bluefog",0,0,1,0,1,"",0
326,"East Watchtower",0,"East Watchtower",0,0,1,0,0,"",0
327,"West Watchtower",0,"West Watchtower",0,0,1,0,0,"",0
328,"Abandoned Amajina Mythril Mine",1,"Abandoned Amajina Mythril Mine",0,0,1,0,0,"",0
329,"Dalamud's Talons",0,"Dalamud's Talons",0,0,1,0,1,"",0
330,"Ceruleum Field",2,"Ceruleum Field",0,0,1,0,0,"",0
331,"Ceruleum Processing Plant",0,"Ceruleum Processing Plant",0,0,1,0,0,"",0
332,"Forward Gates",0,"Forward Gates",0,0,1,0,0,"",0
333,"Castrum Meridianum",0,"Castrum Meridianum",0,0,1,0,0,"",0
334,"Sea of Spires",0,"Sea of Spires",0,0,1,0,0,"",0
335,"Loading Bay",0,"Loading Bay",0,0,1,0,0,"",0
336,"Dreadnaught Landing",0,"dreadnaught landing",0,0,1,0,0,"",0
337,"Moraby Drydocks",0,"Moraby Drydocks",0,0,1,0,0,"",0
338,"The Salt Strand",2,"Salt Strand",0,0,1,0,0,"",0
339,"Candlekeep Quay",0,"Candlekeep Quay",0,0,1,0,1,"",0
340,"Empty Heart",0,"Empty Heart",0,0,1,0,1,"",0
341,"Oschon's Torch",0,"Oschon's Torch",0,0,1,0,1,"",0
342,"Ceruleum Drill",0,"Ceruleum Drill",0,0,1,0,0,"",0
343,"Haukke Manor: Ground Floor",0,"Haukke Manor: Ground Floor",0,0,1,0,1,"",0
344,"Haukke Manor: Second Floor",0,"Haukke Manor: Second Floor",0,0,1,0,1,"",0
345,"Haukke Manor: Cellarage",0,"Haukke Manor: Cellarage",0,0,1,0,1,"",0
346,"Seat of the First Bow",0,"Seat of the First Bow",0,0,1,0,0,"",0
347,"Lotus Stand",0,"Lotus Stand",0,0,1,0,0,"",0
348,"Lifemend Stump",0,"Lifemend Stump",0,0,1,0,1,"",0
349,"Castrum Marinum",0,"Castrum Marinum",0,0,1,0,1,"",0
350,"Outer La Noscea",1,"outer La Noscea",0,0,1,0,1,"",0
351,"Command Room",1,"command room",0,0,1,0,0,"",0
352,"リムサ・ロミンサ会議部屋",0,"",0,0,1,0,0,"",0
353,"リムサ・ロミンサ演説部屋",0,"",0,0,1,0,0,"",0
354,"Heart of the Sworn",0,"Heart of the Sworn",0,0,1,0,0,"",0
355,"The Fragrant Chamber",0,"Fragrant Chamber",0,0,1,0,0,"",0
356,"The Waking Sands",0,"Waking Sands",0,0,1,0,0,"",0
357,"Bowl of Embers",1,"Bowl of Embers",0,0,1,0,0,"",0
358,"Wolves' Den Pier",2,"Wolves' Den Pier",0,0,1,0,0,"",0
359,"The Navel",1,"Navel",0,0,1,0,0,"",0
360,"Thornmarch",1,"Thornmarch",0,0,1,0,1,"",0
361,"The Howling Eye",1,"Howling Eye",0,0,1,0,0,"",0
362,"The Serpent's Tongue",0,"Serpent's Tongue",0,0,1,0,0,"",0
363,"Sapsa Spawning Grounds",0,"Sapsa Spawning Grounds",0,0,1,0,0,"",0
364,"Sahagin Landbase",0,"Sahagin Landbase",0,0,1,0,0,"",0
365,"Reaver Hide",0,"Reaver Hide",0,0,1,0,1,"",0
366,"Warmwine Sanitorium",0,"Warmwine Sanitorium",0,0,1,0,0,"",0
367,"",0,"",0,0,0,0,0,"",0
368,"Aleport Docks",0,"Aleport docks",0,0,1,0,0,"",0
369,"",0,"",0,0,0,0,0,"",0
370,"Crescent Cove Docks",0,"Crescent Cove docks",0,0,1,0,0,"",0
371,"Silver Bazaar Docks",0,"Silver Bazaar docks",0,0,1,0,0,"",0
372,"B2",2,"B2",0,0,1,0,1,"",0
373,"Merchant Strip",2,"Merchant Strip",0,0,1,0,0,"",0
374,"The Solar",0,"solar",0,0,1,0,0,"",0
375,"The South Hammer",0,"South Hammer",0,0,1,0,0,"",0
376,"The West Hammer",0,"West Hammer",0,0,1,0,0,"",0
377,"Cutter's Cry",0,"Cutter's Cry",0,0,1,0,1,"",0
378,"Ul'dah Aetheryte Plaza",0,"Ul'dah aetheryte plaza",0,0,1,0,0,"",0
379,"Hall of Summoning",1,"Hall of Summoning",0,0,1,0,0,"",0
380,"Dragonhead",1,"Dragonhead",0,0,1,0,1,"",0
