Index,0 [0x3][0x44],1 [0x3][0x45],2 [0x19][0x47],3 [0x5][0x2c],4 [0x3][0x46],5 [0x5][0x2e],6 [0x1a][0x47],7 [0x5][0x30],8 [0x5][0x32],9 [0x5][0x34],10 [0x5][0x36],11 [0x5][0x38],12 [0x5][0x3a],13 [0x5][0x3c],14 [0x5][0x3e],15 [0x5][0x40],16 [0x5][0x42],17 [0x0][0x0],18 [0x0][0x4],19 [0x0][0x8],20 [0x0][0xc],21 [0x0][0x10],22 [0x0][0x14],23 [0x0][0x18],24 [0x0][0x1c],25 [0x0][0x20],26 [0x0][0x24],27 [0x0][0x28]
21,1,0,false,158,2,0,false,0,0,0,0,0,0,0,0,0,0,"Außerdem, äh, werfen ein paar schlecht erzogene Goblins Bomben auf jeden, der versucht sich dem Gipfel zu nähern. Gibt es denn nichts, was du tun kannst, <if:gütige Abenteurerin/gütiger Abenteurer>?","","","","","","","","","",""
22,1,0,false,23,2,764,false,0,0,0,0,0,0,0,0,0,0,"Wie elegant du den Berg runtergefallen bist - das hatte schon was! Ganz klar ein Bonus in der A-Wertung! Aber das arme Küken harrt noch immer seiner Rettung! Du kannst den Piepmatz doch nicht im Stich lassen!","","","","","","","","","",""
23,2,0,false,0,2,764,true,0,0,0,0,0,0,0,0,0,0,"Mount Corel noch einmal erstürmen?","Ja","Nein","","","","","","","",""
24,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Du hast das Küken gerettet! Der heutige Tag war ihm bestimmt eine lehrreiche Lektion. Die nächste Kletteraktion überlegt es sich hoffentlich zweimal.","","","","","","","","","",""
25,1,0,false,140,2,0,false,0,0,0,0,0,0,0,0,0,0,"Ich bin untröstlich, aber könntest du diese wertvolle - und extrem zerbrechliche - Vase bitte an den elenden Dieben vorbeischleusen, ohne dass die etwas mitbekommen?","","","","","","","","","",""
26,1,0,false,143,2,0,false,0,0,0,0,0,0,0,0,0,0,"Ich bin untröstlich, aber könntest du diese wertvolle - und extrem zerbrechlichen - Vasen bitte an den elenden Dieben vorbeischleusen, ohne dass die etwas mitbekommen?","","","","","","","","","",""
27,1,0,false,28,2,764,false,0,0,0,0,0,0,0,0,0,0,"M-Mein armes Schnu-nuckilein. Jemand muss mein armes Schnuckilein vor diesen garstigen Goblins retten!","","","","","","","","","",""
28,1,0,false,159,2,0,false,0,0,0,0,0,0,0,0,0,0,"M-Meine Mutter hat mir verboten, auf die Statue zu kle-lettern, aber wenn ich meinen Schnucki nicht rette, wer dann?!","","","","","","","","","",""
29,1,0,false,30,2,764,false,0,0,0,0,0,0,0,0,0,0,"Alles in Ordnung, <if:Frau Abenteurerin/Herr Abenteurer>? J-Jetzt ist mir klar, warum meine Mutter mich vor der Statue gewarnt hat! A-Aber mein Schuckilein ... ist immer noch da oben!","","","","","","","","","",""
30,2,0,false,0,2,764,true,0,0,0,0,0,0,0,0,0,0,"El Coloso noch einmal erstürmen?","Ja","Nein","","","","","","","",""
31,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Danke! Danke, danke! Du hast mein Schnuckilein gerettet! Ab jetzt spielen wir nur noch am Mount Corel, versprochen!","","","","","","","","","",""
32,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ich fürchte, du hast keinen Platz mehr in deinen Taschen. Räum da bitte ein wenig auf, sonst kann ich dir deine Prämie leider nicht aushändigen.","","","","","","","","","",""
33,1,0,true,100,2,764,false,0,0,0,0,0,0,0,0,0,0,"Du besitzt ein gültiges Los? Sehr schön. Dann lass mich dir die Ergebnisse der dieswöchigen Ziehung präsentieren.","","","","","","","","","",""
34,1,0,false,35,2,764,false,0,0,0,0,0,0,0,0,0,0,"Endlich mal <if:eine vielversprechende Kandidatin/ein vielversprechender Kandidat>! Bist du bereit, dich in die Herzen der Ul'dahner zu tanzen? Dann mach mit bei der nächsten Unterrichtsstunde!","","","","","","","","","",""
35,1,0,false,37,2,0,false,0,0,0,0,0,0,0,0,0,0,"Unsere Tanzmeister erwarten dich auf der großen Schaubühne! Beobachte ihre Bewegungen, ahme sie nach und werde selbst zu <if:einer Meistertänzerin/einem Meistertänzer>!","","","","","","","","","",""
36,2,0,false,0,2,764,true,0,0,0,0,0,0,0,0,0,0,"Die Bühne betreten?","Ja","Nein","","","","","","","",""
37,1,7,false,277,2,0,false,0,0,0,0,0,0,0,0,0,0,"Die Tanzmeister führen nacheinander vier Emotes vor. Finde heraus, welche es sind und tanze die Emotes in derselben Reihenfolge nach. Die Emotes kannst du über das Kommandomenü ausführen.","","","","","","","","","",""
38,1,0,false,39,2,764,false,0,0,0,0,0,0,0,0,0,0,"Je mehr Spieler am Jumbo-Glückskaktor teilnehmen, desto höher sind die MGP-Preise, die ausgeschüttet werden. Lade am besten all deine Freunde zum Mitmachen ein!","","","","","","","","","",""
39,1,7,false,40,0,0,false,0,0,0,0,0,0,0,0,0,0,"Abhängig von der Teilnehmerzahl des Jumbo-Glückskaktors wird jede Woche ein Teilnahmebonus auf die ausgeschütteten MGP vergeben.","","","","","","","","","",""
40,1,7,false,105,0,0,false,0,0,0,0,0,0,0,0,0,0,"Für diesen Teilnahmebonus gibt es mehrere Stufen. Je mehr Lose verkauft werden, desto höher steigt die Stufe und desto höher fällt der Bonus aus.","","","","","","","","","",""
41,1,7,false,42,0,0,false,0,0,0,0,0,0,0,0,0,0,"Das Ergebnis des Jumbo-Glückskaktors wird jede Woche <switch:sonntags/montags/dienstags/mittwochs/donnerstags/freitags/samstags> um <if:#s>:00 Uhr (Erdenzeit) bekanntgegeben.","","","","","","","","","",""
42,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Gewinne können eine Woche ab Bekanntgabe bis <switch:sonntags/montags/dienstags/mittwochs/donnerstags/freitags/samstags> um <if:#s>:00 Uhr (Erdenzeit) eingelöst werden. Nach diesem Zeitraum verfallen sie.","","","","","","","","","",""
43,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Das Ergebnis des Jumbo-Glückskaktors wird jede Woche <switch:sonntags/montags/dienstags/mittwochs/donnerstags/freitags/samstags> um <if:#s>:00 Uhr (Erdenzeit) bekanntgegeben.","","","","","","","","","",""
44,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Die Teilnahme am Mini-Glückskaktor kostet <value> MGP.","","","","","","","","","",""
45,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Der Mini-Glückskaktor kann dreimal pro Tag gespielt werden. Der Timer wird jeweils um <if:#s>:00 Uhr (Erdenzeit) zurückgestellt.","","","","","","","","","",""
46,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Gewinnklasse <value>? Herzlichen Glückwunsch! Hier sind deine MGP samt Frühtauscher-Bonus!","","","","","","","","","",""
47,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Vier Richtige! Das kommt nicht häufig vor. Herzlichen Glückwunsch! Hier sind deine MGP samt Frühtauscher-Bonus und <?0x32> als Extrapreis!","","","","","","","","","",""
48,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"So ein Jammer, dein Los ist leider verfallen. Ich werde es für dich entsorgen. Pass beim nächsten Mal auf, dass du den Einlösezeitraum nicht verpasst.","","","","","","","","","",""
49,2,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
50,1,0,false,51,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ein gestaltwandelnder Imp hat sich in den Gold Saucer geschlichen! Und als Gipfel der Dreistigkeit gibt er sich auch noch als mich aus!","","","","","","","","","",""
51,1,0,false,163,2,0,false,0,0,0,0,0,0,0,0,0,0,"Mach den Halunken ausfindig und verpass ihm eine Abreibung mit diesem Blendpulver hier. Aber Vorsicht, dass du keine Unbeteiligten erwischst. Er muss wirklich haargenau so aussehen wie ich, verstanden?","","","","","","","","","",""
52,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
53,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Danke, dass du den Übeltäter überführt hast. Leider sind Imps nicht gerade dafür bekannt, Einsicht und Reue zu zeigen ...","","","","","","","","","",""
54,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Du konntest den Imp nicht finden? Na, dann zieht er hoffentlich bald von selbst ab.","","","","","","","","","",""
55,1,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"Ich bin entdeckt, o Schreck, o Schreck! Gib dir was Nettes und flieg weg! Bin ganz bestimmt nicht mehr gemein, da kannst du wirklich sicher sein!","","","","","","","","","",""
56,1,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"Ab heute, so ich beichte, haben ausgedient die Streiche ... Falls ich nicht mehr erweiche!","","","","","","","","","",""
57,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"<hust> ... <keuch> ... He, was fällt dir ein?!","","","","","","","","","",""
58,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Argh, meine Augen! Wie das brennt!","","","","","","","","","",""
59,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Kann man nicht mal mehr hier ungestört seinen Spaß haben?","","","","","","","","","",""
60,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Nicht schon wieder! Bekäm ich für jede Ladung Blendpulver 'nen MGP, könnt ich den Laden hier bald kaufen!","","","","","","","","","",""
61,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Diesen Unfug verbiete ich mir!","","","","","","","","","",""
62,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Na toll! Meinen Spaß hast du mir gehörig verdorben. Bist du jetzt zufrieden?","","","","","","","","","",""
63,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"W-Was hab ich dir denn getan?","","","","","","","","","",""
64,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Was soll dieser Unsinn? ... <schnief> ... Wo sind die Rausschmeißer, wenn man sie braucht?","","","","","","","","","",""
65,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ist das deine Art, hallo zu sagen? Unverschämtheit!","","","","","","","","","",""
66,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Dabei war ich gerade so gut in Stimmung! Spielverderber<if:in/none>! ","","","","","","","","","",""
67,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"<hust> ... Gehört das zum Programm im Gold Saucer?! Ich will augenblicklich den Besitzer sprechen!","","","","","","","","","",""
68,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Du denkst wohl, mit einem Landei wie mir kannst du's machen, was ...? Äh, denkst du nicht?","","","","","","","","","",""
69,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Hilfe! Ich kann nichts mehr sehen!","","","","","","","","","",""
70,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Was soll das werden?! Karneval nach Art der Mandervilles? Unerhört!","","","","","","","","","",""
71,1,0,false,72,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ich habe eine Lieferung für jemanden hier im Gold Saucer, bin aber leider ins Visier einer hinterhältigen Diebesbande geraten.","","","","","","","","","",""
72,1,0,false,80,2,0,false,0,0,0,0,0,0,0,0,0,0,"Gegen die Halunken komme ich nicht an! Wärst du so freundlich, diese kostbare und höchst zerbrechliche Vase an ihren Blicken vorbei zu meiner Kundschaft zu bringen? Ich wäre dir auf ewig dankbar!","","","","","","","","","",""
73,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Vielen Dank für deine tadellose Arbeit! Wenn es genehm ist, nehme ich deine Dienste gerne wieder in Anspruch.","","","","","","","","","",""
74,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Die Diebe sind ein barbarisches und grobes Volk. Wenn sie dich entdecken, werden sie versuchen, dir die Vase zu entreißen. Dabei geht sie mit Sicherheit zu Bruch. Sie dürfen dich also auf keinen Fall sehen!","","","","","","","","","",""
75,1,0,false,76,2,0,false,0,0,0,0,0,0,0,0,0,0,"Sie haben dich also entdeckt und die Vase ist zerbrochen ...? Zum Glück bin ich auf alle Eventualitäten vorbereitet und habe von meinem hart Ersparten ein paar auf Reserve gekauft. Da schwindet er, der geruhsame Ruhestand ...","","","","","","","","","",""
76,2,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ein neuer Versuch kostet <value> MGP. Fortfahren?\n(Aktuelle MGP: <value>)","Ja","Nein","","","","","","","",""
77,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Es ist dir gelungen, die Vase unbeschadet zu überbringen? Vortrefflich! Ich bewundere deine Voraussicht und Bedachtsamkeit!","","","","","","","","","",""
78,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ha! Auf den Rasenden Raptor ist wie immer Verlass! Danke, dass du die Mühen auf dich genommen hast.","","","","","","","","","",""
79,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Eine Lieferung für mich? Wie nett! Vielen Dank und entschuldige bitte die Umstände.","","","","","","","","","",""
80,2,0,false,97,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ein neuer Versuch kostet <value> MGP. Fortfahren?\n(Aktuelle MGP: <value>)","Ja","Nein","","","","","","","",""
81,1,0,false,82,2,0,false,0,0,0,0,0,0,0,0,0,0,"Für Gewinner, die ihre Lose direkt nach Bekanntgabe der Gewinnzahl einlösen, gibt es übrigens noch einen ganz besonderen Frühtauscher-Bonus!","","","","","","","","","",""
82,1,0,false,130,2,0,false,0,0,0,0,0,0,0,0,0,0,"Der Bonus wird jeweils zusammen mit der Gewinnzahl bekanntgegeben. Du solltest ihn dir auf keinen Fall entgehen lassen.","","","","","","","","","",""
83,1,7,false,105,0,0,false,0,0,0,0,0,0,0,0,0,0,"Wenn du dein Los innerhalb von <value> <if:Stunde/Stunden> (Erdenzeit) nach Bekanntgabe der Gewinnzahl einlöst, kannst du dir einen Frühtauscher-Bonus sichern.","","","","","","","","","",""
84,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
85,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
86,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
87,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
88,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
89,1,0,false,90,2,764,false,0,0,0,0,0,0,0,0,0,0,"Und wieder einmal schickt der erhabene Meister Typhon sich an, sein Publikum sprichwörtlich umzupusten! Bist du geschickt genug, seinen Niesern auszuweichen und dich auf der Bühne zu halten?","","","","","","","","","",""
90,1,0,false,276,2,0,false,0,0,0,0,0,0,0,0,0,0,"Dann nichts wie rauf auf die Bretter, die die Welt bedeuten! Doch Vorsicht: Sollte es dich über den Bühnenrand fegen, ist die Schmach grenzenlos - von den schnupffeuchten Kleidern ganz zu schweigen!","","","","","","","","","",""
91,1,0,false,92,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ah, etwa Angst vorm Nasensekret des Meisters bekommen? Geniere dich nicht, du wärst nicht <if:die Erste, der/der Erste, dem> die Knie schlottern. Oder willst du mir weismachen, du hast die Bühne nur aus Versehen verlassen?","","","","","","","","","",""
92,2,0,false,0,2,0,true,0,0,0,0,0,0,0,0,0,0,"Die Bühne erneut betreten?","Ja","Nein","","","","","","","",""
93,1,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"Bist du gekommen, um dir die schmissige Show von Meister Typhon anzuschauen? Ein Spektakel sondergleichen, das will ich nicht abstreiten, doch noch intensiver wird es, wenn du es schleimhautnah auf der Bühne erlebst! Ergreife beim nächsten Mal die Gelegenheit.","","","","","","","","","",""
94,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Hast auf der Bühne eine Dusche abbekommen? Gräme dich nicht! Das Nasensekret ist Zeichen deines Mutes und deiner Tapferkeit. Trage es stolz zur Schau!","","","","","","","","","",""
95,1,0,false,36,2,764,false,0,0,0,0,0,0,0,0,0,0,"Wenn du dich nicht beeilst, geht es ohne dich los! Willst du zurück auf die Bühne?","","","","","","","","","",""
96,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
97,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ich werde dir deine Karte markieren. Könntest du die Vase bitte einem der Bediensteten an der entsprechenden Stelle übergeben?","","","","","","","","","",""
98,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"<?0x60>Herzlichen Glückwunsch! Hier sind deine <value> MGP! Beehre uns bitte bald wieder.","","","","","","","","","",""
99,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Vielen Dank! Bitte beehre uns bald wieder!","","","","","","","","","",""
100,1,7,false,134,0,0,false,0,0,0,0,0,0,0,0,0,0,"Herzlichen Glückwunsch! Weil du so früh da bist, erhältst du ein paar Bonus-MGP extra dazu!","","","","","","","","","",""
101,1,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"Der <value>. Jumbo-Glückskaktor ist in vollem Gange! Greif dir ein Stück vom Glück!","","","","","","","","","",""
102,1,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"Bis zur Bekanntgabe der Gewinnzahl wirst du dich leider noch ein wenig gedulden müssen. Oder bist du wegen etwas anderem hier?","","","","","","","","","",""
103,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Oh, für dein Los wurde die Gewinnzahl bereits bekanntgegeben. Du solltest es schleunigst bei der Kassiererin eintauschen.","","","","","","","","","",""
104,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Oh, welch ein Jammer. Der Einlösezeitraum für dein Glückskaktor-Los ist leider schon abgelaufen. Ich werde es für dich entsorgen. Achte beim nächsten Mal darauf, dass du schnell genug bist.","","","","","","","","","",""
105,5,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"Was möchtest du tun?","Ein Jumbo-Glückskaktor-Los kaufen.","Den Teilnahmebonus überprüfen.","Bisherige Gewinner einsehen.","Den Jumbo-Glückskaktor erklären lassen.","Den Teilnahmebonus erklären lassen.","Nichts.","","","",""
106,8,0,false,137,2,764,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
107,7,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
108,1,0,false,128,2,764,false,0,0,0,0,0,0,0,0,0,0,"Am Jumbo-Glückskaktor kannst du für <value> MGP teilnehmen. Das Spiel ist kinderleicht! Wähle einfach eine vierstellige Zahl aus und hoffe dann, dass das Losglück dir hold ist.","","","","","","","","","",""
109,6,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
110,1,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"Noch hat sich niemand die erste Gewinnklasse gesichert! Ich drücke dir beide Daumen, dass es klappt!","","","","","","","","","",""
111,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Du scheinst noch kein Los zu besitzen, also kann ich leider nichts für dich tun. Falls du eins erstehen möchtest, ist dir die Händlerin dort vorne gerne behilflich.","","","","","","","","","",""
112,1,0,false,43,2,764,false,0,0,0,0,0,0,0,0,0,0,"Die Ziehung der Gewinnzahl für dein Los wurde noch nicht durchgeführt. Bitte habe noch ein wenig Geduld.","","","","","","","","","",""
113,1,0,false,134,2,764,false,0,0,0,0,0,0,0,0,0,0,"Ah, ein gültiges Los. Wunderbar! Dann verrate ich dir jetzt die Gewinnzahl!","","","","","","","","","",""
114,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Ich bin die Leiterin der Chocobo-Rennen. Wenn du mit deinem gefiederten Flitzer an einem Rennen teilnehmen möchtest, bist du bei mir genau richtig.","","","","","","","","","",""
115,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Dafür brauchst du aber einen Chocobo, der als Rennvogel registriert ist. Die Trainerin hier gleich neben mir am Schalter kann dir da weiterhelfen.","","","","","","","","","",""
116,2,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Teilnahme am Rennen zurückziehen?","Ja","Nein","","","","","","","",""
117,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Du hast dich vom Rennen zurückgezogen.","","","","","","","","","",""
118,10,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"Was möchtest du?","An einem Rennen teilnehmen","Mehr erfahren","Nichts","","","","","","",""
119,10,0,false,0,2,764,false,120,121,122,281,282,283,284,285,118,0,"Worüber möchtest du mehr erfahren?","Chocobo-Rennen allgemein","Registrierung als Renn-Chocobo","Teilnahme an Rennen","Wertung und Renn-Klassen","Extras","Arten von Extras","Renn-Fähigkeiten","Wetter","Abbrechen",""
120,1,0,true,286,2,764,false,0,0,0,0,0,0,0,0,0,0,"Chocobo-Rennen sind das Spannendste, was Eorzea zu bieten hat! Zumindest, wenn du unsere Reklame-Abteilung fragst. Aber Spaß beiseite - sie sind ein ehrenvoller Wettkampf, der das Beste aus den edlen Vögeln herausholt. Deswegen lautet unser Motto auch: Ehre dem Ersten!","","","","","","","","","",""
121,1,0,true,287,2,764,false,0,0,0,0,0,0,0,0,0,0,"Nur Jung-Chocobos eignen sich zum Rennbetrieb. Sie müssen als Renn-Chocobo - oder Rennvogel, wie wir manchmal sagen - registriert werden. Dann können sie an Rennen teilnehmen oder trainiert werden.","","","","","","","","","",""
122,1,0,true,289,2,764,false,0,0,0,0,0,0,0,0,0,0,"Chocobos erhalten, auf Basis ihrer Stärke, eine Wertung. Entsprechend gibt es verschiedene Rennklassen, nach denen sich bestimmt, welche Chocobos an einem Rennen teilnehmen können. Manche Rennen sind nur für niedrig bewertete Chocobos, andere sind frei für alle.","","","","","","","","","",""
123,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Oh ... Du hast ja gar keinen Renn-Chocobo! Bitte sprich mit der Trainerin neben mir am Schalter. Sie wird dir weiterhelfen.","","","","","","","","","",""
124,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Zur Teilnahme an einem Rennen als Gruppe ist es erforderlich, dass der Gruppenanführer die Teilnahme vornimmt.","Abbrechen","","","","","","","","",""
125,11,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Wähle eine Rennklasse! <if:Deine Wertung: <value>/none>","Abbrechen","","","","","","","","",""
126,12,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Wähle eine Rennstrecke!","Zufällige Auswahl","Zurück","","","","","","","",""
127,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"Du bist für ein Rennen der „<ref:GoldSaucerTextData>“ auf der Strecke „<ref:GoldSaucerTextData>“ gemeldet.\nBitte warte hier am Chocobo-Platz auf den Start des Rennens.","","","","","","","","","",""
128,1,0,false,129,2,0,false,0,0,0,0,0,0,0,0,0,0,"Deine Zahl wird ab der letzten Ziffer mit der Gewinnzahl verglichen. Je mehr Ziffern übereinstimmen, desto höher fällt dein Gewinn aus.","","","","","","","","","",""
129,1,0,false,81,2,764,false,0,0,0,0,0,0,0,0,0,0,"Sobald der Startschuss zur Bekanntgabe der Gewinnzahl gefallen ist, solltest du dich umgehend zum Glückskaktor-Schalter begeben. Wenn du Glück hast, ist Nymeia dir hold und beschert dir einen satten Gewinn!","","","","","","","","","",""
130,1,0,false,131,2,0,false,0,0,0,0,0,0,0,0,0,0,"Dein Los kannst du bei der Kassiererin einlösen. Für die erste Gewinnklasse, also vier Richtige, werden jede Woche tolle Sonderpreise vergeben. Mitmachen lohnt sich auf alle Fälle!","","","","","","","","","",""
131,1,7,false,132,2,0,false,0,0,0,0,0,0,0,0,0,0,"Für den Jumbo-Glückskaktor kann jede Woche nur ein Los gekauft werden. Die Gewinnzahl wird immer <switch:sonntags/montags/dienstags/mittwochs/donnerstags/freitags/samstags> um <if:#s>:00 Uhr (Erdenzeit) bekanntgegeben.","","","","","","","","","",""
