Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x3][0xe],3 [0x3][0xf],4 [0x6][0x8],5 [0x19][0x10],6 [0x5][0xc]
40,"<i>Pomacanthus xanthometopon</i>\nCet élégant poisson aux couleurs chatoyantes apprécie les eaux chaudes des mers du sud, bien au-delà des limites d'Éorzéa. Il arrive cependant qu'il dérive jusqu'aux eaux bordant les régions éorzéennes.",4883,19,1,134,true,0
41,"<i>Carassius aeratus aeratus</i>\nCe poisson décoratif a obtenu la belle couleur cuivrée de ses écailles au fil de croisements étalés sur de nombreuses années. Il a été importé d'Orient à l'origine, mais relâché dans la nature, il a fini par s'établir dans les eaux éorzéennes.",4948,20,3,140,true,0
42,"<i>Salmo caeruleus</i>\nCe poisson anadrome naît en rivière et vit normalement dans l'océan Indigo, mais il remonte le courant jusqu'à sa rivière natale pour s'y reproduire et mourir. C'est un symbole du cycle de la vie.",4949,20,2,139,true,0
43,"<i>Ensis minor</i>\nCette palourde, dont la forme allongée rappelle un rasoir, jaillit hors de son nid lorsqu'on la surprend. Les oiseaux de mer exploitent cette particularité pour attraper le malheureux bivalve en faisant tomber des petits cailloux pour le faire sortir.",4884,20,0,135,true,0
44,"<i>Scylla serrata</i>\nAutrefois, on comparait ce crabe à un golem, parce qu'il avait pour habitude de se camoufler dans la boue pour guetter ses proies.",4950,21,2,141,true,0
45,"<i>Eledone caerulea</i>\nCe céphalopode bleu aime faire onduler ses tentacules, d'où son surnom de “pieuvre danseuse”. Parade amoureuse, ou élimination de parasites? Les zoologistes sont partagés.",4885,21,1,135,true,0
46,"<i>Cyprinus carpio</i>\nCe poisson d'ornement a été croisé pour être joli à voir hors de l'eau. Aussi appelée “carpe de brocart”, cette espèce pourrait perdre ses couleurs si l'homme ne poursuit pas les croisements.",4951,21,2,148,true,0
47,"<i>Procambarus coccineus</i>\nLa carapace de ce crustacé est rouge vif comme du sang frais. On raconte qu'il serait né du sang de la Déesse du soleil, Azeyma.",4952,22,2,140,true,0
48,"<i>Anguilla virens</i>\nCe poisson anadrome est connu pour sa couleur verte caractéristique, qui varie semble-t-il selon l'alimentation, l'environnement et la qualité des eaux de chaque spécimen.",4953,22,2,139,true,0
49,"<i>Tetraodon</i>\nCe poisson redoutable possède un venin très toxique qui provoque le mutisme. Une légende populaire veut qu'une famille en ayant consommé accidentellement se retrouva frappée de mutisme et, ne pouvant plus communiquer, finit par se déchirer.",4886,22,0,137,true,0
50,"<i>Venerupis noscensis</i>\nLes impuretés ont tendance à s'accumuler dans le corps de ce mollusque filtreur, ce qui lui donne un fumet peu apprécié en cuisine. Il permet cependant de garder les eaux propres.",4954,23,3,139,true,0
51,"<i>Oncorhynchus thermophilus</i>\nCe poisson amateur d'eaux chaudes est idéal pour la pêche à la mouche. Les connaisseurs de cette espèce ont pour coutume de se baigner dans des sources après en avoir pêché.",4955,23,2,139,true,0
52,"<i>Ambassis noscensis</i>\nAvec un corps presque transparent, cette variété de perche d'eau douce est convoitée par les zoologistes désireux d'étudier le fonctionnement des organes sur un sujet vivant. Une espèce si discrète qu'on ignorait son existence même il y a quelques années.",4956,24,2,134,true,0
53,"<i>Anableps anableps</i>\nLes yeux de ce poisson sont doubles et lui permettent de voir au-dessus et en dessous de lui en même temps. Une rumeur laissa jadis entendre que sa chair était bonne pour la vue, ce qui lui valut une popularité de courte durée malgré sa chair peu goûteuse. ",4957,24,2,139,true,0
54,"<i>Sardina gladius</i>\nCe poisson possède un aileron si coupant qu'il lui a valu le surnom de “sardine sabre”. Il arrive d'ailleurs qu'il déchire les filets des pêcheurs en se débattant.",4887,24,1,138,true,0
55,"<i>Anguilla nigra</i>\nCe poisson longiligne est l'ingrédient clef de la tarte à l'anguille. En journée, il se tient immobile dans son nid, pour ne s'activer que la nuit en quête de nourriture.",4958,25,2,153,true,0
56,"<i>Macquaria meracydiana</i>\nCette espèce aurait été rapportée du continent méridional de Méracydia, qui a aujourd'hui perdu une grande partie de sa faune. Son instinct de survie est fort, si bien qu'il s'adapte facilement.",4959,25,3,141,true,0
57,"<i>Corallium caeruleum</i>\nCe corail est d'un bleu si perçant que l'on pourrait s'y noyer. Cette couleur si caractéristique est d'ailleurs surnommée “bleu de Rhotano”, comme la mer.",5461,25,1,137,true,0
58,"<i>Sphyraena barracuda</i>\nSa constitution lui a valu le surnom d'ogre, même si ce grand poisson de mer est en réalité moins redoutable qu'un véritable ogre. Carnivore, il s'attaque aux petits poissons.",4888,25,1,134,true,0
59,"<i>Gerospina aegis</i>\nCe crustacé doit son nom à la forme de son bouclier céphalique, qui ressemble à l'égide légendaire. Cette espèce relativement primitive est, d'après les zoologues, extrêmement ancienne.",4960,26,3,141,true,0
60,"<i>Plecostomus pumilus</i>\nCe petit poisson d'eau douce se nourrit des algues qui poussent sur les branches flottantes et racines des rivières grâce à la forme de sa bouche. Il mesure généralement environ 5 ilms.",4961,26,3,153,true,0
61,"<i>Lophiomus setigerus</i>\nÉgalement connu sous le nom de “marache”, le poisson lanterne utilise son organe lumineux pour attirer ses proies. Les pêcheurs ont une bonne image de cette espèce, puisqu'elle capture ses prises avec une méthode similaire à celle des êtres humains.",4889,26,1,140,true,0
62,"<i>Hippocampus hippocampus</i>\nUn débat houleux a déchiré la communauté scientifique, entre ceux qui voulaient appeler cet étrange poisson “cheval de mer” et ceux qui voulaient l'appeler “dragon de mer”. Cela dit, les scientifiques en question n'avaient probablement jamais vu aucun de ces deux animaux.",4890,26,0,137,true,0
63,"<i>Perca serpentis</i>\nComme il était souvent découvert dans des branchages, on a longtemps cru que ce poisson pouvait grimper aux arbres. En réalité, il était simplement la proie d'oiseaux pêcheurs.",4962,27,3,153,true,0
64,"<i>Silurus niger</i>\nCe grand silure vit en eaux lacustres. Ces moustaches, qui lui servent d'organes de détection, lui permettent de repérer ses proies avant de les gober d'une traite.",4963,27,3,154,true,0
65,"<i>Abramis brama bianaquensis</i>\nOn raconte que ce poisson de mer doit sa couleur rosée aux crevettes basilic dont il se nourrit. Les spécimens pêchés près de l'île de Bianaq sont réputés pour leur chair exquise.",4891,27,1,137,true,0
66,"<i>Apteronotus albifrons</i>\nCe redoutable poisson a la faculté d'étourdir ses proies au moyen de décharges électriques. Les humains qui ont l'imprudence de s'en approcher de trop près en font parfois les frais.",4964,28,3,153,true,0
67,"<i>Solea nigra</i>\nCe poisson de forme aplatie doit son nom à un ancien mot signifiant “semelle”. Il est délicieux cuisiné avec une sauce aux cèpes.",4892,28,0,135,true,0
68,"<i>Lampetra fluviatilis</i>\nGrâce aux dents dont est ornée sa bouche, la lamproie agrippe la peau de sa proie pour aspirer son sang et sa lymphe. C'était un mets recherché à la cour uldienne, autrefois.",4965,29,2,146,true,0
69,"<i>Lepidotrigla pollinctor</i>\nCe poisson se coiffe d'os crâniens de petits animaux, comme les lézards, pour s'en servir comme arme lors de furieux combats de territoire. Il utilise des crânes plus volumineux en grandissant.",4966,29,2,146,true,0
70,"<i>Eusphyra blochii</i>\nSa grande tête en forme de marteau lui permet de détecter rapidement ses proies. Il est connu pour vivre en bancs pouvant compter jusqu'à une centaine d'individus.",4893,29,1,138,true,0
71,"<i>Salmo yugrama</i>\nCe poisson est connu pour sa chair savoureuse. Il remonte chaque année sans faute le cours de rivières, et ses prédateurs ne ratent jamais ce rendez-vous.",4967,28,2,145,true,0
72,"<i>Cucumaria planci vylbrandicus</i>\nLes Roegadyns du Clan de la Mer qui vivent dans les mers du nord apprécient cette limace de mer coupée en fines tranches, pour sa texture particulière.",4894,30,0,137,true,0
73,"<i>Hypostomus plecostomus variatus</i>\nSa bouche qui lui permet de s'accrocher aux rochers est caractéristique. Son corps présente des motifs particulièrement gracieux, même pour un pléco.",4968,30,3,152,true,0
74,"<i>Aegagropila luceus</i>\nNul ne sait pourquoi cette algue sphérique émet de la lumière; certains y voient une manifestation des âmes des morts revenues dans le monde des vivants.",5544,31,3,135,true,0
75,"<i>Clupea harengus indigo</i>\nCe poisson est populaire à la fois comme aliment mais aussi comme appât de pêche au vif. C'est l'un des poissons les plus souvent attrapés, d'après la guilde des pêcheurs.",4895,31,0,137,true,0
76,"<i>Erpetoichthys calabaricus</i>\nCe poisson longiligne est protégé par de dures écailles. Il remonte fréquemment à la surface pour respirer.",4969,32,3,146,true,0
77,"<i>Thunnus cinnis</i>\nUn grand poisson à chair grasse dont les Miqo'tes sont friands. En Orient, il est souvent éviscéré et mangé sur place, immédiatement après avoir été pêché.",4896,32,1,137,true,0
78,"<i>Fundulus heteroclitus</i>\nUn poisson découvert à la Poigne des Dieux. Très résistant aux milieux toxiques, il est utile pour déterminé la qualité d'une eau.",4970,32,3,135,true,0
79,"<i>Bithynia pollinctor</i>\nSouvent aperçu sur des os blanchis, cet escargot de sinistre réputation est parfois surnommé “doigt du Néant” et autres surnoms lugubres.",4971,33,3,145,true,0
80,"<i>Gobius radicis</i>\nCette espèce se rencontre uniquement près du lac des Racines. Il est capable d'utiliser ses nageoires pour sauter, ce qui lui a valu son nom commun.",4972,33,3,153,true,0
81,"<i>Phycodurus eques</i>\nCe cousin de l'hippocampe aurait été nommé par les scientifiques qui, déçus de n'avoir pu imposer le nom de “dragon de mer” à ce dernier, se seraient rabattus sur cette espèce voisine. Ses protubérances imitant des branches feuillues constituent un camouflage très efficace.",4897,33,0,135,true,0
82,"<i>Osteoglossum bicirrhosum</i>\nSa mâchoire inférieure caractéristique lui permet d'avaler d'une traite les petits poissons et insectes. Ce poisson primitif n'a pour ainsi dire pas évolué depuis l'antiquité.",4973,34,3,153,true,0
83,"<i>Sardina lunaris</i>\nCe poisson à activité nocturne reflète la lumière de la lune lorsqu'il nage près de la surface. On raconte qu'il a reçu la grâce de la déesse Menphina.",4898,34,0,137,true,0
84,"<i>Cancer pilosus</i>\nLes pinces de ce crustacé d'eau douce sont recouvertes de minuscules poils, ce qui donne l'impression qu'il porte des gants. Cette curieuse apparence lui a valu son nom.",4974,34,2,137,true,0
85,"<i>Melanogrammus aeglefinus</i>\nCe poisson est souvent cuisiné en ragoût pour sa bonne tenue à la cuisson. Il était connu comme étant un mets apprécié du Roi des mers du nord.",4899,34,1,140,true,0
86,"<i>Dasyatis monkeonkei</i>\nCette raie d'ornement descendrait directement de celle offerte par un Lalafell du nom de Monke-Onke aux Padjals en signe d'amitié.",4975,33,2,148,true,0
87,"<i>Oncorhynchus masou masou</i>\nCe poisson continental reste toujours en rivières ou lacs sans jamais gagner la mer. Très prudent et réactif, il est difficile à pêcher.",4976,35,2,155,true,0
88,"<i>Pinctada albina</i>\nCe bivalve non comestible peut parfois produire une perle blanche par accumulation de nacre autour d'une impureté. Ce phénomène, à l'origine fortuit, est désormais reproduit artificiellement par les ostréiculteurs, de plus en plus nombreux à cultiver ces huîtres pour leurs perles.",4900,35,0,137,true,0
89,"<i>Cottus arenosus</i>\nCe poisson amphibie vit dans les régions sablonneuses. Il est au bout de la chaîne alimentaire de son milieu naturel.",4977,35,4,146,true,0
90,"<i>Carassius argenteus argenteus</i>\nUne race de poissons décoratifs, mise au point par croisement dans les pays orientaux. Les éleveurs ont mis plusieurs décennies à obtenir l'éclat argenté de leurs écailles.",4978,36,3,137,true,0
91,"<i>Chromobotia macracanthus</i>\nCe petit poisson doit son nom à ses rayures colorées qui rappellent les tenues bigarrées des saltimbanques. Il est très apprécié comme poisson d'ornement.",4979,36,3,146,true,0
92,"<i>Acanthopagrus arenosus</i>\nCe poisson se meut en faisant vibrer ses nageoires pour déplacer le sable qui l'entoure. Il ressemble à la brème, mais en est assez distant en réalité.",5032,36,4,146,true,0
93,"<i>Echeneis naucrates</i>\nCe poisson parasite, aussi surnommé “poisson pilote”, se colle sur les baleines et requins qu'il exploite. Il tient son nom de la fleur préférée d'Althyk, car comme le dieu il semble capable d'arrêter le temps pour se fixer sur son protecteur.",4901,36,1,137,true,0
94,"<i>Plecostomus armo</i>\nCe poisson a des écailles si dures qu'il est rarement la proie de poissons plus grands. Il peut donc vivre une longue vie et atteindre une taille impressionnante.",4980,37,3,153,true,0
95,"<i>Macquaria gigantea</i>\nPour un poisson d'eau douce, cette espèce est très grande. Il mange beaucoup et apprécie les appâts de grosse taille.",4981,37,3,156,true,0
96,"<i>Silurus arenosus</i>\nCe vorace poisson-chat des sables dévore poissons, insectes et même monstres. Sa chair semble délicieuse, mais est difficile à cuisiner à cause du sable qu'il avale.",5033,37,4,146,true,0
97,"<i>Diodon hystrix</i>\nOn appelle ce poisson “bombo de mer” à cause de sa curieuse faculté à gonfler son corps couvert d'épines lorsqu'il est en colère.",4902,37,0,137,true,0
98,"<i>Cyprinus velodynus</i>\nUn des poissons grillés les plus populaires en cuisine gridanienne. Omnivore, il est très facile à pêcher. ",4982,38,2,153,true,0
99,"<i>Tetraodon virens</i>\nCe poisson vit en eau douce, saumâtre ou salée. Ses jolis motifs le rendent populaires comme poisson d'agrément, mais l'élevage est très délicat.",4983,38,2,137,true,0
100,"<i>Dotonus dotonus</i>\nCe poisson des sables se tapit dans les fonds sablonneux avant de fondre sur ses proies, comme un redoutable assassin. Il tient d'ailleurs son nom d'une technique d'attaque d'élément terre venue d'Orient.",5034,38,4,146,true,0
101,"<i>Chromobotia aurea</i>\nSa couleur dorée est très claire, chose inhabituelle pour les loches. Il semblerait qu'une mutation subite soit à l'origine de cette variété.",4984,39,3,155,true,0
102,"<i>Parexocoetus arenosus</i>\nCe poisson des sables peut planer sur de longues distances grâce aux vents des tempêtes de Sagolii. Pour les habitants des oasis, son nom est synonyme d'imprudence.",5035,39,4,146,true,0
103,"<i>Anguilla aurea</i>\nCe poisson est associé au dieu du commerce à cause de sa couleur dorée. Facilement repérable par ses prédateurs, il vit la nuit.",4985,39,2,145,true,0
104,"<i>Salmo coccineus</i>\nLes locaux savent que ce poisson est facile à pêcher à la mouche. Sa couleur rouge lui valait la réputation de “poisson vampire” autrefois.",4986,40,2,155,true,0
105,"<i>Symphysodon aequifasciatus</i>\nAvec sa forme arrondie et ses jolis motifs colorés, ce poisson est apprécié pour sa beauté. On suppose qu'il serait arrivé en Éorzéa par le biais de navires de commerce venus des mers du sud.",4987,40,2,137,true,0
106,"<i>Arion myrmeleontidae</i>\nD'après le roman de Derwin “Le livre des merveilles de la ville souterraine”, ce mollusque serait un émissaire des mondes souterrains. Mais personne ne semble y croire...",5036,40,4,146,true,0
107,"<i>Corallium rubrum</i>\nCe corail rouge comme le sang est vu comme un symbole de vie dans de nombreuses cultures éorzéennes. Il est populaire comme cadeau de naissance dans les bourgades noscéennes.",5462,40,0,138,true,0
108,"<i>Salmo aeneus</i>\nCette espèce endémique ne vit que dans le lac d'airain. Elle a cependant déjà été aperçue dans les rivières avoisinantes, peut-être transportée par quelque prédateur.",4988,41,3,139,true,0
109,"<i>Neritina infernus</i>\nLes Amalj'aa pensent que ce mollusque est né des griffes d'Ifrit, en raison de sa couleur rouge vif, et le considèrent comme un aliment sacré.",4989,41,3,156,true,0
110,"<i>Dasyatis desultor</i>\nUne fois grimpé au sommet d'une dune, ce poisson peut sauter pour planer, et se nourrit des proies qu'il écrase de cette façon.",5037,41,4,146,true,0
111,"<i>Carcharodon argentum</i>\nCe féroce requin de grande taille attaque d'habitude les poissons de taille moyenne, mais il peut parfois s'en prendre à l'homme. Il nage sans fin sur son territoire.",4903,41,1,134,true,0
112,"<i>Panaque regalis</i>\nL'ancien sultan Sasabal Ul Sisibal s'est vu offrir ce spécimen de poisson d'ornement comme présent le jour de son couronnement. Depuis ce jour, ce pléco est qualifié de royal.",4990,42,3,145,true,0
113,"<i>Chelidonichthys fulgoris</i>\nLa tribu de la lune de Sombrelinceul considère ce poisson comme un symbole de la puissance physique, et un porte-bonheur, peut-être à cause de ses taches en forme d'éclairs.",4991,42,2,180,true,0
114,"<i>Cyprinus draconis</i>\nUne légende raconte que lorsque les dragons créèrent les êtres vivants à partir de leur sang, une goutte tomba dans la rivière et devint cette carpe. Cette espèce aurait la faculté de nager dans les cascades à contre-courant, telle un dragon dans les airs.",4992,43,2,152,true,0
115,"<i>Chitala ornata</i>\nCe poisson doit son nom à sa robe métallique et à sa forme rappelant une lame de couteau. Mais la ressemblance s'arrête là, car il n'est pas très coupant.",4993,43,2,145,true,0
116,"<i>Acanthocybium solandri</i>\nUn grand poisson de mer aux dents aiguisées, amateur de crustacés. Sa chair a mauvais goût, mais on raconte qu'il rend fort, aussi entre-t-elle dans la composition de certains remèdes.",4904,43,1,138,true,0
117,"<i>Salvelinus pluvialis</i>\nIl s'agite fortement en temps de pluie, ce qui le rend plus facile à pêcher. Pour cette raison, les peuples des forêts associent ce poisson à la venue de la pluie.",4905,43,2,133,true,0
118,"<i>Anguilla radicis</i>\nL'apparence de ce poisson robuste rappelle les racines d'un chêne, d'où son nom commun. Sa chair semble au premier abord riche et savoureuse, mais se révèle bien trop fade.",4994,44,2,154,true,0
119,"<i>Cottus gobio gobio</i>\nCe petit poisson se rencontre dans toutes les régions d'Éorzéa, en particulier dans les torrents et autres rivières à courant. Il aime se cacher sous les pierres et se nourrit d'insectes et de petits poissons.",4995,44,2,139,true,0
120,"<i>Pinctada margaritifera</i>\nCe bivalve peut parfois donner naissance à une perle fine. La perle noire de cette huître se négocie très cher, puisqu'elle est plus rare que sa cousine aux lèvres blanches.",5466,44,0,138,true,0
121,"<i>Esox meridionalis</i>\nCe poisson vorace s'en prend aux grenouilles, coquillages, poissons mais aussi aux souris et oiseaux. C'est un cousin proche du brochet du nord.",4996,45,2,153,true,0
122,"<i>Esox septentrionis</i>\nCe cousin du brochet du sud se distingue de celui-ci par la couleur de sa queue: rouge pour celui du nord, bleue pour celui du sud.",4997,45,2,155,true,0
123,"<i>Tetraodon koboldus</i>\nOn ignore l'origine exacte du qualificatif de “kobold”. Pour certains, il ferait référence à la taille du poisson, pour d'autres, les alchimistes kobolds lui auraient donné sa couleur.",4998,45,2,137,true,0
124,"<i>Nautilus pompilius</i>\nCette espèce très ancienne est considérée comme sacrée par les pirates. Ils changent sa coquille en gobelet pour s'en servir lors de banquets célébrant telle ou telle victoire.",4906,45,0,138,true,0
125,"<i>Toxotes chatareus</i>\nCe poisson, surnommé “poisson tireur” à Limsa Lominsa, est facile à attraper à la mouche car il se nourrit essentiellement d'insectes. Il peut envoyer un jet d'eau dans les airs pour capturer ses proies.",4999,45,3,137,true,0
126,"<i>Aurelia nubis</i>\nCette petite méduse aérienne est une cousine proche de l'aurélie. La moitié de son corps est constitué d'une poche de gaz, qui lui permet de se propulser dans les airs.",5038,45,5,155,true,0
127,"<i>Macquaria gobelinia</i>\nLes Gobelins auraient recueilli ce poisson au cours de leurs migrations et l'auraient ainsi introduit en Éorzéa. Ils raffolent de son goût.",5000,46,2,153,true,0
128,"<i>Agelyssus carpio</i>\nEspèce endémique, la carpe d'Agelyss est rare. On raconte que ceux qui ont la chance de l'apercevoir sauter hors de l'eau auront trois jours de bonne fortune.",5001,46,2,137,true,0
129,"<i>Muraena congrinae</i>\nCe poisson était considéré comme impropre à la consommation, et finissait jeté ou brûlé. Mais des cuisiniers tentent de le remettre en valeur ces dernières années, en mettant au point des recettes de murène.",4907,46,1,138,true,0
130,"<i>Betta pugnans</i>\nL'instinct de protection de son territoire étant très développé chez ce betta, il élimine avec la froideur d'un assassin tout intrus pénétrant dans son domaine. Il est facile de l'attraper en exploitant ce trait de caractère, en simulant une intrusion avec du menu fretin.",5002,47,3,156,true,0
