Index,0 [0x3][0x10],1 [0x3][0x24],2 [0x3][0x38],3 [0x3][0x4c],4 [0x3][0x60],5 [0x3][0x74],6 [0x3][0x88],7 [0x3][0x9c],8 [0x7][0x0],9 [0x7][0x14],10 [0x7][0x28],11 [0x7][0x3c],12 [0x7][0x50],13 [0x7][0x64],14 [0x7][0x78],15 [0x7][0x8c],16 [0x6][0x4],17 [0x6][0x18],18 [0x6][0x2c],19 [0x6][0x40],20 [0x6][0x54],21 [0x6][0x68],22 [0x6][0x7c],23 [0x6][0x90],24 [0x6][0x8],25 [0x6][0x1c],26 [0x6][0x30],27 [0x6][0x44],28 [0x6][0x58],29 [0x6][0x6c],30 [0x6][0x80],31 [0x6][0x94],32 [0x6][0xc],33 [0x6][0x20],34 [0x6][0x34],35 [0x6][0x48],36 [0x6][0x5c],37 [0x6][0x70],38 [0x6][0x84],39 [0x6][0x98],40 [0x19][0x12],41 [0x19][0x26],42 [0x19][0x3a],43 [0x19][0x4e],44 [0x19][0x62],45 [0x19][0x76],46 [0x19][0x8a],47 [0x19][0x9e],48 [0x3][0x11],49 [0x3][0x25],50 [0x3][0x39],51 [0x3][0x4d],52 [0x3][0x61],53 [0x3][0x75],54 [0x3][0x89],55 [0x3][0x9d],56 [0x0][0xa0],57 [0x0][0xa4],58 [0x0][0xa8],59 [0x0][0xac],60 [0x0][0xb0],61 [0x0][0xb4],62 [0x0][0xb8],63 [0x0][0xbc]
13,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,5,0,0,0,0,0,0,"Ce gros rocher que t'as là prend de la place dans ton sac. J'peux t'en débarrasser, si tu veux.","Donner le fragment de golem au prospecteur?","","","Parfait. N'hésite pas à revenir me voir si jamais t'en trouves d'autres, je ne compte pas bouger d'ici.","","Tss... Quel<if:le/none> radin<if:e/none>! Et qu'est-ce que tu comptes faire de ce vieux rocher, de toute manière? Le manger!?",""
14,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Tu vois comme les pierres des golems s'attirent entre elles? J'suis sûr qu'elles contiennent du métal.","Trouve-moi quelques fragments et je pourrai le prouver!","","","","","",""
15,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Voilà qui devrait suffire.","","","","","","",""
16,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Mes éclaireurs n'ont pas repéré de braconniers dans les environs. Ça ira pour le moment. Je vous remercie.","","","","","","",""
17,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Un... deux... trois... J'aurais juré en avoir plus... Bon, tant pis. Je n'ai qu'à augmenter mes prix.","","","","","","",""
18,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Hé hé hé! Je vais rapporter ces fragments dans ma cabine. Et que je ne te voie pas me suivre!","","","","","","",""
19,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Je... euh... Je peux vous demander un service?","Je dois participer à un exercice d'entraînement des recrues de l'Ordre des deux vipères, mais mon groupe a perdu... quelques membres.","Vous voulez bien vous joindre à moi? Ça ne prendra pas longtemps.","Participer à l'exercice avec la recrue?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","","(soupir)... Si seulement je pouvais retrouver mon groupe...",""
20,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"J'espère ne plus jamais voir de limace arboricole!","Ces répugnantes créatures descendent des hauteurs pour dévorer toutes les fleurs, puis disparaissent avant qu'on ait pu leur couper la tête.","Je ne suis qu'un pauvre apiculteur, mais vous... Les limaces n'ont aucune chance contre votre ruse et vos compétences! Qu'en dites-vous?","Aider l'apiculteur?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","Oh, vous tombez à point nommé. Regardez, les voilà!","","Sans fleurs, comment nos abeilles vont-elles pouvoir fabriquer notre précieux miel, hein!?",""
21,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Je vous en prie! Tuez ces limaces! Pensez aux pauvres abeilles!","","","","","","",""
22,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Je vous en prie, aidez-moi! Spenser, un habitué du bar, est devenu incontrôlable.","Ce n'est pas pour rien qu'on l'appelle le “Boit-sans-soif”. Il ne sait pas s'arrêter, et il change du tout au tout quand il boit.","Ivre, il s'en prend à tous ceux qui passent par là, amis comme inconnus. Je vous en prie, maîtrisez-le!","Maîtriser Spenser?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","","Pitié! J'ai une femme et des enfants! Vous devez m'aider!!",""
23,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Débarrassez-nous de ce sac à vin!","","","","","","",""
24,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,6,0,0,0,0,0,0,0,"Entrer dans le Guêpier des Ventrerouge?","Passer les portes?","","","","","",""
25,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Nos éclaireurs indiquent que des marchands gobelins s'entendent avec des braconniers dans un camp non loin pour vendre des fourrures qu'ils ont volées.","Cependant, les négociations ne semblent pas se dérouler comme prévu, les deux camps ayant commencé à en venir aux mains. C'est l'occasion de frapper un grand coup!","Acceptez-vous d'aider mon unité à tendre une embuscade aux contrebandiers Griffecoeurl?","Aider les vigiles sombres?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","Excellent. Hâtons-nous de battre le fer tant qu'il est chaud.","","Alors, vous laisseriez ces bandits poursuivre leur contrebande sans lever le petit doigt? Je ne comprendrai jamais les aventuriers...",""
26,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Montrez à ces hors-la-loi qu'ils n'ont rien à faire dans notre forêt!","","","","","","",""
27,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,6,0,0,0,0,0,"調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）","これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）","偽造品を回収してきますか？（仮）","","よし、頼んだぞ！（仮）","","仕方ない、残念だ。（仮）",""
28,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,5,0,0,0,0,0,0,"やつらから偽造品を回収してきたのか？（仮）","","","","よくやった。また見つけたら持ってきてくれ。（仮）","","そうか、見つけたらすぐ持ってきてくれ。（仮）",""
29,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"闇商人どもが持っている偽造品を回収してきてくれ！（仮）","","","","","","",""
30,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）","","","","","","",""
31,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Je vous en prie, aidez-moi!","Des imps amateurs de miel en ont après notre rucher. Non seulement ils volent le précieux nectar, mais en plus ils tuent les abeilles qui essaient de protéger le fruit de leur labeur.","Si on ne les arrête pas, la production future risque d'être compromise. Ce serait une catastrophe pour les habitants d... Oh, purée! Les voilà! Aidez-moi, je vous en supplie!","Aider l'apiculteur?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","","Q-quoi? Mais sans miel, nous ne pourrons plus produire d'hydromel, et je ne suis pas sûr de vouloir vivre dans un monde sans hydromel...",""
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Ouf...! Les oranges ont été cueillies et sont enfin rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre...","Le problème, c'est que je ne la vois pas venir et que j'entends déjà les rats griffer les rochers pour se frayer un chemin jusqu'ici. Ils ne mettront pas longtemps à atteindre les caisses.","Je vous en prie! Vous voulez bien m'aider en tenant les rats à distance jusqu'à l'arrivée des chocobos?","Aider le fermier?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","","Quel malheur! Sans votre aide, cette récolte risque d'être perdue...","Les oranges ont été cueillies et sont rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre..."
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Ah, <if:aventurière/aventurier>! J'ai besoin de votre aide! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa!","Si on les laisse faire, ces gens seront subjugués et perdront leur âme! Leurs corps deviendront des coquilles vides, ne répondant qu'aux ordres du Primordial Ifrit.","Je vous en supplie, aidez-moi à libérer les villageois avant qu'on ne les mène au Cratère des tisons.","Offrir votre aide?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","","Les lames de cuivres ne peuvent donc compter que sur elles-mêmes, alors...","Ah, <if:aventurière/aventurier>! J'ai besoin de votre aide! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa!"
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Garde à vous...! Repos! Jeune <if:fe/ho>mme, sache qu'une manœuvre destinée à entraîner les nouveaux éléments du Maelstrom va bientôt commencer.","Son objectif est de défendre le point de contrôle contre un assaut de fausses forces impériales.","Si tu le désires, tu peux y participer, toi aussi. Nul doute que ta présence en première ligne devrait donner l'exemple et motiver nos bleus.","Participer à l'exercice?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","","Dans ce cas, je te prie de t'écarter. Ce n'est pas un spectacle et je ne veux pas que mes hommes soient distraits pendant la manœuvre.",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Par les douze! Un<if:e aventurière/ aventurier>! Vous tombez bien, mon ami<if:e/none>.","Vous voyez, j'm'occupe d'labourer les vergers pour que les racines respirent mieux. Mais, à chaque pas que j'fais, j'tombe sur un trou creusé par ces maudites taupes.","J'me suis d'jà blessé à la jambe gauche et j'tiens pas m'casser la droite, alors j'pensais qu'vous pourriez vous charger de ces sales bestioles pour moi. Vous en dites quoi?","S'occuper des taupes?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","Mon père avait bien raison! On peut vraiment faire confiance aux aventuriers pour rétablir la justice en c'bas monde. Mais, assez parlé, à vous d'jouer!","","Mon père avait raison... On n'peut pas faire confiance aux aventuriers!",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Mon père m'disait qu'le meilleur endroit où frapper une taupe, c'est en plein sur leur caboche!","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Je vous en prie, vous devez m'aider! Les Amalj'aa sont à mes trousses! S'ils m'attrapent, je n'ai aucune chance!","Vous voyez, je devais m'infiltrer à Zanr'ak pour y voler leurs plans de bataille, mais j'ai été découvert et mené au Cratère des tisons pour y être subjugué. Par chance, j'ai réussi à m'échapper lorsque la calèche qui nous transportait, les autres esclaves et moi, a fait une sortie de route.","J'avais beau avoir un peu d'avance sur eux, leurs draconides de combat n'ont pas mis longtemps à retrouver ma trace et mes poursuivants ne sont plus très loin désormais. Je dois atteindre l'éthérite de Petite Ala Mhigo pour faire part de mes découvertes au commandant des sables, mais je n'y arriverai pas sans aide.","Escorter l'éclaireur jusqu'à Petite Ala Mhigo?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","","Votre refus me condamne à mort... ou pire, à être subjugué...",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Hé, vous êtes un<if:e aventurière/ aventurier>, vous! Pourriez-vous m'accorder un instant?","Les champs grouillent de callisias marines, d'horribles créatures végétales qui étouffent nos récoltes. Nous avons beau essayer de nous en débarrasser, pour chaque spécimen que nous éliminons, il y en a trois nouveaux qui apparaissent!","Nous vous serions reconnaissants si vous pouviez nous aider à exterminer ces mauvaises plantes.","Aider les laboureurs?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","C'est vraiment gentil. Regardez! Les voilà!","","Toutes mes excuses, j'imagine que vous avez des affaires plus importantes à régler.",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Comme je vous l'ai dit, il y a trois nouveaux monstres pour chacun que nous tuons. Si seulement nos plantes poussaient aussi bien!","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,6,0,0,0,0,"Pourquoi!? Mais pourquoi, je vous le demande!","Pourquoi ces chapardeurs de galagos s'en prennent à ma farine!? Ce n'est pas comme s'ils pouvaient faire du pain ou des gâteaux au citron!","Eh bien, ça ne les empêche pas de piller mes greniers tous les jours. Si ça continue, je n'aurai plus rien à vendre au quartier marchand et je vais faire faillite. Je vous en prie! Pitié! Aidez-moi à repousser ces vilains voleurs de farine!","Aider la meunière?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","Mille mercis! Je ne sais que dire pour vous remerci... Oh, par les Dieux, les voilà!","","Je vois... Peut-être y aura-t-il une âme charitable pour m'aider...",""
42,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,"Argh! Maudits soient ces crapauds buffles! Les érudits de la douane de Mealvaan disaient qu'ils nous débarrasseraient des criquets qui infestent nos champs chaque année, et ils ont donc libéré une caisse de ces créatures visqueuses dans la Basse-Noscea.","Non seulement ils n'ont pas touché aux criquets, mais ils ont commencé à se reproduire comme des lapins et, maintenant, toute la région est infestée par ces horribles batraciens.","Résultat, je passe mes journées à attraper ces crapauds pour les tuer, et comble de l'ironie, pour le compte de ces mêmes érudits qui sont à l'origine du problème! Il y a sûrement pire, mais je me sens un peu abandonné quelquefois. Vous ne voudriez pas me donner un coup de main?","Merci beaucoup. Je vais monter la garde ici pour qu'on ne nous dérange pas. Occupez-vous des crapauds!","Ne me dites pas que vous avez une sainte horreur de ces bestioles poisseuses, quand même...?","","",""
43,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,6,0,0,0,0,0,"Argh! Maudits soient ces crapauds buffles! Les érudits de la douane de Mealvaan disaient qu'ils nous débarrasseraient des criquets qui infestent nos champs chaque année, et ils ont donc libéré une caisse de ces créatures visqueuses dans la Basse-Noscea.","Résultat, maintenant, toute la région est infestée par ces horribles batraciens, et je passe mes journées à les attraper pour les tuer! Il y a sûrement pire, mais je me sens un peu abandonné quelquefois. Vous ne voudriez pas me donner un coup de main?","Attraper des crapauds pour les éventrer?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","Merci beaucoup. Je vais monter la garde ici pour qu'on ne nous dérange pas. Occupez-vous des crapauds!","","Alors, laissez-moi tranquille. J'ai des crapauds à éventrer.",""
44,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,6,0,0,0,0,0,"Zut, ces fichus yarzons sont encore là... Ils cherchent toujours à faire leurs nids sur nos mâts de battage.","Avec ça, le travail n'avance pas! Vous pourriez nous débarrasser d'eux?","Éliminer les Yarzons gênants?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","Merci, ça nous rend service. Ils se rassemblent près de cet arbre. Il faut les arrêter avant qu'ils n'arrivent au mât!","","Je vois, je vais chercher quelqu'un d'autre...",""
45,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,6,0,0,0,0,0,"Des noyaux... Il me faut des noyaux d'élémentaire de terre...","Ils permettent de durcir la terre... Pour que les machines ne s'enfoncent pas... Tu n'en aurais pas, par hasard?","Récupérer des noyaux pour les ouvriers?\n\n<color #FF7B1A>* Le niveau recommandé pour cet ALÉA est <value>.</color>","","Les noyaux, tu peux les obtenir en tuant des élémentaires... ou en les ramassant... Moi, du moment que tu m'en rapportes...","","Tu t'en contrefiches, en fait...",""
