Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0xc],3 [0x3][0x12],4 [0x3][0x13],5 [0x19][0x16],6 [0x3][0x14],7 [0x7][0x8],8 [0x4][0x10],9 [0x3][0x15]
42,"Enhanced Blood for Blood","Improves Blood for Blood damage increase to 30%. Lowers damage taken to 15%.",5278,4,44,false,0,0,0,47
43,"Heavier Thrust","Extends Heavy Thrust duration to 24 seconds.",5281,4,40,false,0,0,0,47
44,"Exenterate","Extends Disembowel duration to 30 seconds.",5283,4,48,false,0,0,0,47
45,"Enhanced Dexterity","Increases dexterity by 2.",5120,5,14,false,0,0,2,50
46,"Enhanced Dexterity II","Increases dexterity by 4.",5121,5,16,false,0,0,4,50
47,"Heavier Shot","Adds to Heavy Shot a 20% chance that your next Straight Shot will deal critical damage.<if:<if:\nIf under the effect of the <color #FF7B1A>Wanderer's Minuet</color>, your next Straight Shot will require no cast time.\n/\n>/\n><color?>Duration: </color>10s",5306,5,8,false,0,0,0,50
48,"Increased Action Damage","Increases base action damage by 10%.",5302,5,20,false,0,0,10,50
49,"Enhanced Venomous Bite","Extends Venomous Bite duration to 18 seconds.",5305,5,24,false,0,0,0,50
50,"Enhanced Raging Strike","Shortens Raging Strike recast time to 120 seconds.",5307,5,28,false,0,0,0,50
51,"Enhanced Dexterity III","Increases dexterity by 6.",5122,5,32,false,0,0,6,50
52,"Enhanced Quick Nock","Extends Quick Nock range to 12 yalms.",5304,5,36,false,0,0,12,50
53,"Increased Action Damage II","Increases base action damage by 20%.",5303,5,40,false,0,0,20,50
54,"Enhanced Barrage","Increases number of weaponskill strikes to three.",5301,5,44,false,0,0,0,50
55,"River of Blood","Grants a 50% chance that critical damage over time inflicted by Venomous Bite or Windbite will reset the Bloodletter recast timer.",5308,5,48,false,0,0,0,50
56,"Enhanced Mind","Increases mind by 2.",5150,6,8,false,0,0,2,53
57,"Enhanced Mind II","Increases mind by 4.",5151,6,14,false,0,0,4,53
58,"Enhanced Medica","Grants a 20% chance that Medica will cost half MP.",5332,6,16,false,0,0,20,53
59,"Maim and Mend","Increases base action damage and HP restoration by 10%.",5185,6,20,false,0,0,10,53
60,"Enhanced Mind III","Increases mind by 6.",5152,6,24,false,0,0,6,53
61,"Enhanced Raise","Allows the casting of Raise while engaged in battle.",5327,6,28,false,0,0,0,53
62,"Freecure","Grants a 15% chance that after casting Cure, the MP cost for your next Cure II will be 0.\n<color?>Duration:</color> 15s",5330,6,32,false,0,0,0,53
63,"Overcure","Grants a 15% chance that after casting Cure II, your next Cure III will cost half MP.\n<color?>Duration:</color> 15s",5331,6,44,false,0,0,0,53
64,"Maim and Mend II","Increases base action damage and HP restoration by 30%.",5186,6,40,false,0,0,30,53
65,"Quick Stoneskin","Reduces Stoneskin cast time to 2.5 seconds.",5328,6,36,false,0,0,5,53
66,"Enhanced Shroud of Saints","Increases Shroud of Saints refresh potency to 80.",5326,6,48,false,0,0,0,53
67,"Enhanced Intelligence","Increases intelligence by 2.",5140,7,8,false,0,0,2,55
68,"Enhanced Intelligence II","Increases intelligence by 4.",5141,7,14,false,0,0,4,55
69,"Enhanced Surecast","Grants a 15% chance that upon use, Surecast will have no recast time.",5353,7,16,false,0,0,0,55
70,"Magick and Mend","Increases base action damage and HP restoration by 10% and allows for the stacking of a second Astral Fire or Umbral Ice.",5185,7,20,false,0,0,10,55
71,"Enhanced Scathe","Grants a 20% chance that Scathe will deal double damage.",5354,7,24,false,0,0,0,55
72,"Deep Sleep","Extends the area of effect for Sleep from a single target to a five-yalm radius.",5351,7,36,false,0,0,5,55
73,"Enhanced Intelligence III","Increases intelligence by 6.",5142,7,32,false,0,0,6,55
74,"Enhanced Manaward","Increases damage nullified by Manaward to 30% of your maximum HP.",5356,7,48,false,0,0,0,55
75,"Magick and Mend II","Increases base action damage and HP restoration by 30% and allows for the stacking of a third Astral Fire or Umbral Ice.",5186,7,40,false,0,0,30,55
76,"Firestarter","Grants a 40% chance that after casting Fire, your next Fire III will require no MP and have no casting time.\n<color?>Duration:</color> 12s",5352,7,44,false,0,0,0,55
77,"Thundercloud","Grants a 10% chance that after each damage over time tick inflicted by any Thunder spell, the next Thunder, Thunder II, or Thunder III will add its full damage over time amount to its initial damage, have no cast time, and cost no MP.\n<color?>Duration:</color> 12s",5355,7,28,false,0,0,0,55
78,"Auto Triangulate","Automatically activates Triangulate upon changing your class to botanist.",5451,17,2,false,0,0,0,18
79,"","",0,0,0,false,0,0,2,0
80,"Enhanced Stealth","Increases the range of enemies avoidable when using Stealth to level 30.",5452,17,18,false,0,0,30,18
81,"Enhanced Stealth II","Increases the range of enemies avoidable when using Stealth to level 40.",5453,17,28,false,0,0,40,18
82,"","",0,0,0,false,0,0,30,0
83,"Enhanced Stealth III","Increases the range of enemies avoidable when using Stealth to level 50.",5454,17,38,false,0,0,50,18
84,"","",0,0,0,false,0,0,40,0
85,"","",0,0,0,false,0,0,5,0
86,"Auto Prospect","Automatically activates Prospect upon changing your class to miner.",5426,16,2,false,0,0,0,17
87,"","",0,0,0,false,0,0,2,0
88,"Enhanced Stealth","Increases the range of enemies avoidable when using Stealth to level 30.",5427,16,18,false,0,0,30,17
89,"Enhanced Stealth II","Increases the range of enemies avoidable when using Stealth to level 40.",5428,16,28,false,0,0,40,17
90,"","",0,0,0,false,0,0,30,0
91,"Enhanced Stealth III","Increases the range of enemies avoidable when using Stealth to level 50.",5429,16,38,false,0,0,50,17
92,"","",0,0,0,false,0,0,40,0
93,"","",0,0,0,false,0,0,5,0
94,"Tree Whisperer","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving gathering rate when conditions are met.",5455,17,11,false,0,0,0,18
95,"Tree Whisperer II","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, increasing gathering attempts when conditions are met.",5456,17,16,false,0,0,0,18
96,"Tree Whisperer III","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving HQ gathering rate when conditions are met.",5457,17,21,false,0,0,0,18
97,"Tree Whisperer IV","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving yield when conditions are met.",5458,17,26,false,0,0,0,18
98,"Ward of the Twelve","Extends gathering ward increases to crystals.",5459,17,41,false,0,0,0,18
99,"Ward of the Twelve II","Extends gathering ward increases to clusters.",5460,17,50,false,0,0,0,18
100,"Stone Whisperer","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving gathering rate when conditions are met.",5430,16,11,false,0,0,0,17
101,"Stone Whisperer II","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, increasing gathering attempts when conditions are met.",5431,16,16,false,0,0,0,17
102,"Stone Whisperer III","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving HQ gathering rate when conditions are met.",5432,16,21,false,0,0,0,17
103,"Stone Whisperer IV","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving yield when conditions are met.",5433,16,26,false,0,0,0,17
104,"Ward of the Twelve","Extends gathering ward increases to crystals.",5434,16,41,false,0,0,0,17
105,"Ward of the Twelve II","Extends gathering ward increases to clusters.",5435,16,50,false,0,0,0,17
106,"Dunefishing","Allows you to cast your fishing line into the desert sands.",5483,18,35,false,0,0,0,19
107,"Skyfishing","Allows you to cast your line into the clouds.",5484,18,45,false,0,0,0,19
108,"Enhanced Stealth","Increases the range of enemies avoidable when using Stealth to level 30.",5476,18,18,false,0,0,30,19
109,"Enhanced Stealth II","Increases the range of enemies avoidable when using Stealth to level 40.",5477,18,28,false,0,0,40,19
110,"Enhanced Stealth III","Increases the range of enemies avoidable when using Stealth to level 50.",5478,18,38,false,0,0,50,19
111,"Gulleye","Allows you to discern the location of fishing holes up to level 15.",5479,18,15,false,0,0,15,19
112,"Gulleye II","Allows you to discern the location of fishing holes up to level 35.",5480,18,35,false,0,0,35,19
113,"Gulleye III","Allows you to discern the location of fishing holes up to level 50.",5481,18,50,false,0,0,50,19
114,"Double Mooching","Allows you to mooch with a mooched fish.",5482,18,40,false,0,0,0,19
115,"Aetherdam","Allows the stacking of one <color #FF7B1A>Aetherflow</color>.",5384,26,8,false,0,0,0,68
116,"Enhanced Intelligence","Increases intelligence by 2.",5140,26,14,false,0,0,2,68
117,"Enhanced Intelligence II","Increases intelligence by 4.",5141,26,16,false,0,0,4,68
118,"Maim and Mend","Increases base action damage and HP restoration by 10%. Also increases base damage and HP restoration of your pet by 10%.",5185,26,20,false,0,0,10,68
119,"Aetherdam II","Allows the stacking of up to two <color #FF7B1A>Aetherflows</color>.",5385,26,20,false,0,0,0,68
120,"Enhanced Pet Actions","20% chance of increasing spell speed by 20% when pet deals critical damage or restores critical HP. \n<color?>Duration:</color> 8s",5387,26,24,false,0,0,20,68
121,"Supervirus","Adds 15% intelligence and mind enfeeblement to Virus.\n<color?>Duration:</color> 10s",5388,26,28,false,0,0,0,68
122,"Enhanced Intelligence III","Increases intelligence by 6.",5142,26,32,false,0,0,6,68
123,"Energy Siphon","Doubles the amount of MP restored by Energy Drain.",5389,26,36,false,0,0,0,68
124,"Maim and Mend II","Increases base action damage and HP restoration by 30%. Also increases base damage and HP restoration of your pet by 30%.",5186,26,40,false,0,0,30,68
125,"Aetherdam III","Allows the stacking of up to three <color #FF7B1A>Aetherflows</color>.",5386,26,40,false,0,0,0,68
126,"Enhanced Eye for an Eye","Shortens Eye for an Eye recast time to 120 seconds.",5390,26,44,false,0,0,0,68
127,"Enhanced Rouse","Shortens Rouse recast time to 60 seconds.",5391,26,48,false,0,0,0,68
128,"Enhanced Strength","Increases companion strength by 5%.",9004,0,2,false,0,0,5,0
129,"Increased HP","Increases companion HP by 10%.",9001,0,3,false,0,0,10,0
130,"Enhanced Accuracy","Increases companion accuracy by 5%.",9010,0,5,false,0,0,5,0
131,"Enhanced Critical Hit Rate","Increases companion critical hit rate by 15%.",9012,0,6,false,0,0,15,0
132,"Enhanced Strength","Increases companion strength by 5%.",9004,0,8,false,0,0,5,0
133,"Increased HP","Increases companion HP by 10%.",9001,0,9,false,0,0,10,0
134,"Enhanced Strength","Increases companion strength by 5%.",9004,0,2,false,0,0,5,0
135,"Increased HP","Increases companion HP by 5%.",9001,0,3,false,0,0,5,0
136,"Enhanced Accuracy","Increases companion accuracy by 5%.",9010,0,5,false,0,0,5,0
137,"Enhanced Critical Hit Rate","Increases companion critical hit rate by 15%.",9012,0,6,false,0,0,15,0
138,"Enhanced Strength","Increases companion strength by 10%.",9004,0,8,false,0,0,10,0
139,"Increase Attack Speed","Increases companion attack speed by 10%.",9013,0,9,false,0,0,-10,0
140,"Enhanced Mind","Increases companion mind by 10%.",9008,0,2,false,0,0,10,0
141,"Increased HP","Increases companion HP by 5%.",9001,0,3,false,0,0,5,0
142,"Enhanced Accuracy","Increases companion accuracy by 5%.",9010,0,5,false,0,0,5,0
143,"Enhanced Critical Hit Rate","Increases companion critical hit rate by 15%.",9012,0,6,false,0,0,15,0
144,"Enhanced Mind","Increases companion mind by 15%.",9008,0,8,false,0,0,15,0
145,"Increased HP","Increases companion HP by 5%.",9001,0,9,false,0,0,5,0
146,"Enhanced Strength (PvP)","Increases strength by 2.\nEnhanced Strength II (PvP): Further increases strength by 4.\nEnhanced Strength III (PvP): Further increases strength by 6.",9801,0,0,true,4,128,2,1
147,"Enhanced Strength II (PvP)","Increases strength by 2.\nEnhanced Strength II (PvP): Further increases strength by 4.\nEnhanced Strength III (PvP): Further increases strength by 6.",9802,0,0,true,4,129,4,1
148,"Enhanced Strength III (PvP)","Increases strength by 2.\nEnhanced Strength II (PvP): Further increases strength by 4.\nEnhanced Strength III (PvP): Further increases strength by 6.",9803,0,0,true,4,130,6,1
149,"Enhanced Dexterity (PvP)","Increases dexterity by 2.\nEnhanced Dexterity II (PvP): Further increases dexterity by 4.\nEnhanced Dexterity III (PvP): Further increases dexterity by 6.",9811,0,0,true,4,131,2,1
150,"Enhanced Dexterity II (PvP)","Increases dexterity by 2.\nEnhanced Dexterity II (PvP): Further increases dexterity by 4.\nEnhanced Dexterity III (PvP): Further increases dexterity by 6.",9812,0,0,true,4,132,4,1
151,"Enhanced Dexterity III (PvP)","Increases dexterity by 2.\nEnhanced Dexterity II (PvP): Further increases dexterity by 4.\nEnhanced Dexterity III (PvP): Further increases dexterity by 6.",9813,0,0,true,4,133,6,1
152,"Enhanced Vitality (PvP)","Increases vitality by 2.\nEnhanced Vitality II (PvP): Further increases vitality by 4.\nEnhanced Vitality III (PvP): Further increases vitality by 6.",9821,0,0,true,4,134,2,1
153,"Enhanced Vitality II (PvP)","Increases vitality by 2.\nEnhanced Vitality II (PvP): Further increases vitality by 4.\nEnhanced Vitality III (PvP): Further increases vitality by 6.",9822,0,0,true,4,135,4,1
154,"Enhanced Vitality III (PvP)","Increases vitality by 2.\nEnhanced Vitality II (PvP): Further increases vitality by 4.\nEnhanced Vitality III (PvP): Further increases vitality by 6.",9823,0,0,true,4,136,6,1
155,"Enhanced Intelligence (PvP)","Increases intelligence by 2.\nEnhanced Intelligence II (PvP): Further increases intelligence by 4.\nEnhanced Intelligence III (PvP): Further increases intelligence by 6.",9831,0,0,true,4,137,2,1
156,"Enhanced Intelligence II (PvP)","Increases intelligence by 2.\nEnhanced Intelligence II (PvP): Further increases intelligence by 4.\nEnhanced Intelligence III (PvP): Further increases intelligence by 6.",9832,0,0,true,4,138,4,1
157,"Enhanced Intelligence III (PvP)","Increases intelligence by 2.\nEnhanced Intelligence II (PvP): Further increases intelligence by 4.\nEnhanced Intelligence III (PvP): Further increases intelligence by 6.",9833,0,0,true,4,139,6,1
158,"Enhanced Mind (PvP)","Increases mind by 2.\nEnhanced Mind II (PvP): Further increases mind by 4.\nEnhanced Mind III (PvP): Further increases mind by 6.",9841,0,0,true,4,140,2,1
159,"Enhanced Mind II (PvP)","Increases mind by 2.\nEnhanced Mind II (PvP): Further increases mind by 4.\nEnhanced Mind III (PvP): Further increases mind by 6.",9842,0,0,true,4,141,4,1
160,"Enhanced Mind III (PvP)","Increases mind by 2.\nEnhanced Mind II (PvP): Further increases mind by 4.\nEnhanced Mind III (PvP): Further increases mind by 6.",9843,0,0,true,4,142,6,1
161,"Enhanced Piety (PvP)","Increases piety by 2.\nEnhanced Piety II (PvP): Further increases piety by 4.\nEnhanced Piety III (PvP): Further increases piety by 6.",9851,0,0,true,4,143,2,1
162,"Enhanced Piety II (PvP)","Increases piety by 2.\nEnhanced Piety II (PvP): Further increases piety by 4.\nEnhanced Piety III (PvP): Further increases piety by 6.",9852,0,0,true,4,144,4,1
163,"Enhanced Piety III (PvP)","Increases piety by 2.\nEnhanced Piety II (PvP): Further increases piety by 4.\nEnhanced Piety III (PvP): Further increases piety by 6.",9853,0,0,true,4,145,6,1
164,"Enhanced Testudo","",0,0,0,true,4,146,0,38
165,"Enhanced Testudo II","",0,0,0,true,4,147,5,38
166,"Enhanced Testudo III","",0,0,0,true,4,148,-10,38
167,"Enhanced Glory Slash","",0,0,0,true,4,149,0,38
168,"Enhanced Glory Slash II","",0,0,0,true,4,150,0,38
169,"Enhanced Mythril Tempest","",0,0,0,true,4,151,0,44
170,"Enhanced Mythril Tempest II","",0,0,0,true,4,152,0,44
171,"Enhanced Mythril Tempest III","",0,0,0,true,4,153,1,44
172,"Enhanced Thrill of War","",0,0,0,true,4,154,0,44
173,"Enhanced Thrill of War II","",0,0,0,true,4,155,5,44
174,"Enhanced Thrill of War III","",0,0,0,true,4,156,10,44
175,"Enhanced Full Swing","",0,0,0,true,4,157,0,85
176,"Enhanced Full Swing II","",0,0,0,true,4,158,5,85
177,"Enhanced Full Swing III","",0,0,0,true,4,159,10,85
178,"Enhanced Axe Kick","",0,0,0,true,4,160,0,41
179,"Enhanced Axe Kick II","",0,0,0,true,4,161,0,41
180,"Enhanced Axe Kick III","",0,0,0,true,4,162,2,41
181,"Enhanced Somersault","",0,0,0,true,4,163,0,41
182,"Enhanced Somersault II","",0,0,0,true,4,164,3,41
183,"Enhanced Somersault III","",0,0,0,true,4,165,-20,41
184,"Enhanced Fetter Ward","",0,0,0,true,4,166,0,86
185,"Enhanced Fetter Ward II","",0,0,0,true,4,167,3,86
186,"Enhanced Impulse Rush","",0,0,0,true,4,168,0,47
187,"Enhanced Impulse Rush II","",0,0,0,true,4,169,5,47
188,"Enhanced Impulse Rush III","",0,0,0,true,4,170,0,47
189,"Enhanced Skewer","",0,0,0,true,4,171,0,47
190,"Enhanced Skewer II","",0,0,0,true,4,172,5,47
191,"Enhanced Skewer III","",0,0,0,true,4,173,-20,47
192,"Enhanced Manasong","",0,0,0,true,4,174,0,50
193,"Enhanced Manasong II","",0,0,0,true,4,175,15,50
194,"Enhanced Farshot","",0,0,0,true,4,176,0,50
195,"Enhanced Farshot II","",0,0,0,true,4,177,0,50
196,"Enhanced Farshot III","",0,0,0,true,4,178,10,50
197,"Enhanced Blast Shot","",0,0,0,true,4,179,0,50
198,"Enhanced Blast Shot II","",0,0,0,true,4,180,0,50
199,"Enhanced Blast Shot III","",0,0,0,true,4,181,5,50
200,"Enhanced Sacred Prism","",0,0,0,true,4,182,0,53
201,"Enhanced Sacred Prism II","",0,0,0,true,4,183,6,53
202,"Enhanced Sacred Prism III","",0,0,0,true,4,184,30,53
203,"Enhanced Divine Breath","",0,0,0,true,4,185,0,73
204,"Enhanced Divine Breath II","",0,0,0,true,4,186,20,73
205,"Enhanced Night Wing","",0,0,0,true,4,187,0,55
206,"Enhanced Night Wing II","",0,0,0,true,4,188,5,55
207,"Enhanced Phantom Dart","",0,0,0,true,4,189,0,55
208,"Enhanced Phantom Dart II","",0,0,0,true,4,190,0,55
209,"Enhanced Phantom Dart III","",0,0,0,true,4,191,5,55
210,"Enhanced Misty Veil","",0,0,0,true,4,192,0,69
211,"Enhanced Misty Veil II","",0,0,0,true,4,193,5,69
212,"Enhanced Misty Veil III","",0,0,0,true,4,194,10,69
213,"Enhanced Wither","",0,0,0,true,4,195,0,69
214,"","",0,0,0,false,0,0,0,0
215,"","",0,0,0,false,0,0,0,0
216,"Enhanced Aura Blast","",0,0,0,true,4,198,0,29
217,"Enhanced Aura Blast II","",0,0,0,true,4,199,0,29
218,"Enhanced Aura Blast III","",0,0,0,true,4,200,5,29
219,"Enhanced Focalization","",0,0,0,true,4,201,0,73
220,"Enhanced Focalization II","",0,0,0,true,4,202,5,73
221,"Enhanced Focalization III","",0,0,0,true,4,203,10,73
222,"Enhanced Weapon Throw","",0,0,0,true,4,204,0,87
223,"Enhanced Weapon Throw II","",0,0,0,true,4,205,3,87
224,"Enhanced Weapon Throw III","",0,0,0,true,4,206,20,87
225,"Enhanced Enliven","",0,0,0,true,4,207,0,88
226,"Enhanced Enliven II","",0,0,0,true,4,208,250,88
227,"Enhanced Aetheric Burst","",0,0,0,true,4,209,0,89
228,"Enhanced Aetheric Burst II","",0,0,0,true,4,210,5,89
229,"Enhanced Aetheric Burst III","",0,0,0,true,4,211,-20,89
230,"Enhanced Equanimity","",0,0,0,true,4,212,0,89
231,"Enhanced Equanimity II","",0,0,0,true,4,213,5,89
232,"Enhanced Mana Draw","",0,0,0,true,4,214,0,90
233,"Enhanced Mana Draw II","",0,0,0,true,4,215,20,90
234,"Enhanced Purify","",0,0,0,true,4,216,0,1
235,"Enhanced Attunement","",0,0,0,true,4,217,0,73
236,"Enhanced Dexterity","Increases dexterity by 2.",5120,29,8,false,0,0,2,93
237,"All Fours","Reduces damage taken when falling.",5401,29,14,false,0,0,10,93
238,"Enhanced Dexterity II","Increases dexterity by 4.",5121,29,16,false,0,0,4,93
239,"Enhanced Sneak Attack","Increases the potency of Sneak Attack to 300 (500 when attack initiated in front of target).",5402,29,32,false,0,0,0,93
240,"Enhanced Dexterity III","Increases dexterity by 6.",5122,29,24,false,0,0,6,93
241,"Fleet of Foot","Increases movement speed. Effect nullified if suffering from wasp or viper venom in a PvP area.",5403,29,20,false,0,0,10,93
242,"Enhanced Wasp Venom","Improves the physical damage increase granted by Kiss of the Wasp to 20%. Changes the additional effect of Jugulate to Stun.\n<color?>Duration:</color> 2s",5404,29,36,false,0,0,0,93
243,"Enhanced Goad","Increases the amount of TP restored by Goad.",5406,29,28,false,0,0,0,93
244,"Enhanced Viper Venom","Improves the physical damage increase granted by Kiss of the Viper to 20%. Changes the additional effect of Mug to absorb 50% of damage dealt as HP.",5405,29,40,false,0,0,0,93
245,"Enhanced Mutilate","Extends Mutilate duration to 30 seconds.",5407,29,44,false,0,0,0,93
246,"Enhanced Death Blossom","Increases Death Blossom potency to 100.",5408,29,48,false,0,0,40,93
247,"Enhanced Overwhelm","",0,0,0,true,4,230,0,93
248,"Enhanced Overwhelm II","",0,0,0,true,4,231,0,93
249,"Enhanced Overwhelm III","",0,0,0,true,4,232,0,93
250,"Enhanced Ill Wind","",0,0,0,true,4,233,0,93
251,"Enhanced Ill Wind II","",0,0,0,true,4,234,0,93
252,"Enhanced Ill Wind III","",0,0,0,true,4,235,0,93
253,"Enhanced Malmsight","",0,0,0,true,4,237,0,93
254,"Enhanced Detect","",0,0,0,true,4,236,0,100
255,"Enhanced Recouperate","",0,0,0,true,4,238,0,97
256,"Enhanced Recouperate II","",0,0,0,true,4,239,0,97
257,"Nymeia's Ward","Occasionally increases yield for items without HQ versions. Conditions for increase can be confirmed by using Preparation.",5436,16,42,false,0,0,0,17
258,"Stone Whisperer V","Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, further improving chances of enhanced gathering when conditions are met.",5437,16,53,false,0,67617,0,17
259,"Enhanced Stealth IV","Increases the range of enemies avoidable when using Stealth to level 54.",5438,16,50,false,0,0,54,17
260,"Enhanced Stealth V","Increases the range of enemies avoidable when using Stealth to level 57.",5439,16,53,false,0,0,57,17
261,"Enhanced Stealth VI","Increases the range of enemies avoidable when using Stealth to level 60.",5440,16,56,false,0,0,60,17
262,"Nymeia's Ward","Occasionally increases yield for items without HQ versions. Conditions for increase can be confirmed by using Preparation.",5461,17,42,false,0,0,0,18
263,"Tree Whisperer V","Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, further improving chances of enhanced gathering when conditions are met.",5462,17,53,false,0,67585,0,18
264,"Enhanced Stealth IV","Increases the range of enemies avoidable when using Stealth to level 54.",5463,17,50,false,0,0,54,18
265,"Enhanced Stealth V","Increases the range of enemies avoidable when using Stealth to level 57.",5464,17,53,false,0,0,57,18
266,"Enhanced Stealth VI","Increases the range of enemies avoidable when using Stealth to level 60.",5465,17,56,false,0,0,60,18
267,"Gulleye IV","Allows you to discern the location of fishing holes up to level 55.",5491,18,55,false,0,0,55,19
268,"Gulleye V","Allows you to discern the location of fishing holes up to level 60.",5492,18,60,false,0,0,60,19
269,"Cloudfishing","Allows you to cast your line from floating islands.",5488,18,53,false,0,67622,0,19
270,"Enhanced Stealth IV","Increases the range of enemies avoidable when using Stealth to level 54.",5485,18,50,false,0,0,54,19
271,"Enhanced Stealth V","Increases the range of enemies avoidable when using Stealth to level 57.",5486,18,53,false,0,0,57,19
272,"Enhanced Stealth VI","Increases the range of enemies avoidable when using Stealth to level 60.",5487,18,56,false,0,0,60,19
273,"Hellfishing","Allows you to cast your line into magma.",5489,18,55,false,0,67623,0,19
274,"Aetherfishing","Allows you to cast your line into aetherochemical spills.",5490,18,58,false,0,67624,0,19
275,"Enhanced Vitality","Increases vitality by 2.",5130,32,8,false,0,0,2,98
276,"Enhanced Shadowskin","Increases damage reduction granted by Shadowskin to 20%.",6051,32,14,false,0,0,0,98
277,"Enhanced Vitality II","Increases vitality by 4.",5131,32,16,false,0,0,4,98
