Index,0 [0x0][0x0],1 [0x3][0x4],2 [0x19][0x5],3 [0x1a][0x5],4 [0x1b][0x5]
88,"cbbm_sp_a_2lp",0,true,false,false
89,"cbbm_sp_b_2lp",0,true,false,false
90,"cbbm_sp_a_2lp",0,true,false,false
91,"cbbm_sp_b_2lp",0,true,false,false
92,"cbbm_sp_b_2lp",0,true,false,false
93,"cbbm_sp01",20,false,false,false
94,"cbbm_sp02",20,false,false,false
95,"cbbm_sp03",20,false,false,false
96,"cbbm_sp04",20,false,false,false
97,"cbbm_sp05",20,false,false,false
98,"cbbm_sp06",20,false,false,false
99,"cbbm_sp07",20,false,false,false
100,"cbbm_sp08",20,false,false,false
101,"cbbm_sp09",20,false,false,false
102,"cbbm_sp10",20,false,false,false
103,"cbbm_sp11",20,false,false,false
104,"cbbm_sp12",20,false,false,false
105,"cbbm_sp13",20,false,false,false
106,"cbbm_sp14",20,false,false,false
107,"cbbm_sp15",20,false,false,false
108,"cbbm_sp16",20,false,false,false
109,"cbbm_sp17",20,false,false,false
110,"cbbm_sp18",20,false,false,false
111,"cbbm_sp19",20,false,false,false
112,"cbbm_sp20",20,false,false,false
113,"cbbm_sp50",20,false,false,false
114,"cbbm_sp51",20,false,false,false
115,"cbbm_sp52",20,false,false,false
116,"cbbm_sp53",20,false,false,false
117,"cbbm_sp54",20,false,false,false
118,"cbbm_sp55",20,false,false,false
119,"cbbm_sp56",20,false,false,false
120,"cbbm_sp57",20,false,false,false
121,"cbbm_sp58",20,false,false,false
122,"cbbm_sp59",20,false,false,false
123,"cbbm_sp60",20,false,false,false
124,"cbba_add_dmg_f",4,false,false,false
125,"cbbm_01b_lp0",0,true,false,false
126,"cbbm_01f_lp0",0,true,false,false
127,"cbbm_01l_lp0",0,true,false,false
128,"cbbm_01r_lp0",0,true,false,false
129,"cbbm_02f_f",10,false,false,false
130,"cbbm_02f_lp0",11,true,false,false
131,"cbbm_02l_lp0",12,true,false,false
132,"cbbm_02r_lp0",12,true,false,false
133,"cbbm_atk1",20,false,false,false
134,"cbbm_atk2",20,false,false,false
135,"cbbm_atk3",20,false,false,false
136,"cbbm_grd",5,false,false,false
137,"cbbm_id0",7,true,false,false
138,"cbbm_jump_1",17,false,false,false
139,"cbbm_jump_2",18,false,false,false
140,"cbbm_jump_3",19,false,false,false
141,"cbbm_sht1",20,false,false,false
142,"cbbm_sht2",20,false,false,false
143,"cbbm_sht3",20,false,false,false
144,"cbbm_sprint_lp0",32,true,false,false
145,"cbbm_trn_l_lp",0,true,false,false
146,"cbbm_trn_r_lp",0,true,false,false
147,"cbbm_ws_h01",20,false,false,false
148,"cbbm_ws_h02",20,false,false,false
149,"cbbm_ws_h03",20,false,false,false
150,"cbbm_ws_h04",20,false,false,false
151,"cbbm_ws_h05",20,false,false,false
152,"cbbm_ws_s21",20,false,false,false
153,"cbbm_ws_s22",20,false,false,false
154,"cbbm_ws_s23",20,false,false,false
155,"cbbm_ws_s24",20,false,false,false
156,"cbbm_ws_s25",20,false,false,false
157,"cbbm_ws_s26",20,false,false,false
158,"cbbm_mgc_cnj_3d",20,false,false,false
159,"cbbm_mgc_pld_3b",20,false,false,false
160,"cbbm_mgc_sum_3b",20,false,false,false
161,"cbbm_mgc_wht_3b",20,false,false,false
162,"cbbm_mgc_sch_3b",20,false,false,false
163,"cbbm_mgc_ast_2lp",0,true,false,false
164,"cbbm_mgc_ast_3",20,false,false,false
165,"cbbm_mgc_ast_3b",20,false,false,false
166,"cbbm_mgc_ast_3c",20,false,false,false
167,"cbbm_ws_s01",20,false,false,false
168,"cbbm_ws_s02",20,false,false,false
169,"cbbm_ws_s03",20,false,false,false
170,"cbbm_ws_s04",20,false,false,false
171,"cbbm_ws_s05",20,false,false,false
172,"cbbm_ws_s06",20,false,false,false
173,"cbbm_ws_s07",20,false,false,false
174,"cbbm_ws_s08",20,false,false,false
175,"cbbm_ws_s09",20,false,false,false
176,"cbbm_ws_s10",20,false,false,false
177,"cbbm_ws_s11",20,false,false,false
178,"cbbm_ws_s12",20,false,false,false
179,"cbbm_ws_s13",20,false,false,false
180,"cbbm_ws_s14",20,false,false,false
181,"cbbm_ws_s15",20,false,false,false
182,"cbbm_ws_s16",20,false,false,false
183,"cbbm_ws_s17",20,false,false,false
184,"cbbm_ws_s18",20,false,false,false
185,"cbbm_ws_s19",20,false,false,false
186,"cbbm_ws_s20",20,false,false,false
187,"cbbm_wslp_2lp",0,true,false,false
188,"cbbp_a_activ",6,false,false,false
189,"cbbp_a_deact",6,false,false,false
190,"cblm_joy_m",30,false,false,false
191,"cblm_upset_m",30,false,false,false
192,"cblm_abl_m_a",30,false,false,false
193,"cblm_abl_s_a",30,false,false,false
194,"cblm_act_m_l",30,false,false,false
195,"cblm_act_m_n",30,false,false,false
196,"cblm_act_m_s",30,false,false,false
197,"cblm_act_s_l",30,false,false,false
198,"cblm_act_s_n",30,false,false,false
199,"cblm_act_s_s",30,false,false,false
200,"cblm_id0_m_1",24,false,false,false
201,"cblm_id0_m_2lp",25,true,false,false
202,"cblm_id0_m_3",26,false,false,false
203,"cblm_id0_s_1",24,false,false,false
204,"cblm_id0_s_2lp",25,true,false,false
205,"cblm_id0_s_3",26,false,false,false
206,"cblm_item_m",30,false,false,false
207,"cblm_item_s",30,false,false,false
208,"cblm_abl_pm_a",30,false,false,false
209,"cblm_abl_pm_b",30,false,false,false
210,"cblm_abl_pm_c",30,false,false,false
211,"cblm_abl_ps_a",30,false,false,false
212,"cblm_abl_ps_b",30,false,false,false
213,"cblm_abl_ps_c",30,false,false,false
214,"cblm_act_pm_n",30,false,false,false
215,"cblm_act_ps_n",30,false,false,false
216,"cblm_id0_pm_1",27,false,false,false
217,"cblm_id0_pm_2lp",28,true,false,false
218,"cblm_id0_pm_3",29,false,false,false
219,"cblm_id0_ps_1",27,false,false,false
220,"cblm_id0_ps_2lp",28,true,false,false
221,"cblm_id0_ps_3",29,false,false,false
222,"cblm_item_pm",30,false,false,false
223,"cblm_item_ps",30,false,false,false
224,"cblm_id0_fs",0,true,false,false
225,"cblm_id1_fs",41,true,false,false
226,"cblm_id2_fs",41,true,false,false
227,"cblm_reel_fs_f",41,true,false,false
228,"cblm_reel_fs_s",41,true,false,false
229,"cbem_jmn",0,true,false,false
230,"cbem_sit",0,true,false,false
231,"cbfa_add_all",39,true,false,false
232,"cbfm_base_id1",0,true,false,false
233,"cbfm_base_id2",44,true,false,false
234,"cbfm_base_id3",0,true,false,false
235,"cbfm_base_id4",0,true,false,false
236,"cbfm_base_chair_sit_relax",0,true,false,false
237,"cbfm_base_chair_sit_table",0,true,false,false
238,"cbfm_base_speech",0,true,false,false
239,"cbfm_base_please_r",0,true,false,false
240,"cbfm_base_please_l",0,true,false,false
241,"cbfm_base_stand_talk",0,true,false,false
242,"cbfm_base_chair_talk",0,true,false,false
243,"cbfm_base_stand_listen",0,true,false,false
244,"cbfm_base_chair_listen",0,true,false,false
245,"cbfm_base_ground_rest",0,true,false,false
246,"cbfm_base_chair_rest",0,true,false,false
247,"cbfm_base_sleep",0,true,false,false
248,"cbfm_base_box_sit",0,true,false,false
249,"cbfm_base_wall",0,true,false,false
250,"cbfm_base_cooking_spoon",0,true,false,false
251,"cbfm_base_guard_stand",0,true,false,false
252,"cbfm_base_shop_call",0,true,false,false
253,"cbfm_base_shop_review",0,true,false,false
254,"cbfm_base_rack_check",0,true,false,false
255,"cbfm_base_box_count",0,true,false,false
256,"cbfm_base_waiter_listen",0,true,false,false
257,"cbfm_base_waiter_wait",0,true,false,false
258,"cbfm_base_to_pray",0,true,false,false
259,"cbfm_base_all_direction",0,true,false,false
260,"cbfm_base_coach",0,true,false,false
261,"cbfm_base_attention",0,true,false,false
262,"cbfm_base_sorry",0,true,false,false
263,"cbfm_base_eat",0,true,false,false
264,"cbfm_base_drink",0,true,false,false
265,"cbfm_base_table_elbow",0,true,false,false
266,"cbfm_base_chocobo_side",0,true,false,false
267,"cbfm_base_ground_tired",0,true,false,false
268,"cbfm_base_bad_chair",0,true,false,false
269,"cbfm_base_bad_drink",0,true,false,false
270,"cbfm_base_bad_stand",0,true,false,false
271,"cbfm_base_bad_talk",0,true,false,false
272,"cbfm_base_leather",0,true,false,false
273,"cbfm_base_carpenter",0,true,false,false
274,"cbfm_base_spear_action1",0,true,false,false
275,"cbfm_base_spear_action2",0,true,false,false
276,"cbfm_base_bow_action1",0,true,false,false
277,"cbfm_base_bow_action2",0,true,false,false
278,"cbfm_base_bow_repair",0,true,false,false
279,"cbfm_base_muse",0,true,false,false
280,"cbfm_base_healing",0,true,false,false
281,"cbfm_base_spirit_listen",0,true,false,false
282,"cbfm_base_grass_pick",0,true,false,false
283,"cbfm_base_water_sprinkle",0,true,false,false
284,"cbfm_base_manure_sprinkle",0,true,false,false
285,"cbfm_base_park_play1",0,true,false,false
286,"cbfm_base_park_play2",0,true,false,false
287,"cbfm_base_park_play3",0,true,false,false
288,"cbfm_base_guard_look_away",0,true,false,false
289,"cbfm_base_grass_plow",0,true,false,false
290,"cbfm_base_chocobo_shine",0,true,false,false
291,"cbfm_base_chocobo_brush",0,true,false,false
292,"cbfm_base_headdown",0,true,false,false
293,"cbfm_base_ship_stand",0,true,false,false
294,"cbfm_base_yumi_touch",0,true,false,false
295,"cbfm_base_dagger_touch",0,true,false,false
296,"cbfm_base_woodchop",0,true,false,false
297,"cbfm_base_teach",0,true,false,false
298,"cbfm_base_rookie",0,true,false,false
299,"cbfm_base_chocobo_sleep",0,true,false,false
300,"cbfm_base_smith",0,true,false,false
301,"cbfm_base_smith2",0,true,false,false
302,"cbfm_base_chef",0,true,false,false
303,"cbfm_base_axe_attack",0,true,false,false
304,"cbfm_base_axe_stretch",0,true,false,false
305,"cbfm_base_gun_shoot",0,true,false,false
306,"cbfm_base_arcanist_action1",0,true,false,false
307,"cbfm_base_arcanist_action2",0,true,false,false
308,"cbfm_base_angler",0,true,false,false
309,"cbfm_base_bad_ground_eat",0,true,false,false
310,"cbfm_base_bad_ground_drink",0,true,false,false
311,"cbfm_base_chair_eat_delicious",0,true,false,false
312,"cbfm_base_scrub_deck",0,true,false,false
313,"cbfm_base_appeal_bust",0,true,false,false
314,"cbfm_base_appeal_head",0,true,false,false
315,"cbfm_base_bad_chair_harp",0,true,false,false
316,"cbfm_base_harp",0,true,false,false
317,"cbfm_base_bad_stir_up",0,true,false,false
318,"cbfm_base_bad_ground_stir_up",0,true,false,false
319,"cbfm_base_bad_chair_drink",0,true,false,false
320,"cbfm_base_brawl_ready",0,true,false,false
321,"cbfm_base_brawl_come_on",0,true,false,false
322,"cbfm_base_brawl_provoke",0,true,false,false
323,"cbfm_base_push_up",0,true,false,false
324,"cbfm_base_push_up_sit",0,true,false,false
325,"cbfm_base_warming_up",0,true,false,false
326,"cbfm_base_squat",0,true,false,false
327,"cbfm_base_hangdman",0,true,false,false
328,"cbfm_base_sit_yankee",0,true,false,false
329,"cbfm_base_sit_ground_ladies",0,true,false,false
330,"cbfm_base_carry_up",0,true,false,false
331,"cbfm_base_carry_up_one_hand",0,true,false,false
332,"cbfm_base_carry_up_ready",0,true,false,false
333,"cbfm_base_vender_call",0,true,false,false
334,"cbfm_base_farmer_check",0,true,false,false
335,"cbfm_base_shipbuilder_work",0,true,false,false
336,"cbfm_base_chair_reclining",0,true,false,false
337,"cbfm_base_leaf_fan",0,true,false,false
338,"cbfm_base_sit_bath_stretch",0,true,false,false
339,"cbfm_base_chaser",0,true,false,false
340,"cbfm_base_tailor",0,true,false,false
341,"cbfm_base_fitting_check",0,true,false,false
342,"cbfm_base_alchemist",0,true,false,false
343,"cbfm_base_gladiator_attack",0,true,false,false
344,"cbfm_base_sword",0,true,false,false
345,"cbfm_base_fighter",0,true,false,false
346,"cbfm_base_fighter2",0,true,false,false
347,"cbfm_base_fighter_shadow",0,true,false,false
348,"cbfm_base_shaman",0,true,false,false
349,"cbfm_base_mysterious",0,true,false,false
350,"cbfm_base_mineral_select",0,true,false,false
351,"cbfm_base_handbills_call",0,true,false,false
352,"cbfm_base_colosseum_call",0,true,false,false
353,"cbfm_base_fishing",0,true,false,false
354,"cbfm_base_beggar_please",0,true,false,false
355,"cbfm_base_tobacco",0,true,false,false
356,"cbfm_base_sit_tobacco",0,true,false,false
357,"cbfm_base_hand_fan",0,true,false,false
358,"cbfm_base_handbills_look",0,true,false,false
359,"cbfm_base_play_light",0,true,false,false
360,"cbfm_base_talk_drunker",0,true,false,false
361,"cbfm_base_sleep_drunker",0,true,false,false
362,"cbfm_base_groggy_drunker",0,true,false,false
363,"cbfm_base_alcohol_drunk",0,true,false,false
364,"cbfm_base_id_celeb",0,true,false,false
365,"cbfm_base_carry_butler",0,true,false,false
366,"cbfm_base_talk_celeb",0,true,false,false
367,"cbfm_base_talk_secret",0,true,false,false
368,"cbfm_base_talk_memo",0,true,false,false
369,"cbfm_base_sad_over",0,true,false,false
370,"cbfm_base_colosseum_laught",0,true,false,false
371,"cbfm_base_colosseum_provoke",0,true,false,false
372,"cbfm_base_colosseum_come_on",0,true,false,false
373,"cbfm_base_performer",0,true,false,false
374,"cbfm_base_dancer",0,true,false,false
375,"cbfm_base_sexy_bath",0,true,false,false
376,"cbfm_base_knee_suffering",33,true,false,false
377,"cbfm_base_orz",0,true,false,false
378,"cbfm_base_ground_end",34,false,false,false
379,"cbfm_base_stand_read",0,true,false,false
380,"cfxb_blink1",31,false,false,true
381,"cfxf_smile_st",21,false,false,true
382,"cfxf_angry",21,false,true,false
383,"cfxf_angry_st",21,false,true,false
384,"cfxf_blush",21,false,true,true
385,"cfxf_bossy",21,false,true,true
386,"cfxf_bow",21,false,false,true
387,"cfxf_cheer",21,false,true,false
388,"cfxf_clench",21,false,true,true
389,"cfxf_comeon",21,false,true,true
390,"cfxf_complain",21,false,true,true
391,"cfxf_cry",21,false,false,true
392,"cfxf_default",21,false,true,true
393,"cfxf_die",21,false,false,true
394,"cfxf_distress",21,false,false,true
395,"cfxf_fear",21,false,true,false
396,"cfxf_flash",21,false,true,false
397,"cfxf_freeze",21,false,true,true
398,"cfxf_frightened",21,false,true,true
399,"cfxf_frustrated",21,false,false,true
400,"cfxf_f_distrust",21,false,false,true
401,"cfxf_f_hate",21,false,false,true
402,"cfxf_f_puzzled",21,false,false,true
403,"cfxf_f_relaxed",21,false,false,false
404,"cfxf_f_scornful",21,false,false,true
405,"cfxf_f_sorry",21,false,true,true
406,"cfxf_f_umm",21,false,true,true
407,"cfxf_f_upset",21,false,true,false
408,"cfxf_grin",21,false,false,false
409,"cfxf_ho",21,false,true,false
410,"cfxf_hu",21,false,true,false
411,"cfxf_laugh",21,false,false,false
412,"cfxf_laugh_st",21,false,false,false
413,"cfxf_ouch",21,false,false,true
414,"cfxf_ouch_st",21,false,false,false
415,"cfxf_pant",21,false,false,false
416,"cfxf_praise",21,false,true,false
417,"cfxf_relieved",21,false,true,true
418,"cfxf_salute",21,false,true,true
419,"cfxf_shock",21,false,true,false
420,"cfxf_sigh",21,false,false,true
421,"cfxf_sleep",21,false,false,true
422,"cfxf_smile",21,false,true,true
423,"cfxf_spewing",21,false,false,true
424,"cfxf_stunned",21,false,true,true
425,"cfxf_sulk",21,false,false,true
426,"cfxf_surprised",21,false,true,false
427,"cfxf_think",21,false,false,true
428,"cfxf_uh",21,false,true,true
429,"cfxf_what",21,false,true,true
430,"cfxf_worry",21,false,true,true
431,"cfxf_wrysmile",21,false,true,false
432,"cfxf_base",21,false,true,true
433,"cfxb_sisen_down",21,true,true,true
434,"cfxf_bad",21,false,false,true
435,"cfxf_meditate",21,false,false,true
436,"cfxf_tired",21,false,false,true
437,"cfxf_oho",21,false,true,true
438,"cfxf_empty",21,false,true,true
439,"cfxf_doubtful",21,false,true,true
440,"cfxf_struggle",21,false,false,true
441,"cfxf_satisfied",21,false,true,true
442,"cfxf_smile_wk",21,false,true,true
443,"cfxf_painful",21,false,false,true
444,"cfxf_praise_cl",21,false,true,true
445,"cfxf_angry_cl",21,false,true,true
446,"cfxf_fear_cl",21,false,true,true
447,"cfxf_laugh_cl",21,false,false,true
448,"cfxf_wrysmile_cl",21,false,true,true
449,"cfxf_shock_cl",21,false,true,true
450,"cfxf_surprised_cl",21,false,true,true
451,"cfxf_pant_cl",21,false,false,true
452,"cfxl_lip_nor1",35,false,false,false
453,"cfxl_lip_nor2",35,false,false,false
454,"cfxl_lip_sho1",35,false,false,false
455,"cfxl_lip_sho2",35,false,false,false
456,"cfxl_lip_wis1",35,false,false,false
457,"cfxl_lip_wis2",35,false,false,false
458,"cbbw_id0",48,true,false,false
459,"cblw_id0",38,true,false,false
460,"cblw_id0_fs",0,true,false,false
461,"cblw_id1_fs",41,true,false,false
462,"cblw_id2_fs",41,true,false,false
463,"cblw_reel_fs_f",41,true,false,false
464,"cblw_reel_fs_s",41,true,false,false
465,"cbnw_id0",0,true,false,false
466,"cbfm_base_guard_spear",0,true,false,false
467,"cbfm_base_desk_memo",0,true,false,false
468,"cbfm_base_bind_ground_sit",0,true,false,false
469,"cbfm_base_lie1",0,true,false,false
470,"cbfm_base_lie2",0,true,false,false
471,"cbfm_fishing",0,true,false,false
472,"cbfm_base_move_dance",0,true,false,false
473,"cbfm_base_escape",0,true,false,false
474,"cbfm_base_captured",0,true,false,false
475,"cbfm_base_trouble_loop",0,true,false,false
476,"cbfm_base_weak_idle",0,true,false,false
477,"cbfm_base_stick_idle",0,true,false,false
478,"cbnm_lookaction_2lp",0,true,false,false
479,"cbnm_lookaction_3",20,false,false,false
480,"cbfm_base_frightened",0,true,false,false
481,"cbbm_sp80",20,false,false,false
482,"cbbm_sp81",20,false,false,false
483,"cbbm_sp82",20,false,false,false
484,"cbbm_sp83",20,false,false,false
485,"cbbm_sp84",20,false,false,false
486,"cbbm_sp85",20,false,false,false
487,"cbbm_sp86",20,false,false,false
488,"cbbm_sp87",20,false,false,false
489,"cbbm_sp88",20,false,false,false
490,"cbbm_sp89",20,false,false,false
491,"cbbm_sp90",38,false,false,false
492,"cbnm_event_1",37,false,false,false
493,"cbem_bed_in_2",0,true,false,false
494,"cbem_bed_out_1",0,true,false,false
495,"cbfm_base_arcanist_master",0,true,false,false
496,"cbfm_base_ship_stand_mini",0,true,false,false
497,"cbfm_base_mysterious_talk",0,true,false,false
498,"cbbm_abl_fight",20,false,false,false
499,"cbbm_abl_shieldbarrier",20,false,false,false
500,"cbbm_abl_foresight",20,false,false,false
501,"cbbm_abl_bloodbath",20,false,false,false
502,"cbbm_abl_berserk",20,false,false,false
503,"cbbm_abl_defender",20,false,false,false
504,"cbbm_abl_thrillofbattle",20,false,false,false
505,"cbbm_abl_unchained",20,false,false,false
506,"cbbm_abl_vengeance",20,false,false,false
507,"cbbm_abl_warcry",20,false,false,false
508,"cbbm_abl_featherstep",20,false,false,false
509,"cbbm_abl_hakkei",20,false,false,false
510,"cbbm_abl_mantra",20,false,false,false
511,"cbbm_abl_fuminari",20,false,false,false
512,"cbbm_abl_battlevoice",20,false,false,false
513,"cbbm_abl_chameleon",20,false,false,false
514,"cbbm_abl_megami",20,false,false,false
515,"cbbm_abl_trans",20,false,false,false
516,"cbbm_abl_sacrifice",20,false,false,false
517,"cbbm_lbk_cst_2lp",0,true,false,false
518,"cbbm_lbk_cst_3",20,false,false,false
519,"cbbm_lbk_cst_3b",20,false,false,false
520,"cbbm_lbk_cst_3c",20,false,false,false
521,"cbbm_lbk_hea_2lp",0,true,false,false
522,"cbbm_lbk_hea_3",20,false,false,false
523,"cbbm_lbk_hea_3b",20,false,false,false
524,"cbbm_lbk_hea_3c",20,false,false,false
525,"cbbm_lbk_mel_2lp",0,true,false,false
526,"cbbm_lbk_mel_3",20,false,false,false
527,"cbbm_lbk_mel_3b",20,false,false,false
528,"cbbm_lbk_fhv_3",20,false,false,false
529,"cbbm_lbk_tnk_2lp",0,true,false,false
530,"cbbm_lbk_tnk_3",20,false,false,false
531,"cbbm_lbk_tnk_3b",20,false,false,false
532,"cbbm_lbk_tnk_3c",20,false,false,false
533,"cbbp_1_break_2lp",38,true,false,false
534,"cbbp_2_break_2lp",38,true,false,false
535,"cbbp_3_break_2lp",38,true,false,false
536,"cbbp_4_break_2lp",38,true,false,false
537,"cbfm_base_frightened2",0,true,false,false
538,"cbfm_base_read_letter",0,true,false,false
539,"cbbm_lbk_fhv_2lp",0,true,false,false
540,"csbw_id0",0,true,false,false
541,"csnw_id0",0,true,false,false
542,"cbnm_opeaction_2lp",0,true,false,false
543,"cbnm_opeaction_3",20,false,false,false
544,"cbnm_searchaction_2lp",0,true,false,false
545,"cbnm_searchaction_3",20,false,false,false
546,"cbnm_fueaction_2lp",0,true,false,false
547,"cbnm_fueaction_3",20,false,false,false
548,"cbbm_sp_pop",38,false,false,false
549,"cbfm_base_fly_idle",0,true,false,false
550,"cbbp_u_abl_blunt",20,false,false,false
551,"cbbp_u_abl_flaming",20,false,false,false
552,"cbbm_warp_1",20,false,false,false
553,"cbbm_warp_3",38,false,false,false
554,"cbfw_flag_wind1",0,true,false,false
555,"cbfw_flag_wind2",0,true,false,false
556,"cbbm_mannequin",0,true,false,false
557,"cbbm_abl_transpose",20,false,false,false
558,"cbbm_abl_mabarrier",20,false,false,false
559,"cbbm_abl_lethargy",20,false,false,false
560,"cbbm_abl_convert",20,false,false,false
561,"cbnp_1_by_eqp",38,true,false,false
562,"cbbm_abl_senti",20,false,false,false
563,"cbbp_u_sht1",20,false,false,false
564,"cbbp_u_ws_h01",20,false,false,false
565,"cbbp_u_ws_h02",20,false,false,false
566,"cbbp_u_ws_h03",20,false,false,false
567,"cbbp_u_ws_h05",20,false,false,false
568,"cbbp_u_ws_s01",20,false,false,false
569,"cbbp_u_ws_s02",20,false,false,false
570,"cbbp_u_ws_s04",20,false,false,false
571,"cbbp_u_ws_s05",20,false,false,false
572,"cbbp_u_ws_s07",20,false,false,false
573,"cbbp_u_ws_s09",20,false,false,false
574,"cbfm_base_fishing_stand",0,true,false,false
575,"cbbm_mgc_callpet_2lp",0,true,false,false
576,"cbbm_mgc_callpet_3",20,false,false,false
577,"cbnw_ded",0,true,false,false
578,"cbbw_ded",0,true,false,false
579,"cbbm_abl_rouse",20,false,false,false
580,"cbbm_abl_corrosion",20,false,false,false
581,"cbbm_abl_harmsway",20,false,false,false
582,"cbbm_abl_sacred",20,false,false,false
583,"cbbm_abl_serpent",20,false,false,false
584,"cbbm_abl_spur",20,false,false,false
585,"cbbm_abl_enkindle",20,false,false,false
586,"cbbm_abl_leeches",20,false,false,false
587,"cbbm_abl_autoimmu",20,false,false,false
588,"cbbm_abl_auraburst",20,false,false,false
589,"cbep_u_airquotes",40,false,false,false
590,"cbep_u_amazed",40,false,false,false
591,"cbep_u_cheer",40,false,false,false
592,"cbep_u_clap",40,false,false,false
593,"cbep_u_comfort",40,false,false,false
594,"cbep_u_cry",40,false,false,false
595,"cbep_u_doze",40,false,false,false
596,"cbep_u_goodbye",40,false,false,false
597,"cbep_u_goodbye_st",40,false,false,false
598,"cbep_u_huh",40,false,false,false
599,"cbep_u_joy",40,false,false,false
600,"cbep_u_joy_st",40,false,false,false
601,"cbep_u_laugh",40,false,false,false
602,"cbep_u_laugh_st",40,false,false,false
603,"cbep_u_point",40,false,false,false
604,"cbep_u_make_act",40,false,false,false
605,"cbep_u_me",40,false,false,false
606,"cbep_u_no_st",40,false,false,false
607,"cbep_u_orz",40,false,false,false
608,"cbep_u_poke",40,false,false,false
609,"cbep_u_praise",40,false,false,false
610,"cbep_u_salute",40,false,false,false
611,"cbep_u_shocked",40,false,false,false
