Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x3][0x11],17 [0x19][0x15],18 [0x5][0xa],19 [0x1a][0x15],20 [0x1b][0x15],21 [0x3][0x12],22 [0x3][0x13]
94,"Zorn II","Paraderate ist erhöht.",10258,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
95,"Zorn III","Paraderate ist erhöht.",10259,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
96,"Zorn IV","Paraderate ist erhöht.",10260,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
97,"Zorn V","Paraderate ist erhöht.",10261,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
98,"Drachentritt","Schlagresistenz und INT sind verringert.",10215,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
99,"Leichtfuß","Ausweich-Rate ist erhöht.",10201,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
100,"Innere Gelöstheit","Kritische Trefferrate ist erhöht.",10204,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
101,"Doppelviper","Ausgeteilter Schaden ist erhöht.",10216,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
102,"Mantra","Effekt von Heilmagie ist verstärkt.",10206,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
103,"Sengende Aura","Ausgeteilter Schaden ist erhöht.",10202,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
104,"Steinerne Aura","Erlittener Schaden ist reduziert.",10203,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
105,"Beflügelnde Aura","Bewegungsgeschwindigkeit ist erhöht.",12526,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
106,"Hauch des Todes","Erleidet schrittweise Schaden.",10211,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
107,"Opo-Opo-Form","Hat die Opo-Opo-Kampfhaltung eingenommen.",10212,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
108,"Raptor-Form","Hat die Raptor-Kampfhaltung eingenommen.",10213,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
109,"Coeurl-Form","Hat die Coeurl-Kampfhaltung eingenommen.",10214,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
110,"Improvisation","Kann flexibel sowohl Opo-Opo-, Raptor- als auch Coeurl-Form gleichermaßen einnehmen.",10217,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
111,"Geölter Blitz","Ausgeteilter Schaden und Angriffsgeschwindigkeit sind erhöht. ",10207,0,1,16,146,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
112,"Geölter Blitz II","Ausgeteilter Schaden und Angriffsgeschwindigkeit sind erhöht. ",10208,0,1,16,147,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
113,"Geölter Blitz III","Ausgeteilter Schaden und Angriffsgeschwindigkeit sind erhöht. ",10209,0,1,16,148,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
114,"Auge des Sturms","Die Fähigkeit, einen Angriff zu parieren, ist verbessert.",10301,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
115,"Gewaltiger Stoß","Ausgeteilter Schaden ist erhöht.",10306,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
116,"Vitalwallung","Die nächste Waffenfertigkeit trifft kritisch und LP in Schadenshöhe werden regeneriert.",10302,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
117,"Zahn um Zahn","Ausgeteilter und erlittener Schaden sind erhöht. ",10304,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
118,"Chaotischer Tjost","Erleidet schrittweise Schaden.",10307,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
119,"Phlebotomie","Erleidet schrittweise Schaden.",10305,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
120,"Drachenklaue","Nächster Sprung oder Wirbelsprenger verursacht höheren Schaden.",10303,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
121,"Drachengriff","Stichresistenz ist reduziert.",12576,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
122,"Direkter Schuss +","Nächster Direkter Schuss verursacht einen kritischen Treffer.",10365,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
123,"Falkenauge","GESK ist erhöht und jede Attacke trifft garantiert.",10351,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
124,"Infizierte Wunde","Erleidet schrittweise Schaden durch Gift.",10352,0,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
125,"Wütende Attacke","Attacke-Wert ist erhöht.",10354,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
126,"Erhöhte physische Verwundbarkeit","Erlittener physischer Schaden ist erhöht.",17101,8,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
127,"Heimliche Attacke","Erzeugt weniger Feindseligkeit als gewöhnlich.",10355,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
128,"Sperrfeuer","Nächste Waffenfertigkeit wird als mehrfache Attacke ausgeführt.",10356,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
129,"Beißender Wind","Erleidet schrittweise Windschaden.",10360,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
130,"Direkter Schuss","Kritische Trefferrate ist erhöht.",10361,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
131,"Tödlicher Regen +","Nächster Tödlicher Regen verbraucht keine TP.",12607,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
132,"Pfeilsalve +","Nächste Pfeilsalve verbraucht keine TP.",10362,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
133,"Schmissiger Song","Die eigene Bewegungsgeschwindigkeit und die naher Gruppenmitglieder ist erhöht. Effekt endet beim Eintritt in den Kampf.",10358,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
134,"Schmissiger Song","Bewegungsgeschwindigkeit ist erhöht. Effekt endet beim Eintritt in den Kampf.",10357,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
135,"Ballade des Weisen","Eigene MP werden verbraucht, um die MP umstehender Gruppenmitglieder schrittweise zu regenerieren. Ausgeteilter Schaden ist reduziert.",12603,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
136,"Ballade des Weisen","MP werden schrittweise regeneriert.",12602,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
137,"Hymne der Krieger","MP werden verbraucht, um die TP umstehender Gruppenmitglieder schrittweise zu regenerieren. Ausgeteilter Schaden ist reduziert.",12605,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
138,"Hymne der Krieger","TP werden schrittweise regeneriert.",12604,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
139,"Requiem der Feinde","MP werden verbraucht, um die Magieresistenzen umstehender Feinde zu senken.",12606,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
140,"Requiem der Feinde","Alle Magieresistenzen sind gesenkt. ",12608,0,2,17,0,false,false,false,false,false,false,false,true,50,0,true,0,false,false,0,0
141,"Ode an die Seele","Effektivität von Kriegsliedern ist gesteigert.",12601,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
142,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
143,"Wind","Erleidet schrittweise Schaden durch das Element Wind.",10403,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
144,"Windra","Erleidet schrittweise Schaden durch das Element Wind.",10409,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
145,"Bußprediger","INT- und WLK-Wert werden vertauscht. Die Effizienz der Offensivmagie ist erhöht, die der Heilmagie reduziert.",10402,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
146,"Protes","Verteidigung und Magieabwehr sind erhöht.",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
147,"Protes","Verteidigung und Magieabwehr sind erhöht.",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
148,"Wiederbeleben","Von einem anderen Spieler mit „Wiederbeleben“ zurückgeholt.",10406,0,1,16,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
149,"Betäubung","Betäubte Sinne verhindern das Ausführen jeglicher Kommandos.",15004,0,2,3,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
150,"Resedra","Regeneriert schrittweise LP.",10413,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
151,"Steinhaut","Erlittener Schaden ist um einen bestimmten Betrag reduziert.",10401,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
152,"Steinhaut (physisch)","Erlittener physischer Schaden ist um einen bestimmten Betrag reduziert.",15041,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
153,"Steinhaut (magisch)","Erlittener magischer Schaden ist um einen bestimmten Betrag reduziert.",15042,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
154,"Fispelstimme","Regeneriert schrittweise MP.",10408,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
155,"Vitra +","Nächstes Vitra verbraucht keine MP.",10410,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
156,"Vitaga +","Nächstes Vitaga verbraucht nur halb so viele MP.",10411,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
157,"Geistesgegenwart","Die Intervalle zwischen Auto-Attacken und die Aktivierungs- und Reaktivierungszeiten von Zaubern sind verkürzt.",12627,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
158,"Regena","Regeneriert schrittweise LP.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
159,"Göttliches Siegel","Heilmagie regeneriert mehr LP.",10407,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
160,"Unbeirrbarkeit","Nächster Zauber kann nicht unterbrochen werden.",10452,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
161,"Blitz","Erleidet schrittweise Blitzschaden.",10457,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
162,"Blitzra","Erleidet schrittweise Blitzschaden.",10458,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
163,"Blitzga","Erleidet schrittweise Blitzschaden.",10459,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
164,"Blitz +","Nächster Blitz, Blitzra oder Blitzga wird sofort und ohne MP-Kosten gewirkt. Der volle Schaden über Zeit trifft das Ziel auf einmal.",10461,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
165,"Feuga +","Nächstes Feuer, Feura oder Feuga wird sofort und ohne MP-Kosten gewirkt. ",10460,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
166,"Kurieren +","Nächstes Kurieren wird ohne MP-Kosten gewirkt.",12804,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
167,"Spontaneität","Nächster Zauber wird sofort gewirkt.",10454,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
168,"Mana-Schild","Eine Ätherbarriere absorbiert magischen Schaden.",10456,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
