Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0x24],3 [0x6][0x28],4 [0x6][0x2c],5 [0x5][0x54],6 [0x3][0x58],7 [0x3][0x59],8 [0x6][0x30],9 [0x6][0x34],10 [0x6][0x38],11 [0x19][0x5e],12 [0x3][0x5a],13 [0x6][0x3c],14 [0x6][0x40],15 [0x6][0x44],16 [0x6][0x48],17 [0x6][0x4c],18 [0x1a][0x5e],19 [0x3][0x5b],20 [0x9][0x8],21 [0x7][0xc],22 [0x7][0x10],23 [0x6][0x14],24 [0x6][0x18],25 [0x3][0x5c],26 [0x3][0x5d],27 [0x7][0x1c],28 [0x6][0x50],29 [0x1b][0x5e],30 [0x7][0x20],31 [0x5][0x56]
10,"リーヴテスト10","グリダニア傭兵(懐柔2)",1,1,2,1,5,1,2,123,123,false,34,75,0,17,80012,65551,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
11,"リーヴテスト11","グリダニア傭兵(サーチ1)",2,1,2,1,5,1,3,123,123,false,34,75,0,17,80012,65538,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
12,"リーヴテスト12","グリダニア傭兵(サーチ2)",1,1,2,1,5,1,1,123,123,true,34,75,0,17,80012,65553,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
13,"リーヴテスト13","グリダニア傭兵(サーチ3)",2,1,2,1,5,1,2,123,123,false,34,75,0,17,80012,65554,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
14,"リーヴテスト14","グリダニア傭兵(見破り1)",1,1,2,1,5,1,3,123,123,false,34,75,0,17,80012,65555,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
15,"リーヴテスト15","グリダニア傭兵(見破り2)",2,1,2,1,5,1,1,123,123,true,34,75,0,17,80012,65556,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
16,"リーヴテスト16","傭兵テスト用リーヴ",2,1,2,52,5,10,1,123,123,true,34,75,0,17,80012,65557,true,0,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
17,"リーヴテスト17","傭兵テスト用リーヴ",2,1,2,52,5,10,1,123,123,true,34,75,0,17,80012,65558,true,1,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
18,"リーヴテスト18","傭兵テスト用リーヴ",2,1,2,54,5,10,1,123,123,true,34,75,0,17,80012,65559,true,2,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
19,"リーヴテスト19","傭兵テスト用リーヴ",2,1,2,54,5,10,1,123,123,true,34,75,0,17,80012,65560,true,3,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
20,"リーヴテスト20","傭兵テスト用リーヴ",2,1,2,56,5,10,1,123,123,true,34,75,0,17,80012,65561,true,4,1.0,0,0,0,0,6,1,4104768,110001,true,0,14
21,"製作依頼：双蛇党の訓練用長槍","グランドカンパニー「双蛇党」から、新兵訓練用の長槍の発注を受けた。我が「黒兎堂」にとって重要な得意先であるため、納品を遅らせる訳にはいかない。確実に仕事をやり遂げる堅実な職人を求む。",9,5,2,1,0,1,0,51,51,false,9,76,0,51,80012,917649,true,0,1.0,728,94,2,0,18,5,2257767,110007,true,0,14
22,"製作依頼：安価な木靴","「パッテン」は、グリダニアで安定した人気を誇る様式の木靴だ。華麗な装飾も、高級素材の使用も必要はない。あくまで実用本位で、安価な木靴を作ってもらいたい。確実に仕事をやり遂げる堅実な職人を求む。",9,5,2,1,0,1,0,51,51,false,9,76,0,51,80012,917650,true,0,1.0,860,94,2,0,18,5,2257767,110007,true,0,14
23,"調達依頼：新米工兵用の木靴","基礎教練を終えた新兵から、工兵を選抜した。訓練を終え実戦部隊へと配属されていく彼らに、戦友を支える柱となるよう願いを込めて木靴を贈りたい。彼らの門出を祝う記念品に相応しい逸品を頼む。",19,5,2,1,0,1,0,90,90,false,9,76,0,54,80012,917651,true,0,1.0,720,93,2,0,19,5,2648092,110010,true,0,14
24,"製作依頼：新米斥候用の短弓","基礎教練を終えた新兵から、軽歩兵を選抜した。訓練を終え実戦部隊へと配属されていく彼らに、標的を逃さず仕留められるよう願いを込めて短弓を贈りたい。彼らの門出を祝う記念品に相応しい逸品を頼む。",19,5,2,1,0,1,0,90,90,false,9,76,0,54,80012,917655,true,0,1.0,584,93,3,0,18,5,2648092,110010,true,0,14
25,"製作依頼：新米衛士用の木盾","基礎教練を終えた新兵から、重歩兵を選抜した。訓練を終え実戦部隊へと配属されていく彼らに、故郷を護る厚き壁となるように願いを込めて木盾を贈りたい。彼らの門出を祝う記念品に相応しい逸品を頼む。",19,5,2,1,0,1,0,90,90,false,9,76,0,54,80012,917656,true,0,1.0,1770,94,3,0,18,5,2648092,110010,true,0,14
26,"調達依頼：楽器用のメープル材","グリダニアの乙女たちの心を掴んで離さない吟遊詩人集団「ホムンクルス」。彼らの人気にあやかり、乙女心を掴まんとする若人たちの間で、竪琴の売れ行きが好調だ。竪琴の増産に対応するため、材料となる木材を求む。",9,5,2,1,0,1,0,51,51,false,9,76,0,51,80012,917657,true,0,1.0,720,94,3,0,19,5,2257767,110007,true,0,14
27,"製作依頼：双蛇党の訓練用長弓","グランドカンパニー「双蛇党」から、新兵訓練用の長弓の発注を受けた。我が「黒兎堂」にとって重要な得意先であるため、納品を遅らせる訳にはいかない。確実に仕事をやり遂げる堅実な職人を求む。",9,5,2,5,0,1,0,51,51,false,9,76,0,51,80012,917652,true,0,1.0,2274,117,4,0,18,5,2257767,110007,true,0,14
28,"製作依頼：冒険者用の木盾","グリダニアを訪れる冒険者が増えたことで、ここにきて木盾の販売数が増加傾向にある。我が「黒兎堂」では需要の多様化に対応すべく、品揃えを拡充する方針だ。ついては確実に仕事をやり遂げる堅実な職人を求む。",9,5,2,5,0,1,0,51,51,false,9,76,0,51,80012,917653,true,0,1.0,2514,140,4,0,18,5,2257767,110007,true,0,14
29,"調達依頼：新米衛生兵用の幻具","基礎教練を終えた新兵から、衛生兵を選抜した。訓練を終え実戦部隊へと配属されていく彼らに、戦友の命を救えるよう願いを込めて幻具を贈りたい。彼らの門出を祝う記念品に相応しい逸品を頼む。",19,5,2,5,0,1,0,90,90,false,9,76,0,54,80012,917654,true,0,1.0,3430,116,4,0,19,5,2648092,110010,true,0,14
30,"製作依頼：新兵訓練用の長槍","バノック練兵所では、新兵の素質を見抜くために、基礎教練として槍術と弓術の両方を教えている。この基礎教練で用いる長槍を用意してもらいたい。鍛錬の最中に折れるようなことがないよう、丈夫な長槍を頼む。",19,5,2,5,0,1,0,90,90,false,9,76,0,54,80012,917658,true,0,1.0,2106,117,5,0,18,5,2648092,110010,true,0,14
31,"製作依頼：模擬戦用の木剣","グリダニアの仇敵、イクサル族は剣を好んで用いる。そうした敵との戦い方を教えるには、教官が仮想敵となる模擬戦が役に立つ。次回の模擬戦に向けて、イクサル兵に扮する教官のために木剣を用意してもらいたい。",19,5,2,5,0,1,0,90,90,false,9,76,0,54,80012,917659,true,0,1.0,4044,142,5,0,18,5,2648092,110010,true,0,14
32,"調達依頼：安価な幻具","幻術を学ぶためにグリダニアを訪れた新米冒険者たちに対して、安価な幻具の売れ行きが好調である。このままでは在庫が切れ、商機を失いかねない。「ケーン」を早急に製作できる職人を求む。",9,5,2,5,0,1,0,51,51,false,9,76,0,51,80012,917660,true,0,1.0,3160,116,5,0,19,5,2257767,110007,true,0,14
33,"製作依頼：安価な木製幻具","幻術を学ぶためにグリダニアを訪れた新米冒険者たちに対して、安価な幻具の売れ行きが好調である。このままでは在庫が切れ、商機を失いかねない。「ラディカル」を早急に製作できる職人を求む。",9,5,2,10,0,1,0,51,51,false,9,76,0,51,80012,917523,true,0,1.0,5132,142,6,0,18,5,2257767,110007,true,0,14
34,"製作依頼：彫金師向けの製作道具","黒檀商店街へのウルダハ商人の出店に伴い、グリダニアに来訪した彫金師から、製作道具の調達を依頼された。我が「黒兎堂」が、どんな商材でも用意できることを示す好機だ。確実に仕事をやり遂げる堅実な職人を求む。",9,5,2,10,0,1,0,51,51,false,9,76,0,51,80012,917524,true,0,1.0,4460,142,6,0,18,5,2257767,110007,true,0,14
35,"調達依頼：柵の建材","牧場施設に柵を増設するため、「アッシュ材」を必要としています。通常であれば木工師ギルドに依頼するところですが、復興事業に木材が優先され、順番待ちの状態なのです。使いやすいように加工した材木を届けてください。",5,5,2,10,0,1,0,94,94,false,9,76,0,54,80012,917525,true,0,1.0,6066,239,6,0,19,5,2119045,110002,true,0,14
36,"製作依頼：献納用の槍","モーグリギフトマウンツでは、牧場施設の警護に尽力してくださっている鬼哭隊に対し、感謝の意を表すため長槍を献納しようとしています。贈り物に相応しい、羽根飾り付きの美麗な長槍を製作して下さい。",5,5,2,10,0,1,0,94,94,false,9,76,0,54,80012,917505,true,0,1.0,5132,145,7,0,18,5,2119045,110002,true,0,14
37,"製作依頼：牧場用の裁縫道具","チョコボの飼育・繁殖に携わる仕事では、服や装具がほつれることなど日常茶飯事。その度に職人の方に修復を依頼していては、経費がかさむ一方です。自前で修復や調整ができるように、裁縫道具を求めています。",5,5,2,10,0,1,0,94,94,false,9,76,0,54,80012,917506,true,0,1.0,4820,192,7,0,18,5,2119045,110002,true,0,14
38,"調達依頼：安価な木盾","幻術を学ぶためにグリダニアを訪れた新米冒険者たちに対して、安価な木盾の売れ行きが好調である。このままでは在庫が切れ、商機を失いかねない。「アッシュエキュ」を、早急に製作できる職人を求む。",9,5,2,10,0,1,0,51,51,false,9,76,0,51,80012,917507,true,0,1.0,11616,142,7,0,19,5,2257767,110007,true,0,14
39,"製作依頼：鉄製の槍","鬼哭隊の新兵が、ウルダハ商人に物資を横流しするという前代未聞の事件が起きた。犯人は除隊処分のうえ、黒衣森を追放されたが、売り払われた物資は戻ってこない。物資の補填依頼が来たため、対応できる職人を求む。",9,5,2,15,0,1,0,51,51,false,9,76,0,51,80012,917526,true,0,1.0,8454,197,8,0,18,5,2257767,110007,true,0,14
40,"製作依頼：エルム製の幻具","回復魔法「ケアル」が、悪夢を見て怯える子供を寝付かせるのに効果的だとの噂がグリダニア市民の間で広まり、幻具の売れ行きが好調だ。このままでは在庫が切れ、商機を失いかねない。早急に製作できる職人を求む。",9,5,2,15,0,1,0,51,51,false,9,76,0,51,80012,917527,true,0,1.0,8764,196,8,0,18,5,2257767,110007,true,0,14
41,"調達依頼：監視哨の建材","新設されたばかりのジョスラン監視哨では、イクサル族の装甲気球による上空からの攻撃を想定して、防護板を増設する計画があるようだ。建材の調達依頼が届いたので、使いやすく加工した「エルム材」を届けてほしい。",7,5,2,15,0,1,0,107,107,false,9,76,0,55,80012,917528,true,0,1.0,12172,292,8,0,19,5,2255476,110004,true,0,14
42,"製作依頼：鬼哭隊向けマスク","ナインアイビー周辺を警護する鬼哭隊四番槍より、新兵向けマスクの調達依頼が届いた。訓練中に破損したマスクの代替品を希望しているそうだ。腕に覚えのある職人は、「アッシュマスク（ラピスラズリ）」を製作し届けてほしい。",7,5,2,15,0,1,0,107,107,false,9,76,0,55,80012,917511,true,0,1.0,12218,200,9,0,18,5,2255476,110004,true,0,14
43,"製作依頼：冒険者向けの木盾","先日、ウルダハ出身の冒険者から、木盾の在庫があるかと尋ねられた。ところがあいにく在庫がなく、取引は不調に終わってしまった。今後、そのようなことがないよう、手頃な値段で売り出せる木盾を求めている。",7,5,2,15,0,1,0,107,107,false,9,76,0,55,80012,917512,true,0,1.0,7744,142,9,0,18,5,2255476,110004,true,0,14
44,"調達依頼：アッシュ製の弓","監視哨の新設に伴い、神勇隊では弓兵を増員する計画のようだ。しかし、その為に用意していた短弓が、シルフ族の不良集団に盗まれてしまったとのこと。アッシュショートボウの発注が届いたので、対応可能な職人を求む。",9,5,2,15,0,1,0,51,51,false,9,76,0,51,80012,917513,true,0,1.0,11616,145,9,0,19,5,2257767,110007,true,0,14
45,"製作依頼：ユー製の幻具","碩老樹瞑想窟から、イチイの木で作った幻具の調達依頼が舞い込んだ。基礎的な修行を終え、道士見習いとなる若き幻術士に贈られる品とのこと。贈答品に相応しい品を製作できる、腕のいい誠実な職人を求む。",9,5,2,20,0,1,0,51,51,false,9,76,0,51,80012,917529,true,0,1.0,12746,239,10,0,18,5,2257767,110007,true,0,14
46,"大口依頼：鬼哭隊向けマスク","鬼哭隊では5年前の「カルテノーの戦い」に従軍し、そして戦死した隊士の魂を弔うため、毎月、マスクを焼く鎮魂の儀式を執り行っている。儀式用マスクの大口発注に対応するため、大量生産に自信のある職人を求む。",9,5,2,20,0,1,0,51,51,false,9,76,0,51,80012,917530,true,0,1.0,7331,444,10,0,26,5,2257767,110007,true,0,14
47,"調達依頼：義勇兵向けの長槍","私ども鬼哭隊伍番槍は、イクサル族の襲来に備えるべく、ハムレットの若者たちに槍術の手ほどきをしております。彼ら義勇兵に相応しい武器を用意していただける匠の先生の訪問を、心よりお待ちしております。",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917531,true,0,1.0,18328,204,10,0,19,5,2257677,110006,true,0,14
48,"製作依頼：武具手入れ用の砥石車","私どもは、槍の穂先や矢尻を研ぐための砥石車を求めております。イクサル族の脅威からクォーリーミルを守るため、武具の手入れは欠かせません。ご協力いただける匠の先生の訪問を、心よりお待ちしております。",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917517,true,0,1.0,13250,244,11,0,18,5,2257677,110006,true,0,14
49,"大口依頼：新防衛策の研究","私ども鬼哭隊伍番槍は、クォーリーミルを守るため、新たな防衛策を模索しております。弩弓で鉄製の槍を打ち出し、敵装甲気球を打ち落とす画期的な案を試すため、槍を用意していただける匠の先生を、お待ちしております。",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917518,true,0,1.0,5073,209,11,0,26,5,2257677,110006,true,0,14
50,"製作依頼：ウォルナット材","私ども鬼哭隊伍番槍は、イクサル族の襲来に備えるべく、防壁の修繕を進めております。ですが、そのための建材が不足している次第。ご協力いただける匠の先生の訪問を、心よりお待ちしております。",13,5,2,20,0,1,0,129,129,false,9,76,0,56,80012,917519,true,0,1.0,18524,246,11,0,18,5,2257677,110006,true,0,14
51,"製作依頼：白蛇柄の円盾","上得意の顧客から、双蛇党に志願した親類の安全を願い、盾を贈りたいとの相談を受けた。顧客の希望は、グリダニアで神聖視されている白蛇を描いた円盾である。木工細工はもちろん、絵心にも自信のある職人を求む。",9,5,2,25,0,1,0,51,51,false,9,76,0,51,80012,917673,true,0,1.0,19770,263,12,0,18,5,2257767,110007,true,0,14
52,"調達依頼：銀に輝くフォーク","私ども鬼哭隊伍番槍は誠実が信条。先日、訓練中にクォーリーミル住民の熊手（フォーク）を壊してしまいましたので、お詫びの品を用意したいと考えております。銀に輝くフォークなら、喜ばれるのではないでしょうか。",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917674,true,0,1.0,31420,316,12,0,19,5,2257677,110019,true,0,14
53,"大口依頼：高級家具用の木材","ウルダハの富裕層の間で、高級木製家具が流行しているとのことで、東アルデナード商会から大量の「ウォルナット材」の発注が舞い込んだ。木工師ギルドの在庫量では対応できないため、大量生産に自信のある職人を求む。",9,5,2,25,0,1,0,51,51,false,9,76,0,51,80012,917675,true,0,1.0,11115,465,12,0,26,5,2257767,110007,true,0,14
54,"製作依頼：義勇兵訓練用の木剣","私ども鬼哭隊伍番槍では、義勇兵に志願した若者に訓練を施しております。その演習において、敵方のイクサル兵役を演じる教官たちのために、木剣を用意していただける匠の先生の訪問を、心よりお待ちしております。",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917676,true,0,1.0,22066,245,13,0,18,5,2257677,110019,true,0,14
55,"製作依頼：鬼哭隊向けの長槍","私ども鬼哭隊伍番槍は、ハムレットの防衛を使命としております。ですが、度重なる戦いで壊れる武具も増えており、新たな長槍が必要なのです。長槍を用意していただける匠の先生の訪問を、心よりお待ちしております。",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917677,true,0,1.0,29450,323,13,0,18,5,2257677,110019,true,0,14
56,"大口依頼：義勇兵向けの幻具","この度、道士様のご協力により、ハムレットを守る義勇兵たちに対し、基礎的な魔法の手ほどきをしていただけることになりました。訓練に必要な幻具を用意していただける匠の先生の訪問を、心よりお待ちしております。",13,5,2,25,0,1,0,129,129,false,9,76,0,56,80012,917678,true,0,1.0,8505,248,13,0,26,5,2257677,110019,true,0,14
57,"調達依頼：お礼の品の木剣","我が主、ゲゲルジュ様は、古今東西の珍品を商って財を成したお方。それゆえ、珍しい武具に目がありません。古式ゆかしい木剣を製作していただける、腕利きの職人様、ぜひご協力ください。",113,5,2,30,0,1,0,206,206,false,9,76,0,32,80012,917679,true,0,1.0,49000,314,14,0,19,5,3999030,110031,true,0,14
58,"製作依頼：競技会入賞者用の弓","神勇隊から特別な弓の調達を依頼された。隊士の技能向上を目的として行われる、弓術競技会の上位入賞者に贈られる品とのこと。名誉ある品だけに、手を抜かずしっかりと創り上げることができる腕利きの職人を求む。",9,5,2,30,0,1,0,51,51,false,9,76,0,51,80012,917680,true,0,1.0,30282,326,14,0,18,5,2257767,110007,true,0,14
59,"大口依頼：儀礼式典用の長槍","隣国「イシュガルド」の名門、フォルタン家より儀礼式典用の長槍の発注が舞い込んだ。四大名家と呼ばれるほど高貴な取引先だけに失敗は許されない。大口の発注だけに、大量生産に自信のある職人を求む。",9,5,2,30,0,1,0,51,51,false,9,76,0,51,80012,917681,true,0,1.0,17670,369,233,0,26,5,2257767,110007,true,0,14
60,"製作依頼：狩猟用の長弓","我が主、ゲゲルジュ様は、最近「狩猟」に関心をもたれているご様子。バッファロー狩りに挑戦なさりたいとの事ですので、狩猟用の長弓の製作をお願い致します。腕利きの職人様、ぜひご協力ください。",113,5,1,30,0,1,0,206,206,false,9,76,0,32,80011,917682,true,0,1.0,39900,357,15,0,18,5,3999030,110031,true,0,14
61,"製作依頼：熟練傭兵用の長槍","我が主、ゲゲルジュ様は、コスタ・デル・ソルの防衛体制を強化するおつもりです。新たに雇用した傭兵は、優れた槍の使い手とのこと。熟練の傭兵にふさわしい長槍を製作していただける職人様、ぜひご協力ください。",113,5,1,30,0,1,0,206,206,false,9,76,0,32,80011,917683,true,0,1.0,39900,494,15,0,18,5,3999030,110031,true,0,14
62,"大口依頼：黒渦団に寄付する長槍","我が主、ゲゲルジュ様は、リムサ・ロミンサ政庁への協力姿勢を示すため、黒渦団に武具の寄付を行うおつもりです。そのため、まとまった数の長槍が必要となります。腕利きの職人様、ぜひご協力ください。",113,5,1,30,0,1,0,206,206,false,9,76,0,32,80011,917684,true,0,1.0,13887,424,234,0,26,5,3999030,110031,true,0,14
63,"調達依頼：グリダニア風の長槍","デュランデル家から、グリダニア風の長槍を調達してほしいとの依頼が舞い込んだ。同家の騎兵は、金属製の長槍を使用しているが、骨や牙を使った槍の有用性を検証したいとのことなので、ハープーンを製作してほしい。",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917685,true,0,1.0,61552,368,16,0,19,5,3643002,110062,true,0,14
64,"製作依頼：オーク製の幻具","碩老樹瞑想窟から、オークの木で作った幻具の調達依頼が舞い込んだ。道士見習いとして、厳しい修行に明け暮れる若き幻術士に贈られる品とのこと。未来を担う若者に相応しい杖を製作できる、腕のいい職人を求む。",9,5,2,35,0,1,0,51,51,false,9,76,0,51,80012,917686,true,0,1.0,42114,494,16,0,18,5,2257767,110007,true,0,14
65,"大口依頼：古式ゆかしい木剣","近々、コロセウムにて古式ゆかしい衣装をまとわせた剣闘士による、古代の戦いをモチーフにした再現戦を行うとのこと。これに用いる木剣の発注を受けたので、マクアフティルを大量に製作できる職人を求む。",9,5,2,35,0,1,0,51,51,false,9,76,0,51,80012,917687,true,0,1.0,19600,488,235,0,26,5,2257767,110007,true,0,14
66,"製作依頼：チョコボ弓騎兵用の弓","イシュガルド四大名家のひとつデュランデル家から、騎兵用の弓を調達してほしいとの依頼が舞い込んだ。斥候役の軽騎兵用に支給する弓とのことなので、軽く取り回しの容易なミスリル製の弓を納入してほしい。",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917688,true,0,1.0,41034,472,17,0,18,5,3643002,110062,true,0,14
67,"製作依頼：寒冷地向けの木靴","第七霊災以降、急速に寒冷化が進むクルザス地方では、年々、降雪量が増しつつある。これに伴い、雪上を歩く機会も増え、水のしみこみにくい丈夫な木靴の需要が高まっている。簡単には壊れない木靴を求む。",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917689,true,0,1.0,44238,397,17,0,18,5,3643002,110062,true,0,14
68,"大口依頼：デュランデル家向けの弓","イシュガルド四大名家のひとつデュランデル家から、同家の騎兵団に配備するための弓を調達してほしいとの依頼が舞い込んだ。まとまった数が必要となるため、大量生産を苦にしない冒険者の協力を求めている。",122,5,2,35,0,1,0,385,385,false,9,76,0,63,80012,917690,true,0,1.0,18170,419,236,0,26,5,3643002,110062,true,0,14
69,"調達依頼：騎兵団向けの槍斧","イシュガルドを防衛する対ドラゴン砦「ストーンヴィジル」の陥落に伴い、各騎兵団は戦力の再編に力を注いでいる。したがって、武器や防具の類も需要が高い状況だ。金属製の穂先を持つ槍斧を納入してほしい。",123,5,2,40,0,1,0,402,402,false,9,76,0,63,80012,917691,true,0,1.0,84802,521,18,0,19,5,3643494,110063,true,0,14
70,"製作依頼：翡翠をあしらった幻具","碩老樹瞑想窟から、特別な幻具の調達依頼が舞い込んだ。長き修行を終えて、晴れて道士として独り立ちする若き幻術士のために、グリダニアで最も人気のある石材「翡翠」をあしらった杖をしつらえてもらいたい。",9,5,2,40,0,1,0,51,51,false,9,76,0,51,80012,917692,true,0,1.0,56534,613,18,0,18,5,2257767,110007,true,0,14
71,"大口依頼：輸出用の糸車","クルザス地方に対して、糸車を輸出する計画を立てている。同地は羊毛の産地として知られ、風雪吹きすさぶ日には屋内で女たちが毛糸を紡ぐという。丈夫で壊れにくい高品質な糸車を製作できる、腕のいい職人を求む。",9,5,2,40,0,1,0,51,51,false,9,76,0,51,80012,917693,true,0,1.0,32049,678,237,0,26,5,2257767,110007,true,0,14
72,"製作依頼：熟練騎兵向けの合成弓","デュランデル家配下の騎兵団より、ドラゴンの硬い鱗を貫くため、より強力な弓を求めているとの相談を受けた。貫通力を重視するなら、複数の素材を組み合わせた合成弓が最適だろう。ぜひとも納入してほしい。",123,5,2,40,0,1,0,402,402,false,9,76,0,63,80012,917694,true,0,1.0,53414,506,19,0,18,5,3643494,110063,true,0,14
73,"製作依頼：騎兵団向けの回転砥石","デュランデル家配下の騎兵団では、対ドラゴン用バリスタの配備を進めているらしく、その部品を製作、調整するための道具を欲しているそうだ。細かな金属部品を研磨できる、回転砥石を納入してほしい。",123,5,2,40,0,1,0,402,402,false,9,76,0,63,80012,917695,true,0,1.0,55774,548,19,0,18,5,3643494,110063,true,0,14
74,"大口依頼：騎兵団向けの騎槍","ストーンヴィジルの奪還に向けて、デュランデル家配下の騎兵団では武具の調達を進めている。同騎兵団に所属するチョコボ騎兵たちのために、大量の騎槍が必要だ。まとまった数の騎槍を製作し、納入してほしい。",123,5,2,40,0,1,0,402,402,false,9,76,0,63,80012,917696,true,0,1.0,25917,728,238,0,26,5,3643494,110063,true,0,14
75,"調達依頼：クリスタルの除去道具","我々、聖コイナク財団では、古代アラグ文明の遺跡の発掘調査を行っています。しかし、遺跡が結晶化地帯にあるため、調査にはクリスタルをそぎ落とす作業が不可欠。これに用いる鋭い「トライデント」を求めています。",124,5,2,45,0,1,0,416,416,false,9,76,0,67,80012,917697,true,0,1.0,103656,704,20,0,19,5,4258823,110064,true,0,14
76,"製作依頼：美女が残した木靴","グリダニア歌劇団から小道具用の木靴の注文が舞い込んだ。「木靴だけを残して舞踏会の会場から姿を消した謎の美女を巡る凄惨な殺戮劇」という触れ込みの新作らしい。美しい木靴を製作できる、腕のいい職人を求む。",9,5,2,45,0,1,0,51,51,false,9,76,0,51,80012,917698,true,0,1.0,71040,467,20,0,18,5,2257767,110007,true,0,14
77,"大口依頼：高級家具用の木材","木工師ギルドより、高級木材である「マホガニー材」の調達依頼が舞い込んだ。どうやら富裕層向けの高級家具を製作するつもりらしい。我が「黒兎堂」の在庫量では対応できないため、大量生産に自信のある職人を求む。",9,5,2,45,0,1,0,51,51,false,9,76,0,51,80012,917699,true,0,1.0,26543,468,239,0,26,5,2257767,110007,true,0,14
78,"製作依頼：報酬用の合成弓","モードゥナにおける発掘調査では、危険を顧みない冒険者の協力が欠かせません。そこで、報酬として手渡すに相応しい、熟練冒険者好みの武器を求めています。高級な合成弓を製作していただけないでしょうか。",124,5,3,45,0,1,0,416,416,false,9,76,0,67,80013,917700,true,0,1.0,72932,954,21,0,18,5,4258823,110064,true,0,14
79,"製作依頼：傭兵向けの弓","現在、発掘調査中の遺跡は、銀泪湖沿岸の結晶化地帯にあるため、濃いエーテルにあてられた凶暴な魔物が出没します。護衛の傭兵たちのために、威力と射程に優れた弓を製作していただけないでしょうか。",124,5,3,45,0,1,0,416,416,false,9,76,0,67,80013,917701,true,0,1.0,67146,426,21,0,18,5,4258823,110064,true,0,14
