Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0xc],3 [0x3][0x10],4 [0x7][0x8],5 [0x3][0x11],6 [0x19][0x12]
42,"Bindungsbonus II","Das Ansteigen der emotionalen Bindung von Gegenständen durch Benutzung ist beschleunigt (Wirkung: 24 Std. Erdenzeit).",64234,8,7000,30,true
43,"Längere Nahrungseffekte II","Die Wirkung von Nahrung ist um 10 Minuten verlängert (Wirkung: 24 Std. Erdenzeit).",64233,8,7000,31,true
44,"Verminderter Verschleiß II","Der Verschleiß von Gegenständen bei Benutzung ist um 20 % verlangsamt (Wirkung: 24 Std. Erdenzeit).",64235,8,7000,32,true
45,"Verkürzte Schwäche II","Die Dauer des Zustands „Schwäche“ nach der Wiederbelebung ist um 15 % verkürzt (Wirkung: 24 Std. Erdenzeit).",64236,8,5600,33,true
46,"Vergünstigter Teleport II","Die Gil-Kosten für den Teleport sind um 30 % verringert (Wirkung: 24 Std. Erdenzeit).",64237,8,7000,34,true
47,"MGP-Bonus II","Der Manderville Gold Saucer-Punkte-Erwerb ist um 10 % erhöht (Wirkung: 24 Std. Erdenzeit).",64244,8,7000,24,true
48,"","",0,0,0,0,true
49,"","",0,0,0,0,true
50,"","",0,0,0,0,true
51,"","",0,0,0,0,true
52,"","",0,0,0,0,true
53,"","",0,0,0,0,true
54,"","",0,0,0,0,true
55,"","",0,0,0,0,true
56,"","",0,0,0,0,true
57,"","",0,0,0,0,true
58,"","",0,0,0,0,true
59,"","",0,0,0,0,true
60,"","",0,0,0,0,true
61,"","",0,0,0,0,false
62,"Sammelroutine-Bonus III","Die Routine beim Sammeln von Rohstoffen ist um\n20 % erhöht (Wirkung: 24 Std. Erdenzeit).",64265,8,10500,36,false
63,"Syntheseroutine-Bonus III","Die Routine bei der Synthese ist um 20 % erhöht (Wirkung: 24 Std. Erdenzeit).",64266,8,10500,37,false
64,"Mitstreiterroutine-Bonus III","Die Routine, die dein Mitstreiter erhält, ist um 20 % erhöht (Wirkung: 24 Std. Erdenzeit).",64264,8,10500,38,false
65,"Wolfsmarken-Bonus III","Der Wolfsmarken-Erwerb ist um 15 % erhöht (Wirkung: 24 Std. Erdenzeit).",64267,8,10500,39,false
66,"Staatstaler-Bonus III","Der Staatstaler-Erwerb ist um 15 % erhöht (Wirkung: 24 Std. Erdenzeit).",64268,8,10500,40,false
67,"","",0,0,0,0,false
68,"Sammelgeschick-Bonus III","Für Sammler ist das Sammelgeschick um 15 erhöht (Wirkung: 24 Std. Erdenzeit).",64252,8,10500,43,false
69,"Wahrnehmungsbonus III","Für Sammler ist die Wahrnehmung um 15 erhöht (Wirkung: 24 Std. Erdenzeit).",64253,8,10500,44,false
70,"Kunstfertigkeitsbonus III","Für Handwerker ist die Kunstfertigkeit um 15 erhöht (Wirkung: 24 Std. Erdenzeit).",64254,8,10500,45,false
71,"Kontrolle-Bonus III","Für Handwerker ist die Kontrolle um 15 erhöht (Wirkung: 24 Std. Erdenzeit).",64255,8,10500,46,false
72,"Bindungsbonus III","Das Ansteigen der emotionalen Bindung von Gegenständen durch Benutzung ist beschleunigt (Wirkung: 24 Std. Erdenzeit).",64259,8,10500,47,false
73,"Längere Nahrungseffekte III","Die Wirkung von Nahrung ist um 15 Minuten verlängert (Wirkung: 24 Std. Erdenzeit).",64258,8,10500,48,false
74,"Verminderter Verschleiß III","Der Verschleiß von Gegenständen bei Benutzung ist um 30 % verlangsamt (Wirkung: 24 Std. Erdenzeit).",64260,8,10500,49,false
75,"","",0,0,0,0,false
76,"Vergünstigter Teleport III","Die Gil-Kosten für den Teleport sind um 40 % verringert (Wirkung: 24 Std. Erdenzeit).",64262,8,10500,51,false
77,"MGP-Bonus III","Der Manderville Gold Saucer-Punkte-Erwerb ist um 15 % erhöht (Wirkung: 24 Std. Erdenzeit).",64269,8,10500,41,false
78,"","",0,0,0,0,true
79,"","",0,0,0,0,true
80,"","",0,0,0,0,true
81,"","",0,0,0,0,true
82,"","",0,0,0,0,true
83,"","",0,0,0,0,true
84,"","",0,0,0,0,true
85,"","",0,0,0,0,true
86,"","",0,0,0,0,true
87,"","",0,0,0,0,true
88,"","",0,0,0,0,true
89,"","",0,0,0,0,true
90,"","",0,0,0,0,true
91,"","",0,0,0,0,true
92,"","",0,0,0,0,true
93,"","",0,0,0,0,true
94,"","",0,0,0,0,true
95,"","",0,0,0,0,true
96,"","",0,0,0,0,true
97,"","",0,0,0,0,true
98,"","",0,0,0,0,true
99,"","",0,0,0,0,true
100,"","",0,0,0,0,true
