Index,0 [0x6][0x0],1 [0x5][0x24],2 [0x1][0x36],3 [0x6][0x4],4 [0x5][0x26],5 [0x1][0x37],6 [0x6][0x8],7 [0x5][0x28],8 [0x1][0x38],9 [0x6][0xc],10 [0x5][0x2a],11 [0x1][0x39],12 [0x6][0x10],13 [0x5][0x2c],14 [0x1][0x3a],15 [0x6][0x14],16 [0x5][0x2e],17 [0x1][0x3b],18 [0x6][0x18],19 [0x5][0x30],20 [0x1][0x3c],21 [0x6][0x1c],22 [0x5][0x32],23 [0x1][0x3d],24 [0x6][0x20],25 [0x5][0x34],26 [0x1][0x3e]
87,3,56,false,5,56,false,2227,1,false,2259,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
88,3,14,false,5,14,false,5116,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
89,3,36,false,5,36,false,5116,16,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
90,3,60,false,5,60,false,3059,1,false,5437,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
91,4,3,false,2,3,false,5106,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
92,4,7,false,2,7,false,5106,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
93,4,24,false,2,24,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
94,4,3,false,2,3,false,5106,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
95,4,8,false,2,8,false,5106,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
96,4,28,false,2,28,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
97,4,4,false,2,4,false,5110,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
98,4,10,false,2,10,false,5110,7,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
99,4,32,false,2,32,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
100,4,4,false,2,4,false,5110,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
101,4,11,false,2,11,false,5110,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
102,4,36,false,2,36,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
103,4,5,false,2,5,false,5113,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
104,4,12,false,2,12,false,5113,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
105,4,40,false,2,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
106,4,5,false,2,5,false,5113,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
107,4,13,false,2,13,false,5113,11,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
108,4,44,false,2,44,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
109,4,12,false,2,12,false,5114,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
110,4,30,false,2,30,false,5114,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
111,4,48,false,2,48,false,2068,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
112,4,12,false,2,12,false,5114,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
113,4,32,false,2,32,false,5114,13,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
114,4,52,false,2,52,false,2068,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
115,4,14,false,2,14,false,5115,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
116,4,34,false,2,34,false,5115,15,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
117,4,56,false,2,56,false,1701,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
118,4,14,false,2,14,false,5115,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
119,4,36,false,2,36,false,5115,16,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
120,4,60,false,2,60,false,1701,1,false,5206,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
121,6,3,false,4,3,false,5341,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
122,6,7,false,4,7,false,5341,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
123,6,24,false,4,24,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
124,6,3,false,4,3,false,5341,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
125,6,8,false,4,8,false,5341,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
126,6,28,false,4,28,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
127,6,4,false,4,4,false,5343,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
128,6,10,false,4,10,false,5343,7,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
129,6,32,false,4,32,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
130,6,4,false,4,4,false,5343,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
131,6,11,false,4,11,false,5343,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
132,6,36,false,4,36,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
133,6,5,false,4,5,false,5345,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
134,6,12,false,4,12,false,5345,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
135,6,40,false,4,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
136,6,5,false,4,5,false,5345,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
137,6,13,false,4,13,false,5345,11,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
138,6,44,false,4,44,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
139,6,12,false,4,12,false,5346,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
140,6,30,false,4,30,false,5346,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
141,6,48,false,4,48,false,3961,1,false,3009,1,false,2998,1,false,0,0,false,0,0,false,0,0,false,0,0,false
142,6,12,false,4,12,false,5346,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
143,6,32,false,4,32,false,5346,13,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
144,6,52,false,4,52,false,2998,1,false,3012,1,false,2657,1,false,0,0,false,0,0,false,0,0,false,0,0,false
145,6,14,false,4,14,false,5347,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
146,6,34,false,4,34,false,5347,15,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
147,6,56,false,4,56,false,3342,1,false,3098,1,false,2702,1,false,0,0,false,0,0,false,0,0,false,0,0,false
148,6,14,false,4,14,false,5347,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
149,6,36,false,4,36,false,5347,16,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
150,6,60,false,4,60,false,2759,1,false,3108,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
151,5,3,false,4,3,false,5291,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
152,5,7,false,4,7,false,5291,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
153,5,24,false,4,24,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
154,5,3,false,4,3,false,5292,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
155,5,8,false,4,8,false,5292,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
156,5,28,false,4,28,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
157,5,4,false,4,4,false,5292,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
158,5,10,false,4,10,false,5292,7,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
159,5,32,false,4,32,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
160,5,4,false,4,4,false,5296,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
161,5,11,false,4,11,false,5296,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
162,5,36,false,4,36,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
163,5,5,false,4,5,false,5296,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
164,5,12,false,4,12,false,5296,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
165,5,40,false,4,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
166,5,5,false,4,5,false,5300,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
167,5,13,false,4,13,false,5300,11,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
168,5,44,false,4,44,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
169,5,12,false,4,12,false,5303,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
170,5,30,false,4,30,false,5303,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
171,5,48,false,4,48,false,3971,1,false,3964,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
172,5,12,false,4,12,false,5303,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
173,5,32,false,4,32,false,5303,13,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
174,5,52,false,4,52,false,3964,1,false,3602,1,false,3830,1,false,0,0,false,0,0,false,0,0,false,0,0,false
175,5,14,false,4,14,false,5306,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
176,5,34,false,4,34,false,5306,15,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
177,5,56,false,4,56,false,3830,1,false,5314,3,false,5313,3,false,0,0,false,0,0,false,0,0,false,0,0,false
178,5,14,false,4,14,false,5310,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
179,5,36,false,4,36,false,5310,16,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
180,5,60,false,4,60,false,5314,3,false,5313,3,false,5567,1,false,0,0,false,0,0,false,0,0,false,0,0,false
181,7,3,false,6,3,false,5268,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
182,7,7,false,6,7,false,5268,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
183,7,24,false,6,24,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
184,7,3,false,6,3,false,5268,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
185,7,8,false,6,8,false,5268,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
186,7,28,false,6,28,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
187,7,4,false,6,4,false,5268,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
188,7,10,false,6,10,false,5268,7,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
189,7,32,false,6,32,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
190,7,4,false,6,4,false,5269,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
191,7,11,false,6,11,false,5269,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
192,7,36,false,6,36,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
193,7,5,false,6,5,false,5269,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
194,7,12,false,6,12,false,5269,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
195,7,40,false,6,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
196,7,5,false,6,5,false,5270,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
197,7,13,false,6,13,false,5270,11,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
198,7,44,false,6,44,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
199,7,12,false,6,12,false,5270,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
200,7,30,false,6,30,false,5270,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
201,7,48,false,6,48,false,2158,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
202,7,12,false,6,12,false,5271,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
203,7,32,false,6,32,false,5271,13,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
204,7,52,false,6,52,false,2158,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
205,7,14,false,6,14,false,5558,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
206,7,34,false,6,34,false,5558,7,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
207,7,56,false,6,56,false,2158,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
208,7,14,false,6,14,false,5272,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
209,7,36,false,6,36,false,5272,16,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
210,7,60,false,6,60,false,5569,1,false,5537,1,false,9374,1,false,0,0,false,0,0,false,0,0,false,0,0,false
211,2,3,false,7,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
212,2,7,false,7,7,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
213,2,24,false,7,24,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
214,2,3,false,7,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
215,2,8,false,7,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
216,2,28,false,7,28,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
217,2,4,false,7,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
218,2,10,false,7,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
219,2,32,false,7,32,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
220,2,4,false,7,4,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
221,2,11,false,7,11,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
222,2,36,false,7,36,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
223,2,5,false,7,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
224,2,12,false,7,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
225,2,40,false,7,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
226,2,5,false,7,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
227,2,13,false,7,13,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
228,2,44,false,7,44,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
229,2,12,false,7,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
230,2,30,false,7,30,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
231,2,48,false,7,48,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
232,2,12,false,7,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
233,2,32,false,7,32,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
234,2,52,false,7,52,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
