Index,0 [0x6][0x0],1 [0x3][0x4c],2 [0x6][0x4],3 [0x3][0x4d],4 [0x6][0x8],5 [0x3][0x4e],6 [0x6][0xc],7 [0x3][0x4f],8 [0x6][0x10],9 [0x3][0x50],10 [0x6][0x14],11 [0x3][0x51],12 [0x6][0x18],13 [0x3][0x52],14 [0x6][0x1c],15 [0x3][0x53],16 [0x6][0x20],17 [0x3][0x54],18 [0x6][0x24],19 [0x3][0x55],20 [0x6][0x28],21 [0x3][0x56],22 [0x6][0x2c],23 [0x3][0x57],24 [0x3][0x58],25 [0x5][0x38],26 [0x19][0x59],27 [0x5][0x3a],28 [0x5][0x3c],29 [0x5][0x3e],30 [0x5][0x40],31 [0x5][0x42],32 [0x5][0x44],33 [0x5][0x46],34 [0x5][0x48],35 [0x5][0x4a],36 [0x1a][0x59],37 [0x1b][0x59],38 [0x6][0x30],39 [0x6][0x34]
20,1,9,1752,1,1750,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
21,1,9,2329,1,5056,1,5361,1,5482,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
22,1,10,2356,1,5056,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
23,1,10,2381,1,5056,1,5091,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
24,1,10,2482,1,5056,2,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
25,1,10,2342,1,5056,1,5324,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
26,1,10,2393,1,5056,1,5091,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
27,1,11,2431,1,5056,1,5364,1,5483,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
28,1,11,2560,1,5056,1,5364,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
29,1,11,2368,1,5056,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
30,1,11,2521,1,5056,1,5324,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
31,1,11,2418,1,5056,1,5364,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
32,1,12,2508,1,5056,1,5364,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
33,1,12,2534,1,5056,1,5364,1,5503,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
34,1,12,2316,1,5056,1,5091,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
35,1,12,2547,1,5056,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
36,1,12,2394,1,2393,1,5091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
37,1,13,1684,1,5056,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
38,1,13,1605,1,5056,1,5276,1,5434,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
39,1,14,1753,1,5056,3,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
40,1,14,2419,1,2417,1,5258,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
41,1,15,2343,1,5056,1,5325,1,5364,1,5483,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
42,1,15,2369,1,5056,1,5071,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
43,1,16,5057,1,5111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,false,50,100,58,0,0,0,0,0,0,true,true,0,0
44,1,16,2522,1,2520,1,5276,1,5352,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
45,1,16,1607,1,1602,1,5063,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
46,1,16,2317,1,2316,1,5091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
47,1,16,1686,1,1684,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
48,1,17,1754,1,5057,2,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
49,1,17,2548,1,5057,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
50,1,17,1756,1,5057,2,5367,1,5276,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
51,1,18,5092,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,false,50,100,58,0,0,0,0,0,0,true,true,0,0
52,1,18,2344,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
53,1,18,2395,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
54,1,18,2370,1,5057,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
55,1,19,2433,1,5057,1,5367,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
56,1,19,2549,1,5057,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
57,1,19,2420,1,5057,1,5364,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
58,1,19,2536,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
59,1,20,1609,1,1603,1,5063,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
60,1,20,2523,1,5057,1,5325,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
61,1,20,2318,1,5057,1,5092,1,5364,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
62,1,20,2331,1,5057,1,5367,1,5483,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
63,1,20,1611,1,1607,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
64,1,21,2510,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
65,1,21,2562,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
66,1,21,2484,1,5057,2,5367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
67,1,21,1758,1,1754,1,5057,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
68,1,21,2345,1,5057,1,5325,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
69,1,21,2396,1,5057,1,5092,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
70,1,21,2371,1,5057,1,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
71,1,22,2358,1,5057,2,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
72,1,22,2383,1,5057,1,5092,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
73,1,22,2524,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
74,1,22,1614,1,5057,2,5367,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
75,1,23,2537,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
76,1,23,2434,1,5057,1,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
77,1,23,1694,1,5072,1,5057,1,5277,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
78,1,24,1764,1,5057,2,5368,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
79,1,24,2550,1,2549,1,5063,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
80,1,24,2319,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
81,1,24,2332,1,5057,1,5368,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
82,1,24,2485,1,5057,2,5368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
83,1,25,2421,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
84,1,25,1622,1,5057,1,5277,1,5435,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
85,1,25,2511,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
86,1,25,2563,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
87,1,26,5058,1,5528,1,5111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,false,50,100,58,0,0,0,0,0,0,true,true,0,0
88,1,26,2397,1,2396,1,5092,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
89,1,26,2372,1,5057,1,5072,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
90,1,26,2346,1,5057,1,5325,1,5371,1,4856,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
91,1,26,1766,1,1758,1,5057,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
92,1,27,2359,1,5057,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
93,1,27,2384,1,5057,1,5092,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
94,1,27,2525,1,5057,1,5072,1,5371,1,5277,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
95,1,28,1625,1,5058,1,5371,1,5444,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
96,1,28,2320,1,5057,1,5092,1,5371,1,5063,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
97,1,28,1769,1,5058,3,5371,1,5280,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
98,1,29,5093,1,5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,false,50,100,58,0,0,0,0,0,0,true,true,0,0
99,1,29,2422,1,5057,1,5371,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
100,1,29,2551,1,5057,1,5371,1,5359,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
101,1,29,2347,1,2346,1,5057,1,4856,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
102,1,29,1699,1,5073,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
103,1,29,2373,1,2372,1,5371,1,5280,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
104,1,30,2398,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
105,1,30,2526,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
106,1,30,2539,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
107,1,30,2423,1,2422,1,5259,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
108,1,30,2321,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
109,1,31,2436,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
110,1,31,2334,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
111,1,31,1633,1,5058,2,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
112,1,32,2513,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
113,1,32,1776,1,5058,2,5405,1,5444,1,5504,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
114,1,32,2487,1,5058,2,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
115,1,32,2348,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
116,1,32,2399,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
117,1,33,2565,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
118,1,33,2540,1,2539,1,5504,1,5282,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
119,1,35,2553,1,5058,1,5368,1,5359,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
120,1,33,2527,1,5058,1,5073,1,5373,1,5326,1,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
121,1,34,2361,1,5058,2,5280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
122,1,34,2374,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
123,1,34,2349,1,5058,1,5326,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
124,1,33,2552,1,5058,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
125,1,35,2386,1,5058,1,5093,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
126,1,35,2322,1,5058,1,5093,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
127,1,35,1778,1,5058,2,5373,1,5057,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
128,1,35,2514,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
129,1,35,2488,1,2487,1,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
130,1,35,2566,1,2565,1,5260,1,5282,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
131,1,36,2424,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
132,1,36,2335,1,2334,1,5282,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
133,1,36,2437,1,2436,1,5280,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,true,150,75,100,0,0,0,0,0,0,false,true,0,0
134,1,37,1639,1,5058,2,5371,1,5504,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
135,1,38,5065,1,5114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,false,50,100,50,0,0,0,0,0,0,true,true,0,0
136,1,38,2528,1,5065,1,5327,1,5373,1,5360,1,0,0,0,0,0,0,0,0,0,4,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
137,1,38,1643,1,5065,1,5373,1,5444,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
138,1,38,2554,1,5065,1,5373,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
139,1,39,5099,1,5065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,false,50,100,50,0,0,0,0,0,0,true,true,0,0
140,1,39,1781,1,5058,3,5373,1,5282,1,5065,1,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
141,1,39,1711,1,5079,1,5065,1,5373,1,5504,1,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
142,1,39,2425,1,5065,1,5373,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
143,1,39,2323,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
144,1,40,2400,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
145,1,40,1786,1,5065,2,5371,1,5066,1,5058,1,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
146,1,40,2439,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
147,1,40,2337,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
148,1,40,2363,1,5065,2,5282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
149,1,41,2516,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
150,1,41,2568,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
151,1,41,2490,1,5065,2,5374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,true,100,100,100,0,0,0,0,0,0,true,true,0,0
