Index,0 [0x3][0x44],1 [0x3][0x45],2 [0x19][0x47],3 [0x5][0x2c],4 [0x3][0x46],5 [0x5][0x2e],6 [0x1a][0x47],7 [0x5][0x30],8 [0x5][0x32],9 [0x5][0x34],10 [0x5][0x36],11 [0x5][0x38],12 [0x5][0x3a],13 [0x5][0x3c],14 [0x5][0x3e],15 [0x5][0x40],16 [0x5][0x42],17 [0x0][0x0],18 [0x0][0x4],19 [0x0][0x8],20 [0x0][0xc],21 [0x0][0x10],22 [0x0][0x14],23 [0x0][0x18],24 [0x0][0x1c],25 [0x0][0x20],26 [0x0][0x24],27 [0x0][0x28]
22,1,0,false,23,2,764,false,0,0,0,0,0,0,0,0,0,0,"勇敢に挑み、そして落ちていく姿……とても感動的でした！\nしかし、ヒナチョコボはまだ頂上で震えています……。\nあの子を助けだしてはいただけませんか？","","","","","","","","","",""
23,2,0,false,0,2,764,true,0,0,0,0,0,0,0,0,0,0,"もう一度、挑戦しますか？","はい","いいえ","","","","","","","",""
24,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ヒナチョコボを救助していただき、ありがとうございます！\nもし、あの子がまた迷子になってしまったら……\nそのときは、よろしくお願いいたしますね！","","","","","","","","","",""
25,1,0,false,140,2,0,false,0,0,0,0,0,0,0,0,0,0,"お手数なのですが、この「繊細な壺」を、\n奴らの視界に入らないよう届けてくれませんか？\nかなり壊れやすいから、そ～～っと運んでくださいね！","","","","","","","","","",""
26,1,0,false,143,2,0,false,0,0,0,0,0,0,0,0,0,0,"お手数なのですが、この「繊細な壺」を、\n奴らの視界に入らないよう届けてくれませんか？\nかなり壊れやすいから、そ～～っと運んでくださいね！","","","","","","","","","",""
27,1,0,false,28,2,764,false,0,0,0,0,0,0,0,0,0,0,"<if:お姉ちゃん/お兄ちゃん>、大変よ！\n迷子になっているヒナチョコボを見つけたんだけど、\n意地悪なゴブリン族が、近づくのを邪魔してくるの！","","","","","","","","","",""
28,1,0,false,159,2,0,false,0,0,0,0,0,0,0,0,0,0,"爆弾がドンドン落ちてくるせいで、私じゃ助けに行けないわ。\nどうか、「ジャボテンダー」の頂上まで登って、\nあの子を助けだしてあげて！","","","","","","","","","",""
29,1,0,false,30,2,764,false,0,0,0,0,0,0,0,0,0,0,"<if:お姉ちゃん/お兄ちゃん>の頑張ってる姿、ちゃんとこの目で見ていたわ！\nでも、ヒナチョコボは、まだてっぺんよ……。\nお願い、もうちょっとだけ頑張って！","","","","","","","","","",""
30,2,0,false,0,2,764,true,0,0,0,0,0,0,0,0,0,0,"もう一度、挑戦しますか？","はい","いいえ","","","","","","","",""
31,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ヒナチョコボを助けてくれてありがとう！\nもし、あの子がまた迷子になっちゃったら……\n<if:お姉ちゃん/お兄ちゃん>の力を貸してくれると嬉しいな！","","","","","","","","","",""
32,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"あら、お荷物がいっぱいのようですね……。\n景品を受け取る前に、一度整理をなさってはいかがでしょう。","","","","","","","","","",""
33,1,0,true,100,2,764,false,0,0,0,0,0,0,0,0,0,0,"引き換え可能な、くじがございますね。\nそれでは、抽選結果を発表いたします！","","","","","","","","","",""
34,1,0,false,35,2,764,false,0,0,0,0,0,0,0,0,0,0,"……あら、将来有望そうなコじゃない。\nあなた、ウルダハ社交界の華を目指して、\nダンスレッスンを受けてみるつもりはない……？","","","","","","","","","",""
35,1,0,false,37,2,0,false,0,0,0,0,0,0,0,0,0,0,"そのつもりがあるのなら、ステージに上がりなさいな。\nダンスマスターたちの動きをよく見て、模倣するの。\nすべての動きを繰り返せたなら、あなたもダンスマスターよ！","","","","","","","","","",""
36,2,0,false,0,2,764,true,0,0,0,0,0,0,0,0,0,0,"ステージに移動しますか？","はい","いいえ","","","","","","","",""
37,1,7,false,277,2,0,false,0,0,0,0,0,0,0,0,0,0,"ダンスマスターたちは、4つのエモートを連続して行います。\nエモートをよく見て、同じエモートをくり返しましょう。\n使用するエモートは、EXホットバーから選択できます。","","","","","","","","","",""
38,1,0,false,39,2,764,false,0,0,0,0,0,0,0,0,0,0,"「ジャンボ・くじテンダー」は、参加してくれた人が多いほど、\n貰えるMGPが増えていくから、ぜひお友達と参加してね！","","","","","","","","","",""
39,1,7,false,40,0,0,false,0,0,0,0,0,0,0,0,0,0,"「ジャンボ・くじテンダー」で貰える、\n「マンダヴィル・ゴールドソーサーポイント（MGP）」には、\nその週の購入者数に応じて、購入者ボーナスがつきます。","","","","","","","","","",""
40,1,7,false,105,0,0,false,0,0,0,0,0,0,0,0,0,0,"購入者ボーナスには、複数の段階があります。\nくじの購入者が増え、段階が上がるほど、\n貰えるボーナスも増えていきます。","","","","","","","","","",""
41,1,7,false,42,0,0,false,0,0,0,0,0,0,0,0,0,0,"抽選結果の発表は、週に一度、\n（地球時間）毎週<switch:日/月/火/水/木/金/土>曜日、<if:午後/午前><if:#s>時に行われます。","","","","","","","","","",""
42,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"また、引き換え期間は、結果発表から一週間後の、\n（地球時間）<switch:日/月/火/水/木/金/土>曜日、<if:午後/午前><if:#s>時までです。\n期間を過ぎると、引き換えは行えませんのでご注意ください。","","","","","","","","","",""
43,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"抽選結果の発表は、週に一度、\n（地球時間）毎週<switch:日/月/火/水/木/金/土>曜日、<if:午後/午前><if:#s>時に行われます。","","","","","","","","","",""
44,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"「ミニ・くじテンダー」の挑戦には、\n<value>MGPが必要となります。","","","","","","","","","",""
45,1,7,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"「ミニ・くじテンダー」の挑戦回数は、\n（地球時間）毎日、<if:午後/午前><if:#s>時にリセットされます。\n挑戦回数を終えた場合は、リセット時刻までお待ちください。","","","","","","","","","",""
46,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"<value>等、おめでとうございます！\nそれでは、早期引き換えボーナスを加えた、\nMGPをお受取りください！","","","","","","","","","",""
47,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"おめでとうございます！　お客様、なんと1等でございます！\nそれでは、早期引き換えボーナスを加えたMGPと、\n副賞の「<ref:Item>」です！","","","","","","","","","",""
48,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"あら、引き換え期間が過ぎてしまったようですね……。\nこちらで、不要となったくじを回収させていただきます。\n今度は忘れずにお越しくださいね！","","","","","","","","","",""
49,2,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
50,1,0,false,51,2,764,false,0,0,0,0,0,0,0,0,0,0,"ゴールドソーサー内に、「スキンチェンジャー」っていう、\n人に化ける能力を持ったインプが入り込んじまってな。\nどうも、俺に化けて悪戯をしてやがるようなんだ……！","","","","","","","","","",""
51,1,0,false,163,2,0,false,0,0,0,0,0,0,0,0,0,0,"俺と、まったく同じ外見のヤツを探しだし、\nこの「特製煙玉」をぶつけて、正体を暴いてくれないか！？\n俺の外見を確認したかったら、もう一度話しかけてくれ！","","","","","","","","","",""
52,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
53,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"おお、助かったよ！\nしかし、あのインプも悪戯好きだからな……。\nまた忍び込んじまったら、よろしく頼むぜ！","","","","","","","","","",""
54,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"そうか、駄目だったか……。\n仕方ねえ、今回は諦めよう……。","","","","","","","","","",""
55,1,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"アイヤー、すごい観察力だネエ！\n見つけたご褒美をあげるから、見逃してくれないかナア？\nダイジョブ、もう悪戯はしないカラ！","","","","","","","","","",""
56,1,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"悪戯はもうしないヨ……？\n多分、ネッ！","","","","","","","","","",""
57,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ゲホッゲホッ、グエッ！！\nてめえ、何しやがる！","","","","","","","","","",""
58,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"うっ…………煙が目に染みる。","","","","","","","","","",""
59,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"おいおい！？\nせっかく楽しんでるんだから、野暮な悪戯はしないでくれよ。","","","","","","","","","",""
60,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"うう、またか……！\nさっきから、何回も煙玉をぶつけられてるんだ。\nそろそろ怒るからな！？","","","","","","","","","",""
61,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"うわあっ！？\n君、そういう悪戯はよくないよぉ！","","","","","","","","","",""
62,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ああ、もうっ！\n私の気を引きたいからって、悪戯しちゃダ～メ！","","","","","","","","","",""
63,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"きゃあ、なにをするんですか！？","","","","","","","","","",""
64,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ゴホッ……いきなりなんなの？\n不愉快だわ……。","","","","","","","","","",""
65,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ゴホッ、ゴホッ……。\nちょっと、私をなんだと思ってるわけ？","","","","","","","","","",""
66,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"うわあ！？\nもう、これから遊ぼうってときに、悪戯はやめてよね！","","","","","","","","","",""
67,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ブハッ、ゴホッ……。\nこ、これもゴールドソーサーの出し物なのか？","","","","","","","","","",""
68,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"うおわぁ！？\nい、田舎者だからといって、この仕打ちはないと思うぞ。\n……え、そうじゃない？","","","","","","","","","",""
69,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ぶふっ！？\nま、前が見えない……！","","","","","","","","","",""
70,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"こふっ…………。\nこれがゴールドソーサー流の歓迎ってやつか？","","","","","","","","","",""
71,1,0,false,72,2,764,false,0,0,0,0,0,0,0,0,0,0,"ゴールドソーサーの従業員に、お届け物があるんですが……\n困ったことに、私どもを「敵視」している盗賊団に、\n眼をつけられちまいましてね。","","","","","","","","","",""
72,1,0,false,80,2,0,false,0,0,0,0,0,0,0,0,0,0,"お手数なのですが、この「繊細な壺」を、\n奴らの視界に入らないよう届けてくれませんか？\nかなり壊れやすいから、そ～～っと運んでくださいね！","","","","","","","","","",""
73,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ああ、無事に壺を届けてくださったようですね！\nありがとうございます！\nまた届け物の際は、よろしく頼みますよ！","","","","","","","","","",""
74,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"粗野な盗賊どもは、見境がありません。\n見つかれば、「繊細な壺」は壊されちまうでしょう。\n奴らの視界に入らないよう、気をつけてくださいね！","","","","","","","","","",""
75,1,0,false,76,2,0,false,0,0,0,0,0,0,0,0,0,0,"くっ、奴らに壺を取られちまいましたか……。\nしかし、手厚い保障も「ラプトル運送」のウリのひとつ！\nこんなこともあろうかと、自腹で「繊細な壺」を用意しました。","","","","","","","","","",""
76,2,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"再挑戦には<value>MGPが必要です。\nよろしいですか？\n[所持MGP：<value>]","はい","いいえ","","","","","","","",""
77,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"おお、無事に届けてくれたみたいだな。\nあんたの慎重さと注意力に、敬意を表すぜ！","","","","","","","","","",""
78,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"うふふ、よく私のところまで来れたわね！\n確かに、荷物は受け取ったわ。\nここまで来てくれてありがとう！","","","","","","","","","",""
79,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"私にお届け物ですか……。\nここまで来るのは、大変でしたでしょう。\nありがとうございました！","","","","","","","","","",""
80,2,0,false,97,2,764,false,0,0,0,0,0,0,0,0,0,0,"挑戦には<value>MGPが必要です。\nよろしいですか？\n[所持MGP：<value>]","はい","いいえ","","","","","","","",""
81,1,0,false,82,2,0,false,0,0,0,0,0,0,0,0,0,0,"ちなみに、「ジャンボ・くじテンダー」では、\n「当選番号」の発表後、すぐに引き換えをしたお客様に、\nさらにハッピーになれるボーナスを用意しているの！","","","","","","","","","",""
82,1,0,false,130,2,0,false,0,0,0,0,0,0,0,0,0,0,"ボーナスの内容は、\n当選番号を発表したときに、一緒にお知らせするから、\n楽しみにしていてね！","","","","","","","","","",""
83,1,7,false,105,0,0,false,0,0,0,0,0,0,0,0,0,0,"当選番号の発表後、\n(地球時間)<value>時間以内に、くじを引き換えることで、\n早期引き換えボーナスを受けることができます。","","","","","","","","","",""
84,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
85,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
86,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
87,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
88,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
89,1,0,false,90,2,764,false,0,0,0,0,0,0,0,0,0,0,"輝くステージの上で、テュポーン先生が放つ「鼻息」ショー！\n君は、鼻息が放たれる位置を予測して、ステージの上に\n立ち続けることができるかな……？","","","","","","","","","",""
90,1,0,false,276,2,0,false,0,0,0,0,0,0,0,0,0,0,"すべてをかわす自信があるなら、ステージに上がりたまえ！\n鼻息で吹っ飛ばされてしまったら……\nすさまじい精神的ダメージが、君を襲うだろうがね！","","","","","","","","","",""
91,1,0,false,92,2,764,false,0,0,0,0,0,0,0,0,0,0,"おや、テュポーン先生に恐れをなしたのかい？\nまだ君に、鼻息へ立ち向かう勇気が残っているのなら、\n再度ステージへ案内してあげよう！","","","","","","","","","",""
92,2,0,false,0,2,0,true,0,0,0,0,0,0,0,0,0,0,"ステージに移動しますか？","はい","いいえ","","","","","","","",""
93,1,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"ふむ、テュポーン先生の勇姿を見守りに来たのかい？\nしかし、見ているだけでは味気ないだろう……。\n機会があれば、ぜひ参加してみるといい！","","","","","","","","","",""
94,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"鼻息を、その身にあびた気分はどうだい？\nしかし、あまり落ち込むことはないぞ……。\nやるせない気持ちは、君の挑戦した証なのだから。","","","","","","","","","",""
95,1,0,false,36,2,764,false,0,0,0,0,0,0,0,0,0,0,"あら、急がないと始まっちゃうわよ！\nもう一度、ステージに移動する？","","","","","","","","","",""
96,0,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
97,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"あなたの地図に印をつけておくので、\n印の位置にいる従業員のどなたか「1名」様に、\n壺を届けてくださいな！","","","","","","","","","",""
98,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"<?0x60>おめでとうございます。\n<value>MGPを進呈いたします！\nぜひ、またいらしてくださいね！","","","","","","","","","",""
99,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"ご挑戦いただき、ありがとうございました。\nぜひ、またいらしてくださいね！","","","","","","","","","",""
100,1,7,false,134,0,0,false,0,0,0,0,0,0,0,0,0,0,"早期引き換えボーナスにより、\n獲得できるMGPが増加しました！","","","","","","","","","",""
101,1,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"第<value>回「ジャンボ・くじテンダー」開催中よ！\n君も、くじに挑戦するのかしら？","","","","","","","","","",""
102,1,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"当選番号の発表まで、ちょっと待ってね。\n……それとも、何か別のご用事かしら？","","","","","","","","","",""
103,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"あら、君の持っているくじ、もう結果が出ているわよ！\nまず「当選くじ交換窓口」に行って、引き換えてきたら？","","","","","","","","","",""
104,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"君のくじは、引き換え期間が過ぎちゃってるみたい……。\n残念だけど、そのくじは回収させてもらうわ。\n今度は、引き換え期間を忘れないようにねっ！","","","","","","","","","",""
105,5,0,false,0,2,0,false,0,0,0,0,0,0,0,0,0,0,"何をしますか？","「ジャンボ・くじテンダー」に挑戦する","購入者ボーナスを確認する","過去の1等当選者を確認する","「ジャンボ・くじテンダー」の説明を聞く","購入者ボーナスの説明を聞く","キャンセル","","","",""
106,8,0,false,137,2,764,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
107,7,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
108,1,0,false,128,2,764,false,0,0,0,0,0,0,0,0,0,0,"くじには、<value>MGPで挑戦できるわよ。\nまず、挑戦するときに「好きな4桁の数字」を選んでちょうだい。\nそれが、君の「抽選番号」になるの！","","","","","","","","","",""
109,6,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
110,1,0,false,105,2,764,false,0,0,0,0,0,0,0,0,0,0,"まだ、1等を当てた人はいないみたい。\nあなたが、最初の当選者になるといいわね！","","","","","","","","","",""
111,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"引き換えできるくじを、お持ちでないようですね。\nまずは、中央のカウンターで、\n抽選番号をお決めになるといいですよ！","","","","","","","","","",""
112,1,0,false,43,2,764,false,0,0,0,0,0,0,0,0,0,0,"お客様のくじは、まだ当選番号が発表されておりません……。\n当選番号が発表されるまで、今しばらくお待ちください。","","","","","","","","","",""
113,1,0,false,134,2,764,false,0,0,0,0,0,0,0,0,0,0,"引き換え可能な、くじがございますね。\nそれでは、抽選結果を発表いたします！","","","","","","","","","",""
114,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"ここでは「チョコボレース」の出走登録を受け付けてるよ！","","","","","","","","","",""
115,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"……おや、「ベントブランチ牧場」で、\n「ケイトリング」さんには会えたかな？\n君の競走羽に出会えるのを、私も楽しみにしておくね！","","","","","","","","","",""
116,2,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"出走登録をキャンセルしますか？","はい","いいえ","","","","","","","",""
117,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"出走登録をキャンセルしました","","","","","","","","","",""
118,10,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"何をする？","出走登録","説明を聞く","キャンセル","","","","","","",""
119,10,0,false,0,2,764,false,120,121,122,281,282,283,284,285,118,0,"何を聞く？","「チョコボレース」とは？","競走羽登録について","レースへの出走登録について","総合力とレースのクラスについて","レースアイテムについて","レースアイテムの種類について","レースアビリティについて","レースの天候について","キャンセル",""
120,1,0,true,286,2,764,false,0,0,0,0,0,0,0,0,0,0,"走ることに特化したチョコボ……競走羽たちが、\n互いの順位を競い合い、ゴールを目指す！\nゴールドソーサーの大人気競技さ！","","","","","","","","","",""
121,1,0,true,287,2,764,false,0,0,0,0,0,0,0,0,0,0,"競走羽見習いチョコボ……「新羽チョコボ」を、\n「競走羽（きょうそうば）」として登録することで、\nレースへの出走や、調教することができるようになるよ。","","","","","","","","","",""
122,1,0,true,289,2,764,false,0,0,0,0,0,0,0,0,0,0,"競走羽は、出走登録をすることでレースに参加できるよ！\nレースは、チョコボの能力に応じて、\nいくつかの「クラス」に分かれているんだ。 ","","","","","","","","","",""
123,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"どうやら、競走羽登録されたチョコボがいないみたいだね。\n「チョコボ調教師」さんのところで、\n「新羽チョコボ」を競走羽として登録するといいよ！","","","","","","","","","",""
124,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"パーティのみんなでレースに出走したい場合は、\n「パーティリーダー」さんが出走登録をしてね！","やめる","","","","","","","","",""
125,11,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"クラス選択　<if:[総合力： <value>]/none>","キャンセル","","","","","","","","",""
126,12,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"コース選択 ","コースルーレット","キャンセル","","","","","","","",""
127,1,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"「<ref:GoldSaucerTextData>：<ref:GoldSaucerTextData>」に、\n出走登録をしたよっ！\n出走まで、この「チョコボスクウェア」の中で待っててね！","","","","","","","","","",""
128,1,0,false,129,2,0,false,0,0,0,0,0,0,0,0,0,0,"君の選んだ「抽選番号」と、発表された「当選番号」を、\n下1桁から照らしあわせていって、\n一致していた数字の数で何等賞かが決まるわ。","","","","","","","","","",""
129,1,0,false,81,2,764,false,0,0,0,0,0,0,0,0,0,0,"抽選結果が発表されるときには、\nぜひ、くじテンダーボードヘ結果を見にきてね！\n運命の女神が、あなたに「当選番号」を知らせてくれるわよ！","","","","","","","","","",""
130,1,0,false,131,2,0,false,0,0,0,0,0,0,0,0,0,0,"結果が発表されたら、\n「当選くじ交換窓口」さんで、引き換えができるわよ。\n1等が当たったら、副賞として豪華景品もプレゼント！","","","","","","","","","",""
131,1,7,false,132,2,0,false,0,0,0,0,0,0,0,0,0,0,"くじの購入は、週に一度だけ行えます。\nまた、抽選結果の発表は、\n（地球時間）毎週<switch:日/月/火/水/木/金/土>曜日、<if:午後/午前><if:#s>時に行われます。","","","","","","","","","",""
132,1,7,false,133,2,0,false,0,0,0,0,0,0,0,0,0,0,"なお、引き換え期間は、結果発表から一週間後の、\n（地球時間）<switch:日/月/火/水/木/金/土>曜日、<if:午後/午前><if:#s>時までです。","","","","","","","","","",""
133,1,7,false,83,2,0,false,0,0,0,0,0,0,0,0,0,0,"引き換え期間を過ぎてしまうと、\n「マンダヴィル・ゴールドソーサーポイント（MGP）」や、\n景品の受け取りはできなくなってしまうので、ご注意ください。","","","","","","","","","",""
134,9,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
135,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"<value>等、おめでとうございます！\nそれでは、MGPをお受取りください！","","","","","","","","","",""
136,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"おめでとうございます！　お客様、なんと1等でございます！\nそれでは、1等のお客様には、MGPと、\n「<ref:Item>」をどうぞ！","","","","","","","","","",""
137,1,0,false,41,2,764,false,0,0,0,0,0,0,0,0,0,0,"それじゃ、あとは結果発表を待つばかりね！\n発表の瞬間は、ぜひ、くじテンダーボードで見届けてね！","","","","","","","","","",""
138,2,0,false,0,0,0,false,0,0,0,0,0,0,0,0,0,0,"「特製煙玉」をぶつけますか？","はい","いいえ","","","","","","","",""
139,1,0,false,25,2,764,false,0,0,0,0,0,0,0,0,0,0,"ゴールドソーサーの従業員に、お届け物があるんですが……\n困ったことに、私どもを「敵視」している盗賊団に、\n眼をつけられちまいましてね。","","","","","","","","","",""
140,2,0,false,141,2,0,false,0,0,0,0,0,0,0,0,0,0,"挑戦には<value>MGPが必要です。\nよろしいですか？\n[所持MGP：<value>]","はい","いいえ","","","","","","","",""
141,1,0,false,0,2,764,false,0,0,0,0,0,0,0,0,0,0,"あなたの地図に印をつけておくので、\n印の位置にいる従業員のどなたか「2名」様に、\n壺を届けてくださいな！","","","","","","","","","",""
142,1,0,false,26,2,764,false,0,0,0,0,0,0,0,0,0,0,"ゴールドソーサーの従業員に、お届け物があるんですが……\n困ったことに、私どもを「敵視」している盗賊団に、\n眼をつけられちまいましてね。","","","","","","","","","",""
143,2,0,false,144,2,0,false,0,0,0,0,0,0,0,0,0,0,"挑戦には<value>MGPが必要です。\nよろしいですか？\n[所持MGP：<value>]","はい","いいえ","","","","","","","",""
