Index,0 [0x7][0xc],1 [0x7][0x10],2 [0x7][0x14],3 [0x0][0x0],4 [0x0][0x4],5 [0x0][0x8]
76,0,0,0,"Um dich mit diesem Charakter aus Version 1.x einzuloggen, musst du zunächst die Disziplin der Krieger oder Magier festlegen, mit der du das Spiel beginnen möchtest. Du hast zudem einmalig die Gelegenheit, das Volk, den Volksstamm, das Geschlecht, das Aussehen und den Namen deines Charakters zu ändern.","",""
77,0,0,0,"Jetzt ändern","",""
78,0,0,0,"Später ändern","",""
79,0,0,0,"Charakter umgestalten","",""
80,0,0,0,"Neuen Charakter mit zuvor erstelltem Aussehen erschaffen.","",""
81,0,0,0,"Aussehen des Charakters speichern","",""
82,0,0,0,"Aussehen des Charakters laden","",""
83,0,0,0,"","",""
84,0,0,0,"Willkommen in Eorzea!\nBeginne dein Abenteuer, indem du einen neuen Charakter erschaffst.","",""
85,0,0,0,"Fortfahren","",""
86,0,0,0,"Willkommen in Eorzea!\nBeginne dein Abenteuer, indem du einen vorhandenen Charakter auswählst oder einen neuen erschaffst.\nDu hast derzeit <value> <if:Charakter/Charaktere> auf <value>. Über die Schaltfläche „Welt auswählen“ oben rechts im Bildschirm kannst du eine andere Welt auswählen.","",""
87,0,0,0,"Fortfahren","",""
88,0,0,0,"Wähle eine Welt.","",""
89,0,0,0,"Welten sind basierend auf dem Server-Standort in zwei Gruppen unterteilt. Überprüfe den Ping-Status, um die für dich beste Gruppe zu finden.","",""
90,0,900,0,"","",""
91,0,900,0,"","",""
92,0,0,0,"","",""
93,0,0,0,"","",""
94,0,1200,0,"","",""
95,0,0,0,"","",""
96,0,0,0,"","",""
97,0,120,0,"","",""
98,0,0,0,"","",""
99,0,0,0,"","",""
100,0,0,0,"? ? ?","",""
101,0,5,0,"Volk & Geschlecht","種族",""
102,0,2,0,"Volksstamm","部族",""
103,0,2,0,"Geschlecht","性別",""
104,0,0,0,"Aussehen","ルックス",""
105,0,0,0,"Namenstag","誕生日",""
106,0,12,0,"Schutzgottheit","守護神",""
107,0,10,0,"Klasse","クラス",""
108,0,0,0,"Welt","ワールド",""
109,0,0,0,"Name","名前",""
110,0,0,0,"Hyuran<switch: ©/ ®/>","","Die Hyuran sind in der Vergangenheit in drei großen Völkerwanderungen 
von den umliegenden Kontinenten und Inseln nach Eorzea geströmt 
und bilden nun den größten Teil der Bevölkerung. Sie waren die 
treibende Kraft hinter der rapiden kulturellen Entfaltung Eorzeas. 
Begründet in der Unterschiedlichkeit ihrer Herkunftsgebiete liegt 
sowohl ihre facettenreiche Persönlichkeit als auch ihr schwach 
ausgeprägtes Volksbewusstsein. Ihr freiheitsliebendes Naturell 
ist ihnen allen jedoch gemein."
111,0,0,0,"","",""
112,0,0,0,"Elezen<switch: ©/ ®/>","","Die Elezen sind stolze Nomaden, die sich selbst als Auserkorene 
der Götter betrachten. Mit ihren großen, schlanken Körpern und 
langen Gliedmaßen hatten sie als ursprüngliche Einwohner Eorzeas 
eine Vormachtstellung inne - nebenbei leben sie auch etwas länger 
als beispielsweise die Hyuran. Doch vorbei sind die Zeiten, in denen 
sie verbittert mit den Hyuran kämpften, als diese in ihr Territorium 
eindrangen. Heute akzeptiert man sich unter dem Motto 
„Leben und leben lassen“."
113,0,0,0,"","",""
114,0,0,0,"Lalafell<switch: ©/ ®/>","","Ihr kindliches Aussehen macht es nicht gerade einfach, ihr Alter 
zu schätzen, aber ungeachtet ihrer kleinen Statur sind die Lalafell 
unglaublich flink zu Fuß. Früher lebten sie als Ackerbau betreibende 
Stämme auf den südlichen Inseln, doch der Handel ließ sie immer 
weiter ins Innere Eorzeas vorstoßen. Sie sind freundlich und mitteilsam
und unterhalten zu allen Völkern gute Beziehungen."
115,0,0,0,"","",""
116,0,0,0,"Miqo'te<switch: ©/ ®/>","","Sie sind die Nachfahren eines Volkes von Jägern und Sammlern, 
die im Zeitalter des langen Eises die zugefrorenen Meere überquerten. 
Dank ihres scharfen Geruchssinns und ihrer starken Beine sind sie 
zum Jagen prädestiniert. Sie bilden in Eorzea nicht nur eine Minderheit, 
sondern leben auch häufig als Einzelgänger, da sie wie Raubkatzen 
eigene Reviere beanspruchen. Bei männlichen Miqo'te ist dieses 
Verhalten besonders ausgeprägt."
117,0,0,0,"","",""
118,0,0,0,"Roegadyn<switch: ©/ ®/>","","Die Roegadyn sind kaum zu übersehen: Ihre stämmigen Körper 
strotzen nur so vor Muskeln, und sich gegenseitig in Tollkühnheit zu übertreffen, 
gehört zu ihren Bräuchen. Die Vorfahren der Roegadyn nannten 
das Nordmeer ihr Zuhause, bis eine große Zahl ihre Schiffe nach 
Süden, nach Eorzea lenkte. Manche sehen sie als barbarisches Volk, 
doch vielleicht sollte man vielmehr ihre Zuverlässigkeit und 
unerschütterliche Loyalität würdigen - Eigenschaften, dank derer viele 
der größten Krieger der Geschichte aus ihren Reihen hervorgingen."
119,0,0,0,"","",""
120,0,0,0,"Wiesländer","","Der Volksstamm der Wiesländer macht die große Mehrheit im 
Volk der Hyuran aus. Man kann sie in ganz Eorzea antreffen, 
besonders in den großen Städten, wo sie für die 
verschiedensten Gilden aktiv sind.

Attribute zu Beginn des Spiels:
STR 21 / GES 19 / KON 20 / INT 21 / WLK 18 / FRM 21"
121,0,0,0,"","",""
122,0,0,0,"Hochländer","","Den Namen erhielt der Volksstamm, weil er sich im Hochland 
von Gyr Abania niederließ und dort in Bergfestungen für 
geraume Zeit sein Dasein fristete. Im Allgemeinen sind die 
Hochländer - gestählt durch das harte Bergleben - größer 
und muskulöser als die ihnen verwandten Wiesländer. 
Nach dem Fall Ala Mhigos flohen viele von ihnen ins Exil 
nach Ul'dah, wo sie sich meist als Söldner verdingen.

Attribute zu Beginn des Spiels:
STR 23 / GES 20 / KON 22 / INT 18 / WLK 20 / FRM 17"
123,0,0,0,"","",""
124,0,0,0,"Erlschatten","","Dieser Volksstamm lebte in alten Zeiten zurückgezogen in 
der Tiefe der Wälder, doch viele von ihnen findet man nun 
in Ishgard und Gridania, in den Städten, an deren Gründung 
sie beteiligt waren. Oftmals können sie etwas arrogant oder 
schulmeisterlich wirken, doch in Wahrheit lieben Erlschatten 
einfach die Ordnung. Sie haben Grundsätze und hohe Ideale, 
und an diesen halten sie fest.

Attribute zu Beginn des Spiels:
STR 19 / GES 23 / KON 18 / INT 22 / WLK 17 / FRM 21"
125,0,0,0,"","",""
126,0,0,0,"Dunkelalben","","Seit vielen Jahrhunderten führen die Dunkelalben ein 
Schattendasein in den dämmrigen Höhlen der Waldgebiete 
Eorzeas. Bei der Gründung Gridanias trennten sich ihre 
Wege von denen der Erlschatten - die Dunkelalben folgten 
ihnen nicht in die Stadt. Sie verachten das „geschäftige Treiben“ 
sogar des vergleichsweise ruhigen Gridania und es liegt in 
ihrer einzelgängerischen Natur, dass ihnen jede Bindung 
und Einschränkung aufs Äußerste widerstrebt.

Attribute zu Beginn des Spiels:
STR 20 / GES 20 / KON 19 / INT 23 / WLK 20 / FRM 18"
127,0,0,0,"","",""
128,0,0,0,"Halmlinge","","Die Halmlinge haben sich in den weiten Ebenen von La Noscea 
niedergelassen. Viele widmen sich der Landwirtschaft, doch es 
ist auch nicht ungewöhnlich, sie in Limsa Lominsa anzutreffen, 
wo sie als Fischer und Matrosen arbeiten. Sie sind unbekümmerte 
Gesellen, doch sie haben auch oft ihre eigenen Vorstellungen - 
und die können sie auch durchsetzen, wenn es darauf ankommt.

Attribute zu Beginn des Spiels:
STR 18 / GES 22 / KON 18 / INT 21 / WLK 20 / FRM 21"
129,0,0,0,"","",""
130,0,0,0,"Sandlinge","","Die Sandlinge kommen aus der flirrenden Hitze der Wüsten 
von Thanalan. Sie waren es, die Ul'dah mit eigenen Händen 
aufgebaut haben, und zu einem guten Teil sind sie auch die 
Begründer des Reichtums der Stadt. Ihre Spontaneität und 
ihre praktische Veranlagung ergänzen ihren untrüglichen 
Geschäftssinn hervorragend und lassen sie eine günstige 
Gelegenheit sofort beim Schopf packen.

Attribute zu Beginn des Spiels:
STR 17 / GES 20 / KON 17 / INT 21 / WLK 22 / FRM 23"
131,0,0,0,"","",""
132,0,0,0,"Goldtatzen","","Die Miqo'te dieses Volksstammes haben sich diesen Namen selbst gegeben - 
offenbar deswegen, weil viele von ihnen Anhänger der Sonnengöttin 
Azeyma sind. Am häufigsten trifft man Goldtatzen in Einöden
wie der Sagolii-Wüste an, aber sie leben auch in den Städten, 
viele von ihnen in Limsa Lominsa.

Attribute zu Beginn des Spiels:
STR 21 / GES 22 / KON 20 / INT 18 / WLK 19 / FRM 20"
133,0,0,0,"","",""
134,0,0,0,"Mondstreuner","","Wie die ihnen verwandten Goldtatzen haben die Mondstreuner 
diesen Namen selbst gewählt, weil viele von ihnen Anhänger 
der Mondgöttin Menphina sind. Viele Mondstreuner leben im 
Finsterwald, fernab der Zivilisation, wo sie nachts auf Jagd gehen. 
Trotz ihres schlechten Rufs als Wilderer siedeln in letzter Zeit 
immer mehr von ihnen nach Gridania um.

Attribute zu Beginn des Spiels:
STR 18 / GES 21 / KON 17 / INT 19 / WLK 23 / FRM 22"
135,0,0,0,"","",""
136,0,0,0,"Seewölfe","","Die Seewölfe waren einst brutale Piraten von den Inseln 
hoch oben im Nordmeer, die die Küstenbewohner in Angst 
und Schrecken versetzten. Nach ihrer Ankunft in Eorzea aber 
besannen sie sich auf ihre friedfertigen Wurzeln, sodass 
die meisten heute als Fischer oder Fährleute ihren Unterhalt 
verdienen. In ihrer Namensgebung bewahren sie aber das 
Andenken an ihre Wurzeln, denn stets wählen sie dafür 
Wörter aus der Sprache ihrer Vorfahren.

Attribute zu Beginn des Spiels:
STR 22 / GES 18 / KON 23 / INT 17 / WLK 21 / FRM 19"
137,0,0,0,"","",""
138,0,0,0,"Lohengarde","","Der kleine Volksstamm der Lohengarde lebt seit Generationen 
in den zerklüfteten Bergen im Norden von Abalathias Rückgrat. 
Der ungewöhnliche Lebensraum und ihre rotbraune Hautfarbe 
brachten ihnen den Namen Lohengarde ein. Dass sie sich meist 
leicht zu merkende Namen geben, darf man wohl als Zugeständnis 
an ihre Arbeitgeber betrachten, denn traditionell verdingen sich 
sehr viele Angehörige der Lohengarde als Söldner. Sicher ist es 
nicht zuletzt ihr beeindruckender Körperbau, der ihnen für ihre 
Dienste als Gardisten und Leibwächter höchste Wertschätzung sichert.

Attribute zu Beginn des Spiels:
STR 20 / GES 17 / KON 21 / INT 20 / WLK 22 / FRM 20"
139,0,0,0,"","",""
140,0,0,0,"Au Ra<switch: ©/ ®/>","","Die Wurzeln der Au Ra liegen auf dem weit im Osten gelegenen 
Kontinent Othard. Typisch sind die panzerharten Schuppen im Gesicht, 
die sich zu vielgestaltigen, ornamentartigen Dornen ausformen. 
Kühn geschwungene Hörner gelten nicht nur als Zeichen von Attraktivität, 
sie beherbergen auch den Gehörsinn und die räumliche Wahrnehmung.
Das ist ein deutlicher Beleg dafür, dass die Au Ra keineswegs mit den
Drachen verwandt sind, wie oft fälschlich angenommen wurde, denn
Drachenhörnern fehlt diese Fähigkeit. Außerdem unterscheiden sich die
Männer mit ihrem kräftigen Körperbau stark von den typischerweise
zierlichen und flexiblen Frauen - ein Charakteristikum, die bei den
Drachen nicht zu beobachten ist."
141,0,0,0,"","",""
142,0,0,0,"Raen","","Hell glänzende Schuppen sind das Merkmal dieses Volksstammes
der Au Ra. Sie tragen die Wesenszüge des „Vaters der Morgendämmerung
in sich, des Urvaters des Stammes, wie der Schöpfungsmythos
ihn beschreibt: Ruhig und ausdauernd und selbst größten Strapazen
gewachsen. Ihre Heimat liegt im zerklüfteten Grenzland des östlichen
Kontinents, und nur selten verlassen die abenteuerlustigeren unter
ihnen ihre Täler, um ferne Länder zu erforschen. 

Attribute zu Beginn des Spiels:
STR 17 / GES 21 / KON 18 / INT 20 / WLK 22 / FRM 22"
143,0,0,0,"","",""
144,0,0,0,"Xaela","","Dunkel schimmernde Schuppen kennzeichnen diese Au Ra. 
In ihnen sind die Eigenschaften der „Mutter der Abenddämmerung“ 
verkörpert, die Urmutter des Stammes im Schöpfungsmythos: 
Kühn und verwegen und außerordentlich geschickt im Kampf. 
Sie leben nomadisch und ziehen seit unzähligen Generationen
im engen Familienverband von Ort zu Ort. 

Attribute zu Beginn des Spiels:
STR 23 / GES 20 / KON 21 / INT 20 / WLK 17 / FRM 19"
145,0,0,0,"","",""
146,0,0,0,"","",""
147,0,0,0,"","",""
148,0,0,0,"","",""
149,0,0,0,"","",""
150,0,0,0,"","",""
151,0,0,0,"","",""
152,0,0,0,"Benutzerdefiniert","",""
153,0,0,0,"","",""
154,0,0,0,"HALONE","",""
155,0,0,0,"Die Furie","",""
156,0,0,0,"MENPHINA","",""
157,0,0,0,"Die Liebende","",""
158,0,0,0,"THALIAK","",""
159,0,0,0,"Der Forscher","",""
160,0,0,0,"NYMEIA","",""
161,0,0,0,"Die Norne","",""
162,0,0,0,"LLYMLAEN","",""
163,0,0,0,"Die Lotsin","",""
164,0,0,0,"OSCHON","",""
165,0,0,0,"Der Wanderer","",""
166,0,0,0,"BYREGOT","",""
167,0,0,0,"Der Erbauer","",""
168,0,0,0,"RHALGR","",""
169,0,0,0,"Der Zerstörer","",""
170,0,0,0,"AZEYMA","",""
171,0,0,0,"Die Aufseherin","",""
172,0,0,0,"NALD'THAL","",""
173,0,0,0,"Die Kaufleute","",""
174,0,0,0,"NOPHICA","",""
175,0,0,0,"Die Mutter","",""
176,0,0,0,"ALTHYK","",""
177,0,0,0,"Der Hüter","",""
178,0,0,0,"GLADIATOR","","Gladiatoren sind Meister der Schwerter – egal, ob es sich dabei um
ein- oder zweischneidige Klingen, Krummsäbel oder Langschwerter
handelt. Im Kolosseum lernen Gladiatoren auf schmerzhafte Weise,
sich unterschiedlichen Situationen anzupassen. Während sie geschickt
Hiebe gegen ihre Gegner führen, schützen sie mit Schilden sich
selbst und ihre Kameraden. Bei Bedarf verzichten sie auf Schilde und
konzentrieren sich ganz auf den Angriff. In jedem Fall kämpfen sie
immer an vorderster Front, wo sie die Aufmerksamkeit der Feinde
auf sich ziehen, um ihre Mitstreiter zu entlasten.

Stadtstaat, in dem das Spiel beginnt: Ul'dah"
179,0,0,0,"","",""
180,0,0,0,"FAUSTKÄMPFER","","Faustkämpfer erdulden hartes körperliches Training, um die
traditionellen Selbstverteidigungstechniken zu erlernen.
Sie sind Meister des waffenlosen Kampfes und im Umgang
mit Faustwaffen aus Metall, Leder oder Knochen.
Um möglichst schnell an ihre Gegner heranzukommen,
verzichten viele Faustkämpfer auf schwere Rüstungen
zugunsten der Beweglichkeit.

Stadtstaat, in dem das Spiel beginnt: Ul'dah"
181,0,0,0,"","",""
182,0,0,0,"MARODEUR","","Marodeure sind auf den Kampf mit zweihändig geführten Äxten
spezialisiert. Ihre Strategie ist ebenso einfach wie wirkungsvoll:
Mit brutaler Gewalt und hartem Stahl zerschmettern sie ihre Feinde!
Marodeure findet man besonders oft unter Piraten, doch auch als
Söldner und Monsterjäger bringen sie ihre enorme Kampfkraft
zur Geltung. Geübte Marodeure nehmen es leicht mit Horden von
Gegnern auf und erschlagen selbst die größten Monster.

Stadtstaat, in dem das Spiel beginnt: Limsa Lominsa"
183,0,0,0,"","",""
184,0,0,0,"PIKENIER","","Pikeniere nutzen die überlegene Reichweite ihrer langen Stangenwaffen,
mit denen sie einen Wirbelsturm aus Schlägen und Stößen entfachen.
Dazu gehören Jagdwaffen wie Speere und Harpunen, aber auch speziell
für die Schlacht gedachte Waffen wie Hellebarden oder der Langspieß
der ruhmreichen mhigischen Gardisten.
Ihr breitgefächtertes Waffenarsenal und flexible Kampftechniken
machen Pikeniere zu äußerst flexiblen und gefährlichen Kämpfern.

Stadtstaat, in dem das Spiel beginnt: Gridania"
185,0,0,0,"","",""
186,0,0,0,"WALDLÄUFER","","Ob mit dem Langbogen der Elezen oder dem Kurzbogen miqo'tischer Jäger - 
die Waldläufer sind Meister des Fernangriffs und verstehen sich darauf, 
Feinde aus der Distanz unter Beschuss zu nehmen. Sie kennen die 
Schwächen der Gegner und bereiten sich strategisch auf einen Kampf vor. 
Für jeden Einsatz wählen sie ihre Waffe sorgfältig aus und erkunden die 
günstigste Position, um einen wahren Pfeilhagel auf ihre Gegner 
niederprasseln zu lassen.

Stadtstaat, in dem das Spiel beginnt: Gridania"
187,0,0,0,"","",""
188,0,0,0,"DRUIDE","","Druiden nutzen eine animistische Form der Magie, um die elementaren 
Urkräfte der Natur zu manipulieren und daraus Zauber zu weben. 
Sie kommunizieren mit den Geistern und kanalisieren mit ihren Stäben 
den Äther, der alles umgibt, um ihn in die gewünschten Zauber zu 
transformieren. Druiden verstehen es meisterhaft, ermattete Körper 
zu stärken und die Regeneration zu beschleunigen.

Stadtstaat, in dem das Spiel beginnt: Gridania"
189,0,0,0,"","",""
190,0,0,0,"THAUMATURG","","Die arkane Kunst der Thaumaturgie entfaltet eine verheerende Macht
und bringt Unheil und Verderben über ihre Opfer.
Die dafür nötige Kraft ziehen Thaumaturgen aus sich selbst, indem sie
mit Stäben den Äther, der ihre Körper durchströmt, kanalisieren.
Thaumaturgen sind Meister der arkanen Magie, mit der sie
grässlichere Wunden schlagen als das schärfste Schwert.

Stadtstaat, in dem das Spiel beginnt: Ul'dah"
191,0,0,0,"","",""
192,0,0,0,"HERMETIKER","","Aus den südlichen Gefilden stammt die mathematische Weltanschauung, mit der die Hermetiker die Natur beschreiben und die ihr innewohnenden magischen Kräfte manipulieren. Mit Hilfe rätselhafter Äthergramme, komplexe geometrische Muster, welche Hermetiker in ihren Grimoires aufzeichnen, können sie mächtige Zaubersprüche sprechen und sogenannte Karfunkel herbeirufen. Diese magischen Wesen sind den Hermetikern treue Gefährten auf ihrem abenteuerlichen Weg durch Eorzea.

Stadtstaat, in dem das Spiel beginnt: Limsa Lominsa"
193,0,0,0,"","",""
194,0,0,0,"GROBSCHMIED","","不要：新生ではキャラメイクで選択できるのは戦闘職のみ。"
195,0,0,0,"","",""
196,0,0,0,"MINENARBEITER","","不要：新生ではキャラメイクで選択できるのは戦闘職のみ。"
197,0,0,0,"","",""
198,0,0,0,"","",""
199,0,0,0,"","",""
200,0,0,0,"Vorkonfiguriert","",""
201,0,0,0,"Körpergröße","",""
202,0,0,0,"Hautfarbe","",""
203,0,0,0,"Stimme","",""
204,0,0,0,"Körperbau","",""
205,0,0,0,"","",""
206,0,0,0,"","",""
207,0,0,0,"Körperbau","",""
208,0,0,0,"","",""
209,0,0,0,"Brustumfang","",""
210,0,0,0,"Ohrgröße","",""
211,0,0,0,"Ohrform","",""
212,0,0,0,"","",""
213,0,0,0,"Ohrgröße","",""
214,0,0,0,"Ohrform","",""
215,0,0,0,"Brustumfang","",""
216,0,0,0,"Ohrgröße","",""
217,0,0,0,"Ohrform","",""
218,0,0,0,"","",""
219,0,0,0,"Ohrgröße","",""
220,0,0,0,"Ohrform","",""
221,0,0,0,"Brustumfang","",""
222,0,0,0,"Schwanzlänge","",""
223,0,0,0,"Schwanzform","",""
224,0,0,0,"","",""
225,0,0,0,"Schwanzlänge","",""
226,0,0,0,"Schwanzform","",""
227,0,0,0,"Brustumfang","",""
228,0,0,0,"Körperbau","",""
229,0,0,0,"","",""
230,0,0,0,"","",""
231,0,0,0,"Körperbau","",""
232,0,0,0,"","",""
233,0,0,0,"Brustumfang","",""
234,0,0,0,"Frisur","",""
235,0,0,0,"Haarmerkmale","",""
236,0,0,0,"Haarfarbe","",""
237,0,0,0,"Strähnen","",""
238,0,0,0,"Gesicht","",""
239,0,0,0,"Gesichtsmerkmale","",""
240,0,0,0,"Farbe des Merkmals","",""
241,0,0,0,"Gesichtskontur","",""
242,0,0,0,"Augenbrauen","",""
243,0,0,0,"Augenform","",""
244,0,0,0,"Größe der Iris","",""
245,0,0,0,"Augenfarbe","",""
246,0,0,0,"Nase","",""
247,0,0,0,"Mund","",""
248,0,0,0,"Lippenfarbe","",""
249,0,0,0,"Merkmale","",""
250,0,0,0,"Farbe des Merkmals","",""
251,0,0,0,"Ok","",""
252,0,0,0,"","",""
253,0,0,0,"Schwanzlänge","",""
254,0,0,0,"Schwanzform","",""
255,0,0,0,"","",""
256,0,0,0,"Schwanzlänge","",""
257,0,0,0,"Schwanzform","",""
258,0,0,0,"Brustumfang","",""
259,0,0,0,"","",""
260,0,0,0,"","",""
261,0,0,0,"","",""
262,0,0,0,"","",""
263,0,0,0,"","",""
264,0,0,0,"","",""
265,0,0,0,"Sehr klein","",""
266,0,0,0,"Klein","",""
267,0,0,0,"Durchschnitt","",""
268,0,0,0,"Groß","",""
269,0,0,0,"Sehr groß","",""
270,0,0,0,"Etwa <value>,<value> cm","",""
271,0,0,0,"","",""
272,0,0,0,"","",""
273,0,0,0,"","",""
274,0,0,0,"","",""
275,0,0,0,"Typ 1","",""
276,0,0,0,"Typ 2","",""
277,0,0,0,"Typ 3","",""
278,0,0,0,"Typ 4","",""
279,0,0,0,"Typ 5","",""
280,0,0,0,"Typ 6","",""
281,0,0,0,"Typ 7","",""
282,0,0,0,"Typ 8","",""
283,0,0,0,"Typ 9","",""
284,0,0,0,"Typ 10","",""
285,0,0,0,"Typ 11","",""
286,0,0,0,"Typ 12","",""
287,0,0,0,"","",""
288,0,0,0,"","",""
289,0,0,0,"","",""
290,0,0,0,"Sehr schlank ","",""
291,0,0,0,"Schlank","",""
292,0,0,0,"Durchschnitt","",""
293,0,0,0,"Kräftig","",""
294,0,0,0,"Sehr kräftig","",""
295,0,0,0,"","",""
296,0,0,0,"","",""
297,0,0,0,"","",""
298,0,0,0,"","",""
299,0,0,0,"","",""
300,0,0,0,"","",""
301,0,0,0,"","",""
302,0,0,0,"","",""
303,0,0,0,"","",""
304,0,0,0,"","",""
305,0,0,0,"Sehr schlank ","",""
306,0,0,0,"Schlank","",""
307,0,0,0,"Durchschnitt","",""
308,0,0,0,"Kräftig","",""
309,0,0,0,"Sehr kräftig","",""
310,0,0,0,"","",""
311,0,0,0,"","",""
312,0,0,0,"","",""
313,0,0,0,"","",""
314,0,0,0,"","",""
