Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x19][0x8]
72,"des Amalj'aas schlimmster Albtraum","des Amalj'aas schlimmster Albtraum",false
73,"der Wächter des Bierhafens","die Wächterin des Bierhafens",false
74,"der Wächter des Mühlenhains","die Wächterin des Mühlenhains",false
75,"der Wächter des Goldbasars","die Wächterin des Goldbasars",false
76,"der frische Wind des Bierhafens","der frische Wind des Bierhafens",false
77,"der frische Wind des Mühlenhains","der frische Wind des Mühlenhains",false
78,"der frische Wind des Goldbasars","der frische Wind des Goldbasars",false
79,"die helfende Hand des Bierhafens","die helfende Hand des Bierhafens",false
80,"die helfende Hand des Mühlenhains","die helfende Hand des Mühlenhains",false
81,"die helfende Hand des Goldbasars","die helfende Hand des Goldbasars",false
82,"Schneemann","Schneefrau",true
83,"Winterdrache","Winterdrache",true
84,"Herzensbrecher","Herzensbrecher",true
85,"Königlicher Seneschall","Königlicher Seneschall",true
86,"Eiertänzer","Eiertänzerin",true
87,"Honorabler Kaskadeur","Honorabler Kaskadeur",true
88,"Träger des Kristalls","Trägerin des Kristalls",true
89,"Sturmfürst","Sturmfürstin",true
90,"Schlangenfürst","Schlangenfürstin",true
91,"Phönixfürst","Phönixfürstin",true
92,"der Rückhalt Limsas","der Rückhalt Limsas",false
93,"der Rückhalt Gridanias","der Rückhalt Gridanias",false
94,"der Rückhalt Ul'dahs","der Rückhalt Ul'dahs",false
95,"Merlwybs Bote","Merlwybs Botin",true
96,"Kan-E-Sennas Bote","Kan-E-Sennas Botin",true
97,"Raubahns Bote","Raubahns Botin",true
98,"der Versorger Limsas","die Versorgerin Limsas",false
99,"der Versorger Gridanias","die Versorgerin Gridanias",false
100,"der Versorger Ul'dahs","die Versorgerin Ul'dahs",false
101,"Expresszusteller","Expresszustellerin",true
102,"Eskorteur","Eskorteurin",true
103,"Geölter Blitz","Geölter Blitz",true
104,"Chocobo-Ritter","Chocobo-Ritter",true
105,"Des Wanderers Schatten","Des Wanderers Schatten",true
106,"Grünauge","Grünauge",true
107,"der Stratege","die Strategin",false
108,"der Schnitter","die Schnitterin",false
109,"der Dungeon-Entdecker","die Dungeon-Entdeckerin",false
110,"der Schicksalsversucher","die Schicksalsversucherin",false
111,"Elite-Kaskadeur","Elite-Kaskadeurin",true
112,"Mahlstrom-Welpe","Mahlstrom-Welpe",true
113,"Mahlstrom-Winsler","Mahlstrom-Winslerin",true
114,"Mahlstrom-Knurrer","Mahlstrom-Knurrerin",true
115,"Mahlstrom-Heuler","Mahlstrom-Heulerin",true
116,"Mahlstrom-Pirscher","Mahlstrom-Pirscherin",true
117,"Mahlstrom-Hetzer","Mahlstrom-Hetzerin",true
118,"","",false
119,"","",false
120,"","",false
121,"","",false
122,"Ordens-Welpe","Ordens-Welpe",true
123,"Ordens-Winsler","Ordens-Winslerin",true
124,"Ordens-Knurrer","Ordens-Knurrerin",true
125,"Ordens-Heuler","Ordens-Heulerin",true
126,"Ordens-Pirscher","Ordens-Pirscherin",true
127,"Ordens-Hetzer","Ordens-Hetzerin",true
128,"","",false
129,"","",false
130,"","",false
131,"","",false
132,"Legions-Welpe","Legions-Welpe",true
133,"Legions-Winsler","Legions-Winslerin",true
134,"Legions-Knurrer","Legions-Knurrerin",true
135,"Legions-Heuler","Legions-Heulerin",true
136,"Legions-Pirscher","Legions-Pirscherin",true
137,"Legions-Hetzer","Legions-Hetzerin",true
138,"","",false
139,"","",false
140,"","",false
141,"","",false
142,"der Große Böse Wolf","die Große Böse Wölfin",false
143,"der Alpha-Wolf","die Alpha-Wölfin",false
144,"die Seele des Rudels","die Seele des Rudels",false
145,"Bruder der Asche","Schwester der Asche",true
146,"Sylphen-Freund","Sylphen-Freundin",true
147,"Schatzjäger","Schatzjägerin",true
148,"Vorzeigekobold des 789. Ordens","Vorzeigekobold des 789. Ordens",true
149,"Novvs Laichwächter","Novvs Laichwächterin",true
150,"der ambitionierte Angler","die ambitionierte Anglerin",false
151,"der lebende Schild","der lebende Schild",false
152,"die lebende Axt","die lebende Axt",false
153,"der tapfere Schild","der tapfere Schild",false
154,"die tapfere Axt","die tapfere Axt",false
155,"Frontkämpfer","Frontkämpferin",true
156,"Mahlstrom-Frontkämpfer","Mahlstrom-Frontkämpferin",true
157,"Legion-Frontkämpfer","Legion-Frontkämpferin",true
158,"Bruderschaft-Frontkämpfer","Bruderschaft-Frontkämpferin",true
159,"Drohnenjäger","Drohnenjägerin",true
160,"der Held des Heliodroms","die Heldin des Heliodroms",false
161,"Monsterjäger","Monsterjägerin",true
162,"Glückssucher","Glückssucherin",true
163,"Spurensucher","Spurensucherin",true
164,"Kopfgeldjäger","Kopfgeldjägerin",true
165,"Glücksritter","Glücksritterin",true
166,"Jagdaufseher","Jagdaufseherin",true
167,"Rafflesia-Richter","Rafflesia-Richterin",true
168,"Melusine-Mäher","Melusine-Mäherin",true
169,"Avatar","Avatar",true
170,"Domitor","Domitrix",true
171,"der Demontierer","die Demontiererin",false
172,"","",false
173,"der Kistenträger","die Kistenträgerin",false
174,"der Bewahrer Eorzeas","die Bewahrerin Eorzeas",false
175,"Postbote","Postbotin",true
176,"Überflieger","Überfliegerin",true
177,"der Verhandlungskünstler","die Verhandlungskünstlerin",false
178,"der letzte Zeuge","die letzte Zeugin",false
179,"der Seedrachenbezwinger","die Seedrachenbezwingerin",false
180,"Kapitalist","Kapitalistin",true
181,"","",false
182,"der Schatten","der Schatten",false
183,"Eisbrecher","Eisbrecher",true
184,"Erleuchter der Dunkelheit","Erleuchterin der Dunkelheit",true
185,"Chevalier cum laude","Chevalière cum laude",true
186,"Liebeshelfer","Liebeshelferin",true
187,"Rosszähmer","Rosszähmerin",true
188,"der Unberührte","die Unberührte",false
189,"der Schlächter","die Schlächterin",false
190,"die barmherzige Hand","die barmherzige Hand",false
191,"Lichtträger","Lichtträgerin",true
192,"der Erleuchtete","die Erleuchtete",false
193,"Sternenschmied","Sternenschmiedin",true
194,"der Puppenspieler","die Puppenspielerin",false
195,"der Spieler","die Spielerin",false
196,"Glückspilz","Glückspilz",true
197,"Chocobo-Züchter","Chocobo-Züchterin",true
198,"Chocobo-Trainer","Chocobo-Trainerin",true
199,"Stalljunge","Stallmädchen",true
200,"Profi-Jockey","Profi-Jockey",true
201,"Jockey-Veteran","Jockey-Veteranin",true
202,"der schnellste Mann von Thanalan","die schnellste Frau von Thanalan",false
203,"Stolzer Kartenbesitzer","Stolze Kartenbesitzerin",true
204,"der Kartenkönig","die Kartenkönigin",false
205,"Seine Dreifaltigkeit","Ihre Dreifaltigkeit",true
206,"der Duellant","die Duellantin",false
207,"der Schicksalsergebene","die Schicksalsergebene",false
208,"der Sturmfeste","die Sturmfeste",false
209,"Magnat","Magnatin",true
210,"Emsiger Sparer","Emsige Sparerin",true
211,"Licht der Hoffnung","Licht der Hoffnung",true
212,"Postmeister","Postmeisterin",true
213,"Eierlegende","Eierlegende",true
214,"Ungläubiger","Ungläubige",true
215,"der Freigesprochene","die Freigesprochene",false
216,"Nidhogg-Bezwinger","Nidhogg-Bezwingerin",true
217,"Silberklinge","Silberklinge",true
218,"die Geißel der Garlear","die Geißel der Garlear",false
219,"Jungexeget","Jungexegetin",true
220,"Askalons Ende","Askalons Ende",true
221,"der Friedensbringer","die Friedensbringerin",false
222,"der Träger der Eidklinge","die Trägerin der Eidklinge",false
223,"Öffner der 14 Chakren","Öffnerin der 14 Chakren",true
224,"Mithrilherz","Mithrilherz",true
225,"Azur-Drachenreiter","Azur-Drachenreiterin",true
226,"Wolkensänger","Wolkensängerin",true
227,"der Besänftiger","die Besänftigerin",false
228,"der Vernichter","die Vernichterin",false
229,"Herr der Trance","Herrin der Trance",true
230,"Seesoldat","Seesoldatin",true
231,"der dunkelste Schatten","der dunkelste Schatten",false
232,"Schwarzblut","Schwarzblut",true
233,"der Erlöser","die Erlöserin",false
234,"Sternengucker","Sternenguckerin",true
235,"Indigodrescher","Indigodrescherin",true
236,"Finder falscher Götter","Finderin falscher Götter",true
237,"Luftikus","Luftikus",true
238,"","",false
239,"der Großmeister des Krieges","die Großmeisterin des Krieges",false
240,"der Großmeister der Magie","die Großmeisterin der Magie",false
241,"die dunkle Bastion","die dunkle Bastion",false
242,"die unerschütterliche Klinge","die unerschütterliche Klinge",false
243,"der Hüter des Wissens","die Hüterin des Wissens",false
244,"","",false
245,"Mahlstrominformant","Mahlstrominformantin",true
246,"Bruderschaftsinformant","Bruderschaftsinformantin",true
247,"Legionsinformant","Legionsinformantin",true
248,"der Großmeister des Handwerks","die Großmeisterin des Handwerks",false
249,"der Großmeister des Sammelns","die Großmeisterin des Sammelns",false
250,"Schöpfer der Meisterwerke","Schöpferin der Meisterwerke",true
251,"Hüter der Meisterwerke","Hüterin der Meisterwerke",true
252,"Geschäftspartner","Geschäftspartnerin",true
253,"Meisterzimmerer","Meisterzimmerin",true
254,"Meistergrobschmied","Meistergrobschmiedin",true
255,"Meisterplattner","Meisterplattnerin",true
256,"Meistergoldschmied","Meistergoldschmiedin",true
257,"Meistergerber","Meistergerberin",true
258,"Meisterweber","Meisterweberin",true
259,"Meisteralchemist","Meisteralchemistin",true
260,"Meistergourmet","Meistergourmet",true
261,"Meisterminenarbeiter","Meisterminenarbeiterin",true
262,"Meistergärtner","Meistergärtnerin",true
263,"Meisterfischer","Meisterfischerin",true
264,"der Glückliche","die Glückliche",false
265,"der barmherzige Samariter","die barmherzige Samariterin",false
