Index,0 [0x0][0x0],1 [0x2][0x10],2 [0x0][0x4],3 [0x2][0x11],4 [0x2][0x12],5 [0x2][0x13],6 [0x2][0x14],7 [0x2][0x15],8 [0x0][0x8],9 [0x0][0xc],10 [0x5][0x24],11 [0x5][0x26],12 [0x3][0x28],13 [0x7][0x18],14 [0x3][0x29],15 [0x6][0x1c],16 [0x6][0x20]
2000043,"ボムの親指",0,"ボムの親指",0,0,1,0,0,"ガス生物ボムの親指","",30201,1,1,66706,3,83,85
2000044,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,"火花が飛び散る手持ち式の花火","",22647,1,1,66706,3,83,85
2000045,"ファイアキャンディ",0,"ファイアキャンディ",0,0,1,0,0,"ファイアクリスタル色に輝く美味しそうなキャンディ","",22624,1,1,66700,3,83,85
2000046,"ウィンドキャンディ",0,"ウィンドキャンディ",0,0,1,0,0,"ウィンドクリスタル色に輝く美味しそうなキャンディ","",22625,1,1,66700,3,83,85
2000047,"アースキャンディ",0,"アースキャンディ",0,0,1,0,0,"アースクリスタル色に輝く美味しそうなキャンディ","",22626,1,1,66700,3,83,85
2000048,"ボムの親指",0,"ボムの親指",0,0,1,0,0,"ガス生物ボムの親指","",30201,1,5,66701,3,83,85
2000049,"守護天節のランタン",0,"守護天節のランタン",0,0,1,0,0,"伝説のカボチャのお化けを模した、カボチャのランタン","",24153,1,1,66702,5,83,85
2000050,"ボムの親指",0,"ボムの親指",0,0,1,0,0,"ガス生物ボムの親指","",30201,1,1,66702,3,83,85
2000051,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,"火花が飛び散る手持ち式の花火","",22646,1,1,66702,3,83,85
2000052,"ファイアキャンディ",0,"ファイアキャンディ",0,0,1,0,0,"ファイアクリスタル色に輝く美味しそうなキャンディ","",22624,1,1,66708,3,83,85
2000053,"ウィンドキャンディ",0,"ウィンドキャンディ",0,0,1,0,0,"ウィンドクリスタル色に輝く美味しそうなキャンディ","",22625,1,1,66708,3,83,85
2000054,"アースキャンディ",0,"アースキャンディ",0,0,1,0,0,"アースクリスタル色に輝く美味しそうなキャンディ","",22626,1,1,66708,3,83,85
2000055,"ボムの親指",0,"ボムの親指",0,0,1,0,0,"ガス生物ボムの親指","",30201,1,5,66709,3,83,85
2000056,"守護天節のランタン",0,"守護天節のランタン",0,0,1,0,0,"伝説のカボチャのお化けを模した、カボチャのランタン","",24153,1,1,66710,5,83,85
2000057,"ボムの親指",0,"ボムの親指",0,0,1,0,0,"ガス生物ボムの親指","",30201,1,1,66710,3,83,85
2000058,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,"火花が飛び散る手持ち式の花火","",22645,1,1,66710,3,83,85
2000059,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000060,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000061,"琥珀色の薬液",0,"琥珀色の薬液",0,0,1,0,0,"ガビノー親方の小屋のガビノーから預かった薬液","",20661,1,3,65663,3,83,85
2000062,"チゴーの卵袋",0,"チゴーの卵袋",0,0,1,0,0,"チゴーの卵袋","",22623,1,8,65664,3,83,85
2000063,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000064,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000065,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000066,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000067,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000068,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000069,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000070,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000071,"アノールの卵",0,"アノールの卵",0,0,1,0,0,"アノールの卵","",25251,1,4,65661,3,83,85
2000072,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000073,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000074,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,"カーラインカフェの主ミューヌお手製のイールパイ","",24305,1,1,65621,3,83,85
2000075,"アメッタの豆袋",0,"アメッタの豆袋",0,0,1,0,0,"ムントゥイ豆の入った袋","",22623,1,6,65639,3,83,85
2000076,"エメリア宛ての手紙",0,"エメリア宛ての手紙",0,0,1,0,0,"アイルバートが落とした手紙","",26151,1,1,65635,3,83,85
2000077,"コチューの若葉",0,"コチューの若葉",0,0,1,0,0,"コチューの若葉","",25201,1,4,65634,0,83,85
2000078,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000079,"フ・ミバスの封書",0,"フ・ミバスの封書",0,0,1,0,0,"弓術士ギルドの冒険者フ・ミバスから預かった封書","",25918,0,1,65560,0,83,85
2000080,"糧秣袋",0,"糧秣袋",0,0,1,0,0,"カーラインカフェの冒険者セレスティーヌから預かった糧秣袋","",22623,0,1,65570,0,83,85
2000081,"骨製の穂先",0,"骨製の穂先",0,0,1,0,0,"骨製の穂先","",22303,0,1,65574,0,83,85
2000082,"蜜蝋の保革油",0,"蜜蝋の保革油",0,0,1,0,0,"蜜蝋の保革油","",22636,0,1,65574,0,83,85
2000083,"丈夫な荒縄",0,"丈夫な荒縄",0,0,1,0,0,"丈夫な荒縄","",26103,0,1,65574,0,83,85
2000084,"アーゼマローズの実",0,"アーゼマローズの実",0,0,1,0,0,"アーゼマローズの実","",25302,1,6,65577,0,83,85
2000085,"新鮮なギサールの野菜",0,"新鮮なギサールの野菜",0,0,1,0,0,"近東原産の球形の葉菜。チョコボの飼料として有名","",25218,1,1,66698,3,83,85
2000086,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000087,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000088,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000089,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000090,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000091,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000092,"ローズレットの種子",0,"ローズレットの種子",0,0,1,0,0,"ローズレットから入手した種子","",22623,1,6,65692,3,83,85
2000093,"新鮮なダイアマイトウェブ",0,"新鮮なダイアマイトウェブ",0,0,1,0,0,"ダイアマイトから入手した新鮮な粘液","",21664,1,6,65693,3,83,85
2000094,"蜂漬けの毒酒",0,"蜂漬けの毒酒",0,0,1,0,0,"蜂漬けの毒酒","",24403,1,1,65694,3,83,85
2000095,"小さな火種",0,"小さな火種",0,0,1,0,0,"小さな火種","",30202,1,1,65695,3,83,85
2000096,"レイアの卵",0,"レイアの卵",0,0,1,0,0,"チョコボ「レイア」の卵","",25252,1,1,65697,3,83,85
2000097,"ケーシャの封書",0,"ケーシャの封書",0,0,1,0,0,"ベントブランチ牧場のケーシャから預かった封書","",25918,1,1,0,3,83,85
2000098,"緋色の虫油",0,"緋色の虫油",0,0,1,0,0,"レディバグから入手した緋色の液体","",20641,1,6,65567,0,83,85
2000099,"蜂の死骸",0,"蜂の死骸",0,0,1,0,0,"ホーネット・スウォームの死骸","",22623,1,4,65694,3,83,85
2000100,"気の抜けたエール",0,"気の抜けたエール",0,0,1,0,0,"気の抜けたエール","",20643,1,3,65696,3,83,85
2000101,"アーゼマローズの香油",0,"アーゼマローズの香油",0,0,1,0,0,"アーゼマローズの香油","",20663,1,2,65556,3,83,85
2000102,"勇気の丸石",0,"勇気の丸石",0,0,1,0,0,"槍術士の試練に用いられる石","",21451,1,1,65571,0,83,85
2000103,"朽葉色の香油",0,"朽葉色の香油",0,0,1,0,0,"エ・スミ・ヤンに渡された朽葉色の香油","",22636,1,1,0,3,83,85
2000104,"古びた八分儀",0,"古びた八分儀",0,0,1,0,0,"航海に必要な経度を計測する道具。使い込まれているようだ","",21002,1,1,65644,3,83,85
2000105,"古びた八分儀",0,"古びた八分儀",0,0,1,0,0,"航海に必要な経度を計測する道具。使い込まれているようだ","",21002,1,1,65645,3,83,85
2000106,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000107,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000108,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000109,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000110,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000111,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000112,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000113,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000114,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000115,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000116,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000117,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000118,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000119,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,"カーラインカフェの主ミューヌお手製のイールパイ","",24305,1,1,65659,3,83,85
2000120,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,"カーラインカフェの主ミューヌお手製のイールパイ","",24305,1,1,65660,3,83,85
2000121,"濁りなき清水",0,"濁りなき清水",0,0,1,0,0,"東部森林の湖畔で集めた清水","",22614,1,1,65628,3,83,85
2000122,"勇気の丸石",0,"勇気の丸石",0,0,1,0,0,"槍術士の試練に用いられる石","",21451,1,1,65679,0,83,85
2000123,"魔導フォトセル",0,"魔導フォトセル",0,0,1,0,0,"緑色に輝く小さな発光体","",22625,1,99,0,0,83,85
2000124,"キャリオンチゴーの卵袋",0,"キャリオンチゴーの卵袋",0,0,1,0,0,"産卵期を迎えたチゴーから採取した卵袋","",22623,0,99,0,0,83,85
2000125,"ゾンビーの遺留物",0,"ゾンビーの遺留物",0,0,1,0,0,"リーヴの目標物","",22623,0,99,0,0,83,85
2000126,"大ぶりの蜜蜂",0,"大ぶりの蜜蜂",0,0,1,0,0,"甘露煮の材料に適した大ぶりの蜜蜂","",27002,0,99,0,0,83,85
2000127,"ヌメヌメ若葉",0,"ヌメヌメ若葉",0,0,1,0,0,"ヌメヌメとした感触のフォレストフライトラップの若葉","",25201,0,99,0,0,83,85
2000128,"密猟された皮革",0,"密猟された皮革",0,0,1,0,0,"密猟団「クァールクロウ」から押収した密猟品","",21002,0,99,0,0,83,85
2000129,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000130,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000131,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000132,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000133,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000134,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000135,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000136,"無記名の封書",0,"無記名の封書",0,0,1,0,0,"ワイモンドが作成した謎の封書","",25918,1,1,65685,3,83,85
2000137,"剣闘士フランツのポスター",0,"剣闘士フランツのポスター",0,0,1,0,0,"剣闘士フランツを応援するためのポスター","",25906,1,3,65689,3,181,367
2000138,"シュルーの粗皮",0,"スナッピングシュルーから採れる毛皮",0,0,1,0,0,"スナッピング・シュルーのざらついた粗皮","",21809,1,5,65699,3,83,85
2000139,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000140,"生温かい麻袋",0,"生温かい麻袋",0,0,1,0,0,"生温かい何かが詰まった麻袋","",22628,1,1,65709,3,83,85
2000141,"測量記録書",0,"測量記録書",0,0,1,0,0,"測量結果が書かれた紙","",26151,1,1,65711,3,83,85
2000142,"ボッグヤーゾンの甲殻",0,"ボッグヤーゾンの甲殻",0,0,1,0,0,"頑丈なボッグヤーゾンの殻","",22252,1,4,65733,0,83,85
2000143,"トモシビタケ",0,"トモシビタケ",0,0,1,0,0,"ピースガーデンの崖で採取した光り輝くキノコ","",25402,1,1,65731,3,83,85
2000144,"アブラムシ",0,"アブラムシ",0,0,1,0,0,"黒衣森の草むらに潜んでいた昆虫","",27003,1,1,65707,3,83,85
2000145,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000146,"測量道具箱",0,"測量道具箱",0,0,1,0,0,"測量器具の入った木箱","",21002,1,2,65711,3,83,85
2000147,"測量用の荒縄",0,"測量用の荒縄",0,0,1,0,0,"測量用の丈夫な荒縄","",26103,1,1,65711,3,83,85
2000148,"東アルデナード商会の荷物",0,"東アルデナード商会の荷物",0,0,1,0,0,"ベスパーベイから東アルデナード商会に送る荷物","",21003,1,3,65758,3,83,85
2000149,"サボテン水",0,"サボテン水",0,0,1,0,0,"保湿効果があるカクターの水","",20642,1,4,65759,3,83,85
2000150,"ファファフォノの荷物",0,"ファファフォノの荷物",0,0,1,0,0,"ファファフォノの荷物","",21003,1,3,65761,3,83,85
2000151,"ファンガーの毒胞子袋",0,"ファンガーの毒胞子袋",0,0,1,0,0,"解毒訓練に使うためのファンガーの毒胞子袋","",25403,0,99,0,0,83,85
2000152,"建材用コチューのつる",0,"建材用コチューのつる",0,0,1,0,0,"陣地構築訓練に使うためのコチューのつる","",26103,0,99,0,0,83,85
2000153,"天然磁石",0,"天然磁石",0,0,1,0,0,"磁力を帯びた天然の石","",21209,1,3,65764,3,83,85
2000154,"黄銅製のルアー",0,"黄銅製のルアー",0,0,1,0,0,"ボロボロになった黄銅製のルアー","",27055,1,2,65765,3,83,85
2000155,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000156,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000157,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000158,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000159,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000160,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000161,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000162,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000163,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000164,"コブランの虫油",0,"コブランの虫油",0,0,1,0,0,"コブランから搾り取ったベタベタの油","",20663,1,4,65763,3,83,85
2000165,"モモディ宛の手紙",0,"モモディ宛の手紙",0,0,1,0,0,"キキプが書いた、モモディ宛ての手紙","",25918,1,1,65766,3,83,85
2000166,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000167,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000168,"アントリングの大顎",0,"アントリングの大顎",0,0,1,0,0,"アントリング・ワーカーの硬くて鋭い顎","",22205,1,5,65841,3,83,85
2000169,"ハンマービークの骨片",0,"ハンマービークの骨片",0,0,1,0,0,"ハンマービークの大きな骨","",22202,1,1,0,3,83,85
2000170,"大ぶりの銀鉱 ",0,"大ぶりの銀鉱 ",0,0,1,0,0,"コブランが大好きな、キラキラ輝く銀の鉱石","",21211,1,1,0,3,83,85
2000171,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000172,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000173,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000174,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000175,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000176,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000177,"ハンマービークの骨片",0,"ハンマービークの骨片",0,0,1,0,0,"ハンマービークの大きな骨","",22202,1,8,65862,3,83,85
2000178,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000179,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000180,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000181,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000182,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000183,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000184,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000185,"愛用の釣竿",0,"愛用の釣竿",0,0,1,0,0,"使い込まれた古い釣竿","",38201,1,1,65921,3,83,85
2000186,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,"不審者の情報が書かれた伝令文書","",26151,1,1,65916,3,83,85
2000187,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,"不審者の情報が書かれた伝令文書","",26151,1,1,65916,3,83,85
2000188,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,"不審者の情報が書かれた伝令文書","",26151,1,1,65916,3,83,85
2000189,"冷水入りの水瓶",0,"冷水入りの水瓶",0,0,1,0,0,"冷たい水の入った瓶","",25055,1,1,0,3,83,85
2000190,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000191,"見慣れぬ革袋",0,"見慣れぬ革袋",0,0,1,0,0,"焚き火跡近くに落ちていた持ち主不明の革袋","",25919,1,1,65915,3,83,85
2000192,"ニメーヤリリーの花束",0,"ニメーヤリリーの花束",0,0,1,0,0,"祭壇に供える白い花","",22627,1,3,65919,3,83,85
2000193,"千年果実",0,"千年果実",0,0,1,0,0,"樹齢千年を超える長老の木に実った果実","",25308,0,99,0,0,83,85
2000194,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000195,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000196,"エールウィンの薬草トニック",0,"エールウィンの薬草トニック",0,0,1,0,0,"エールウィンが錬成した薬草トニック","",20661,1,1,65930,3,83,85
2000197,"古めかしい陶器",0,"古めかしい陶器",0,0,1,0,0,"ヒビがはいった古めかしい陶器","",25055,1,1,65931,3,83,85
2000198,"バラまかれたギル貨幣",0,"バラまかれたギル貨幣",0,0,1,0,0,"ギル貨幣が入った小袋","",25919,1,5,65932,3,83,85
2000199,"パンプキンの引替伝票",0,"パンプキンの引替伝票",0,0,1,0,0,"王立ナナモ菜園で予約したパンプキンの引き換え伝票","",25906,1,1,65839,3,83,85
2000200,"アンテロープの塩漬け肉",0,"アンテロープの塩漬け肉",0,0,1,0,0,"保存食として塩漬けにしたアンテロープの肉","",24353,1,1,0,3,83,85
2000201,"装飾具の注文書",0,"装飾具の注文書",0,0,1,0,0,"新米剣闘士ザザリックが発注した派手なサークレットの注文書","",26151,1,1,65701,3,83,85
2000202,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000203,"ムントゥイ豆入りの木箱",0,"ムントゥイ豆入りの木箱",0,0,1,0,0,"レミューが好む乾燥したムントゥイ豆の入った箱","",21003,1,1,0,3,83,85
2000204,"小さな幻具",0,"小さな幻具",0,0,1,0,0,"切り株の上で発見された小さな幻術用の杖","",32412,1,1,0,3,83,85
2000205,"小さな幻具",0,"小さな幻具",0,0,1,0,0,"切り株の上で発見された小さな幻術用の杖","",32412,1,1,0,3,83,85
2000206,"狩猟道具箱",0,"狩猟道具箱",0,0,1,0,0,"狩猟用の罠をしかけるための道具が入った箱","",21002,1,3,0,3,83,85
2000207,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000208,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000209,"アンテロープの臓物",0,"アンテロープの臓物",0,0,1,0,0,"生温かいアンテロープの臓物。森の守護者への捧げ物","",29002,1,4,0,3,83,85
2000210,"オチューの若葉",0,"オチューの若葉",0,0,1,0,0,"色合いの鮮やかなオチューの若葉","",25201,1,4,0,3,83,85
2000211,"新鮮なモールの肉",0,"新鮮なモールの肉",0,0,1,0,0,"激旨モールローフを作るのに必要な、モールの肉","",25155,1,2,65840,3,83,85
2000212,"大ぶりの銀鉱",0,"大ぶりの銀鉱",0,0,1,0,0,"コブランが大好きな、キラキラ輝く銀の鉱石","",21215,1,1,65843,3,83,85
2000213,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000214,"オロボンの白身",0,"オロボンの白身",0,0,1,0,0,"オロボンの柔らかくて肉厚の白身","",29002,1,4,65858,3,83,85
2000215,"六識の鮮血",0,"六識の鮮血",0,0,1,0,0,"六識綱のものと思しき血液。不思議と固まらない","",22601,1,4,0,3,83,85
2000216,"アマジナ印の木箱",0,"アマジナ印の木箱",0,0,1,0,0,"アマジナ鉱山社の鉱石輸送用の木箱","",21002,1,3,65844,3,83,85
2000217,"ナルディク＆ヴィメリー社の封書",0,"ナルディク＆ヴィメリー社の封書",0,0,1,0,0,"ハ・ナンザが筆頭造船師アートビルムに宛てた書類","",25918,1,1,65942,3,83,85
2000218,"ワフフのお手製弁当",0,"ララフェルの弁当",0,0,1,0,0,"ワフフが探しているお弁当","",22641,1,4,65945,3,83,85
2000219,"ライトニングスプライトの核",0,"ライトニングエレメンタルの核",0,0,1,0,0,"リベット打ち用の熱源","",21265,1,3,65946,3,83,85
2000220,"傷のないジャッカルの牙",0,"ハイエナの牙",0,0,1,0,0,"牙細工の材料","",22303,1,4,65947,3,83,85
2000221,"ドードーの腐肉",0,"ドードーの腐肉",0,0,1,0,0,"魔物を誘き出すためのエサ","",24353,1,1,65952,3,83,85
2000222,"ヴィクトリー号の操舵輪",0,"ヴィクトリー号の操舵輪",0,0,1,0,0,"フィリルスミッドが探していた船の部品","",21003,1,1,65951,3,83,85
2000223,"ヴィクトリー号の索具",0,"ヴィクトリー号の索具",0,0,1,0,0,"フィリルスミッドが探していた船の部品","",20910,1,1,65951,3,83,85
2000224,"ヴィクトリー号の帆布",0,"ヴィクトリー号の帆布",0,0,1,0,0,"フィリルスミッドが探していた船の部品","",21602,1,1,65951,3,83,85
2000225,"ラノシア・リリーベル",0,"ラノシア・リリーベル",0,0,1,0,0,"ギムトータに捧げる花","",25022,1,1,65953,3,83,85
2000226,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000227,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000228,"泥まみれの土器",0,"泥まみれの土器",0,0,1,0,0,"地面に埋まっていたゲルモラ時代の土器","",25054,1,5,0,3,83,85
2000229,"魔力を感じる剣",0,"魔力を感じる剣",0,0,1,0,0,"禍々しい魔力を感じる湾曲した剣","",30426,1,1,65981,3,83,85
2000230,"不快な臭いの虫ダンゴ",0,"不快な臭いの虫ダンゴ",0,0,1,0,0,"不快な臭いを放つ虫ダンゴ","",21005,1,2,65583,3,83,85
2000231,"骨細工の警笛",0,"骨細工の警笛",0,0,1,0,0,"密猟者同士の合図に使われる骨でできた笛","",25919,1,3,0,3,83,85
2000232,"フルフラワーの蜂蜜酒",0,"フルフラワーの蜂蜜酒",0,0,1,0,0,"酒房の店主バスカロンから渡された酒","",25057,1,1,65974,3,83,85
2000233,"バルーンの小指",0,"バルーンの小指",0,0,1,0,0,"熱を放つバルーンの小指","",25911,1,6,65974,3,83,85
2000234,"コッファー＆コフィンの注文票",0,"コッファー＆コフィンの注文票",0,0,1,0,0,"酒房「コッファー＆コフィン」で使われている注文票","",26153,1,4,65860,3,83,85
2000235,"鈍色の錬金薬",0,"鈍色の錬金薬",0,0,1,0,0,"槍術士フールクに渡された毒性の高い液体","",24403,1,1,65591,3,83,85
2000236,"血塗れたボアの牙",0,"血塗れたボアの牙",0,0,1,0,0,"ワイルドボアから入手した血塗れの牙","",22301,1,10,65592,3,83,85
