Index,0 [0x0][0x0]
16,"I know, I know─it is not easy being without a body. I promise to find one for you, but you must have patience. You are my husbandtobe, and there is nothing I would not do for you, so please, have faith in me. Give me time, my love, and I shall make you whole again, as you make me."
17,"I am sorry to keep you waiting, my love, but we cannot afford to compromise─not where your new body is concerned. Ordinary adventurers die often enough, leaving their ordinary corpses, but if you are to be like <forename>, we cannot settle for anything less than extraordinary.\nBut a strong body requires an equally strong soul─as I recently discovered. Now, you are probably worried that strong souls are rare, and so they are─but never fear, for we can create one ourselves! All we need is a plentiful supply of the weaker kind, and they are common indeed. Be patient just a little longer, my love, and all will be as you desire."
18,"With the nigh endless supply of bodies here, I will make you well again, my love. Then we shall be wed as man and wife, and forever be joined as the gods intended. Of course, it is only fitting that a proper ceremony be held, with guests in attendance. I will send out invitations to all our friends. They will be so happy for us, I have no doubt they will jump at the chance to part with their souls."
19,"To whoever reads this─if there is anyone left to read it─let it be known that I, Ser Pascaleret Neurtaille, bore witness to Dalamud's fall. The lesser moon's descent, the black doom which emerged from within, the flames which spread across the horizon, turning night to day─it shall haunt me for the rest of my days.\nIt is the dawn of the “Seventh Umbral Era,” according to some of the men. I told them to put no stock in the ravings of the prophetess, but even I do not know what to believe anymore."
20,"The engineers are still surveying the damage, but anyone with eyes can tell that the Dusk Vigil is beyond repair. Some walls are hardly fit to be called as such, piles of crumbling masonry as they are.\n\nThe officers have been pleading with Ser Yuhelmeric, asking him to order a withdrawal. He knows our position is untenable, yet he refuses. “We will hold it to the last, for we are the shields on the wall─the defenders of the Holy See,” he says. He is a brave, pious man. Less so, we who serve under him."
21,"The men we rescued from the collapsed wing have not fared well. Given our dwindling supplies and this seemingly endless blizzard, we may be forced to make difficult decisions soon.\n\nThis unseasonable weather grows worse with every passing day, and the toll it has taken on morale is plain. We have yet to receive reinforcements from the Holy See, and I fear none shall come. Nevertheless, Ser Yuhelmeric remains steadfast in his decision and will suffer no talk of withdrawal.\nSer Yuhelmeric's steward tells me he passes hours in the chapel, praying to the Fury for guidance... But I chanced to see him once, as he knelt before the statue. His eyes were transfixed upon the jewel in her helm, and he was whispering things I dare not write."
22,"Ser Yuhelmeric has taken me into his confidence. He says I am an honest man. I wish I were a braver one.\n\n\nThe mutiny has been quelled. Among the starving, half-mad knights were Ser Yuhelmeric's most trusted officers. He wielded the axe himself.\n\n\nSer Yuhelmeric received me in the chapel afterwards. I told him we will not last a fortnight without food. He smiled and told me that the Fury has blessed us with a bounty of fresh meat, then returned to his prayers. I joined him."
23,"O Halone, pray forgive Your humble servant. For too long have I let fear rule my heart, and in my cowardice have I been party to unspeakable acts.\n\n\nI know now I shall never see my children again─nor would I want them to look upon their father's face...and what it has become.\n\n\nI am outside Her grace."
24,"Exhibit I: Technology in Daily Life\nThis exhibit showcases the various scientific advances that allow Allagans to live lives of heretofore unheard-of ease and efficiency."
25,"Exhibit II: Technology in War\nSee the myriad marvels of Allagan military technology that have replaced flesh-and-blood soldiers, ensuring that no Allagan citizen need ever again lay down their life in battle."
26,"Exhibit III: The Phantom Ray\nFeast your eyes on this massive-yet-elegant automaton, designed to monitor─and if necessary, dispatch─potentially violent chimerical constructs."
27,"Exhibit IV: The Mirrorknight\nA second-generation construct boasting the strength of a bear and the acute vision of an owl. As with many early efforts at synthesis, lack of intelligence and a proclivity for violence limited its practical use."
28,"Exhibit V: The Shabti\nA fourth-generation construct, and one of the first to effectively employ cloning technology. With high intelligence and regenerative capacity, its development was hailed as a major breakthrough."
29,"Exhibit VI: The Naga\nAmong the first successful efforts in synthesizing a voidsent. Void research remains an emerging field, with future developments holding great promise."
30,"Exhibit VII: The Iksalion\nA highly intelligent construct employed by Allagan engineers to perform maintenance tasks. Notable flaws include a weakness against the elements and certain genetic instabilities."
31,"The rise of the Garlean Empire in the Year 1522 of the Sixth Astral Era led to significant changes in the structure of Garlean society. This is most evident in the adoption of titles which serve to indicate an individual's place within the social hierarchy.\nThe following information was compiled with the aid of informants within the empire and has yet to be verified:\nRoyalty: Zos - The emperor; Yae - Member of the royal family in the line of succession; Wir - Member of the royal family with no claim to the throne.\nMilitary: Van - Legatus; Tol - Tribunus laticlavius or Tribunus militum; Sas - Tribunus angusticlavius or Praefectus castrorum; Rem - Primus pilus or Pilus prior; Quo - Primi ordines or Centurion; Pyr - Optio, Tesserarius, or Decurion; Oen - Duplicarius or Legionarius.\nSpecialists: Nan - Chief engineer or engineer; Mal - Primus medicus or senior magitek technician; Lux - Chief medicus or magitek technician; Kir - Senior medicus or senior technician; Jen - Medicus or technician."
32,"Public Officials: Iyl - Dictator or Princeps senatus; Het - Consul, Praetor, Tribunus plebis, Aedilis, or Quaestor; Goe - Censor; Fae - Unknown; Eir - Unknown; Dus - Lictor.\n\nThis hierarchy extends to the general populace as well, though it is far less complex. The majority of citizens bear the “Ban” title, and there is a smaller group which appears to be comprised of respected artisans who have adopted the “Cen” title.\nThe “Aan” title is bestowed upon the peoples of annexed territories and indicates that they lack even the most basic rights afforded to a citizen.\nHowever, many Garleans view this as an opportunity rather than a condemnation, as citizenship may be granted to those who have demonstrated exceptional skills, as well as those who have contributed twenty or more years of military service."
33,"Chapter I─The Six Nativities & Myriad Creation.\nThe spark of Lightning ignites when it strikes, and thus Fire is born.\nThe heat of Fire renders to ash all that it touches, and thus Earth is born.\nThe density of Earth shuns sun and harbors cold, and thus Ice is born.\nThe armor of Ice melts away, and thus Water is born.\nThe moistness of Water mists and rises, and thus Wind is born.\nThe gusts and sighs of Wind gather the clouds, and thus Lightning is born.\n\nChapter II─The Three Conquests, Boundless and Unwavering.\nEarth grounds Lightning.\nWater erodes Earth.\nLightning boils Water.\nChapter III─The Three Submissions, Timeless and Unending.\nFire is extinguished by Wind.\nIce is melted by Fire.\nWind is obstructed by Ice."
34,"Though there is some debate as to whether or not Merlwyb Bloefhiswyn and her League of Lost Bastards were the first Eorzeans to discover the western continent, there is no denying that their navigational charts were instrumental in establishing the major trade routes of today.\nMoreover, the accounts from their expedition are widely regarded as both informative and entertaining. Of particular note is their first encounter with the Mamool Ja, as well as other indigenous peoples and creatures which seemed curiously intent on their demise.\nThese travel journals have since inspired a legion of explorers and treasure hunters to retrace the League's journey. Yet in spite of their numbers, the existence of “a bleedin' city o' gold” remains unconfirmed..."
35,"Beauty is ephemeral, but it needn't be. My lady Amandine knows this well, lovely creature that she is. Would that I could have the genuine article in my keeping...but alas, I shall have to settle for a pale imitation.\n\nThe vessel is not quite up to my usual standards, but beggars can't be choosers, as they say. I washed and anointed it per the instructions, then secured it to the bed with chains─wouldn't want her to get ideas above her station, oh no!\nGods, just the thought of it is enough to get my blood pumping! I can hardly wait to welcome my beloved succubus into this world!"
36,"The tentacles...so many tentacles! And the sound of it writhing on the bed! Gods, just listening to it is agony!\n\nI've made a terrible mistake."
