Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0xc],3 [0x3][0x20],4 [0x5][0xe],5 [0x3][0x21],6 [0x4][0x1e],7 [0x5][0x10],8 [0x3][0x22],9 [0x2][0x30],10 [0x3][0x23],11 [0x2][0x31],12 [0x19][0x34],13 [0x1a][0x34],14 [0x1b][0x34],15 [0x1c][0x34],16 [0x1d][0x34],17 [0x1e][0x34],18 [0x1f][0x34],19 [0x20][0x34],20 [0x19][0x35],21 [0x2][0x32],22 [0x1a][0x35],23 [0x1b][0x35],24 [0x3][0x24],25 [0x3][0x25],26 [0x3][0x26],27 [0x1c][0x35],28 [0x3][0x27],29 [0x5][0x12],30 [0x3][0x28],31 [0x5][0x14],32 [0x5][0x16],33 [0x1d][0x35],34 [0x5][0x18],35 [0x5][0x1a],36 [0x3][0x29],37 [0x2][0x33],38 [0x3][0x2a],39 [0x3][0x2b],40 [0x5][0x1c],41 [0x7][0x8],42 [0x3][0x2c],43 [0x3][0x2d],44 [0x1e][0x35],45 [0x1f][0x35],46 [0x3][0x2e],47 [0x20][0x35],48 [0x19][0x36],49 [0x1a][0x36],50 [0x1b][0x36],51 [0x1c][0x36],52 [0x1d][0x36],53 [0x1e][0x36],54 [0x1f][0x36],55 [0x20][0x36],56 [0x3][0x2f]
890,"attack","",405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
891,"attack","",405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
892,"attack","",405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
893,"attack","",405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,4,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
894,"attack","",405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
895,"attack","",405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
896,"attack","",405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
897,"attack","",405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
898,"attack","",405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
899,"attack","",405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
900,"Tornado","",405,2,98,81,2281,2350,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,50,0,0,5,3,0,0,0,0,0,false,false,0,false,true,false,true,true,true,false,false,true,0
901,"Rake","",405,3,0,0,1486,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
902,"the Lion's Breath","",405,3,130,109,1487,2106,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,10,60,0,6,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
903,"Swinge","",405,3,130,109,1695,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,40,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
904,"Sprout Smack","",405,3,0,0,1502,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
905,"Sprout Spin","",405,3,130,109,1503,2117,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
906,"Stolon","",405,3,0,0,1504,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
907,"Small Claw","",405,3,0,0,1505,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
908,"FF11クラブ：泡ブレス","",405,3,0,0,1506,2118,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0
909,"Screwdriver","",405,3,130,109,1507,2119,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,1,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0
910,"Water Wall","",405,3,130,109,1508,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
911,"Dark Orb","",405,2,0,109,1509,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
912,"Condemnation","",405,3,130,109,1510,2120,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0
913,"Painful Whip","",405,3,0,0,1513,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
914,"Gas Shell","",405,3,130,109,1514,2122,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0
915,"Bearclaw","",405,3,0,0,1515,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
916,"Filoplumage","",405,3,130,109,1516,2123,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
917,"Gust","",405,3,130,109,1517,2124,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,3,0,true,0,0,0,0,0,false,25,60,0,5,3,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
918,"Sharp Sting","",405,3,0,0,1518,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
919,"Final Sting","",405,3,130,109,1519,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,2,0,0,0,0,false,30,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
920,"Foreburst","",405,3,0,0,1520,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
921,"Wind Shear","",405,3,0,0,1521,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
922,"Zephyr Mantle","",405,3,130,109,1522,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
923,"Loop","",405,3,0,0,1523,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
924,"Slowcall","",405,3,130,109,1524,2125,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0
925,"FF12ミリアムガード：マップOBJ召喚武器投げ","",405,4,0,0,1597,1875,0,-1,0,3,false,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
926,"FF12ミリアムガード：マップOBJ召喚4つ同時","",405,4,0,0,1598,1875,0,-1,0,3,false,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
927,"Creeping Darkness","",405,2,130,109,1599,2188,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,6,50,0,true,0,0,0,0,0,false,25,300,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
928,"Darkness","",405,2,106,109,2280,2349,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,100,0,5,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
929,"Verge Line","",405,3,130,109,1601,2205,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,60,4,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,25,false,false,false,true,true,true,false,false,true,0
930,"Verge Pulse","",405,3,130,109,1444,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,6,60,0,true,0,0,0,0,0,false,100,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
931,"Mow","",405,3,130,109,1525,2126,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,6,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
932,"Triclip","",405,3,130,109,1526,2127,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,4,true,0,0,0,0,0,false,25,60,0,1,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
933,"Frightful Roar","",405,3,130,109,1527,2128,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,30,60,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
934,"Mortal Ray","",405,3,132,109,1528,2129,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,50,0,true,0,0,0,0,0,false,15,300,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
935,"Caudal Swipe","",405,3,130,109,1531,2130,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,20,100,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0
936,"Crushing Fangs","",405,3,0,0,1532,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
937,"Flatten","",405,3,130,109,1533,2131,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0
938,"Threaten","",405,4,0,0,1534,2132,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,2,0,0,false,0,0,0,0,0,false,0,200,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
939,"Standing Chine","",405,3,0,0,1535,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
940,"Kneeling Snath","",405,3,130,109,1536,2133,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
941,"Moldy Phlegm","",405,3,130,109,1726,2182,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
942,"Goobbue's Grief","",405,3,0,0,1727,2183,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,5,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
943,"Amorphic Flail","",405,3,0,0,1728,2184,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,5,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
944,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,0
945,"Sharpened Knife","",405,3,130,109,1730,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,10,211,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
946,"the Scourge of Nym","",405,3,132,109,1731,2185,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,25,200,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
947,"Everybody's Grudge","",405,3,130,109,1732,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
948,"Throat Stab","",405,3,0,0,1733,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
949,"Rancor Release","",405,0,132,109,1734,1875,0,-1,0,50,false,true,true,false,true,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,10,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
950,"Inhale","",405,3,130,109,1311,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,20,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0
951,"Eyes on Me","",405,3,0,0,1740,2186,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,30,0,true,0,0,0,0,0,false,0,100,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
952,"アーリマン：仲間を呼ぶ","",405,0,0,0,1741,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
953,"Ceruleum Pillar","",405,3,0,0,2319,2324,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,4,0,true,0,0,0,0,0,false,0,50,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
954,"Firewater","",405,3,130,109,1761,1875,0,-1,0,120,false,false,false,false,false,false,true,false,false,0,false,true,2,3,0,true,0,0,0,0,0,false,35,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
955,"Boulderdash","",405,3,0,0,1744,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
956,"Sand Pillar","",405,3,0,0,2317,2322,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,4,0,true,0,0,0,0,0,false,15,50,0,5,4,0,0,0,0,0,false,false,18,false,false,false,true,true,true,false,false,true,0
957,"Sand Pillar","",405,3,0,0,2318,2323,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,2,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,18,false,false,false,true,true,true,false,false,true,0
958,"Desolation","",405,3,130,109,1747,2187,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,55,6,true,0,0,0,0,0,false,23,10,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
959,"Sand Pillar","",405,3,0,0,2318,2323,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,2,0,true,2,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,18,false,false,false,true,true,true,false,false,true,0
960,"Sea of Pitch","",405,3,0,0,1749,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
961,"透明：ガーゴイル暗黒沼発生","",405,0,0,0,0,1875,0,-1,0,45,false,false,false,false,false,false,true,false,false,0,true,true,5,4,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
962,"Sea of Pitch","",405,3,0,0,1751,1838,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,true,true,2,4,0,true,2,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
963,"Barbaric Surge","",405,4,0,0,1769,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,600,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
964,"Aqua Vitae","",405,4,83,0,85,1875,0,-1,0,30,true,true,true,false,true,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,25,0,5,7,0,0,0,0,1,false,false,0,false,false,false,true,true,true,false,false,true,0
965,"Peck","",405,3,0,0,1488,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
966,"Fire","",405,2,106,79,473,1903,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,1,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true,0
967,"Blizzard","",405,2,106,80,474,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,2,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true,0
968,"Thunder","",405,2,106,83,475,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,5,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true,0
969,"Aero","",405,2,98,81,450,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,3,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true,0
970,"Stone","",405,2,98,82,448,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,4,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true,0
971,"Water","",405,2,98,84,453,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,6,0,0,0,0,1,true,false,0,false,false,false,true,true,true,false,false,true,0
972,"Scathe","",405,2,0,0,478,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,30,0,5,7,0,0,0,0,1,false,false,0,false,false,false,true,true,true,false,false,true,0
973,"Weight of the Land","",405,3,0,0,1580,2209,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,8,false,false,false,false,true,true,false,false,true,0
974,"Nerve Sever","",405,3,130,109,1496,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,2,true,0,0,0,0,0,false,25,60,0,1,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
975,"Neck Rip","",405,3,130,109,1497,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,2,true,0,0,0,0,0,false,25,60,0,1,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
976,"Lap","",405,3,0,0,1493,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
977,"Cap Bump","",405,3,0,0,1491,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
978,"Bog Bomb","",405,3,130,109,1498,2114,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,true,true,2,3,0,true,0,0,0,0,0,false,25,60,0,5,6,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
979,"Effluvium","",405,3,0,0,1213,1999,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
980,"Bog Bubble","",405,3,0,0,1498,2114,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,0,150,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
981,"Stagnant Spray","",405,3,130,109,1211,1997,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
982,"Eerie Light","",405,3,130,109,1213,1999,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,35,230,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
983,"Whistle","",405,4,0,0,1490,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
984,"Burning Cyclone","",405,3,130,109,1253,2020,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,5,60,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
985,"Levinshower","",405,3,130,109,1254,2021,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,5,60,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
986,"Screwdriver","",405,3,0,0,1507,2119,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
987,"Mind Blast","",405,3,130,109,1146,1961,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,8,0,true,0,0,0,0,0,false,50,600,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
988,"Drain Touch","",405,3,132,0,1147,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,250,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
989,"Grand Slam","",405,3,130,0,1202,1987,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
990,"Bang Toss","",405,3,130,0,1185,1980,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,0,60,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
991,"Bravado","",405,4,0,0,1569,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
992,"Goblin Attack","",405,3,0,0,311,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,150,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
993,"Scorched Earth","",405,3,0,0,1221,2179,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,6,6,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
994,"うろこトカゲ：雷属性ON","",405,0,0,0,0,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
995,"Electrify","",405,3,130,109,1758,2176,0,-1,0,120,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,35,0,0,6,5,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
996,"Bubble Burst","",405,3,0,0,1579,2175,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
