Index,0 [0x7][0xc],1 [0x0][0x8],2 [0x0][0x0],3 [0x0][0x4]
708,7,"","Wer ist der Anführer?","-"
709,7,"","Für kurze Zeit ist auch okay!","-"
710,7,"","Unsere Gruppe ist voll.","-"
711,7,"","Bitte assistieren.","-"
712,7,"","Gruppe auflösen.","-"
713,7,"","Mache eine Pause.","-"
714,7,"","Ich möchte teilnehmen.","-"
715,7,"","Leichter Trupp","-"
716,7,"","Voller Trupp","-"
717,7,"","Ich bin unerfahren.","-"
800,8,"@","【Taktiken】","Taktiken."
801,8,"","Bitte folgen.","-"
802,8,"","Ich folge dir.","-"
803,8,"","Bitte untersuche es.","-"
804,8,"","Gefunden!","-"
805,8,"","Volle Attacke!","-"
806,8,"","Komm ein Stück zurück!","-"
807,8,"","Achte auf die Feindseligkeit!","-"
808,8,"","Schlag den hier zuerst!","-"
809,8,"","Nicht angreifen!","-"
810,8,"","Bitte festhalten!","-"
811,8,"","Bitte neutralisieren!","-"
812,8,"","Bitte heilen!","-"
813,8,"","Bitte ausführen!","-"
814,8,"","Lauf weg!","-"
815,8,"","Hilfe!","-"
816,8,"","Stopp!","-"
817,8,"","Bin bereit.","-"
818,8,"","Nicht mehr vorhanden.","-"
819,8,"","Negativ.","-"
820,8,"","Bitte sparsam sein.","-"
821,8,"","Ich werde sparsam sein. ","-"
822,8,"","Ausrüstung ist in schlechtem Zustand.","-"
823,8,"","Fertig!","-"
824,8,"","Bitte markieren.","-"
825,8,"","Bitte benutzen.","-"
826,8,"","Lasst uns eine Pause machen.","-"
827,8,"","Ich bringe Gegner mit.","-"
828,8,"","Ich locke Gegner an.","-"
829,8,"","Bitte warten.","-"
830,8,"","Wir treffen uns dort.","-"
831,8,"","Gehen wir.","-"
832,8,"","Bleib dort.","-"
833,8,"","Bin unterwegs.","-"
834,8,"","Bin gleich wieder da.","-"
835,8,"","Würfeln, bitte.","-"
836,8,"","Schwachstelle:","-"
837,8,"","Achtung:","-"
838,8,"","Empfehlung:","-"
839,8,"","In dieser Reihenfolge niederstrecken:","-"
840,8,"","Ich möchte:","-"
841,8,"","Bitte zieh Feindseligkeit auf dich.","-"
842,8,"","Der Gegner ist nah!","-"
843,8,"","Macht doch nichts.","-"
844,8,"","Bitte ignorier das.","-"
845,8,"","Tauschen!","-"
846,8,"","Spring für mich ein!","-"
847,8,"","Ich greife zuerst an.","-"
848,8,"","Gehen wir es langsam an.","-"
849,8,"","Tu es!","-"
900,9,"@","【Rollen】","Rollen"
901,9,"","Anführer","-"
902,9,"","Meister","-"
903,9,"","Disziplinen der Krieger","-"
904,9,"","Disziplinen der Magier","-"
905,9,"","Disziplinen der Sammler","-"
906,9,"","Disziplinen der Handwerker","-"
907,9,"","Verteidiger","-"
908,9,"","Nahkämpfer","-"
909,9,"","Fernkämpfer","-"
910,9,"","Heiler","-"
911,9,"","Unterstützer","-"
912,9,"","Magischer Angreifer","-"
913,9,"","Angreifer","-"
950,10,"@","【Richtungen】","Richtungen."
951,10,"","Position","-"
952,10,"","Nord","-"
953,10,"","Süd","-"
954,10,"","Ost","-"
955,10,"","West","-"
956,10,"","Oben","-"
957,10,"","Unten","-"
958,10,"","Rechts","-"
959,10,"","Links","-"
960,10,"","Oberfläche","-"
961,10,"","Hinten","-"
962,10,"","Seite","-"
963,10,"","Vorn","-"
964,10,"","Mitte","-"
965,10,"","Flanke","-"
966,10,"","Innen","-"
967,10,"","Draußen","-"
968,10,"","Hier lang","-"
969,10,"","Dort hinten","-"
970,10,"","Dort lang","-"
971,10,"","Näher ran","-"
972,10,"","Weiter weg","-"
973,10,"","Eingang","-"
974,10,"","Ausgang","-"
1000,11,"@","【Zeit】","Zeit."
1001,11,"","Vorgestern","-"
1002,11,"","Gestern","-"
1003,11,"","Heute","-"
1004,11,"","Morgen","-"
1005,11,"","Übermorgen","-"
1006,11,"","Letzte Woche","-"
1007,11,"","Diese Woche","-"
1008,11,"","Nächste Woche","-"
1009,11,"","am Vormittag","-"
1010,11,"","am Nachmittag","-"
1011,11,"","Vormittag","-"
1012,11,"","Nachmittag","-"
1013,11,"","Nacht","-"
1014,11,"","Wochentag","-"
1015,11,"","Sonntag","-"
1016,11,"","Montag","-"
1017,11,"","Dienstag","-"
1018,11,"","Mittwoch","-"
1019,11,"","Donnerstag","-"
1020,11,"","Freitag","-"
1021,11,"","Samstag","-"
1022,11,"","Ferien","-"
1023,11,"","Pause","-"
1024,11,"","Lange Zeit","-"
1025,11,"","Kurz","-"
1026,11,"","Datum","-"
1027,11,"","Sekunde","-"
1028,11,"","Minute","-"
1029,11,"","Stunde","-"
1030,11,"","Monat","-"
1031,11,"","Jahr","-"
1032,11,"","Januar","-"
1033,11,"","Februar","-"
1034,11,"","März","-"
1035,11,"","April","-"
1036,11,"","Mai","-"
1037,11,"","Juni","-"
1038,11,"","Juli","-"
1039,11,"","August","-"
1040,11,"","September","-"
1041,11,"","Oktober","-"
1042,11,"","November","-"
1043,11,"","Dezember","-"
1044,11,"","Letzen Monat","-"
1045,11,"","Diesen Monat","-"
1046,11,"","Nächsten Monat","-"
1047,11,"","Letztes Jahr","-"
1048,11,"","Dieses Jahr","-"
1049,11,"","Nächstes Jahr","-"
1050,11,"","Jetzt","-"
1051,11,"","Gleich","-"
1052,11,"","Jederzeit","-"
1053,11,"","erste(r/s)","-"
1054,11,"","letzte(r/s)","-"
1055,11,"","Wartezeit","-"
1056,11,"","Verbleibende Zeit","-"
1057,11,"","Ende","-"
1058,11,"","Sechste Ära des Lichts","-"
1059,11,"","Siebte Katastrophe","-"
1060,11,"","Siebte Ära des Lichts","-"
1150,13,"@","【Transport】","Transport."
1151,13,"","Gehen","-"
1152,13,"","Laufen","-"
1153,13,"","Folgen","-"
1154,13,"","Chocobo","-"
1155,13,"","Persönlicher Chocobo","-"
1156,13,"","Miet-Chocobo","-"
1157,13,"","Linien-Chocobo","-"
1158,13,"","Reittier","-"
1159,13,"","Teleportieren","-"
1160,13,"","Rückführung","-"
1161,13,"","Ätheryten-Netz","-"
1162,13,"","Luftschiff","-"
1163,13,"","Heimatpunkt","-"
1164,13,"","Fähre","-"
1165,13,"","fliegendes Reittier","-"
1200,14,"@","【Einrichtungen】","Einrichtungen."
1201,14,"","Ätheryt","-"
1202,14,"","Stadt-Ätheryt","-"
1203,14,"","Abenteurergilde","-"
1204,14,"","Gilde","-"
1205,14,"","Händler","-"
1206,14,"","Chocobo-Stall","-"
1207,14,"","Herberge","-"
1208,14,"","Krämerklingel","-"
1209,14,"","Ruhebereich","-"
1210,14,"","Freibrief-Ausgabe","-"
1211,14,"","Kontaktperlen-Ausgabe","-"
1212,14,"","Marktbrett","-"
1213,14,"","Schalter für Gehilfen","-"
1214,14,"","Reparateur","-"
1215,14,"","Luftschiff-Landeplatz","-"
1216,14,"","Mogry-Post","-"
1217,14,"","Fähranleger","-"
1218,14,"","Fähre (Limsa-Abendstern)","-"
1219,14,"","Luftschiff-Landeplatz","-"
1220,14,"","Mahlstrom-Flottenkommando","-"
1221,14,"","Abaton der Bruderschaft","-"
1222,14,"","Ewige Halle","-"
1223,14,"","Wohngebiet","-"
1224,14,"","Teilnahmeschalter","-"
1225,14,"","Jagdbrett","-"
1226,14,"","Meteorologin","-"
1227,14,"","Kosmetikerklingel","-"
1228,14,"","Erweiterter Bezirk","-"
1250,15,"@","【Staatliche Gesellschaft】","Staatliche Gesellschaft."
1251,15,"","Staatliche Gesellschaft","-"
1252,15,"","Rang in Staatlicher Gesellschaft","-"
1253,15,"","Kriegsmaterialbeschaffung","-"
1254,15,"","Nachschublieferung","-"
1255,15,"","Experteneinsätze","-"
1256,15,"","Der Mahlstrom","-"
1257,15,"","Bruderschaft der Morgenviper","-"
1258,15,"","Legion der Unsterblichen","-"
1270,16,"@","【Freie Gesellschaft】","Freie Gesellschaft."
1271,16,"","Freie Gesellschaft","-"
1272,16,"","Unterschrift","-"
1273,16,"","Anschlagbrett","-"
1274,16,"","Schatztruhe der Gesellschaft","-"
1275,16,"","Wappen der Gesellschaft","-"
1276,16,"","Gesellschafts-Kommandos","-"
1300,17,"@","【System】","System."
1301,17,"","Klasse","-"
1302,17,"","Klassenwechsel","-"
1303,17,"","Job","-"
1304,17,"","Jobwechsel","-"
1305,17,"","Jobkristall","-"
1306,17,"","Stufe","-"
1307,17,"","Routine","-"
1308,17,"","Schutzgott","-"
1309,17,"","Volk","-"
1310,17,"","Volksstamm","-"
1311,17,"","Areal","-"
1312,17,"","Arsenal","-"
1313,17,"","Gegenstand","-"
1314,17,"","Ausrüstungsset","-"
1315,17,"","Erholungsbonus","-"
1316,17,"","Solo","-"
1317,17,"","Gruppe","-"
1318,17,"","Reittier","-"
1319,17,"","Begleiter","-"
1320,17,"","Gehilfe","-"
1321,17,"","Kampf","-"
1322,17,"","Synthese","-"
1323,17,"","Sammeln","-"
1324,17,"","Zustand (von Ausrüstung)","-"
1325,17,"","Emotionale Bindung","-"
1326,17,"","Ausrüstungsaffinität","-"
1327,17,"","Schatztruhe","-"
1328,17,"","Ziel","-"
1329,17,"","Ziel feststellen","-"
1330,17,"","Fokusziel","-"
1331,17,"","Feindmarkierung","-"
1332,17,"","Menü","-"
1333,17,"","Karte","-"
1334,17,"","Kundendienst","-"
1335,17,"","Screenshot","-"
1336,17,"","Ausloggen","-"
1337,17,"","Spiel beenden","-"
1338,17,"","Herunterfahren","-"
1339,17,"","Auto-Übersetzung","-"
1340,17,"","Emote","-"
1341,17,"","Errungenschaften","-"
1342,17,"","Titel","-"
1343,17,"","Vermögen","-"
1344,17,"","Gil","-"
1345,17,"","Handel","-"
1346,17,"","Untersuchen","-"
1347,17,"","Automatisches Folgen","-"
1348,17,"","Allianz","-"
1349,17,"","Unterkunft","-"
1350,17,"","Verbundenheit","-"
1351,17,"","Verbundenheitsrang","-"
1352,17,"","WS-Ehrung","-"
1353,17,"","Allagische Steine","-"
1354,17,"","Allagische Steine der Mythologie","-"
1355,17,"","Allagische Steine der Philosophie","-"
1356,17,"","Für Ausschluss stimmen","-"
1357,17,"","Für Abbruch stimmen","-"
1358,17,"","Geländemarkierung","-"
1359,17,"","Bodenziel","-"
1360,17,"","Projizieren","-"
1361,17,"","Allagische Steine der Strategie","-"
1362,17,"","Kosmetiker","-"
1363,17,"","Gehilfenunternehmungen","-"
1364,17,"","Atma","-"
1365,17,"","Zodiak-Waffe","-"
1366,17,"","Alexandrit","-"
1367,17,"","Animus","-"
1368,17,"","Novus","-"
1369,17,"","Jagdabzeichen","-"
1370,17,"","Jagdlizenz","-"
1371,17,"","Carteneauer Front","-"
1372,17,"","Kraft des Transzendierens","-"
1373,17,"","Chocobo-Aufzucht","-"
1374,17,"","Wetterbericht","-"
1375,17,"","Allagische Steine der Poesie","-"
1376,17,"","Sollpunkte","-"
1377,17,"","Staatstaler","-"
1378,17,"","Wolfsmarken","-"
1379,17,"","Zenit","-"
1380,17,"","Nexus","-"
1381,17,"","Centurio-Abzeichen","-"
1382,17,"","Allagische Steine der Juristik","-"
1383,17,"","Allagische Steine der Esoterik","-"
1384,17,"","Regel: Anführer","-"
1385,17,"","Regel: Gier","-"
1400,18,"@","【Kampf】","Kampf."
1401,18,"","Attacke","-"
1402,18,"","Kommando","-"
1403,18,"","Allgemeines Kommando","-"
1404,18,"","Eigenschaft","-"
1405,18,"","Job-Kommando","-"
1406,18,"","Ergänzendes Kommando","-"
1407,18,"","Magie","-"
1408,18,"","Waffenfertigkeit","-"
1409,18,"","Talent","-"
1410,18,"","Aktivierungszeit","-"
1411,18,"","Reaktivierungszeit","-"
1412,18,"","Affinität","-"
1413,18,"","Verbundene Monster","-"
1414,18,"","Familiar","-"
1415,18,"","Mitstreiter","-"
1416,18,"","Feindseligkeit","-"
1417,18,"","Aggressiv","-"
1418,18,"","Nicht aggressiv","-"
1419,18,"","K. o.","-"
1420,18,"","Beutegut","-"
1421,18,"","Beutegut verteilen","-"
1422,18,"","Würfeln","-"
1423,18,"","Widerstehen","-"
1424,18,"","Erlernen","-"
1425,18,"","Aggro","-"
1426,18,"","Wirkungsbereich","-"
1427,18,"","Limitrausch","-"
1428,18,"","Feind","-"
1429,18,"","Monster","-"
1430,18,"","Notorisches Monster","-"
1431,18,"","Bonuspunkte-Verteilung","-"
1432,18,"","Erfolgssträhne","-"
1433,18,"","Arsenal-Bonus","-"
1434,18,"","Stufenanpassung","-"
1435,18,"","PvP-Kommando","-"
1436,18,"","Flächenangriff","-"
1437,18,"","Flächenangriff (vorne)","-"
1438,18,"","Flächenangriff (hinten)","-"
1439,18,"","Flächenangriff (rundum)","-"
1440,18,"","Posten","-"
1441,18,"","Allagischer Wohnbezirk","-"
1442,18,"","Schlüsselstellung","-"
1443,18,"","Flagge","-"
1444,18,"","Erobert","-"
1445,18,"","Neutral","-"
1446,18,"","Punkte","-"
1447,18,"","Allagischer Marktplatz","-"
1448,18,"","Allagischer Sonnentempel","-"
1449,18,"","Kombo","-"
1450,18,"","Adrenalinstoß","-"
1451,18,"","Attacke auf Einzelziel","-"
1452,18,"","Balliste","-"
1453,18,"","Allagischer Echolith","-"
1500,19,"@","【Online-Status】","Online-Status."
1501,19,"","Online","-"
1502,19,"","Abwesend","-"
1503,19,"","Beschäftigt","-"
1504,19,"","Sucht Gruppe","-"
1505,19,"","Übernimmt Materia-Einsetzen","-"
1506,19,"","In einem Inhalt","-"
1507,19,"","Offline","-"
1508,19,"","In Gruppensuche","-"
1509,19,"","Neuling","-"
1550,20,"@","【Soziales】","Soziales."
1551,20,"","Chat","-"
1552,20,"","Flüstern","-"
1553,20,"","Sagen","-"
1554,20,"","Schreien","-"
1555,20,"","Rufen","-"
1556,20,"","Freundesliste","-"
1557,20,"","Schwarze Liste","-"
1558,20,"","Spielersuche","-"
1559,20,"","Kontaktkreis","-"
1560,20,"","Mogry-Post","-"
1561,20,"","Lodestone","-"
1562,20,"","Blog","-"
1563,20,"","Folgen","-"
1564,20,"","Forum","-"
1565,20,"","Ranglisten","-"
1566,20,"","Rangliste der Staatlichen Gesellschaften","-"
1567,20,"","Rangliste der Freien Gesellschaften","-"
1568,20,"","Gruppe","-"
1569,20,"","Allianz","-"
1570,20,"","Kontaktkreis","-"
1571,20,"","Freie Gesellschaft","-"
1600,22,"@","【Sammeln & Synthese】","Sammeln & Synthese."
1601,22,"","Scherbe","-"
1602,22,"","Kristall","-"
1603,22,"","Poly-Kristall","-"
1604,22,"","Materia","-"
1605,22,"","In Materia umwandeln","-"
1606,22,"","Materia-Synthese","-"
1607,22,"","Markt","-"
1608,22,"","Gegenstandssuche","-"
1609,22,"","HQ","-"
1610,22,"","Selten","-"
1611,22,"","Persönlich gebunden","-"
1612,22,"","Material","-"
1613,22,"","Eilsynthese","-"
1614,22,"","Qualität","-"
1615,22,"","Hohe Qualität","-"
1616,22,"","Höchste Qualität","-"
1617,22,"","Reparieren","-"
1618,22,"","Material für Reparatur","-"
1619,22,"","Färben von Gegenständen","-"
1620,22,"","Nutzbaum","-"
1621,22,"","Abholzen","-"
1622,22,"","Abernten","-"
1623,22,"","Lagerstätte","-"
1624,22,"","Abbauen","-"
1625,22,"","Herausbrechen","-"
1626,22,"","Fischen","-"
1627,22,"","Materia einsetzen","-"
1628,22,"","Mehr als eine Materia einsetzen","-"
1629,22,"","Gartenarbeit","-"
1630,22,"","Gartenpflege","-"
1631,22,"","Ernte","-"
1632,22,"","Meisterrezepte","-"
1633,22,"","Materialverwertung","-"
1634,22,"","Kapitalfische","-"
1635,22,"","Freilassen","-"
1636,22,"","Unbekannter Ort","-"
1637,22,"","Sammlerstück","-"
1638,22,"","Spezialist","-"
1639,22,"","Gunst-Talismane","-"
1640,22,"","Folklore-Almanach","-"
1641,22,"","Handwerkerschein","-"
1642,22,"","Sammlerschein","-"
1643,22,"","Roter Handwerkerschein","-"
1644,22,"","Blauer Handwerkerschein","-"
1645,22,"","Roter Sammlerschein","-"
1646,22,"","Blauer Sammlerschein","-"
1900,23,"@","【Primae & Stämme】","Primae."
1901,23,"","Primae","-"
1902,23,"","Ifrit","-"
1903,23,"","Titan","-"
1904,23,"","Garuda","-"
1905,23,"","Bahamut","-"
1906,23,"","Mogul Mog","-"
1907,23,"","Wilde Stämme","-"
1908,23,"","Amalj'aa","-"
1909,23,"","Sylphen","-"
1910,23,"","Ixal","-"
1911,23,"","Kobolde","-"
1912,23,"","Sahagin","-"
1913,23,"","Leviathan","-"
1914,23,"","Ramuh","-"
1915,23,"","Shiva","-"
1916,23,"","Alexander","-"
1917,23,"","Ravana","-"
1918,23,"","Bismarck","-"
2000,24,"@","【Inhalte】","Inhalte."
2001,24,"","Spielinhalt","-"
2002,24,"","Auftrag","-"
2003,24,"","Hauptszenario-Auftrag","-"
2004,24,"","Miniauftrag","-"
2005,24,"","Gildenauftrag","-"
2006,24,"","Job-Auftrag","-"
2007,24,"","Staatlicher Auftrag","-"
2008,24,"","FATE","-"
2009,24,"","Gildenfreibrief","-"
2010,24,"","Freibrief","-"
2011,24,"","Gefechtserlass","-"
2012,24,"","Sammelerlass","-"
2013,24,"","Fertigungserlass","-"
2015,24,"","Staatserlass","-"
2017,24,"","Verbundschein","-"
2018,24,"","Freibrief-Vollmachten","-"
2019,24,"","Freibrief-Schwierigkeit","-"
2020,24,"","Gildengeheiß","-"
2021,24,"","Dungeon","-"
2022,24,"","Primae-Kampf/Prüfung","-"
2023,24,"","Primae-Kampf (Götterdämmerung/Zenit)","-"
2024,24,"","Kampf gegen Legatus","-"
2025,24,"","Raid","-"
2026,24,"","Kolosseum","-"
2027,24,"","Tausend Löcher von Toto-Rak","-"
2028,24,"","Totenacker Tam-Tara","-"
2029,24,"","Kupferglocken-Mine","-"
2030,24,"","Sastasha","-"
2031,24,"","Goldklamm","-"
2032,24,"","Haukke-Herrenhaus","-"
2033,24,"","Halatali","-"
2034,24,"","Brüllvolx' Langrast","-"
2035,24,"","Versunkener Tempel von Qarn","-"
2036,24,"","Palast des Wanderers","-"
2037,24,"","Steinerne Wacht","-"
2038,24,"","Sägerschrei","-"
2039,24,"","Feste Dzemael","-"
2040,24,"","Die Ruinen von Amdapor","-"
2041,24,"","Castrum Meridianum - Außenbereich","-"
2042,24,"","Castrum Meridianum - Praetorium","-"
2043,24,"","Einer für alle, alle für einen","-"
2044,24,"","Bockmanns Gefolge","-"
2045,24,"","Sturmkommando","-"
2046,24,"","Gil oder Leben","-"
2047,24,"","Unkraut jäten","-"
2048,24,"","Ins Wespennest stechen","-"
2049,24,"","Briaxio ausschalten","-"
2050,24,"","Bombige Goblins","-"
2051,24,"","Tödliches Rankenspiel","-"
2052,24,"","Gefahr aus dem Nichts","-"
2053,24,"","Kampf gegen Schatten","-"
2054,24,"","Miss Bombastic","-"
2055,24,"","Unzertrennlich","-"
2056,24,"","Reliquienstreit","-"
2057,24,"","Grab der Lohe (normal)","-"
2058,24,"","Der Nabel (normal)","-"
2059,24,"","Das Tosende Auge (normal)","-"
2060,24,"","Götterdämmerung - Ifrit","-"
2061,24,"","Götterdämmerung - Titan","-"
2062,24,"","Götterdämmerung - Garuda","-"
2063,24,"","Kap Westwind","-"
2064,24,"","Bahamuts Verschlungene Schatten","-"
2065,24,"","Wolfshöhle (PvP)","-"
2066,24,"","Zenit der Götter - Ifrit","-"
2067,24,"","Zenit der Götter - Titan","-"
2068,24,"","Zenit der Götter - Garuda","-"
2069,24,"","Königliche Konfrontation (schwer)","-"
2070,24,"","Heldenlied von Ultima","-"
2071,24,"","Kristallturm","-"
2072,24,"","Bahamut 1 - Begegnung","-"
2073,24,"","Labyrinth der Alten","-"
2074,24,"","Entziffern","-"
2075,24,"","Schwere Version","-"
2076,24,"","Zufallsinhalt","-"
2077,24,"","Bahamut 2 - Vorstoß","-"
2078,24,"","Pharos Sirius","-"
2079,24,"","Königliche Konfrontation (extrem)","-"
2080,24,"","Götterdämmerung - Leviathan","-"
2081,24,"","Zenit der Götter - Leviathan","-"
2082,24,"","Kampf gegen die Chimära","-"
2083,24,"","Kampf gegen die Hydra","-"
2084,24,"","Duell auf der großen Brücke","-"
2085,24,"","PvP","-"
2086,24,"","Auftrag der Wilden Stämme","-"
2087,24,"","Nebenauftrag der Wilden Stämme","-"
2088,24,"","Hauptauftrag der Wilden Stämme","-"
2089,24,"","Szenario-Nebenaufträge","-"
2090,24,"","Schatzsuche","-"
2091,24,"","Chroniken der neuen Ära","-"
2092,24,"","Saisonales Ereignis","-"
