Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd],8 [0x3][0x18],9 [0x3][0x19],10 [0x3][0x1a],11 [0x5][0x14],12 [0x5][0x16],13 [0x7][0x10]
88,"",0,"",0,0,1,0,0,3,0,3,84,0,1596
89,"",0,"",0,0,1,0,0,3,0,2,85,0,1597
90,"",0,"",0,0,1,0,0,3,0,2,86,0,1597
91,"",0,"",0,0,1,0,0,3,0,2,87,0,1597
92,"",0,"",0,0,1,0,0,3,0,1,88,0,1598
93,"",0,"",0,0,1,0,0,3,0,1,89,0,1598
94,"",0,"",0,0,1,0,0,3,0,2,90,0,1597
95,"",0,"",0,0,1,0,0,3,0,2,91,0,1597
96,"",0,"",0,0,1,0,0,3,0,2,92,0,1597
97,"",0,"",0,0,1,0,0,3,0,3,93,0,1596
98,"",0,"",0,0,1,0,0,3,0,3,94,0,1596
99,"",0,"",0,0,1,0,0,3,0,3,95,0,1596
100,"",0,"",0,0,1,0,0,3,0,3,96,0,1596
101,"",0,"",0,0,1,0,0,3,0,3,97,0,1596
102,"",0,"",0,0,1,0,0,3,0,3,98,0,1596
103,"",0,"",0,0,1,0,0,3,0,3,99,0,1596
104,"",0,"",0,0,1,0,0,3,0,3,100,0,1596
105,"",0,"",0,0,1,0,0,3,0,3,101,0,1596
106,"",0,"",0,0,1,0,0,3,0,3,101,0,1596
107,"",0,"",0,0,1,0,0,3,0,3,101,0,1596
108,"",0,"",0,0,1,0,0,3,0,2,104,0,1597
109,"",0,"",0,0,1,0,0,3,0,2,105,0,1597
110,"",0,"",0,0,1,0,0,3,0,2,106,0,1597
111,"",0,"",0,0,1,0,0,3,0,2,107,0,1597
112,"",0,"",0,0,1,0,0,3,0,1,108,0,1598
113,"",0,"",0,0,1,0,0,3,0,3,109,0,1596
114,"",0,"",0,0,1,0,0,3,0,3,110,0,1596
115,"",0,"",0,0,1,0,0,3,0,3,111,0,1596
116,"",0,"",0,0,1,0,0,3,0,3,112,0,1596
117,"",0,"",0,0,1,0,0,3,0,3,113,0,1596
118,"",0,"",0,0,1,0,0,3,0,3,114,0,1596
119,"",0,"",0,0,1,0,0,3,0,3,115,0,1596
120,"",0,"",0,0,1,0,0,3,0,1,116,0,1598
121,"",0,"",0,0,1,0,0,2,40,3,75,75,1596
122,"",0,"",0,0,1,0,0,2,40,3,76,76,1596
123,"",0,"",0,0,1,0,0,2,40,3,77,77,1596
124,"",0,"",0,0,1,0,0,2,30,3,78,78,1596
125,"",0,"",0,0,1,0,0,2,30,3,79,79,1596
126,"",0,"",0,0,1,0,0,2,30,3,80,80,1596
127,"",0,"",0,0,1,0,0,2,30,3,81,81,1596
128,"",0,"",0,0,1,0,0,3,0,3,117,0,1596
129,"",0,"",0,0,1,0,0,3,0,3,118,0,1596
130,"",0,"",0,0,1,0,0,3,0,3,119,0,1596
131,"",0,"",0,0,1,0,0,3,0,3,120,0,1596
132,"",0,"",0,0,1,0,0,3,0,3,121,0,1596
133,"",0,"",0,0,1,0,0,3,0,3,122,0,1596
134,"",0,"",0,0,1,0,0,3,0,2,123,0,1597
135,"",0,"",0,0,1,0,0,3,0,2,124,0,1597
136,"",0,"",0,0,1,0,0,3,0,2,125,0,1597
137,"",0,"",0,0,1,0,0,3,0,2,126,0,1597
138,"",0,"",0,0,1,0,0,3,0,1,127,0,1598
139,"",0,"",0,0,1,0,0,3,0,1,128,0,1598
140,"",0,"",0,0,1,0,0,3,0,2,129,0,1597
141,"",0,"",0,0,1,0,0,3,0,2,130,0,1597
142,"",0,"",0,0,1,0,0,3,0,2,131,0,1597
143,"",0,"",0,0,1,0,0,3,0,3,132,0,1596
144,"",0,"",0,0,1,0,0,3,0,3,133,0,1596
145,"",0,"",0,0,1,0,0,3,0,3,134,0,1596
146,"",0,"",0,0,1,0,0,3,0,3,135,0,1596
147,"",0,"",0,0,1,0,0,3,0,3,136,0,1596
148,"",0,"",0,0,1,0,0,3,0,1,137,0,1598
149,"",0,"",0,0,1,0,0,3,0,2,138,0,1597
150,"",0,"",0,0,1,0,0,3,0,2,139,0,1597
151,"",0,"",0,0,1,0,0,3,0,2,140,0,1597
152,"",0,"",0,0,1,0,0,3,0,3,141,0,1596
153,"",0,"",0,0,1,0,0,3,0,3,142,0,1596
154,"",0,"",0,0,1,0,0,3,0,3,143,0,1596
155,"",0,"",0,0,1,0,0,3,0,3,144,0,1596
156,"",0,"",0,0,1,0,0,3,0,3,145,0,1596
157,"",0,"",0,0,1,0,0,3,0,3,146,0,1596
158,"",0,"",0,0,1,0,0,3,0,3,147,0,1596
159,"",0,"",0,0,1,0,0,3,0,3,148,0,1596
160,"",0,"",0,0,1,0,0,3,0,3,149,0,1596
161,"",0,"",0,0,1,0,0,3,0,3,150,0,1596
162,"",0,"",0,0,1,0,0,3,0,3,151,0,1596
163,"",0,"",0,0,1,0,0,3,0,3,152,0,1596
164,"",0,"",0,0,1,0,0,3,0,2,153,0,1597
165,"",0,"",0,0,1,0,0,3,0,2,154,0,1597
166,"",0,"",0,0,1,0,0,3,0,2,155,0,1597
167,"",0,"",0,0,1,0,0,3,0,1,156,0,1598
168,"",0,"",0,0,1,0,0,3,0,3,157,0,1596
169,"",0,"",0,0,1,0,0,3,0,3,158,0,1596
170,"",0,"",0,0,1,0,0,3,0,3,159,0,1596
171,"",0,"",0,0,1,0,0,3,0,3,160,0,1596
172,"",0,"",0,0,1,0,0,3,0,3,161,0,1596
173,"",0,"",0,0,1,0,0,3,0,3,162,0,1596
174,"",0,"",0,0,1,0,0,3,0,2,163,0,1597
175,"",0,"",0,0,1,0,0,3,0,2,164,0,1597
176,"",0,"",0,0,1,0,0,3,0,2,165,0,1597
177,"",0,"",0,0,1,0,0,3,0,1,166,0,1598
178,"",0,"",0,0,1,0,0,3,0,3,167,0,1596
179,"",0,"",0,0,1,0,0,3,0,3,168,0,1596
180,"",0,"",0,0,1,0,0,3,0,3,169,0,1596
181,"",0,"",0,0,1,0,0,3,0,3,170,0,1596
182,"",0,"",0,0,1,0,0,3,0,2,171,0,1597
183,"",0,"",0,0,1,0,0,3,0,2,172,0,1597
184,"",0,"",0,0,1,0,0,3,0,2,173,0,1597
185,"",0,"",0,0,1,0,0,3,0,1,174,0,1598
186,"",0,"",0,0,1,0,0,3,0,3,175,0,1596
187,"",0,"",0,0,1,0,0,3,0,3,176,0,1596
188,"",0,"",0,0,1,0,0,3,0,3,177,0,1596
189,"",0,"",0,0,1,0,0,3,0,2,178,0,1597
190,"",0,"",0,0,1,0,0,3,0,2,179,0,1597
191,"",0,"",0,0,1,0,0,3,0,2,180,0,1597
192,"",0,"",0,0,1,0,0,3,0,1,181,0,1598
193,"",0,"",0,0,1,0,0,3,0,3,182,0,1679
194,"",0,"",0,0,1,0,0,3,0,3,183,0,1679
195,"",0,"",0,0,1,0,0,3,0,3,184,0,1679
196,"",0,"",0,0,1,0,0,3,0,3,185,0,1679
197,"",0,"",0,0,1,0,0,3,0,3,186,0,1679
198,"",0,"",0,0,1,0,0,3,0,3,187,0,1679
199,"",0,"",0,0,1,0,0,3,0,3,188,0,1679
200,"",0,"",0,0,1,0,0,3,0,3,189,0,1679
201,"",0,"",0,0,1,0,0,3,0,0,190,0,3556
202,"",0,"",0,0,1,0,0,3,0,0,191,0,3562
203,"",0,"",0,0,1,0,0,3,0,0,192,0,3560
204,"",0,"",0,0,1,0,0,2,10,2,193,65,1597
205,"",0,"",0,0,1,0,0,2,10,2,194,65,1597
206,"",0,"",0,0,1,0,0,2,10,2,195,65,1597
207,"",0,"",0,0,1,0,0,2,20,2,196,199,1597
208,"",0,"",0,0,1,0,0,2,20,2,197,200,1597
209,"",0,"",0,0,1,0,0,2,20,2,198,201,1597
210,"",0,"",0,0,1,0,0,2,30,3,202,202,1596
211,"",0,"",0,0,1,0,0,2,30,3,203,203,1596
212,"",0,"",0,0,1,0,0,2,30,3,204,204,1596
213,"",0,"",0,0,1,0,0,3,0,3,205,0,1596
214,"",0,"",0,0,1,0,0,3,0,3,206,0,4085
215,"",0,"",0,0,1,0,0,3,0,3,207,0,4085
216,"",0,"",0,0,1,0,0,3,0,3,208,0,4085
217,"",0,"",0,0,1,0,0,3,0,2,209,0,4087
218,"",0,"",0,0,1,0,0,3,0,2,210,0,4087
219,"",0,"",0,0,1,0,0,3,0,2,211,0,4087
220,"",0,"",0,0,1,0,0,3,0,2,212,0,4087
221,"",0,"",0,0,1,0,0,3,0,2,213,0,4087
222,"",0,"",0,0,1,0,0,3,0,2,214,0,4087
223,"",0,"",0,0,1,0,0,3,0,1,215,0,4088
224,"",0,"",0,0,1,0,0,3,0,1,216,0,4088
225,"",0,"",0,0,1,0,0,3,0,0,217,0,3556
226,"",0,"",0,0,1,0,0,3,0,0,218,0,3562
227,"",0,"",0,0,1,0,0,3,0,0,219,0,3560
228,"",0,"",0,0,1,0,0,3,0,0,220,0,1598
229,"",0,"",0,0,1,0,0,3,0,0,221,0,1707
230,"",0,"",0,0,1,0,0,3,0,3,222,0,1596
231,"",0,"",0,0,1,0,0,3,0,3,223,0,1596
232,"",0,"",0,0,1,0,0,3,0,3,224,0,1596
233,"",0,"",0,0,1,0,0,3,0,3,225,0,1596
234,"",0,"",0,0,1,0,0,3,0,2,226,0,1597
235,"",0,"",0,0,1,0,0,3,0,2,227,0,1597
236,"",0,"",0,0,1,0,0,3,0,2,228,0,1597
237,"",0,"",0,0,1,0,0,3,0,1,229,0,1598
238,"",0,"",0,0,1,0,0,3,0,3,230,0,1596
239,"",0,"",0,0,1,0,0,3,0,3,231,0,1596
240,"",0,"",0,0,1,0,0,3,0,3,232,0,1596
241,"",0,"",0,0,1,0,0,3,0,3,233,0,1596
242,"",0,"",0,0,1,0,0,3,0,2,234,0,1597
243,"",0,"",0,0,1,0,0,3,0,2,235,0,1597
244,"",0,"",0,0,1,0,0,3,0,2,236,0,1597
245,"",0,"",0,0,1,0,0,3,0,1,237,0,1598
246,"",0,"",0,0,1,0,0,3,0,3,238,0,1596
247,"",0,"",0,0,1,0,0,3,0,3,239,0,1596
248,"",0,"",0,0,1,0,0,3,0,3,240,0,1596
249,"",0,"",0,0,1,0,0,3,0,3,241,0,1596
250,"",0,"",0,0,1,0,0,3,0,2,242,0,1597
251,"",0,"",0,0,1,0,0,3,0,2,243,0,1597
252,"",0,"",0,0,1,0,0,3,0,2,244,0,1597
253,"",0,"",0,0,1,0,0,3,0,1,245,0,1598
254,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,246,0,5218
255,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,247,0,5218
256,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,248,0,5218
257,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,1,249,0,5219
258,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,246,0,5218
259,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,247,0,5218
260,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,248,0,5218
261,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,1,249,0,5219
262,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,246,0,5218
263,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,247,0,5218
264,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,248,0,5218
265,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,1,249,0,5219
266,"",0,"",0,0,1,0,0,3,0,1,250,0,5219
267,"",0,"",0,0,1,0,0,3,0,3,251,0,1596
268,"",0,"",0,0,1,0,0,3,0,3,252,0,1596
269,"",0,"",0,0,1,0,0,3,0,3,253,0,1596
270,"",0,"",0,0,1,0,0,3,0,3,254,0,1596
271,"",0,"",0,0,1,0,0,3,0,2,255,0,1597
272,"",0,"",0,0,1,0,0,3,0,2,256,0,1597
273,"",0,"",0,0,1,0,0,3,0,2,257,0,1597
274,"",0,"",0,0,1,0,0,3,0,1,258,0,1598
275,"",0,"",0,0,1,0,0,3,0,3,259,0,1596
276,"",0,"",0,0,1,0,0,3,0,3,260,0,1596
277,"",0,"",0,0,1,0,0,3,0,3,261,0,1596
278,"",0,"",0,0,1,0,0,3,0,3,262,0,1596
279,"",0,"",0,0,1,0,0,3,0,2,263,0,1597
280,"",0,"",0,0,1,0,0,3,0,2,264,0,1597
281,"",0,"",0,0,1,0,0,3,0,2,265,0,1597
282,"",0,"",0,0,1,0,0,3,0,1,266,0,1598
283,"",0,"",0,0,1,0,0,3,0,3,267,0,1596
284,"",0,"",0,0,1,0,0,3,0,3,268,0,1596
285,"",0,"",0,0,1,0,0,3,0,3,269,0,1596
286,"",0,"",0,0,1,0,0,3,0,3,270,0,1596
287,"",0,"",0,0,1,0,0,3,0,2,271,0,1597
288,"",0,"",0,0,1,0,0,3,0,2,272,0,1597
289,"",0,"",0,0,1,0,0,3,0,2,273,0,1597
290,"",0,"",0,0,1,0,0,3,0,1,274,0,1598
291,"",0,"",0,0,1,0,0,3,0,3,275,0,1596
292,"",0,"",0,0,1,0,0,3,0,3,276,0,1596
293,"",0,"",0,0,1,0,0,3,0,3,277,0,1596
294,"",0,"",0,0,1,0,0,3,0,3,278,0,1596
295,"",0,"",0,0,1,0,0,3,0,2,279,0,1597
296,"",0,"",0,0,1,0,0,3,0,2,280,0,1597
297,"",0,"",0,0,1,0,0,3,0,2,281,0,1597
298,"",0,"",0,0,1,0,0,3,0,1,282,0,1598
299,"",0,"",0,0,1,0,0,3,0,0,283,0,1598
300,"",0,"",0,0,1,0,0,3,0,3,284,0,1596
301,"",0,"",0,0,1,0,0,3,0,3,285,0,1596
302,"",0,"",0,0,1,0,0,3,0,3,286,0,1596
303,"",0,"",0,0,1,0,0,3,0,3,287,0,1596
304,"",0,"",0,0,1,0,0,3,0,2,288,0,1597
305,"",0,"",0,0,1,0,0,3,0,2,289,0,1597
306,"",0,"",0,0,1,0,0,3,0,2,290,0,1597
307,"",0,"",0,0,1,0,0,3,0,1,291,0,1598
308,"",0,"",0,0,1,0,0,3,0,0,292,0,3543
309,"",0,"",0,0,1,0,0,3,0,0,293,0,3543
310,"",0,"",0,0,1,0,0,3,0,2,294,0,4087
311,"",0,"",0,0,1,0,0,3,0,2,295,0,4087
312,"",0,"",0,0,1,0,0,3,0,2,296,0,4087
313,"",0,"",0,0,1,0,0,3,0,2,297,0,4087
314,"",0,"",0,0,1,0,0,3,0,2,298,0,4087
315,"",0,"",0,0,1,0,0,3,0,2,299,0,4087
316,"",0,"",0,0,1,0,0,3,0,1,300,0,4088
317,"",0,"",0,0,1,0,0,3,0,1,301,0,4088
318,"",0,"",0,0,1,0,0,3,0,3,302,0,4085
319,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,303,0,5218
320,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,304,0,5218
321,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,305,0,5218
322,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,1,306,0,5219
323,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,303,0,5218
324,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,304,0,5218
325,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,305,0,5218
326,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,1,306,0,5219
327,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,303,0,5218
328,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,304,0,5218
329,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,305,0,5218
330,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,1,306,0,5219
331,"",0,"",0,0,1,0,0,3,0,1,307,0,5219
332,"",0,"",0,0,1,0,0,3,0,3,308,0,1596
333,"",0,"",0,0,1,0,0,3,0,3,309,0,1596
334,"",0,"",0,0,1,0,0,3,0,3,310,0,1596
335,"",0,"",0,0,1,0,0,3,0,3,311,0,1596
336,"",0,"",0,0,1,0,0,3,0,2,312,0,1597
337,"",0,"",0,0,1,0,0,3,0,2,313,0,1597
338,"",0,"",0,0,1,0,0,3,0,2,314,0,1597
339,"",0,"",0,0,1,0,0,3,0,1,315,0,1598
340,"",0,"",0,0,1,0,0,3,0,1,316,0,3564
341,"",0,"",0,0,1,0,0,3,0,3,321,0,1596
342,"",0,"",0,0,1,0,0,3,0,3,322,0,1596
343,"",0,"",0,0,1,0,0,3,0,3,323,0,1596
344,"",0,"",0,0,1,0,0,3,0,3,324,0,1596
345,"",0,"",0,0,1,0,0,3,0,2,325,0,1597
346,"",0,"",0,0,1,0,0,3,0,2,326,0,1597
347,"",0,"",0,0,1,0,0,3,0,2,327,0,1597
348,"",0,"",0,0,1,0,0,3,0,1,328,0,1598
349,"",0,"",0,0,1,0,0,3,0,3,329,0,1596
350,"",0,"",0,0,1,0,0,3,0,3,330,0,1596
351,"",0,"",0,0,1,0,0,3,0,3,331,0,1596
352,"",0,"",0,0,1,0,0,3,0,3,332,0,1596
353,"",0,"",0,0,1,0,0,3,0,2,333,0,1597
354,"",0,"",0,0,1,0,0,3,0,2,334,0,1597
355,"",0,"",0,0,1,0,0,3,0,2,335,0,1597
356,"",0,"",0,0,1,0,0,3,0,1,336,0,1598
357,"",0,"",0,0,1,0,0,3,0,3,337,0,1596
358,"",0,"",0,0,1,0,0,3,0,3,338,0,1596
359,"",0,"",0,0,1,0,0,3,0,3,339,0,1596
360,"",0,"",0,0,1,0,0,3,0,3,340,0,1596
361,"",0,"",0,0,1,0,0,3,0,1,386,0,8125
362,"",0,"",0,0,1,0,0,3,0,2,342,0,1597
363,"",0,"",0,0,1,0,0,3,0,2,343,0,1597
364,"",0,"",0,0,1,0,0,3,0,2,344,0,1597
365,"",0,"",0,0,1,0,0,3,0,1,345,0,1598
366,"",0,"",0,0,1,0,0,3,0,1,346,0,1598
367,"",0,"",0,0,1,0,0,3,0,2,347,0,4087
368,"",0,"",0,0,1,0,0,3,0,2,348,0,4087
369,"",0,"",0,0,1,0,0,3,0,2,349,0,4087
370,"",0,"",0,0,1,0,0,3,0,2,350,0,4087
371,"",0,"",0,0,1,0,0,3,0,2,351,0,4087
372,"",0,"",0,0,1,0,0,3,0,2,352,0,4087
373,"",0,"",0,0,1,0,0,3,0,1,353,0,4088
374,"",0,"",0,0,1,0,0,3,0,1,354,0,4088
375,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,355,0,7724
376,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,356,0,7724
377,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,2,357,0,7724
378,"宝箱 [Alliance A]",0,"",0,0,1,0,0,3,0,1,358,0,7723
379,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,355,0,7724
380,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,356,0,7724
381,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,2,357,0,7724
382,"宝箱 [Alliance B]",0,"",0,0,1,0,0,3,0,1,358,0,7723
383,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,355,0,7724
384,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,356,0,7724
385,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,2,357,0,7724
386,"宝箱 [Alliance C]",0,"",0,0,1,0,0,3,0,1,358,0,7723
387,"",0,"",0,0,1,0,0,3,0,1,359,0,7723
388,"",0,"",0,0,1,0,0,3,0,3,360,0,1596
389,"",0,"",0,0,1,0,0,3,0,3,361,0,1596
390,"",0,"",0,0,1,0,0,3,0,3,362,0,1596
391,"",0,"",0,0,1,0,0,3,0,3,363,0,1596
392,"",0,"",0,0,1,0,0,3,0,2,364,0,1597
393,"",0,"",0,0,1,0,0,3,0,2,365,0,1597
394,"",0,"",0,0,1,0,0,3,0,2,366,0,1597
395,"",0,"",0,0,1,0,0,3,0,1,367,0,1598
396,"",0,"",0,0,1,0,0,3,0,3,368,0,1596
397,"",0,"",0,0,1,0,0,3,0,3,369,0,1596
398,"",0,"",0,0,1,0,0,3,0,3,370,0,1596
399,"",0,"",0,0,1,0,0,3,0,3,371,0,1596
400,"",0,"",0,0,1,0,0,3,0,2,372,0,1597
401,"",0,"",0,0,1,0,0,3,0,2,373,0,1597
402,"",0,"",0,0,1,0,0,3,0,2,374,0,1597
403,"",0,"",0,0,1,0,0,3,0,1,375,0,1598
404,"",0,"",0,0,1,0,0,3,0,1,376,0,1598
405,"",0,"",0,0,1,0,0,3,0,3,377,0,4085
406,"",0,"",0,0,1,0,0,3,0,3,378,0,4085
407,"",0,"",0,0,1,0,0,3,0,3,379,0,4085
408,"",0,"",0,0,1,0,0,3,0,3,380,0,4085
409,"",0,"",0,0,1,0,0,3,0,3,381,0,4085
410,"",0,"",0,0,1,0,0,3,0,2,382,0,9541
411,"",0,"",0,0,1,0,0,3,0,2,383,0,9541
412,"",0,"",0,0,1,0,0,3,0,1,384,0,8988
413,"",0,"",0,0,1,0,0,3,0,3,387,0,1596
414,"",0,"",0,0,1,0,0,3,0,3,388,0,1596
415,"",0,"",0,0,1,0,0,3,0,3,389,0,1596
416,"",0,"",0,0,1,0,0,3,0,3,390,0,1596
417,"",0,"",0,0,1,0,0,3,0,2,391,0,1597
418,"",0,"",0,0,1,0,0,3,0,2,392,0,1597
419,"",0,"",0,0,1,0,0,3,0,2,393,0,1597
420,"",0,"",0,0,1,0,0,3,0,1,394,0,1598
421,"",0,"",0,0,1,0,0,3,0,1,385,0,1598
422,"",0,"",0,0,1,0,0,3,0,3,395,0,1596
423,"",0,"",0,0,1,0,0,3,0,3,396,0,1596
424,"",0,"",0,0,1,0,0,3,0,3,397,0,1596
425,"",0,"",0,0,1,0,0,3,0,3,398,0,1596
426,"",0,"",0,0,1,0,0,3,0,3,399,0,1596
