Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x19][0x8]
179,"Of Dragons Deep","Of Dragons Deep",false
180,"Master Caster","Master Caster",true
181,"","",false
182,"The Shadow","The Shadow",false
183,"Icebreaker","Icebreaker",true
184,"Of the Silver Lining","Of the Silver Lining",false
185,"Gentleman","Gentlewoman",true
186,"Cupid","Cupid",true
187,"Tamer of Steeds","Tamer of Steeds",false
188,"The Unsevered","The Unsevered",false
189,"Slaughterhouse","Slaughterhouse",true
190,"The Hand of Mercy","The Hand of Mercy",false
191,"The Light in Hand","The Light in Hand",false
192,"The Light of the Land","The Light of the Land",false
193,"Z","Z",false
194,"Golemancer","Golemancer",true
195,"Gambler","Gambler",true
196,"High Roller","High Roller",true
197,"Chocobo Breeder","Chocobo Breeder",true
198,"Chocobo Trainer","Chocobo Trainer",true
199,"Bug Boy","Bug Girl",true
200,"Senior Jockey","Senior Jockey",true
201,"Veteran Jockey","Veteran Jockey",true
202,"The First Across","The First Across",false
203,"Deck Holder","Deck Holder",true
204,"Deck Hoarder","Deck Hoarder",true
205,"The Trinity","The Trinity",false
206,"Duelist","Duelist",true
207,"Keymaster","Gatekeeper",true
208,"The Fungah","The Fungah",false
209,"Moneybags","Moneybags",true
210,"Raiser of Mountains","Raiser of Mountains",false
211,"Bearer of the Torch","Bearer of the Torch",false
212,"Postmaster","Postmaster",true
213,"Half-boiled Hero","Half-boiled Heroine",true
214,"Unbeliever","Unbeliever",true
215,"The Redeemed","The Redeemed",false
216,"Nidhogg Slayer","Nidhogg Slayer",true
217,"Of the Silver Fuller","Of the Silver Fuller",false
218,"Imperial Nuisance","Imperial Nuisance",false
219,"Under-archon","Under-archon",true
220,"The End of Ascalon","The End of Ascalon",true
221,"The Pacifier","The Pacifier",false
222,"The Oathkeeper","The Oathkeeper",false
223,"Of the 14th Chakra","Of the 14th Chakra",false
224,"The Mythril Heart","The Mythril Heart",false
225,"The Azure Dragoon","The Azure Dragoon",false
226,"Skysinger","Skysinger",false
227,"Pure White","Pure White",true
228,"Annihilator","Annihilator",true
229,"Dreadspawn","Dreadspawn",false
230,"Nymian Marine","Nymian Marine",true
231,"The Darkest Shadow","The Darkest Shadow",false
232,"Blackblood","Blackblood",false
233,"Liberator","Liberator",true
234,"Stargazer","Stargazer",true
235,"Illuminati Quencher","Illuminati Quencher",true
236,"Finder of False Gods","Finder of False Gods",false
237,"Lighter than Air","Lighter than Air",true
238,"","",false
239,"Grandmaster of War","Grandmaster of War",true
240,"Grandmaster of Magic","Grandmaster of Magic",true
241,"Dark Driver","Dark Driver",true
242,"Of the Stalwart Sword","Of the Stalwart Sword",false
243,"Keeper of Knowledge","Keeper of Knowledge",true
244,"Swallowtail","Swallowtail",true
245,"Storm Intelligencer","Storm Intelligencer",true
246,"Serpent Intelligencer","Serpent Intelligencer",true
247,"Flame Intelligencer","Flame Intelligencer",true
248,"Grandmaster of the Hand","Grandmaster of the Hand",true
249,"Grandmaster of the Land","Grandmaster of the Land",true
250,"Molder of Masterpieces","Molder of Masterpieces",true
251,"Amasser of Masterpieces","Amasser of Masterpieces",true
252,"Business Associate","Business Associate",true
253,"Master Carpenter","Master Carpenter",true
254,"Master Blacksmith","Master Blacksmith",true
255,"Master Armorer","Master Armorer",true
256,"Master Goldsmith","Master Goldsmith",true
257,"Master Leatherworker","Master Leatherworker",true
258,"Master Weaver","Master Weaver",true
259,"Master Alchemist","Master Alchemist",true
260,"Master Culinarian","Master Culinarian",true
261,"Master Miner","Master Miner",true
262,"Master Botanist","Master Botanist",true
263,"Master Fisher","Master Fisher",true
264,"The Fortunate","The Fortunate",false
265,"Good Samaritan","Good Samaritan",true
