Index,0 [0x7][0x8],1 [0x7][0xc],2 [0x7][0x10],3 [0x7][0x14],4 [0x5][0x18],5 [0x5][0x1a],6 [0x5][0x1c],7 [0x5][0x1e],8 [0x19][0x20],9 [0x0][0x0],10 [0x0][0x4]
131093,4158069,0,0,0,1,1,0,0,false,"Zur Abenteurergilde in der „Ertränkten Sorge“ (1. OG).","Zur Abenteurergilde in der „Ertränkten Sorge“ (1. OG) fahren?"
131094,4161445,0,0,0,1,1,0,0,false,"Zur Bollwerkhalle (EG).","Zur Bollwerkhalle (EG) fahren?"
131095,4164411,0,0,0,1,1,0,0,false,"Zum Luftschiff-Landeplatz (3. OG).","Zum Luftschiff-Landeplatz (3. OG) fahren?"
131096,4164414,0,0,0,1,1,0,0,false,"Zur Ebene der Redner (1. OG).","Zur Ebene der Redner (1. OG) fahren?"
131097,4164413,0,0,0,1,1,0,0,false,"Zum Rubinstraßenmarkt (EG).","Zum Rubinstraßenmarkt (EG) fahren?"
131098,4087066,590451,590452,0,8,1,0,0,false,"","Die Silberhalle betreten?"
131099,4165046,590611,0,0,1,1,0,0,false,"","Den Bereich betreten?"
131100,4165037,590610,0,0,1,1,0,0,false,"","Diesen Bereich verlassen?"
131101,4103382,0,590530,590453,9,1,227,232,true,"Nach Gridania.","Für 120 Gil nach Gridania reisen?"
131102,4103399,0,590530,590453,9,1,227,230,true,"Nach Limsa Lominsa.","Für 120 Gil nach Limsa Lominsa reisen?"
131103,4103339,0,589916,590454,9,1,231,228,true,"Nach Ul'dah.","Für 120 Gil nach Ul'dah reisen?"
131104,4103399,0,589916,590454,9,1,231,230,true,"Nach Limsa Lominsa.","Für 120 Gil nach Limsa Lominsa reisen?"
131105,4103339,0,590531,590455,9,1,229,228,true,"Nach Ul'dah.","Für 120 Gil nach Ul'dah reisen?"
131106,4103382,0,590531,590455,9,1,229,232,true,"Nach Gridania.","Für 120 Gil nach Gridania reisen?"
131107,4165398,0,591076,590456,10,1,235,234,true,"","Für 80 Gil nach Limsa Lominsa reisen?"
131108,4165376,0,591077,590457,10,1,233,236,true,"","Für 80 Gil zur Bucht des Abendsterns reisen?"
131109,4165794,590514,590515,590622,11,1,0,0,false,"Zum Bierhafen.","Für 40 Gil zum Bierhafen reisen?"
131110,4165749,590516,590517,590623,11,1,0,0,false,"Nach Limsa Lominsa.","Für 40 Gil nach Limsa Lominsa reisen?"
131111,4165755,590518,590519,590624,12,1,0,0,false,"Zur Sonnenküste.","Für 40 Gil zur Sonnenküste reisen?"
131112,4165749,590520,590521,590625,12,1,0,0,false,"Nach Limsa Lominsa.","Für 40 Gil nach Limsa Lominsa reisen?"
131113,4165801,590510,0,590511,13,1,0,0,false,"Zu Jijiroons Handelsposten.","Für 40 Gil zu Jijiroons Handelsposten reisen?"
131114,4165797,590512,0,590513,13,1,0,0,false,"Zu Memeroons Handelsposten,","Für 40 Gil zu Memeroons Handelsposten reisen?"
131115,4165794,590522,590626,590628,14,1,0,0,false,"Zum Bierhafen.","Für 40 Gil zum Bierhafen reisen?"
131116,4165877,590523,590627,590629,14,1,0,0,false,"Zum Kerzenwacht-Kai.","Für 40 Gil zum Kerzenwacht-Kai reisen?"
131117,1317627,590524,590525,0,15,1,0,0,false,"Zum Tiefen Wald.","Die Weißwolf-Pforte durchschreiten?"
131118,1317561,590529,590526,0,15,1,0,0,false,"","Gridania betreten?"
131119,4165759,590527,0,590630,16,1,0,0,false,"Zur Regenfänger-Rinne.","Für 40 Gil zur Regenfänger-Rinne reisen?"
131120,4165758,590528,0,590631,16,1,0,0,false,"Zum Verborgenen Wasserfall.","Für 40 Gil zum Verborgenen Wasserfall reisen?"
131121,3877982,590535,590536,0,19,1,0,0,false,"Zum Wasserrosentisch.","Zum Wasserrosentisch weitergehen?"
131122,4146949,590563,0,0,20,1,0,0,false,"Zur Admiralsbrücke.","Die Admiralsbrücke betreten?"
131123,4169071,0,0,0,1,1,0,0,false,"","Die Admiralsbrücke verlassen?"
131124,4190590,0,0,0,2,2,0,0,false,"",""
131125,4189532,0,0,0,2,2,0,0,false,"",""
131126,4165939,590603,0,0,1,1,0,0,false,"","Zum Minotauren-Malm reisen?"
131127,4165935,590604,0,0,1,1,0,0,false,"","Zu Nalds Besinnung reisen?"
131128,4103339,590607,0,0,1,1,0,0,false,"","Vom Landebereich in den Wartebereich zurückgehen?"
131129,4103382,590608,0,0,1,1,0,0,false,"","Vom Landebereich in den Wartebereich zurückgehen?"
131130,4103399,590609,0,0,1,1,0,0,false,"","Vom Landebereich in den Wartebereich zurückgehen?"
131131,4264415,590632,0,0,1,1,0,0,false,"Zur Wolfshöhle.","Zur Wolfshöhle übersetzen?"
131132,4264426,590633,0,0,1,1,0,0,false,"Zu den Moraby-Trockendocks.","Zu den Moraby-Trockendocks übersetzen?"
131133,4165794,590634,0,0,1,1,0,0,false,"Zum Bierhafen.","Zum Bierhafen reisen?"
131134,4264587,590635,590636,590637,22,1,0,0,false,"Zu den Phantominseln.","Für 40 Gil zu den Phantominseln reisen?"
131135,4165794,0,0,0,1,1,0,0,false,"Zum Bierhafen.","Zum Bierhafen reisen?"
131136,4264605,590638,590639,590640,23,1,0,0,false,"Zum Schlangennest.","Für 40 Gil zum Schlangennest reisen?"
131137,4321669,0,0,0,1,1,0,0,false,"","Cids Werkstatt verlassen?"
131138,4102803,590843,0,0,1,1,0,0,false,"","Nach Gridania reisen?"
131139,4332112,0,0,0,1,1,0,0,false,"","Die Verschlungenen Schatten von Bahamut verlassen?"
131140,4332121,0,0,0,1,1,0,390,false,"","Die Verschlungenen Schatten von Bahamut verlassen?"
131141,4331241,0,0,0,1,1,389,0,false,"","Den Lift aktivieren?"
131142,4498658,0,0,0,1,1,0,0,false,"","Den Saal der Morgenröte betreten?"
131143,4498656,0,0,0,1,1,0,0,false,"","Den Saal der Morgenröte verlassen?"
131144,4498659,0,0,0,1,1,0,0,false,"","Den Sonnenstein betreten?"
131145,4498857,0,0,0,1,1,0,0,false,"","Den Sonnenstein verlassen?"
131146,4506602,0,0,0,1,1,0,0,false,"","Vor die Acht Wächter treten?"
131147,4506605,0,0,0,1,1,0,0,false,"","Die Acht Wächter verlassen?"
131148,0,0,0,0,1,6,0,0,false,"","Das Gebäude betreten?"
131149,0,0,0,0,1,7,0,0,false,"","Das Gebäude verlassen?"
131150,4549235,591149,0,0,1,1,0,0,false,"",""
131151,4549391,591150,0,0,1,1,0,0,false,"",""
131152,4618997,0,0,0,1,1,0,0,false,"","Das Alchemielabor des 13. Ordens verlassen?"
131153,4629135,0,0,0,1,1,0,0,false,"","Zu Novvs Aufzucht zurückkehren?"
131154,4629135,0,0,0,1,1,0,0,false,"","Zu Novvs Aufzucht zurückkehren?"
131155,4629135,0,0,0,1,1,0,0,false,"","Zu Novvs Aufzucht zurückkehren?"
131156,4629135,0,0,0,1,1,0,0,false,"","Zu Novvs Aufzucht zurückkehren?"
131157,4629135,0,0,0,1,1,0,0,false,"","Zu Novvs Aufzucht zurückkehren?"
131158,4549235,591254,591260,0,24,1,0,0,false,"Zu den Lavendelbeeten.","Die Lavendelbeete betreten?"
131159,1381038,591255,591261,0,24,1,0,0,false,"",""
131160,4664433,591256,591262,0,25,1,0,0,false,"Zum Dorf des Nebels.","Das Dorf des Nebels betreten?"
131161,4165749,591257,591263,0,25,1,0,0,false,"",""
131162,4656744,591258,591264,0,26,1,0,0,false,"",""
131163,4660251,591259,591265,0,26,1,0,0,false,"",""
131164,4678209,0,0,0,1,1,0,0,false,"","Das Tiefste Innere verlassen?"
131165,4332121,0,0,0,1,1,0,0,false,"","Die Verschlungenen Schatten verlassen?"
131166,5036036,591750,0,0,1,1,0,0,false,"","Das Empfangszimmer betreten?"
131167,5036025,0,0,0,1,1,0,0,false,"","Das Empfangszimmer verlassen?"
131168,5038695,0,0,0,1,1,0,0,false,"","Die Elfenbein-Kapelle verlassen?"
131169,5049372,590097,0,0,1,1,0,0,false,"Zum Großen Schoner.","Zum Großen Schoner übersetzen?"
131170,4165755,590098,0,0,1,1,0,0,false,"Zur Sonnenküste.","Zur Sonnenküste zurückkehren?"
131171,5341046,0,0,0,1,1,0,0,false,"","Die Schurkengilde verlassen?"
131172,5341051,591865,0,0,27,1,0,0,false,"Zur Schurkengilde.","Die Schurkengilde betreten?"
131173,5341521,0,0,0,1,1,0,0,false,"","Das alte Bootshaus verlassen?"
131174,5341524,591889,591888,0,28,1,0,0,false,"Zum alten Bootshaus.","Das alte Bootshaus betreten?"
131175,5404445,0,0,0,1,1,0,0,false,"","Das Tiefste Innere verlassen?"
131176,5038252,0,0,0,1,8,0,0,false,"","Die Elfenbein-Kapelle betreten?"
131177,5448900,591975,0,0,1,1,0,0,false,"","Zum Chocobo-Platz fahren?"
131178,5448873,591981,0,0,1,1,0,0,false,"","Zum Foyer fahren?"
131179,5649379,0,591990,0,29,1,0,0,false,"Zum Gold Saucer.","Zum Gold Saucer reisen?"
131180,5649379,0,591990,0,29,1,0,0,false,"Zum Gold Saucer.","Zum Gold Saucer reisen?"
131181,5649379,0,591990,0,29,1,0,0,false,"Zum Gold Saucer.","Zum Gold Saucer reisen?"
131182,4103399,0,0,592264,30,1,0,0,false,"Nach Limsa Lominsa.","Für 120 Gil nach Limsa Lominsa reisen?"
131183,4103339,0,0,0,1,1,0,0,false,"Nach Ul'dah.","Nach Ul'dah reisen?"
131184,4103382,0,0,592264,30,1,0,0,false,"Nach Gridania.","Für 120 Gil nach Gridania reisen?"
131185,5827477,592249,0,0,1,1,0,0,false,"","Dem Schicksalsweg zum Bogen des Würdigen folgen?"
131186,5835896,592250,0,0,1,1,0,0,false,"","Zum Tor des Urteils zurückkehren?"
131187,5822019,592251,0,0,1,1,0,0,false,"Zur Leichtfeder-Arena.","Die Leichtfeder-Arena betreten?"
131188,5835987,592252,0,0,1,1,0,0,false,"","Nach Camp Wolkenwipfel reisen?"
131189,5836049,592253,0,0,1,1,0,0,false,"","Zum Himmelblauen Fenster reisen?"
131190,5836085,592254,0,0,1,1,0,0,false,"Nach Azys Lla.","Nach Azys Lla reisen?"
131191,5821242,592255,0,0,1,1,0,0,false,"","Das Sankt Endalim-Theologikum betreten?"
131192,5822004,592256,0,0,1,1,0,0,false,"","Das Anwesen der Fortemps betreten?"
131193,5827748,0,0,0,1,1,0,0,false,"","Das Sankt Endalim-Theologikum verlassen?"
131194,5827491,0,0,0,1,1,0,0,false,"","Die Kommandantur des Großmeisters verlassen?"
131195,5827750,0,0,0,1,1,0,0,false,"","Das Anwesen der Fortemps verlassen?"
131196,5827495,0,0,0,1,1,0,0,false,"","Die Leichtfeder-Arena verlassen?"
131197,5835975,592257,0,0,1,1,0,0,false,"","Nach Ishgard reisen?"
131198,5835975,0,0,0,1,1,0,0,false,"","Nach Ishgard reisen?"
131199,5836077,592259,0,0,1,1,0,0,false,"","Zu den Wallenden Nebeln begeben?"
131200,5836076,0,0,0,1,1,0,0,false,"","Zum Dravanischen Vorland begeben?"
131201,5851087,0,0,0,1,1,0,0,false,"","Matoyas Höhle betreten?"
131202,5822097,0,0,0,1,1,0,0,false,"","Matoyas Höhle verlassen?"
131203,5835975,0,0,0,1,1,0,0,false,"","Nach Ishgard reisen?"
131204,5878288,0,0,0,5,9,0,0,false,"",""
131205,5878405,0,0,0,1,1,0,0,false,"","Das Zimmer verlassen?"
131206,5857271,0,0,0,1,1,0,0,false,"","Die Opferkammer verlassen?"
131207,5890154,0,0,0,1,1,0,0,false,"","Zum Alpha-Quadranten begeben?"
131208,5890159,0,0,0,1,1,0,0,false,"","Zum Beta-Quadranten begeben?"
131209,5890166,0,0,0,1,1,0,0,false,"","Zum Beta-Quadranten begeben?"
131210,5890180,0,0,0,1,1,0,0,false,"","Zum Gamma-Quadranten begeben?"
131211,5890183,0,0,0,1,1,0,0,false,"","Zum Gamma-Quadranten begeben?"
131212,5890184,0,0,0,1,1,0,0,false,"","Zum Delta-Quadranten begeben?"
131213,5867863,0,0,0,1,1,0,0,false,"","Zum Forschungslabor begeben?"
131214,5959290,0,0,0,1,1,0,0,false,"","Das Gelenk verlassen?"
131215,5959290,0,0,0,1,1,0,0,false,"","Den Gordischen Knoten verlassen?"
131216,6034535,592868,0,0,31,1,0,0,false,"In eine fantastische Realität.","Den Achtzehnten Stock betreten?"
131217,6034570,0,0,0,1,1,0,0,false,"Zurück zur realen Fantasie.","Den Achtzehnten Stock verlassen?"
131218,6045307,0,0,0,1,1,0,0,false,"","Die Abkürzung ins Dravanische Hinterland nehmen?"
