Index,0 [0x3][0x90],1 [0x3][0x91],2 [0x3][0x92],3 [0x3][0x93],4 [0x3][0x94],5 [0x19][0xa1],6 [0x1a][0xa1],7 [0x1b][0xa1],8 [0x5][0x88],9 [0x3][0x95],10 [0x3][0x96],11 [0x3][0x97],12 [0x3][0x98],13 [0x1c][0xa1],14 [0x3][0x99],15 [0x3][0x9a],16 [0x3][0x9b],17 [0x3][0x9c],18 [0x0][0x0],19 [0x5][0x8a],20 [0x5][0x8c],21 [0x7][0x5c],22 [0x3][0x9d],23 [0x3][0x9e],24 [0x1d][0xa1],25 [0x7][0x60],26 [0x1e][0xa1],27 [0x3][0x9f],28 [0x7][0x64],29 [0x7][0x68],30 [0x7][0x6c],31 [0x7][0x70],32 [0x7][0x74],33 [0x7][0x78],34 [0x7][0x7c],35 [0x5][0x8e],36 [0x1f][0xa1],37 [0x7][0x4],38 [0x7][0x8],39 [0x5][0x30],40 [0x5][0x32],41 [0x7][0xc],42 [0x5][0x34],43 [0x5][0x36],44 [0x5][0x38],45 [0x7][0x10],46 [0x7][0x14],47 [0x7][0x18],48 [0x7][0x1c],49 [0x7][0x20],50 [0x5][0x3a],51 [0x5][0x3c],52 [0x5][0x3e],53 [0x5][0x40],54 [0x5][0x42],55 [0x5][0x44],56 [0x5][0x46],57 [0x5][0x48],58 [0x5][0x4a],59 [0x5][0x4c],60 [0x5][0x4e],61 [0x5][0x50],62 [0x5][0x52],63 [0x5][0x54],64 [0x5][0x56],65 [0x7][0x24],66 [0x7][0x28],67 [0x7][0x2c],68 [0x3][0x58],69 [0x2][0xa0],70 [0x6][0x84],71 [0x7][0x80],72 [0x20][0xa1],73 [0x19][0xa2]
10,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Palast des Wanderers",0,18,301,45,110,true,4177426,true,3,159,112010,0,0,1547,2800,2804,13,false,0,0,30,0,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2,40,-1,0,0,true,true
11,0,2,1,0,0,true,true,false,90,41,43,4,1,false,1,1,1,1,"Steinerne Wacht",0,18,298,0,0,true,4239689,true,3,168,112012,0,0,1680,4400,4402,10,false,5100,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110849,1800,14,100,-1,0,0,true,true
12,0,2,1,0,0,true,true,false,90,38,40,4,1,false,1,1,1,1,"Sägerschrei",0,18,310,0,0,true,3690171,true,3,170,112011,0,0,1590,3400,3402,9,false,4800,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102060,1500,13,100,-1,0,0,true,true
13,0,2,1,0,0,true,true,false,90,44,46,4,1,false,1,1,1,1,"Die Feste Dzemael",0,18,313,0,0,true,4229622,true,3,171,112013,0,0,1396,2904,2906,11,false,5400,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117369,2100,5,100,-1,0,0,true,true
14,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Die Ruinen von Amdapor",0,18,307,45,110,true,4246570,true,3,167,112015,0,0,1696,4500,4502,16,false,0,0,30,0,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,9,40,-1,0,0,true,true
15,0,2,3,0,0,true,true,false,120,50,50,8,1,false,2,2,2,2,"Castrum Meridianum - Außenbereich",148,18,266,42,0,true,4248047,true,5,217,112016,0,0,0,3900,3918,14,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,16,60,-1,0,0,true,true
16,0,2,3,0,0,true,true,false,120,50,50,8,1,false,2,2,2,2,"Castrum Meridianum - Praetorium",149,18,279,42,0,true,4301613,true,6,224,112017,0,0,0,4000,4050,15,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,17,60,-1,0,0,true,true
17,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Pharos Sirius",1115,18,405,48,110,true,4378111,true,4,160,112027,0,0,2265,4600,4612,17,false,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,8,50,-1,0,0,true,true
18,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Kupferglocken-Mine (schwer)",17,18,419,48,110,true,4481318,true,3,349,112025,0,0,2289,4800,4812,18,false,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,50,-1,0,0,true,true
19,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Haukke-Herrenhaus (schwer)",17,18,422,48,110,true,4497567,true,3,350,112026,0,0,2346,5000,5007,19,false,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,12,50,-1,0,0,true,true
20,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Brüllvolx' Langrast (schwer)",17,18,499,55,110,true,4543710,true,3,362,112048,5305,5306,2547,5300,5308,22,false,0,0,50,0,0,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,50,-1,0,0,true,true
21,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Halatali (schwer)",1123,18,496,55,110,true,4569373,true,3,360,112049,0,0,1197,5100,5116,21,false,0,0,50,0,0,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,50,-1,0,0,true,true
22,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Historisches Amdapor",1120,18,493,55,110,true,4574827,true,3,363,112042,0,0,2564,5400,5406,20,false,0,0,50,0,0,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,50,-1,0,0,true,true
23,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Schiffbrecher-Insel",216,18,565,70,110,true,4685110,true,3,361,112058,0,0,0,6000,6005,23,false,0,0,60,0,0,25,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,60,-1,0,0,true,true
24,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Totenacker Tam-Tara (schwer)",217,18,571,70,110,true,4660222,true,3,373,112059,0,0,0,6400,6414,24,false,0,0,60,0,0,25,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,60,-1,0,0,true,true
25,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Steinerne Wacht (schwer)",17,18,568,70,110,true,4616677,true,3,365,112060,0,0,0,6100,6106,25,false,0,0,60,0,0,25,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,15,60,-1,0,0,true,true
26,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Versunkener Tempel von Qarn (schwer)",234,18,650,80,0,true,4877226,true,3,367,112068,0,0,0,6500,6507,28,false,0,0,70,0,0,35,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,60,-1,0,0,true,true
27,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Das Schneekleid",233,18,647,80,0,true,4725496,true,3,371,112066,0,0,0,6800,6804,26,false,0,0,70,0,0,35,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,60,-1,0,0,true,true
28,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Sastasha (schwer)",235,18,653,80,0,true,4878743,true,3,387,112067,0,0,0,6600,6617,27,false,0,0,70,0,0,35,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,7,60,-1,0,0,true,true
29,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Die Ruinen von Amdapor (schwer)",246,18,738,90,0,true,5018469,true,3,189,112077,0,0,0,7300,7309,31,false,0,0,80,0,0,50,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,10,70,-1,0,0,true,true
30,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Palast des Wanderers (schwer)",245,18,742,90,0,true,4898011,true,3,188,112078,0,0,0,6700,6719,30,false,0,0,80,0,0,50,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3,70,-1,0,0,true,true
31,1,2,1,0,0,true,false,false,90,59,60,4,1,false,1,1,1,1,"Große Gubal-Bibliothek",303,18,923,0,0,true,5330512,true,3,416,112091,0,0,3930,7700,7704,44,false,6000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259200,3600,46,100,-1,0,0,true,true
32,0,2,2,0,0,true,true,false,90,50,50,4,1,false,1,1,1,1,"Hüter des Sees",243,18,736,90,0,true,5073636,true,3,150,112076,0,0,0,7500,7509,29,false,0,0,80,0,0,50,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,70,-1,0,0,true,true
33,1,2,5,0,0,true,false,false,90,60,60,4,1,false,1,1,1,1,"Nimmerreich",300,18,928,145,0,true,5614685,true,3,420,112093,0,0,3740,9100,9107,46,false,0,0,0,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,3600,0,100,-1,0,0,true,true
34,1,2,1,0,0,true,false,false,90,57,58,4,1,false,1,1,1,1,"Erzbasilika",0,18,920,0,0,true,5578485,true,3,421,112090,0,0,3642,8200,8208,43,false,6000,23000,0,0,71584,0,0,0,26781,41250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230400,3480,0,100,-1,0,0,true,true
35,1,2,5,0,0,true,false,false,90,60,60,4,1,false,1,1,1,1,"Die Fraktal-Kontinuum",308,18,931,145,0,true,5615552,true,3,430,112094,0,0,3434,8300,8309,47,false,0,0,0,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,3600,0,100,-1,0,0,true,true
36,1,2,1,0,0,true,false,false,90,51,52,4,1,false,1,1,1,1,"Abendrot-Wacht",299,18,912,0,0,true,5653695,true,3,434,112087,0,0,3409,8100,8104,40,false,6000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151200,3120,47,100,-1,0,0,true,true
37,1,2,1,0,0,true,false,false,90,53,54,4,1,false,1,1,1,1,"Sohm Al",301,18,915,0,0,true,5777405,true,3,441,112088,0,0,3798,8700,8705,41,false,6000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172800,3240,48,100,-1,0,0,true,true
38,1,2,0,0,0,true,false,false,90,60,60,4,1,false,1,1,1,1,"Ätherochemisches Forschungslabor",304,18,926,142,0,true,5783033,true,4,438,112092,0,0,3823,8600,8621,45,false,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,20,30,0,0,0,0,0,0,0,0,3600,0,100,-1,0,0,true,true
39,1,2,1,0,0,true,false,false,90,55,56,4,1,false,1,1,1,1,"Nest des Drachen",302,18,837,0,0,true,5724514,true,3,435,112089,0,0,3458,8500,8518,42,false,6000,20000,0,0,66167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201600,3360,49,100,-1,0,0,true,true
40,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
10000,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10001,0,3,4,0,0,true,false,false,30,10,11,4,1,false,1,1,1,1,"Einer für alle, alle für einen",40,18,0,0,0,true,0,true,1,214,111006,0,0,0,1400,1411,1,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10002,0,3,4,0,0,true,false,false,30,10,11,4,1,false,1,1,1,1,"Bockmanns Gefolge",40,18,0,0,0,true,0,true,1,190,111001,0,0,0,1500,1506,2,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10003,0,3,4,0,0,true,false,false,30,15,16,4,1,false,1,1,1,1,"Sturmkommando",40,18,0,0,0,true,0,true,1,215,111007,0,0,0,1600,1619,3,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10004,0,3,4,0,0,true,false,false,30,15,16,4,1,false,1,1,1,1,"Gil oder Leben",40,18,0,0,0,true,0,true,1,216,111008,0,0,0,1700,1715,4,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10005,0,3,4,0,0,true,false,false,30,20,21,4,1,false,1,1,1,1,"Unkraut jäten",40,18,0,0,0,true,0,true,1,191,111002,0,0,0,1800,1811,5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10006,0,3,4,0,0,true,false,false,30,20,21,4,1,false,1,1,1,1,"Ins Wespennest stechen",40,18,0,0,0,true,0,true,1,192,111003,0,0,0,1900,1915,6,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10007,0,3,4,0,0,true,false,false,30,25,26,4,1,false,1,1,1,1,"Briaxio ausschalten",40,18,0,0,0,true,0,true,1,220,111005,0,0,0,2000,2009,7,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10008,0,3,4,0,0,true,false,false,30,25,26,4,1,false,1,1,1,1,"Bombige Goblins",40,18,0,0,0,true,0,true,1,219,111004,0,0,0,2100,2109,8,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10009,0,3,4,0,0,true,false,false,30,30,31,4,1,false,1,1,1,1,"Tödliches Rankenspiel",40,18,0,0,0,true,0,true,1,221,111009,0,0,0,2200,2213,9,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10010,0,3,4,0,0,true,false,false,30,30,31,4,1,false,1,1,1,1,"Gefahr aus dem Nichts",40,18,0,0,0,true,0,true,1,222,111010,0,0,0,2300,2314,10,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10011,0,3,4,0,0,true,false,false,30,35,36,4,1,false,1,1,1,1,"Kampf gegen Schatten",40,18,0,0,0,true,0,true,1,223,111011,0,0,0,3000,3013,11,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10012,0,3,4,0,0,true,false,false,30,35,36,4,1,false,1,1,1,1,"Miss Bombastic",40,18,0,0,0,true,0,true,1,298,111012,0,0,0,3100,3117,12,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10013,0,3,4,0,0,true,false,false,30,40,41,4,1,false,1,1,1,1,"Unzertrennlich",40,18,0,0,0,true,0,true,1,299,111013,0,0,0,3200,3221,13,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10014,0,3,4,0,0,true,false,false,30,40,41,8,1,false,2,2,2,2,"Wuchtige Dreifaltigkeit",40,18,0,0,0,true,0,true,1,300,111014,0,0,0,3300,3322,14,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,true
10015,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
20000,0,0,0,0,0,true,false,false,60,1,0,4,1,false,0,0,0,0,"",0,18,0,0,0,false,0,true,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,true,true
20001,0,4,1,0,0,true,true,false,60,20,22,4,1,false,1,1,1,1,"Das Grab der Lohe",120,18,86,0,0,true,0,true,1,202,112008,0,0,0,2600,2605,1,false,1500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,true,true
20002,0,4,1,0,0,true,true,false,60,34,36,4,1,false,1,1,1,1,"Der Nabel",157,18,244,0,0,true,0,true,1,206,112018,0,0,0,3800,3805,2,false,2200,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,true,true
20003,0,4,1,0,0,true,true,false,60,44,46,4,1,false,1,1,1,1,"Das Tosende Auge",155,18,252,0,0,true,0,true,1,208,112019,0,0,0,3700,3705,3,false,2700,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,true,true
20004,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Götterdämmerung - Ifrit",120,18,363,49,0,true,0,true,1,292,112021,0,0,0,2600,2605,200,false,0,0,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,-1,2,0,true,true
20005,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Götterdämmerung - Titan",157,18,367,57,0,true,0,true,1,293,112022,0,0,0,3800,3805,202,false,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,-1,2,0,true,true
20006,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Götterdämmerung - Garuda",155,18,365,52,0,true,0,true,1,294,112023,0,0,0,3700,3705,201,false,0,0,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,-1,2,0,true,true
20007,0,4,6,0,0,true,true,false,60,49,50,8,1,false,2,2,2,2,"Kap Westwind",151,18,262,0,0,true,0,true,1,332,112020,0,0,0,3600,3603,4,false,2950,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,-1,0,0,true,true
20008,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Zenit der Götter - Ifrit",120,18,395,70,0,true,0,true,1,295,112028,0,0,0,2600,2605,302,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,100,-1,1,0,true,true
20009,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Zenit der Götter - Titan",157,18,399,67,0,true,0,true,1,296,112029,0,0,0,3800,3805,301,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,100,-1,1,0,true,true
20010,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Zenit der Götter - Garuda",155,18,397,65,0,true,0,true,1,297,112030,0,0,0,3700,3705,300,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,100,-1,1,0,true,true
20011,0,4,6,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Königliche Konfrontation (schwer)",178,18,401,54,0,true,0,true,1,207,112031,0,0,0,4900,4902,203,false,0,0,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,-1,2,0,true,true
20012,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Königliche Konfrontation (extrem)",178,18,514,80,0,true,0,true,1,364,112050,0,0,0,4900,4906,303,false,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,-1,1,0,true,true
20013,0,4,0,0,0,true,true,false,60,50,50,8,1,false,2,2,2,2,"Heldenlied von Ultima",150,18,403,61,0,true,0,true,1,348,112032,0,0,0,4044,4050,299,false,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,100,-1,1,0,true,true
20014,0,4,0,0,0,true,true,false,15,50,50,4,1,false,1,1,1,1,"Event Contents 3",157,18,0,0,0,true,0,true,1,509,112018,0,0,0,3800,3805,9999,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
20015,1,4,0,0,0,true,true,false,15,60,60,8,1,false,2,2,2,2,"Event Contents 1",311,18,0,0,0,true,0,true,1,353,112104,0,0,0,9000,9007,9997,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,false,false
