Index,0 [0x3][0x4],1 [0x0][0x0]
66,4,"Wie bitte?! Du willst dich verdrücken?! Wie ein feiger Spriggan?!"
67,4,"Es war eine wahre Wonne, euch zuzusehen! Die Belohnung habt ihr euch redlich verdient."
68,4,"Das war ganz große Klasse! Eure Belohnung habt ihr euch redlich verdient und zur Feier des Tages gibt es noch einen dicken Bonus obendrauf!"
69,4,"He, wo willst du das Zeug denn unterbringen?! Du bist ja schon völlig überladen."
70,4,"Jetzt drängle doch nicht so! Warte bitte kurz, bis ich die Belohnung verteilt habe!"
71,4,"Sobald ihr vollzählig seid, kann der Spaß beginnen!"
80,4,"Pssh! Ihr müzzen schnellhelfen! Drohengefahr! Muzzu Tor aufschließen!"
81,4,"Schlüsseldrehen in Schlozzz mit Flinkehand!"
82,4,""
100,4,"Hallo, ich bin Sidonia. Ich bin im Auftrag der Abenteurergilde hier. Wir rufen hier regelmäßig waffenfähige Leute der Umgebung zu Gildengeheißen zusammen. Das sind Sondereinsätze, um Gefahren einzudämmen, denen man alleine nicht gewachsen ist. "
101,4,"Ist das dein erstes Gildengeheiß? Du weißt, dass es sich um einen Sondereinsatz handelt, der nur von einer größeren Gruppe fähiger Abenteurer bewältigt werden kann?"
102,4,"Es sind alles besonders heikle und gefährliche Aufgaben, die nur von eingespielten Teams erfüllt werden können."
103,4,"Dafür fällt die Belohnung auch entsprechend hoch aus und beim ersten Erfolg legen wir sogar immer noch etwas drauf."
104,4,"Hallo, ich bin Sidonia. Ich bin im Auftrag der Abenteurergilde hier. Wir rufen hier regelmäßig waffenfähige Leute der Umgebung zu Gildengeheißen zusammen."
105,4,"Aber du scheinst einem solchen Sondereinsatz noch nicht gewachsen zu sein, nicht mal in einer Gruppe. Sammle doch noch etwas Erfahrung hier in der Gegend."
106,4,"Was fällt dir ein? Willst du die Mission etwa abbrechen?"
107,4,"Gut gemacht! Damit hast du dir eine schöne Belohnung verdient."
108,4,"Für diese Meisterleistung gebe ich dir noch einen Bonus obendrauf!"
109,4,"Warte mal. Du hast doch überhaupt keinen Platz im Gepäck. Schichte dein Zeug doch erst mal um, dann geb ich dir die Vergütung."
110,4,"Nicht so hastig! Warte doch wenigstens, bis alle ihre Vergütung bekommen haben."
111,4,"Einen Moment noch, deine Kameraden sind nicht ganz so flott wie du. Warte kurz, bis alle da sind."
120,4,"Alles klar? Ich bin Archimbalt von der Abenteurergilde. Ich hätte Arbeit für dich, wie wär's? Wir organisieren hier regelmäßig Gildengeheiße, das sind Sondereinsätze gegen nicht ganz alltägliche Gefahren."
121,4,"Du hast also im Leben noch nie was von Gildengeheißen gehört. Aha. Man kann nicht alles wissen, stimmt's? Gildengeheiße sind Sondereinsätze, bei denen man alleine keine Chance hat."
122,4,"Ein Gruppenkampf also, verstehst du? Es ist wichtig, gut zusammenzuarbeiten. "
123,4,"Selbstverständlich springt dabei auch ordentlich was raus. Und wenn du einen Einsatz zum ersten Mal erledigst, bekommst du noch eine Belohnung zusätzlich. Wir fördern den Mut zu neuen Erfahrungen, wie du siehst."
124,4,"Ich bin Archimbalt von der Abenteurergilde. Wir organisieren hier regelmäßig Gildengeheiße, das sind Sondereinsätze gegen nicht ganz alltägliche Gefahren."
125,4,"Mir scheint, du bist noch nicht ganz bereit für das, was wir hier tun. Sieh zu, dass du ein bisschen stärker und schlauer wirst, dann kannst du mal bei einem Einsatz mitmachen."
126,4,"Du hast echt die Ruhe weg, was? Mitten im Einsatz zum Plaudern vorbeizukommen. Oder willst du allen Ernstes abhauen?"
127,4,"Gute Arbeit! Hier ist die verdiente Belohnung."
128,4,"Für diese exzellente Leistung gibt es einen schönen Bonus obendrauf."
129,4,"Stopp, Stopp. Beim Kämpfen hast du es vielleicht drauf, aber Ordnung zu halten musst du noch lernen. Sieh doch mal, du hast überhaupt keinen Platz im Gepäck. Räum erst mal auf, dann geb ich dir die Vergütung."
130,4,"Ja, Geduld. Du merkst doch, dass ich den anderen gerade ihren Anteil gebe. Warte, bis alle bedient wurden."
131,4,"Warte noch kurz, bis deine Kameraden sich eingefunden haben. So viel Zeit muss sein."
132,4,"Ich habe mir alles gut von hier oben angeschaut. Den Einäugigen habt ihr umgelegt, wenn es auch etwas gedauert hat ... Ihr dürft passieren. Viel Erfolg bei der nächsten Herausforderung."
133,4,"Ich muss sagen, die Bestie und ihr magisches Auge habt ihr ganz passabel in den Griff bekommen. Damit habt ihr euch für die nächste Herausforderung qualifiziert."
134,4,"Es wird langsam Zeit für euer kleines Kämpfchen ..."
135,4,"Der Kampf mit dem Zyklopen ist eine der beliebtesten Trainingseinheiten - bei den sadistischen Ausbildern, wohlgemerkt. Kannst du Pyracmon <i>einen aufs Auge drücken</i>? A-haha ..."
136,4,"Der Zyklop hatte wohl einen schlechten Tag. Pech für ihn, Glück für euch."
137,4,"Bis hierhin habt ihr es also schon geschafft. Dann macht euch mal auf die Bestie Catblepus und ihr magisches Auge gefasst. Deren Kraftballung kann leicht ... <i>ins Auge gehen</i>. Muahaha!"
138,4,"Die Bestie ist zahmer als sie aussieht, nicht wahr? Gar nicht so wild, stimmt's? Catblepus ist eigentlich ein ganz Lieber, er hat nur einen ausgeprägten Spieltrieb."
139,4,"Ihr habt den Trainingsdurchlauf fast komplett hinter euch gebracht. Aber kommt ihr auch mit unseren Elite-Gladiatoren zurecht? Das wird sich jetzt zeigen."
140,4,"Das war ein heißer Kampf. Talent habt ihr ja. Mit euch in der Arena ließe sich eine hübsche Summe Gil verdienen, da bin ich mir sicher."
141,4,"Zur zweiten Runde weitergehen?"
142,4,"Zur dritten Runde weitergehen?"
143,4,"Willkommen, Na-Vanu-eeh, willkommen. Lege ein Donnerei in den Schrein und bete. Dann wird Wind Na-Vanu-eeh tragen auf Schwingen wie Vogel, und Wasser Na-Vanu-eeh reinigen für Besuch von Wolkenwiege."
