Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x3][0x11],17 [0x19][0x15],18 [0x5][0xa],19 [0x1a][0x15],20 [0x1b][0x15],21 [0x3][0x12],22 [0x3][0x13]
41,"Crafting Facility","Maximum CP is increased for crafters level 50 or below.",16107,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
42,"The Echo","Maximum HP, damage dealt, and HP recovered via healing magic are increased.",16207,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
43,"Weakness","All attributes are reduced by 15%.",15010,0,2,0,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
44,"Brink of Death","All attributes are reduced by 30%.",15011,0,2,0,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
45,"Crafter's Grace","Chance of increased experience point gains as a Disciple of the Hand.",16106,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
46,"Gatherer's Grace","Chance of increased experience point gains as a Disciple of the Land.",16006,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
47,"Stealth","Cannot be detected by enemies. Movement speed is reduced.",16001,0,1,16,0,false,false,false,false,false,false,true,true,2,0,false,0,false,true,0,0
48,"Well Fed","Enjoying the benefits of a full belly.",16202,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
49,"Medicated","Performance is being enhanced by a medicinal item.",16203,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
50,"Sprint","Movement speed is increased.",10101,0,1,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
51,"Strength Down","Strength is reduced.",15080,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
52,"Vitality Down","Vitality is reduced.",15082,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
53,"Physical Damage Up","Physical damage dealt is increased.",15050,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
54,"Physical Damage Down","Physical damage dealt is reduced.",15051,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
55,"Physical Vulnerability Down","Physical damage taken is reduced.",15052,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
56,"Physical Vulnerability Up","Physical damage taken is increased.",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
57,"Magic Damage Up","Magic damage dealt is increased.",15054,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
58,"Magic Damage Down","Magic damage dealt is reduced.",15055,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
59,"Magic Vulnerability Down","Magic damage taken is reduced.",15056,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
60,"Magic Vulnerability Up","Magic damage taken is increased.",15057,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
61,"Damage Up","Damage dealt is increased.",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
62,"Damage Down","Damage dealt is reduced.",15520,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
63,"Vulnerability Down","Damage taken is reduced.",15021,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
64,"Vulnerability Up","Damage taken is increased.",15020,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
65,"Critical Skill","All weaponskills are dealing critical damage.",15016,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
66,"Terror","Frozen with fear and unable to execute actions.",15516,0,2,18,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
67,"Leaden","Movement speed is reduced, and cannot be restored by normal means.",15518,0,2,4,126,false,false,false,false,false,false,true,true,100,1,false,0,false,false,0,0
68,"Drainstrikes","Auto-attacks are generating an Absorb HP effect.",15504,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
69,"Aspirstrikes","Auto-attacks are generating an Absorb MP effect.",15505,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
70,"Stunstrikes","Auto-attacks may stun target.",15506,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
71,"Rampart","Damage taken is reduced.",10152,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
72,"Convalescence","HP recovery via healing magic is increased.",10157,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
73,"Awareness","Cannot suffer critical damage.",10154,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
74,"Sentinel","Damage taken is reduced.",10151,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
75,"Tempered Will","Immune to knockback and draw-in effects.",10153,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
76,"Fight or Flight","Physical damage dealt is increased.",10155,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
77,"Bulwark","Block rate is increased.",10156,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
78,"Sword Oath","Auto-attacks are enhanced.",12505,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
79,"Shield Oath","Damage taken and dealt are reduced, while enmity and accuracy are increased.",12506,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
80,"Cover","Protecting a party member.",12501,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
81,"Covered","Under the protection of a party member.",12502,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
82,"Hallowed Ground","Impervious to most attacks.",12504,0,1,16,0,false,false,false,false,false,false,false,false,70,0,false,0,false,false,0,1
83,"Foresight","Defense is increased.",10252,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
84,"Bloodbath","Physical attacks generate HP equal to a portion of damage dealt.",10251,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
85,"Maim","Damage dealt is increased.",10262,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
86,"Berserk","Attack power is enhanced. Will be unable to use weaponskills for several seconds after effect ends.",10253,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
87,"Thrill of Battle","Maximum HP is increased.",10254,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
88,"Holmgang","Unable to move until effect fades.",10255,0,2,17,0,true,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
89,"Vengeance","Inflicting a portion of sustained damage back to its source.",10256,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
90,"Storm's Eye","Slashing resistance and HP recovery via healing magic are reduced.",10263,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
91,"Defiance","Maximum HP, HP recovery, accuracy, and enmity are increased, while damage dealt is reduced. Using certain actions will incur Wrath.",12551,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
92,"Unchained","Damage penalty inflicted by Defiance is nullified.",12552,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
93,"Wrath","Chance to parry is increased.",10257,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
94,"Wrath II","Chance to parry is increased.",10258,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
95,"Wrath III","Chance to parry is increased.",10259,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
96,"Wrath IV","Chance to parry is increased.",10260,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
97,"Infuriated","Chance to parry is increased.",10261,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
98,"Dragon Kick","Blunt resistance and intelligence are reduced.",10215,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
99,"Featherfoot","Evasion is enhanced.",10201,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
100,"Internal Release","Critical hit rate is increased.",10204,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
101,"Twin Snakes","Damage dealt is increased.",10216,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
102,"Mantra","HP recovery via healing magic is increased.",10206,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
103,"Fists of Fire","Damage dealt is increased.",10202,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
104,"Fists of Earth","Damage taken is reduced.",10203,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
105,"Fists of Wind","Movement speed is increased.",12526,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
106,"Touch of Death","Organs are failing, causing damage over time.",10211,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
107,"Opo-opo Form","Employing the opo-opo fighting stance.",10212,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
108,"Raptor Form","Employing the raptor fighting stance.",10213,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
109,"Coeurl Form","Employing the coeurl fighting stance.",10214,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
110,"Perfect Balance","Employing all three pugilistic fighting stances─opo-opo, raptor, and coeurl.",10217,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
111,"Greased Lightning","Damage dealt and attack speed are increased.",10207,0,1,16,146,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
112,"Greased Lightning II","Damage dealt and attack speed are increased.",10208,0,1,16,147,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
113,"Greased Lightning III","Damage dealt and attack speed are increased.",10209,0,1,16,148,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
114,"Keen Flurry","Chance to parry is increased.",10301,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
115,"Heavy Thrust","Damage dealt is increased.",10306,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
116,"Life Surge","Next weaponskill will result in a critical hit with resulting damage being absorbed as HP.",10302,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
117,"Blood for Blood","Increasing damage dealt while increasing damage taken.",10304,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
118,"Chaos Thrust","Wounds are bleeding, causing damage over time.",10307,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
119,"Phlebotomize","Wounds are bleeding, causing damage over time.",10305,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
120,"Power Surge","Damage is increased for next Jump or Spineshatter Dive.",10303,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
121,"Disembowel","Piercing resistance is reduced.",12576,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
122,"Straighter Shot","Next Straight Shot will result in a critical hit.",10365,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
123,"Hawk's Eye","Dexterity is increased and all attacks are guaranteed to land.",10351,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
124,"Venomous Bite","Toxins are causing damage over time.",10352,0,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
125,"Raging Strikes","Damage dealt is increased.",10354,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
126,"Physical Vulnerability Up","Physical damage taken is increased.",17101,8,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
127,"Quelling Strikes","Enmity generation is reduced.",10355,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
128,"Barrage","Striking multiple times per weaponskill.",10356,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
129,"Windbite","Wounds are exposed to the elements, causing wind damage over time.",10360,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
130,"Straight Shot","Critical hit rate is increased.",10361,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
131,"Downpour of Death","Next Rain of Death will not require any TP.",12607,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
132,"Quicker Nock","Next Quick Nock will not require any TP.",10362,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
133,"Swiftsong","Movement speed of self and nearby party members is increased.",10358,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
134,"Swiftsong","Movement speed is increased.",10357,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
135,"Mage's Ballad","Using MP to gradually restore the MP of nearby party members. Damage dealt is reduced.",12603,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
136,"Mage's Ballad","Restoring MP over time.",12602,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
137,"Army's Paeon","Using MP to gradually refresh the TP of self and nearby party members. Damage dealt is reduced.",12605,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
138,"Army's Paeon","Gradually regenerating TP.",12604,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
139,"Foe Requiem","Using MP to lower the magic resistances of nearby enemies.",12606,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
140,"Foe Requiem","All magic resistances are reduced.",12608,0,2,17,0,false,false,false,false,false,false,false,true,50,0,true,0,false,false,0,0
141,"Battle Voice","The effectiveness of songs is increased.",12601,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
142,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
143,"Aero","Taking wind damage over time.",10403,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
144,"Aero II","Taking wind damage over time.",10409,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
145,"Cleric Stance","INT and MND ratings are swapped, while increasing potency of attack magic and reducing potency of healing magic.",10402,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
146,"Protect","Both physical and magic defense are enhanced.",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
147,"Protect","Both physical and magic defense are enhanced.",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
148,"Raise","Teetering on the brink of consciousness.",10406,0,1,16,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
149,"Stun","Unable to execute actions.",15004,0,2,3,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
150,"Medica II","Regenerating HP over time.",10413,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
151,"Stoneskin","Lithified flesh is absorbing damage.",10401,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
152,"Stoneskin (Physical)","Lithified flesh is absorbing physical damage.",15041,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
153,"Stoneskin (Magical)","Lithified flesh is absorbing magic damage.",15042,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
154,"Shroud of Saints","Restoring MP over time.",10408,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
155,"Freecure","Next Cure II will not require any MP to cast.",10410,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
156,"Overcure","Next Cure III will cost half MP.",10411,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
157,"Presence of Mind","Spell cast times, recast times, and auto-attack delay are reduced.",12627,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
158,"Regen","Regenerating HP over time.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
159,"Divine Seal","HP recovery via healing magic is increased.",10407,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
160,"Surecast","Next spell cannot be interrupted by taking damage.",10452,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
161,"Thunder","Taking lightning damage over time.",10457,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
162,"Thunder II","Taking lightning damage over time.",10458,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
163,"Thunder III","Taking lightning damage over time.",10459,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
164,"Thundercloud","Next Thunder, Thunder II, or Thunder III will add its full damage over time amount to its initial damage, require no time to cast, and cost no MP.",10461,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
165,"Firestarter","Next Fire III will require no time to cast and cost no MP.",10460,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
166,"Succor","Next Succor will cost no MP.",12804,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
167,"Swiftcast","Next spell will require no time to cast.",10454,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
168,"Manaward","An aetherial barrier is preventing magic damage.",10456,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
169,"Manawall","An aetherial barrier is preventing physical damage.",12651,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
170,"Apocatastasis","Magic damage taken is reduced.",10451,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
171,"Ekpyrosis","Unable to receive Apocatastasis.",12652,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
172,"Infirmity","HP recovery via healing magic and actions is reduced.",15531,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
173,"Astral Fire","Aetherial balance of mind and spirit is leaning astrally. Fire-aspected spells require more MP, but do more damage. Ice-aspected spells require less MP, but do less damage. MP regeneration has stopped.",10463,0,1,16,140,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
174,"Astral Fire II","Aetherial balance of mind and spirit is leaning astrally. Fire-aspected spells require more MP, but do more damage. Ice-aspected spells require less MP, but do less damage. MP regeneration has stopped.",10464,0,1,16,141,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
175,"Astral Fire III","Aetherial balance of mind and spirit is leaning astrally. Fire-aspected spells require more MP, but do more damage. Ice-aspected spells require less MP, but do less damage, and casting times are halved. MP regeneration has stopped.",10465,0,1,16,142,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
176,"Umbral Ice","Aetherial balance of mind and spirit is leaning umbrally. Fire-aspected spells require less MP, but do less damage. MP regeneration has quickened.",10466,0,1,16,143,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
177,"Umbral Ice II","Aetherial balance of mind and spirit is leaning umbrally. Fire-aspected spells require less MP, but do less damage. MP regeneration has quickened.",10467,0,1,16,144,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
178,"Umbral Ice III","Aetherial balance of mind and spirit is leaning umbrally. Fire-aspected spells require less MP, but do less damage, and their casting times are halved. MP regeneration has quickened.",10468,0,1,16,145,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
179,"Bio","Contagions are spreading, causing damage over time.",10504,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
180,"Miasma","Lungs are failing, causing damage over time.",10506,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
181,"Disease","Movement speed and HP recovered via healing magic and actions are reduced.\n※Movement speed unaffected in PvP.",15014,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,4
182,"Virus","Motor skills are hampered, causing reduced strength and dexterity.",10510,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
183,"Fever","Head is burning, causing reduced mind and intelligence.",10511,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
184,"Sustain","Regenerating HP over time.",10508,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
185,"Eye for an Eye","Chance that next hit suffered will lower the attacker's damage dealt.",10512,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
186,"Eye for an Eye","Damage dealt is reduced.",10513,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
187,"Rouse","Damage and healing magic potency are increased.",10509,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
188,"Miasma II","Contagions are spreading, causing damage over time.",10507,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
189,"Bio II","Lungs are failing, causing damage over time.",10505,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
190,"Shadow Flare","Burning shadows dance across the ground, dealing unaspected damage to any who tread upon it.",10514,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
