Index,0 [0x0][0x4],1 [0x3][0xa],2 [0x3][0xb],3 [0x19][0xd],4 [0x3][0xc],5 [0x5][0x8],6 [0x0][0x0]
71,"",255,255,false,0,0,""
72,"",255,255,false,0,0,""
73,"",255,255,false,0,0,""
74,"",255,255,false,0,0,""
75,"",255,255,false,0,0,""
76,"",255,255,false,0,0,""
77,"",255,255,false,0,0,""
78,"",255,255,false,0,0,""
79,"",255,255,false,0,0,""
80,"",255,255,false,0,0,""
81,"",255,255,false,0,0,""
82,"",255,255,false,0,0,""
83,"",255,255,false,0,0,""
84,"",255,255,false,0,0,""
85,"",255,255,false,0,0,""
86,"",255,255,false,0,0,""
87,"",255,255,false,0,0,""
88,"",255,255,false,0,0,""
89,"",255,255,false,0,0,""
90,"",255,255,false,0,0,""
91,"",255,255,false,0,0,""
92,"",255,255,false,0,0,""
93,"",255,255,false,0,0,""
94,"",255,255,false,0,0,""
95,"",255,255,false,0,0,""
96,"",255,255,false,0,0,""
97,"",255,255,false,0,0,""
98,"",255,255,false,0,0,""
99,"",255,255,false,0,0,""
103,"TARGET_NEXT",255,255,false,2,1,"一番近い敵から順にターゲット：順送り"
104,"TARGET_PREV",255,255,false,2,2,"一番近い敵から順にターゲット：逆送り"
105,"TARGET_P1",255,255,false,2,3,"パーティリストの１（自分）をターゲット"
106,"TARGET_P2",255,255,false,2,4,"パーティリストの2をターゲット"
107,"TARGET_P3",255,255,false,2,5,"パーティリストの3をターゲット"
108,"TARGET_P4",255,255,false,2,6,"パーティリストの4をターゲット"
109,"TARGET_P5",255,255,false,2,7,"パーティリストの5をターゲット"
110,"TARGET_P6",255,255,false,2,8,"パーティリストの6をターゲット"
111,"TARGET_P7",255,255,false,2,9,"パーティリストの7をターゲット"
112,"TARGET_P8",255,255,false,2,10,"パーティリストの8をターゲット"
113,"TARGET_PET",255,255,false,2,11,"自分のペットをターゲット"
114,"TARGET_TTOT",255,255,false,2,12,"対象のターゲットをターゲット（アシストターゲット）"
115,"TARGET_LASTTARGET",255,255,false,2,13,"最後にターゲットした対象をターゲット"
116,"TARGET_LASTENEMY",255,255,false,2,14,"最後にターゲットした敵をターゲット"
117,"TARGET_LASTATTACKER",255,255,false,2,15,"自分に敵対アクションを行った敵をターゲット"
118,"TARGET_CLOSEST_ENEMY",255,255,false,2,16,"一番近くの敵をターゲット"
119,"TARGET_CLOSEST_PC",255,255,false,2,17,"一番近くのPCをターゲット"
120,"TARGET_CLOSEST_NPC",255,255,false,2,18,"一番近くのNPC/オブジェクトをターゲット"
121,"TARGET_FOCUS",255,255,false,2,19,"フォーカスターゲット"
122,"TARGET_SELECT",255,255,false,2,20,"フォーカスターゲットをターゲット"
123,"FACE",255,255,false,2,21,"ターゲットの方向を向く（フェイスターゲット）"
124,"CIRCLE_ALL",255,255,false,2,22,"ターゲットサークル：<icon:13>+<icon:12>"
125,"CIRCLE_ENEMY",255,255,false,2,23,"ターゲットサークル：<icon:13>+<icon:9>"
126,"CIRCLE_PARTY",255,255,false,2,24,"ターゲットサークル：<icon:13>+<icon:10>"
127,"CIRCLE_PC",255,255,false,2,25,"ターゲットサークル：<icon:13>+<icon:11>"
136,"TARGET_ENEMY_LIST_UP_KEY",255,255,false,2,26,"敵対リスト選択：上操作"
137,"TARGET_ENEMY_LIST_DOWN_KEY",255,255,false,2,27,"敵対リスト選択：下操作"
138,"TARGET_ALLIANCE_NEXT_KEY",255,255,false,2,28,"アライアンスリスト選択：順送り"
139,"TARGET_ALLIANCE_PREV_KEY",255,255,false,2,29,"アライアンスリスト選択：逆送り"
140,"TARGET_ALLIANCE1_NEXT",255,255,false,2,30,"アライアンスリスト1選択：順送り"
141,"TARGET_ALLIANCE1_PREV",255,255,false,2,31,"アライアンスリスト1選択：逆送り"
142,"TARGET_ALLIANCE2_NEXT",255,255,false,2,32,"アライアンスリスト2選択：順送り"
143,"TARGET_ALLIANCE2_PREV",255,255,false,2,33,"アライアンスリスト2選択：逆送り"
144,"TARGET_ALLIANCE1_1",255,255,false,2,34,"アライアンスリスト1-1をターゲット"
145,"TARGET_ALLIANCE1_2",255,255,false,2,35,"アライアンスリスト1-2をターゲット"
146,"TARGET_ALLIANCE1_3",255,255,false,2,36,"アライアンスリスト1-3をターゲット"
147,"TARGET_ALLIANCE1_4",255,255,false,2,37,"アライアンスリスト1-4をターゲット"
148,"TARGET_ALLIANCE1_5",255,255,false,2,38,"アライアンスリスト1-5をターゲット"
149,"TARGET_ALLIANCE1_6",255,255,false,2,39,"アライアンスリスト1-6をターゲット"
150,"TARGET_ALLIANCE1_7",255,255,false,2,40,"アライアンスリスト1-7をターゲット"
151,"TARGET_ALLIANCE1_8",255,255,false,2,41,"アライアンスリスト1-8をターゲット"
152,"TARGET_ALLIANCE2_1",255,255,false,2,42,"アライアンスリスト2-1をターゲット"
153,"TARGET_ALLIANCE2_2",255,255,false,2,43,"アライアンスリスト2-2をターゲット"
154,"TARGET_ALLIANCE2_3",255,255,false,2,44,"アライアンスリスト2-3をターゲット"
155,"TARGET_ALLIANCE2_4",255,255,false,2,45,"アライアンスリスト2-4をターゲット"
156,"TARGET_ALLIANCE2_5",255,255,false,2,46,"アライアンスリスト2-5をターゲット"
157,"TARGET_ALLIANCE2_6",255,255,false,2,47,"アライアンスリスト2-6をターゲット"
158,"TARGET_ALLIANCE2_7",255,255,false,2,48,"アライアンスリスト2-7をターゲット"
159,"TARGET_ALLIANCE2_8",255,255,false,2,49,"アライアンスリスト2-8をターゲット"
160,"",255,255,false,0,0,""
161,"",255,255,false,0,0,""
162,"",255,255,false,0,0,""
163,"",255,255,false,0,0,""
164,"",255,255,false,0,0,""
165,"",255,255,false,0,0,""
166,"",255,255,false,0,0,""
167,"",255,255,false,0,0,""
168,"",255,255,false,0,0,""
169,"",255,255,false,0,0,""
171,"CMD_CHAT",255,255,false,4,1,"チャット入力開始"
172,"CMD_COMMAND",255,255,false,4,2,"テキストコマンド入力開始"
173,"CMD_REPLY",255,255,false,4,3,"一時リプライ：順送り"
174,"CMD_REPLY_REV",255,255,false,4,4,"一時リプライ：逆送り"
175,"CMD_SAY",255,255,false,4,5,"Sayチャット一時切り替え"
176,"CMD_YELL",255,255,false,4,6,"Yellチャット一時切り替え"
177,"CMD_SHOUT",255,255,false,4,7,"Shoutチャット一時切り替え"
178,"CMD_PARTY",255,255,false,4,8,"Partyチャット一時切り替え"
179,"CMD_ALLIANCE",255,255,false,4,9,"アライアンスチャット一時切り替え"
180,"CMD_FREECOM",255,255,false,4,10,"フリーカンパニーチャット一時切り替え"
181,"CMD_LINKSHELL",255,255,false,4,11,"Linkshellチャット一時切り替え：順送り"
182,"CMD_LINKSHELL_REV",255,255,false,4,12,"Linkshellチャット一時切り替え：逆送り"
183,"CMD_LINKSHELL_1",255,255,false,4,13,"Linkshellチャット[1]一時切り替え"
184,"CMD_LINKSHELL_2",255,255,false,4,14,"Linkshellチャット[2]一時切り替え"
185,"CMD_LINKSHELL_3",255,255,false,4,15,"Linkshellチャット[3]一時切り替え"
186,"CMD_LINKSHELL_4",255,255,false,4,16,"Linkshellチャット[4]一時切り替え"
187,"CMD_LINKSHELL_5",255,255,false,4,17,"Linkshellチャット[5]一時切り替え"
188,"CMD_LINKSHELL_6",255,255,false,4,18,"Linkshellチャット[6]一時切り替え"
189,"CMD_LINKSHELL_7",255,255,false,4,19,"Linkshellチャット[7]一時切り替え"
190,"CMD_LINKSHELL_8",255,255,false,4,20,"Linkshellチャット[8]一時切り替え"
191,"CMD_REPLY_ALWAYS",255,255,false,4,21,"リプライ：順送り"
192,"CMD_REPLY_REV_ALWAYS",255,255,false,4,22,"リプライ：逆送り"
193,"CMD_SAY_ALWAYS",255,255,false,4,23,"Sayチャット切り替え"
194,"CMD_YELL_ALWAYS",255,255,false,4,24,"Yellチャット切り替え"
196,"CMD_PARTY_ALWAYS",255,255,false,4,25,"Partyチャット切り替え"
197,"CMD_ALLIANCE_ALWAYS",255,255,false,4,26,"アライアンスチャット切り替え"
198,"CMD_FREECOM_ALWAYS",255,255,false,4,27,"フリーカンパニーチャット切り替え"
199,"CMD_LINKSHELL_ALWAYS",255,255,false,4,28,"Linkshellチャット切り替え：順送り"
200,"CMD_LINKSHELL_REV_ALWAYS",255,255,false,4,29,"Linkshellチャット切り替え：逆送り"
201,"CMD_LINKSHELL_1_ALWAYS",255,255,false,4,30,"Linkshellチャット[1]切り替え"
202,"CMD_LINKSHELL_2_ALWAYS",255,255,false,4,31,"Linkshellチャット[2]切り替え"
203,"CMD_LINKSHELL_3_ALWAYS",255,255,false,4,32,"Linkshellチャット[3]切り替え"
204,"CMD_LINKSHELL_4_ALWAYS",255,255,false,4,33,"Linkshellチャット[4]切り替え"
205,"CMD_LINKSHELL_5_ALWAYS",255,255,false,4,34,"Linkshellチャット[5]切り替え"
206,"CMD_LINKSHELL_6_ALWAYS",255,255,false,4,35,"Linkshellチャット[6]切り替え"
207,"CMD_LINKSHELL_7_ALWAYS",255,255,false,4,36,"Linkshellチャット[7]切り替え"
208,"CMD_LINKSHELL_8_ALWAYS",255,255,false,4,37,"Linkshellチャット[8]切り替え"
209,"",255,255,false,0,0,""
211,"OK",255,255,true,5,1,"決定操作"
212,"CANCEL",255,255,true,5,2,"キャンセル操作"
213,"ESC",255,255,true,5,3,"エスケープ"
214,"PAD_MAINMENUFOCUS",255,255,true,5,4,"メインコマンド"
215,"MENU",255,255,false,5,5,"サブコマンド"
216,"UP",255,255,false,5,6,"カーソル / パーティリスト上操作"
217,"DOWN",255,255,false,5,7,"カーソル / パーティリスト下操作"
218,"LEFT",255,255,false,5,8,"カーソル / アンカー左操作"
219,"RIGHT",255,255,false,5,9,"カーソル / アンカー右操作"
220,"TAB_NEXT",255,255,false,5,10,"タブ切り替え：順送り"
221,"TAB_PREV",255,255,false,5,11,"タブ切り替え：逆送り"
222,"HOTBAR_UP",255,253,false,5,12,"ホットバー上切り替え"
223,"HOTBAR_DOWN",255,253,false,5,13,"ホットバー下切り替え"
224,"KEY_SCREENSHOT",255,251,false,5,14,"スクリーンショット"
225,"HIDE",255,255,false,5,15,"UI表示切り替え"
226,"MENU_LAYOUT",255,255,false,5,16,"HUDレイアウトモード"
227,"PAD_HUDFOCUS",255,255,false,5,17,"HUD選択：順送り"
228,"PAD_HUDFOCUS_PREV",255,255,false,5,18,"HUD選択：逆送り"
229,"TARGET_CLICK_FILTER",255,255,false,5,19,"ターゲットフィルター"
230,"MENU_SCALE",255,255,false,5,20,"ウィンドウの拡縮"
231,"HOTBAR_SET_1",255,253,false,5,23,"ホットバー切り替え：セット1"
232,"HOTBAR_SET_2",255,253,false,5,24,"ホットバー切り替え：セット2"
233,"HOTBAR_SET_3",255,253,false,5,25,"ホットバー切り替え：セット3"
234,"HOTBAR_SET_4",255,253,false,5,26,"ホットバー切り替え：セット4"
235,"HOTBAR_SET_5",255,253,false,5,27,"ホットバー切り替え：セット5"
236,"HOTBAR_SET_6",255,253,false,5,28,"ホットバー切り替え：セット6"
237,"HOTBAR_SET_7",255,253,false,5,29,"ホットバー切り替え：セット7"
238,"HOTBAR_SET_8",255,253,false,5,30,"ホットバー切り替え：セット8"
239,"HOTBAR_SET_9",255,253,false,5,31,"ホットバー切り替え：セット9"
240,"HOTBAR_SET_10",255,253,false,5,32,"ホットバー切り替え：セット10"
241,"MACRO_FORCED_OUTAGE",255,255,false,5,21,"実行マクロの停止"
242,"HOTBAR_SET_EX",255,253,false,5,33,"ホットバー切り替え：セットEX"
243,"MOUSE_CURSOR_SONAR",255,253,false,5,22,"カーソルソナー"
244,"",255,255,false,0,0,""
245,"",255,255,false,0,0,""
246,"",255,255,false,0,0,""
247,"",255,255,false,0,0,""
248,"",255,255,false,0,0,""
249,"",255,255,false,0,0,""
251,"MENU_STATUS",255,255,false,3,1,"キャラクター"
252,"MENU_BAG",255,255,false,3,2,"所持品"
253,"MENU_ARMORY",255,255,false,3,3,"アーマリーチェスト"
254,"MENU_EVENT_BAG",255,255,false,3,4,"イベントアイテムリスト"
255,"MENU_MAP",255,255,false,3,5,"マップ"
256,"MENU_ACTION",255,255,false,3,6,"アクションリスト"
257,"MENU_EMOTE",255,255,false,3,7,"エモート"
258,"MENU_MOUNT_NOTEBOOK",255,255,false,3,8,"マウントリスト"
259,"MENU_MINION_NOTEBOOK",255,255,false,3,9,"ミニオンリスト"
260,"MENU_PVP_PROFILE",255,255,false,3,10,"PvPプロフィール"
261,"MENU_SOCIAL",255,255,false,3,12,"ソーシャル"
262,"MENU_PARTY_MEMBER",255,255,false,3,13,"パーティメンバー"
263,"MENU_FRIEND_LIST",255,255,false,3,14,"フレンドリスト"
264,"MENU_BLACK_LIST",255,255,false,3,15,"ブラックリスト"
265,"MENU_PC_SEARCH",255,255,false,3,16,"PCサーチ"
266,"MENU_LFG",255,255,false,3,17,"パーティ募集"
267,"MENU_READY_CHECK",255,255,false,3,18,"レディチェック"
268,"MENU_FREECOM",255,255,false,3,19,"フリーカンパニー"
269,"MENU_HOUSING",255,255,false,3,20,"ハウジング"
270,"MENU_LINKSHELL",255,255,false,3,21,"リンクシェル"
271,"MENU_CONTENT",255,255,false,3,22,"コンテンツファインダー"
272,"MENU_CONTENT_INFO",255,255,false,3,23,"コンテンツ情報"
273,"MENU_JOURNAL",255,255,false,3,24,"ジャーナル"
274,"MENU_CRAFT",255,255,false,3,25,"製作手帳"
275,"MENU_GATHER",255,255,false,3,26,"採集手帳"
276,"MENU_MONSTER",255,255,false,3,27,"討伐手帳"
277,"MENU_FISH",255,255,false,3,28,"釣り手帳"
278,"MENU_FISH_GUIDE",255,255,false,3,29,"魚類図鑑"
279,"MENU_CONTENTS_NOTEBOOK",255,255,false,3,30,"攻略手帳"
280,"MENU_ADVENTURE_NOTEBOOK",255,255,false,3,31,"探検手帳"
281,"MENU_MARK",255,255,false,3,32,"ターゲットマーカー"
282,"MENU_FIELD_MARK",255,255,false,3,33,"フィールドマーカー"
283,"MENU_BUDDY",255,255,false,3,34,"バディ"
284,"MENU_RETURN",255,255,false,3,35,"デジョン"
285,"MENU_TELEPO",255,255,false,3,36,"テレポ"
286,"MENU_ACHIVE",255,255,false,3,37,"アチーブメント"
287,"MENU_SYSTEM",255,253,false,3,38,"システム"
288,"MENU_HOWTO",255,255,false,3,39,"HowToリスト"
289,"MENU_RECOMMEND_LIST",255,255,false,3,40,"おすすめコンテンツ"
290,"MENU_MACRO",255,255,false,3,41,"マクロ"
291,"MENU_SUPPORT",255,255,false,3,42,"サポート&ニュース"
292,"MENU_CONFIG",255,255,false,3,43,"キャラクターコンフィグ"
293,"MENU_SYSCONFIG",255,255,false,3,44,"システムコンフィグ"
294,"MENU_LOGCOLOR",255,255,false,3,45,"ログカラー"
295,"MENU_PADCUSTOMIZE",255,255,false,3,46,"ボタンカスタマイズ"
296,"MENU_GOLD_SAUCER",255,255,false,3,11,"ゴールドソーサー"
297,"MENU_AETHER_CURRENT",255,255,false,3,38,"風脈の泉交感情報"
298,"MENU_CURRENCY",255,255,false,3,2,"通貨リスト"
299,"",255,255,false,0,0,""
301,"HOTBAR_1_1",255,253,false,6,1,"ホットバー1：スロット1"
302,"HOTBAR_1_2",255,253,false,6,2,"ホットバー1：スロット2"
303,"HOTBAR_1_3",255,253,false,6,3,"ホットバー1：スロット3"
304,"HOTBAR_1_4",255,253,false,6,4,"ホットバー1：スロット4"
305,"HOTBAR_1_5",255,253,false,6,5,"ホットバー1：スロット5"
306,"HOTBAR_1_6",255,253,false,6,6,"ホットバー1：スロット6"
307,"HOTBAR_1_7",255,253,false,6,7,"ホットバー1：スロット7"
308,"HOTBAR_1_8",255,253,false,6,8,"ホットバー1：スロット8"
309,"HOTBAR_1_9",255,253,false,6,9,"ホットバー1：スロット9"
310,"HOTBAR_1_0",255,253,false,6,10,"ホットバー1：スロット10"
311,"HOTBAR_1_A",255,253,false,6,11,"ホットバー1：スロット11"
312,"HOTBAR_1_B",255,253,false,6,12,"ホットバー1：スロット12"
313,"HOTBAR_2_1",255,253,false,6,13,"ホットバー2：スロット1"
314,"HOTBAR_2_2",255,253,false,6,14,"ホットバー2：スロット2"
315,"HOTBAR_2_3",255,253,false,6,15,"ホットバー2：スロット3"
316,"HOTBAR_2_4",255,253,false,6,16,"ホットバー2：スロット4"
317,"HOTBAR_2_5",255,253,false,6,17,"ホットバー2：スロット5"
318,"HOTBAR_2_6",255,253,false,6,18,"ホットバー2：スロット6"
319,"HOTBAR_2_7",255,253,false,6,19,"ホットバー2：スロット7"
320,"HOTBAR_2_8",255,253,false,6,20,"ホットバー2：スロット8"
321,"HOTBAR_2_9",255,253,false,6,21,"ホットバー2：スロット9"
322,"HOTBAR_2_0",255,253,false,6,22,"ホットバー2：スロット10"
323,"HOTBAR_2_A",255,253,false,6,23,"ホットバー2：スロット11"
324,"HOTBAR_2_B",255,253,false,6,24,"ホットバー2：スロット12"
325,"HOTBAR_3_1",255,253,false,6,25,"ホットバー3：スロット1"
326,"HOTBAR_3_2",255,253,false,6,26,"ホットバー3：スロット2"
327,"HOTBAR_3_3",255,253,false,6,27,"ホットバー3：スロット3"
328,"HOTBAR_3_4",255,253,false,6,28,"ホットバー3：スロット4"
329,"HOTBAR_3_5",255,253,false,6,29,"ホットバー3：スロット5"
330,"HOTBAR_3_6",255,253,false,6,30,"ホットバー3：スロット6"
331,"HOTBAR_3_7",255,253,false,6,31,"ホットバー3：スロット7"
332,"HOTBAR_3_8",255,253,false,6,32,"ホットバー3：スロット8"
333,"HOTBAR_3_9",255,253,false,6,33,"ホットバー3：スロット9"
334,"HOTBAR_3_0",255,253,false,6,34,"ホットバー3：スロット10"
335,"HOTBAR_3_A",255,253,false,6,35,"ホットバー3：スロット11"
336,"HOTBAR_3_B",255,253,false,6,36,"ホットバー3：スロット12"
337,"HOTBAR_4_1",255,253,false,6,37,"ホットバー4：スロット1"
338,"HOTBAR_4_2",255,253,false,6,38,"ホットバー4：スロット2"
339,"HOTBAR_4_3",255,253,false,6,39,"ホットバー4：スロット3"
340,"HOTBAR_4_4",255,253,false,6,40,"ホットバー4：スロット4"
341,"HOTBAR_4_5",255,253,false,6,41,"ホットバー4：スロット5"
342,"HOTBAR_4_6",255,253,false,6,42,"ホットバー4：スロット6"
343,"HOTBAR_4_7",255,253,false,6,43,"ホットバー4：スロット7"
344,"HOTBAR_4_8",255,253,false,6,44,"ホットバー4：スロット8"
345,"HOTBAR_4_9",255,253,false,6,45,"ホットバー4：スロット9"
346,"HOTBAR_4_0",255,253,false,6,46,"ホットバー4：スロット10"
347,"HOTBAR_4_A",255,253,false,6,47,"ホットバー4：スロット11"
348,"HOTBAR_4_B",255,253,false,6,48,"ホットバー4：スロット12"
349,"HOTBAR_5_1",255,253,false,6,49,"ホットバー5：スロット1"
350,"HOTBAR_5_2",255,253,false,6,50,"ホットバー5：スロット2"
351,"HOTBAR_5_3",255,253,false,6,51,"ホットバー5：スロット3"
352,"HOTBAR_5_4",255,253,false,6,52,"ホットバー5：スロット4"
353,"HOTBAR_5_5",255,253,false,6,53,"ホットバー5：スロット5"
354,"HOTBAR_5_6",255,253,false,6,54,"ホットバー5：スロット6"
355,"HOTBAR_5_7",255,253,false,6,55,"ホットバー5：スロット7"
356,"HOTBAR_5_8",255,253,false,6,56,"ホットバー5：スロット8"
357,"HOTBAR_5_9",255,253,false,6,57,"ホットバー5：スロット9"
358,"HOTBAR_5_0",255,253,false,6,58,"ホットバー5：スロット10"
359,"HOTBAR_5_A",255,253,false,6,59,"ホットバー5：スロット11"
360,"HOTBAR_5_B",255,253,false,6,60,"ホットバー5：スロット12"
361,"HOTBAR_6_1",255,253,false,6,61,"ホットバー6：スロット1"
362,"HOTBAR_6_2",255,253,false,6,62,"ホットバー6：スロット2"
363,"HOTBAR_6_3",255,253,false,6,63,"ホットバー6：スロット3"
364,"HOTBAR_6_4",255,253,false,6,64,"ホットバー6：スロット4"
365,"HOTBAR_6_5",255,253,false,6,65,"ホットバー6：スロット5"
366,"HOTBAR_6_6",255,253,false,6,66,"ホットバー6：スロット6"
367,"HOTBAR_6_7",255,253,false,6,67,"ホットバー6：スロット7"
368,"HOTBAR_6_8",255,253,false,6,68,"ホットバー6：スロット8"
369,"HOTBAR_6_9",255,253,false,6,69,"ホットバー6：スロット9"
370,"HOTBAR_6_0",255,253,false,6,70,"ホットバー6：スロット10"
371,"HOTBAR_6_A",255,253,false,6,71,"ホットバー6：スロット11"
372,"HOTBAR_6_B",255,253,false,6,72,"ホットバー6：スロット12"
373,"HOTBAR_7_1",255,253,false,6,73,"ホットバー7：スロット1"
374,"HOTBAR_7_2",255,253,false,6,74,"ホットバー7：スロット2"
375,"HOTBAR_7_3",255,253,false,6,75,"ホットバー7：スロット3"
376,"HOTBAR_7_4",255,253,false,6,76,"ホットバー7：スロット4"
377,"HOTBAR_7_5",255,253,false,6,77,"ホットバー7：スロット5"
378,"HOTBAR_7_6",255,253,false,6,78,"ホットバー7：スロット6"
379,"HOTBAR_7_7",255,253,false,6,79,"ホットバー7：スロット7"
380,"HOTBAR_7_8",255,253,false,6,80,"ホットバー7：スロット8"
381,"HOTBAR_7_9",255,253,false,6,81,"ホットバー7：スロット9"
382,"HOTBAR_7_0",255,253,false,6,82,"ホットバー7：スロット10"
383,"HOTBAR_7_A",255,253,false,6,83,"ホットバー7：スロット11"
384,"HOTBAR_7_B",255,253,false,6,84,"ホットバー7：スロット12"
385,"HOTBAR_8_1",255,253,false,6,85,"ホットバー8：スロット1"
386,"HOTBAR_8_2",255,253,false,6,86,"ホットバー8：スロット2"
387,"HOTBAR_8_3",255,253,false,6,87,"ホットバー8：スロット3"
388,"HOTBAR_8_4",255,253,false,6,88,"ホットバー8：スロット4"
389,"HOTBAR_8_5",255,253,false,6,89,"ホットバー8：スロット5"
390,"HOTBAR_8_6",255,253,false,6,90,"ホットバー8：スロット6"
391,"HOTBAR_8_7",255,253,false,6,91,"ホットバー8：スロット7"
392,"HOTBAR_8_8",255,253,false,6,92,"ホットバー8：スロット8"
393,"HOTBAR_8_9",255,253,false,6,93,"ホットバー8：スロット9"
394,"HOTBAR_8_0",255,253,false,6,94,"ホットバー8：スロット10"
395,"HOTBAR_8_A",255,253,false,6,95,"ホットバー8：スロット11"
396,"HOTBAR_8_B",255,253,false,6,96,"ホットバー8：スロット12"
397,"HOTBAR_9_1",255,253,false,6,97,"ホットバー9：スロット1"
398,"HOTBAR_9_2",255,253,false,6,98,"ホットバー9：スロット2"
399,"HOTBAR_9_3",255,253,false,6,99,"ホットバー9：スロット3"
400,"HOTBAR_9_4",255,253,false,6,100,"ホットバー9：スロット4"
401,"HOTBAR_9_5",255,253,false,6,101,"ホットバー9：スロット5"
402,"HOTBAR_9_6",255,253,false,6,102,"ホットバー9：スロット6"
403,"HOTBAR_9_7",255,253,false,6,103,"ホットバー9：スロット7"
404,"HOTBAR_9_8",255,253,false,6,104,"ホットバー9：スロット8"
405,"HOTBAR_9_9",255,253,false,6,105,"ホットバー9：スロット9"
406,"HOTBAR_9_0",255,253,false,6,106,"ホットバー9：スロット10"
407,"HOTBAR_9_A",255,253,false,6,107,"ホットバー9：スロット11"
408,"HOTBAR_9_B",255,253,false,6,108,"ホットバー9：スロット12"
409,"HOTBAR_10_1",255,253,false,6,109,"ホットバー10：スロット1"
410,"HOTBAR_10_2",255,253,false,6,110,"ホットバー10：スロット2"
411,"HOTBAR_10_3",255,253,false,6,111,"ホットバー10：スロット3"
412,"HOTBAR_10_4",255,253,false,6,112,"ホットバー10：スロット4"
413,"HOTBAR_10_5",255,253,false,6,113,"ホットバー10：スロット5"
414,"HOTBAR_10_6",255,253,false,6,114,"ホットバー10：スロット6"
415,"HOTBAR_10_7",255,253,false,6,115,"ホットバー10：スロット7"
416,"HOTBAR_10_8",255,253,false,6,116,"ホットバー10：スロット8"
417,"HOTBAR_10_9",255,253,false,6,117,"ホットバー10：スロット9"
418,"HOTBAR_10_0",255,253,false,6,118,"ホットバー10：スロット10"
419,"HOTBAR_10_A",255,253,false,6,119,"ホットバー10：スロット11"
420,"HOTBAR_10_B",255,253,false,6,120,"ホットバー10：スロット12"
421,"HOTBAR_EX_1",255,253,false,6,121,"EXホットバー：スロット1"
422,"HOTBAR_EX_2",255,253,false,6,122,"EXホットバー：スロット2"
423,"HOTBAR_EX_3",255,253,false,6,123,"EXホットバー：スロット3"
424,"HOTBAR_EX_4",255,253,false,6,124,"EXホットバー：スロット4"
