Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x3][0x11],17 [0x19][0x15],18 [0x5][0xa],19 [0x1a][0x15],20 [0x1b][0x15],21 [0x3][0x12],22 [0x3][0x13]
26,"物理攻撃力ダウン","物理攻撃力が低下した状態。",15051,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
27,"命中率アップ","命中率が向上した状態。",15060,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
28,"命中率ダウン","命中率が低下した状態。",15061,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
29,"物理防御力アップ","物理防御力が向上した状態。",15052,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
30,"物理防御力ダウン","物理防御力が低下した状態。",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
31,"回避力アップ","回避力が向上した状態。",15062,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
32,"回避力ダウン","回避力が低下した状態。",15063,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
33,"魔法攻撃力アップ","魔法攻撃力が向上した状態。",15054,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
34,"魔法攻撃力ダウン","魔法攻撃力が低下した状態。",15055,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
35,"魔法回復力アップ","魔法回復力が向上した状態。",15058,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
36,"魔法回復力ダウン","魔法回復力が低下した状態。",15059,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
37,"魔法防御力アップ","魔法防御力が向上した状態。",15056,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
38,"魔法防御力ダウン","魔法防御力が低下した状態。",15057,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
39,"スタン無効","スタンを無効化する状態。",15566,0,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
40,"沈黙無効","沈黙を無効化する状態。",15567,0,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
41,"製作設備","製作設備の助けを借りた状態。レベル50以下のクラフターの最大ＣＰが増加する。",16107,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
42,"超える力","己の限界を超えた状態。最大ＨＰを増加し、かつ与ダメージと回復魔法の回復量が上昇する。",16207,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
43,"衰弱","身体が弱り、フィジカルパラメータが15％低下した状態。",15010,0,2,0,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
44,"衰弱［強］","身体が弱り、フィジカルパラメータが30％低下した状態。",15011,0,2,0,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
45,"経験値アップ（クラフター専用）","クラフターの経験値が上がりやすくなっている状態。",16106,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
46,"経験値アップ（ギャザラー専用）","ギャザラーの経験値が上がりやすくなっている状態。",16006,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
47,"ステルス","移動速度が下がり、モンスターに襲われない状態。",16001,0,1,16,0,false,false,false,false,false,false,true,true,2,0,false,0,false,true,0,0
48,"食事","",16202,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
49,"強化薬","",16203,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
50,"スプリント","移動速度が上昇した状態。",10101,0,1,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
51,"ＳＴＲダウン","ＳＴＲが低下した状態。",15080,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
52,"ＶＩＴダウン","ＶＩＴが低下した状態。",15082,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
53,"物理ダメージ上昇","物理ダメージが上昇した状態。",15050,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
54,"物理ダメージ低下","物理ダメージが低下した状態。",15051,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
55,"被物理ダメージ軽減","受ける物理ダメージが軽減される状態。",15052,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
56,"被物理ダメージ増加","受ける物理ダメージが増加する状態。",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
57,"魔法ダメージ上昇","魔法ダメージが上昇した状態。",15054,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
58,"魔法ダメージ低下","魔法ダメージが低下した状態。",15055,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
59,"被魔法ダメージ軽減","受ける魔法ダメージが軽減される状態。",15056,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
60,"被魔法ダメージ増加","受ける魔法ダメージが増加する状態。",15057,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
61,"ダメージ上昇","与ダメージが上昇した状態。",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
62,"ダメージ低下","与ダメージが低下した状態。",15520,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
63,"被ダメージ低下","受けるダメージが軽減される状態。",15021,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
64,"被ダメージ上昇","受けるダメージが増加する状態。",15020,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
65,"ウェポンスキル強化：クリティカル","ウェポンスキルが必ずクリティカルする状態。",15016,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
66,"恐怖","恐怖で行動できなくなった状態。",15516,0,2,18,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
67,"ヘヴィ[強]","移動速度が低下した状態。",15518,0,2,4,126,false,false,false,false,false,false,true,true,100,1,false,0,false,false,0,0
68,"オートアタック強化：ＨＰ吸収","オートアタックにＨＰ吸収効果を得た状態。",15504,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
69,"オートアタック強化：ＴＰ吸収","オートアタックにＴＰ吸収効果を得た状態。",15505,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
70,"オートアタック強化：スタン","オートアタック時に一定確率でスタンが発動する状態。",15506,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
71,"ランパート","受けるダメージの一部が軽減される状態。",10152,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
72,"コンバレセンス","回復魔法による自身に対するＨＰ回復効果を向上させる状態。",10157,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
73,"アウェアネス","クリティカルヒット攻撃を受けなくなった状態。",10154,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
74,"センチネル","受けるダメージの一部が軽減される状態。",10151,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
75,"鋼の意志","ノックバックと引きよせを無効化する状態。",10153,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
76,"ファイト・オア・フライト","物理ダメージが上昇した状態。",10155,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
77,"ブルワーク","ブロック発動率が向上した状態。",10156,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
78,"忠義の剣","オートアタックに追加ダメージが付与された状態。",12505,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
79,"忠義の盾","受けるダメージを軽減し、命中率を上昇させ、かつ自身に向けられる敵視が上昇する代わりに、与ダメージが低下する状態。",12506,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
80,"かばう","特定のパーティメンバーを護っている状態。",12501,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
81,"かばう［被］","特定のパーティメンバーによって護られている状態。",12502,0,1,16,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
82,"インビンシブル","一部を除くすべてのダメージを無効化する状態。",12504,0,1,16,0,false,false,false,false,false,false,false,false,70,0,false,0,false,false,0,1
83,"フォーサイト","物理防御力が向上した状態。",10252,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
84,"ブラッドバス","物理攻撃にＨＰ吸収効果が付与された状態。",10251,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
85,"メイム","与ダメージが上昇した状態。",10262,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
86,"バーサク","物理攻撃力が向上した状態。効果終了時に、自身は短時間の「ＷＳ不可」状態となる。",10253,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
87,"スリル・オブ・バトル","最大ＨＰが増加した状態。",10254,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
88,"ホルムギャング","移動できなくなった状態。この効果はダメージで解除されない。",10255,0,2,17,0,true,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
89,"ヴェンジェンス","物理攻撃を受けた場合に、反撃ダメージを与える状態。",10256,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
90,"シュトルムブレハ","斬耐性が低下し、かつ回復魔法による自身に対するＨＰ回復効果が低下した状態。",10263,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
91,"ディフェンダー","最大ＨＰが増加、回復魔法による自身に対するＨＰ回復効果が向上、命中率を上昇し、かつ自身に向けられる敵視が上昇する代わりに、与ダメージが低下する状態。効果中に特定アクションを使用すると「ラース」の効果を得る。",12551,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
92,"アンチェインド","「ディフェンダー」による与ダメージ低下ペナルティを無効化した状態。",12552,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
93,"ラース","受け流し発動率が向上した状態。",10257,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
94,"ラースII","受け流し発動率が向上した状態。",10258,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
95,"ラースIII","受け流し発動率が向上した状態。",10259,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
96,"ラースIV","受け流し発動率が向上した状態。",10260,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
97,"ラースV","受け流し発動率が向上した状態。",10261,0,1,16,139,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
98,"双竜脚","打耐性とＩＮＴが低下した状態。",10215,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
99,"フェザーステップ","回避率が向上した状態。",10201,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
100,"発勁","クリティカル発動率が向上した状態。",10204,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
101,"双掌打","与ダメージが上昇した状態。",10216,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
102,"マントラ","回復魔法による自身に対するＨＰ回復効果を向上させる状態。",10206,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
103,"紅蓮の構え","与ダメージが向上した状態。",10202,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
104,"金剛の構え","受けるダメージの一部が軽減される状態。",10203,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
105,"疾風の構え","移動速度が上昇した状態。",12526,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,528,false,false,0,0
106,"秘孔拳","ＨＰが徐々に失われる状態。",10211,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
107,"壱の型：魔猿","壱の型：魔猿の態勢をとっている状態。",10212,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
108,"弐の型：走竜","弐の型：走竜の態勢をとっている状態。",10213,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
109,"参の型：猛虎","参の型：猛虎の態勢をとっている状態。",10214,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
110,"踏鳴","壱の型、弐の型、参の型のすべてに対応できる態勢をとっている状態。",10217,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,528,false,false,0,0
111,"疾風迅雷","与ダメージと攻撃速度が向上した状態。",10207,0,1,16,146,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
112,"疾風迅雷II","与ダメージと攻撃速度が向上した状態。",10208,0,1,16,147,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
113,"疾風迅雷III","与ダメージと攻撃速度が向上した状態。",10209,0,1,16,148,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
114,"キーンフラーリ","受け流し発動率が向上した状態。",10301,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
115,"ヘヴィスラスト","与ダメージが上昇した状態。",10306,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
116,"ライフサージ","次に実行するウェポンスキルが必ずクリティカルヒットし、かつ与ダメージ分のＨＰを回復する。",10302,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
117,"捨身","与ダメージが上昇する代わりに被ダメージも上昇している状態。",10304,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
118,"桜華狂咲","ＨＰが徐々に失われる状態。",10307,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
119,"二段突き","ＨＰが徐々に失われる状態。",10305,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
120,"竜槍","次の「ジャンプ」もしくは「スパインダイブ」のダメージが向上する状態。",10303,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
121,"ディセムボウル","突耐性が低下した状態。",12576,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
122,"ストレートショット効果アップ","次のストレートショットが必ずクリティカルヒットする状態。",10365,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
123,"ホークアイ","ＤＥＸが向上し、かつ攻撃が必ず命中する状態。",10351,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
124,"ベノムバイト","毒に冒され、ＨＰが徐々に失われる状態。",10352,0,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
125,"猛者の撃","与ダメージが向上した状態。",10354,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
126,"被物理ダメージ増加","受ける物理ダメージが増加する状態。",17101,8,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
127,"静者の撃","敵視上昇が抑えられた状態。",10355,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
128,"乱れ撃ち","自身が次に実行するウェポンスキルの攻撃回数が増加する状態。",10356,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
129,"ウィンドバイト","風属性ダメージにより、ＨＰが徐々に失われる状態。",10360,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
130,"ストレートショット","クリティカル発動率が向上した状態。",10361,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
131,"レイン・オブ・デス効果アップ","次のレイン・オブ・デスをＴＰ消費無しで実行できる状態。",12607,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
132,"クイックノック効果アップ","次のクイックノックをＴＰ消費無しで実行できる状態。",10362,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
133,"スウィフトソング","移動速度が上昇した状態。一定範囲内にいるパーティメンバーにも同様の効果がかかる。戦闘状態に入ると効果終了。",10358,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
134,"スウィフトソング：効果","移動速度が上昇した状態。戦闘状態に入ると効果終了。",10357,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
135,"賢人のバラード","一定範囲内にいるパーティメンバーのＭＰを連続して回復している状態。　自身は与ダメージが減少し、かつＭＰを消費し続ける。",12603,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
136,"賢人のバラード：効果","ＭＰが徐々に回復する状態。",12602,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
137,"軍神のパイオン","一定範囲内にいるパーティメンバーのＴＰを連続して回復している状態。　自身は与ダメージが減少し、かつＭＰを消費し続ける。",12605,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
138,"軍神のパイオン：効果","ＴＰが徐々に回復する状態。",12604,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
139,"魔人のレクイエム","周囲の敵の全魔法耐性を減少させる状態。　自身はＭＰを消費し続ける。",12606,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
140,"魔人のレクイエム：効果","全魔法耐性が減少した状態。",12608,0,2,17,0,false,false,false,false,false,false,false,true,50,0,true,0,false,false,0,0
141,"バトルボイス","パーティメンバーおよび敵に対するスウィフトソング以外の歌の効果が増大する状態。",12601,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
142,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
143,"エアロ","風属性ダメージにより、ＨＰが徐々に失われる状態。",10403,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
144,"エアロラ","風属性ダメージにより、ＨＰが徐々に失われる状態。",10409,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
145,"クルセードスタンス","自身のＩＮＴとＭＮＤの値を入れ替え、かつ攻撃魔法の威力を上昇する代わりに、回復魔法の威力を低下する状態。",10402,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
146,"プロテス","物理防御力と魔法防御力が向上した状態。",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
147,"プロテス","物理防御力と魔法防御力が向上した状態。",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
148,"蘇生","他者から蘇生を受けた状態。",10406,0,1,16,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
149,"スタン","行動できなくなった状態。",15004,0,2,3,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
150,"メディカラ","連続してＨＰが回復している状態。",10413,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
151,"ストンスキン","一定量のダメージを軽減する状態。",10401,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
152,"ストンスキン（物理攻撃）","一定量の物理ダメージを無効化する状態。",15041,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
153,"ストンスキン（魔法攻撃）","一定量の魔法ダメージを無効化する状態。",15042,0,1,16,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
154,"女神の加護","ＭＰが徐々に回復する状態。",10408,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
155,"ケアルラ効果アップ","次に詠唱するケアルラの消費ＭＰが0になる状態。",10410,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
156,"ケアルガ効果アップ","次に詠唱するケアルガの消費ＭＰが半減する状態。",10411,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
157,"神速魔","オートアタックの攻撃間隔と、魔法のキャストタイムとリキャストタイムが短縮された状態。",12627,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
158,"リジェネ","連続してＨＰが回復している状態。",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
159,"ディヴァインシール","回復魔法の回復量が向上した状態。",10407,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
160,"堅実魔","次の詠唱が、ダメージによって中断されない状態。",10452,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
161,"サンダー","雷属性ダメージにより、ＨＰが徐々に失われる状態。",10457,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
162,"サンダラ","雷属性ダメージにより、ＨＰが徐々に失われる状態。",10458,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
163,"サンダガ","雷属性ダメージにより、ＨＰが徐々に失われる状態。",10459,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
164,"サンダー系魔法効果アップ","次に詠唱するサンダー、サンダラ、サンダガの詠唱時間と消費ＭＰを0にし、かつヒット時に通常ダメージに加えて、継続ダメージの総量を一度に与える状態。",10461,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
165,"ファイガ効果アップ","次に詠唱するファイガの詠唱時間と消費ＭＰを0にする状態。",10460,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
166,"士気高揚の策効果アップ","次に詠唱する士気高揚の策の消費ＭＰが0になる状態。",12804,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
167,"迅速魔","次の魔法が、詠唱時間無しで唱えられる状態。",10454,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
168,"マバリア","一定量の魔法ダメージを無効化する状態。",10456,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
169,"ウォール","一定量の物理ダメージを無効化する状態。",12651,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
170,"アポカタスタシス","受ける魔法ダメージが軽減される状態。",10451,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
171,"アポカタスタシス不可","新たに「アポカタスタシス」がかからない状態。",12652,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
172,"虚弱","自身に対するＨＰ回復効果が低下した状態。",15531,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
173,"アストラルファイア","魂が星極性に寄った状態。火属性魔法の威力が上昇する代わりに消費ＭＰが増加する。氷属性魔法の威力が減少する代わりに消費ＭＰが減少する。さらにＭＰが自然回復しなくなる。",10463,0,1,16,140,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
174,"アストラルファイアII","魂が星極性に寄った状態。火属性魔法の威力が上昇する代わりに消費ＭＰが増加する。氷属性魔法の威力が減少する代わりに消費ＭＰが減少する。さらにＭＰが自然回復しなくなる。",10464,0,1,16,141,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
