Index,0 [0x7][0xc],1 [0x0][0x8],2 [0x0][0x0],3 [0x0][0x4]
710,7,"","Our party's full.","-"
711,7,"","Please assist.","-"
712,7,"","Disbanding party.","-"
713,7,"","Taking a break.","-"
714,7,"","Looking for party.","-"
715,7,"","light party","-"
716,7,"","full party","-"
717,7,"","I'm inexperienced.","-"
800,8,"@","【Tactics】","Tactics."
801,8,"","Please follow.","-"
802,8,"","I'll follow you.","-"
803,8,"","Please check it.","-"
804,8,"","Found it!","-"
805,8,"","Full attack!","-"
806,8,"","Pull back.","-"
807,8,"","Watch your aggro!","-"
808,8,"","Defeat this one first!","-"
809,8,"","Please don't attack.","-"
810,8,"","Hold the target!","-"
811,8,"","Please deactivate it.","-"
812,8,"","Heal!","-"
813,8,"","Cast it!","-"
814,8,"","Run away!","-"
815,8,"","Help me out!","-"
816,8,"","Stop!","-"
817,8,"","Standing by.","-"
818,8,"","None left.","-"
819,8,"","Don't have it.","-"
820,8,"","Please use it sparingly.","-"
821,8,"","I'll use it sparingly.","-"
822,8,"","My gear is in poor condition.","-"
823,8,"","Ready!","-"
824,8,"","Please set enemy marks.","-"
825,8,"","Please use it.","-"
826,8,"","Let's rest for a while.","-"
827,8,"","Pulling enemy over.","-"
828,8,"","Drawing enemy over.","-"
829,8,"","Wait, please.","-"
830,8,"","Let's meet there.","-"
831,8,"","Let's move.","-"
832,8,"","Stay there.","-"
833,8,"","On my way.","-"
834,8,"","Will be right back.","-"
835,8,"","Roll for loot, please.","-"
836,8,"","Weakness:","-"
837,8,"","Beware of","-"
838,8,"","Recommended:","-"
839,8,"","Kill Order:","-"
840,8,"","I want","-"
841,8,"","Please draw enmity.","-"
842,8,"","The enemy is near!","-"
843,8,"","Don't worry about it.","-"
844,8,"","Please ignore that.","-"
845,8,"","Switch.","-"
846,8,"","Change with me.","-"
847,8,"","I'll deal the first blow.","-"
848,8,"","Let's take it slow.","-"
849,8,"","Do it!","-"
900,9,"@","【Roles】","Roles."
901,9,"","leader","-"
902,9,"","master","-"
903,9,"","Disciples of War","-"
904,9,"","Disciples of Magic","-"
905,9,"","Disciples of the Land","-"
906,9,"","Disciples of the Hand","-"
907,9,"","tank","-"
908,9,"","melee","-"
909,9,"","ranged","-"
910,9,"","healer","-"
911,9,"","buffer","-"
912,9,"","caster","-"
913,9,"","DPS","-"
950,10,"@","【Locations】","Locations."
951,10,"","position","-"
952,10,"","north","-"
953,10,"","south","-"
954,10,"","east","-"
955,10,"","west","-"
956,10,"","up","-"
957,10,"","down","-"
958,10,"","right","-"
959,10,"","left","-"
960,10,"","front side","-"
961,10,"","rear","-"
962,10,"","side","-"
963,10,"","front","-"
964,10,"","middle","-"
965,10,"","flank","-"
966,10,"","inside","-"
967,10,"","outside","-"
968,10,"","this way","-"
969,10,"","over there","-"
970,10,"","that way","-"
971,10,"","closer","-"
972,10,"","farther","-"
973,10,"","entrance","-"
974,10,"","exit","-"
1000,11,"@","【Time】","Time."
1001,11,"","day before yesterday","-"
1002,11,"","yesterday","-"
1003,11,"","today","-"
1004,11,"","tomorrow","-"
1005,11,"","day after tomorrow","-"
1006,11,"","last week","-"
1007,11,"","this week","-"
1008,11,"","next week","-"
1009,11,"","a.m.","-"
1010,11,"","p.m.","-"
1011,11,"","morning","-"
1012,11,"","afternoon","-"
1013,11,"","night","-"
1014,11,"","day of the week","-"
1015,11,"","Sunday","-"
1016,11,"","Monday","-"
1017,11,"","Tuesday","-"
1018,11,"","Wednesday","-"
1019,11,"","Thursday","-"
1020,11,"","Friday","-"
1021,11,"","Saturday","-"
1022,11,"","holiday","-"
1023,11,"","break","-"
1024,11,"","long time","-"
1025,11,"","short time","-"
1026,11,"","date","-"
1027,11,"","second","-"
1028,11,"","minute","-"
1029,11,"","hour","-"
1030,11,"","month","-"
1031,11,"","year","-"
1032,11,"","January","-"
1033,11,"","February","-"
1034,11,"","March","-"
1035,11,"","April","-"
1036,11,"","May","-"
1037,11,"","June","-"
1038,11,"","July","-"
1039,11,"","August","-"
1040,11,"","September","-"
1041,11,"","October","-"
1042,11,"","November","-"
1043,11,"","December","-"
1044,11,"","last month","-"
1045,11,"","this month","-"
1046,11,"","next month","-"
1047,11,"","last year","-"
1048,11,"","this year","-"
1049,11,"","next year","-"
1050,11,"","now","-"
1051,11,"","soon","-"
1052,11,"","any time","-"
1053,11,"","first","-"
1054,11,"","last","-"
1055,11,"","waiting time","-"
1056,11,"","time remaining","-"
1057,11,"","end time","-"
1058,11,"","Sixth Astral Era","-"
1059,11,"","Seventh Umbral Era","-"
1060,11,"","Seventh Astral Era","-"
1150,13,"@","【Transportation】","Transportation."
1151,13,"","walk","-"
1152,13,"","run","-"
1153,13,"","follow","-"
1154,13,"","chocobo","-"
1155,13,"","personal chocobo","-"
1156,13,"","rental chocobo","-"
1157,13,"","chocobo porter","-"
1158,13,"","mount","-"
1159,13,"","Teleport","-"
1160,13,"","Return","-"
1161,13,"","Aethernet","-"
1162,13,"","airship","-"
1163,13,"","Home Point","-"
1164,13,"","ferry","-"
1165,13,"","flying mount","-"
1200,14,"@","【Facilities】","Facilities."
1201,14,"","aetheryte","-"
1202,14,"","city-state aetheryte","-"
1203,14,"","Adventurers' Guild","-"
1204,14,"","guild","-"
1205,14,"","shop","-"
1206,14,"","chocobo stop","-"
1207,14,"","inn","-"
1208,14,"","summoning bell","-"
1209,14,"","sanctuary","-"
1210,14,"","levemete","-"
1211,14,"","linkshell distributor","-"
1212,14,"","market board","-"
1213,14,"","retainer vocate","-"
1214,14,"","armor mender","-"
1215,14,"","landing","-"
1216,14,"","delivery moogle","-"
1217,14,"","docks","-"
1218,14,"","ferry docks","-"
1219,14,"","airship landing","-"
1220,14,"","Maelstrom Command","-"
1221,14,"","The Adders' Nest","-"
1222,14,"","The Hall of Flames","-"
1223,14,"","residential district","-"
1224,14,"","entry counter","-"
1225,14,"","Hunt board","-"
1226,14,"","skywatcher","-"
1227,14,"","crystal bell","-"
1228,14,"","subdivision","-"
1250,15,"@","【Grand Company】","Grand Company."
1251,15,"","Grand Company","-"
1252,15,"","Grand Company rank","-"
1253,15,"","supplies","-"
1254,15,"","provisions","-"
1255,15,"","high-quality supplies","-"
1256,15,"","Maelstrom","-"
1257,15,"","Order of the Twin Adder","-"
1258,15,"","Immortal Flames","-"
1270,16,"@","【Free Company】","Free Company."
1271,16,"","free company","-"
1272,16,"","signature","-"
1273,16,"","company board","-"
1274,16,"","company chest","-"
1275,16,"","company crest","-"
1276,16,"","company action","-"
1300,17,"@","【System】","System."
1301,17,"","class","-"
1302,17,"","class change","-"
1303,17,"","job","-"
1304,17,"","job change","-"
1305,17,"","soul crystal","-"
1306,17,"","level","-"
1307,17,"","experience points","-"
1308,17,"","guardian","-"
1309,17,"","race","-"
1310,17,"","clan","-"
1311,17,"","area","-"
1312,17,"","Armoury","-"
1313,17,"","item","-"
1314,17,"","gear set","-"
1315,17,"","rested bonus","-"
1316,17,"","solo","-"
1317,17,"","party","-"
1318,17,"","mount","-"
1319,17,"","minion","-"
1320,17,"","retainer","-"
1321,17,"","battle","-"
1322,17,"","crafting","-"
1323,17,"","gathering","-"
1324,17,"","durability","-"
1325,17,"","spiritbond","-"
1326,17,"","gear affinity","-"
1327,17,"","treasure coffer","-"
1328,17,"","target","-"
1329,17,"","lock on","-"
1330,17,"","focus target","-"
1331,17,"","enemy sign","-"
1332,17,"","menu","-"
1333,17,"","map","-"
1334,17,"","support desk","-"
1335,17,"","screenshot","-"
1336,17,"","log out","-"
1337,17,"","exit game","-"
1338,17,"","shutdown","-"
1339,17,"","auto-translation dictionary","-"
1340,17,"","emote","-"
1341,17,"","achievements","-"
1342,17,"","title","-"
1343,17,"","currency","-"
1344,17,"","gil","-"
1345,17,"","trade","-"
1346,17,"","examine","-"
1347,17,"","auto-follow","-"
1348,17,"","alliance","-"
1349,17,"","housing","-"
1350,17,"","reputation","-"
1351,17,"","reputation rank","-"
1352,17,"","commendation","-"
1353,17,"","Allagan tomestone","-"
1354,17,"","Allagan tomestone of mythology","-"
1355,17,"","Allagan tomestone of philosophy","-"
1356,17,"","vote dismiss","-"
1357,17,"","vote abandon","-"
1358,17,"","waymark","-"
1359,17,"","ground target","-"
1360,17,"","glamours","-"
1361,17,"","Allagan tomestone of soldiery","-"
1362,17,"","aesthetician","-"
1363,17,"","retainer ventures","-"
1364,17,"","atma","-"
1365,17,"","Zodiac Weapon","-"
1366,17,"","alexandrite","-"
1367,17,"","animus","-"
1368,17,"","novus","-"
1369,17,"","Allied Seals","-"
1370,17,"","mark bill","-"
1371,17,"","Frontline","-"
1372,17,"","The Echo","-"
1373,17,"","chocobo raising","-"
1374,17,"","weather report","-"
1375,17,"","Allagan tomestone of poetics","-"
1376,17,"","quota points","-"
1377,17,"","company seals","-"
1378,17,"","Wolf Marks","-"
1379,17,"","Zenith","-"
1380,17,"","Nexus","-"
1381,17,"","Centurio Seal","-"
1382,17,"","Allagan tomestone of law","-"
1383,17,"","Allagan tomestone of esoterics","-"
1384,17,"","Loot Rule: Lootmaster","-"
1385,17,"","Loot Rule: Greed Only","-"
1400,18,"@","【Battle】","Battle."
1401,18,"","attack","-"
1402,18,"","action","-"
1403,18,"","general action","-"
1404,18,"","trait","-"
1405,18,"","job action","-"
1406,18,"","additional action","-"
1407,18,"","magic","-"
1408,18,"","weaponskill","-"
1409,18,"","ability","-"
1410,18,"","cast time","-"
1411,18,"","recast time","-"
1412,18,"","affinity","-"
1413,18,"","link","-"
1414,18,"","pet","-"
1415,18,"","companion","-"
1416,18,"","enmity","-"
1417,18,"","active","-"
1418,18,"","passive","-"
1419,18,"","KO'd","-"
1420,18,"","loot","-"
1421,18,"","divvy loot","-"
1422,18,"","lot","-"
1423,18,"","resist","-"
1424,18,"","acquire","-"
1425,18,"","aggro","-"
1426,18,"","area of effect","-"
1427,18,"","limit break","-"
1428,18,"","enemy","-"
1429,18,"","monster","-"
1430,18,"","notorious monster","-"
1431,18,"","point allotment","-"
1432,18,"","EXP chain","-"
1433,18,"","Armoury bonus","-"
1434,18,"","level sync","-"
1435,18,"","PvP action","-"
1436,18,"","area of effect attack","-"
1437,18,"","frontal area of effect attack","-"
1438,18,"","rear area of effect attack","-"
1439,18,"","whole area of effect attack","-"
1440,18,"","outpost","-"
1441,18,"","Allagan Manors","-"
1442,18,"","stronghold","-"
1443,18,"","standard","-"
1444,18,"","occupied","-"
1445,18,"","unoccupied","-"
1446,18,"","Tactical Rating","-"
1447,18,"","Allagan Markets","-"
1448,18,"","Allagan Sun Temple","-"
1449,18,"","combo","-"
1450,18,"","adrenaline rush","-"
1451,18,"","single target attack","-"
1452,18,"","ballista","-"
1453,18,"","Allagan tomelith","-"
1500,19,"@","【Online Status】","Online Status."
1501,19,"","Online","-"
1502,19,"","Away","-"
1503,19,"","Busy","-"
1504,19,"","Looking for Party","-"
1505,19,"","Looking to Meld Materia","-"
1506,19,"","Bound by Duty","-"
1507,19,"","Offline","-"
1508,19,"","Recruiting Party Members","-"
1509,19,"","New Adventurer","-"
1550,20,"@","【Communication】","Communication."
1551,20,"","chat","-"
1552,20,"","Tell","-"
1553,20,"","Say","-"
1554,20,"","Shout","-"
1555,20,"","Yell","-"
1556,20,"","friend list","-"
1557,20,"","blacklist","-"
1558,20,"","Player Search","-"
1559,20,"","linkshell","-"
1560,20,"","moogle letter","-"
1561,20,"","Lodestone","-"
1562,20,"","blog","-"
1563,20,"","follow","-"
1564,20,"","forums","-"
1565,20,"","ranking","-"
1566,20,"","Grand Company ranking","-"
1567,20,"","free company ranking","-"
1568,20,"","party","-"
1569,20,"","alliance","-"
1570,20,"","linkshell","-"
1571,20,"","free company","-"
1600,22,"@","【Crafting & Gathering】","Crafting & Gathering."
1601,22,"","shard","-"
1602,22,"","crystal","-"
1603,22,"","cluster","-"
1604,22,"","materia","-"
1605,22,"","materia creation","-"
1606,22,"","materia craft","-"
1607,22,"","markets","-"
1608,22,"","market search","-"
1609,22,"","HQ","-"
1610,22,"","Unique","-"
1611,22,"","Untradable","-"
1612,22,"","material","-"
1613,22,"","quick synthesis","-"
1614,22,"","quality","-"
1615,22,"","high-quality","-"
1616,22,"","highest-quality","-"
1617,22,"","repair","-"
1618,22,"","repair materials","-"
1619,22,"","gear dyeing","-"
1620,22,"","mature tree","-"
1621,22,"","logging","-"
1622,22,"","harvesting","-"
1623,22,"","mineral deposit","-"
1624,22,"","mining","-"
1625,22,"","quarrying","-"
1626,22,"","fishing","-"
1627,22,"","materia melding","-"
1628,22,"","advanced materia melding","-"
1629,22,"","gardening","-"
1630,22,"","raising","-"
1631,22,"","harvesting","-"
1632,22,"","master recipe book","-"
1633,22,"","desynthesis","-"
1634,22,"","big fishing","-"
1635,22,"","release","-"
1636,22,"","unspoiled locations","-"
1637,22,"","collectable","-"
1638,22,"","specialist","-"
1639,22,"","DoL favors","-"
1640,22,"","tome of regional folklore","-"
1641,22,"","crafters' scrip","-"
1642,22,"","gatherers' scrip","-"
1643,22,"","red crafters' scrip","-"
1644,22,"","blue crafters' scrip","-"
1645,22,"","red gatherers' scrip","-"
1646,22,"","blue gatherers' scrip","-"
1900,23,"@","【Primals】","Primals."
1901,23,"","primal","-"
1902,23,"","Ifrit","-"
1903,23,"","Titan","-"
1904,23,"","Garuda","-"
1905,23,"","Bahamut","-"
1906,23,"","Moggle Mog XII","-"
1907,23,"","beastmen","-"
1908,23,"","Amalj'aa","-"
1909,23,"","sylphs","-"
1910,23,"","Ixal","-"
1911,23,"","kobolds","-"
1912,23,"","Sahagin","-"
1913,23,"","Leviathan","-"
1914,23,"","Ramuh","-"
1915,23,"","Shiva","-"
1916,23,"","Alexander (primal)","-"
1917,23,"","Ravana","-"
1918,23,"","Bismarck","-"
2000,24,"@","【Duty】","Duty."
2001,24,"","duty","-"
2002,24,"","quest","-"
2003,24,"","main scenario quest","-"
2004,24,"","sidequest","-"
2005,24,"","class quest","-"
2006,24,"","job quest","-"
2007,24,"","Grand Company quest","-"
2008,24,"","FATE","-"
2009,24,"","guildleve","-"
2010,24,"","levequest","-"
2011,24,"","battlecraft leve","-"
2012,24,"","fieldcraft leve","-"
2013,24,"","tradecraft leve","-"
2015,24,"","Grand Company leve","-"
2017,24,"","leve link","-"
2018,24,"","leve allowance","-"
2019,24,"","levequest difficulty","-"
2020,24,"","guildhest","-"
2021,24,"","dungeon","-"
2022,24,"","primal battle","-"
2023,24,"","hard primal battle","-"
2024,24,"","legatus battle","-"
2025,24,"","raid","-"
2026,24,"","The Coliseum","-"
2027,24,"","The Thousand Maws of Toto-Rak","-"
2028,24,"","The Tam-Tara Deepcroft","-"
2029,24,"","Copperbell Mines","-"
2030,24,"","Sastasha","-"
2031,24,"","The Aurum Vale","-"
2032,24,"","Haukke Manor","-"
2033,24,"","Halatali","-"
2034,24,"","Brayflox's Longstop","-"
2035,24,"","The Sunken Temple of Qarn","-"
2036,24,"","The Wanderer's Palace","-"
2037,24,"","The Stone Vigil","-"
2038,24,"","Cutter's Cry","-"
2039,24,"","Dzemael Darkhold","-"
2040,24,"","Amdapor Keep","-"
2041,24,"","Castrum Meridianum","-"
2042,24,"","The Praetorium","-"
2043,24,"","Basic Training: Enemy Parties","-"
2044,24,"","Under the Armor","-"
2045,24,"","Basic Training: Enemy Strongholds","-"
2046,24,"","Hero on the Halfshell","-"
2047,24,"","Pulling Poison Posies","-"
2048,24,"","Stinging Back","-"
2049,24,"","All's Well that Ends in the Well","-"
2050,24,"","Flicking Sticks and Taking Names","-"
2051,24,"","More than a Feeler","-"
2052,24,"","Annoy the Void","-"
2053,24,"","Shadow and Claw","-"
2054,24,"","Long Live the Queen","-"
2055,24,"","Ward Up","-"
2056,24,"","Solemn Trinity","-"
2057,24,"","The Bowl of Embers (Normal)","-"
2058,24,"","The Navel (Normal)","-"
2059,24,"","The Howling Eye (Normal)","-"
2060,24,"","The Bowl of Embers (Hard)","-"
2061,24,"","The Navel (Hard)","-"
2062,24,"","The Howling Eye (Hard)","-"
2063,24,"","Cape Westwind","-"
2064,24,"","The Binding Coil of Bahamut","-"
2065,24,"","The Wolves' Den","-"
2066,24,"","The Bowl of Embers (Extreme)","-"
2067,24,"","The Navel (Extreme)","-"
2068,24,"","The Howling Eye (Extreme)","-"
2069,24,"","Thornmarch (Hard)","-"
2070,24,"","The Minstrel's Ballad: Ultima's Bane","-"
2071,24,"","Crystal Tower","-"
2072,24,"","The Binding Coil of Bahamut","-"
2073,24,"","Labyrinth of the Ancients","-"
2074,24,"","Decipher","-"
2075,24,"","hard mode","-"
2076,24,"","Duty Roulette","-"
2077,24,"","The Second Coil of Bahamut","-"
2078,24,"","Pharos Sirius","-"
2079,24,"","Thornmarch (Extreme)","-"
2080,24,"","The Whorleater (Hard)","-"
2081,24,"","The Whorleater (Extreme)","-"
2082,24,"","A Relic Reborn: The Chimera","-"
2083,24,"","A Relic Reborn: The Hydra","-"
2084,24,"","Battle on the Big Bridge","-"
2085,24,"","PvP","-"
2086,24,"","beast tribe quest","-"
2087,24,"","beast tribe sidequest","-"
2088,24,"","beast tribe main quest","-"
2089,24,"","side story quest","-"
2090,24,"","treasure hunt","-"
2091,24,"","chronicles of a new era quest","-"
2092,24,"","seasonal event","-"
2093,24,"","The Lost City of Amdapor","-"
2094,24,"","Trials of the Braves","-"
2095,24,"","sphere scroll","-"
2096,24,"","The Hunt","-"
2097,24,"","elite marks","-"
2098,24,"","The Striking Tree (Hard)","-"
2099,24,"","The Striking Tree (Extreme)","-"
2100,24,"","Syrcus Tower","-"
2101,24,"","The Second Coil of Bahamut (Savage)","-"
2102,24,"","The Carteneau Flats","-"
2103,24,"","Hullbreaker Isle","-"
2104,24,"","Frontline","-"
2105,24,"","low-level","-"
2106,24,"","expert","-"
2107,24,"","high-level","-"
2108,24,"","The Final Coil of Bahamut","-"
2109,24,"","The Akh Afah Amphitheatre (Hard)","-"
2110,24,"","The Akh Afah Amphitheatre (Extreme)","-"
2111,24,"","Snowcloak","-"
2112,24,"","The Dragon's Neck","-"
2113,24,"","delivery quest","-"
2114,24,"","Urth's Fount (Hard)","-"
2115,24,"","The World of Darkness","-"
2116,24,"","The Borderland Ruins","-"
2117,24,"","(Secure)","-"
2118,24,"","(Slaughter)","-"
2119,24,"","The Keeper of the Lake","-"
2120,24,"","Battle in the Big Keep","-"
2121,24,"","Ascian","-"
2122,24,"","the void","-"
2123,24,"","The Great Gubal Library","-"
2124,24,"","Neverreap","-"
2125,24,"","The Vault","-"
2126,24,"","The Fractal Continuum","-"
2127,24,"","Dusk Vigil","-"
2128,24,"","Sohm Al","-"
2129,24,"","Aetherochemical Research Facility","-"
2130,24,"","The Aery","-"
2131,24,"","Thok ast Thok (Hard)","-"
2132,24,"","Thok ast Thok (Extreme)","-"
2133,24,"","Limitless Blue (Hard)","-"
2134,24,"","Limitless Blue (Extreme)","-"
2135,24,"","Seal Rock","-"
2136,24,"","(Seize)","-"
2137,24,"","Alexander","-"
2138,24,"","Alexander (Savage)","-"
2139,24,"","Gordias","-"
2140,24,"","The Chrysalis (Normal)","-"
2141,24,"","The Steps of Faith (Normal)","-"
2142,24,"","The Singularity Reactor (Normal)","-"
2200,49,"Mount","【Mounts】","Mounts"
2201,50,"ClassJob[1-33]","【Classes & Jobs】","Classes & Jobs."
2202,51,"PlaceName[20-37,39-59,61-65,67-67,94-94,107-107,123-123,129-129,140-140,154-154,184-184,206-206,216-216,218-218,223-223,237-237,239-239,271-271,290-290,300-300,313-313,323-323,325-325,331-331,337-337,350-350,357-361,386-386,388-388,392-392,406-406,411-411,425-427,440-440,459-459,462-462,477-477,497-498,694-694,1301-1305,1334-1334,1363-1363,1374-1374,1390-1390,1399-1399,1406-1410,1484-1484,1500-1500,2000-2002,2018-2018,2025-2025,2042-2042,2046-2046,2081-2082,2100-2101,2116-2116,2123-2123,2131-2131,2200-2200,2204-2204,2300-2301]","【Places】","Places."
2203,52,"Race","【Races】","Races."
2204,53,"Tribe","【Clans】","Clans."
2205,54,"GuardianDeity[1-12]","【Guardians】","Guardians."
2206,55,"GeneralAction[1-10,12-22]","【General Actions】","General Actions."
2207,56,"Action[9-191,197-208,210-222,224-228,231-239,241-244,252-252,260-260,276-279,281-281,283-297,299-300,2135-2135,2240-2252,2254-2272,2864-2890,3359-3362,3487-3487,3538-3587,3590-3643,4072-4087,4095-4097,4100-4100,4102-4106,4179-4179,4238-4248,4262-4262,4401-4406,4560-4560]","【Disciple of War & Magic Actions】","Disciple of War & Magic Actions."
2208,57,"CraftAction[100001-100010,100020-100020,100033-100033,100036-100036,100039-100039,100050-100050,100063-100063,100066-100066,100069-100069,100083-100083,100095-100095,100098-100098,100108-100108,100120-100120,100128-100128,100136-100137,100145-100145,100153-100153,100161-100161,100169-100169,100177-100187]","【Disciple of the Hand Actions】","Disciple of the Hand Actions."
2209,58,"BuddyAction","【Companion Actions】","Companion Actions."
2210,59,"PetAction[1-35,37-39]","【Pet Actions】","Pet Actions."
2211,60,"Weather[col-1,1-11,14-17,19-20,22-23,25-25,29-29,35-36,40-40,49-51]","【Weather】","Weather."
2212,61,"MainCommand[col-4,1-36,41-42,44-44,56-62,64-99]","【Main Commands】","Main Commands."
2213,62,"TextCommand[col-8,col-5,100-211,213-321,323-699]","【Text Commands】","Text Commands."
2214,63,"Action[1558-1609]","【PvP Actions】","PvP Actions."
2215,64,"Pet[col-1,1-9]","【Pets】","Pets."
2216,65,"Companion[noun,1-67,71-174]","【Minions】","Minions."
3000,25,"@","【Gold Saucer】","Gold Saucer."
3001,25,"","chocobo race","-"
3002,25,"","race chocobo","-"
3003,25,"","fledgling chocobo","-"
3004,25,"","retired chocobo","-"
3005,25,"","covering","-"
3006,25,"","rating","-"
3007,25,"","pedigree level","-"
3008,25,"","course roulette","-"
3009,25,"","Sagolii Road","-"
3010,25,"","Tranquil Paths","-"
3011,25,"","Triple Triad","-"
3012,25,"","card","-"
3013,25,"","card type","-"
3014,25,"","rarity","-"
3015,25,"","match","-"
