Index,0 [0x6][0x0],1 [0x6][0x30],2 [0x6][0x4],3 [0x6][0x34],4 [0x6][0x8],5 [0x6][0x38],6 [0x6][0xc],7 [0x6][0x3c],8 [0x6][0x10],9 [0x6][0x40],10 [0x6][0x14],11 [0x6][0x44],12 [0x6][0x18],13 [0x6][0x48],14 [0x6][0x1c],15 [0x6][0x4c],16 [0x6][0x20],17 [0x6][0x50],18 [0x6][0x24],19 [0x6][0x54],20 [0x6][0x28],21 [0x6][0x58],22 [0x6][0x2c],23 [0x6][0x5c]
16,30162,0,30163,0,30164,0,30165,0,30167,0,30169,0,30170,0,30171,0,0,0,0,0,0,0,0,0
17,30162,0,30164,0,30165,0,30166,0,30168,0,30169,0,30170,0,30171,0,0,0,0,0,0,0,0,0
18,30172,0,30173,0,30174,0,30175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,30176,0,30177,0,30178,0,30179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,30180,0,30181,0,30183,0,30184,0,30185,0,30186,0,30188,0,30189,0,0,0,0,0,0,0,0,0
21,30181,0,30182,0,30183,0,30184,0,30185,0,30186,0,30187,0,30188,0,0,0,0,0,0,0,0,0
22,30180,0,30181,0,30182,0,30183,0,30185,0,30187,0,30188,0,30189,0,0,0,0,0,0,0,0,0
23,30180,0,30182,0,30183,0,30184,0,30186,0,30187,0,30188,0,30189,0,0,0,0,0,0,0,0,0
24,30190,0,30191,0,30193,0,30194,0,30195,0,30196,0,30198,0,30199,0,0,0,0,0,0,0,0,0
25,30191,0,30192,0,30193,0,30194,0,30195,0,30196,0,30197,0,30198,0,0,0,0,0,0,0,0,0
26,30190,0,30191,0,30192,0,30193,0,30195,0,30197,0,30198,0,30199,0,0,0,0,0,0,0,0,0
27,30190,0,30192,0,30193,0,30194,0,30196,0,30197,0,30198,0,30199,0,0,0,0,0,0,0,0,0
28,30200,0,30201,0,30202,0,30203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,30204,0,30205,0,30207,0,30208,0,30209,0,30210,0,30212,0,30213,0,0,0,0,0,0,0,0,0
30,30205,0,30206,0,30207,0,30208,0,30209,0,30210,0,30211,0,30212,0,0,0,0,0,0,0,0,0
31,30204,0,30205,0,30206,0,30207,0,30209,0,30211,0,30212,0,30213,0,0,0,0,0,0,0,0,0
32,30204,0,30206,0,30207,0,30208,0,30210,0,30211,0,30212,0,30213,0,0,0,0,0,0,0,0,0
33,30214,0,30215,0,30217,0,30218,0,30219,0,30220,0,30222,0,30223,0,0,0,0,0,0,0,0,0
34,30215,0,30216,0,30217,0,30218,0,30219,0,30220,0,30221,0,30222,0,0,0,0,0,0,0,0,0
35,30214,0,30215,0,30216,0,30217,0,30219,0,30221,0,30222,0,30223,0,0,0,0,0,0,0,0,0
36,30214,0,30216,0,30217,0,30218,0,30220,0,30221,0,30222,0,30223,0,0,0,0,0,0,0,0,0
37,30224,0,30225,0,30227,0,30228,0,30229,0,30230,0,30232,0,30233,0,0,0,0,0,0,0,0,0
38,30225,0,30226,0,30227,0,30228,0,30229,0,30230,0,30231,0,30232,0,0,0,0,0,0,0,0,0
39,30224,0,30225,0,30226,0,30227,0,30229,0,30231,0,30232,0,30233,0,0,0,0,0,0,0,0,0
40,30224,0,30226,0,30227,0,30228,0,30230,0,30231,0,30232,0,30233,0,0,0,0,0,0,0,0,0
41,30234,0,30235,0,30236,0,30237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,30238,3891987,30239,0,30241,3891990,30243,3891992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,30239,3891987,30240,0,30241,3891990,30242,3891992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,30238,3891987,30239,0,30242,3891990,30243,3891992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,30238,3891987,30239,0,30240,3891990,30241,3891992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,30120,0,30121,0,30123,0,30124,0,30125,0,30126,0,30128,0,30129,0,0,0,0,0,0,0,0,0
47,30121,0,30122,0,30123,0,30124,0,30125,0,30126,0,30127,0,30128,0,0,0,0,0,0,0,0,0
48,30120,0,30121,0,30122,0,30123,0,30125,0,30127,0,30128,0,30129,0,0,0,0,0,0,0,0,0
49,30120,0,30122,0,30123,0,30124,0,30126,0,30127,0,30128,0,30129,0,0,0,0,0,0,0,0,0
50,30130,0,30131,0,30132,0,30133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,30134,0,30135,0,30136,0,30137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,30138,3892865,30139,3892879,30140,3892881,30142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,30138,3892865,30139,3892879,30141,3892881,30143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,30138,3892865,30140,3892879,30141,3892881,30143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,30139,3892865,30140,3892879,30141,3892881,30143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,30246,0,30247,0,30249,0,30250,0,30251,0,30252,0,30254,0,30255,0,0,0,0,0,0,0,0,0
57,30247,0,30248,0,30249,0,30250,0,30251,0,30252,0,30253,0,30254,0,0,0,0,0,0,0,0,0
58,30246,0,30247,0,30248,0,30249,0,30251,0,30253,0,30254,0,30255,0,0,0,0,0,0,0,0,0
59,30246,0,30248,0,30249,0,30250,0,30252,0,30253,0,30254,0,30255,0,0,0,0,0,0,0,0,0
60,30256,0,30257,0,30258,0,30259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30260,0,30261,0,30262,0,30263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,30264,0,30265,0,30267,0,30268,0,30269,0,30270,0,30272,0,30273,0,0,0,0,0,0,0,0,0
63,30265,0,30266,0,30267,0,30268,0,30269,0,30270,0,30271,0,30272,0,0,0,0,0,0,0,0,0
64,30264,0,30265,0,30266,0,30267,0,30269,0,30271,0,30272,0,30273,0,0,0,0,0,0,0,0,0
65,30264,0,30266,0,30267,0,30268,0,30270,0,30271,0,30272,0,30273,0,0,0,0,0,0,0,0,0
66,30274,0,30275,0,30277,0,30278,0,30279,0,30280,0,30282,0,30283,0,0,0,0,0,0,0,0,0
67,30275,0,30276,0,30277,0,30278,0,30279,0,30280,0,30281,0,30282,0,0,0,0,0,0,0,0,0
68,30274,0,30275,0,30276,0,30277,0,30279,0,30281,0,30282,0,30283,0,0,0,0,0,0,0,0,0
69,30274,0,30276,0,30277,0,30278,0,30280,0,30281,0,30282,0,30283,0,0,0,0,0,0,0,0,0
70,30284,0,30285,0,30286,0,30287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,30288,0,30289,0,30290,0,30291,0,30292,0,30293,0,30294,0,30295,0,30296,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,30298,0,30299,0,30301,0,30302,0,30303,0,30304,0,30306,0,30307,0,0,0,0,0,0,0,0,0
76,30299,0,30300,0,30301,0,30302,0,30303,0,30304,0,30305,0,30306,0,0,0,0,0,0,0,0,0
77,30298,0,30299,0,30300,0,30301,0,30303,0,30305,0,30306,0,30307,0,0,0,0,0,0,0,0,0
78,30298,0,30300,0,30301,0,30302,0,30304,0,30305,0,30306,0,30307,0,0,0,0,0,0,0,0,0
79,30560,0,30561,0,30563,0,30564,0,30565,0,30566,0,30568,0,30569,0,0,0,0,0,0,0,0,0
80,30561,0,30562,0,30563,0,30564,0,30565,0,30566,0,30567,0,30568,0,0,0,0,0,0,0,0,0
81,30560,0,30561,0,30562,0,30563,0,30565,0,30567,0,30568,0,30569,0,0,0,0,0,0,0,0,0
82,30560,0,30562,0,30563,0,30564,0,30566,0,30567,0,30568,0,30569,0,0,0,0,0,0,0,0,0
83,30570,0,30571,0,30572,0,30573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,30574,0,30575,0,30577,0,30578,0,30579,0,30580,0,30582,0,30583,0,0,0,0,0,0,0,0,0
85,30575,0,30576,0,30577,0,30578,0,30579,0,30580,0,30581,0,30582,0,0,0,0,0,0,0,0,0
86,30574,0,30575,0,30576,0,30577,0,30579,0,30581,0,30582,0,30583,0,0,0,0,0,0,0,0,0
87,30574,0,30576,0,30577,0,30578,0,30580,0,30581,0,30582,0,30583,0,0,0,0,0,0,0,0,0
88,30584,0,30585,0,30587,0,30588,0,30589,0,30590,0,30592,0,30593,0,0,0,0,0,0,0,0,0
89,30585,0,30586,0,30587,0,30588,0,30589,0,30590,0,30591,0,30592,0,0,0,0,0,0,0,0,0
90,30584,0,30585,0,30586,0,30587,0,30589,0,30591,0,30592,0,30593,0,0,0,0,0,0,0,0,0
91,30584,0,30586,0,30587,0,30588,0,30590,0,30591,0,30592,0,30593,0,0,0,0,0,0,0,0,0
92,30594,0,30595,0,30597,0,30598,0,30599,0,30600,0,30602,0,30603,0,0,0,0,0,0,0,0,0
93,30595,0,30596,0,30597,0,30598,0,30599,0,30600,0,30601,0,30602,0,0,0,0,0,0,0,0,0
94,30594,0,30595,0,30596,0,30597,0,30599,0,30601,0,30602,0,30603,0,0,0,0,0,0,0,0,0
95,30594,0,30596,0,30597,0,30598,0,30600,0,30601,0,30602,0,30603,0,0,0,0,0,0,0,0,0
96,30604,0,30605,0,30606,0,30607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,30608,0,30609,0,30611,0,30612,0,30613,0,30614,0,30616,0,30617,0,0,0,0,0,0,0,0,0
98,30609,0,30610,0,30611,0,30612,0,30613,0,30614,0,30615,0,30616,0,0,0,0,0,0,0,0,0
99,30608,0,30609,0,30610,0,30611,0,30613,0,30615,0,30616,0,30617,0,0,0,0,0,0,0,0,0
100,30608,0,30610,0,30611,0,30612,0,30614,0,30615,0,30616,0,30617,0,0,0,0,0,0,0,0,0
101,30618,0,30619,0,30620,0,30622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,30618,0,30619,0,30621,0,30623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,30618,0,30620,0,30621,0,30623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,30619,0,30620,0,30621,0,30623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,30624,0,30625,0,30627,0,30628,0,30629,0,30630,0,30632,0,30633,0,0,0,0,0,0,0,0,0
106,30625,0,30626,0,30627,0,30628,0,30629,0,30630,0,30631,0,30632,0,0,0,0,0,0,0,0,0
107,30624,0,30625,0,30626,0,30627,0,30629,0,30631,0,30632,0,30633,0,0,0,0,0,0,0,0,0
108,30624,0,30626,0,30627,0,30628,0,30630,0,30631,0,30632,0,30633,0,0,0,0,0,0,0,0,0
109,30634,0,30635,0,30636,0,30637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,30638,0,30639,0,30641,0,30642,0,30643,0,30644,0,30646,0,30647,0,0,0,0,0,0,0,0,0
111,30639,0,30640,0,30641,0,30642,0,30643,0,30644,0,30645,0,30646,0,0,0,0,0,0,0,0,0
112,30638,0,30639,0,30640,0,30641,0,30643,0,30645,0,30646,0,30647,0,0,0,0,0,0,0,0,0
113,30638,0,30640,0,30641,0,30642,0,30644,0,30645,0,30646,0,30647,0,0,0,0,0,0,0,0,0
114,30648,0,30649,0,30650,0,30652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,30648,0,30649,0,30651,0,30653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,30648,0,30650,0,30651,0,30653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,30649,0,30650,0,30651,0,30653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,30654,0,30655,0,30657,0,30658,0,30659,0,30660,0,30662,0,30663,0,0,0,0,0,0,0,0,0
119,30655,0,30656,0,30657,0,30658,0,30659,0,30660,0,30661,0,30662,0,0,0,0,0,0,0,0,0
120,30654,0,30655,0,30656,0,30657,0,30659,0,30661,0,30662,0,30663,0,0,0,0,0,0,0,0,0
121,30654,0,30656,0,30657,0,30658,0,30660,0,30661,0,30662,0,30663,0,0,0,0,0,0,0,0,0
122,30664,0,30665,0,30666,0,30667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,30668,0,30669,0,30671,0,30672,0,30673,0,30674,0,30676,0,30677,0,0,0,0,0,0,0,0,0
124,30669,0,30670,0,30671,0,30672,0,30673,0,30674,0,30675,0,30676,0,0,0,0,0,0,0,0,0
125,30668,0,30669,0,30670,0,30671,0,30673,0,30675,0,30676,0,30677,0,0,0,0,0,0,0,0,0
126,30668,0,30670,0,30671,0,30672,0,30674,0,30675,0,30676,0,30677,0,0,0,0,0,0,0,0,0
127,30678,0,30679,0,30680,0,30682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,30678,0,30679,0,30681,0,30683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,30678,0,30680,0,30681,0,30683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,30679,0,30680,0,30681,0,30683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,30684,0,30685,0,30687,0,30688,0,30689,0,30690,0,30692,0,30693,0,0,0,0,0,0,0,0,0
132,30685,0,30686,0,30687,0,30688,0,30689,0,30690,0,30691,0,30692,0,0,0,0,0,0,0,0,0
133,30684,0,30685,0,30686,0,30687,0,30689,0,30691,0,30692,0,30693,0,0,0,0,0,0,0,0,0
134,30684,0,30686,0,30687,0,30688,0,30690,0,30691,0,30692,0,30693,0,0,0,0,0,0,0,0,0
135,30694,0,30695,0,30697,0,30698,0,30699,0,30700,0,30702,0,30703,0,0,0,0,0,0,0,0,0
136,30695,0,30696,0,30697,0,30698,0,30699,0,30700,0,30701,0,30702,0,0,0,0,0,0,0,0,0
137,30694,0,30695,0,30696,0,30697,0,30699,0,30701,0,30702,0,30703,0,0,0,0,0,0,0,0,0
138,30694,0,30696,0,30697,0,30698,0,30700,0,30701,0,30702,0,30703,0,0,0,0,0,0,0,0,0
139,30704,0,30705,0,30706,0,30707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,30708,0,30709,0,30710,0,30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,30712,0,30713,0,30715,0,30716,0,30717,0,30718,0,30720,0,30721,0,0,0,0,0,0,0,0,0
142,30713,0,30714,0,30715,0,30716,0,30717,0,30718,0,30719,0,30720,0,0,0,0,0,0,0,0,0
143,30712,0,30713,0,30714,0,30715,0,30717,0,30719,0,30720,0,30721,0,0,0,0,0,0,0,0,0
144,30712,0,30714,0,30715,0,30716,0,30718,0,30719,0,30720,0,30721,0,0,0,0,0,0,0,0,0
145,30722,0,30723,0,30725,0,30726,0,30727,0,30728,0,30730,0,30731,0,0,0,0,0,0,0,0,0
146,30723,0,30724,0,30725,0,30726,0,30727,0,30728,0,30729,0,30730,0,0,0,0,0,0,0,0,0
147,30722,0,30723,0,30724,0,30725,0,30727,0,30729,0,30730,0,30731,0,0,0,0,0,0,0,0,0
148,30722,0,30724,0,30725,0,30726,0,30728,0,30729,0,30730,0,30731,0,0,0,0,0,0,0,0,0
149,30732,0,30733,0,30734,0,30735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30736,0,30737,0,30739,0,30740,0,30741,0,30742,0,30744,0,30745,0,0,0,0,0,0,0,0,0
151,30737,0,30738,0,30739,0,30740,0,30741,0,30742,0,30743,0,30744,0,0,0,0,0,0,0,0,0
152,30736,0,30737,0,30738,0,30739,0,30741,0,30743,0,30744,0,30745,0,0,0,0,0,0,0,0,0
153,30736,0,30738,0,30739,0,30740,0,30742,0,30743,0,30744,0,30745,0,0,0,0,0,0,0,0,0
154,30746,0,30747,0,30749,0,30750,0,30751,0,30752,0,30754,0,30755,0,0,0,0,0,0,0,0,0
155,30747,0,30748,0,30749,0,30750,0,30751,0,30752,0,30753,0,30754,0,0,0,0,0,0,0,0,0
156,30746,0,30747,0,30748,0,30749,0,30751,0,30753,0,30754,0,30755,0,0,0,0,0,0,0,0,0
157,30746,0,30748,0,30749,0,30750,0,30752,0,30753,0,30754,0,30755,0,0,0,0,0,0,0,0,0
158,30756,0,30757,0,30759,0,30760,0,30761,0,30762,0,30764,0,30765,0,0,0,0,0,0,0,0,0
159,30757,0,30758,0,30759,0,30760,0,30761,0,30762,0,30763,0,30764,0,0,0,0,0,0,0,0,0
160,30756,0,30757,0,30758,0,30759,0,30761,0,30763,0,30764,0,30765,0,0,0,0,0,0,0,0,0
161,30756,0,30758,0,30759,0,30760,0,30762,0,30763,0,30764,0,30765,0,0,0,0,0,0,0,0,0
162,30766,0,30767,0,30768,0,30769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,30770,0,30771,0,30772,0,30774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,30770,0,30771,0,30773,0,30775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,30770,0,30772,0,30773,0,30775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,30771,0,30772,0,30773,0,30775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,30778,0,30779,0,30781,0,30782,0,30783,0,30784,0,30786,0,30787,0,0,0,0,0,0,0,0,0
168,30779,0,30780,0,30781,0,30782,0,30783,0,30784,0,30785,0,30786,0,0,0,0,0,0,0,0,0
169,30778,0,30779,0,30780,0,30781,0,30783,0,30785,0,30786,0,30787,0,0,0,0,0,0,0,0,0
170,30778,0,30780,0,30781,0,30782,0,30784,0,30785,0,30786,0,30787,0,0,0,0,0,0,0,0,0
171,30788,0,30789,0,30790,0,30791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,30792,0,30793,0,30794,0,30795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,30796,0,30797,0,30798,0,30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,30796,0,30797,0,30799,0,30801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,30796,0,30798,0,30799,0,30801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,30797,0,30798,0,30799,0,30801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,30802,0,30803,0,30805,0,30806,0,30807,0,30808,0,30810,0,30811,0,0,0,0,0,0,0,0,0
178,30803,0,30804,0,30805,0,30806,0,30807,0,30808,0,30809,0,30810,0,0,0,0,0,0,0,0,0
179,30802,0,30803,0,30804,0,30805,0,30807,0,30809,0,30810,0,30811,0,0,0,0,0,0,0,0,0
180,30802,0,30804,0,30805,0,30806,0,30808,0,30809,0,30810,0,30811,0,0,0,0,0,0,0,0,0
181,30812,0,30813,0,30814,0,30815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,30816,0,30817,0,30818,0,30819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,30820,0,30821,0,30823,0,30824,0,30825,0,30826,0,30828,0,30829,0,0,0,0,0,0,0,0,0
184,30821,0,30822,0,30823,0,30824,0,30825,0,30826,0,30827,0,30828,0,0,0,0,0,0,0,0,0
185,30820,0,30821,0,30822,0,30823,0,30825,0,30827,0,30828,0,30829,0,0,0,0,0,0,0,0,0
186,30820,0,30822,0,30823,0,30824,0,30826,0,30827,0,30828,0,30829,0,0,0,0,0,0,0,0,0
187,30830,0,30831,0,30833,0,30834,0,30835,0,30836,0,30838,0,30839,0,0,0,0,0,0,0,0,0
188,30831,0,30832,0,30833,0,30834,0,30835,0,30836,0,30837,0,30838,0,0,0,0,0,0,0,0,0
189,30830,0,30831,0,30832,0,30833,0,30835,0,30837,0,30838,0,30839,0,0,0,0,0,0,0,0,0
190,30830,0,30832,0,30833,0,30834,0,30836,0,30837,0,30838,0,30839,0,0,0,0,0,0,0,0,0
191,30840,0,30841,0,30842,0,30843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,30844,0,30845,0,30847,0,30848,0,30849,0,30850,0,30852,0,30853,0,0,0,0,0,0,0,0,0
193,30845,0,30846,0,30847,0,30848,0,30849,0,30850,0,30851,0,30852,0,0,0,0,0,0,0,0,0
194,30844,0,30845,0,30846,0,30847,0,30849,0,30851,0,30852,0,30853,0,0,0,0,0,0,0,0,0
195,30844,0,30846,0,30847,0,30848,0,30850,0,30851,0,30852,0,30853,0,0,0,0,0,0,0,0,0
196,30854,0,30855,0,30857,0,30858,0,30859,0,30860,0,30862,0,30863,0,0,0,0,0,0,0,0,0
197,30855,0,30856,0,30857,0,30858,0,30859,0,30860,0,30861,0,30862,0,0,0,0,0,0,0,0,0
198,30854,0,30855,0,30856,0,30857,0,30859,0,30861,0,30862,0,30863,0,0,0,0,0,0,0,0,0
199,30854,0,30856,0,30857,0,30858,0,30860,0,30861,0,30862,0,30863,0,0,0,0,0,0,0,0,0
200,30864,0,30865,0,30867,0,30868,0,30869,0,30870,0,30872,0,30873,0,0,0,0,0,0,0,0,0
201,30865,0,30866,0,30867,0,30868,0,30869,0,30870,0,30871,0,30872,0,0,0,0,0,0,0,0,0
202,30864,0,30865,0,30866,0,30867,0,30869,0,30871,0,30872,0,30873,0,0,0,0,0,0,0,0,0
203,30864,0,30866,0,30867,0,30868,0,30870,0,30871,0,30872,0,30873,0,0,0,0,0,0,0,0,0
204,30874,0,30875,0,30876,0,30877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,30878,0,30879,0,30881,0,30882,0,30883,0,30884,0,30886,0,30887,0,0,0,0,0,0,0,0,0
206,30879,0,30880,0,30881,0,30882,0,30883,0,30884,0,30885,0,30886,0,0,0,0,0,0,0,0,0
207,30878,0,30879,0,30880,0,30881,0,30883,0,30885,0,30886,0,30887,0,0,0,0,0,0,0,0,0
208,30878,0,30880,0,30881,0,30882,0,30884,0,30885,0,30886,0,30887,0,0,0,0,0,0,0,0,0
209,30888,0,30889,0,30891,0,30892,0,30893,0,30894,0,30896,0,30897,0,0,0,0,0,0,0,0,0
210,30889,0,30890,0,30891,0,30892,0,30893,0,30894,0,30895,0,30896,0,0,0,0,0,0,0,0,0
211,30888,0,30889,0,30890,0,30891,0,30893,0,30895,0,30896,0,30897,0,0,0,0,0,0,0,0,0
212,30888,0,30890,0,30891,0,30892,0,30894,0,30895,0,30896,0,30897,0,0,0,0,0,0,0,0,0
213,30898,0,30899,0,30901,0,30902,0,30903,0,30904,0,30906,0,30907,0,0,0,0,0,0,0,0,0
214,30899,0,30900,0,30901,0,30902,0,30903,0,30904,0,30905,0,30906,0,0,0,0,0,0,0,0,0
215,30898,0,30899,0,30900,0,30901,0,30903,0,30905,0,30906,0,30907,0,0,0,0,0,0,0,0,0
216,30898,0,30900,0,30901,0,30902,0,30904,0,30905,0,30906,0,30907,0,0,0,0,0,0,0,0,0
217,30908,0,30909,0,30910,0,30911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,30912,0,30913,0,30915,0,30916,0,30917,0,30918,0,30920,0,30921,0,0,0,0,0,0,0,0,0
219,30913,0,30914,0,30915,0,30916,0,30917,0,30918,0,30919,0,30920,0,0,0,0,0,0,0,0,0
220,30912,0,30913,0,30914,0,30915,0,30917,0,30919,0,30920,0,30921,0,0,0,0,0,0,0,0,0
221,30912,0,30914,0,30915,0,30916,0,30918,0,30919,0,30920,0,30921,0,0,0,0,0,0,0,0,0
222,30922,0,30923,0,30924,0,30926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,30922,0,30923,0,30925,0,30927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,30922,0,30924,0,30925,0,30927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,30923,0,30924,0,30925,0,30927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,30928,0,30929,0,30931,0,30932,0,30933,0,30934,0,30936,0,30937,0,0,0,0,0,0,0,0,0
227,30929,0,30930,0,30931,0,30932,0,30933,0,30934,0,30935,0,30936,0,0,0,0,0,0,0,0,0
228,30928,0,30929,0,30930,0,30931,0,30933,0,30935,0,30936,0,30937,0,0,0,0,0,0,0,0,0
229,30928,0,30930,0,30931,0,30932,0,30934,0,30935,0,30936,0,30937,0,0,0,0,0,0,0,0,0
230,30938,0,30939,0,30940,0,30941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,30942,0,30943,0,30945,0,30946,0,30947,0,30948,0,30950,0,30951,0,0,0,0,0,0,0,0,0
232,30943,0,30944,0,30945,0,30946,0,30947,0,30948,0,30949,0,30950,0,0,0,0,0,0,0,0,0
233,30942,0,30943,0,30944,0,30945,0,30947,0,30949,0,30950,0,30951,0,0,0,0,0,0,0,0,0
234,30942,0,30944,0,30945,0,30946,0,30948,0,30949,0,30950,0,30951,0,0,0,0,0,0,0,0,0
235,30952,0,30953,0,30954,0,30956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
