Index,0 [0x3][0x36],1 [0x0][0x0],2 [0x0][0x4],3 [0x3][0x37],4 [0x5][0x30],5 [0x7][0x8],6 [0x5][0x32],7 [0x3][0x38],8 [0x6][0xc],9 [0x6][0x10],10 [0x6][0x14],11 [0x6][0x18],12 [0x6][0x1c],13 [0x6][0x20],14 [0x6][0x24],15 [0x6][0x28],16 [0x6][0x2c],17 [0x3][0x39],18 [0x5][0x34]
36,10,"Strong Lance Arm III","Achieve lancer level 30.",5,0,0,31816,3,4,30,0,0,0,0,0,0,0,3,21
37,10,"Strong Lance Arm IV","Achieve lancer level 40.",5,0,0,31816,3,4,40,0,0,0,0,0,0,0,3,22
38,10,"Strong Lance Arm V","Achieve lancer level 50.",5,0,0,31816,3,4,50,0,0,0,0,0,0,0,3,23
39,10,"Just Talkin' 'bout Shafts I","Achieve archer level 10.",5,0,0,32204,3,5,10,0,0,0,0,0,0,0,3,25
40,10,"Just Talkin' 'bout Shafts II","Achieve archer level 20.",5,0,0,32204,3,5,20,0,0,0,0,0,0,0,3,26
41,10,"Just Talkin' 'bout Shafts III","Achieve archer level 30.",5,0,0,32204,3,5,30,0,0,0,0,0,0,0,3,27
42,10,"Just Talkin' 'bout Shafts IV","Achieve archer level 40.",5,0,0,32204,3,5,40,0,0,0,0,0,0,0,3,28
43,10,"Just Talkin' 'bout Shafts V","Achieve archer level 50.",5,0,0,32204,3,5,50,0,0,0,0,0,0,0,3,29
44,9,"Mastering War I","Achieve level 50 as a gladiator, pugilist, marauder, archer, and lancer.",20,13,0,2504,2,23,28,33,38,43,0,0,0,0,4,1
45,11,"I Got the Magic Stick I","Achieve conjurer level 10.",5,0,0,32611,3,6,10,0,0,0,0,0,0,0,3,1
46,11,"I Got the Magic Stick II","Achieve conjurer level 20.",5,0,0,32611,3,6,20,0,0,0,0,0,0,0,3,2
47,11,"I Got the Magic Stick III","Achieve conjurer level 30.",5,0,0,32611,3,6,30,0,0,0,0,0,0,0,3,3
48,11,"I Got the Magic Stick IV","Achieve conjurer level 40.",5,0,0,32611,3,6,40,0,0,0,0,0,0,0,3,4
49,11,"I Got the Magic Stick V","Achieve conjurer level 50.",5,0,0,32611,3,6,50,0,0,0,0,0,0,0,3,5
50,11,"Bring Out Your Dead I","Achieve thaumaturge level 10.",5,0,0,32806,3,7,10,0,0,0,0,0,0,0,3,7
51,11,"Bring Out Your Dead II","Achieve thaumaturge level 20.",5,0,0,32806,3,7,20,0,0,0,0,0,0,0,3,8
52,11,"Bring Out Your Dead III","Achieve thaumaturge level 30.",5,0,0,32806,3,7,30,0,0,0,0,0,0,0,3,9
53,11,"Bring Out Your Dead IV","Achieve thaumaturge level 40.",5,0,0,32806,3,7,40,0,0,0,0,0,0,0,3,10
54,11,"Bring Out Your Dead V","Achieve thaumaturge level 50.",5,0,0,32806,3,7,50,0,0,0,0,0,0,0,3,11
55,9,"Mastering Magic I","Achieve level 50 as a conjurer, thaumaturge, and arcanist.",20,14,0,2655,2,49,54,596,0,0,0,0,0,0,4,2
56,9,"A Life of Adventure I","Obtain the achievements “Mastering War I” and “Mastering Magic I.”",30,0,2909,302,2,44,55,0,0,0,0,0,0,0,4,3
57,12,"Knock on Wood I","Achieve carpenter level 10.",5,0,0,35001,3,8,10,0,0,0,0,0,0,0,3,1
58,12,"Knock on Wood II","Achieve carpenter level 20.",5,0,0,35001,3,8,20,0,0,0,0,0,0,0,3,2
59,12,"Knock on Wood III","Achieve carpenter level 30.",5,0,0,35001,3,8,30,0,0,0,0,0,0,0,3,3
60,12,"Knock on Wood IV","Achieve carpenter level 40.",5,0,0,35001,3,8,40,0,0,0,0,0,0,0,3,4
61,12,"Knock on Wood V","Achieve carpenter level 50.",5,0,0,35001,3,8,50,0,0,0,0,0,0,0,3,5
62,12,"Temper, Temper I","Achieve blacksmith level 10.",5,0,0,35106,3,9,10,0,0,0,0,0,0,0,3,7
63,12,"Temper, Temper II","Achieve blacksmith level 20.",5,0,0,35106,3,9,20,0,0,0,0,0,0,0,3,8
64,12,"Temper, Temper III","Achieve blacksmith level 30.",5,0,0,35106,3,9,30,0,0,0,0,0,0,0,3,9
65,12,"Temper, Temper IV","Achieve blacksmith level 40.",5,0,0,35106,3,9,40,0,0,0,0,0,0,0,3,10
66,12,"Temper, Temper V","Achieve blacksmith level 50.",5,0,0,35106,3,9,50,0,0,0,0,0,0,0,3,11
67,12,"The Riddle of Steel I","Achieve armorer level 10.",5,0,0,35203,3,10,10,0,0,0,0,0,0,0,3,13
68,12,"The Riddle of Steel II","Achieve armorer level 20.",5,0,0,35203,3,10,20,0,0,0,0,0,0,0,3,14
69,12,"The Riddle of Steel III","Achieve armorer level 30.",5,0,0,35203,3,10,30,0,0,0,0,0,0,0,3,15
70,12,"The Riddle of Steel IV","Achieve armorer level 40.",5,0,0,35203,3,10,40,0,0,0,0,0,0,0,3,16
71,12,"The Riddle of Steel V","Achieve armorer level 50.",5,0,0,35203,3,10,50,0,0,0,0,0,0,0,3,17
72,12,"Heart of Gold I","Achieve goldsmith level 10.",5,0,0,35301,3,11,10,0,0,0,0,0,0,0,3,19
73,12,"Heart of Gold II","Achieve goldsmith level 20.",5,0,0,35301,3,11,20,0,0,0,0,0,0,0,3,20
74,12,"Heart of Gold III","Achieve goldsmith level 30.",5,0,0,35301,3,11,30,0,0,0,0,0,0,0,3,21
75,12,"Heart of Gold IV","Achieve goldsmith level 40.",5,0,0,35301,3,11,40,0,0,0,0,0,0,0,3,22
76,12,"Heart of Gold V","Achieve goldsmith level 50.",5,0,0,35301,3,11,50,0,0,0,0,0,0,0,3,23
77,12,"Tougher than Leather I","Achieve leatherworker level 10.",5,0,0,35404,3,12,10,0,0,0,0,0,0,0,3,25
78,12,"Tougher than Leather II","Achieve leatherworker level 20.",5,0,0,35404,3,12,20,0,0,0,0,0,0,0,3,26
79,12,"Tougher than Leather III","Achieve leatherworker level 30.",5,0,0,35404,3,12,30,0,0,0,0,0,0,0,3,27
80,12,"Tougher than Leather IV","Achieve leatherworker level 40.",5,0,0,35404,3,12,40,0,0,0,0,0,0,0,3,28
81,12,"Tougher than Leather V","Achieve leatherworker level 50.",5,0,0,35404,3,12,50,0,0,0,0,0,0,0,3,29
82,12,"Smiling, Styling, and Textiling I","Achieve weaver level 10.",5,0,0,35501,3,13,10,0,0,0,0,0,0,0,3,31
83,12,"Smiling, Styling, and Textiling II","Achieve weaver level 20.",5,0,0,35501,3,13,20,0,0,0,0,0,0,0,3,32
84,12,"Smiling, Styling, and Textiling III","Achieve weaver level 30.",5,0,0,35501,3,13,30,0,0,0,0,0,0,0,3,33
85,12,"Smiling, Styling, and Textiling IV","Achieve weaver level 40.",5,0,0,35501,3,13,40,0,0,0,0,0,0,0,3,34
86,12,"Smiling, Styling, and Textiling V","Achieve weaver level 50.",5,0,0,35501,3,13,50,0,0,0,0,0,0,0,3,35
87,12,"'Tis True without Lying I","Achieve alchemist level 10.",5,0,0,35604,3,14,10,0,0,0,0,0,0,0,3,37
88,12,"'Tis True without Lying II","Achieve alchemist level 20.",5,0,0,35604,3,14,20,0,0,0,0,0,0,0,3,38
89,12,"'Tis True without Lying III","Achieve alchemist level 30.",5,0,0,35604,3,14,30,0,0,0,0,0,0,0,3,39
90,12,"'Tis True without Lying IV","Achieve alchemist level 40.",5,0,0,35604,3,14,40,0,0,0,0,0,0,0,3,40
91,12,"'Tis True without Lying V","Achieve alchemist level 50.",5,0,0,35604,3,14,50,0,0,0,0,0,0,0,3,41
92,12,"All in Good Taste I","Achieve culinarian level 10.",5,0,0,35704,3,15,10,0,0,0,0,0,0,0,3,43
93,12,"All in Good Taste II","Achieve culinarian level 20.",5,0,0,35704,3,15,20,0,0,0,0,0,0,0,3,44
94,12,"All in Good Taste III","Achieve culinarian level 30.",5,0,0,35704,3,15,30,0,0,0,0,0,0,0,3,45
95,12,"All in Good Taste IV","Achieve culinarian level 40.",5,0,0,35704,3,15,40,0,0,0,0,0,0,0,3,46
96,12,"All in Good Taste V","Achieve culinarian level 50.",5,0,0,35704,3,15,50,0,0,0,0,0,0,0,3,47
97,9,"Mastering the Hand I","Achieve level 50 as a carpenter, blacksmith, armorer, goldsmith, leatherworker, weaver, alchemist, and culinarian.",20,15,0,1558,2,61,66,71,76,81,86,91,96,0,4,7
98,13,"Breaking Rocks in the Hot Sun I","Achieve miner level 10.",5,0,0,38003,3,16,10,0,0,0,0,0,0,0,3,1
99,13,"Breaking Rocks in the Hot Sun II","Achieve miner level 20.",5,0,0,38003,3,16,20,0,0,0,0,0,0,0,3,2
100,13,"Breaking Rocks in the Hot Sun III","Achieve miner level 30.",5,0,0,38003,3,16,30,0,0,0,0,0,0,0,3,3
101,13,"Breaking Rocks in the Hot Sun IV","Achieve miner level 40.",5,0,0,38003,3,16,40,0,0,0,0,0,0,0,3,4
102,13,"Breaking Rocks in the Hot Sun V","Achieve miner level 50.",5,0,0,38003,3,16,50,0,0,0,0,0,0,0,3,5
103,13,"Fear the Reaper I","Achieve botanist level 10.",5,0,0,38103,3,17,10,0,0,0,0,0,0,0,3,7
104,13,"Fear the Reaper II","Achieve botanist level 20.",5,0,0,38103,3,17,20,0,0,0,0,0,0,0,3,8
105,13,"Fear the Reaper III","Achieve botanist level 30.",5,0,0,38103,3,17,30,0,0,0,0,0,0,0,3,9
106,13,"Fear the Reaper IV","Achieve botanist level 40.",5,0,0,38103,3,17,40,0,0,0,0,0,0,0,3,10
107,13,"Fear the Reaper V","Achieve botanist level 50.",5,0,0,38103,3,17,50,0,0,0,0,0,0,0,3,11
108,13,"Gone Fishin' I","Achieve fisher level 10.",5,0,0,38203,3,18,10,0,0,0,0,0,0,0,3,13
109,13,"Gone Fishin' II","Achieve fisher level 20.",5,0,0,38203,3,18,20,0,0,0,0,0,0,0,3,14
110,13,"Gone Fishin' III","Achieve fisher level 30.",5,0,0,38203,3,18,30,0,0,0,0,0,0,0,3,15
111,13,"Gone Fishin' IV","Achieve fisher level 40.",5,0,0,38203,3,18,40,0,0,0,0,0,0,0,3,16
112,13,"Gone Fishin' V","Achieve fisher level 50.",5,0,0,38203,3,18,50,0,0,0,0,0,0,0,3,17
113,9,"Mastering the Land I","Achieve level 50 as a miner, botanist, and fisher.",20,16,0,1068,2,102,107,112,0,0,0,0,0,0,4,8
114,18,"On the Payroll I","Earn a cumulative total of 100 gil from levequests.",5,0,0,25919,1,13,100,0,0,0,0,0,0,0,3,0
115,18,"On the Payroll II","Earn a cumulative total of 1,000 gil from levequests.",5,0,0,25919,1,13,1000,0,0,0,0,0,0,0,3,0
116,18,"On the Payroll III","Earn a cumulative total of 10,000 gil from levequests.",5,0,0,25919,1,13,10000,0,0,0,0,0,0,0,3,0
117,18,"On the Payroll IV","Earn a cumulative total of 100,000 gil from levequests.",5,0,0,25919,1,13,100000,0,0,0,0,0,0,0,3,0
118,18,"On the Payroll V","Earn a cumulative total of 1,000,000 gil from levequests.",5,0,0,25919,1,13,1000000,0,0,0,0,0,0,0,3,0
119,18,"Who Wants to Be a Gillionaire?","Earn a cumulative total of 10,000,000 gil from levequests.",10,11,0,463,1,13,10000000,0,0,0,0,0,0,0,3,0
120,49,"You Can't Take It with You I","Earn a cumulative total of 1,000 gil from defeating enemies.",5,0,0,26001,1,12,1000,0,0,0,0,0,0,0,0,0
121,49,"You Can't Take It with You II","Earn a cumulative total of 10,000 gil from defeating enemies.",5,0,0,26001,1,12,10000,0,0,0,0,0,0,0,0,0
122,49,"You Can't Take It with You III","Earn a cumulative total of 100,000 gil from defeating enemies.",5,0,0,26001,1,12,100000,0,0,0,0,0,0,0,0,0
123,49,"You Can't Take It with You IV","Earn a cumulative total of 1,000,000 gil from defeating enemies.",5,0,0,26001,1,12,1000000,0,0,0,0,0,0,0,0,0
124,49,"You Can't Take It with You V","Earn a cumulative total of 10,000,000 gil from defeating enemies.",5,0,0,26001,1,12,10000000,0,0,0,0,0,0,0,0,0
125,49,"Never Met a Corpse I Couldn't Rifle","Earn a cumulative total of 100,000,000 gil from defeating enemies.",10,12,0,207,1,12,100000000,0,0,0,0,0,0,0,0,0
126,17,"My Body Is a Temple","Obtain a complete set of templar armor consisting of a templar's chain coif, a templar's haubergeon, a pair of templar's sollerets, and a set of templar's tassets.\n* Speak to Jonathas with all four items equipped.",5,0,0,40039,1,232,0,0,0,0,0,0,0,0,4,1
127,17,"Dress Like a Pirate Day","Obtain a complete set of buccaneer armor consisting of a buccaneer's tricorne, a buccaneer's shirt, a pair of buccaneer's boots, and a buccaneer's sash.\n* Speak to Jonathas with all four items equipped.",5,0,0,40599,1,233,0,0,0,0,0,0,0,0,4,2
128,17,"A Mummer in Motley","Obtain a complete set of harlequin armor consisting of a harlequin's cap, a harlequin's acton, a pair of harlequin's tights, and a harlequin's belt.\n* Speak to Jonathas with all four items equipped.",5,0,0,40575,1,234,0,0,0,0,0,0,0,0,4,3
129,17,"Raising the Curtana","Obtain Curtana and a Holy Shield in the quest “A Relic Reborn.”",10,2,0,30446,6,66656,0,0,0,0,0,0,0,0,4,4
130,17,"Enter the Coeurl","Obtain a pair of Sphairai in the quest “A Relic Reborn.”",10,3,0,31034,6,66657,0,0,0,0,0,0,0,0,4,5
131,17,"Cleaving to Tradition","Obtain a Bravura in the quest “A Relic Reborn.”",10,4,0,31440,6,66655,0,0,0,0,0,0,0,0,4,6
132,17,"Having a Gae Old Time","Obtain Gae Bolg in the quest “A Relic Reborn.”",10,5,0,31842,6,66658,0,0,0,0,0,0,0,0,4,7
133,17,"Hard to Miss","Obtain the Artemis Bow in the quest “A Relic Reborn.”",10,6,0,32238,6,66661,0,0,0,0,0,0,0,0,4,8
134,17,"Dressed to Heal","Obtain Thyrus in the quest “A Relic Reborn.”",10,7,0,32626,6,66660,0,0,0,0,0,0,0,0,4,10
135,17,"Ohohohohoho!","Obtain a Stardust Rod in the quest “A Relic Reborn.”",10,8,0,33012,6,66659,0,0,0,0,0,0,0,0,4,11
136,17,"Armed to the Teeth","Obtain Curtana, a Holy Shield, a pair of Sphairai, a Bravura, Gae Bolg, the Artemis Bow, Thyrus, a Stardust Rod, the Veil of Wiyu, and a copy of the <i>Omnilex</i> in the quest “A Relic Reborn.”",30,1,0,2502,2,129,130,131,132,133,134,135,597,598,4,14
137,22,"Going with the Grain: Amateur","Successfully synthesize 50 times for level 1-10 woodworking recipes.",5,0,0,35001,1,23,50,0,0,0,0,0,0,0,3,1
138,22,"Going with the Grain: Initiate","Successfully synthesize 300 times for level 11-20 woodworking recipes.",5,0,0,35001,1,24,300,0,0,0,0,0,0,0,3,2
139,22,"Going with the Grain: Apprentice","Successfully synthesize 750 times for level 21-30 woodworking recipes.",5,0,0,35001,1,25,750,0,0,0,0,0,0,0,3,3
140,22,"Going with the Grain: Journeyman","Successfully synthesize 1,500 times for level 31-40 woodworking recipes.",5,0,0,35001,1,26,1500,0,0,0,0,0,0,0,3,4
141,22,"Going with the Grain: Artisan","Successfully synthesize 3,000 times for level 41-50 woodworking recipes.",10,17,0,35001,1,27,3000,0,0,0,0,0,0,0,3,5
142,22,"A Carpenter's Life for Me","Obtain the first five “Going with the Grain” achievements.",30,0,2326,35010,2,137,138,139,140,141,0,0,0,0,4,6
143,23,"Working the Bellows: Amateur","Successfully synthesize 50 times for level 1-10 smithing recipes.",5,0,0,35106,1,28,50,0,0,0,0,0,0,0,3,1
144,23,"Working the Bellows: Initiate","Successfully synthesize 300 times for level 11-20 smithing recipes.",5,0,0,35106,1,29,300,0,0,0,0,0,0,0,3,2
145,23,"Working the Bellows: Apprentice","Successfully synthesize 750 times for level 21-30 smithing recipes.",5,0,0,35106,1,30,750,0,0,0,0,0,0,0,3,3
146,23,"Working the Bellows: Journeyman","Successfully synthesize 1,500 times for level 31-40 smithing recipes.",5,0,0,35106,1,31,1500,0,0,0,0,0,0,0,3,4
147,23,"Working the Bellows: Artisan","Successfully synthesize 3,000 times for level 41-50 smithing recipes.",10,18,0,35106,1,32,3000,0,0,0,0,0,0,0,3,5
148,23,"A Blacksmith's Life for Me","Obtain the first five “Working the Bellows” achievements.",30,0,2353,35110,2,143,144,145,146,147,0,0,0,0,4,6
149,24,"Pounding Out the Dents: Amateur","Successfully synthesize 50 times for level 1-10 armorcraft recipes.",5,0,0,35203,1,33,50,0,0,0,0,0,0,0,3,1
150,24,"Pounding Out the Dents: Initiate","Successfully synthesize 300 times for level 11-20 armorcraft recipes.",5,0,0,35203,1,34,300,0,0,0,0,0,0,0,3,2
151,24,"Pounding Out the Dents: Apprentice","Successfully synthesize 750 times for level 21-30 armorcraft recipes.",5,0,0,35203,1,35,750,0,0,0,0,0,0,0,3,3
152,24,"Pounding Out the Dents: Journeyman","Successfully synthesize 1,500 times for level 31-40 armorcraft recipes.",5,0,0,35203,1,36,1500,0,0,0,0,0,0,0,3,4
153,24,"Pounding Out the Dents: Artisan","Successfully synthesize 3,000 times for level 41-50 armorcraft recipes.",10,19,0,35203,1,37,3000,0,0,0,0,0,0,0,3,5
154,24,"An Armorer's Life for Me","Obtain the first five “Pounding Out the Dents” achievements.",30,0,2378,35209,2,149,150,151,152,153,0,0,0,0,4,6
155,25,"Cutting the Carats: Amateur","Successfully synthesize 50 times for level 1-10 goldsmithing recipes.",5,0,0,35301,1,38,50,0,0,0,0,0,0,0,3,1
156,25,"Cutting the Carats: Initiate","Successfully synthesize 300 times for level 11-20 goldsmithing recipes.",5,0,0,35301,1,39,300,0,0,0,0,0,0,0,3,2
157,25,"Cutting the Carats: Apprentice","Successfully synthesize 750 times for level 21-30 goldsmithing recipes.",5,0,0,35301,1,40,750,0,0,0,0,0,0,0,3,3
158,25,"Cutting the Carats: Journeyman","Successfully synthesize 1,500 times for level 31-40 goldsmithing recipes.",5,0,0,35301,1,41,1500,0,0,0,0,0,0,0,3,4
159,25,"Cutting the Carats: Artisan","Successfully synthesize 3,000 times for level 41-50 goldsmithing recipes.",10,20,0,35301,1,42,3000,0,0,0,0,0,0,0,3,5
160,25,"A Goldsmith's Life for Me","Obtain the first five “Cutting the Carats” achievements.",30,0,2403,35309,2,155,156,157,158,159,0,0,0,0,4,6
161,26,"Hiding in Plain Sight: Amateur","Successfully synthesize 50 times for level 1-10 leatherworking recipes.",5,0,0,35404,1,43,50,0,0,0,0,0,0,0,3,1
162,26,"Hiding in Plain Sight: Initiate","Successfully synthesize 300 times for level 11-20 leatherworking recipes.",5,0,0,35404,1,44,300,0,0,0,0,0,0,0,3,2
163,26,"Hiding in Plain Sight: Apprentice","Successfully synthesize 750 times for level 21-30 leatherworking recipes.",5,0,0,35404,1,45,750,0,0,0,0,0,0,0,3,3
164,26,"Hiding in Plain Sight: Journeyman","Successfully synthesize 1,500 times for level 31-40 leatherworking recipes.",5,0,0,35404,1,46,1500,0,0,0,0,0,0,0,3,4
165,26,"Hiding in Plain Sight: Artisan","Successfully synthesize 3,000 times for level 41-50 leatherworking recipes.",10,21,0,35404,1,47,3000,0,0,0,0,0,0,0,3,5
166,26,"A Leatherworker's Life for Me","Obtain the first five “Hiding in Plain Sight” achievements.",30,0,2428,35409,2,161,162,163,164,165,0,0,0,0,4,6
167,27,"Threading the Needle: Amateur","Successfully synthesize 50 times for level 1-10 clothcraft recipes.",5,0,0,35501,1,48,50,0,0,0,0,0,0,0,3,1
168,27,"Threading the Needle: Initiate","Successfully synthesize 300 times for level 11-20 clothcraft recipes.",5,0,0,35501,1,49,300,0,0,0,0,0,0,0,3,2
169,27,"Threading the Needle: Apprentice","Successfully synthesize 750 times for level 21-30 clothcraft recipes.",5,0,0,35501,1,50,750,0,0,0,0,0,0,0,3,3
170,27,"Threading the Needle: Journeyman","Successfully synthesize 1,500 times for level 31-40 clothcraft recipes.",5,0,0,35501,1,51,1500,0,0,0,0,0,0,0,3,4
171,27,"Threading the Needle: Artisan","Successfully synthesize 3,000 times for level 41-50 clothcraft recipes.",10,22,0,35501,1,52,3000,0,0,0,0,0,0,0,3,5
172,27,"A Weaver's Life for Me","Obtain the first five “Threading the Needle” achievements.",30,0,2454,35510,2,167,168,169,170,171,0,0,0,0,4,6
173,28,"Mixing It Up: Amateur","Successfully synthesize 50 times for level 1-10 alchemy recipes.",5,0,0,35604,1,53,50,0,0,0,0,0,0,0,3,1
174,28,"Mixing It Up: Initiate","Successfully synthesize 300 times for level 11-20 alchemy recipes.",5,0,0,35604,1,54,300,0,0,0,0,0,0,0,3,2
175,28,"Mixing It Up: Apprentice","Successfully synthesize 750 times for level 21-30 alchemy recipes.",5,0,0,35604,1,55,750,0,0,0,0,0,0,0,3,3
176,28,"Mixing It Up: Journeyman","Successfully synthesize 1,500 times for level 31-40 alchemy recipes.",5,0,0,35604,1,56,1500,0,0,0,0,0,0,0,3,4
177,28,"Mixing It Up: Artisan","Successfully synthesize 3,000 times for level 41-50 alchemy recipes.",10,23,0,35604,1,57,3000,0,0,0,0,0,0,0,3,5
178,28,"An Alchemist's Life for Me","Obtain the first five “Mixing it Up” achievements.",30,0,2479,35609,2,173,174,175,176,177,0,0,0,0,4,6
179,29,"Savoring the Realm: Amateur","Successfully synthesize 50 times for level 1-10 cooking recipes.",5,0,0,35704,1,58,50,0,0,0,0,0,0,0,3,1
180,29,"Savoring the Realm: Initiate","Successfully synthesize 300 times for level 11-20 cooking recipes.",5,0,0,35704,1,59,300,0,0,0,0,0,0,0,3,2
181,29,"Savoring the Realm: Apprentice","Successfully synthesize 750 times for level 21-30 cooking recipes.",5,0,0,35704,1,60,750,0,0,0,0,0,0,0,3,3
182,29,"Savoring the Realm: Journeyman","Successfully synthesize 1,500 times for level 31-40 cooking recipes.",5,0,0,35704,1,61,1500,0,0,0,0,0,0,0,3,4
183,29,"Savoring the Realm: Artisan","Successfully synthesize 3,000 times for level 41-50 cooking recipes.",10,24,0,35704,1,62,3000,0,0,0,0,0,0,0,3,5
184,29,"A Life of Cooking","Obtain the first five “Savoring the Realm” achievements.",30,0,2505,35711,2,179,180,181,182,183,0,0,0,0,4,6
185,30,"Mining Your Own Business: La Noscea I","Mine 20 times at level 1-10 mineral deposits in La Noscea.",5,0,0,1015,1,63,20,0,0,0,0,0,0,0,3,1
186,30,"Mining Your Own Business: La Noscea II","Mine 300 times at level 11-20 mineral deposits in La Noscea.",5,0,0,1015,1,78,300,0,0,0,0,0,0,0,3,2
