Index,0 [0x7][0xc],1 [0x7][0x10],2 [0x7][0x14],3 [0x0][0x0],4 [0x0][0x4],5 [0x0][0x8]
82,0,0,0,"保存した外見データを利用する","",""
83,0,0,0,"","",""
84,0,0,0,"ファイナルファンタジーXIVへようこそ。\nキャラクターを作成して、冒険を始めましょう。","",""
85,0,0,0,"OK","",""
86,0,0,0,"ファイナルファンタジーXIVへようこそ。\nキャラクターを選択するか、新規キャラクターを作成して、冒険を始めましょう。\n現在選択中のワールド<value>には<value>キャラクターを作成済みです。ワールドを切り替えるにはワールド選択ボタンを押してください。","",""
87,0,0,0,"OK","",""
88,0,0,0,"キャラクターの一覧を表示したいワールドを選んでください。","",""
89,0,0,0,"お住まいの地域からの距離に応じて、ワールドは2つのグループに分かれています。通信状態の評価を見て、どちらかのグループを選びましょう。","",""
90,0,900,0,"","",""
91,0,900,0,"","",""
92,0,0,0,"","",""
93,0,0,0,"","",""
94,0,1200,0,"","",""
95,0,0,0,"","",""
96,0,0,0,"","",""
97,0,120,0,"","",""
98,0,0,0,"","",""
99,0,0,0,"","",""
100,0,0,0,"? ? ?","",""
101,0,5,0,"RACE&GENDER","種族",""
102,0,2,0,"TRIBE","部族",""
103,0,2,0,"GENDER","性別",""
104,0,0,0,"LOOKS","ルックス",""
105,0,0,0,"BIRTHDAY","誕生日",""
106,0,12,0,"GUARDIAN","守護神",""
107,0,10,0,"CLASS","クラス",""
108,0,0,0,"WORLD","ワールド",""
109,0,0,0,"NAME","名前",""
110,0,0,0,"Hyuran<switch: ©/ ®/>","","平均的な体躯を持つエオルゼアを代表する民族。 
古代においては決して多数派ではなかったが、過去三度にわたる大移動を経て、 
エオルゼアでもっとも人口規模の大きい主要民族となった。 
その反面、同じ民族であってもルーツが多種多様であり、民族意識は極めて希薄。 
自由を是とする気風が強い。"
111,0,0,0,"ヒューラン","",""
112,0,0,0,"Elezen<switch: ©/ ®/>","","長い四肢が特徴的な、痩身長躯の民族。 
かつてエオルゼアにおいて、支配的地位を占めていた先住民族であり、
非常に誇り高い。 
過去、大量流入してきたヒューランと激しく戦ったが、
相互理解の進んだ今では、 共存共栄の道を歩んでいる。 
ヒューランに比べ、やや長命であることも特徴のひとつ。"
113,0,0,0,"エレゼン","",""
114,0,0,0,"Lalafell<switch: ©/ ®/>","","ずんぐりとした小柄な身体の民族。 
主要民族の中でもとりわけ身体が小さく、容姿も得てして幼く見えがちなことから、
他民族にとっては年齢を推測しにくい存在といえよう。 
南洋諸島の農耕民族を祖とする民で、交易を通じてエオルゼアに進出。
他民族との交流に積極的で、どの民族とも良好な関係を築いている。"
115,0,0,0,"ララフェル","",""
116,0,0,0,"Miqo'te<switch: ©/ ®/>","","大きく張り出した耳と、しなやかな尾を有す民族。
第五霊災「大氷雪時代」に、獲物を追って氷結した海を渡ってきた
狩猟民族の末裔で、エオルゼアにおいてはマイノリティである。 
同族間では縄張り意識が働くため、都市民でも単身で暮らす者が多い。 
特に男性は他者との接触を避ける傾向が強いという。"
117,0,0,0,"ミコッテ","",""
118,0,0,0,"Roegadyn<switch: ©/ ®/>","","大柄で筋骨たくましい、がっしりとした体格の民族。 
かつて北洋を荒らし回っていた海洋民の末裔であり、彼らの祖先の多くが、
ロングシップを駆りエオルゼアへと渡ってきた。 
蛮勇を競い合う風習を持つため、他民族からは野蛮だと思われがちだが、
情に厚く忠義を貫き通すことでも知られ、歴史的に偉大な武人を多く輩出してきた。"
119,0,0,0,"ルガディン","",""
120,0,0,0,"Midlanders","","人口の多いヒューランの中でも、過半数を占める優勢な部族。 
低地に入植した者が多いため「ミッドランダー」と呼ばれるが、その出自は様々。
生業も多種多様で、エオルゼア諸都市のいずれにおいても、
彼らの姿を見ることができる。

初期パラメータ : STR 21/DEX 19/VIT 20/INT 21/MND 18/PIE 21"
121,0,0,0,"ミッドランダー","",""
122,0,0,0,"Highlanders","","高地ギラバニア地方を領地としていたヒューランの一部族。
ミッドランダー族に比べて大柄で、たくましい肉体を誇る。
城塞都市「アラミゴ」の陥落により祖国を失い、流民として
交易都市「ウルダハ」に身を寄せる者も少なくない。

初期パラメータ : STR 23/DEX 20/VIT 22/INT 18/MND 20/PIE 17"
123,0,0,0,"ハイランダー","",""
124,0,0,0,"Forester","","古くから黒衣森を中心とする森林地帯を拠点としてきた部族。 
建国に関わった都市国家「イシュガルド」や「グリダニア」に多く居住する。
秩序を好み、規律を重んじるが、他の民族からは理屈っぽく高慢だと
思われることも。

初期パラメータ : STR 19/DEX 23/VIT 18/INT 22/MND 17/PIE 21"
125,0,0,0,"フォレスター","",""
126,0,0,0,"Shader","","過去数百年間、森林地帯の薄暗い鍾乳洞を拠点としてきた部族。 
「グリダニア」建国時に主流派のフォレスター族と袂を分かち、
古来からの穴居生活を続けた者たちの末裔。
束縛を嫌い、現在も都市国家と距離を置く者が少なくない。

初期パラメータ : STR 20/DEX 20/VIT 19/INT 23/MND 20/PIE 18"
127,0,0,0,"シェーダー","",""
128,0,0,0,"Plainsfolk","","ラノシア地方など、農耕に適した平野部に進出した部族。 
農業従事者が多いが、海洋都市「リムサ・ロミンサ」を拠点に、
海運や漁業関係に従事する者も少なくない。
一般的に呑気でマイペースな者が多いとされる。

初期パラメータ : STR 18/DEX 22/VIT 18/INT 21/MND 20/PIE 21"
129,0,0,0,"プレーンフォーク","",""
130,0,0,0,"Dunesfolk","","ザナラーン地方など、荒涼とした砂漠地帯に進出した部族。
商都「ウルダハ」を築き上げた部族で、交易の民として有名。
思いつく側から行動に移す実践主義的な彼らの性向は、
商機を捉えるのに大いに役立っているようだ。

初期パラメータ : STR 17/DEX 20/VIT 17/INT 21/MND 22/PIE 23"
131,0,0,0,"デューンフォーク","",""
132,0,0,0,"Seekers of the Sun","","自らを「太陽の使人」と称する部族で、太陽神アーゼマの信徒が多い。 
エオルゼアにおける総人口は少ないが、「リムサ・ロミンサ」では一定数が
他の民族に溶け込み暮らしている。
また、サゴリー砂漠などの辺境で暮らす氏族もいるようだ。

初期パラメータ : STR 21/DEX 22/VIT 20/INT 18/MND 19/PIE 20"
133,0,0,0,"サンシーカー","",""
134,0,0,0,"Keepers of the Moon","","自らを「月の防人」と称する部族で、月神メネフィナの信徒が多い。 
黒衣森において狩猟生活を営むが、彼らを密猟者と見なす
森都「グリダニア」の民とは長年対立してきた。
しかし近年では和解が進み、都市に身を寄せる者もいる。

初期パラメータ : STR 18/DEX 21/VIT 17/INT 19/MND 23/PIE 22"
135,0,0,0,"ムーンキーパー","",""
136,0,0,0,"Seewolf","","北洋から襲来する海賊「海の狼」として恐れられた部族。 
海洋都市「リムサ・ロミンサ」の主要構成部族として、
船乗りや水兵として生きる者が多い。
古来からの慣習に則り、古ルガディン語由来の名を持つ。

初期パラメータ : STR 22/DEX 18/VIT 23/INT 17/MND 21/PIE 19"
137,0,0,0,"ゼーヴォルフ","",""
138,0,0,0,"Lohengarde","","北アバラシア山脈の山岳部に住み着いた少数部族。 
伝統的に傭兵産業に携わる者が多く、覚えやすい共通語の通名を
名乗るようになった。
今でも「ウルダハ」では、剣闘士や用心棒として働く彼らの姿が見られる。

初期パラメータ : STR 20/DEX 17/VIT 21/INT 20/MND 22/PIE 20"
139,0,0,0,"ローエンガルデ","",""
140,0,0,0,"Au Ra<switch: ©/ ®/>","","はるか東方のオサード小大陸にルーツを持つ民族。
硬質化した肌の一部が鱗様の美しい模様を描いているのが特徴。
また側頭部から伸びる角は、彼らの誇りであると同時に、
聴覚や空間認識を司る役割を持つ。
男性は大柄で逞しい体躯を見せる一方で、
女性は小柄でしなやかな体つきを有しており、
性差が大きいことでも知られている。"
141,0,0,0,"アウラ","",""
142,0,0,0,"Raen","","淡く輝く白い鱗を有するアウラの一部族。
彼らの創世神話に登場する、一族の始祖「明けの父」の特徴を
色濃く受け継いだとされ、総じて静穏を好み、忍耐強い者が多い。
東州辺境の渓谷地帯を故郷とするが、近年、海路を通じて
エオルゼアに渡って来た。

初期パラメータ : STR 17/DEX 21/VIT 18/INT 20/MND 22/PIE 22
"
143,0,0,0,"アウラ・レン","",""
144,0,0,0,"Xaela","","闇に煌めく黒い鱗を有するアウラの一部族。
彼らの創世神話に登場する、一族の始祖「暮れの母」の特徴を
色濃く受け継いだとされ、総じて武勇を好み、猛々しい者が多い。
流浪の民として知られ、少数の家族単位で旅から旅の移動生活を
続けるという。

初期パラメータ : STR 23/DEX 20/VIT 21/INT 20/MND 17/PIE 19
"
145,0,0,0,"アウラ・ゼラ","",""
146,0,0,0,"","",""
147,0,0,0,"","",""
148,0,0,0,"","",""
149,0,0,0,"","",""
150,0,0,0,"","",""
151,0,0,0,"","",""
152,0,0,0,"CUSTOM","",""
153,0,0,0,"カスタム","",""
154,0,0,0,"Halone","",""
155,0,0,0,"ハルオーネ","",""
156,0,0,0,"Menphina","",""
157,0,0,0,"メネフィナ","",""
158,0,0,0,"Thaliak","",""
159,0,0,0,"サリャク","",""
160,0,0,0,"Nymeia","",""
161,0,0,0,"ニメーヤ","",""
162,0,0,0,"Llymlaen","",""
163,0,0,0,"リムレーン","",""
164,0,0,0,"Oschon","",""
165,0,0,0,"オシュオン","",""
166,0,0,0,"Byregot","",""
167,0,0,0,"ビエルゴ","",""
168,0,0,0,"Rhalgr","",""
169,0,0,0,"ラールガー","",""
170,0,0,0,"Azeyma","",""
171,0,0,0,"アーゼマ","",""
172,0,0,0,"Nald‘thal","",""
173,0,0,0,"ナルザル","",""
174,0,0,0,"Nophica","",""
175,0,0,0,"ノフィカ","",""
176,0,0,0,"Althyk","",""
177,0,0,0,"アルジク","",""
178,0,0,0,"Gladiator","","剣術士（けんじゅつし）。
諸刃の直剣から片刃の曲刀まで、幅広い種類の「片手剣」を主武器とするファイター。
「魅せる戦い」が求められる剣闘士たちの技を源流とするため、盾で巧みに攻撃を防ぎ、
流れるような剣さばきで敵を切り刻む防御主体の剣術が発達。 
集団戦においては切り込み役として真っ先に攻めかかると同時に、
敵を曳きつけ味方を守る文字通りの「盾」となる。

ゲーム開始都市　：　ウルダハ"
179,0,0,0,"剣術士","",""
180,0,0,0,"Pugilist","","格闘士（かくとうし）。
伝統的な護身術を修得したファイター。 
鍛え抜かれた拳はすでに武器を帯びているに等しいが、手の延長上に
「格闘武器」を装着することによって、その破壊力はさらに倍加される。
肉体の動きを阻む甲冑を嫌い軽装を好む彼らは、一見すると無防備にも見えるが、
その素早い身のこなしで打撃を重ね、確実に敵を追い込んでいく。

ゲーム開始都市　：　ウルダハ"
181,0,0,0,"格闘士","",""
182,0,0,0,"Marauder","","斧術士（ふじゅつし）。
海賊が敵船破壊や強襲上陸で用いる「両手斧」を主武器とするファイター。 
伝統的な海賊武器という印象が強いが、都市間の戦争や強大な魔物の討伐戦で
大暴れし、英雄として武名を残した斧術士も少なくない。
鍛え上げた肉体で、巨大な戦斧を力任せに振り回す豪快な戦闘スタイルは圧巻。
敵陣の只中で、悠然と踏みとどまる度胸こそが最大の武器となるだろう。

ゲーム開始都市　：　リムサ・ロミンサ"
183,0,0,0,"斧術士","",""
184,0,0,0,"Lancer","","槍術士（そうじゅつし）。
狩猟用の槍や銛から発展した「両手槍」を主武器とするファイター。 
強盛を誇ったアラミゴのパイク兵の影響で、かつては柄の長さを競う風潮があったが、
現在は多様な形式の槍が混在している。
長柄の得物を思いのままに操るのは、決して簡単ではない。しかし、ひとたび
その技を学びとれば、吹き荒れる嵐の如く次々と戦技を繰り出すことができるだろう。

ゲーム開始都市　：　グリダニア"
185,0,0,0,"槍術士","",""
186,0,0,0,"Archer","","弓術士（きゅうじゅつし）。
遠距離からの狙撃や曲射を旨とする「弓」を主武器とするファイター。 
エオルゼアでは、エレゼン族の弓兵が得意とした長弓術と
ミコッテ族の猟人伝統の短弓術とが普及している。
それぞれ異なる弓の特性を理解し、射掛けるのに有利なポジションを選ぶことが、
良き弓術士に至る第一歩となるだろう。
熟練の弓術士ともなれば、雨の如く矢を降らせる妙技を放つとも言われている。

ゲーム開始都市　：　グリダニア"
187,0,0,0,"弓術士","",""
188,0,0,0,"Conjurer","","幻術士（げんじゅつし）。
幻術と呼ばれる、属性の影響が強い魔法を操るソーサラー。
己の周囲に満ちる万物を観想し、土、風、水の属性元素を見出すことができる。 
自然物から作り出された杖状の魔器「幻具」を携帯しており、
それを依代として己のエーテルと周囲の元素を魔法に変換する。
回復や強化といった肉体に働きかける魔法にも長けるため、
高位の幻術士は癒し手としても一流の腕を持つ。

ゲーム開始都市　：　グリダニア"
189,0,0,0,"幻術士","",""
190,0,0,0,"Thaumaturge","","呪術士（じゅじゅつし）。
呪術と呼ばれる、破壊的性格の強い魔法を操るソーサラー。
己の本性を内観することで、心の内に秘める力を操ることができる。
念珠を嵌め込んだ笏状の魔器「呪具」を携帯しており、それを注力点として
己のエーテルを魔法に変換する。
彼らが操る呪いと破壊の魔法は、時に剣よりも鋭く敵を傷つけ、
致命傷を与えるだろう。

ゲーム開始都市　：　ウルダハ"
191,0,0,0,"呪術士","",""
192,0,0,0,"Arcanist","","巴術士（はじゅつし）。
巴術と呼ばれる秘術を用い、使い魔を操るソーサラー。
南洋渡来の算術を源流とし、独特の幾何学模様「魔紋」で精神力を制御する。
数々の魔紋が描かれた魔器「魔道書」を携行しており、
これに己のエーテルを奔らせ魔法に変換する。
また、宝珠の神秘を解き明かした魔紋を用いることで、
使い魔「カーバンクル」を生み出し、使役するという。

ゲーム開始都市　：　リムサ・ロミンサ"
193,0,0,0,"巴術士","",""
194,0,0,0,"Blacksmith","","不要：新生ではキャラメイクで選択できるのは戦闘職のみ。"
195,0,0,0,"鍛冶","",""
196,0,0,0,"Miner","","不要：新生ではキャラメイクで選択できるのは戦闘職のみ。"
197,0,0,0,"採掘","",""
198,0,0,0,"","",""
199,0,0,0,"","",""
200,0,0,0,"プリセット","",""
201,0,0,0,"身長","",""
202,0,0,0,"肌の色","",""
203,0,0,0,"声のタイプ","",""
204,0,0,0,"体格","",""
205,0,0,0,"","",""
206,0,0,0,"","",""
207,0,0,0,"体格","",""
208,0,0,0,"","",""
209,0,0,0,"胸囲","",""
210,0,0,0,"耳の大きさ","",""
211,0,0,0,"耳の形","",""
212,0,0,0,"","",""
213,0,0,0,"耳の大きさ","",""
214,0,0,0,"耳の形","",""
215,0,0,0,"胸囲","",""
216,0,0,0,"耳の大きさ","",""
217,0,0,0,"耳の形","",""
218,0,0,0,"","",""
219,0,0,0,"耳の大きさ","",""
220,0,0,0,"耳の形","",""
221,0,0,0,"胸囲","",""
222,0,0,0,"尾の長さ","",""
223,0,0,0,"尾の形","",""
224,0,0,0,"","",""
225,0,0,0,"尾の長さ","",""
226,0,0,0,"尾の形","",""
227,0,0,0,"胸囲","",""
228,0,0,0,"体格","",""
229,0,0,0,"","",""
230,0,0,0,"","",""
231,0,0,0,"体格","",""
232,0,0,0,"","",""
233,0,0,0,"胸囲","",""
234,0,0,0,"髪型","",""
235,0,0,0,"髪の特徴","",""
236,0,0,0,"髪の色","",""
237,0,0,0,"メッシュの色","",""
238,0,0,0,"顔のタイプ","",""
239,0,0,0,"髭や傷あと","",""
240,0,0,0,"髭や傷あとの色","",""
241,0,0,0,"顔の輪郭","",""
242,0,0,0,"眉","",""
243,0,0,0,"目","",""
244,0,0,0,"瞳の大きさ","",""
245,0,0,0,"瞳の色","",""
246,0,0,0,"鼻の形","",""
247,0,0,0,"口の形","",""
248,0,0,0,"唇の色","",""
249,0,0,0,"フェイスペイント","",""
250,0,0,0,"ペイントの色","",""
251,0,0,0,"OK","",""
252,0,0,0,"","",""
253,0,0,0,"尾の長さ","",""
254,0,0,0,"尾の形","",""
255,0,0,0,"","",""
256,0,0,0,"尾の長さ","",""
257,0,0,0,"尾の形","",""
258,0,0,0,"胸囲","",""
259,0,0,0,"","",""
260,0,0,0,"","",""
261,0,0,0,"","",""
262,0,0,0,"","",""
263,0,0,0,"","",""
264,0,0,0,"","",""
265,0,0,0,"低い","",""
266,0,0,0,"やや低い","",""
267,0,0,0,"標準","",""
268,0,0,0,"やや高い","",""
269,0,0,0,"高い","",""
270,0,0,0,"およそ <value>.<value> cm","",""
271,0,0,0,"","",""
272,0,0,0,"","",""
273,0,0,0,"","",""
274,0,0,0,"","",""
275,0,0,0,"タイプ1","",""
276,0,0,0,"タイプ2","",""
277,0,0,0,"タイプ3","",""
278,0,0,0,"タイプ4","",""
279,0,0,0,"タイプ5","",""
280,0,0,0,"タイプ6","",""
281,0,0,0,"タイプ7","",""
282,0,0,0,"タイプ8","",""
283,0,0,0,"タイプ9","",""
284,0,0,0,"タイプ10","",""
285,0,0,0,"タイプ11","",""
286,0,0,0,"タイプ12","",""
287,0,0,0,"","",""
288,0,0,0,"","",""
289,0,0,0,"","",""
290,0,0,0,"細い","",""
291,0,0,0,"やや細い","",""
292,0,0,0,"標準","",""
293,0,0,0,"やや強靱","",""
294,0,0,0,"強靱","",""
295,0,0,0,"","",""
296,0,0,0,"","",""
297,0,0,0,"","",""
298,0,0,0,"","",""
299,0,0,0,"","",""
300,0,0,0,"","",""
301,0,0,0,"","",""
302,0,0,0,"","",""
303,0,0,0,"","",""
304,0,0,0,"","",""
305,0,0,0,"細い","",""
306,0,0,0,"やや細い","",""
307,0,0,0,"標準","",""
308,0,0,0,"やや強靱","",""
309,0,0,0,"強靱","",""
310,0,0,0,"","",""
311,0,0,0,"","",""
312,0,0,0,"","",""
313,0,0,0,"","",""
314,0,0,0,"","",""
315,0,0,0,"小さめ","",""
316,0,0,0,"やや小さめ","",""
317,0,0,0,"標準","",""
318,0,0,0,"やや大きめ","",""
319,0,0,0,"大きめ","",""
320,0,0,0,"短め","",""
321,0,0,0,"やや短め","",""
322,0,0,0,"標準","",""
323,0,0,0,"やや長め","",""
324,0,0,0,"長め","",""
325,0,0,0,"タイプ1","",""
326,0,0,0,"タイプ2","",""
327,0,0,0,"タイプ3","",""
328,0,0,0,"タイプ4","",""
329,0,0,0,"","",""
330,0,0,0,"","",""
331,0,0,0,"","",""
332,0,0,0,"","",""
333,0,0,0,"","",""
334,0,0,0,"","",""
335,0,0,0,"短め","",""
336,0,0,0,"やや短め","",""
337,0,0,0,"標準","",""
338,0,0,0,"やや長め","",""
339,0,0,0,"長め","",""
340,0,0,0,"タイプ1","",""
341,0,0,0,"タイプ2","",""
342,0,0,0,"タイプ3","",""
343,0,0,0,"タイプ4","",""
344,0,0,0,"","",""
345,0,0,0,"小さめ","",""
346,0,0,0,"やや小さめ","",""
347,0,0,0,"標準","",""
348,0,0,0,"やや大きめ","",""
349,0,0,0,"大きめ","",""
350,0,0,0,"短め","",""
351,0,0,0,"やや短め","",""
352,0,0,0,"標準","",""
353,0,0,0,"やや長め","",""
354,0,0,0,"長め","",""
355,0,0,0,"タイプ1","",""
356,0,0,0,"タイプ2","",""
357,0,0,0,"タイプ3","",""
358,0,0,0,"タイプ4","",""
359,0,0,0,"","",""
360,0,0,0,"","",""
361,0,0,0,"","",""
362,0,0,0,"","",""
363,0,0,0,"","",""
364,0,0,0,"","",""
365,0,0,0,"短め","",""
366,0,0,0,"やや短め","",""
367,0,0,0,"標準","",""
368,0,0,0,"やや長め","",""
369,0,0,0,"長め","",""
370,0,0,0,"タイプ1","",""
371,0,0,0,"タイプ2","",""
372,0,0,0,"タイプ3","",""
373,0,0,0,"タイプ4","",""
374,0,0,0,"","",""
375,0,0,0,"小さめ","",""
376,0,0,0,"やや小さめ","",""
377,0,0,0,"標準","",""
378,0,0,0,"やや大きめ","",""
379,0,0,0,"大きめ","",""
380,0,0,0,"短め","",""
381,0,0,0,"やや短め","",""
382,0,0,0,"標準","",""
383,0,0,0,"やや長め","",""
384,0,0,0,"長め","",""
385,0,0,0,"タイプ1","",""
386,0,0,0,"タイプ2","",""
387,0,0,0,"タイプ3","",""
388,0,0,0,"タイプ4","",""
389,0,0,0,"","",""
390,0,0,0,"","",""
391,0,0,0,"","",""
392,0,0,0,"","",""
393,0,0,0,"","",""
394,0,0,0,"","",""
395,0,0,0,"短め","",""
396,0,0,0,"やや短め","",""
397,0,0,0,"標準","",""
398,0,0,0,"やや長め","",""
399,0,0,0,"長め","",""
400,0,0,0,"タイプ1","",""
401,0,0,0,"タイプ2","",""
402,0,0,0,"タイプ3","",""
403,0,0,0,"タイプ4","",""
404,0,0,0,"","",""
405,0,0,0,"小さめ","",""
406,0,0,0,"やや小さめ","",""
407,0,0,0,"標準","",""
408,0,0,0,"やや大きめ","",""
409,0,0,0,"大きめ","",""
410,0,0,0,"細い","",""
411,0,0,0,"やや細い","",""
412,0,0,0,"標準","",""
413,0,0,0,"やや強靱","",""
414,0,0,0,"強靱","",""
415,0,0,0,"","",""
416,0,0,0,"","",""
417,0,0,0,"","",""
418,0,0,0,"","",""
419,0,0,0,"","",""
420,0,0,0,"","",""
421,0,0,0,"","",""
422,0,0,0,"","",""
423,0,0,0,"","",""
424,0,0,0,"","",""
425,0,0,0,"細い","",""
426,0,0,0,"やや細い","",""
427,0,0,0,"標準","",""
428,0,0,0,"やや強靱","",""
429,0,0,0,"強靱","",""
430,0,0,0,"","",""
431,0,0,0,"","",""
432,0,0,0,"","",""
433,0,0,0,"","",""
434,0,0,0,"","",""
435,0,0,0,"小さめ","",""
436,0,0,0,"やや小さめ","",""
437,0,0,0,"標準","",""
438,0,0,0,"やや大きめ","",""
439,0,0,0,"大きめ","",""
440,0,0,0,"","",""
441,0,0,0,"","",""
442,0,0,0,"","",""
443,0,0,0,"","",""
444,0,0,0,"","",""
445,0,0,0,"DISCIPLES OF WAR","",""
446,0,0,0,"ファイター","",""
447,0,0,0,"DISCIPLES OF MAGIC","",""
448,0,0,0,"ソーサラー","",""
449,0,0,0,"","",""
450,0,1200,0,"","",""
451,0,900,0,"","",""
452,0,800,0,"","",""
453,0,2100,0,"","",""
454,0,1220,0,"","",""
455,0,15,0,"","",""
456,0,800,0,"","",""
457,0,2100,0,"","",""
458,0,0,0,"","",""
459,0,0,0,"","",""
460,0,0,0,"","",""
461,0,0,0,"","",""
462,0,0,0,"","",""
463,0,0,0,"","",""
464,0,0,0,"","",""
