Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x5][0x24],12 [0x3][0x30],13 [0x3][0x31],14 [0x3][0x32],15 [0x3][0x33],16 [0x3][0x34],17 [0x3][0x35],18 [0x3][0x36],19 [0x3][0x37],20 [0x3][0x38],21 [0x19][0x40],22 [0x1a][0x40],23 [0x1b][0x40],24 [0x1c][0x40],25 [0x5][0x26],26 [0x1d][0x40],27 [0x1e][0x40],28 [0x5][0x28],29 [0x5][0x2a],30 [0x1f][0x40],31 [0x3][0x39],32 [0x3][0x3a],33 [0x5][0x2c],34 [0x3][0x3b],35 [0x3][0x3c],36 [0x3][0x3d],37 [0x20][0x40],38 [0x19][0x41],39 [0x1a][0x41],40 [0x1b][0x41],41 [0x1c][0x41],42 [0x3][0x3e],43 [0x5][0x2e],44 [0x3][0x3f],45 [0x0][0x1c],46 [0x0][0x20]
10,"双蛇のチョコチョコボ",0,"",0,0,1,0,0,"ミニオン「双蛇のチョコチョコボ」を呼び出す。\nチョコチョコ歩くチョコボの子。双蛇党に忠誠を誓う","双蛇党に忠誠を誓うチョコボの子。ある日、双蛇党の厩務員が、掃除をするためチョコボ房に入ったところ、何故か当然のようにそこにいた。以来、隊のマスコットとなっていたが、本人の希望により冒険者部隊に転属した","クエッ、クエッ！",425,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4510,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
11,"不滅のチョコチョコボ",0,"",0,0,1,0,0,"ミニオン「不滅のチョコチョコボ」を呼び出す。\nチョコチョコ歩くチョコボの子。不滅隊に忠誠を誓う","不滅隊に忠誠を誓うチョコボの子。ある日、不滅隊の厩務員が、掃除をするためチョコボ房に入ったところ、何故か当然のようにそこにいた。以来、隊のマスコットとなっていたが、本人の希望により冒険者部隊に転属した","クエッ、クエッ！",426,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4511,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
12,"モルボルバルブ",0,"",0,0,1,0,0,"ミニオン「モルボルバルブ」を呼び出す。\nモルボルの幼生体。その息は使い古したブーツの香り","オーラムヴェイルで捕獲されたモルボルの幼生体。その息は使い古したブーツの香り。臭いを嗅ぐと食欲が減退すること請け合いであるため、肥満に悩むウルダハの富裕層の中には、あえてペットとして飼う人もいるらしい","モワ～ン…",429,100,30,0,0,0,2,0,8,6,true,true,false,false,0,false,true,4512,6,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
13,"タイニースクウィレル",0,"",0,0,1,0,0,"ミニオン「タイニースクウィレル」を呼び出す。\nスクウィレルの幼獣。しっぽを立てろ！","ウルダハ系商人が「かわいいリスの子」と称して売っていた幼獣。だが、フサフサであるはずの尻尾は、どう見てもほっそりしている。これはネズミなのではないか……そうした疑惑がプンプンするが、真相は闇の中である","チュー、チュー",431,100,30,0,0,0,2,0,8,7,true,false,false,true,0,false,true,4513,7,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
14,"ベイビーファンガー",0,"",0,0,1,0,0,"ミニオン「ベイビーファンガー」を呼び出す。\nファンガーの幼生体。プリプリとした食感で大人気","ファンガーの幼生体。プリプリとした食感で大人気。なお、「大エオルゼア博物誌」によれば、ファンガーの胞子を吸い込んだ場合、体内で発芽して脳を支配され、「動く植木鉢」状態にされてしまうことがあるという","プリプリ！",432,100,30,0,0,0,2,0,8,8,true,false,true,false,0,false,true,4514,8,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
15,"チゴーラーヴァ",0,"",0,0,1,0,0,"ミニオン「チゴーラーヴァ」を呼び出す。\nチゴーの幼生体。血の契約を結びたいらしい","チゴーの幼生体。血の契約を結びたいらしい。かつて黒衣森に存在した地下都市「ゲルモラ」では、病人の体内から悪い毒気を抜くためと称して、チゴーに血を吸わせる自然療法が実践されていたという","ブゥ～ン…",433,100,30,0,0,0,2,0,8,9,true,true,true,false,0,false,true,4515,9,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
16,"ブルーバード",0,"",0,0,1,0,0,"ミニオン「ブルーバード」を呼び出す。\n青い鳥のヒナ。幸運を運ぶと噂される","幸運を運ぶと噂される青い鳥のヒナ。通常は樹上に巣を作るが、ごく稀に人が残した木箱などに営巣することがある。そのため、打ち捨てられた宝箱から見つかることがあり、「思いがけない宝」、「幸運」の象徴となった","チチチチチ…",434,80,30,0,0,0,2,2,8,10,true,true,false,true,0,false,true,4516,10,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
17,"アンテロープ・フォーン",0,"",0,0,1,0,0,"ミニオン「アンテロープ・フォーン」を呼び出す。\nアンテロープの幼獣。生まれてすぐ立ち上がった","アンテロープの幼獣。肉食獣から身を守るため、生まれてすぐに立ち上がる。細い脚を振るわせながら立ち上がった瞬間、地元猟師に捕まり、商人ロウェナに売り払われた。そのため、とても愛に飢えている","キュッ？",435,100,30,0,0,30,2,0,8,11,true,false,false,true,0,false,true,4517,11,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
18,"ベイビーインプ",0,"",0,0,1,0,0,"ミニオン「ベイビーインプ」を呼び出す。\nインプの幼生体。七獄の魔王になる日を夢見る","インプの幼生体。異界「ヴォイド」で生まれたが、ひょんなことから「切れ目」に落ちてしまい、エオルゼアへと転がり込んできた。エオルゼアで悪戯を極めて実力をつけ、「七獄の魔王」として異界に凱旋する日を夢見る","ウケケケ！",436,100,30,0,0,0,2,0,8,12,true,false,false,true,0,false,true,4518,29,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
19,"タイニークァール",0,"",0,0,1,0,0,"ミニオン「タイニークァール」を呼び出す。\nクァールの幼獣。ヒゲはまだ生えていない","誇り高きクァールの幼獣。猟犬に追い詰められていたところを救ったことで、冒険者のことを親だと思い込んでいる。まだヒゲも生えていないほど幼いが、冒険者に敵対する者には、容赦なくクァールパンチで応戦する","グルルル…",437,85,10,10,0,0,2,0,8,13,true,true,false,true,35,true,true,4552,13,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
20,"ブラッククァール",0,"",0,0,1,0,0,"ミニオン「ブラッククァール」を呼び出す。\nクァールの幼獣。毛衣が黒い黒化個体","クァールの幼獣。通常のクァールは黒い斑点を持つが、稀に毛衣が真っ黒な黒化個体が生まれることがあるという。艶やかで美しい毛並みのほか、高い魔力を有するという特徴を持ち、幼くして王者の風格を漂わせている","グルルルゥ…",438,75,10,10,0,0,2,0,8,13,true,true,false,true,35,true,true,4614,13,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
21,"マメット・ヒルディ",0,"",0,0,1,0,0,"ミニオン「マメット・ヒルディ」を呼び出す。\n事件屋ヒルディブランドを模した魔法人形。もれなく助手付き！","大胆不敵で知的な紳士、事件屋ヒルディブランドを模した魔法人形。遙か天の彼方へと旅立った愛息子を偲び、エオルゼア最強の彫金師が情熱的に仕上げた。どういう原理かは不明だが、助手のナシュ人形も付随している","ヒルディィィブランド！",882,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4615,268,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
22,"グラベルゴーレム",0,"",0,0,1,0,0,"ミニオン「グラベルゴーレム」を呼び出す。\nゴーレムを模した魔法人形。意外と柔らかい","ゴーレムを模した魔法人形。第五星暦末期に作られた石人形を参考に作られているが、その原理はまったくの別物で、中身は通常のマメットとほぼ同じである。なお、外殻は硬そうだが、意外と柔らかい","ゴゴゴゴゴ…",440,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4519,202,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
23,"マメット・トンベリ",0,"",0,0,1,0,0,"ミニオン「マメット・トンベリ」を呼び出す。\nトンベリを象った魔法人形。怨みが込められている？","トンベリを象った魔法人形。一見すると愛らしいが、実は強い怨みを込めて作られている。それゆえ、持ち主が深い眠りにつくと勝手に動き出し、その柔らかい脇腹に包丁を突き立てるらしいが、包丁も布製なので害はない","…………",441,100,30,0,0,0,1,0,8,0,false,false,false,false,0,true,true,4553,203,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
24,"タイニーアダマンタス",0,"",0,0,1,0,0,"ミニオン「タイニーアダマンタス」を呼び出す。\nアダマンタスの子亀。いつか賢者になるかもしれない","ソルトストランド産のアダマンタスの子亀。ご主人様についていきたいのは山々だが、歩くのが面倒らしく、いつの間にか身体をスピンさせて移動する技を編み出していた。いつか賢者になるかもしれない","カメェェェッー！",442,100,30,0,0,0,2,0,8,18,true,false,false,true,0,false,true,4520,18,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
25,"ベイビーラプトル",0,"",0,0,1,0,0,"ミニオン「ベイビーラプトル」を呼び出す。\n人工孵化させたラプトルの幼獣。甘噛みが得意","人工孵化させたラプトルの幼獣。ゴブリン族がラプトルを家畜として扱っていることを知ったバウバリー村の商人が、試みに繁殖させたもの。このまま育てれば、頼れる相棒になるのかもしれない。得意技は甘噛み","ガブガブ…",443,100,30,0,0,0,2,0,8,19,true,false,false,true,0,false,true,4521,11,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
26,"ベイビーバット",0,"",0,0,1,0,0,"ミニオン「ベイビーバット」を呼び出す。\n小さなコウモリ。連れ歩けば吸血鬼気分","メメルン交易商会の商人、ノノルンが売っていた小さなコウモリ。売り文句は「新鮮採れたて美味しいコウモリ」とのこと。とはいえ、とても美味しそうには見えない。連れ歩けば吸血鬼気分になれること請け合い","キィ、キィ",444,100,30,0,0,0,2,0,8,20,true,false,false,false,0,false,true,4522,20,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
27,"タイニーバルブ",0,"",0,0,1,0,0,"ミニオン「タイニーバルブ」を呼び出す。\n小さなバルブ。断じてトレントではない","球根のような姿をしているため「バルブ」と呼ばれる草木綱の魔物。肥沃で日当たりの良い場所を求めて、根を脚のように動かして移動する。時折、溝や捨てられた木箱などに落ちてしまい、脱出不能になることがある","ガサガサ…",445,100,30,0,0,0,2,0,8,21,true,false,false,false,0,false,true,4523,21,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
28,"ダストバニー",0,"",0,0,1,0,0,"ミニオン「ダストバニー」を呼び出す。\nスプリガンの幼生体。大好物は柔らかい宝石","スプリガンの幼生体。歯が成長しておらず、まだ硬い鉱石は食べられないため、砂利や小石を掘り出して食べる。「ダストバニー」とは、埃まみれで廃石をあさる姿から付けられた愛称。大好物は柔らかい宝石らしい","イシシシシ…",446,100,10,0,0,30,2,0,8,22,true,false,true,false,0,false,true,4524,22,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
29,"マメット・デュラハン",0,"",0,0,1,0,0,"ミニオン「マメット・デュラハン」を呼び出す。\nデュラハンを模した魔法人形。小さな大剣使い","妖異「デュラハン」を模した魔法人形。本来のデュラハンは姿なき存在で、板金鎧に憑依することにより物質界で活動する。しかし、マメットの中には、からくり仕掛けがぎっちり。中身が見えないよう兜で隠している。","ガチャガチャ…",447,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4525,204,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
30,"ギガンジャクシ",0,"",0,0,1,0,0,"ミニオン「ギガンジャクシ」を呼び出す。\nギガントードのおたまじゃくし。カエルはいいな……","ザナラーンの水辺で釣れたギガントードのおたまじゃくし。そのうち脚が生えて、立派なギガントードになるはずだ。大きくなったからといって捨てると、周辺住民が次々と失踪することになるだろう。責任をもって飼おう","ピチャピチャ",448,100,30,0,0,0,2,0,8,24,true,false,false,false,0,false,true,4526,24,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
31,"パジープーク",0,"",0,0,1,0,0,"ミニオン「パジープーク」を呼び出す。\nプークの幼生体。そのお腹はプクプクとした感触","プークの幼生体。クルザス地方で暴れ回る単眼族「ステロペス」のおやつとして一生を終えるはずだったところを、冒険者によって救われた。その恩を忘れることはないだろう。成長して野生の本能に目覚めるまでは……","アタフタ…",449,100,30,0,0,0,2,0,8,25,true,false,false,true,0,false,true,4527,25,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
32,"バッファロー・カフ",0,"",0,0,1,0,0,"ミニオン「バッファロー・カフ」を呼び出す。\nバッファローの仔牛。肉質が柔らかく美味しそう","バッファローの仔牛。砂の家の倉庫の片隅でひっそりと暮らしていたことが、引っ越し作業により判明。一体、誰が飼っていたのか主が分からなかったため、冒険者が引き取ることになった。肉質が柔らかく美味しそう","ンモォ～！",450,100,30,0,0,0,2,0,8,26,true,true,false,true,0,false,true,4528,26,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
33,"ミニテンダー",0,"",0,0,1,0,0,"ミニオン「ミニテンダー」を呼び出す。\nサボテンダーの幼生体。まだ針を飛ばせない","サボテンダーの幼生体。サボテン1号とサボテン2号の間に生まれた子供だと、ゾンビーの青年「ハブ」は思ってる。だが、実はサボテン3号とサボテン2号の「過去の過ち」の結果であることは知られていない","！？ ",451,100,20,0,0,20,2,0,3,27,true,true,false,false,0,false,true,4529,27,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
34,"スモールシェル",0,"",0,0,1,0,0,"ミニオン「スモールシェル」を呼び出す。\nシェルの幼生体。あなたの為に今日も走る","シェルの幼生体。ブラッドショアの浜辺で石に擬態して休んでいたところ、冒険者の魔物退治に巻き込まれた末、踏みつけられて気絶していた。その後、戦利品として回収され飼われることに。あなたの為に今日も走る","カササササ…",452,100,30,0,0,0,2,0,8,28,true,true,false,false,0,false,true,4530,28,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
35,"ウルフ・パップ",0,"",0,0,1,0,0,"ミニオン「ウルフ・パップ」を呼び出す。\nウルフの子狼。「漆黒の王狼」と呼ばれたい","助け出したウルフの子狼。軍用狼として飼育、訓練されてきた血統を継いでおり、誇り高くも従順な頼れる相棒となる。戦いの場に赴けば、精一杯いっしょに戦ってくれることだろう。いつか「漆黒の王狼」と呼ばれたい","ウォォォ～ン！",453,100,10,10,0,0,2,0,8,29,true,true,true,true,19,true,true,4550,12,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
36,"タイニーアイ",0,"",0,0,1,0,0,"ミニオン「タイニーアイ」を呼び出す。\nアーリマンの幼生体。視線が気になって眠れない","妖異「アーリマン」の幼生体。ある妖異学者の研究によれば、アーリマンの涙から発生するらしいのだが、未だに現場を確認した者はいないようだ。じっと見つめてくるため、連れていると視線が気になって夜も眠れない","ジロリ…",454,100,30,0,0,0,2,0,8,30,true,false,true,true,0,false,true,4531,30,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
37,"タイニードードー",0,"",0,0,1,0,0,"ミニオン「タイニードードー」を呼び出す。\nドードーのヒナ。毒腺を除去したので毒は吐かない","マズラヤ島原産のドードーのヒナ。毒腺を除去してあるので毒のブレスは吐かない。丸々と育ててソテーにするも良し、タマゴを産ませてオムレツを作るも良し。いまからその成長が楽しみで仕方がない","ドドドドド…",455,100,30,0,0,30,2,0,8,31,true,false,false,true,0,false,true,4532,31,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
38,"コブランラーヴァ",0,"",0,0,1,0,0,"ミニオン「コブランラーヴァ」を呼び出す。\nコブランの幼生体。一時期乱獲されたらしい","コブランの幼生体。外殻を成長させるため岩肌に長時間へばりつき、消化液を分泌してゆっくりと鉱物を溶かし、その成分を摂取する。それゆえコブランの棲息域では、稀に採掘場から幼生体が掘れることがある","カサコソカサコソ",456,100,30,0,0,0,2,0,8,32,true,false,false,false,0,false,true,4533,32,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
39,"マメット・ゴート",0,"",0,0,1,0,0,"ミニオン「マメット・ゴート」を呼び出す。\nアルドゴートを模した魔法人形。モフモフしている","アルドゴートを模した魔法人形。クルザスの民話では悪食の一族として描かれる大山羊だが、デューンフォーク族は富の象徴と考えている。そのため子供が生まれると、豊かに暮らせるように願い、大山羊人形を贈る風習がある","モフモフ…",457,85,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4534,205,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
40,"タイニーアプカル",0,"",0,0,1,0,0,"ミニオン「タイニーアプカル」を呼び出す。\nアプカルのヒナ。大型魚をあげなくても付いてくる","アプカルのヒナ。探検の偉業を称えるため、友人でもあるミリスとジョナサスが冒険者のために用意した贈物。ミリスと冒険者が出会った場所でもある名所「アプカルの滝」にちなんだらしいが、当のヒナはそんな事など知らない","ペタペタペタ…",458,100,30,0,0,0,2,0,8,34,true,true,false,true,0,false,true,4535,34,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
41,"グゥーブー・スプラウト",0,"",0,0,1,0,0,"ミニオン「グゥーブー・スプラウト」を呼び出す。\nグゥーブーの幼獣。エサ代が馬鹿にならないとの噂","グゥーブーの幼獣。さほど成長していないため、頭頂部に生やした植物も未だに芽吹いたばかり。大食いで知られる魔物だけに、十分な大きさに成長するためには途方もない程の食料が必要。エサ代が馬鹿にならないとの噂","ふぁぁぁ…",459,100,10,0,0,0,2,0,8,35,true,false,false,false,0,false,true,4536,35,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
42,"ミニプリン",0,"",0,0,1,0,0,"ミニオン「ミニプリン」を呼び出す。\n小さなプリン。ご先祖様は黒かったという噂","小さなプリン。プリンは分裂することで増殖する。チェストにしまっておくと、いつの間にかギッチリ詰まっていることがあるのは、たぶんそういうことなのだろう。ご先祖様は紫ではなく、黒かったという噂がある","ぷりんぷりん",460,100,30,0,0,0,2,0,8,36,true,false,true,false,0,false,true,4537,36,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
43,"魔導ヴァンガード追従型",0,"",0,0,1,0,0,"ミニオン「魔導ヴァンガード追従型」を呼び出す。\n1/9スケールモデル。帝国一般兵はついていません","彫金師ギルドが誇るギルドマスターグレードシリーズ第一弾。ガレマール帝国軍の無人型魔導アーマー「ヴァンガード」を、1/9スケールで忠実に再現している。このキットに帝国一般兵はついていません","ギィ…ガシャン…",461,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4538,221,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
44,"デモンズブロック",0,"",0,0,1,0,0,"ミニオン「デモンズブロック」を呼び出す。\n魔法のブロック。古代の見習い妖術師が作った習作","魔法仕掛けで動く奇妙なブロック。古代アムダプールの見習い妖術師たちが作った習作のようだ。こうした小さなブロックで修行を積むことで、やがて壁面を覆うほど巨大な「デモンズウォール」を作れるようになるらしい","カタコト、カタコト",462,100,10,0,0,30,2,0,8,38,true,false,true,false,0,false,true,4539,38,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
45,"ミニモール",0,"",0,0,1,0,0,"ミニオン「ミニモール」を呼び出す。\nモグラの幼獣。掘れないモグラは、ただのモグラだ","王立ナナモ菜園で捕獲したモールの幼獣。博物学者マルセットの学説を証明するための実験体となり、数々の恐ろしい目に遭わされた。今は冒険者を慕っているが、実の母親を屠ったのが誰なのか、まだ気付いていない……","ホリホリホリ…",463,100,30,0,0,0,2,0,8,39,true,false,false,true,0,false,true,4540,39,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
46,"タイニーラム",0,"",0,0,1,0,0,"ミニオン「タイニーラム」を呼び出す。\nひんがしの国からきた羊。まじないの力はもうない","慈愛の神を迎えた「降神祭」で出会った羊。命令に背いて死にかけていたところを救い、そのまま譲り受けた。まじないの力は失ったが、敬愛する冒険者という主を得て、日々、幸せをかみしめているようだ","メエエ～",464,100,30,0,0,0,2,0,10,40,true,true,false,true,0,false,true,4541,70,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
47,"ミニスライム",0,"",0,0,1,0,0,"ミニオン「ミニスライム」を呼び出す。\n有り体に言うと、細切れにされたスライム","有り体に言うと、細切れにされたスライム。採掘作業時に生じる汚水溜まりに自然発生的に生じる魔物で、鉱山社の採掘師たちからは忌み嫌われている。しかし、玄人はスライムに個性と愛嬌を見いだすものである","ヌメヌメ…",465,100,30,0,0,0,2,0,8,41,true,false,true,false,0,false,true,4551,41,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
48,"ミニマンドラゴラ",0,"",0,0,1,0,0,"ミニオン「ミニマンドラゴラ」を呼び出す。\nマンドラゴラの幼生体。悲鳴を上げさせるのは危険","マンドラゴラの幼生体。自然豊かな場所で草刈りをしていると、稀に芽吹いたばかりの幼生体が見つかることがある。無理に土から引き抜こうとすると、聞く者の精神を蝕む危険な悲鳴を上げるので、刈り取るときは慎重に","…………",466,90,20,0,30,0,2,0,8,42,true,true,false,true,0,false,true,4542,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
49,"マメット・ゴブリン",0,"",0,0,1,0,0,"ミニオン「マメット・ゴブリン」を呼び出す。\nゴブリンを模した魔法人形。その素顔を見た者はいない","ゴブリン界に現れた現代の英雄、ブレイフロクスを模した魔法人形。その数々の偉業を称えるため作られた……という触れ込みだが、何故か科学者集団「青の手」の刻印が刻まれている。出所については聞かぬが花だろう","シュコォ…シュコォ…",467,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4543,207,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
