Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x19][0x8]
49,"La Main tendue","La Main tendue",false
50,"Mandataire régional","Mandataire régionale",false
51,"Le Sous-traitant","La Sous-traitante",false
52,"Gardien de la paix","Gardienne de la paix",false
53,"Commando","Commando",false
54,"Lame de la prairie","Lame de la prairie",false
55,"Lame de la forêt","Lame de la forêt",false
56,"Lame du désert","Lame du désert",false
57,"Lame d'éorzéa","Lame d'Éorzéa",false
58,"Bouclier de la prairie","Bouclier de la prairie",false
59,"Bouclier de la forêt","Bouclier de la forêt",false
60,"Bouclier du désert","Bouclier du désert",false
61,"Bouclier d'éorzéa","Bouclier d'Éorzéa",false
62,"Frère des lames cassées","Sœur des lames cassées",false
63,"Bouclier d'azeyma","Bouclier d'Azeyma",false
64,"Associé de la corne et la main","Associée de la corne et la main",false
65,"Agent triple","Agent triple",false
66,"Le Professionnel","La Professionnelle",false
67,"Inquisiteur du 11e ordre","Inquisitrice du 11e ordre",false
68,"Iconoclaste du divin","Iconoclaste du divin",false
69,"Briseur de roche","Briseuse de roche",false
70,"Cauchemar des Kobolds","Cauchemar des Kobolds",false
71,"Cauchemar des Ixali","Cauchemar des Ixali",false
72,"Cauchemar des Amalj'aa","Cauchemar des Amalj'aa",false
73,"Défenseur de Port-aux-Ales","Défenseur de Port-aux-Ales",false
74,"Défenseur du Moulin des bois","Défenseur du Moulin des bois",false
75,"Défenseur du Bazar doré","Défenseur du Bazar doré",false
76,"Pourvoyeur de Port-aux-Ales","Pourvoyeuse de Port-aux-Ales",false
77,"Pourvoyeur du Moulin des bois","Pourvoyeuse du Moulin des bois",false
78,"Pourvoyeur du Bazar doré","Pourvoyeuse du Bazar doré",false
79,"Sertisseur de Port-aux-Ales","Sertisseuse de Port-aux-Ales",false
80,"Sertisseur du Moulin des bois","Sertisseuse du Moulin des bois",false
81,"Sertisseur du Bazar doré","Sertisseuse du Bazar doré",false
82,"Renne de beauté","Renne de beauté",false
83,"Dragon de vertu","Dragonne de vertu",false
84,"Cupidon en herbe","Cupidon en herbe",false
85,"Sénéchal royal","Princesse du jour",false
86,"Chasseur d'œufs","Chasseuse d'œufs",false
87,"Recrue de la B.A.B.","Recrue de la B.A.B.",false
88,"Porteur du cristal","Porteuse du cristal",false
89,"Lige du Maelstrom","Lige du Maelstrom",false
90,"Lige de l'Ordre","Lige de l'Ordre",false
91,"Lige des Immortels","Lige des Immortels",false
92,"Fidèle du Maelstrom","Fidèle du Maelstrom",false
93,"Fidèle de l'Ordre","Fidèle de l'Ordre",false
94,"Fidèle des Immortels","Fidèle des Immortels",false
95,"Fournisseur du Maelstrom","Fournisseuse du Maelstrom",false
96,"Fournisseur de l'Ordre","Fournisseuse de l'Ordre",false
97,"Fournisseur des Immortels","Fournisseuse des Immortels",false
98,"Intendant du Maelstrom","Intendante du Maelstrom",false
99,"Intendant de l'Ordre","Intendante de l'Ordre",false
100,"Intendant des Immortels","Intendante des Immortels",false
101,"Escorte express","Escorte express",false
102,"Le Convoyeur","La Convoyeuse",false
103,"L'Éclair","La Foudre",false
104,"Cavalier bardé","Cavalière bardée",false
105,"Disciple du Vagabond","Disciple du vagabond",false
106,"Adjurateur primordial","Adjuratrice primordiale",false
107,"Stratége féerique","Stratège féerique",false
108,"Faucheur","Faucheuse",false
109,"Maître des donjons","Maîtresse des donjons",false
110,"Jouet des aléas du destin","Jouet des aléas du destin",false
111,"Membre honoraire de la B.A.B.","Membre honoraire de la B.A.B.",false
112,"Louveteau des tempêtes","Louveteau des tempêtes",false
113,"Hurleur des tempêtes","Hurleuse des tempêtes",false
114,"Grogneur des tempêtes","Grogneuse des tempêtes",false
115,"Harceleur des tempêtes","Harceleuse des tempêtes",false
116,"Traqueur des tempêtes","Traqueuse des tempêtes",false
117,"Pourchasseur des tempêtes","Pourchasseuse des tempêtes",false
118,"","",false
119,"","",false
120,"","",false
121,"","",false
122,"Louveteau du serpent","Louveteau du serpent",false
123,"Hurleur du serpent","Hurleuse du serpent",false
124,"Grogneur du serpent","Grogneuse du serpent",false
125,"Harceleur du serpent","Harceleuse du serpent",false
126,"Traqueur du serpent","Traqueuse du serpent",false
127,"Pourchasseur du serpent","Pourchasseuse du serpent",false
128,"","",false
129,"","",false
130,"","",false
131,"","",false
132,"Louveteau des sables","Louveteau des sables",false
133,"Hurleur des sables","Hurleuse des sables",false
134,"Grogneur des sables","Grogneuse des sables",false
135,"Harceleur des sables","Harceleuse des sables",false
136,"Traqueur des sables","Traqueuse des sables",false
137,"Pourchasseur des sables","Pourchasseuse des sables",false
138,"","",false
139,"","",false
140,"","",false
141,"","",false
142,"Le Grand méchant loup","La Grande méchante louve",false
143,"Le Loup alpha","La Louve alpha",false
144,"La Vedette de l'équipe","La Vedette de l'équipe",false
145,"Frère des cendres","Sœur des cendres",false
146,"Ami des Sylphes","Amie des sylphes",false
147,"Chasseur de trésors","Chasseuse de trésors",false
148,"Larbin du 789e ordre","Bonne à tout faire du 789e ordre",false
149,"Frère du frai","Sœur du frai",false
150,"As de l'hameçon","As de l'hameçon",false
151,"Le Bouclier humain","Le Bouclier humain",false
152,"La Hache humaine","La Hache humaine",false
153,"Le Bouclier infaillible","Le Bouclier infaillible",false
154,"La Hache impitoyable","La Hache impitoyable",false
155,"Avant-coureur du Front","Avant-coureuse du Front",false
156,"Avant-coureur des tempêtes","Avant-coureuse des tempêtes",false
157,"Avant-coureur des sables","Avant-coureuse des sables",false
158,"Avant-coureur du serpent","Avant-coureuse du serpent",false
159,"Déglingueur de drones","Déglingueuse de drones",false
160,"Héros de l'Héliodrome","Héroïne de l'héliodrome",false
161,"Chasseur de monstres","Chasseuse de monstres",false
162,"Pisteur de monstres","Pisteuse de monstres",false
163,"Traqueur de monstres","Traqueuse de monstres",false
164,"Chasseur de primes","Chasseuse de primes",false
165,"Soldat de fortune","Soldate de fortune",false
166,"Traqueur impitoyable","Traqueuse impitoyable",false
167,"Ravageur de rafflesia","Ravageuse de rafflesia",false
168,"Massacreur de Mélusine","Massacreuse de Mélusine",false
169,"Élagueur de bio-tréant","Élagueuse de bio-tréant",false
170,"Le Dominateur","La Dominatrice",false
171,"Le Démonteur","La Démonteuse",false
172,"","",false
173,"Détecteur de coffre au trésor","Détectrice de coffre au trésor",false
174,"Protecteur d'Éorzéa","Protectrice d'Éorzéa",false
175,"Postier expérimenté","Postière expérimentée",false
176,"Égide d'Ehcatl","Égide d'Ehcatl",false
177,"Le Négociateur","La Négociatrice",false
178,"L'Acheveur du Fléau","L'Acheveuse du Fléau",false
179,"Le Neptomane","La Neptomane",false
180,"Pêcheur de légendes","Pêcheuse de légendes",false
181,"","",false
182,"Protecteur de l'ombre","Protectrice de l'ombre",false
183,"Brise-glace","Brise-glace",false
184,"L'Optimiste","L'Optimiste",false
185,"L'Aristocrate","L'Aristocrate",false
186,"Archerot","Archerot",false
187,"Dompteur de Kirin","Dompteuse de Kirin",false
188,"L'Inébranlable","L'Inébranlable",false
189,"Tueur en série","Tueuse en série",false
190,"L'Abattoir","L'Abattoir",false
191,"La Main de lumière","La Main de lumière",false
192,"La Terre de lumière","La Terre de lumière",false
193,"L'Éveilleur","L'Éveilleuse",false
194,"Le Marionnettiste","La Marionnettiste",false
195,"Le Flambeur","La Flambeuse",false
196,"L'As des As","L'As des As",false
197,"Éleveur de champions","Éleveuse de champions",false
198,"Dresseur de chocobo","Dresseuse de chocobo",false
199,"Le Poulain","La Pouliche",false
200,"L'Étalon","L'Étalon",false
201,"La Bête de course","La Bête de course",false
202,"Le Pur-sang","La Pur-sang",false
203,"Amateur de cartes","Amatrice de cartes",false
204,"Ludocartophile","Ludocartophile",false
205,"Le Trinitaire","La Trinitaire",false
206,"Le Duelliste","La Duelliste",false
207,"Joueur dans l'âme","Joueuse dans l'âme",false
208,"Esquiveur de rafales","Esquiveuse de rafales",false
209,"Le Roi de la tombola","La Reine de la tombola",false
210,"Le Millionnaire","La Millionnaire",false
211,"Porteur d'espoir","Porteuse d'espoir",false
212,"Maître postier","Maître postière",false
213,"Chasseur de Fabulœufs","Chasseuse de Fabulœufs",false
214,"L'Incroyant","L'incroyante",false
215,"Le Racheté","La Rachetée",false
216,"Tueur de Nidhogg","Tueuse de Nidhogg",false
217,"Lame d'argent","Lame d'argent",false
218,"Enquiquineur impérial","Enquiquineuse impériale",false
219,"Sous-Preux","Sous-Preuse",false
220,"Briseur d'Ascalon","Briseuse d'Ascalon",false
221,"Le Pacificateur","La Pacificatrice",false
222,"Gardien du serment","Gardienne du serment",false
223,"Ouvreur du quatorzième chakra","Ouvreuse du quatorzième chakra",false
224,"Cœur de mithril","Cœur de mithril",false
225,"Dragon céleste","Dragon céleste",false
226,"Aède des cieux","Aède des cieux",false
227,"Âme purificatrice","Âme purificatrice",false
228,"L'Annihilateur","L'Annihilatrice",false
229,"Maître de la Transe","Maîtresse de la Transe",false
230,"Marin-soldat de la 7e ère","Marin-soldate de la 7e ère",false
231,"Vengeur de l'ombre","Vengeresse de l'ombre",false
232,"Disciple des abysses","Disciple des abysses",false
233,"Le Sauveur","Le Sauveur",false
234,"Béni des étoiles","Bénie des étoiles",false
235,"Menotteur indigo","Menotteuse indigo",false
236,"Déceleur de faux dieux","Déceleuse de faux dieux",false
237,"Aventurier volatil","Aventurière volatile",false
238,"","",false
239,"Grand maître de la guerre","Grande maîtresse de la guerre",false
240,"Grand maître de la magie","Grande maîtresse de la magie",false
241,"Guide des ténèbres","Guide des ténèbres",false
242,"L'Épée implacable","L'Épée implacable",false
243,"Gardien du savoir","Gardienne du savoir",false
244,"","",false
245,"","",false
246,"","",false
247,"","",false
248,"Grand maître de la main","Grande maîtresse de la main",false
249,"Grand maître de la terre","Grande maîtresse de la terre",false
250,"Façonneur de merveilles","Façonneuse de merveilles",false
251,"Amasseur de merveilles","Amasseuse de merveilles",false
252,"Partenaire en affaire","Partenaire en affaire",false
253,"Maître menuisier","Maître menuisière",false
254,"Maître forgeron","Maître forgeronne",false
255,"Maître armurier","Maître armurière",false
256,"Maître orfèvre","Maître orfèvre",false
257,"Maître tanneur","Maître tanneuse",false
258,"Maître couturier","Maître couturière",false
259,"Maître alchimiste","Maître alchimiste",false
260,"Maître cuisinier","Maître cuisinière",false
261,"Maître mineur","Maître mineuse",false
262,"Maître botaniste","Maître botaniste",false
263,"Maître pêcheur","Maître pêcheuse",false
264,"Le Chanceux","La Chanceuse",false
265,"Bon Samaritain","Bon Samaritain",false
