Index,0 [0x0][0x0]
22,"Amdapor gelangte am Ende des Fünften Zeitalters des Lichts dank der überragenden Fähigkeiten seiner Weißmagier zur Blüte - bis eine feindliche Macht Wesen aus dem Dunkel beschwor, die erst nach erbitterten Kämpfen gebannt werden konnten. Die Kräfte der Stadt waren davon aber so geschwächt, dass sie sich nach der Sechsten Katastrophe nicht mehr aus den Trümmern zu heben vermochte. Die Gebieter verbargen ihre Ruinen des historischen Amdapor und die darin versiegelten Kräfte der Finsternis darauf im Dickicht des Finsterwaldes; erst die jüngste Siebte Katastrophe legte sie erneut frei. "
23,"Im Golf von Rhotano, in der Inselgruppe, die als die Cieldaläen bekannt ist, liegt in dichten Nebel gehüllt die heimtückische Teufelssee. Seeleute bei klarem Verstand meiden diese gefährlichen Gewässer, aber nachdem ein Handelsschiff sich hierher verirrte, macht ein sagenhaftes Gerücht die Runde: Der Nebel habe sich um die kleine Schiffbrecher-Insel herum gelichtet und den Blick auf das Schiff des legendären Piratenkönigs Rauschebart freigegeben. Und wo das Schiff ist, kann sein Schatz nicht weit sein ..."
24,"Ein schmerzlicher Verlust trifft umso härter, wenn man das Glück, das man in Händen hielt, durch die eigenen Finger rinnen sieht. Nur diejenigen, die starken Willens sind oder einen verständnisvollen Freund an ihrer Seite haben, mögen es schaffen, neuen Mut zu schöpfen und hoffnungsvoll in die Zukunft zu blicken. Wie es jedoch den Mutlosen oder Einsamen ergehen kann, offenbart die vorliegende tragische Geschichte, die mit einem einfachen Brief beginnt ..."
25,"Die Ritter des Hauses Durendaire sind ausgerückt, um die Steinerne Wacht, einst verlässliches Bollwerk gegen die todbringenden Luftangriffe der Drachen, aus den Klauen der Drachenbrut zu befreien. Mit gewetzten Schwertern und polierten Rüstungen hat sich eine Einheit der stolzen Krieger in den Kampf gestürzt und einen Teil der Festung zurückerobert. Doch nun sitzen sie im Inneren der Wacht fest, weder in der Lage, einen entscheidenden Schlag gegen die Drachen zu führen, noch sich den Weg nach draußen freizukämpfen. Ob der Trupp Abenteurer, der sich einen Weg in die Feste gebahnt hat, ihnen helfen kann?"
26,"Nach deinem mutigen Eingreifen wurden die Aufräumarbeiten in den halb versunkenen Tempelruinen von Qarn nun ernsthaft in Angriff genommen. Als sich jedoch das Gerücht verbreitet, es gebe dort unermessliche Schätze zu holen, bleiben die Schwierigkeiten nicht aus. Unvorsichtige Plünderer aktivieren neue Fallen und Nenekkos Forschertrupp gerät in höchste Gefahr ..."
27,"Der Klimasturz nach der Siebten Katastrophe ließ eine gigantische, unüberwindliche Eiswand entstehen, die den Weg vom zentralen ins westliche Hochland von Coerthas blockiert – das Schneekleid. Doch es wird vermutet, dass geheime Pfade die Eiswand durchziehen ... Werden sie dich tatsächlich zu Eisherz führen - und wirst du imstande sein, die Hinterhalte der Häretiker zu umgehen?"
28,"Sastasha, das Versteck des legendären Piraten Rauschebart, das den Sahagin und den mit ihnen verbündeten Plündernden Schlangen zeitweilig als Unterschlupf gedient hatte. Endlich sah es so aus, als könnte Limsa Lominsa die Höhle dank einiger beherzter Abenteurer unter seine Kontrolle bringen. Doch unerwartet trat ein neuer, unbekannter Feind auf den Plan und zersprengte die Kräfte der Gelbjacken. Nun muss Sastasha erneut aus der Hand von jemandem – oder etwas – gerissen werden ..."
29,"Nachdem mutige Abenteurer die „Jünger Dalamuds“ aus den alten Gemäuern vertrieben hatten, kehrte dort eine trügerische Ruhe ein, doch sie war nicht von Dauer, denn mit ihren unheiligen Ritualen haben die Kultisten Nichtsgesandte angelockt, die nun in ihrer Boshaftigkeit nicht nur  das Innere der Ruinen heimsuchen, sondern auch die Tiere und Pflanzen der Umgebung. Damit endgültig Ruhe einkehrt, müssen die Ruinen von den unseligen Hinterlassenschaften der Kultisten gereinigt werden."
30,"Nachdem der Tomberry-König, eine Ausgeburt des Grolls, und seine treuen Schergen besiegt worden waren, kamen die übrigen Tomberrys zur Besinnung, doch ihr redlicher Traum von einem friedlichen Leben wurde jäh zerfetzt, als sich brutale Mamool Ja mit Gewalt Zugang zum Palast des Wanderers verschafften. Sie nennen sich die „Silberschuppen“ und nutzen den heiligen Palast als Basis für ihre niederträchtigen Raubzüge. Lasst sie für ihren Frevel an Oschon büßen und rettet die unschuldigen Tomberrys!"
31,"Die Große Gubal-Bibliothek war der Stolz der Sharlayaner. Ein Hort des Wissens, der wertvolle Schriften aus allen Teilen Eorzeas beherbergte. Doch seit dem großen Auszug vor 15 Jahren verfällt das prachtvolle Bauwerk und unheimliche Wesen, die den Seiten verbotener magischer Bücher entsprungen sein könnten, streifen durch die Gänge. Auf Geheiß von Matoya brichst du mit den Gefährten auf in das brüchige Gemäuer, um ein wichtiges Manuskript über Ätherverdichtung in der Abteilung für verbotene Schriften sicherzustellen."
32,"Bei der Schlacht über dem Silbertränensee vor 15 Jahren vernichtete Midgardsormr unter Einsatz seines Lebens das gewaltige Flaggschiff der garleischen Invasionsflotte. Das Wrack der <i>Agrius</i> bohrte sich in den See, aus dem es noch heute aufragt, eng umschlungen von dem leblosen Leib des Drachen, dem Hüter des Sees. Lange Zeit für tot gehalten, gab es kürzlich Anzeichen für ein Erwachen des Hüters. Ishgard befürchtet nun einen Ansturm ihrer Erzfeinde und hat dich gebeten, Midgardsormr aus der Nähe zu untersuchen."
33,"Die Zundo verdanken ihre Unabhängigkeit von den kriegerischen Vundo vor allem der Autorität ihres Häuptlings. Der demonstriert seine Macht mit einer eindrucksvollen Maske, die regelmäßig erneuert werden muss. Dafür benötigen die Zundo eine Schuppe der heiligen Schlange Waukkeon aus Nimmerreich, doch die Vundo versuchen, dies zu verhindern. Nun ruhen die Hoffnungen der Zundo auf dir."
34,"Ein gewaltiges Bauwerk aus Dogmen und Mythen, errichtet, um die wahren Gründe für den tausendjährigen Drachenkrieg zu verschleiern. Aymeric konfrontiert den Papst mit diesen Vorwürfen und gerät dafür in Gefangenschaft. Wenn die Wahrheit ans Licht kommen und Ishgard aus dem Sumpf aus Lügen gezogen werden soll, muss der Großmeister gerettet werden. Während Hilda und ihre Widerstandsbewegung euch den Rücken freihält, machst du dich auf, die Bastion der Kurie zu stürmen."
35,"Wedge zeigt wie immer ein gutes Herz. Mit deiner Hilfe möchte er das Wegleitsystem aus Azys Lla wieder auf Vordermann bringen. Dafür benötigt er ein neues Gehäuse. Wedge hofft, dass du in der <i>Fraktal-Kontinuum</i> fündig wirst, einem Museumsschiff, das voller allagischer Technik steckt. Seit 5000 Jahren hat niemand mehr einen Fuß in die Korridore gesetzt. Was mag dich dort erwarten?"
36,"Die Abendrot-Wacht war eine wichtige Bastion Ishgards gegen die Drachen. Doch selbst ihre mächtigen Mauern konnten der Siebten Katastrophe nicht trotzen. Die Wacht und die stolzen Ritter, die in ihr dienten, wurden erst von der Kälte geschwächt und dann von einfallenden Monsterhorden überrannt. Nun ist die stolze Festung zu einem Hort des Bösen verkommen, doch noch immer bergen ihre Mauern einen wertvollen Edelstein: den Eislanzensaphir. Der Priester Wealdtheow hat dich gebeten, den Stein sicherzustellen - und das nicht nur wegen seiner religiösen Bedeutung."
37,"Steil ragt das gewaltige Bergmassiv Sohm Al im Dravanischen Vorland empor. Den Drachen ist es ein heiliger Ort, die letzte Ruhestätte nach ihren schier endlos währenden Leben. Vidofnir hat den Weg zum Gipfel für euch geöffnet, über den ihr die Wallenden Nebel zu erreichen gedenkt. Doch Nidhoggs Horde wird euch nicht kampflos passieren lassen. Kämpfe dich an seinen Lakaien, angeführt von seiner Gefährtin Tioman, vorbei und erklimme den höchsten Gipfel Eorzeas."
38,"Auf den Fersen von Papst Thordan VII. habt ihr das Flaggschiff erreicht, die zentrale Insel von Azys Lla. Auf ihr befindet sich das Ätherochemische Forschungslabor. Und ihr seid nicht alleine. Auch die Garlear sind bereits da, weil sie hoffen, dort die Technologie zum Fesseln der Primae zu finden. Im Labor werden unweigerlich alle Parteien aufeinanderprallen. Welche Geheimnisse birgt das Labor? Und wer wird sie am Ende für seine Interessen einsetzen könenn?"
39,"Nach dem Tod seiner Geliebten Tioman rast Nidhogg vor Wut. Zu seinem Schutz hat er eine Windbarriere um sein Nest errichtet, die ihr jedoch mit der neuesten Erfindung aus dem Hause Garlond, dem Manaschnitter, durchbrechen könnt. Jetzt liegt es an dem Azur-Drachenreiter und dir, den tausendjährigen Drachenkrieg zu beenden und Ishgard vor Nidhoggs Horde zu beschützen."
40,""
10000,""
10001,"Bei dieser militärischen Übung wird der Gruppenkampf gegen Monster trainiert. Um die ohne Pause erscheinenden Monster zu besiegen, müsst ihr gut zusammenarbeiten und eure jeweiligen Stärken ausspielen! Sobald die Monster euch bemerken, greifen sie an. Wenn ihr einen unkoordinierten Kampf gegen eine Übermacht vermeiden wollt, solltet ihr euch geschickt einen Gegner nach dem anderen vorknöpfen."
10002,"Besiegt den furchteinflößenden Bockmann! Achtet dabei auf seine enorme Reichweite! Außerdem ruft er Verstärkung, wenn er in Bedrängnis kommt, also seid flink!"
10003,"Bei dieser militärischen Übung wird die Erstürmung feindlicher Befestigungsanlagen erprobt. Bahnt euch einen Weg durch die von Monstern bewachten Tore und erschlagt die Kröte Kliffspringer, die hinter dem dritten Tor hockt! Verliert euer Ziel nicht aus den Augen und beeilt euch, bevor sich die an den Felswänden lauernden Yarzons auf euch stürzen!"
10004,"Das Lieblingstier des ebenso wohlhabenden wie einflussreichen Republikaners Teledji Adeledji wurde von gierigen Räubern entführt, um für sie Lösegeld zu fordern. Macht den Halunken einen Strich durch die Rechnung und bringt das geliebte Kriechtier unversehrt zurück! Für diesen Einsatz haben wir ein Kraut besorgt, das bei Verbrennung ein einschläferndes Gas verströmt. Um die Gilkröte lebend zu fangen, geht ihr wie folgt vor:  Zuerst schwächt ihr sie, dann entzündet ihr das Kraut mit einer Feuer-Exergon-Essenz und schläfert mit dem so produzierten Schlafgas das kostbare Tier ein."
10005,"Aggressive Karnivoren bedrohen die Tier- und Pflanzenwelt der Gegend mit ihren hochgiftigen Pollen. Besiegt die giftige Fledermausfalle! Sie wird sich erst zeigen, wenn ihr das kleinere Unkraut beseitigt habt. Doch nehmt euch vor den Staubgefäßen in Acht. Bleibt in sicherer Entfernung, sodass ihr nicht in eine Pollenwolke geratet!"
10006,"Bekämpft die Räuberbande der Rotbauch-Wespen, die sich in der Nähe von Toto-Rak ein neues Nest gesucht hat! Wenn der Kopf der Bande angegriffen wird, ruft er Verstärkung, also beseitigt zuerst die Wachen und Druiden. Kämpft immer nur gegen eine kleine Zahl von Feinden!"
10007,"Bösartige Sylphen, die eher den Wald der Einkehr abfackeln würden, ehe sie Frieden mit den Gridaniern schließen, setzen ihre verbotenen Zauber ein, um die Kreaturen des Waldes zu unterwerfen. Diese sind dadurch in der Lage, weitreichende Angriffe auszuführen und ihre Opfer zu vergiften. Die Kreaturen können nur befreit werden, indem der abtrünnige Anführer Briaxio besiegt wird."
10008,"Goblin-Banditen haben Nophicas Lethe besetzt. Durchbrecht ihre Barrikaden und besiegt die Gesetzlosen! Die hinterhältigen Goblins wehren sich mit Bomben, die mit einigen Sekunden Verzögerung explodieren. Weicht aus und nutzt die Explosionen zum Sprengen der Barrikaden!"
10009,"Am Narrenfall verseucht der riesige Morbol Toxin-Tamlyn das sonst so klare Wasser. Haltet ihn auf, bevor sich die Verpestung weiter ausbreitet! Gebt jedoch gut Acht! Die Blasen aus der verunreinigten Wasserquelle können Säure oder Monster enthalten."
10010,"Der mächtige Nichtsgesandte Buso hat die Finstereisenmine zu seinem Reich erklärt. Stellt sofort ein Einsatzkommando zusammen und treibt den Unhold zurück ins Nichts, wo er hingehört! Buso opfert Schwächere seiner Art in den Flammen des Nichts, um sich ihre Kraft einzuverleiben. Setzt diesem schändlichen Treiben ein Ende, indem ihr die Flammen löscht und Buso besiegt!"
10011,"Im Osten von Drachenkopf wird eine Aktion gegen riesige, grausame Schattenklauen unternommen. Leider haben diese noch andere Monster im Schlepptau, von denen besonders die Schattenaugen gefürchtet sind. Nahezu unempfindlich gegen Angriffe sind sie auch noch flink und haben einen großen Aktionsradius. Achte auf deine Position und beseitige die Quälgeister!"
10012,"Bomber lösen mit ihren unkontrollierten Explosionen ständig Lawinen aus. Das Übel soll an der Wurzel gepackt und die Bomber-Königin unschädlich gemacht werden. Beobachte die explosiven Untertanen genau, um zu sehen, ob sie auf Befehl ihrer Königin oder bei Annäherung detonieren. "
10013,"In der Nähe von Singende Scherben sind Camios aufgetaucht. Diese Nichtsgesandten schließen sich zu fünft zusammen und können nur zugleich vernichtet werden. Außerdem führen sie mit ihren magischen Formationen Effekte herbei, die du rechtzeitig vorausahnen musst!"
10014,"Unter den herrschenden Gigas, und den dienenden Riesen und Hekatoncheir ist ein Streit um antike Relikte entbrannt. Schütz die allagischen Relikte und vernichte die Giganten! Sich aufzuteilen und die Anführer von ihrem Gefolge isoliert zu erledigen ist der Schlüssel zum Sieg."
10015,""
20000,""
20001,"Die nach dem schändlichen Verrat in die Hände der Amalj'aa gefallenen Abenteurer und Legionäre wurden nach Zanr'ak verschleppt, wo sie schon bald dem Primae Ifrit geopfert werden sollen. Ihnen bleibt nur ein Ausweg: Sie müssen den göttlichen Gebieter über das Feuer bezwingen, was ihre gesamte Kraft und Geistesgegenwart erfordern wird. Werden sie den höllischen Flammen widerstehen?"
20002,"Von einem Mitglied des „Heeres der Helden“ hast du den Weg erfahren, um zu dem erdelementaren Gott der Kobolde vorzudringen: du sollst über den ätherytenartigen Kraftknoten des Wilden Stammes in den „Nabel“, den heiligen Krater in den Bergen von O'Ghomoro einsteigen. Nun, da du dich mit Y'shtolas Hilfe mit dem primitiven Ätheryten harmonisiert hast, gibt es nur noch ein Ziel: Titan selbst zu besiegen."
20003,"Die von den Ixal beschworene Windgöttin Garuda ist gefürchtet für ihre beispiellose Grausamkeit. Doch so abschreckend die Legenden sein mögen - gerade deswegen muss sie besiegt werden, um Eorzea zu zeigen, dass der Bund der Morgenröte Hoffnung zu bringen vermag. Flieg mit Cid auf der reparierten Enterprise zu Garudas Altar, dem „Tosenden Auge“, und besiege die unbezähmbare Primae."
20004,"Die primaeverschlingende Ultima-Waffe ist zerstört. Eine Botschaft, die den Eorzäern Mut gibt, aber auch die Primae wieder aktiv werden lässt. Die Amalj'aa haben sich bereits - ohne Furcht vor der Ultima-Waffe - an die Wiederbeschwörung Ifrits gemacht, um ihn mit mehr Kristallenergie als je zuvor zu nie dagewesener Stärke zu erwecken."
20005,"Die Kobolde haben nun, da die Ultima-Waffe zerstört ist, nichts mehr für ihren Primae Titan zu befürchten und beginnen prompt, ihn erneut zu beschwören. Mit Feuereifer karren sie Kristalle aus den Minen von U'Ghamaro herbei, um sie ihrem Gott darzubringen, der aufs Neue in seiner Höhle, dem „Nabel“ mit noch gewaltigerer Macht, mit noch größerem Zorn zur Erscheinung gebracht werden soll."
20006,"Seit Garuda so unrühmlich von der Ultima-Waffe verschlungen wurde, hatten sich die Ixal mit der erneuten Beschwörung ihrer Windgöttin zurückgehalten; doch nun ist die Anti-Primae-Waffe Vergangenheit und die Bahn für Garuda frei - noch ungezügelter als jemals zuvor und voll von unbändiger Rachsucht. All die Kristalle, die die Ixal unermüdlich gesammelt hatten, sollen sie neu erstehen lassen; eine beispiellose Schlacht droht, die nur von einem Krieger des Lichts zu bestreiten ist ..."
20007,"Die Nummer Zwei in der XIV. Legion des Garleischen Heers, Rhitahtyn sas Arvina, stieg trotz seiner Herkunft aus einer Provinz durch seine unvergleichlichen Fähigkeiten als Militärtaktiker bis an die Spitze auf. Nun befindet er sich zur Inspektion in dem garleischen Vorposten zu Castrum Occidens. Das ist die einmalige Chance, den herausragenden Krieger mit kleiner Eskorte zu erwischen, und der erste Schritt der Operation „Marsch der Weisen“, die das weitere Schicksal Eorzeas bestimmen wird."
20008,"Von den Ascians mit neuem Wissen beschenkt, haben die Amalj'aa Ifrit ein weiteres Mal beschworen. Ganze Heerscharen der Legion der Unsterblichen sind dem Götzen der Echsen schon zum Opfer gefallen. Noch nie brannten Ifrits Flammen so heiß. Wird es den Kriegern des Lichts gelingen, ihnen zu widerstehen und den Herrn des Infernos zurück in die Sieben Höllen zu jagen?"
20009,"Der nördliche Teil Vylbrands wird von schweren Erdstößen erschüttert und Urianger hat gleich die Kobolde im Verdacht, Titan aufs Neue beschworen zu haben. Seine Befürchtungen sollen sich als wahr erweisen, denn schon kurze Zeit später taucht der Herr der Felsen in den Bergen O'Ghomoros auf und sein Zorn über die vergangenen Niederlagen kennt keine Grenzen. Ein Kampf ungeahnter Härte ist im Begriff, Eorzea in seinen Grundfesten zu erschüttern."
