Index,0 [0x19][0xb],1 [0x19][0x17],2 [0x19][0x23],3 [0x19][0x2f],4 [0x19][0x3b],5 [0x19][0x47],6 [0x3][0x8],7 [0x3][0x14],8 [0x3][0x20],9 [0x3][0x2c],10 [0x3][0x38],11 [0x3][0x44],12 [0x7][0x0],13 [0x7][0xc],14 [0x7][0x18],15 [0x7][0x24],16 [0x7][0x30],17 [0x7][0x3c],18 [0x2][0x9],19 [0x2][0x15],20 [0x2][0x21],21 [0x2][0x2d],22 [0x2][0x39],23 [0x2][0x45],24 [0x2][0xa],25 [0x2][0x16],26 [0x2][0x22],27 [0x2][0x2e],28 [0x2][0x3a],29 [0x2][0x46],30 [0x6][0x4],31 [0x6][0x10],32 [0x6][0x1c],33 [0x6][0x28],34 [0x6][0x34],35 [0x6][0x40],36 [0x0][0x48],37 [0x0][0x4c],38 [0x0][0x50],39 [0x0][0x54],40 [0x0][0x58],41 [0x0][0x5c]
20,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"<if:<if:Bonsoir/Bonjour>/<if:Bonjour/Bonsoir>>, aventuri<if:ère/er>, je vous attendais.","Je vois que vous apportez tout ce dont j'avais besoin. Au nom de la Trouvaille de Saint-Coinach, permettez-moi de vous remercier.","Vous souvenez-vous des articles dont j'ai fait la demande? Ils sont très importants pour nos recherches ici, vous savez.","Très bien, on dirait que tout y est. Au fait, si vous avez un peu de temps devant vous, puis-je vous demander un autre service?","Ah, pardonnez-moi. Vous devez être très occupé<if:e/none>, et je ne voudrais surtout pas vous déranger. Une autre fois, peut-être.","Ça alors, vous êtes l<if:a bienfaitrice/e bienfaiteur> de la Trouvaille de Saint-Coinach! Merci beaucoup."
21,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Tu es l<if:a pêcheuse/e pêcheur> que la guilde des aventuriers m'envoie? Fais donc voir ce que tu rapportes.","C'est exactement ce qu'il me faut! Avec ça, je vais préparer un plat original dont j'ai le secret. Merci à toi, aventuri<if:ère/er>.","Alors, qu'est-ce que tu attends? La fraîcheur est tout pour les fruits de mer, et c'est pareil pour ma requête, compris?","Tiens, pendant que je t'ai sous la main... Tu accepterais une petite requête supplémentaire?","Tant pis. Tu dois avoir tes raisons je suppose... Je trouverai quelqu'un d'autre à qui m'adresser, ne t'en fais pas.","Voilà ce que j'appelle du travail bien fait! Avec tout ça, je vais pouvoir laisser libre court à mon imagination culinaire. Merci!"
22,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Salut, aventurrri<if:ère/er>! Alors, tu m'apportes ces délicieux petits poissons?","Oh, tu l'as vrrraiment fait! À ta place, j'en aurais avalé la moitié en route, héhé. Tiens, voilà ta récompense!","Quoi, tu vas te mettre à les pêcher maintenant? Bon, au moins comme ça ils seront de la première frrraîcheur...","C'est excellent! Vu comme tu t'en sorrrs bien, j'aurais presque envie de t'en demander encorrre plus... Qu'en dis-tu?","Ah bon... Je suppose que tu dois t'en aller pêcher dans d'autres eaux. Tant pis, une prrrochaine fois!","Mille merrrcis! Voici la récompense promise, avec un petit supplément. À bientôt, aventurrri<if:ère/er>!"
23,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Que fait donc ce pêcheur que la guilde des aventuriers m'a envoyé... Ah, c'est vous? J'avais hâte de vous rencontrer!","Vous avez vraiment été pêcher tout ça pour moi? Comme c'est gentil! Merci, merci!","Vous n'avez pas encore mes poissons? Ça n'est pas grave, je vous attendrai ici le temps qu'il faudra, hihi.","Vous alors, vous êtes quelqu'un sur qui on peut compter! J'aimerais vous en demander encore plus... C'est possible?","Oh, quel dommage... Mais ça n'est pas grave, je suis déjà tellement contente d'avoir pu faire votre connaissance!","Oh! Tout ça, vraiment? Je ne sais pas comment vous remercier... Tenez, ça vient du fond du cœur!"
24,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Vous venez de la part de la guilde des aventuriers? Oh... C'est donc à ça que ressemble un<if:e/none> vérrritable pêcheu<if:se/r>...","Merci, je ne sais pas comment j'aurrrais fait, sans vous! Enfin si, je sais... J'aurais été la risée de tout le hameau.","Dites, vous ne voudriez pas vous dépêcher un peu? C'est que ça va commencer à se voir, que je passe la journée à me tourrrner les pouces.","Hé, c'est que vous savez y fairrre! Ça vous embêterait de m'en apporter un peu plus? Ça ferait meilleur effet, vous voyez.","Bien sûr, les choses ne se passent pas toujourrrs comme on veut... Bah, j'ai l'habitude d'être méprisée, ça ne me fait plus rien!","Voilà ce que j'appelle une affaire rrrondement menée! Ça vaut bien une petite compensation améliorrrée, héhé."
25,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Êtes-vous l'envoyé<if:e/none> de la guilde des aventuriers? Parrrfait, je vous attendais.","Permettez-moi de vérrrifier... Excellent. Le seigneur Gegeruju sera ravi, à n'en point douter.","Ce n'est pas ce qui était prrrévu. Pourriez-vous m'apporter la marchandise, comme convenu?","Je vois que vous êtes une personne sérrrieuse. Accepteriez-vous une commande supplémentaire?","C'est tout à fait naturrrel. Vous avez déjà rempli vos engagements initiaux, et je vous en remercie.","Je vous remercie d'avoir pu répondre à ma requête favorablement. Voici le paiement convenu, avec un supplément pour vos serrrvices."
26,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Ah, vous voilà. Trêve de bavardages, apportez-vous ce que j'ai demandé?","Je vous remercie. C'est bien de voir qu'il est possible de faire confiance à la guilde des aventuriers. Tenez, voici la récompense dont nous avions convenu.","Alors, avez-vous apporté ce que j'ai commandé? Non? Bon, j'aimerais que vous vous dépêchiez un peu...","Merci à vous, aventuri<if:ère/er>. Si cela ne vous embête pas, j'aimerais vous en demander un peu plus...","Ah, vraiment? Dans ce cas, je vais essayer de trouver une autre solution. Merci encore.","Vous êtes décidément une personne sur qui on peut compter. Je ne manquerai pas de le faire savoir à la guilde des aventuriers."
27,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Bien le <if:<if:bonsoir/bonjour>/<if:bonjour/bonsoir>>, ch<if:ère/er> aventuri<if:ère/er>. Je vous remercie de vous être déplacé<if:e/none> jusqu'ici. Que m'apportez-vous de beau?","Oui, c'est ce que j'attendais! Heureusement qu'il y a des pêcheurs comme vous pour que les gens comme moi puissent faire du commerce. Je vous remercie.","Il semblerait que vous n'ayez pas pu préparer les marchandises pour l'instant. J'imagine que vous devez être gelé<if:e/none>, mais je vous demande encore un petit effort.","J'aime les gens pleins de bonne volonté comme vous. Puis-je abuser de votre patience et vous demander quelques unités supplémentaires?","Très bien, je ne veux en aucun cas vous mettre la pression. Je m'adresserai à quelqu'un d'autre, voilà tout.","J'admire votre abnégation. C'est un plaisir pour moi de travailler avec vous. Tenez, prenez ceci, vous l'avez amplement mérité."
28,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Salutations, mon ami<if:e/none>. Alors, la pêche a été bonne?","Eh bien oui, on dirait que tout y est. Quelle chance que la guilde des aventuriers m'ait envoyé quelqu'un comme vous! Je suis satisfait.","Hein? Où sont les poissons que j'ai commandés? Moi qui pensais que tout cela serait rapidement réglé...","Ce n'est pas tous les jours que j'ai la chance d'avoir un<if:e/none> pêcheu<if:se/r> comme vous à mon service. Puis-je vous demander un dernier effort?","Évidemment... Vous devez être quelqu'un de très demandé, ce que je comprends. Ça sera pour une prochaine fois!","Que dire... Si seulement tout le monde travaillait aussi bien que vous! C'est un plaisir de vous payer, et de rajouter un bonus par-dessus le marché!"
29,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est vous qui avez accepté notre demande? Je vous prie de vous dépêcher.","Oh, mais quel admirable travail! C'est exactement ce qu'il nous fallait comme qualité.","J'ai bien peur que vous n'ayez pas sur vous ce que nous vous avons demandé... Dépêchez, je vous prie!","Oh, mais quel admirable travail! C'est exactement ce qu'il nous fallait comme qualité. Accepteriez-vous de faire un autre travail pour nous dans la foulée? Bien sûr, votre récompense sera à la hauteur de vos efforts.","Écoutez, si vous n'avez pas le temps, nous ne pouvons pas vous y obliger. J'espère toutefois que vous nous ferez le plaisir de retravailler pour nous.","Oui, je crois bien que le nombre y est! Merci énormément. Voici votre dû!"
30,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est vous qui avez accepté notre demande, n'est-ce pas? Avez-vous apporté ce que nous voulons?","Oui, c'est exactement ce qu'il nous faut! Une chance qu'il y ait des pêcheurs de votre envergure par ici. Je vais récompenser vos efforts à leur juste valeur.","J'ai comme qui dirait l'impression que vous avez oublié le plus important... notre commande!","Écoutez, ce que vous m'apportez me satisfait pleinement, mais j'aimerais vous demander un petit supplément, si vous le voulez bien...","Vous ne pouvez pas? Eh bien, ce n'est pas grave. Je trouverai sûrement quelqu'un d'autre, qui acceptera à votre place...","Merci infiniment! Vous avez fait un excellent travail! Tenez, voici la récompense promise."
