Index,0 [0x0][0x4],1 [0x3][0xa],2 [0x3][0xb],3 [0x19][0xd],4 [0x3][0xc],5 [0x5][0x8],6 [0x0][0x0]
150,"TARGET_ALLIANCE1_7",255,255,false,2,40,"Target Alliance 1, Member 7"
151,"TARGET_ALLIANCE1_8",255,255,false,2,41,"Target Alliance 1, Member 8"
152,"TARGET_ALLIANCE2_1",255,255,false,2,42,"Target Alliance 2, Member 1"
153,"TARGET_ALLIANCE2_2",255,255,false,2,43,"Target Alliance 2, Member 2"
154,"TARGET_ALLIANCE2_3",255,255,false,2,44,"Target Alliance 2, Member 3"
155,"TARGET_ALLIANCE2_4",255,255,false,2,45,"Target Alliance 2, Member 4"
156,"TARGET_ALLIANCE2_5",255,255,false,2,46,"Target Alliance 2, Member 5"
157,"TARGET_ALLIANCE2_6",255,255,false,2,47,"Target Alliance 2, Member 6"
158,"TARGET_ALLIANCE2_7",255,255,false,2,48,"Target Alliance 2, Member 7"
159,"TARGET_ALLIANCE2_8",255,255,false,2,49,"Target Alliance 2, Member 8"
160,"",255,255,false,0,0,""
161,"",255,255,false,0,0,""
162,"",255,255,false,0,0,""
163,"",255,255,false,0,0,""
164,"",255,255,false,0,0,""
165,"",255,255,false,0,0,""
166,"",255,255,false,0,0,""
167,"",255,255,false,0,0,""
168,"",255,255,false,0,0,""
169,"",255,255,false,0,0,""
171,"CMD_CHAT",255,255,false,4,1,"Ready Chat Log"
172,"CMD_COMMAND",255,255,false,4,2,"Ready Text Command"
173,"CMD_REPLY",255,255,false,4,3,"Reply Temporarily (Forward)"
174,"CMD_REPLY_REV",255,255,false,4,4,"Reply Temporarily (Back)"
175,"CMD_SAY",255,255,false,4,5,"Temporarily Switch Chat Mode to Say"
176,"CMD_YELL",255,255,false,4,6,"Temporarily Switch Chat Mode to Yell"
177,"CMD_SHOUT",255,255,false,4,7,"Temporarily Switch Chat Mode to Shout"
178,"CMD_PARTY",255,255,false,4,8,"Temporarily Switch Chat Mode to Party"
179,"CMD_ALLIANCE",255,255,false,4,9,"Temporarily Switch Chat Mode to Alliance"
180,"CMD_FREECOM",255,255,false,4,10,"Temporarily Switch Chat Mode to Free Company"
181,"CMD_LINKSHELL",255,255,false,4,11,"Temporarily Switch Chat Mode to Linkshell (Forward)"
182,"CMD_LINKSHELL_REV",255,255,false,4,12,"Temporarily Switch Chat Mode to Linkshell (Back)"
183,"CMD_LINKSHELL_1",255,255,false,4,13,"Temporarily Switch Chat Mode to Linkshell [1]"
184,"CMD_LINKSHELL_2",255,255,false,4,14,"Temporarily Switch Chat Mode to Linkshell [2]"
185,"CMD_LINKSHELL_3",255,255,false,4,15,"Temporarily Switch Chat Mode to Linkshell [3]"
186,"CMD_LINKSHELL_4",255,255,false,4,16,"Temporarily Switch Chat Mode to Linkshell [4]"
187,"CMD_LINKSHELL_5",255,255,false,4,17,"Temporarily Switch Chat Mode to Linkshell [5]"
188,"CMD_LINKSHELL_6",255,255,false,4,18,"Temporarily Switch Chat Mode to Linkshell [6]"
189,"CMD_LINKSHELL_7",255,255,false,4,19,"Temporarily Switch Chat Mode to Linkshell [7]"
190,"CMD_LINKSHELL_8",255,255,false,4,20,"Temporarily Switch Chat Mode to Linkshell [8]"
191,"CMD_REPLY_ALWAYS",255,255,false,4,21,"Reply (Forward)"
192,"CMD_REPLY_REV_ALWAYS",255,255,false,4,22,"Reply (Back)"
193,"CMD_SAY_ALWAYS",255,255,false,4,23,"Switch Chat Mode to Say"
194,"CMD_YELL_ALWAYS",255,255,false,4,24,"Switch Chat Mode to Yell"
196,"CMD_PARTY_ALWAYS",255,255,false,4,25,"Switch Chat Mode to Party"
197,"CMD_ALLIANCE_ALWAYS",255,255,false,4,26,"Switch Chat Mode to Alliance"
198,"CMD_FREECOM_ALWAYS",255,255,false,4,27,"Switch Chat Mode to Free Company"
199,"CMD_LINKSHELL_ALWAYS",255,255,false,4,28,"Switch Chat Mode to Linkshell (Forward)"
200,"CMD_LINKSHELL_REV_ALWAYS",255,255,false,4,29,"Switch Chat Mode to Linkshell (Back)"
201,"CMD_LINKSHELL_1_ALWAYS",255,255,false,4,30,"Switch Chat Mode to Linkshell [1]"
202,"CMD_LINKSHELL_2_ALWAYS",255,255,false,4,31,"Switch Chat Mode to Linkshell [2]"
203,"CMD_LINKSHELL_3_ALWAYS",255,255,false,4,32,"Switch Chat Mode to Linkshell [3]"
204,"CMD_LINKSHELL_4_ALWAYS",255,255,false,4,33,"Switch Chat Mode to Linkshell [4]"
205,"CMD_LINKSHELL_5_ALWAYS",255,255,false,4,34,"Switch Chat Mode to Linkshell [5]"
206,"CMD_LINKSHELL_6_ALWAYS",255,255,false,4,35,"Switch Chat Mode to Linkshell [6]"
207,"CMD_LINKSHELL_7_ALWAYS",255,255,false,4,36,"Switch Chat Mode to Linkshell [7]"
208,"CMD_LINKSHELL_8_ALWAYS",255,255,false,4,37,"Switch Chat Mode to Linkshell [8]"
209,"",255,255,false,0,0,""
211,"OK",255,255,true,5,1,"Confirm"
212,"CANCEL",255,255,true,5,2,"Cancel"
213,"ESC",255,255,true,5,3,"Close All UI Components"
214,"PAD_MAINMENUFOCUS",255,255,true,5,4,"Target Main Menu"
215,"MENU",255,255,false,5,5,"Display Subcommands"
216,"UP",255,255,false,5,6,"Move Cursor up/Cycle up through Party List"
217,"DOWN",255,255,false,5,7,"Move Cursor down/Cycle down through Party List"
218,"LEFT",255,255,false,5,8,"Move Cursor/Target Cursor Left"
219,"RIGHT",255,255,false,5,9,"Move Cursor/Target Cursor Right"
220,"TAB_NEXT",255,255,false,5,10,"Cycle through UI Component Tabs (Forward)"
221,"TAB_PREV",255,255,false,5,11,"Cycle through UI Component Tabs (Back)"
222,"HOTBAR_UP",255,253,false,5,12,"Cycle through Hotbars (Up)"
223,"HOTBAR_DOWN",255,253,false,5,13,"Cycle through Hotbars (Down)"
224,"KEY_SCREENSHOT",255,251,false,5,14,"Take Screenshot"
225,"HIDE",255,255,false,5,15,"Toggle UI Display Mode"
226,"MENU_LAYOUT",255,255,false,5,16,"Open HUD Layout Mode"
227,"PAD_HUDFOCUS",255,255,false,5,17,"Cycle through HUD Components (Forward)"
228,"PAD_HUDFOCUS_PREV",255,255,false,5,18,"Cycle through HUD Components (Back)"
229,"TARGET_CLICK_FILTER",255,255,false,5,19,"Target Filters"
230,"MENU_SCALE",255,255,false,5,20,"Change Window Size"
231,"HOTBAR_SET_1",255,253,false,5,23,"Switch to Hotbar 1"
232,"HOTBAR_SET_2",255,253,false,5,24,"Switch to Hotbar 2"
233,"HOTBAR_SET_3",255,253,false,5,25,"Switch to Hotbar 3"
234,"HOTBAR_SET_4",255,253,false,5,26,"Switch to Hotbar 4"
235,"HOTBAR_SET_5",255,253,false,5,27,"Switch to Hotbar 5"
236,"HOTBAR_SET_6",255,253,false,5,28,"Switch to Hotbar 6"
237,"HOTBAR_SET_7",255,253,false,5,29,"Switch to Hotbar 7"
238,"HOTBAR_SET_8",255,253,false,5,30,"Switch to Hotbar 8"
239,"HOTBAR_SET_9",255,253,false,5,31,"Switch to Hotbar 9"
240,"HOTBAR_SET_10",255,253,false,5,32,"Switch to Hotbar 10"
241,"MACRO_FORCED_OUTAGE",255,255,false,5,21,"Cancel Macro"
242,"HOTBAR_SET_EX",255,253,false,5,33,"Switch to Pet Hotbar"
243,"MOUSE_CURSOR_SONAR",255,253,false,5,22,"Mouse Sonar"
244,"",255,255,false,0,0,""
245,"",255,255,false,0,0,""
246,"",255,255,false,0,0,""
247,"",255,255,false,0,0,""
248,"",255,255,false,0,0,""
249,"",255,255,false,0,0,""
251,"MENU_STATUS",255,255,false,3,1,"Character"
252,"MENU_BAG",255,255,false,3,2,"Inventory"
253,"MENU_ARMORY",255,255,false,3,3,"Armoury Chest"
254,"MENU_EVENT_BAG",255,255,false,3,4,"Key Items"
255,"MENU_MAP",255,255,false,3,5,"Maps"
256,"MENU_ACTION",255,255,false,3,6,"Actions & Traits"
257,"MENU_EMOTE",255,255,false,3,7,"Emotes"
258,"MENU_MOUNT_NOTEBOOK",255,255,false,3,8,"Mount Guide"
259,"MENU_MINION_NOTEBOOK",255,255,false,3,9,"Minion Guide"
260,"MENU_PVP_PROFILE",255,255,false,3,10,"PvP Profile"
261,"MENU_SOCIAL",255,255,false,3,12,"Social"
262,"MENU_PARTY_MEMBER",255,255,false,3,13,"Party Members"
263,"MENU_FRIEND_LIST",255,255,false,3,14,"Friend List"
264,"MENU_BLACK_LIST",255,255,false,3,15,"Black List"
265,"MENU_PC_SEARCH",255,255,false,3,16,"Player Search"
266,"MENU_LFG",255,255,false,3,17,"Party Finder"
267,"MENU_READY_CHECK",255,255,false,3,18,"Ready Check"
268,"MENU_FREECOM",255,255,false,3,19,"Free Company"
269,"MENU_HOUSING",255,255,false,3,20,"Housing"
270,"MENU_LINKSHELL",255,255,false,3,21,"Linkshells"
271,"MENU_CONTENT",255,255,false,3,22,"Duty Finder"
272,"MENU_CONTENT_INFO",255,255,false,3,23,"Timers"
273,"MENU_JOURNAL",255,255,false,3,24,"Journal"
274,"MENU_CRAFT",255,255,false,3,25,"Crafting Log"
275,"MENU_GATHER",255,255,false,3,26,"Gathering Log"
276,"MENU_MONSTER",255,255,false,3,27,"Hunting Log"
277,"MENU_FISH",255,255,false,3,28,"Fishing Log"
278,"MENU_FISH_GUIDE",255,255,false,3,29,"Fish Guide"
279,"MENU_CONTENTS_NOTEBOOK",255,255,false,3,30,"Challenge Log"
280,"MENU_ADVENTURE_NOTEBOOK",255,255,false,3,31,"Sightseeing Log"
281,"MENU_MARK",255,255,false,3,32,"Signs"
282,"MENU_FIELD_MARK",255,255,false,3,33,"Waymarks"
283,"MENU_BUDDY",255,255,false,3,34,"Companions"
284,"MENU_RETURN",255,255,false,3,35,"Return"
285,"MENU_TELEPO",255,255,false,3,36,"Teleport"
286,"MENU_ACHIVE",255,255,false,3,37,"Achievements"
287,"MENU_SYSTEM",255,253,false,3,38,"System Menu"
288,"MENU_HOWTO",255,255,false,3,39,"Active Help"
289,"MENU_RECOMMEND_LIST",255,255,false,3,40,"Recommendations"
290,"MENU_MACRO",255,255,false,3,41,"User Macros"
291,"MENU_SUPPORT",255,255,false,3,42,"Support Desk"
292,"MENU_CONFIG",255,255,false,3,43,"Character Configuration"
293,"MENU_SYSCONFIG",255,255,false,3,44,"System Configuration"
294,"MENU_LOGCOLOR",255,255,false,3,45,"Log Colors"
295,"MENU_PADCUSTOMIZE",255,255,false,3,46,"Button Configuration"
296,"MENU_GOLD_SAUCER",255,255,false,3,11,"Gold Saucer"
297,"MENU_AETHER_CURRENT",255,255,false,3,38,"Aether Currents"
298,"MENU_CURRENCY",255,255,false,3,2,"Currency"
299,"",255,255,false,0,0,""
301,"HOTBAR_1_1",255,253,false,6,1,"Hotbar 1 - Slot 1"
302,"HOTBAR_1_2",255,253,false,6,2,"Hotbar 1 - Slot 2"
303,"HOTBAR_1_3",255,253,false,6,3,"Hotbar 1 - Slot 3"
304,"HOTBAR_1_4",255,253,false,6,4,"Hotbar 1 - Slot 4"
305,"HOTBAR_1_5",255,253,false,6,5,"Hotbar 1 - Slot 5"
306,"HOTBAR_1_6",255,253,false,6,6,"Hotbar 1 - Slot 6"
307,"HOTBAR_1_7",255,253,false,6,7,"Hotbar 1 - Slot 7"
308,"HOTBAR_1_8",255,253,false,6,8,"Hotbar 1 - Slot 8"
309,"HOTBAR_1_9",255,253,false,6,9,"Hotbar 1 - Slot 9"
310,"HOTBAR_1_0",255,253,false,6,10,"Hotbar 1 - Slot 10"
311,"HOTBAR_1_A",255,253,false,6,11,"Hotbar 1 - Slot 11"
312,"HOTBAR_1_B",255,253,false,6,12,"Hotbar 1 - Slot 12"
313,"HOTBAR_2_1",255,253,false,6,13,"Hotbar 2 - Slot 1"
314,"HOTBAR_2_2",255,253,false,6,14,"Hotbar 2 - Slot 2"
315,"HOTBAR_2_3",255,253,false,6,15,"Hotbar 2 - Slot 3"
316,"HOTBAR_2_4",255,253,false,6,16,"Hotbar 2 - Slot 4"
317,"HOTBAR_2_5",255,253,false,6,17,"Hotbar 2 - Slot 5"
318,"HOTBAR_2_6",255,253,false,6,18,"Hotbar 2 - Slot 6"
319,"HOTBAR_2_7",255,253,false,6,19,"Hotbar 2 - Slot 7"
320,"HOTBAR_2_8",255,253,false,6,20,"Hotbar 2 - Slot 8"
321,"HOTBAR_2_9",255,253,false,6,21,"Hotbar 2 - Slot 9"
322,"HOTBAR_2_0",255,253,false,6,22,"Hotbar 2 - Slot 10"
323,"HOTBAR_2_A",255,253,false,6,23,"Hotbar 2 - Slot 11"
324,"HOTBAR_2_B",255,253,false,6,24,"Hotbar 2 - Slot 12"
325,"HOTBAR_3_1",255,253,false,6,25,"Hotbar 3 - Slot 1"
326,"HOTBAR_3_2",255,253,false,6,26,"Hotbar 3 - Slot 2"
327,"HOTBAR_3_3",255,253,false,6,27,"Hotbar 3 - Slot 3"
328,"HOTBAR_3_4",255,253,false,6,28,"Hotbar 3 - Slot 4"
329,"HOTBAR_3_5",255,253,false,6,29,"Hotbar 3 - Slot 5"
330,"HOTBAR_3_6",255,253,false,6,30,"Hotbar 3 - Slot 6"
331,"HOTBAR_3_7",255,253,false,6,31,"Hotbar 3 - Slot 7"
332,"HOTBAR_3_8",255,253,false,6,32,"Hotbar 3 - Slot 8"
333,"HOTBAR_3_9",255,253,false,6,33,"Hotbar 3 - Slot 9"
334,"HOTBAR_3_0",255,253,false,6,34,"Hotbar 3 - Slot 10"
335,"HOTBAR_3_A",255,253,false,6,35,"Hotbar 3 - Slot 11"
336,"HOTBAR_3_B",255,253,false,6,36,"Hotbar 3 - Slot 12"
337,"HOTBAR_4_1",255,253,false,6,37,"Hotbar 4 - Slot 1"
338,"HOTBAR_4_2",255,253,false,6,38,"Hotbar 4 - Slot 2"
339,"HOTBAR_4_3",255,253,false,6,39,"Hotbar 4 - Slot 3"
340,"HOTBAR_4_4",255,253,false,6,40,"Hotbar 4 - Slot 4"
341,"HOTBAR_4_5",255,253,false,6,41,"Hotbar 4 - Slot 5"
342,"HOTBAR_4_6",255,253,false,6,42,"Hotbar 4 - Slot 6"
343,"HOTBAR_4_7",255,253,false,6,43,"Hotbar 4 - Slot 7"
344,"HOTBAR_4_8",255,253,false,6,44,"Hotbar 4 - Slot 8"
345,"HOTBAR_4_9",255,253,false,6,45,"Hotbar 4 - Slot 9"
346,"HOTBAR_4_0",255,253,false,6,46,"Hotbar 4 - Slot 10"
347,"HOTBAR_4_A",255,253,false,6,47,"Hotbar 4 - Slot 11"
348,"HOTBAR_4_B",255,253,false,6,48,"Hotbar 4 - Slot 12"
349,"HOTBAR_5_1",255,253,false,6,49,"Hotbar 5 - Slot 1"
350,"HOTBAR_5_2",255,253,false,6,50,"Hotbar 5 - Slot 2"
351,"HOTBAR_5_3",255,253,false,6,51,"Hotbar 5 - Slot 3"
352,"HOTBAR_5_4",255,253,false,6,52,"Hotbar 5 - Slot 4"
353,"HOTBAR_5_5",255,253,false,6,53,"Hotbar 5 - Slot 5"
354,"HOTBAR_5_6",255,253,false,6,54,"Hotbar 5 - Slot 6"
355,"HOTBAR_5_7",255,253,false,6,55,"Hotbar 5 - Slot 7"
356,"HOTBAR_5_8",255,253,false,6,56,"Hotbar 5 - Slot 8"
357,"HOTBAR_5_9",255,253,false,6,57,"Hotbar 5 - Slot 9"
358,"HOTBAR_5_0",255,253,false,6,58,"Hotbar 5 - Slot 10"
359,"HOTBAR_5_A",255,253,false,6,59,"Hotbar 5 - Slot 11"
360,"HOTBAR_5_B",255,253,false,6,60,"Hotbar 5 - Slot 12"
361,"HOTBAR_6_1",255,253,false,6,61,"Hotbar 6 - Slot 1"
362,"HOTBAR_6_2",255,253,false,6,62,"Hotbar 6 - Slot 2"
363,"HOTBAR_6_3",255,253,false,6,63,"Hotbar 6 - Slot 3"
364,"HOTBAR_6_4",255,253,false,6,64,"Hotbar 6 - Slot 4"
365,"HOTBAR_6_5",255,253,false,6,65,"Hotbar 6 - Slot 5"
366,"HOTBAR_6_6",255,253,false,6,66,"Hotbar 6 - Slot 6"
367,"HOTBAR_6_7",255,253,false,6,67,"Hotbar 6 - Slot 7"
368,"HOTBAR_6_8",255,253,false,6,68,"Hotbar 6 - Slot 8"
369,"HOTBAR_6_9",255,253,false,6,69,"Hotbar 6 - Slot 9"
370,"HOTBAR_6_0",255,253,false,6,70,"Hotbar 6 - Slot 10"
371,"HOTBAR_6_A",255,253,false,6,71,"Hotbar 6 - Slot 11"
372,"HOTBAR_6_B",255,253,false,6,72,"Hotbar 6 - Slot 12"
373,"HOTBAR_7_1",255,253,false,6,73,"Hotbar 7 - Slot 1"
374,"HOTBAR_7_2",255,253,false,6,74,"Hotbar 7 - Slot 2"
375,"HOTBAR_7_3",255,253,false,6,75,"Hotbar 7 - Slot 3"
376,"HOTBAR_7_4",255,253,false,6,76,"Hotbar 7 - Slot 4"
377,"HOTBAR_7_5",255,253,false,6,77,"Hotbar 7 - Slot 5"
378,"HOTBAR_7_6",255,253,false,6,78,"Hotbar 7 - Slot 6"
379,"HOTBAR_7_7",255,253,false,6,79,"Hotbar 7 - Slot 7"
380,"HOTBAR_7_8",255,253,false,6,80,"Hotbar 7 - Slot 8"
381,"HOTBAR_7_9",255,253,false,6,81,"Hotbar 7 - Slot 9"
382,"HOTBAR_7_0",255,253,false,6,82,"Hotbar 7 - Slot 10"
383,"HOTBAR_7_A",255,253,false,6,83,"Hotbar 7 - Slot 11"
384,"HOTBAR_7_B",255,253,false,6,84,"Hotbar 7 - Slot 12"
385,"HOTBAR_8_1",255,253,false,6,85,"Hotbar 8 - Slot 1"
386,"HOTBAR_8_2",255,253,false,6,86,"Hotbar 8 - Slot 2"
387,"HOTBAR_8_3",255,253,false,6,87,"Hotbar 8 - Slot 3"
388,"HOTBAR_8_4",255,253,false,6,88,"Hotbar 8 - Slot 4"
389,"HOTBAR_8_5",255,253,false,6,89,"Hotbar 8 - Slot 5"
390,"HOTBAR_8_6",255,253,false,6,90,"Hotbar 8 - Slot 6"
391,"HOTBAR_8_7",255,253,false,6,91,"Hotbar 8 - Slot 7"
392,"HOTBAR_8_8",255,253,false,6,92,"Hotbar 8 - Slot 8"
393,"HOTBAR_8_9",255,253,false,6,93,"Hotbar 8 - Slot 9"
394,"HOTBAR_8_0",255,253,false,6,94,"Hotbar 8 - Slot 10"
395,"HOTBAR_8_A",255,253,false,6,95,"Hotbar 8 - Slot 11"
396,"HOTBAR_8_B",255,253,false,6,96,"Hotbar 8 - Slot 12"
397,"HOTBAR_9_1",255,253,false,6,97,"Hotbar 9 - Slot 1"
398,"HOTBAR_9_2",255,253,false,6,98,"Hotbar 9 - Slot 2"
399,"HOTBAR_9_3",255,253,false,6,99,"Hotbar 9 - Slot 3"
400,"HOTBAR_9_4",255,253,false,6,100,"Hotbar 9 - Slot 4"
401,"HOTBAR_9_5",255,253,false,6,101,"Hotbar 9 - Slot 5"
402,"HOTBAR_9_6",255,253,false,6,102,"Hotbar 9 - Slot 6"
403,"HOTBAR_9_7",255,253,false,6,103,"Hotbar 9 - Slot 7"
404,"HOTBAR_9_8",255,253,false,6,104,"Hotbar 9 - Slot 8"
405,"HOTBAR_9_9",255,253,false,6,105,"Hotbar 9 - Slot 9"
406,"HOTBAR_9_0",255,253,false,6,106,"Hotbar 9 - Slot 10"
407,"HOTBAR_9_A",255,253,false,6,107,"Hotbar 9 - Slot 11"
408,"HOTBAR_9_B",255,253,false,6,108,"Hotbar 9 - Slot 12"
409,"HOTBAR_10_1",255,253,false,6,109,"Hotbar 10 - Slot 1"
410,"HOTBAR_10_2",255,253,false,6,110,"Hotbar 10 - Slot 2"
411,"HOTBAR_10_3",255,253,false,6,111,"Hotbar 10 - Slot 3"
412,"HOTBAR_10_4",255,253,false,6,112,"Hotbar 10 - Slot 4"
413,"HOTBAR_10_5",255,253,false,6,113,"Hotbar 10 - Slot 5"
414,"HOTBAR_10_6",255,253,false,6,114,"Hotbar 10 - Slot 6"
415,"HOTBAR_10_7",255,253,false,6,115,"Hotbar 10 - Slot 7"
416,"HOTBAR_10_8",255,253,false,6,116,"Hotbar 10 - Slot 8"
417,"HOTBAR_10_9",255,253,false,6,117,"Hotbar 10 - Slot 9"
