Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8],9 [0x3][0x14]
50,"Versunkener Tempel von Qarn",0,"",0,0,1,0,0,"<switch:zum Versunkenen Tempel von Qarn/im Versunkenen Tempel von Qarn/der Versunkene Tempel von Qarn>",0
51,"Gridania",0,"",0,0,1,0,0,"<switch:nach Gridania/in Gridania>",0
52,"Neu-Gridania",0,"",0,0,1,0,0,"<switch:nach Neu-Gridania/in Neu-Gridania>",0
53,"Alt-Gridania",0,"",0,0,1,0,0,"<switch:nach Alt-Gridania/in Alt-Gridania>",0
54,"Tiefer Wald",0,"",0,0,1,0,0,"<switch:in den Tiefen Wald/im Tiefen Wald>",0
55,"Ostwald",0,"",0,0,1,0,0,"<switch:in den Ostwald/im Ostwald>",0
56,"Südwald",0,"",0,0,1,0,0,"<switch:in den Südwald/im Südwald>",0
57,"Nordwald",0,"",0,0,1,0,0,"<switch:in den Nordwald/im Nordwald>",0
58,"Totenacker Tam-Tara",0,"",0,0,1,0,0,"<switch:zum Totenacker Tam-Tara/am Totenacker Tam-Tara/der Totenacker Tam-Tara>",0
59,"Haukke-Herrenhaus",0,"",0,0,1,0,0,"<switch:zum Haukke-Herrenhaus/im Haukke-Herrenhaus/das Haukke-Herrenhaus>",0
60,"",0,"",0,0,0,0,0,"",0
61,"Tausend Löcher von Toto-Rak",0,"",0,0,1,0,0,"<switch:zu den Tausend Löchern von Toto-Rak/bei den Tausend Löchern von Toto-Rak/die Tausend Löcher von Toto-Rak>",0
62,"Ishgard",0,"",0,0,1,0,0,"<switch:nach Ishgard/in Ishgard>",0
63,"Zentrales Hochland von Coerthas",0,"",0,0,1,0,0,"<switch:zum zentralen Hochland von Coerthas/im zentralen Hochland von Coerthas>",0
64,"Feste Dzemael",0,"",0,0,1,0,0,"<switch:zur Feste Dzemael/in der Feste Dzemael/die Feste Dzemael>",0
65,"Goldklamm",0,"",0,0,1,0,0,"<switch:zur Goldklamm/in der Goldklamm/die Goldklamm>",0
66,"",0,"",0,0,0,0,0,"",0
67,"Mor Dhona",0,"",0,0,1,0,0,"<switch:nach Mor Dhona/in Mor Dhona>",0
68,"Jadeweiher-Ufer",0,"",0,0,1,0,0,"<switch:ans Jadeweiher-Ufer/am Jadeweiher-Ufer>",0
69,"Grünzähren",0,"",0,0,1,0,0,"<switch:nach Grünzähren/bei Grünzähren>",0
70,"Zwieselgrund",0,"",0,0,1,0,0,"<switch:zum Zwieselgrund/am Zwieselgrund>",0
71,"Sauerampferweide",0,"",0,0,1,0,0,"<switch:zum Fuchsbau/am Fuchsbau>",0
72,"Der Kohlenwald",0,"",0,0,1,0,0,"<switch:in den Kohlenwald/im Kohlenwald>",0
73,"Der Honighof",0,"",0,0,1,0,0,"<switch:zum Honighof/am Honighof>",0
74,"Neun Efeuranken",0,"",0,0,1,0,0,"<switch:nach Neun Efeuranken/in Neun Efeuranken>",0
75,"Brombeerlichtung",0,"",0,0,1,0,0,"<switch:nach Brombeerlichtung/an der Brombeerlichtung>",0
76,"Lerchenruf",0,"",0,0,1,0,0,"<switch:nach Lerchenruf/in Lerchenruf>",0
77,"Sylphenland",0,"",0,0,1,0,0,"<switch:ins Sylphenland/im Sylphenland>",0
78,"Obere Pfade",0,"",0,0,1,0,0,"<switch:nach Untere Pfade/bei den Unteren Pfaden>",0
79,"Untere Pfade",0,"",0,0,1,0,0,"<switch:nach Obere Pfade/bei den Oberen Pfaden>",0
80,"Natternhain",0,"",0,0,1,0,0,"<switch:zum Natternhain/im Natternhain>",0
81,"Florarium der Stille",0,"",0,0,1,0,0,"<switch:zum Florarium der Stille/am Florarium der Stille>",0
82,"Urths Segen",0,"",0,0,1,0,0,"<switch:nach Urths Segen/bei Urths Segen>",0
83,"Flüsterhain",0,"",0,0,1,0,0,"<switch:zum Flüsterhain/im Flüsterhain>",0
84,"Friedensgarten",0,"",0,0,1,0,0,"<switch:zum Friedensgarten/am Friedensgarten>",0
85,"Erlenbrunnen",0,"",0,0,1,0,0,"<switch:zum Erlenbrunnen/am Erlenbrunnen>",0
86,"Stolzbach",0,"",0,0,1,0,0,"<switch:zum Stolzbach/am Stolzbach>",0
87,"Blaudachs-Pforte",0,"",0,0,1,0,0,"<switch:zur Blaudachs-Pforte/an der Blaudachs-Pforte>",0
88,"Weißwolf-Pforte",0,"",0,0,1,0,0,"<switch:zur Weißwolf-Pforte/an der Weißwolf-Pforte>",0
89,"Gilberts Wachturm",0,"",0,0,1,0,0,"<switch:zu Gilberts Wachturm/in Gilberts Wachturm>",0
90,"Der Stubben",0,"",0,0,1,0,0,"<switch:zum Stubben/am Stubben>",0
91,"Gabineauxs Laube",0,"",0,0,1,0,0,"<switch:zu Gabineauxs Laube/in Gabineauxs Laube>",0
92,"Blankenfels",0,"",0,0,1,0,0,"<switch:nach Blankenfels/am Blankenfels>",0
93,"Geisterkerker",0,"",0,0,1,0,0,"<switch:zum Geisterkerker/im Geisterkerker>",0
94,"Gut Zwieselgrund",0,"",0,0,1,0,0,"<switch:zu Gut Zwieselgrund/auf Gut Zwieselgrund>",0
95,"Galvanths Wachturm",0,"",0,0,1,0,0,"<switch:zu Galvanths Wachturm/in Galvanths Wachturm/Galvanths Wachturm>",0
96,"Nophicas Lethe",0,"",0,0,1,0,0,"<switch:zu Nophicas Lethe/in Nophicas Lethe>",0
97,"Der Totenacker Tam-Tara",0,"",0,0,1,0,0,"<switch:zum Totenacker Tam-Tara/am Totenacker Tam-Tara/der Totenacker Tam-Tara>",0
98,"Spiegelsee-Steg",0,"",0,0,1,0,0,"<switch:zum Spiegelsee-Steg/am Spiegelsee-Steg>",0
99,"Lilienstein",0,"",0,0,1,0,0,"<switch:nach Lilienstein/in Lilienstein>",0
100,"Hagebaum",0,"",0,0,1,0,0,"<switch:zum Hagebaum/am Hagebaum>",0
101,"Immerschatten",0,"",0,0,1,0,0,"<switch:nach Immerschatten/in Immerschatten>",0
102,"Haukke-Herrenhaus",0,"",0,0,1,0,0,"<switch:zum Haukke-Herrenhaus/am Haukke-Herrenhaus/das Haukke-Herrenhaus>",0
103,"Blutstätte",0,"",0,0,1,0,0,"<switch:nach Blutstätte/in Blutstätte>",0
104,"Hoffnungsschimmer-Teich",0,"",0,0,1,0,0,"<switch:zum Hoffnungsschimmer-Teich/am Hoffnungsschimmer-Teich>",0
105,"Drachentrappe",0,"",0,0,1,0,0,"<switch:zur Drachentrappe/an der Drachentrappe>",0
106,"Spriggan-Nest",0,"",0,0,1,0,0,"<switch:nach Spriggan-Nest/beim Spriggan-Nest>",0
107,"Jagdhütte der Hawthornes",0,"",0,0,1,0,0,"<switch:zur Jagdhütte der Hawthornes/an der Jagdhütte der Hawthornes/die Jagdhütte der Hawthornes>",0
108,"Hagebaum",0,"",0,0,1,0,0,"<switch:zum Hagebaum/am Hagebaum>",0
109,"",0,"",0,0,0,0,0,"",0
110,"Amarissaixes Wachturm",0,"",0,0,1,0,0,"<switch:zu Amarissaixes Wachturm/an Amarissaixes Wachturm>",0
111,"Castrum Oriens",0,"",0,0,1,0,0,"<switch:nach Castrum Oriens/in Castrum Oriens>",0
112,"Dom der Einkehr",0,"",0,0,1,0,0,"<switch:zum Dom der Einkehr/am Dom der Einkehr>",0
113,"Sylphen-Zuflucht",0,"",0,0,1,0,0,"<switch:zur Sylphen-Zuflucht/in der Sylphen-Zuflucht>",0
114,"Mondsporenforst",0,"",0,0,1,0,0,"<switch:zum Mondsporenforst/im Mondsporenforst>",0
115,"Sprösslings-Wiege",0,"",0,0,1,0,0,"<switch:zur Sprösslings-Wiege/bei der Sprösslings-Wiege>",0
116,"Goldblatt-Estrade",0,"",0,0,1,0,0,"<switch:zur Goldblatt-Estrade/an der Goldblatt-Estrade>",0
117,"Die hängenden Gärten",0,"",0,0,1,0,0,"<switch:zu den Hängenden Gärten/in den hängenden Gärten>",0
118,"Buscarrons Narbe",0,"",0,0,1,0,0,"<switch:nach Buscarrons Narbe/in Buscarrons Narbe>",0
119,"Buscarrons Horst",0,"",0,0,1,0,0,"<switch:nach Buscarrons Horst/in Buscarrons Horst>",0
120,"Tausend Löcher von Toto-Rak",0,"",0,0,1,0,0,"<switch:zu den Tausend Löchern von Toto-Rak/bei den Tausend Löchern von Toto-Rak>",0
121,"Issom-Har",0,"",0,0,1,0,0,"<switch:nach Issom-Har/in Issom-Har>",0
122,"Niemandshöhle",0,"",0,0,1,0,0,"<switch:in die Niemandshöhle/in der Niemandshöhle>",0
123,"Camp Seelenruhe",0,"",0,0,1,0,0,"<switch:zum Camp Seelenruhe/im Camp Seelenruhe>",0
124,"",0,"",0,0,0,0,0,"",0
125,"Historisches Amdapor",0,"",0,0,1,0,0,"<switch:zum historischen Amdapor/beim historischen Amdapor/das historische Amdapor>",0
126,"Wurzelmoor",0,"",0,0,1,0,0,"<switch:zum Wurzelmoor/am Wurzelmoor>",0
127,"Luftschiff-Landeplatz (Südwald)",0,"",0,0,1,0,0,"<switch:zum Luftschiff-Landeplatz im Südwald/am Luftschiff-Landeplatz im Südwald>",0
128,"Ruinen von Amdapor",0,"",0,0,1,0,0,"<switch:zu den Ruinen von Amdapor/in den Ruinen von Amdapor/die Ruinen von Amdapor>",0
129,"Mühlenbruch",0,"",0,0,1,0,0,"<switch:nach Mühlenbruch/in Mühlenbruch>",0
130,"Rotbauch-Nest",0,"",0,0,1,0,0,"<switch:zum Rotbauch-Nest/am Rotbauch-Nest>",0
131,"Goblin-Treff",0,"",0,0,1,0,0,"<switch:nach Goblin-Treff/in Goblin-Treff>",0
132,"Rotthaufen",0,"",0,0,1,0,0,"<switch:zum Rotthaufen/am Rotthaufen>",0
133,"Urths Quelle",0,"",0,0,1,0,0,"<switch:zu Urths Quelle/bei Urths Quelle>",0
134,"",0,"",0,0,0,0,0,"",0
135,"Gelbschlangen-Pforte",0,"",0,0,1,0,0,"<switch:zur Gelbschlangen-Pforte/an der Gelbschlangen-Pforte/die Gelbschlangen-Pforte>",0
136,"Flüsterhain-Stallung",0,"",0,0,1,0,0,"<switch:zur Flüsterhain-Stallung/an der Flüsterhain-Stallung>",0
137,"E-Tatts Wachturm",0,"",0,0,1,0,0,"<switch:zu E-Tatts Wachturm/bei E-Tatts Wachturm>",0
138,"Hagebaum",0,"",0,0,1,0,0,"<switch:zum Hagebaum/am Hagebaum>",0
139,"Mühlenhain",0,"",0,0,1,0,0,"<switch:nach Mühlenhain/in Mühlenhain>",0
140,"Herbstkürbis-See",0,"",0,0,1,0,0,"<switch:zum Herbstkürbis-See/am Herbstkürbis-See>",0
141,"Der Schwimmende Korken",0,"",0,0,1,0,0,"<switch:zum Schwimmenden Korken/im Schwimmenden Korken>",0
142,"Florentels Wachturm",0,"",0,0,1,0,0,"<switch:zu Florentels Wachturm/bei Florentels Wachturm>",0
143,"Prospektoren-Höhle",0,"",0,0,1,0,0,"<switch:zur Prospektoren-Höhle/in der Prospektoren-Höhle>",0
144,"Ruinen von Gelmorra",0,"",0,0,1,0,0,"<switch:zu den Ruinen von Gelmorra/in den Ruinen von Gelmorra>",0
145,"Ixal-Kahlhieb",0,"",0,0,1,0,0,"<switch:zum Ixal-Kahlhieb/am Ixal-Kahlhieb>",0
146,"Eugenias Wachturm",0,"",0,0,1,0,0,"<switch:zu Eugenias Wachturm/bei Eugenias Wachturm>",0
147,"",0,"",0,0,1,0,0,"",0
148,"",0,"",0,0,0,0,0,"",0
149,"",0,"",0,0,0,0,0,"",0
150,"",0,"",0,0,0,0,0,"",0
151,"Der Traumbaum",0,"",0,0,1,0,0,"<switch:in den Traumbaum/im Traumbaum>",0
152,"Tiefstes Inneres",0,"",0,0,1,0,0,"<switch:ins Tiefste Innere/im Tiefsten Inneren>",0
153,"Mordion-Kerker",0,"",0,0,1,0,0,"<switch:zum Mordion-Kerker/im Mordion-Kerker>",0
154,"Die Wolfshöhle",0,"",0,0,1,0,0,"<switch:zur Wolfshöhle/in der Wolfshöhle>",0
155,"Honigblumen-Steg",0,"",0,0,1,0,0,"<switch:zum Honigblumen-Steg/am Honigblumen-Steg>",0
156,"Westliche Blattader",0,"",0,0,1,0,0,"<switch:zur Westlichen Blattader/bei der Westlichen Blattader>",0
157,"Östliche Blattader",0,"",0,0,1,0,0,"<switch:zur Östlichen Blattader/bei der Östlichen Blattader>",0
158,"Josselins Wachturm",0,"",0,0,1,0,0,"<switch:zu Josselins Wachturm/an Josselins Wachturm>",0
159,"Imkerei Blütengold",0,"",0,0,1,0,0,"<switch:zur Imkerei Blütengold/in der Imkerei Blütengold>",0
160,"Gesegneter Jungbaum",0,"",0,0,1,0,0,"<switch:zum Gesegneten Jungbaum/am Gesegneten Jungbaum>",0
161,"Zephyr-Schneise",0,"",0,0,1,0,0,"<switch:zur Sephyr-Schneise/in der Sephyr-Schneise>",0
162,"Sommerfurt",0,"",0,0,1,0,0,"<switch:zur Sommerfurt/an der Sommerfurt>",0
163,"Drei-Malme-Biegung",0,"",0,0,1,0,0,"<switch:zur Drei-Malme-Biegung/an der Drei-Malme-Biegung>",0
164,"Moraby-Bucht",0,"",0,0,1,0,0,"<switch:zur Moraby-Bucht/in der Moraby-Bucht>",0
165,"Zedernwald",0,"",0,0,1,0,0,"<switch:zum Zedernwald/im Zedernwald>",0
166,"Gottes Griff",0,"",0,0,1,0,0,"<switch:nach Gottes Griff/an Gottes Griff>",0
167,"Rotgischt",0,"",0,0,1,0,0,"<switch:nach Rotgischt/in Rotgischt>",0
168,"Regenfänger-Rinne",0,"",0,0,1,0,0,"<switch:zur Regenfänger-Rinne/in der Regenfänger-Rinne>",0
169,"Zeitloser Pfad",0,"",0,0,1,0,0,"<switch:zum Zeitlosen Pfad/am Zeitlosen Pfad>",0
170,"Viertelstein",0,"",0,0,1,0,0,"<switch:nach Viertelstein/in Viertelstein>",0
171,"Schädeltal",0,"",0,0,1,0,0,"<switch:zum Schädeltal/im Schädeltal>",0
172,"Halbstein",0,"",0,0,1,0,0,"<switch:nach Halbstein/in Halbstein>",0
173,"Die Phantominseln",0,"",0,0,1,0,0,"<switch:zu den Phantominseln/auf den Phantominseln>",0
174,"Eichenwald",0,"",0,0,1,0,0,"<switch:zum Eichenwald/im Eichenwald>",0
175,"Himmelsstiege",0,"",0,0,1,0,0,"<switch:zur Himmelsstiege/auf der Himmelsstiege>",0
176,"Eisensee",0,"",0,0,1,0,0,"<switch:zum Eisensee/am Eisensee>",0
177,"Bronzesee",0,"",0,0,1,0,0,"<switch:zum Bronzesee/am Bronzesee>",0
178,"Zelmas Klamm",0,"",0,0,1,0,0,"<switch:zu Zelmas Klamm/in Zelmas Klamm>",0
179,"Zephyr-Tor",0,"",0,0,1,0,0,"<switch:zum Zephyr-Tor/am Zephyr-Tor>",0
180,"Galadion-Bucht",0,"",0,0,1,0,0,"<switch:zur Galadion-Bucht/in der Galadion-Bucht>",0
181,"De Nevelle-Landstraße",0,"",0,0,1,0,0,"<switch:zur De Nevelle-Landstraße/an der De Nevelle-Landstraße>",0
182,"Schurkenstrom",0,"",0,0,1,0,0,"<switch:zum Schurkenstrom/am Schurkenstrom>",0
183,"La Thagran-Grenzposten",0,"",0,0,1,0,0,"<switch:zum La Thagran-Grenzposten/am La Thagran-Grenzposten>",0
184,"Sommerfurt-Höfe",0,"",0,0,1,0,0,"<switch:zu den Sommerfurt-Höfen/an den Sommerfurt-Höfen>",0
185,"Klagegrotte",0,"",0,0,1,0,0,"<switch:zur Klagegrotte/in der Klagegrotte>",0
186,"Der Agelyss",0,"",0,0,1,0,0,"<switch:zum Fluss Agelyss/am Fluss Agelyss>",0
187,"Der Kochkessel",0,"",0,0,1,0,0,"<switch:zum Kochkessel/im Kochkessel>",0
188,"Feldscheune",0,"",0,0,1,0,0,"<switch:zur Feldscheune/an der Feldscheune>",0
189,"Der Abstieg",0,"",0,0,1,0,0,"<switch:zum Abstieg/am Abstieg>",0
190,"Himmelszug",0,"",0,0,1,0,0,"<switch:zum Himmelszug/am Himmelszug>",0
191,"De Nevelle-Grenzposten",0,"",0,0,1,0,0,"<switch:zum De Neville-Grenzposten/am De Neville-Grenzposten>",0
192,"Flüsterklamm",0,"",0,0,1,0,0,"<switch:zur Flüsterklamm/in der Flüsterklamm>",0
193,"Der Nymquell",0,"",0,0,1,0,0,"<switch:zum Nymquell/am Nymquell>",0
194,"Fockmast",0,"",0,0,1,0,0,"<switch:zum Fockmast/im Fockmast>",0
195,"Verrückte Brücke",0,"",0,0,1,0,0,"<switch:zur Verrückten Brücke/an der Verrückten Brücke>",0
196,"Die Augen",0,"",0,0,1,0,0,"<switch:zu den Augen/an den Augen>",0
197,"Die Trauernde Witwe",0,"",0,0,1,0,0,"<switch:zur Trauernden Witwe/bei der Trauernden Witwe>",0
198,"Sturmtor",0,"",0,0,1,0,0,"<switch:zum Sturmtor/am Sturmtor>",0
199,"Oschons Klammer",0,"",0,0,1,0,0,"<switch:zu Oschons Klammer/an Oschons Klammer>",0
200,"Gockelburg",0,"",0,0,1,0,0,"<switch:zur Gockelburg/an der Gockelburg>",0
201,"Die Graue Flotte",0,"",0,0,1,0,0,"<switch:zur Grauen Flotte/bei der Grauen Flotte>",0
202,"Finstereisenmine",0,"",0,0,1,0,0,"<switch:zur Finstereisenmine/in der Finstereisenmine>",0
203,"La Thagran-Landstraße",0,"",0,0,1,0,0,"<switch:zur La Thagran-Landstraße/an der La Thagran-Landstraße>",0
204,"Steckenschuppen",0,"",0,0,1,0,0,"<switch:zum Steckenschuppen/am Steckenschuppen>",0
205,"Sturmvogelturm",0,"",0,0,1,0,0,"<switch:zum Sturmvogelturm/am Sturmvogelturm>",0
206,"Sonnenküste",0,"",0,0,1,0,0,"<switch:zur Sonnenküste/an der Sonnenküste>",0
207,"Der Agelyss",0,"",0,0,1,0,0,"<switch:zum Agelyss/am Agelyss>",0
208,"Fähranleger",0,"",0,0,1,0,0,"<switch:zum Fähranleger/am Fähranleger>",0
209,"Garloks Höhle",0,"",0,0,1,0,0,"<switch:zu Garloks Höhle/an Garloks Höhle>",0
210,"Fähranleger - Verborgener Wasserfall",0,"",0,0,1,0,0,"<switch:zum Fähranleger am Verborgenen Wasserfall/am Fähranleger am Verborgenen Wasserfall>",0
211,"Verborgener Wasserfall",0,"",0,0,1,0,0,"<switch:zum Verborgenen Wasserfall/am Verborgenen Wasserfall>",0
212,"Brüllvolx' Langrast",0,"",0,0,1,0,0,"<switch:zu Brüllvolx' Langrast/an Brüllvolx' Langrast/Brüllvolx' Langrast>",0
213,"Durchtrennte Bande",0,"",0,0,1,0,0,"<switch:zur Durchtrennten Bande/an der Durchtrennten Bande>",0
214,"Mantisfall",0,"",0,0,1,0,0,"<switch:zum Mantisfall/am Mantisfall>",0
215,"Fähranleger - Regenfänger",0,"",0,0,1,0,0,"<switch:zum Fähranleger am Regenfänger/am Fähranleger am Regenfänger>",0
216,"Weinhafen",0,"",0,0,1,0,0,"<switch:zum Weinhafen/im Weinhafen>",0
217,"Castrum Occidens",0,"",0,0,1,0,0,"<switch:zum Castrum Occidens/am Castrum Occidens>",0
218,"Tölpelturm-Siedlung",0,"",0,0,1,0,0,"<switch:zur Tölpelturm-Siedlung/in der Tölpelturm-Siedlung>",0
219,"Dodo-Nistgebiet",0,"",0,0,1,0,0,"<switch:zum Dodo-Nistgebiet/im Dodo-Nistgebiet>",0
220,"Leuchtturm Braubake",0,"",0,0,1,0,0,"<switch:zum Leuchtturm Braubake/am Leuchtturm Braubake>",0
221,"De Nevelle-Landstraße",0,"",0,0,1,0,0,"<switch:zur De Nevelle-Landstraße/an der De Nevelle-Landstraße>",0
222,"Sastasha-Höhle",0,"",0,0,1,0,0,"<switch:zur Sastasha-Höhle/in der Sastasha-Höhle/die Sastasha-Höhle>",0
223,"Bierhafen",0,"",0,0,1,0,0,"<switch:nach Bierhafen/in Bierhafen>",0
224,"Camp Schädeltal",0,"",0,0,1,0,0,"<switch:zum Camp Schädeltal/im Camp Schädeltal>",0
225,"Aerghaems Gruft",0,"",0,0,1,0,0,"<switch:zu Aerghaems Gruft/in Aerghaems Gruft>",0
226,"Norddamm",0,"",0,0,1,0,0,"<switch:zum Norddamm/am Norddamm>",0
227,"Süddamm",0,"",0,0,1,0,0,"<switch:zum Süddamm/am Süddamm>",0
228,"Schiffsfriedhof",0,"",0,0,1,0,0,"<switch:zum Schiffsfriedhof/am Schiffsfriedhof>",0
229,"",0,"",0,0,0,0,0,"",0
230,"Pharos Sirius",0,"",0,0,1,0,0,"<switch:zum Pharos Sirius/am Pharos Sirius>",0
231,"Memeroons Handelsposten",0,"",0,0,1,0,0,"<switch:zu Memeroons Handelsposten/bei Memeroons Handelsposten>",0
232,"Witwenmühle",0,"",0,0,1,0,0,"<switch:zur Witwenmühle/an der Witwenmühle>",0
233,"Thalaos",0,"",0,0,1,0,0,"<switch:nach Thalaos/in Thalaos>",0
234,"Narrenfall",0,"",0,0,1,0,0,"<switch:zum Narrenfall/am Narrenfall>",0
235,"Einsiedlerhütte",0,"",0,0,1,0,0,"<switch:zur Einsiedlerhütte/an der Einsiedlerhütte>",0
236,"Die Schwebende Stadt Nym",0,"",0,0,1,0,0,"<switch:zur Schwebenden Stadt Nym/in der Schwebenden Stadt Nym>",0
237,"Camp Ausblick",0,"",0,0,1,0,0,"<switch:zum Camp Ausblick/im Camp Ausblick>",0
238,"U'Ghamaro-Minen",0,"",0,0,1,0,0,"<switch:zum Camp Bronzesee/im Camp Bronzesee>",0
239,"Camp Bronzesee",0,"",0,0,1,0,0,"<switch:zum Palast des Wanderers/im Palast des Wanderers>",0
240,"Palast des Wanderers",0,"",0,0,1,0,0,"<switch:zum Camp Ausblick/im Camp Ausblick>",0
241,"Jijiroons Handelsposten",0,"",0,0,1,0,0,"<switch:zu Jijiroons Handelsposten/bei Jijiroons Handelsposten>",0
242,"Koboldgrube",0,"",0,0,1,0,0,"<switch:zur Koboldgrube/in der Koboldgrube>",0
243,"Hämmerweide",0,"",0,0,1,0,0,"<switch:zur Hämmerweide/auf der Hämmerweide>",0
244,"Horizontblick",0,"",0,0,1,0,0,"<switch:nach Horizontblick/in Horizontblick>",0
245,"Tal der Spuren",0,"",0,0,1,0,0,"<switch:zum Tal der Spuren/im Tal der Spuren>",0
246,"Kap Westwind",0,"",0,0,1,0,0,"<switch:zum Kap Westwind/am Kap Westwind>",0
247,"Kakteenmulde",0,"",0,0,1,0,0,"<switch:zur Kakteenmulde/an der Kakteenmulde>",0
248,"Kohlenstaub",0,"",0,0,1,0,0,"<switch:nach Kohlenstaub/in Kohlenstaub>",0
249,"Die Klaue",0,"",0,0,1,0,0,"<switch:zur Klaue/an der Klaue>",0
250,"Knochenbleich",0,"",0,0,1,0,0,"<switch:nach Knochenbleich/in Knochenbleich>",0
251,"Sandtor",0,"",0,0,1,0,0,"<switch:zum Sandtor/am Sandtor>",0
252,"Wellwick-Forst",0,"",0,0,1,0,0,"<switch:zum Wellwick-Forst/im Wellwick-Forst>",0
253,"Der Feuerwall",0,"",0,0,1,0,0,"<switch:zum Feuerwall/am Feuerwall>",0
254,"Mordsdurst",0,"",0,0,1,0,0,"<switch:nach Mordsdurst/in Mordsdurst>",0
