Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8]
16,"Sylphe",3,"Sylphen",1,0,1,1,0,"Im nördlichen Gridania, in den Tiefen des Finsterwaldes, lebt zurückgezogen das Volk der Sylphen. Diese zierlichen Wesen ähneln Kinderpuppen, die man in strahlend grüne Blätter eingewickelt hat. Das Verhalten der Sylphen lässt sich dabei durchaus mit dem eines unschuldigen Kindes vergleichen, doch ihre Neigung, Gebrauch von ihren magischen Talenten zu machen, um Reisende zu triezen – wenn auch auf spielerische Weise – hat schon oft für Angst und Schrecken auf Seiten ihrer unglückseligen Opfer gesorgt."
17,"Kobold",4,"Kobolde",2,0,1,0,0,"Kobolde sind maulfwurfartige Kreaturen, die unter O'Ghomoro, einem Vulkan im nördlichen Vylbrand, ein Gewirr von Tunneln ausgehoben haben. Der Wilde Stamm glaubt daran, dass die Erze der Erde ein Geschenk des Primae Titan sind, und so versuchen die Kobolde durch den Einsatz ihrer alchemistischen Fertigkeiten ihrer Gottheit zur Ehre zu gereichen. Das Friedensabkommen zwischen den Kobolden und Limsa Lominsa hat nur wenig dazu beigetragen, immer wieder auflebende Feindseligkeiten einzudämmen."
18,"Sahagin",3,"Sahagin",1,0,1,0,0,"Dieser unter Wasser lebende Wilde Stamm ist in einer Stadt am Grunde der Indigotiefen zu Hause. Die Sahagin können zu Lande und zu Wasser atmen, gleiten jedoch mit besonders anmutiger Leichtigkeit durch die nassen Tiefen. Die sozialen Strukturen der Sahagin ähneln einer Pyramide, mit einer Art Königin an ihrer Spitze. Wer es wagt, auf den Straßen von Limsa Lominsa den Namen der Sahagin zu äußern, zieht dunkle Blicke und hastig ausgesprochene Flüche hinter vorgehaltener Hand auf sich."
19,"Tataru",3,"NONE",1,0,0,1,1,"„♪ Auf weißem Sand so glühend, da blüht ein Blümchen zart ♪\n♪ Sich in den Himmel reckend, spürt nicht den Fels so hart ♪“"
20,"Mogry",4,"Mogrys",1,0,1,0,0,"Lass dich nicht von ihrem gefälligen, niedlichen Äußeren täuschen, Mogrys sind hochintelligente Kreaturen, die mit ihrer einzigartigen Elementarmagie heilloses Chaos veranstalten können. Für gewöhnlich bleiben sie unter ihresgleichen und begnügen sich damit, den Finsterwald zu durchstreifen und verstecken sich dabei hinter Zaubern, die sie vor neugierigen Augen schützen. Nur wer besonders empfänglich für spirituelle Schwingungen ist, hat vielleicht trotzdem eine Chance, sie zu sehen."
21,"Sirene",3,"Sirenen",1,0,1,1,0,"Einst fürchtete man sie über die fünf Meere hinweg, doch heute sind Sirenen nur noch „der Stoff aus dem Legenden sind“, was zum Teil auf das Konto der groß angelegten Jagd des berüchtigten Freibeuters Nebelbart geht. Sichtungen jener verführerischen Teufelinnen in jüngster Zeit sorgen jedoch dafür, dass man sich zu Land wie zu Wasser vermehrt Geschichten über sie erzählt, wie sie ganze Schiffsmannschaften mit ihren Gesängen bezirzen und dann von den Seelen ihrer Gefangenen zehren, bis nichts als leblose Hüllen von ihnen übrigbleiben."
22,"Ultros & Typhon",3,"NONE",1,0,0,0,1,"Man hält die zwei für Nichtsgesandte, die mit Hilfe eines arkanen Zaubers, auf den ein Student der Thaumaturgengilde gestoßen ist, in diese Welt beschworen wurden. Nach ihrer Ankunft auf der materiellen Ebene, haben sich die beiden schnell an das Leben in Eorzea gewöhnt. Ultros konnte sich als Hauptattraktion für vom Kollosseum veranstaltete Tierhetzjagden verdingen und Typhon arbeitet unter Godbert Manderville in dessen luxuriösem Spiel-Etablissement, dem Gold Saucer."
23,"Dämonenwand",3,"Dämonenwände",2,0,1,1,0,"Diese gruseligen Wächterkreaturen sind das Produkt uralter Magien. Ihnen wurde Leben eingehaucht, indem man einst auf ausgewählte, ganz bestimmte Wände arkane Muster mit Blut geschrieben hat. Auch wenn ihre Meister schon lange nicht mehr sind, so schützen diese Wächter mit ihren dämonischen Fratzen auch weiterhin die zerfallenden Ruinen, an die sie gebunden sind – ganz zur Überraschung und zum Horror von so manchem nichtsahnenden Abenteurer."
24,"Sukkubus",3,"Sukkubi",1,0,1,0,0,"Sukkubi manifestieren sich auf der materiellen Ebene, indem sie ihre Seelen in die Körper verstorbener Frauen zwängen. Ist dieser Übergang erst abgeschlossen, schreibt man den Kreaturen, die daraus entstehen ein hübsches, ja gar feenhaftes Aussehen zu. Noch befremdlicher ist die Tatsache, dass diese Nichtsgesandten Forschern zufolge die Charakterzüge ihrer verstorbenen Wirtskörper an den Tag legen. Sukkubi sind auf den dritten und vierten Rängen der Nichtsgesandten-Hierarchie angesiedelt."
25,"Chimära",3,"Chimären",1,0,1,1,0,"Die Chimära ist eine albtraumhafte Kombination aus Löwe, Ziegenbock und Drache und hat dementsprechend drei Köpfe, mächtige Flügel und einen mit Stacheln versehenen Schwanz. Ihr Ursprung ist vieldiskutiert: Manche behaupten steif und fest, die Kreatur sei ein grausamer Scherz der Götter, während andere glauben, sie sei das kranke Produkt verbotener Hexerei."
26,"Blauer Drache",8,"Blaue Drachen",1,0,1,0,0,"Ein blauer Drache teilt sich das Blut mit dem Urdrachen Midgarsormr und seinen Nachkommen, den sieben Hohen Drachen. Er kann älter als tausend Sommer werden, ein Zeitraum, während dem die Kreatur mannigfaltige Veränderungen durchmacht. Diese „Evolution“ macht jedes Exemplar dieser Spezies einzigartig und macht es damit auch umso schwieriger für Feinde der Drachen, wirksame – da erprobte – Kampfstrategien gegen sie anzuwenden."
27,"Bugaal Ja",3,"NONE",1,0,0,0,1,"„Mamool Ja will <i>Freiheit</i> - Freiheit zum Tanzen! Warum versteht keiner!?“"
28,"Momodi",3,"NONE",1,0,0,1,1,"„Und bei Liebeskummer leih ich dir auch gerne ein Ohr. Schließlich gibt's keine Beziehung, die Gil noch nicht gekittet hätte. Zumindest für eine Weile, hehe.“"
29,"Baderon",3,"NONE",1,0,0,0,1,"„Aber natürlich, werter Offizier! Und jetzt solltet Ihr und Eure Kameraden euch erst einmal von den Strapazen Eures anstrengenden Jobs erholen. Wir haben gerade frisches Bier geliefert bekommen. Warum genehmigt Ihr Euch alle nicht einen Tropfen. Geht aufs Haus!“"
30,"Miounne",3,"NONE",1,0,0,1,1,"„Jede Hilfe ist willkommen! Also, kann ich auf dich zählen?“"
31,"Livia sas Junius",3,"NONE",1,0,0,1,1,"„Der Legatus hat dir eine Aufgabe erteilt, und die hast du zu erfüllen. Ich schlage vor, dass du dich etwas mehr ins Zeug legst. Sonst werde ich dir Respekt vor ihm beibringen.“"
32,"Rhitahtyn sas Arvina",3,"NONE",1,0,0,0,1,"„Ich, Rhitahtyn sas Arvina, Praefectus des Garleischen Reichs, Diener von Legatus Gaius van Baelsar, Schwert und Schild des Kaisers von Garlemald, werde dich vernichten!“"
33,"Biggs & Wedge",3,"NONE",1,0,0,0,1,"„He, du Holzkopf, willst du dich nicht auch bedanken?“\n„Doch, klar! Danke für deine Hilfe!“"
34,"Gerolt",3,"NONE",1,0,0,0,1,"„Also gut, <if:Abenteurerin/Abenteurer>, dann spitz mal die Lauscher: Auch wenn ich wie der letzte Penner von einem Grobschmied Kessel hämmere, so steckt in mir immer noch irgendwo ein Handwerksmeister ...“"
35,"Frixio",3,"NONE",1,0,0,1,1,"„Die Meinige ist fast zu Gizarbrei zerquetscht worden!“"
36,"Mutagenix",3,"NONE",1,0,0,0,1,"„Pshhh ... Khooo ... Seelenselbst lebt in oftbenutzene Sache. Wenn voll von Seelenselbst, oftbenutzene Sache wird zu Glitzerstein. Dann Name ist <i>Materia</i>.“"
37,"Memeroon",3,"NONE",1,0,0,0,1,"„Niiicht!!! Memeroon zahlt Glitzergil für Bruder! Jaja! Memeroon hat viel viel Glitzergil!“"
38,"Behemoth",4,"Behemoth",1,0,1,0,0,"Die ersten Sichtungen dieser vor Muskeln strotzenden Bestien in den Bergen von Coerthas fielen zeitlich mit dem Hereinbrechen der Siebten Katastrophe zusammen. Gelehrte gehen davon aus, dass es sich bei ihnen um die Brut des Primae Bahamut handelt und haben die Kreaturen daher „Behemoth“ genannt. Abgesehen von ihren offensichtlichen körperlichen Merkmalen ist kaum etwas über ihre Physiologie oder ihre Verhaltensmuster bekannt."
39,"Gilgamesh & Enkidu",3,"NONE",1,0,0,0,1,"„Ich bin übrigens Gilgamesch. Ist mir eine Ehre, eure Bekanntschaft zu machen.“"
40,"Ifrit",3,"NONE",1,0,0,0,1,"Ifrit wurde von den Amalj’aa der ausgetrockneten Ebenen von Paglth'an beschworen. Der Gott des Infernos – mit seinen glühenden Klauen, die Metall in zähe brodelnde Flüssigkeit verwandeln, und seinen grässlichen Hörnern, die gen Himmel ragen und dabei drohen, den Himmel zu brandmarken – wird auf der ganzen Welt wegen seines brennenden Zorns gefürchtet, der beinahe ebenso unersättlich ist wie sein schwelendes Verlangen, seine Armeen heranwachsen zu sehen."
41,"Titan",3,"NONE",1,0,0,0,1,"Titan wurde von den Kobolden von O'Ghomoro beschworen und ist von einer Aura der Duldsamkeit umgeben, wie man sie von den anderen Primae kaum kennt. Spürt er jedoch, dass das Leben seiner loyalen Akolythen in Gefahr ist, zögert er nicht, im wahrsten Sinne des Wortes Berge zu versetzen, um jene zu zerquetschen, die ihnen Böses wollen."
42,"Garuda",3,"NONE",1,0,0,0,1,"Die Windgöttin Garuda wurde von den Ixal von Xelphatol beschworen. Sie hat die verblüffende Fähigkeit, die Luft um sie herum zu manipulieren, jedoch haben die Winde, die sie wie eine Waffe führt, ihr Herz und ihren Verstand verdreht und sie zu einer unbarmherzigen Tyrannin mit einem unersättlichen Appetit für Zerstörung gemacht."
43,"Mogul Mog",3,"NONE",1,0,0,0,1,"Der legendäre Mogry-König Mogul Mog wurde von einer irregeleiteten Splittergruppe von Mogrys aus dem Finsterwald beschworen. Sie glauben, dass er es war, der ihr Volk von ihrem Zuhause im sternbedeckten Himmelsgewölbe nach Eorzea geführt hat. Mogrygroßkönig Mogul Mog XII. ist gut zu seiner Handvoll Untertanen und teilt königliche Strafen nur an andere aus, die es wagen, sich ihm in den Weg zu stellen."
44,"Raya-O-Senna & A-Ruhn-Senna",3,"NONE",1,0,0,1,1,"„Den Namen Senna hast du bestimmt schon einmal gehört. Die Anführerin der Bruderschaft der Morgenviper und Oberste Saatseherin Kan-E-Senna ist meine ältere Schwester. Zusammen mit meinem jüngeren Bruder A-Ruhn-Senna sind wir die drei Saatseher.“"
45,"Godbert Manderville",3,"NONE",1,0,0,0,1,"„Der Riesenbüffel sah das anders und hat es doch tatsächlich gewagt, Eorzeas bedeutendsten Goldschmied aufs Übelste zuzurichten. Eine skandalöse, ja geradezu peinliche Geschichte ist das aber auch!“"
46,"Thancred",3,"NONE",1,0,0,0,1,"„Ab und zu muss man eben auch mal zeigen, was man so draufhat.“"
47,"Nero tol Scaeva",3,"NONE",1,0,0,0,1,"„Wir werden schon sehen, wer von uns beiden mehr auf dem Kasten hat ... Garlond.“"
48,"Papalymo & Yda",3,"NONE",1,0,0,0,1,"„Na <i>endlich</i>, Yda!“\n„Ah, so ein Glück! Ihr seid alle unverletzt!“"
49,"Y'shtola",3,"NONE",1,0,0,1,1,"„Wie auch immer, mit dem hier werden wir schon fertig!“"
50,"Urianger",3,"NONE",1,0,0,0,1,"„Nun kommt ganz gewiss die Dämmerung am Morgen ... Deine strahlende Präsenz wird ihr den Weg bereiten.“"
51,"Ultima-Waffe",3,"Ultima-Waffe",1,0,1,1,0,"Die Ultima-Waffe ist ein Relikt aus der Dritten Ära des Lichts und beruht auf alter allagischer Technologie – jene Technologie, die es ermöglichte, dass sich das Allagische Reich über ganz Hydaelyn erstrecken konnte. Nach der Wiederentdeckung des mechanischen Monstrums, das tief unter der Erde kurz hinter Ala Mhigo begraben lag, hat die XIV. Legion die Ultima-Waffe wieder in Schuss gebracht, damit sie als Gegenmaßnahme gegen die stets wachsende Bedrohung durch die Primae herhalten kann."
52,"Odin",3,"NONE",1,0,0,0,1,"Niemand weiß genau, wann oder von wem Odin beschworen wurde, doch der Dunkle Reiter durchstreift ohne Unterlass den Finsterwald auf seinem treuen Schlachtross Sleipnir und wartet geduldig auf die Gelegenheit zur Abrechnung für etwas, das ihm vor langer Zeit widerfahren ist."
53,"Ramuh",3,"NONE",1,0,0,0,1,"Die Sylphen des Finsterwaldes verehren Ramuh, sind regelrecht von ihm besessen. Der Herr der Blitze ist eine mächtige, Ehrfurcht gebietende Gestalt mit grenzenlosem Wissen über vergangene Zeiten. Er ist ebenso streng wie gerecht und sein Urteil ist endgültig: Wer sich einer Todsünde schuldig gemacht hat, wird von ihm mit gleißenden Blitzen niedergestreckt."
54,"Leviathan",3,"NONE",1,0,0,0,1,"Der Herr der Wogen wurde von den Sahagin der Indigotiefen beschworen. Er lauert unter der Meeresoberfläche und wartet nur darauf, Schiffe im Ganzen zu verschlucken und die Seefahrer in die Ränge seiner ertrunkenen Gefolgsleute aufzunehmen. Fischer glauben seit jeher, dass zerstörerische Wellen von dem mächtigen Schwanz eines erzürnten Leviathan ausgehen, und bringen seit Jahrhunderten Opfer dar in der Hoffnung, die tobende Kreatur der Tiefe zu besänftigen."
55,"Shiva",3,"NONE",1,0,0,1,1,"Im <i>Enchiridion</i>, der heiligen Schrift des ishgardischen Glaubens, wird Shiva als die Urverräterin beschreiben, die Erste, die der Versuchung durch die Drachen erlegen ist. Ihre Anhänger verehren sie jedoch als Heilige, die versucht hat, die Menschen und die Drachen durch ihr selbstloses Opfer zusammenzubringen, dabei jedoch gescheitert ist."
56,"Minfilia",3,"NONE",1,0,0,1,1,"„Die größte Gefahr sehen wir in den göttlichen Wesen, die Primae genannt werden.“"
57,"Lahabrea",3,"NONE",1,0,0,0,1,"„Deshalb muss die Geschichte von dir und dem Kristall nun ein jähes Ende nehmen!“"
58,"Cid Garlond",3,"NONE",1,0,0,0,1,"„Dieses Schiff wurde dafür gemacht, um Helden wie dich an die Front zu bringen!“"
59,"Alphinaud & Alisaie",3,"NONE",1,0,0,0,1,"„Schwesterherz, wir beide haben doch das gleiche Ziel. Auch wenn wir unterschiedliche Wege gehen, ziehen wir hoffentlich an einem Strang.“\n„Das wird sich zeigen.“ "
60,"Louisoix Leveilleur",3,"NONE",1,0,0,0,1,"„Es ist genug, Silberschwinge. Du wirst diese Welt nun endlich verlassen!“"
61,"Bahamut",3,"NONE",1,0,0,0,1,"Der Primae Bahamut war für Jahrtausende vergessen, bevor er schließlich im 1572. Jahr der 6. Ära des Lichts durch die Machenschaften des garleischen Legatus Nael van Darnus aus seinem himmlischen Gefängnis, dem unseligen Mond Dalamud, befreit wurde. Endlich entfesselt ließ der Götterdrache einen endlosen Regen aus Feuer auf das Land darniederprasseln und läutete damit eine neue Ära von Tod und Leid ein."
62,"Hildibrand & Nashu",3,"NONE",1,0,0,0,1,"„Verzeiht, werte Dame, verzeiht. Wie konnte ich so unhöflich sein? Vor Euch steht der einzigartige, unnachahmliche, listige und schlaue, in allen Herbergen dies- und jenseits von Ul'dah bekannte Kriminologe Hildibrand!“"
63,"Nanamo",3,"NONE",1,0,0,1,1,"„Eure Courage und eure Klugheit ist die Quelle aller Prosperität! Und für mich ist euer Leben das wertvollste Gut!“"
64,"Gaius van Baelsar",3,"NONE",1,0,0,0,1,"„Warum klammern sich dumme Völker an die Idee, erlogene Götter würden sie beschützen? Weil ihre Politiker, Anführer und Könige es nicht können!“"
65,"Merlwyb",3,"NONE",1,0,0,1,1,"„Ein Schlachtfeld ist wie das Meer ... Nur wer den Wind liest und die Strömungen kennt, wird abends sicher zurück im eigenen Hafen einlaufen.“"
66,"Kan-E-Senna",3,"NONE",1,0,0,1,1,"„Nutze die Talente, die du hast. Die Wälder wären sehr still, wenn nur die begabtesten Vögel sängen.“"
67,"Raubahn",3,"NONE",1,0,0,0,1,"„Man soll das Feuer in seiner Seele nie ausgehen lassen, sondern es schüren. Und wo ginge dies besser als in der Hitze des Gefechts?“"
68,"Krieger des Lichts",4,"Krieger des Lichts",2,0,1,0,0,"„Das Licht soll nie erlöschen!“"
69,"Firion",3,"NONE",1,0,0,0,1,"„Mein Traum ... ist eine Welt voll von Wildrosen.“"
70,"Zwiebelritter",3,"NONE",1,0,0,0,1,"„Klein zu sein hat seine Vorteile.“"
71,"Cecil Harvey",3,"NONE",1,0,0,0,1,"„Dieser Kampf ist auch unser Kampf.“"
72,"Bartz Klauser",3,"NONE",1,0,0,0,1,"„Es war immerhin der letzte Wunsch meines Vaters, dass ich die Welt bereise ... und diesmal spüre ich ganz deutlich, wie der Wind mich ruft.“"
73,"Terra Branford",3,"NONE",1,0,0,1,1,"„Sicher herrscht bald wieder Frieden. Ganz bestimmt ...“"
74,"Cloud Strife",3,"NONE",1,0,0,0,1,"„Ich kann nicht länger gefangen in einer Illusion verweilen.“"
75,"Squall Leonheart",3,"NONE",1,0,0,0,1,"„Sprich nicht über mich in der Vergangenheit!“"
76,"Zidane Tribal",3,"NONE",1,0,0,0,1,"„Braucht es wirklich einen Grund, jemandem zu helfen?“"
77,"Tidus",3,"NONE",1,0,0,1,1,"„Wenn Yuna dort ist, werde ich sie mir holen. So einfach ist das!“"
78,"Shantotto",3,"NONE",1,0,0,1,1,"„Hoho! Die Hoffnung scheint noch nicht verloren,\nbei diesem hier so dünkt es mir.\nSo will ich's sagen diesen Toren,\nShantotto ist der Name hier.\n<i>Doktor</i> Shantotto!“"
79,"Vaan",3,"NONE",1,0,0,1,1,"„Wer sagt denn, dass du dafür stark sein musst? Du schaffst das schon. Du hast schließlich gute Freunde.“"
80,"Lightning",3,"NONE",1,0,0,1,1,"„Das ist keine Frage des Könnens. Manche Dinge im Leben tut man einfach.“"
81,"Geira-Katze",3,"Geira-Katzen",1,0,1,1,0,"Ein neugieriges, liebenswürdiges Geschöpf mit einem katzenähnlichen Körper und Fledermausflügeln. Die meisten Forscher ordnen es der eorzäischen Fauna zu, aber es gibt solche, die in der Geira-Katze einen Nichtsgesandten des elften Ranges sehen. Einigkeit besteht darüber, dass die Katze einen scharfen und bösartigen Intellekt besitzt."
82,"Vanu Vanu",3,"Vanu Vanu",1,0,1,0,0,"Ein flugfähiger Wilder Stamm, der die schwebenden Inseln des Wolkenmeers sein Zuhause nennt. Bis die Luftschiff-Technologie den Ishgardern den Himmel erschloss, lebten die Vanu von ihnen isoliert, doch jetzt fühlen sie sich mehr und mehr dazu herausgefordert, ihr Revier zu verteidigen."
83,"Gnath",3,"Gnath",1,0,1,0,0,"Die Gnath sind ein insektenartiger Stamm, der die südlichen Bereiche des Dravanischen Vorlands besiedelt. Sie sind geschickte Jäger und halten die Drachen mit einer besonderen Art von Räucherwerk auf Distanz. Die Gnath sind durch einen „Der Verbindende“ genannten Stammesführer dazu in der Lage, sich gedanklich miteinander zu verständigen."
84,"Yugiri Nebelschleicher",3,"NONE",1,0,0,1,1,"„Gerechtigkeit ... wonach die Philosophen aller Völker fragen und worauf die Herrscher aller Länder pochen.“"
85,"Chocomoppel",4,"Chocomoppel",2,0,1,0,0,"Ein Chocobo, dessen unstillbare Fresssucht und Mangel an Selbstwertgefühl ihm einen Körper gaben, der eher dem eines Behemoths als eines Vogels ähnelt. Einer Legende der Goblins zufolge wird dieser beleibte Chocobo in der Unterwelt als Gott verehrt, aber es ist fraglich, ob diese Erzählung überhaupt ein Fünkchen Wahrheit enthält."
86,"Greif",6,"Greife",2,0,1,0,0,"Diese majestätischen Flugtiere nisten und jagen in der Wildnis von Abalathias Rückgrat. Ihre unübertroffene Sehschärfe erlaubt es ihnen, Beute aus größer Höhe auszumachen und blitzartig aus dem Himmel auf sie herabzustoßen, um sie in ihren kräftigen Krallen davonzutragen. Als Symbol für Mut und Unzähmbarkeit ziert ein Greif das Wappen der gefallenen Nation Ala Mhigo."
87,"Tioman",3,"Tioman",1,0,1,0,0,"Ein mächtiger und rachsüchtiger Drache, der seinen Hort auf dem gespenstischen Gipfel von Sohm Al hat. Tioman, von weiblichem Geschlecht, ist die Gemahlin des großen Drachen Nidhogg, und den Ishgardern aufgrund der Färbung ihrer Schuppenhaut bekannt als der dunkle Drache, „dunkler als die sternenlose Nacht“."
