Index,0 [0x3][0x6],1 [0x1][0x7],2 [0x1][0x8],3 [0x1][0x9],4 [0x1][0xa],5 [0x5][0x0],6 [0x5][0x2],7 [0x5][0x4]
255,5,false,false,true,false,238,0,0
256,5,false,true,false,true,322,322,322
257,5,false,false,true,false,414,0,0
258,5,false,false,true,false,415,0,0
259,5,false,false,true,false,416,0,0
260,5,false,true,false,false,423,423,423
261,5,false,false,false,true,424,0,0
262,5,false,false,true,false,425,0,0
263,5,false,false,false,true,426,0,0
264,5,false,true,false,false,477,477,477
265,5,false,true,false,false,567,567,567
266,5,false,true,false,false,617,617,617
267,5,false,false,false,true,775,775,775
268,5,false,false,false,true,776,776,776
269,5,false,true,false,false,1131,1131,1131
270,5,false,true,false,false,1136,1136,1136
271,5,false,true,false,false,1383,1383,1383
272,4,false,false,true,false,1580,0,0
273,4,false,false,true,false,1581,1581,1581
274,4,false,false,true,false,1582,0,0
275,6,false,true,false,false,31,31,31
276,6,false,true,false,false,43,43,43
277,6,false,true,false,true,56,56,56
278,6,false,false,false,true,57,0,0
279,6,false,false,false,true,71,0,0
280,6,false,false,false,true,72,0,0
281,14,false,false,false,true,97,0,0
282,6,false,true,false,false,113,113,113
283,20,false,true,false,false,138,138,138
284,6,false,true,false,false,149,149,149
285,6,false,false,true,false,164,164,164
286,6,false,false,true,false,165,0,0
287,6,false,true,false,false,174,174,174
288,6,false,false,false,true,195,0,0
289,6,false,true,false,false,202,202,202
290,6,false,false,false,true,203,0,0
291,6,false,false,false,true,226,0,0
292,6,false,false,false,true,227,0,0
293,6,false,true,false,false,325,325,325
294,6,false,true,false,false,396,396,396
295,6,false,true,false,false,399,399,399
296,6,false,false,false,true,487,0,0
297,6,false,false,false,true,488,0,0
298,6,false,false,false,true,535,0,0
299,6,false,false,false,true,536,0,0
300,6,false,false,false,true,546,0,0
301,6,false,false,false,true,547,0,0
302,6,false,false,false,true,557,0,0
303,7,false,true,false,false,558,558,558
304,14,false,false,false,true,571,0,0
305,7,false,true,false,false,636,636,636
306,6,false,false,false,true,659,0,0
307,6,false,false,false,true,660,0,0
308,6,false,true,false,true,707,707,707
309,6,false,false,false,true,731,0,0
310,6,false,false,false,true,732,0,0
311,6,false,true,false,true,740,740,740
312,6,false,false,false,true,741,0,0
313,6,false,true,false,false,777,777,777
314,6,false,false,false,true,781,0,0
315,6,false,false,false,true,782,0,0
316,6,false,false,true,false,806,0,0
317,6,false,false,true,false,807,807,807
318,6,false,false,true,false,808,0,0
319,6,false,true,false,false,928,928,928
320,6,false,true,false,false,934,934,934
321,6,false,true,false,false,941,941,941
322,15,false,true,false,true,985,985,985
323,6,false,true,false,true,1078,1078,1078
324,6,false,false,false,true,1079,0,0
325,6,false,true,false,true,1090,1090,1090
326,6,false,false,false,true,1096,0,0
327,6,false,false,false,true,1097,0,0
328,6,false,false,false,true,1144,0,0
329,6,false,false,false,true,1153,0,0
330,6,false,true,false,false,1183,1183,1183
331,6,false,true,false,false,1190,1190,1190
332,6,false,false,false,true,1197,0,0
333,6,false,false,false,true,1198,0,0
334,6,false,false,false,true,1238,0,0
335,6,false,false,true,false,1249,0,0
336,6,false,false,true,false,1250,0,0
337,6,false,false,true,false,1251,0,0
338,6,false,false,false,true,1287,0,0
339,6,false,false,false,true,1288,0,0
340,6,false,true,false,false,1318,1318,1318
341,6,false,true,false,false,1332,1332,1332
342,4,false,false,false,true,1333,0,0
343,10,false,false,true,false,1367,0,0
344,4,false,false,true,false,1379,1379,1379
345,4,false,false,true,false,1380,0,0
346,4,false,false,true,false,1381,0,0
347,6,false,false,false,true,1436,0,0
348,6,false,true,false,false,1450,1450,1450
349,6,false,true,false,false,1454,1454,1454
350,6,false,false,false,true,1455,1455,1455
351,6,false,false,true,false,1460,1460,1460
352,6,false,false,true,false,1461,0,0
353,6,false,false,true,false,1462,0,0
354,4,false,true,true,true,1475,1475,1475
355,4,false,false,true,true,1476,1476,1476
356,7,false,true,false,true,1526,1526,1526
357,6,false,false,false,true,1535,0,0
358,6,false,false,false,true,1541,0,0
359,6,false,false,true,false,1548,0,0
360,6,false,false,true,false,1549,0,0
361,6,false,false,true,false,1550,0,0
362,6,false,true,false,false,1579,1579,1579
363,7,false,false,false,true,39,0,0
364,7,false,false,false,true,40,0,0
365,9,false,true,false,false,41,41,41
366,7,false,true,true,true,44,44,44
367,7,false,false,true,false,64,64,64
368,7,false,true,true,false,65,65,65
369,7,false,false,false,true,66,0,0
370,7,false,false,false,true,76,0,0
371,7,false,false,false,true,154,0,0
372,7,false,true,false,false,173,173,173
373,7,false,true,true,true,230,230,230
374,9,false,true,false,false,355,355,355
375,7,false,false,false,true,364,0,0
376,7,false,false,false,true,365,365,365
377,7,false,true,false,false,380,380,380
378,7,false,true,false,false,435,435,435
379,7,false,false,true,false,437,0,0
380,7,false,false,false,true,441,441,441
381,7,false,false,false,true,442,0,0
382,20,false,true,false,false,445,445,445
383,7,false,false,false,true,446,0,0
384,7,false,false,false,true,447,0,0
385,6,false,true,false,false,451,451,451
386,20,false,false,true,false,452,0,0
387,20,false,false,true,false,453,0,0
388,20,false,false,true,false,454,0,0
389,9,false,true,false,false,468,468,468
390,7,false,false,false,true,474,0,0
391,7,false,false,true,false,481,481,481
392,7,false,false,false,true,482,0,0
393,7,false,true,false,true,534,534,534
394,7,false,false,true,false,581,581,581
395,7,false,true,true,false,587,587,587
396,7,false,false,false,true,589,0,0
397,9,false,true,false,false,595,595,595
398,7,false,false,false,true,621,621,621
399,7,false,true,false,false,661,661,661
400,7,false,true,false,false,703,703,703
401,7,false,true,true,true,724,724,724
402,20,false,true,false,false,725,725,725
403,7,false,true,false,false,780,780,780
404,7,false,true,false,true,792,792,792
405,7,false,true,false,false,838,838,838
406,7,false,false,true,false,840,840,840
407,7,false,false,false,true,841,841,841
408,7,false,true,false,false,850,850,850
409,7,false,false,true,false,853,853,853
410,6,false,true,false,false,878,878,878
411,7,false,false,false,true,884,884,884
412,20,false,true,false,false,891,891,891
413,6,false,true,false,false,901,901,901
414,7,false,true,false,true,956,956,956
415,7,false,false,false,true,990,0,0
416,7,false,true,true,true,1002,1002,1002
417,7,false,true,true,true,1019,1019,1019
418,7,true,false,false,false,1020,0,0
419,7,false,false,false,true,1050,0,0
420,7,false,false,false,true,1076,1076,1076
421,7,false,true,false,false,1082,1082,1082
422,7,false,false,false,true,1143,0,0
423,7,false,false,false,true,1191,0,0
424,7,false,true,false,false,1352,1352,1352
425,7,false,true,false,false,1420,1420,1420
426,7,false,false,true,false,1606,0,0
427,8,true,false,false,false,20,0,0
428,8,true,false,false,false,46,0,0
429,8,true,false,false,false,79,0,0
430,8,false,false,false,true,135,0,0
431,8,false,true,false,false,197,197,197
432,8,false,false,false,true,198,0,0
433,8,false,false,false,true,201,0,0
434,8,false,false,false,true,204,0,0
435,8,false,false,false,true,210,0,0
436,8,false,false,false,true,254,0,0
437,8,false,false,false,true,260,0,0
438,8,false,false,false,true,285,0,0
439,8,false,true,false,false,405,405,405
440,8,false,false,true,false,438,0,0
441,8,false,false,false,true,513,0,0
442,8,false,true,false,false,521,521,521
443,8,false,false,false,true,522,0,0
444,8,false,true,false,false,523,523,523
445,8,false,false,false,true,598,0,0
446,8,false,true,false,false,599,599,599
447,8,false,true,true,true,743,743,743
448,8,false,false,false,true,756,0,0
449,8,false,false,true,true,764,0,0
450,8,false,true,false,true,765,765,765
451,8,true,false,false,false,793,0,0
452,8,true,false,false,false,798,0,0
453,8,false,true,false,false,829,829,829
454,8,false,false,false,true,830,0,0
455,8,false,false,false,true,858,0,0
456,8,false,true,false,false,860,860,860
457,8,false,false,false,true,886,0,0
458,8,false,true,true,false,906,906,906
459,8,false,false,false,true,907,0,0
460,8,false,false,false,true,953,0,0
461,8,true,false,false,false,962,0,0
462,8,true,false,false,false,963,0,0
463,8,false,false,false,true,978,0,0
464,8,false,false,false,true,982,0,0
465,8,false,false,false,true,997,0,0
466,0,false,false,false,false,0,0,0
467,8,false,true,true,true,1036,1036,1036
468,8,false,true,false,false,1056,1056,1056
469,8,false,false,true,false,1057,0,0
470,8,false,false,false,true,1058,0,0
471,8,false,true,true,true,1071,1071,1071
472,7,false,false,false,true,1088,0,0
473,8,false,false,false,true,1105,0,0
474,8,false,false,false,true,1119,0,0
475,8,false,true,false,false,1193,1193,1193
476,8,false,true,true,true,1209,1209,1209
477,8,false,false,true,true,1237,0,0
478,8,true,false,false,false,1244,0,0
479,8,false,false,false,true,1452,0,0
480,8,false,false,false,true,1473,0,0
481,8,false,false,true,false,1629,1629,1629
482,9,false,true,false,false,5,5,5
483,9,false,false,false,true,14,0,0
484,9,false,false,false,true,15,0,0
485,9,false,true,true,true,47,47,47
486,4,false,true,false,false,77,77,77
487,9,true,false,false,false,80,0,0
488,9,false,true,false,false,95,95,95
489,9,false,true,false,false,100,100,100
490,9,false,false,false,true,106,0,0
491,9,false,true,false,false,107,107,107
492,9,false,true,false,false,144,144,144
493,9,false,true,false,false,153,153,153
494,0,false,false,false,false,0,0,0
495,0,false,false,false,false,0,0,0
496,9,false,false,false,true,196,0,0
497,9,false,false,false,true,228,0,0
498,9,false,true,false,false,257,257,257
499,0,false,false,false,false,0,0,0
500,9,false,true,false,true,279,279,279
501,0,false,false,false,false,0,0,0
502,9,false,false,false,true,291,0,0
503,9,false,false,false,true,300,0,0
504,0,false,false,false,false,0,0,0
505,9,false,false,true,false,329,0,0
506,9,false,false,false,true,351,0,0
507,9,false,true,false,false,367,367,367
508,9,false,true,true,true,368,368,368
509,9,false,false,false,true,376,0,0
510,9,false,true,false,true,378,378,378
511,9,false,false,false,true,397,0,0
512,9,false,true,false,false,400,400,400
513,0,false,false,false,false,0,0,0
514,0,false,false,false,false,0,0,0
515,9,false,true,false,false,462,462,462
516,9,false,true,false,true,464,464,464
517,9,false,true,false,false,478,478,478
518,9,false,false,true,false,480,480,480
519,9,false,false,true,false,509,509,509
520,9,false,true,false,false,511,511,511
521,9,false,true,false,false,529,529,529
522,9,false,true,false,false,537,537,537
523,9,false,false,true,false,552,0,0
524,9,false,false,false,true,588,0,0
525,9,false,true,false,false,616,616,616
526,9,false,true,false,false,663,663,663
527,9,true,false,false,false,665,0,0
528,9,false,true,false,false,667,667,667
529,9,false,false,true,false,679,0,0
530,9,true,false,false,false,695,0,0
531,9,false,false,false,true,763,0,0
532,9,false,true,false,false,768,768,768
533,9,false,false,true,false,818,818,818
534,14,false,true,false,false,832,832,832
535,9,false,true,false,false,835,835,835
536,9,false,false,false,true,852,0,0
537,9,false,true,false,true,908,908,908
538,19,false,false,false,true,949,0,0
539,9,false,true,false,false,954,954,954
540,9,false,true,true,false,981,981,981
541,9,true,false,false,false,1063,0,0
542,9,false,false,false,true,1068,0,0
543,9,false,false,false,true,1080,0,0
544,9,false,false,false,true,1081,0,0
545,9,false,true,false,false,1083,1083,1083
546,9,false,true,false,false,1084,1084,1084
547,9,false,false,false,true,1087,0,0
548,9,false,false,false,true,1099,0,0
549,9,false,true,true,false,1100,1100,1100
550,9,false,true,false,false,1101,1101,1101
551,9,false,false,false,true,1102,0,0
552,9,false,true,false,true,1111,1111,1111
553,9,false,true,false,true,1112,1112,1112
554,9,false,true,true,false,1120,1120,1120
555,9,false,false,false,true,1122,1122,1122
556,9,false,false,false,true,1124,0,0
557,9,false,false,false,true,1125,0,0
558,9,false,true,false,false,1179,1179,1179
559,9,false,false,false,true,1187,0,0
560,9,false,true,false,false,1203,1203,1203
561,9,false,false,false,true,1220,0,0
562,9,false,false,true,false,1264,1264,1264
563,9,false,false,true,false,1269,0,0
564,9,false,false,true,false,1270,1270,1270
565,9,false,true,false,true,1291,1291,1291
566,9,false,false,false,true,1292,0,0
567,9,false,true,false,false,1360,1360,1360
568,9,false,true,false,false,1364,1364,1364
569,9,false,false,true,false,1382,0,0
570,9,false,true,false,false,1389,1389,1389
571,9,false,true,false,false,1403,1403,1403
572,9,false,true,false,true,1406,1406,1406
573,9,false,true,true,false,1469,1469,1469
574,14,false,false,false,true,1470,1470,1470
575,9,false,true,false,false,1499,1499,1499
576,9,false,false,true,false,1543,1543,1543
577,9,false,false,false,true,1544,0,0
578,9,false,true,false,false,1551,1551,1551
579,9,false,true,false,false,1585,1585,1585
580,5,false,true,false,false,1586,1586,1586
581,9,false,true,true,true,1630,1630,1630
582,4,false,false,false,true,199,0,0
583,4,false,false,false,true,200,0,0
584,19,false,true,false,true,206,206,206
585,4,false,false,false,true,252,0,0
586,4,false,false,false,true,253,0,0
587,10,false,true,false,false,272,272,272
588,10,false,false,false,true,273,273,273
589,10,false,true,false,false,298,298,298
590,10,false,true,false,false,349,349,349
591,10,false,false,false,true,350,0,0
592,4,false,true,false,false,403,403,403
593,10,false,true,true,false,410,410,410
594,10,false,false,false,true,411,0,0
595,10,false,false,false,true,448,448,448
596,10,false,true,false,false,520,520,520
597,10,false,true,false,false,532,532,532
598,10,false,false,true,true,564,564,564
599,10,false,true,false,false,565,565,565
600,10,true,false,false,false,582,0,0
601,10,false,true,false,false,691,691,691
602,10,false,false,true,false,694,0,0
603,10,false,true,false,true,790,790,790
604,10,false,true,false,true,791,791,791
605,10,false,false,true,false,815,815,815
606,10,false,false,false,true,881,881,881
607,10,false,true,false,false,882,882,882
608,10,false,false,false,true,883,0,0
609,10,false,true,true,true,912,912,912
610,10,false,false,false,true,935,0,0
611,10,false,true,false,false,936,936,936
612,10,false,false,false,true,937,0,0
613,10,false,false,false,true,938,0,0
614,10,false,true,true,false,945,945,945
615,10,false,false,true,false,965,0,0
616,4,false,false,false,true,969,0,0
617,4,false,false,false,true,970,0,0
618,10,false,true,false,false,972,972,972
619,10,false,true,false,false,991,991,991
620,10,false,true,false,false,992,992,992
621,10,false,true,false,true,999,999,999
622,10,false,true,false,false,1000,1000,1000
623,4,false,true,false,false,1017,1017,1017
624,10,false,true,true,true,1018,1018,1018
625,10,false,false,false,true,1028,0,0
626,10,false,false,false,true,1029,0,0
627,10,false,false,false,true,1060,0,0
628,10,false,false,false,true,1061,0,0
629,10,false,true,false,false,1113,1113,1113
630,10,false,false,false,true,1114,0,0
631,10,false,true,false,false,1159,1159,1159
632,10,false,true,false,false,1200,1200,1200
633,10,false,true,false,false,1253,1253,1253
634,10,false,false,false,true,1254,0,0
635,10,false,true,false,false,1272,1272,1272
636,10,false,false,false,true,1284,0,0
637,10,false,false,false,true,1285,0,0
638,10,false,true,true,false,1330,1330,1330
639,10,false,false,false,true,1331,0,0
640,4,false,true,false,false,1341,1341,1341
641,10,false,true,false,true,1361,1361,1361
642,10,false,true,false,false,1363,1363,1363
643,10,false,true,false,false,1373,1373,1373
644,0,false,false,false,false,0,0,0
645,10,false,true,false,false,1390,1390,1390
646,4,false,true,false,false,1402,1402,1402
647,10,false,true,true,true,1438,1438,1438
648,10,false,false,false,true,1500,0,0
649,10,false,true,false,false,1501,1501,1501
650,10,false,true,false,true,1503,1503,1503
651,10,true,false,false,false,1506,0,0
652,10,false,true,false,false,1512,1512,1512
653,10,false,false,false,true,1513,0,0
654,10,false,true,false,false,1520,1520,1520
655,10,false,false,false,true,1521,0,0
656,10,false,true,false,false,1566,1566,1566
657,4,false,true,false,false,1567,1567,1567
658,11,false,true,false,true,17,17,17
659,11,true,false,false,false,21,0,0
660,11,true,false,false,false,23,0,0
661,11,true,false,false,false,52,0,0
662,11,false,false,false,true,53,0,0
663,11,false,false,false,true,73,0,0
664,11,false,true,false,false,74,74,74
665,13,false,true,true,false,139,139,139
666,11,false,true,true,true,141,141,141
667,11,false,false,false,true,159,159,159
668,11,false,true,false,false,168,168,168
669,11,false,false,true,true,175,175,175
670,11,false,false,false,true,248,0,0
671,11,false,true,false,false,265,265,265
672,11,false,true,false,true,316,316,316
673,4,false,true,false,false,326,326,326
674,11,false,false,true,false,370,0,0
675,11,false,false,true,false,407,0,0
676,11,false,false,false,true,409,409,409
677,11,false,false,false,true,444,0,0
678,11,false,true,false,false,524,524,524
679,11,false,true,false,false,527,527,527
680,11,false,true,true,false,548,548,548
681,4,false,true,false,false,549,549,549
682,11,true,false,false,false,551,0,0
683,20,false,false,false,true,554,0,0
684,20,false,false,false,true,555,555,555
685,11,true,false,false,false,559,0,0
686,11,false,true,false,false,566,566,566
687,11,false,true,false,false,603,603,603
688,11,false,true,false,false,648,648,648
689,11,true,false,false,false,655,0,0
690,11,true,false,false,false,662,0,0
691,11,false,false,false,true,697,0,0
692,11,false,true,false,false,708,708,708
693,11,true,false,false,false,722,0,0
694,11,true,false,false,false,734,0,0
695,11,true,false,false,false,796,0,0
696,11,false,true,false,false,857,857,857
697,11,false,false,true,false,879,0,0
698,11,false,true,false,true,957,957,957
699,11,false,false,false,true,960,0,0
700,11,true,false,false,false,979,0,0
701,11,true,false,false,false,986,0,0
702,11,false,true,false,true,988,988,988
703,11,false,true,false,false,1004,1004,1004
704,11,false,false,false,true,1021,0,0
705,11,false,false,false,true,1023,0,0
706,11,true,false,false,false,1025,0,0
707,11,false,false,false,true,1051,0,0
708,11,false,false,false,true,1052,0,0
709,11,false,false,false,true,1053,0,0
710,11,false,false,true,false,1062,1062,1062
711,11,false,false,false,true,1064,0,0
712,11,false,false,false,true,1110,0,0
713,11,false,false,false,true,1139,0,0
714,11,false,true,false,false,1156,1156,1156
715,11,false,false,false,true,1169,0,0
716,11,true,true,false,false,1172,1172,1172
717,11,false,true,false,false,1173,1173,1173
718,11,false,true,false,false,1174,1174,1174
719,11,false,false,true,false,1185,1185,1185
720,11,true,false,false,false,1246,0,0
721,11,false,true,false,false,1248,1248,1248
722,11,true,false,false,false,1303,0,0
723,11,true,false,false,false,1307,0,0
724,11,false,true,false,false,1323,1323,1323
725,11,false,true,false,false,1326,1326,1326
726,11,false,true,false,false,1327,1327,1327
727,4,false,true,false,false,1328,1328,1328
728,11,false,true,false,false,1356,1356,1356
729,11,false,true,false,false,1369,1369,1369
730,11,false,false,true,false,1378,1378,1378
731,11,false,true,false,false,1388,1388,1388
732,11,false,true,false,false,1404,1404,1404
733,11,false,true,false,false,1414,1414,1414
734,11,false,false,false,true,1415,0,0
