Index,0 [0x7][0xc],1 [0x7][0x10],2 [0x7][0x14],3 [0x0][0x0],4 [0x0][0x4],5 [0x0][0x8]
134,0,0,0,"Tribu de la Lune","","Ces Miqo'tes ont une préférence marquée pour la vie nocturne.
Beaucoup d'entre eux vénèrent la déesse de la lune et de
l'amour, Menphina la Bien-aimante. Ils ont longtemps vécu
de la chasse dans la forêt de Sombrelinceul, un mode de vie
à l'origine de conflits interminables avec les Gridaniens,
qui les considéraient comme des braconniers. Leurs relations
se sont pourtant améliorées ces dernières années, et certains
d'entre eux se sont même installés en ville.

Attributs de base : 
Force 18 / Dextérité 21 / Vitalité 17 
Intelligence 19 / Esprit 23 / Piété 22"
135,0,0,0,"","",""
136,0,0,0,"Clan de la Mer","","Ces terribles "loups de mer" venus des contrées nordiques ont
longtemps terrorisé les marins et les habitants des côtes
éorzéennes. La création de l'armada limséenne ayant mis fin à
la piraterie organisée, les Roegadyns du Clan de la Mer se sont
avec le temps mêlés aux habitants de Limsa Lominsa. Beaucoup
travaillent désormais comme matelots ou soldats sur les navires
que leurs ancêtres attaquaient autrefois. Ils portent des noms
distinctifs issus de l'ancien roegadyn.

Attributs de base : 
Force 22 / Dextérité 18 / Vitalité 23
Intelligence 17 / Esprit 21 / Piété 19"
137,0,0,0,"","",""
138,0,0,0,"Clan du Feu","","Cette minorité de Roegadyns est originaire des chaînes
montagneuses septentrionales. La culture et l'élevage étant
difficiles dans leur pays et ne pouvant les faire tous vivre,
ils ont pris l'habitude de vendre leurs services comme
mercenaires. C'est la raison pour laquelle ils ont choisi la
langue commune pour leurs noms et non pas l'ancien roegadyn,
difficile à prononcer et à se rappeler pour les autres races.
On trouve beaucoup d'entre eux dans la Cité d'Ul'dah, où ils
travaillent comme gladiateurs dans l'arène ou gardes du corps.

Attributs de base : 
Force 20 / Dextérité 17 / Vitalité 21
Intelligence 20 / Esprit 22 / Piété 20"
139,0,0,0,"","",""
140,0,0,0,"Ao Ra<switch: ©/ ®/>","","Les cornes arrondies et les écailles aux motifs délicats qui
caractérisent les Ao Ra conduisent souvent les gens à croire
que ce peuple originaire du continent oriental d'Othard descendrait
des dragons. Ce sujet a longtemps été débattu, et des érudits
ont mis en avant certaines différences flagrantes pour étayer
l'absence de connexion entre ces deux races, la plus convaincante
étant le fait que les excroissances crâniennes des Ao Ra leur
fournissent une ouïe et une reconnaissance spatiale développées.
La différence de gabarit entre les hommes et les femmes est
un autre trait de cette espèce que l'on ne retrouve pas chez
les dragons."
141,0,0,0,"","",""
142,0,0,0,"Raen","","Cette ethnie aoranne se distingue par ses écailles blanches
aux reflets clairs. Ayant hérité des caractéristiques d'un ancêtre
légendaire commun appelé le "Père de l'Aube", les Raen
préfèrent vivre dans le calme et se montrent très patients.
Bien que leurs terres se situent originellement dans les
profondes vallées de lointaines contrées orientales, nombreux
sont ceux qui ont récemment choisi de traverser les mers
en quête d'aventure en Éorzéa.

Attributs de base :
Force 17 / Dextérité 21 / Vitalité 18 
Intelligence 20 / Esprit 22 / Piété 22"
143,0,0,0,"","",""
144,0,0,0,"Xaela","","Ces Ao Ra ont la particularité d'avoir des écailles noires
aux reflets sombres. Ayant hérité du caractère de l'ancêtre
légendaire de leur espèce qu'est la "Mère du Crépuscule",
les Xaela montrent un grand intérêt pour les faits d'armes
et sont de nature belliqueuse.
Nomades, ils se déplacent en petits groupes, généralement
centrés sur des liens familiaux. Ce mode de vie a conduit
certains d'entre eux en Éorzéa.

Attributs de base : 
Force 23 / Dextérité 20 / Vitalité 21 
Intelligence 20 / Esprit 17 / Piété 19"
145,0,0,0,"","",""
146,0,0,0,"","",""
147,0,0,0,"","",""
148,0,0,0,"","",""
149,0,0,0,"","",""
150,0,0,0,"","",""
151,0,0,0,"","",""
152,0,0,0,"Personnalisée","",""
153,0,0,0,"","",""
154,0,0,0,"Halone","",""
155,0,0,0,"La Conquérante","",""
156,0,0,0,"Menphina","",""
157,0,0,0,"La Bien-aimante","",""
158,0,0,0,"Thaliak","",""
159,0,0,0,"L'Érudit","",""
160,0,0,0,"Nymeia","",""
161,0,0,0,"La Fileuse","",""
162,0,0,0,"Llymlaen","",""
163,0,0,0,"La Navigatrice","",""
164,0,0,0,"Oschon","",""
165,0,0,0,"Le Vagabond","",""
166,0,0,0,"Byregot","",""
167,0,0,0,"L'Artisan","",""
168,0,0,0,"Rhalgr","",""
169,0,0,0,"Le Destructeur","",""
170,0,0,0,"Azeyma","",""
171,0,0,0,"La Gardienne","",""
172,0,0,0,"Nald'thal","",""
173,0,0,0,"Les Marchands","",""
174,0,0,0,"Nophica","",""
175,0,0,0,"La Mère","",""
176,0,0,0,"Althyk","",""
177,0,0,0,"Le Contemplateur","",""
178,0,0,0,"Gladiateur","","De la dague à l'épée en passant par le sabre, les gladiateurs 
maîtrisent une grande variété d'armes blanches en combat rapproché. 
Leur style, défensif et principalement inspiré de techniques utilisées 
lors de "combats-spectacles", consiste à dévier habilement de leur 
bouclier les attaques avant de pourfendre leurs adversaires d'un 
coup précis et puissant. Dans les batailles en groupe, leur rôle est de 
créer une brèche dans les lignes ennemies tout en servant de 
rempart à leur alliés.

Cité de départ : Ul'dah"
179,0,0,0,"","",""
180,0,0,0,"Pugiliste","","Ces combattants se servent de techniques d'attaque ancestrales. 
Déjà redoutables à mains nues grâce à leur entraînement rigoureux, 
ils voient leur puissance de destruction décuplée lorsqu'ils 
s'équipent d'armes de corps à corps. Leur préférence pour les 
armures légères peut laisser à penser qu'ils sont sans défense, 
mais ils profitent de cette aisance de mouvement et de leur 
vitesse pour surprendre leurs ennemis et placer des contres 
assassins. 

Cité de départ : Ul'dah"
181,0,0,0,"","",""
182,0,0,0,"Maraudeur","","Les maraudeurs sont souvent assimilés à des brigands car leur 
arme de prédilection, la grande hache, est aussi celle des pirates. 
Il est vrai que leur façon d'assener furieusement les coups de 
leurs robustes bras, ne fait que renforcer cette image, mais 
leur principale force est certainement leur faculté à garder 
leur sang-froid même au cœur de la mêlée. Nombre d'entre eux 
se sont distingués au cours de l'Histoire, que ce soit lors de guerres 
entre cités-États ou pour avoir vaincu des monstres redoutables.

Cité de départ : Limsa Lominsa"
183,0,0,0,"","",""
184,0,0,0,"Maître d'hast","","Ces combattants maîtrisent parfaitement les armes d'hast, dérivées
d'armes de chasse telles la lance ou le harpon. La lance était
autrefois majoritairement utilisée, notamment sous l'influence des
formidables troupes de lanciers d'Ala Mhigo, mais les maîtres d'hast
ont depuis diversifié leurs armes. Elles demandent un certain
entraînement pour être maniées, mais les maîtres d'hast
expérimentés sont capables de faire souffler un véritable ouragan
de techniques sur le champ de bataille.

Cité de départ : Gridania"
185,0,0,0,"","",""
186,0,0,0,"Archer","","Ces spécialistes du combat à distance maîtrisent tous les styles de tir,
comme le tir droit ou le tir en cloche, pour exploiter au mieux les
caractéristiques des arcs employés. Les plus communs en Éorzéa sont
l'arc long, que les soldats élézens favorisent, et l'arc court de chasse
des Miqo'tes. La compréhension des spécificités des arcs et la faculté
de se positionner correctement sont deux qualités primordiales pour
devenir un bon archer. Certains pratiquants expérimentés seraient
capables de faire pleuvoir une pluie de flèches sur leur cible.

Cité de départ : Gridania"
187,0,0,0,"","",""
188,0,0,0,"Élémentaliste","","Ces chamans sont passés maîtres dans l'art de manier les éléments
terre, vent et eau. Ils sont capables de saisir la nature véritable
des choses et peuvent ainsi attirer l'éther présent autour d'eux.
Ils s'en servent comme d'une puissante énergie en maniant des
armes magiques fabriquées dans du bois, comme des baguettes
ou des bâtons. Les élémentalistes étant particulièrement versés
dans les sorts de soin ou ayant un effet bénéfique sur le physique
de leur cible, ils font également office de soigneurs de premier ordre.

Cité de départ : Gridania"
189,0,0,0,"","",""
190,0,0,0,"Occultiste","","Par une étude poussée de leur moi profond, les occultistes deviennent 
capables de ressentir l'éther présent dans leur corps. Ils peuvent alors 
l'utiliser pour créer une formidable énergie. Afin de focaliser cette 
dernière à leur gré, il leur faut une arme magique spécialement 
fabriquée dans ce but. Il s'agit généralement d'un sceptre incrusté 
d'une perle consacrée. Les maléfices et les sorts qu'ils utilisent 
peuvent être plus douloureux pour leurs ennemis qu'un coup de la 
plus aiguisée des épées.

Cité de départ : Ul'dah"
191,0,0,0,"","",""
192,0,0,0,"Arcaniste","","Les adeptes de l'art des arcanes maîtrisent une forme de magie dérivée
de techniques géométriques provenant des terres par delà les mers
méridionales. Ils tirent leur pouvoir de symboles appelés pentacles
qu'ils consignent religieusement dans leurs grimoires. Ces pentacles
donnent forme à l'éther des arcanistes, leur permettant de lancer
une multitude de sorts puissants. Ils sont également capables d'invoquer
pour les servir un familier connu sous le nom de Carbuncle.

Cité de départ : Limsa Lominsa"
193,0,0,0,"","",""
194,0,0,0,"Forgeron","","不要：新生ではキャラメイクで選択できるのは戦闘職のみ。"
195,0,0,0,"","",""
196,0,0,0,"Mineur","","不要：新生ではキャラメイクで選択できるのは戦闘職のみ。"
197,0,0,0,"","",""
198,0,0,0,"","",""
199,0,0,0,"","",""
200,0,0,0,"Préréglés","",""
201,0,0,0,"Taille","",""
202,0,0,0,"Couleur de peau","",""
203,0,0,0,"Voix","",""
204,0,0,0,"Musculature","",""
205,0,0,0,"","",""
206,0,0,0,"","",""
207,0,0,0,"Musculature","",""
208,0,0,0,"","",""
209,0,0,0,"Tour de poitrine","",""
210,0,0,0,"Taille des oreilles","",""
211,0,0,0,"Forme des oreilles","",""
212,0,0,0,"","",""
213,0,0,0,"Taille des oreilles","",""
214,0,0,0,"Forme des oreilles","",""
215,0,0,0,"Tour de poitrine","",""
216,0,0,0,"Taille des oreilles","",""
217,0,0,0,"Forme des oreilles","",""
218,0,0,0,"","",""
219,0,0,0,"Taille des oreilles","",""
220,0,0,0,"Forme des oreilles","",""
221,0,0,0,"Tour de poitrine","",""
222,0,0,0,"Taille de la queue","",""
223,0,0,0,"Forme de la queue","",""
224,0,0,0,"","",""
225,0,0,0,"Taille de la queue","",""
226,0,0,0,"Forme de la queue","",""
227,0,0,0,"Tour de poitrine","",""
228,0,0,0,"Musculature","",""
229,0,0,0,"","",""
230,0,0,0,"","",""
231,0,0,0,"Musculature","",""
232,0,0,0,"","",""
233,0,0,0,"Tour de poitrine","",""
234,0,0,0,"Coupe de cheveux","",""
235,0,0,0,"Caractéristiques des cheveux","",""
236,0,0,0,"Couleur des cheveux","",""
237,0,0,0,"Reflets","",""
238,0,0,0,"Visage","",""
239,0,0,0,"Caractéristiques du visage","",""
240,0,0,0,"Couleur des caractéristiques du visage","",""
241,0,0,0,"Mâchoire","",""
242,0,0,0,"Sourcils","",""
243,0,0,0,"Forme des yeux","",""
244,0,0,0,"Iris","",""
245,0,0,0,"Couleur des yeux","",""
246,0,0,0,"Nez","",""
247,0,0,0,"Bouche","",""
248,0,0,0,"Couleur des lèvres","",""
249,0,0,0,"Maquillage","",""
250,0,0,0,"Couleur du maquillage","",""
251,0,0,0,"Confirmer","",""
252,0,0,0,"","",""
253,0,0,0,"Taille de la queue","",""
254,0,0,0,"Forme de la queue","",""
255,0,0,0,"","",""
256,0,0,0,"Taille de la queue","",""
257,0,0,0,"Forme de la queue","",""
258,0,0,0,"Tour de poitrine","",""
259,0,0,0,"","",""
260,0,0,0,"","",""
261,0,0,0,"","",""
262,0,0,0,"","",""
263,0,0,0,"","",""
264,0,0,0,"","",""
265,0,0,0,"Petite","",""
266,0,0,0,"Petite","",""
267,0,0,0,"Moyenne","",""
268,0,0,0,"Grande","",""
269,0,0,0,"Grande","",""
270,0,0,0,"Environ <value>,<value> cm","",""
271,0,0,0,"","",""
272,0,0,0,"","",""
273,0,0,0,"","",""
274,0,0,0,"","",""
275,0,0,0,"Type 1","",""
276,0,0,0,"Type 2","",""
277,0,0,0,"Type 3","",""
278,0,0,0,"Type 4","",""
279,0,0,0,"Type 5","",""
280,0,0,0,"Type 6","",""
281,0,0,0,"Type 7","",""
282,0,0,0,"Type 8","",""
283,0,0,0,"Type 9","",""
284,0,0,0,"Type 10","",""
285,0,0,0,"Type 11","",""
286,0,0,0,"Type 12","",""
287,0,0,0,"","",""
288,0,0,0,"","",""
289,0,0,0,"","",""
290,0,0,0,"Peu marquée","",""
291,0,0,0,"Assez peu marquée","",""
292,0,0,0,"Moyenne","",""
293,0,0,0,"Marquée","",""
294,0,0,0,"Très marquée","",""
295,0,0,0,"","",""
296,0,0,0,"","",""
297,0,0,0,"","",""
298,0,0,0,"","",""
299,0,0,0,"","",""
300,0,0,0,"","",""
301,0,0,0,"","",""
302,0,0,0,"","",""
303,0,0,0,"","",""
304,0,0,0,"","",""
305,0,0,0,"Peu marquée","",""
306,0,0,0,"Assez peu marquée","",""
307,0,0,0,"Moyenne","",""
308,0,0,0,"Marquée","",""
309,0,0,0,"Très marquée","",""
310,0,0,0,"","",""
311,0,0,0,"","",""
312,0,0,0,"","",""
313,0,0,0,"","",""
314,0,0,0,"","",""
315,0,0,0,"Petit","",""
316,0,0,0,"Assez petit","",""
317,0,0,0,"Moyen","",""
318,0,0,0,"Assez large","",""
319,0,0,0,"Large","",""
320,0,0,0,"Court","",""
321,0,0,0,"Assez court","",""
322,0,0,0,"Moyen","",""
323,0,0,0,"Assez long","",""
324,0,0,0,"Long","",""
325,0,0,0,"Type 1","",""
326,0,0,0,"Type 2","",""
327,0,0,0,"Type 3","",""
328,0,0,0,"Type 4","",""
329,0,0,0,"","",""
330,0,0,0,"","",""
331,0,0,0,"","",""
332,0,0,0,"","",""
333,0,0,0,"","",""
334,0,0,0,"","",""
335,0,0,0,"Court","",""
336,0,0,0,"Assez court","",""
337,0,0,0,"Moyen","",""
338,0,0,0,"Assez long","",""
339,0,0,0,"Long","",""
340,0,0,0,"Type 1","",""
341,0,0,0,"Type 2","",""
342,0,0,0,"Type 3","",""
343,0,0,0,"Type 4","",""
344,0,0,0,"","",""
345,0,0,0,"Petit","",""
346,0,0,0,"Assez petit","",""
347,0,0,0,"Moyen","",""
348,0,0,0,"Assez large","",""
349,0,0,0,"Large","",""
350,0,0,0,"Court","",""
351,0,0,0,"Assez court","",""
352,0,0,0,"Moyen","",""
353,0,0,0,"Assez long","",""
354,0,0,0,"Long","",""
355,0,0,0,"Type 1","",""
356,0,0,0,"Type 2","",""
357,0,0,0,"Type 3","",""
358,0,0,0,"Type 4","",""
359,0,0,0,"","",""
360,0,0,0,"","",""
361,0,0,0,"","",""
362,0,0,0,"","",""
363,0,0,0,"","",""
364,0,0,0,"","",""
365,0,0,0,"Court","",""
366,0,0,0,"Assez court","",""
367,0,0,0,"Moyen","",""
368,0,0,0,"Assez long","",""
369,0,0,0,"Long","",""
370,0,0,0,"Type 1","",""
371,0,0,0,"Type 2","",""
372,0,0,0,"Type 3","",""
373,0,0,0,"Type 4","",""
374,0,0,0,"","",""
375,0,0,0,"Petit","",""
376,0,0,0,"Assez petit","",""
377,0,0,0,"Moyen","",""
